G,N,K,O,M,H,Z
nan,0.76240562103,1.6463564449263,2.83154187927855,nan,nan,0
-0.762405621030001,nan,0.883950823896302,2.06913625824855,nan,nan,0
-1.6463564449263,-0.883950823896302,nan,1.18518543435225,nan,nan,0
-2.83154187927855,-2.06913625824855,-1.18518543435225,nan,nan,nan,0
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
0,0,0,0,nan,nan,nan
