Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
60060	-3285.8188559702221028	-3303.5276805141265868	17.708824543904281512	1.7253392553092197215	0.451857	0.0669042	0.0500426	0.088385	0.015139	0.00089982	0.0859523	0.13295	0.0137279	0.00925596	0.114148	0.0507838	0.0188459	0.01473	0.532548	0.00896639	0.00926476	0.424476	0.010014	0.54396587430251119866	0.283578	0.300801	0.138304	0.277316	0.258129	0.62222	1.06131	2.05834	1.0988904139573454355
60070	-3281.9564535459439867	-3300.953220048849289	18.996766502905359175	0.52989906576886902645	0.272288	0.0446652	0.0516979	0.0550104	0.0147722	0.00682145	0.0583089	0.180411	0.0154926	0.00597479	0.0798202	0.0255129	0.0248901	0.0235719	0.438384	0.0106912	0.00792213	0.514767	0.00466321	0.34885122602362267363	0.290253	0.294677	0.133904	0.281166	0.0390543	0.270987	0.840861	2.8491	0.8356657655131196627
60080	-3279.6207714964375555	-3298.2649097511921354	18.64413825475482156	0.67590938976754066925	0.349886	0.0498644	0.0540854	0.0774171	0.0147722	0.0145955	0.0650865	0.130945	0.0123529	0.0164674	0.0863379	0.0344128	0.0254698	0.0193037	0.470722	0.00982285	0.0160958	0.482202	0.0018535	0.42318342036116990412	0.292892	0.292717	0.138325	0.276066	0.0690517	0.351938	0.915603	2.66341	0.93169225134070710048
60090	-3285.206706707637295	-3302.2466921703212392	17.039985462683851836	0.65341579835014818034	0.33608	0.0571807	0.0648622	0.101121	0.0163158	0.00909177	0.0842603	0.263799	0.0203208	0.00922501	0.0863379	0.0294911	0.00659975	0.0182801	0.46576	0.00515845	0.0106188	0.4957	0.0044828	0.48675106196030182293	0.287643	0.273372	0.141713	0.297272	0.0642797	0.340696	0.906302	2.68872	1.0846848666093906743
60100	-3286.3006437626440857	-3302.0215001925657816	15.720856429921497011	0.87321682260650956842	0.493378	0.0874873	0.0735254	0.0780753	0.0214496	0.00832131	0.0551872	0.175028	0.0210187	0.0182629	0.16015	0.0470036	0.0305422	0.0183731	0.38361	0.00114812	0.0076537	0.582246	0.00696909	0.46018055328397450277	0.283866	0.295318	0.150387	0.27043	0.111017	0.435023	0.975346	2.47861	1.269429310472544925
60110	-3287.2859702708879013	-3305.4813880073234031	18.195417736435693712	1.3111995860782186263	0.363424	0.0739614	0.0594837	0.0927561	0.0099583	0.018085	0.0897526	0.154329	0.0153623	0.0104056	0.106479	0.0470036	0.0140104	0.0216686	0.484415	0.00827315	0.0103683	0.462463	0.0128122	0.51883597101671641294	0.280899	0.29307	0.155716	0.270315	0.194629	0.553784	1.0371	2.21449	1.0550104698265954095
60120	-3286.4060373427259947	-3304.2454290078389931	17.839391665112934504	0.77032129486414979702	0.37892	0.039951	0.0506081	0.0960137	0.0238087	0.018085	0.0515263	0.182711	0.0158256	0.0170003	0.0938295	0.0440077	0.0254356	0.0152267	0.540925	0.0119445	0.0148563	0.415581	0.00146635	0.51717926579898754191	0.277376	0.327588	0.129196	0.265839	0.0892296	0.394905	0.948379	2.56749	1.0377230529291987526
60130	-3282.8281648045908696	-3300.1968871665389997	17.368722361947721566	0.78334771036250505638	0.381008	0.0578871	0.0640885	0.0782569	0.0202001	0.0071103	0.0606222	0.224078	0.0143831	0.0179721	0.0864745	0.0576571	0.0179709	0.0221868	0.476757	0.0103816	0.0153709	0.473163	0.0021407	0.43018782174193620493	0.294157	0.30671	0.145014	0.25412	0.0920107	0.400342	0.952232	2.55542	1.0877091849959372727
60140	-3282.9496583943814585	-3299.5930814268203903	16.643423032438807496	0.6956584383636097435	0.381852	0.0707069	0.0750524	0.104163	0.0213434	0.00695535	0.045266	0.245694	0.0176805	0.0169825	0.0864745	0.0338271	0.0318207	0.0181118	0.449897	0.00128811	0.0146847	0.510745	0.00527314	0.47561845486097303892	0.284628	0.297558	0.149373	0.268441	0.0732612	0.361475	0.923249	2.64202	1.1378184442402190513
60150	-3282.3672903137007779	-3299.0397346069639752	16.672444293263016135	0.76029605078734341372	0.366107	0.070081	0.0526037	0.0779339	0.0172944	0.00988386	0.0784469	0.302913	0.0242362	0.0201386	0.0864745	0.0367199	0.00924744	0.0170658	0.524469	0.000860698	0.0102312	0.441928	0.00544488	0.5064259969877594747	0.291214	0.303409	0.123092	0.282285	0.0870868	0.390644	0.945316	2.57695	1.1520806331291979507
60160	-3281.3478517495191227	-3297.395500588131199	16.04764883861189162	0.85842564528356346543	0.554707	0.0519111	0.065668	0.0752957	0.0167042	0.010126	0.0712658	0.203479	0.00210121	0.021213	0.102074	0.0266193	0.0331486	0.0150848	0.584516	0.000926676	0.0139549	0.380416	0.00510139	0.49603651469342535663	0.306946	0.293785	0.125182	0.274087	0.107917	0.429635	0.971916	2.49053	1.2343130142825271545
60170	-3286.1289821899408707	-3301.9198008361800021	15.790818646239010548	0.85144481663589199893	0.419872	0.0751352	0.0671797	0.126317	0.0126036	0.0107436	0.0569089	0.312051	0.000244855	0.0278587	0.0848579	0.0250029	0.0400262	0.0106659	0.521476	0.00220572	0.00633545	0.442465	0.0168519	0.53655188103333673055	0.285431	0.317257	0.139681	0.257631	0.106449	0.42705	0.97025	2.49625	1.2588013440349350436
60180	-3285.0348633310036348	-3302.5378880469788783	17.503024715975190162	1.5367431252160430599	0.410119	0.0586781	0.0671797	0.0798681	0.0270512	0.0139437	0.0693852	0.213334	0.0017872	0.0236646	0.103354	0.0425107	0.0132729	0.00965995	0.458898	0.00807162	0.0039936	0.489867	0.0295096	0.51709626488731275096	0.281533	0.312702	0.138234	0.267531	0.230943	0.59456	1.05251	2.12199	1.1241485091209715286
60190	-3286.2733377774675319	-3304.7593363592459355	18.485998581778311234	1.4579701291638467175	0.417499	0.0335222	0.0581981	0.100035	0.0260453	0.00556849	0.0485034	0.151805	0.00302253	0.0197557	0.103133	0.0304747	0.0291313	0.0123083	0.457548	0.00960454	0.0250618	0.478195	0.0172822	0.55435906526594735944	0.297194	0.29037	0.137331	0.275105	0.218756	0.581408	1.04785	2.15198	1.0266937399749098692
60200	-3283.4073395767718466	-3302.8711104373746821	19.463770860602615187	1.0099204016175842291	0.326278	0.0581149	0.0751368	0.0783779	0.0112626	0.00863355	0.0330763	0.159773	0.00128875	0.0229215	0.0596884	0.0487773	0.0291313	0.0273165	0.495952	0.00106989	0.00527382	0.46756	0.0028279	0.47714658909686541444	0.305101	0.285816	0.134729	0.274354	0.138929	0.479713	1.00162	2.37973	0.91246029979831455581
60210	-3291.289983026344089	-3310.1888382224601628	18.898855196116247868	1.1611429504133174984	0.353016	0.04597	0.0311634	0.0965646	0.0135456	0.014373	0.0638087	0.212947	0.0044445	0.025221	0.0685127	0.0378177	0.0124243	0.0163846	0.450081	0.0196922	0.0110276	0.49992	0.00289456	0.46064182592206343037	0.283793	0.291087	0.169161	0.255959	0.167941	0.520353	1.0223	2.28941	0.97980835203794602872
60220	-3284.0690035490410992	-3302.6864623918850157	18.61745884284349728	1.4024669838483290185	0.360059	0.0508792	0.0637007	0.0957147	0.0236289	0.00504966	0.0740715	0.209165	0.00852498	0.0174025	0.0635348	0.0378177	0.00410638	0.0163337	0.561508	0.0133686	0.00583495	0.400088	0.00286657	0.51318814322825334617	0.318406	0.298119	0.137571	0.245904	0.209855	0.571474	1.04414	2.17453	1.0136549844102675788
60230	-3284.3798480610530532	-3301.3090426521230256	16.929194591069983034	1.8720758892243454241	0.506145	0.0547893	0.0544707	0.0993405	0.0197977	0.0184404	0.0665486	0.201385	0.00146508	0.0258744	0.0709805	0.0318178	0.0201651	0.0204175	0.554281	0.00596948	0.0160043	0.402811	0.000517597	0.59402381456413688721	0.275794	0.292194	0.146596	0.285416	0.277511	0.640682	1.06643	2.01537	1.17122009726443288
60240	-3287.2045931879470118	-3304.4206920967840233	17.216098908837345505	3.4757027438009786557	0.444376	0.0404977	0.068495	0.0814107	0.0215495	0.0132705	0.042886	0.194078	0.00133614	0.0152446	0.059404	0.0454427	0.00903936	0.0217018	0.527196	0.00594837	0.0265993	0.416668	0.0018868	0.57107262796571722774	0.297909	0.292658	0.137944	0.271489	0.423015	0.754874	1.08403	1.73808	1.0370296549531790031
60250	-3281.997862945054294	-3300.2708842798247133	18.273021334770376711	0.75376756982647130645	0.335563	0.0498476	0.0492761	0.0760503	0.017084	0.00785512	0.0380618	0.247848	0.0137714	0.0194537	0.0710145	0.0535046	0.0111264	0.0224613	0.526768	0.00276393	0.0120272	0.433654	0.00232538	0.50380720016143420992	0.282112	0.295745	0.141914	0.280229	0.0856906	0.387832	0.943273	2.5832	0.99045718751039146799
60260	-3290.7094051744234093	-3303.6226355411026816	12.913230366679101735	1.2344139456555787149	0.646195	0.0618259	0.115893	0.147293	0.0257068	0.00406134	0.0633037	0.323976	0.00380599	0.0104345	0.104326	0.0541188	0.020412	0.0112938	0.572211	0.000298623	0.00818358	0.406675	0.00133733	0.58875516525460747097	0.306784	0.317935	0.128105	0.247175	0.181234	0.53742	1.0301	2.25124	1.5813520178774809199
60270	-3277.8958608361308507	-3295.4342491421311934	17.538388306000314287	0.87451275936334549321	0.420862	0.0616059	0.056055	0.0989414	0.0167687	0.00939708	0.0656144	0.203221	0.0121548	0.00905188	0.0743403	0.0439547	0.0159164	0.0179669	0.498965	0.000912288	0.0176936	0.463581	0.000881247	0.50830114258130676408	0.289011	0.304574	0.131869	0.274546	0.111288	0.435489	0.97564	2.47758	1.0878836862502054839
60280	-3289.8376293220389925	-3306.3848483641913845	16.547219042152530477	1.1299328964069974557	0.431166	0.0553704	0.0624098	0.0998142	0.0152477	0.018458	0.0760284	0.186495	0.0124252	0.0129316	0.144066	0.0573311	0.0415522	0.0221682	0.441769	0.0112962	0.00716312	0.515508	0.00209488	0.5324437722109417459	0.293566	0.28338	0.140157	0.282897	0.162126	0.512602	1.01859	2.30669	1.2132953668520263246
60290	-3282.4653054629566213	-3298.8260176792518905	16.360712216295027588	1.9032214644737914799	0.49614	0.0609981	0.049437	0.0839885	0.0256464	0.0106821	0.0802708	0.209604	0.00246672	0.0251999	0.144066	0.0328576	0.00533743	0.0109537	0.515137	0.0105605	0.00642064	0.444674	0.0122542	0.58564014545710407766	0.277034	0.320755	0.132364	0.269847	0.281442	0.644311	1.06737	2.00688	1.2266949657768968507
60300	-3282.3536710836151542	-3299.6374006880223533	17.283729604407366054	1.474529734841770745	0.440257	0.0609981	0.0436375	0.0918832	0.0183255	0.00969991	0.0768965	0.231122	0.0115293	0.0164263	0.0803885	0.0401132	0.0255304	0.0132071	0.476315	0.0128513	0.00603699	0.483929	0.00766022	0.55819450510008095101	0.276019	0.297831	0.141414	0.284735	0.221361	0.584261	1.04889	2.14549	1.146807419403374606
60310	-3285.2017188565682773	-3301.5592319580937328	16.357513101525562149	1.2813676004507346118	0.598427	0.0631	0.0529558	0.0759004	0.0119189	0.00981029	0.0684295	0.226787	0.00490911	0.0240391	0.0811535	0.0167112	0.00406722	0.0193687	0.43248	0.000616333	0.00550043	0.541169	0.000866044	0.56258062649012974266	0.288177	0.311835	0.141361	0.258626	0.18949	0.547599	1.03451	2.2284	1.2382095217796247333
60320	-3278.1106334990840878	-3296.5220334481141435	18.411399949029984668	0.98202957164884208119	0.36928	0.051256	0.0463045	0.0844522	0.0207714	0.00382805	0.0766742	0.175583	0.0063132	0.0104256	0.113878	0.0354451	0.0206277	0.0184951	0.464305	0.00343584	0.00618181	0.500359	0.00722373	0.54041613832870172285	0.289836	0.303552	0.134202	0.27241	0.133354	0.471283	0.996957	2.39841	1.0148385036425333627
60330	-3291.4459454755183287	-3307.3073050069519923	15.861359531433693704	2.5792120450487527883	0.485789	0.0422202	0.0520905	0.0783267	0.0264754	0.00692243	0.1031	0.258342	0.0291559	0.0351568	0.0934607	0.0121425	0.014037	0.0163463	0.45295	0.00653189	0.0111512	0.505277	0.00774327	0.56073836659359310719	0.31256	0.297654	0.133046	0.25674	0.35384	0.705202	1.07947	1.86148	1.2372193811590199708
60340	-3286.1569041975785694	-3304.0688598787401133	17.911955681161213505	1.380316774718291839	0.482929	0.0553259	0.0733268	0.0661968	0.0183025	0.0136853	0.0575699	0.187285	0.00164349	0.0279012	0.0684194	0.0213101	0.010228	0.0131856	0.466606	0.00207391	0.0167026	0.484312	0.0171197	0.55394760671611109615	0.31482	0.283871	0.139506	0.261804	0.206228	0.567342	1.04255	2.18389	1.0841230375782684447
60350	-3289.9412872764769418	-3307.8261088344502241	17.884821557973229034	1.8378439669621315922	0.546972	0.0420302	0.0519376	0.0803664	0.0145198	0.00724938	0.0486086	0.129606	0.00962782	0.0229283	0.0632278	0.0442784	0.0157473	0.0159437	0.574857	0.000948261	0.00700946	0.388384	0.0128576	0.61138030023511091837	0.300042	0.306361	0.112114	0.281483	0.273118	0.636583	1.06535	2.02495	1.0770999931537836858
60360	-3287.5199773876106519	-3305.8130854206547156	18.29310803304395705	1.7330451951367826791	0.475737	0.0550234	0.0439649	0.0988301	0.0126749	0.0057927	0.0566934	0.129606	0.0149707	0.0158749	0.0980415	0.0265429	0.00645196	0.00926182	0.574629	0.000138498	0.015041	0.373803	0.0271267	0.54616240322340958713	0.293154	0.304986	0.129637	0.272224	0.259184	0.62325	1.06161	2.05596	1.0402043391256576843
60370	-3285.4875230971047131	-3301.6678918210127449	16.180368723907811557	1.0873286734787912522	0.475737	0.0864481	0.0682944	0.0895581	0.0185174	0.0068566	0.073274	0.2756	0.00525365	0.0116563	0.0802183	0.0502122	0.00562357	0.0212654	0.505411	0.000151569	0.00312552	0.451819	0.0182273	0.49686784282886459208	0.296877	0.292404	0.152561	0.258158	0.154042	0.501514	1.01309	2.33136	1.2472495597248711707
60380	-3283.4500803945138614	-3300.49612070232115	17.046040307806972436	0.95492096401853332477	0.398044	0.0751479	0.062098	0.110772	0.0165525	0.00382668	0.0539445	0.247297	0.0172326	0.0187627	0.0842886	0.0255253	0.0347982	0.0239514	0.478258	8.94041e-05	0.0021436	0.486882	0.00867577	0.50533976088217646971	0.26537	0.317094	0.137581	0.279955	0.127874	0.46277	0.99211	2.41725	1.1482897078763805165
60390	-3289.1925493838275543	-3306.5717909532459089	17.379241569418070412	0.88032573151501736231	0.372298	0.0630494	0.0444636	0.0891267	0.0217039	0.0191124	0.0539445	0.155284	0.00100401	0.00992439	0.196015	0.0340453	0.0447464	0.0268405	0.520357	0.00487815	0.00280137	0.44143	0.00369365	0.51653023968018096923	0.264509	0.322377	0.132241	0.280873	0.112502	0.437571	0.976948	2.47298	1.1047178406456583666
60400	-3284.1442210837058155	-3300.3744420524817542	16.230220968775721957	0.7817838139329911229	0.338835	0.0583754	0.0697315	0.0773561	0.0237349	0.00419078	0.0758551	0.323112	0.00137586	0.0418271	0.147858	0.0240329	0.0149316	0.0159491	0.542776	0.00738216	0.00627399	0.425861	0.0017583	0.48298450522078711922	0.291593	0.299732	0.132406	0.27627	0.091677	0.399695	0.951777	2.55685	1.2012157094139044311
60410	-3292.7607702107989098	-3310.0097306782322448	17.248960467433231969	0.71085686728268460133	0.348612	0.086264	0.0679812	0.0910506	0.0185158	0.0248023	0.0626647	0.221392	0.00573842	0.00998107	0.0893344	0.0471371	0.0081768	0.0168194	0.379656	0.00634189	0.0131019	0.581156	0.00292526	0.4676415507535310323	0.258363	0.294923	0.152279	0.294435	0.0765087	0.368608	0.928826	2.62606	1.0816504474617463227
60420	-3288.9844569601968942	-3308.52503418783499	19.540577227638245006	1.0388467592107284432	0.280233	0.0633581	0.0358594	0.104082	0.0155472	0.00766418	0.0785946	0.174609	0.00968908	0.0129536	0.0923438	0.0248476	0.00765114	0.0332953	0.431744	0.00426192	0.00769793	0.517829	0.00517131	0.43339092240093801678	0.296125	0.267157	0.147902	0.288816	0.144639	0.488125	1.00615	2.36109	0.90743230568769950306
60430	-3296.65733129160526	-3314.0458883408950896	17.388557049289730116	0.71047823264482090622	0.340748	0.0580561	0.0372461	0.0941745	0.0213205	0.00271789	0.0510505	0.242296	0.0329712	0.0340228	0.0940155	0.0420819	0.0168827	0.0129548	0.472436	0.00336656	0.0210176	0.462689	0.0275363	0.34471647611466349481	0.315864	0.296416	0.14095	0.24677	0.0764277	0.368432	0.92869	2.62645	1.0675842991615085431
60440	-3282.4533033264247024	-3299.7156159502646915	17.26231262383993581	0.93549249112157573105	0.397812	0.0546756	0.0530623	0.0944514	0.0169445	0.0100972	0.0763039	0.239894	0.00947277	0.0235362	0.0940155	0.0412186	0.0127688	0.00552567	0.459115	0.0108252	0.0239635	0.497294	0.00327647	0.48207612909469377271	0.292165	0.311476	0.141315	0.255045	0.12391	0.456465	0.988431	2.43119	1.1242526935152388212
60450	-3284.2645539896016089	-3302.5275627812266066	18.263008791624731231	1.4997486109782018904	0.396145	0.0660578	0.0604839	0.0886943	0.0165794	0.00824978	0.0745117	0.166489	0.0101659	0.0240507	0.103166	0.019805	0.0142417	0.0128393	0.445862	0.00490851	0.0290319	0.50132	0.00603813	0.56564235322039035925	0.285598	0.324791	0.134874	0.254737	0.225284	0.588515	1.05041	2.13579	1.0486400705839857839
60460	-3280.021627593939229	-3298.2888316294911419	18.267204035551738883	1.9680800989478421936	0.396145	0.0703254	0.0622048	0.0819712	0.0219731	0.00914238	0.0742188	0.134378	0.00257506	0.0258559	0.103166	0.0334183	0.0176398	0.0107165	0.490081	0.00578588	0.0146851	0.468012	0.0107195	0.55910706887082561867	0.29099	0.306542	0.133629	0.268839	0.289434	0.651576	1.06917	1.98982	1.0330137084207038356
60470	-3285.7240800217246033	-3302.8055851847129816	17.081505162988456448	2.5600368471051950792	0.42012	0.0445627	0.0648869	0.0803346	0.0173672	0.00609853	0.0539747	0.201613	0.0131784	0.0231005	0.148482	0.01216	0.0306142	0.0108787	0.513411	0.00418106	0.0107514	0.449318	0.0114599	0.59701649551225310919	0.297545	0.297661	0.136728	0.268067	0.352076	0.703837	1.07928	1.86481	1.1164930327526469966
60480	-3293.1851188101659318	-3308.1372519891601769	14.952133178994325036	2.7932370521349327852	0.718338	0.0693794	0.0462244	0.0694541	0.0255741	0.00875074	0.0587216	0.107464	0.0187024	0.0187356	0.148482	0.0189589	0.0045884	0.0104014	0.51947	0.00419013	0.00781466	0.451642	0.0064821	0.67293046725074689984	0.306734	0.306293	0.133755	0.253218	0.372606	0.719397	1.08128	1.82671	1.3133733671009655275
60490	-3290.1917178456615147	-3307.8294827577105934	17.637764912049345156	1.9112378101700324695	0.408767	0.0440187	0.0581578	0.133735	0.00655842	0.0134836	0.0597656	0.144609	0.0133621	0.0351934	0.148482	0.0287591	0.00373517	0.00711154	0.475218	0.00956549	0.00896823	0.484344	0.0147925	0.59565956447301759979	0.288663	0.308408	0.140486	0.262443	0.282444	0.64523	1.0676	2.00472	1.0986272409782114057
60500	-3286.2853272048282633	-3302.0276127416609597	15.742285536832794079	1.6406456651372052225	0.58997	0.071603	0.0481005	0.0880744	0.0219415	0.00737321	0.0603056	0.214029	0.0391651	0.0328416	0.0858152	0.0316097	0.00722685	0.0113198	0.500961	0.00815314	0.0116532	0.463927	0.00398555	0.56385317413848290435	0.296355	0.315053	0.129659	0.258933	0.246255	0.610408	1.05771	2.08562	1.2980556371370017832
60510	-3288.1147489313229926	-3305.3430415463649297	17.228292615042057889	2.5966893651309295166	0.356584	0.0619394	0.0520179	0.0744256	0.0336539	0.00582702	0.0568252	0.213799	0.00422323	0.0189631	0.143962	0.0630951	0.0140307	0.016523	0.516939	0.00520444	0.0112018	0.445848	0.0042845	0.53872605581905352867	0.315997	0.288864	0.148584	0.246556	0.355436	0.706432	1.07965	1.85849	1.0993463275005277424
60520	-3288.0837902137668607	-3306.0384944120733053	17.95470419830630604	1.1667937904889349454	0.39109	0.066491	0.0655241	0.0700402	0.0328503	0.00152092	0.0412777	0.266239	0.00119504	0.0182817	0.0587831	0.0437377	0.0174693	0.0241031	0.398333	0.00450668	0.0165818	0.554542	0.00193345	0.49478090152352821596	0.317027	0.292649	0.145093	0.245231	0.168984	0.521724	1.02295	2.28635	1.0744996062628531242
60530	-3286.2386747770747206	-3304.4848568022662221	18.246182025191505005	0.93974770759863246461	0.354223	0.0478968	0.049568	0.0906123	0.0135324	0.00402601	0.0557524	0.259757	0.0111818	0.00916662	0.0587831	0.0319126	0.0399961	0.0152736	0.511477	0.00724161	0.00927564	0.438234	0.0184978	0.43134634574601782298	0.296527	0.304061	0.130334	0.269077	0.124781	0.457861	0.989252	2.42811	1.0264083293260966023
60540	-3281.841012233827314	-3297.8234943112984183	15.982482077470653081	1.2960330547378313693	0.593275	0.0606133	0.0413552	0.0787681	0.0156849	0.0163571	0.0763643	0.177031	0.0152769	0.0149211	0.121297	0.0513966	0.0136835	0.0104431	0.505622	0.00776305	0.00666182	0.467719	0.00179038	0.5690506152121224126	0.291477	0.285654	0.136589	0.28628	0.192026	0.550666	1.0358	2.2215	1.2760242501692513617
60550	-3286.8352885959939158	-3305.6237843242483905	18.788495728254783756	2.5830213736354443732	0.323873	0.0663904	0.0354051	0.0708369	0.0130572	0.0169055	0.0617358	0.18324	0.0345279	0.0276437	0.0713061	0.0248087	0.0145191	0.0166737	0.481714	0.00681961	0.011073	0.48105	0.00266971	0.58946891630919129312	0.313893	0.294147	0.146702	0.245258	0.354189	0.705471	1.07951	1.86083	0.94424907487382725435
60560	-3287.334569563666264	-3308.0049157967264364	20.67034623306040686	1.5851056272928485402	0.211604	0.0552294	0.0294454	0.0937199	0.0160736	0.00536005	0.0770236	0.176622	0.00657492	0.0146768	0.0713061	0.0480892	0.000819211	0.019526	0.447617	0.00727697	0.0154318	0.508448	0.00170034	0.51146098416826746291	0.307744	0.277705	0.133225	0.281326	0.238175	0.602135	1.05505	2.10464	0.80654477764997223321
60570	-3279.832265629595895	-3299.1373404927921911	19.305074863196001189	1.1034208049239746519	0.342078	0.0484484	0.0536561	0.0683055	0.0182936	0.00831141	0.0510234	0.199736	0.0128557	0.00947528	0.0512351	0.042507	0.0299477	0.0197741	0.473873	0.00381163	0.0109411	0.482553	0.00904743	0.50174392209143947596	0.280861	0.294287	0.14073	0.284123	0.157115	0.505773	1.01523	2.32189	0.93587333615094758787
60580	-3283.1618910149818475	-3302.409136609241159	19.247245594259236867	1.2552061325268080161	0.372373	0.0520606	0.0347813	0.069405	0.0174608	0.00671526	0.0432526	0.152671	0.018142	0.0186163	0.0912245	0.0419259	0.0299477	0.0136793	0.453515	0.011411	0.000558572	0.502992	0.017844	0.51299359033819291742	0.301917	0.304217	0.152558	0.241308	0.184915	0.541997	1.03211	2.24098	0.9485757273987357463
60590	-3284.2414101957429011	-3300.763135007605797	16.521724811863034432	1.1613676166673512213	0.476097	0.0708287	0.048093	0.138996	0.026227	0.00847816	0.0786397	0.2151	0.0070327	0.0273061	0.0824009	0.0330672	0.00526616	0.0195085	0.455663	0.00427103	0.00308175	0.500685	0.0167901	0.51716174357072741685	0.282086	0.308922	0.136523	0.272468	0.167982	0.520407	1.02233	2.28928	1.2175325261312643921
60600	-3286.0749238921384858	-3304.6379312062658755	18.563007314127609959	0.98485849813492176708	0.407307	0.0494099	0.0364204	0.0879384	0.0117285	0.0101948	0.0691113	0.163262	0.0166197	0.0203185	0.0616582	0.0543133	0.0117007	0.0187896	0.455187	0.00267587	0.0153508	0.496249	0.0117482	0.52226744758295506887	0.292521	0.286289	0.138513	0.282677	0.133923	0.472153	0.997445	2.39648	0.99998189039025431324
60610	-3281.77409086673606	-3299.0551077889804219	17.281016922243935596	0.57707700508615411561	0.424494	0.0488378	0.055873	0.0917789	0.0157887	0.00438556	0.0579915	0.193991	0.0132003	0.0250885	0.0501505	0.0366989	0.0122101	0.0167788	0.489019	0.00374273	0.00316858	0.464699	0.0225919	0.4414570450989483974	0.313385	0.285291	0.134625	0.266699	0.0484172	0.299288	0.869158	2.78314	1.030488944863002132
60620	-3283.5474463782975363	-3303.2909901022453596	19.743543723947492907	1.1318316419583833721	0.258819	0.0487145	0.0576088	0.107422	0.0136133	0.0196172	0.0495737	0.197101	0.0136265	0.0097479	0.0501505	0.0483276	0.0194514	0.0142861	0.493931	0.00899836	0.00920995	0.469366	0.00420918	0.49519557153520282755	0.296671	0.291727	0.142705	0.268898	0.162482	0.513082	1.01882	2.30562	0.89377243519715265929
60630	-3284.7422130351410487	-3302.7917388832120196	18.049525848070985035	0.95929831718691138676	0.356801	0.0630282	0.0584189	0.0780682	0.0150243	0.014734	0.080035	0.224145	0.0110544	0.0320856	0.0483309	0.0445155	0.0222196	0.0155398	0.428081	0.0120808	0.0158895	0.519824	0.00858548	0.47091106167512564173	0.295703	0.284943	0.154139	0.265215	0.128763	0.464166	0.992914	2.41416	1.0484606684069452953
60640	-3282.1039634232924982	-3300.8946842389491394	18.79072081565681529	0.82205381780052677598	0.37198	0.0618986	0.0534157	0.0584238	0.0144534	0.00692071	0.0346035	0.219284	0.00546848	0.0170278	0.0483309	0.039424	0.0222196	0.0170763	0.515916	0.0117518	0.00719115	0.442166	0.00589959	0.46856194500319919838	0.312468	0.28012	0.141798	0.265614	0.100242	0.415864	0.962883	2.52101	0.95345098302118924671
60650	-3281.1011468750239146	-3299.4765865424046751	18.375439667380426556	2.4927589479519358662	0.329499	0.0658185	0.0484557	0.0674927	0.0208329	0.0059918	0.0607963	0.200412	0.0226745	0.00535287	0.0854025	0.0592525	0.0195848	0.017082	0.478598	0.00505376	0.00987284	0.4841	0.00529422	0.57312149811217938389	0.291863	0.305756	0.135594	0.266787	0.345769	0.698915	1.07854	1.87677	0.9915654103000903774
60660	-3284.6142430487634556	-3301.9214203524084041	17.307177303645151056	3.6323054379005421666	0.460521	0.0514693	0.0338925	0.0719531	0.0170449	0.00433292	0.0518156	0.118023	0.00787326	0.0144234	0.137873	0.0381866	0.00876489	0.00997003	0.448979	0.012258	0.0103803	0.514956	0.00345604	0.59528624336952762341	0.278755	0.324206	0.131403	0.265636	0.432947	0.76145	1.08425	1.72135	1.0161745586544850273
60670	-3287.0924148237763802	-3304.1490785277424038	17.056663703965938339	0.89300595333565035983	0.408047	0.0611498	0.085291	0.0957991	0.0299511	0.00681083	0.0858315	0.137308	0.0160953	0.0208164	0.137873	0.0384748	0.015469	0.016262	0.452178	0.0101541	0.00228941	0.500341	0.0187753	0.49482219349540484954	0.27277	0.312998	0.148056	0.266176	0.115143	0.442049	0.979733	2.46308	1.1389170940576207602
60680	-3289.1844850826473703	-3306.3696747040867194	17.18518962143961204	2.080542110299577363	0.412443	0.0566695	0.0485225	0.0810903	0.0225324	0.00885575	0.0858315	0.186197	0.00878102	0.0247921	0.141297	0.0386436	0.0198144	0.0157766	0.474145	0.0100383	0.0128319	0.47311	0.0140988	0.63053705700664597344	0.285192	0.29901	0.154392	0.261407	0.302703	0.663314	1.07188	1.9621	1.1354697797061350517
60690	-3284.2270057422379068	-3303.2822366445207081	19.055230902282421113	1.4980946384806950178	0.301146	0.054521	0.0552749	0.0980223	0.0115018	0.00536942	0.0648916	0.145144	0.00702046	0.0106456	0.166775	0.0279435	0.0211801	0.00951934	0.473402	0.00674237	0.0144163	0.485726	0.0101946	0.5453706139930885044	0.299964	0.283297	0.151652	0.265086	0.225028	0.588239	1.05031	2.13642	0.96943597384364932346
60700	-3283.7073999922145049	-3300.9532251050795821	17.245825112865055928	3.237987653331610538	0.401262	0.0641931	0.0332227	0.0774284	0.0164139	0.0158143	0.0638945	0.130039	0.0197904	0.0266972	0.166775	0.0264296	0.00980165	0.00981796	0.547695	0.00842763	0.0146798	0.409271	0.0101086	0.62760881685740588232	0.300736	0.303926	0.131475	0.263863	0.406874	0.743908	1.08346	1.76575	1.0517612196487007292
