Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
20180	-3288.0047689385637568	-3306.5741591680125566	18.569390229448369922	2.71089945803328769	0.460559	0.0423202	0.0371178	0.070431	0.0251523	0.00735641	0.0494823	0.103161	0.0935244	0.0113045	0.0205951	0.00258318	0.0338196	0.0171963	0.526891	0.00919523	0.00325728	0.422454	0.0210063	0.6226822838557372064	0.30981	0.27906	0.149555	0.261575	0.365582	0.714151	1.08066	1.83961	0.95740676181393769006
20190	-3281.6372073841339443	-3301.0265771674071402	19.389369783272748293	1.751586777057024813	0.264349	0.0652152	0.0622617	0.107541	0.0244755	0.00491745	0.0506806	0.181996	0.101475	0.025181	0.0124241	0.00203399	0.0273884	0.0202947	0.456716	0.00281278	0.00453202	0.511294	0.00435015	0.57980810000792959436	0.294553	0.301327	0.142192	0.261928	0.261704	0.6257	1.06232	2.05028	0.92993942170327770214
20200	-3286.2734078051084907	-3305.4158656603758573	19.142457855267270617	1.4543655822262204769	0.317772	0.0704863	0.0617853	0.0752664	0.0317404	0.00954058	0.0574173	0.172953	0.0887746	0.0112725	0.0224241	0.00108827	0.0405466	0.0331624	0.489279	0.00278031	0.00868268	0.463741	0.00235378	0.53291215232495037224	0.270297	0.315272	0.137175	0.277256	0.218186	0.58078	1.04763	2.15341	0.96106768826178612386
20210	-3281.712242613507442	-3299.9622786043146334	18.250035990806932062	2.3287923903930787262	0.372362	0.0568857	0.0645548	0.0983074	0.023101	0.0170691	0.065363	0.175974	0.062442	0.000629237	0.0121896	0.0211265	0.0445779	0.0189713	0.502428	0.00281253	0.00614716	0.457959	0.0116824	0.56749866070156218534	0.27199	0.30691	0.141222	0.279878	0.329599	0.685968	1.0764	1.90804	1.0145819807016691616
20220	-3285.150532604543514	-3304.0560561999836864	18.905523595440371309	1.8158757859079808217	0.359576	0.0479221	0.076694	0.0942359	0.0122805	0.00749543	0.0709857	0.129705	0.103828	9.90755e-05	0.0193125	0.0133691	0.0404139	0.0255992	0.530672	0.0102786	0.00674555	0.41928	0.00742539	0.54560937936575537588	0.263749	0.318575	0.143599	0.274077	0.270259	0.633888	1.06462	2.03124	0.97591667782941160514
20230	-3284.7359360321920576	-3301.6381479560436674	16.902211923851488962	1.8628269936573007559	0.54219	0.0349898	0.0724258	0.0942359	0.0163418	0.0121342	0.0515283	0.131839	0.125375	0.00067135	0.0332573	0.0262392	0.0330879	0.00901643	0.473273	0.011694	0.0113431	0.481286	0.0133868	0.56530896991681489627	0.293929	0.297499	0.13145	0.277122	0.276332	0.639586	1.06614	2.01794	1.174315201432076794
20240	-3282.4258860339641615	-3301.399202550750033	18.973316516786038477	1.3182665381433109619	0.34573	0.0500347	0.0433598	0.099476	0.0265431	0.0070078	0.0612307	0.147582	0.117348	0.00752979	0.0140138	0.0112716	0.0462088	0.0115094	0.512451	0.0100469	0.00549728	0.457128	0.00336765	0.54057706654726567219	0.323282	0.27117	0.129189	0.276358	0.195835	0.555219	1.03769	2.21125	0.97733660736927152612
20250	-3288.5682458697719994	-3306.9820505433726794	18.413804673600811412	1.9856245420353282327	0.319153	0.0462901	0.0292556	0.0644717	0.015857	0.00659268	0.0589832	0.243711	0.13289	0.0103856	0.0272221	0.00795226	0.0547311	0.0195152	0.545538	0.0101014	0.0157118	0.407103	0.00203101	0.52548177431611897692	0.277369	0.319854	0.133376	0.269401	0.291553	0.653476	1.06963	1.98535	1.0174961132844726475
20260	-3284.8479754224913449	-3303.1119732291390392	18.263997806647402911	2.1039112180857033607	0.333417	0.0843284	0.0510586	0.102	0.0200463	0.016144	0.0522358	0.136275	0.13289	0.00814777	0.0264584	0.0111531	0.0521711	0.0226116	0.481081	0.00653159	0.0108651	0.477491	0.00141923	0.54418646785703472801	0.292237	0.302979	0.147974	0.25681	0.305371	0.665627	1.07238	1.95662	1.0263261147257578543
20270	-3284.898569733885779	-3301.7032289891385517	16.804659255252889949	1.2018140628497624434	0.435389	0.0492677	0.0717963	0.074285	0.0344701	0.00774777	0.0649598	0.226459	0.13289	0.010304	0.0244373	0.0251371	0.0338954	0.0179524	0.564004	0.00816092	0.00480383	0.403013	0.00206563	0.50541720401992851208	0.30211	0.318934	0.130502	0.248455	0.175382	0.530013	1.02678	2.26783	1.1910387288661812288
20280	-3284.5686497774750023	-3300.5088811347750379	15.94023135730015639	1.0384652218432341986	0.437187	0.0629966	0.05966	0.127933	0.0110515	0.0100539	0.0791322	0.277558	0.137668	0.00589391	0.015599	0.00400565	0.0386955	0.0119657	0.540178	0.00726605	0.0102152	0.424821	0.0055544	0.51596585649522752615	0.275814	0.305603	0.125556	0.293027	0.144564	0.488016	1.00609	2.36133	1.2674338712159363141
20290	-3286.3605302569576452	-3301.2444733346419525	14.883943077684218537	0.74453377824085931191	0.46945	0.0672589	0.0908865	0.102268	0.0161418	0.0126501	0.0624044	0.31275	0.0784562	0.00527814	0.0351516	0.0443979	0.0299964	0.0103544	0.502518	0.0101891	0.00821205	0.456919	0.0118078	0.48208543526742092533	0.304203	0.297527	0.124354	0.273916	0.0837149	0.383806	0.940316	2.59216	1.3270897199727247351
20300	-3284.0591219344964884	-3301.0779310503930901	17.01880911589639922	0.75862667063920063981	0.382625	0.0556513	0.0802357	0.118501	0.0160527	0.0100503	0.0704628	0.186965	0.131758	0.00255688	0.0137641	0.0039912	0.0444324	0.0161332	0.497938	0.00473994	0.00754259	0.456084	0.0175623	0.4832953429020370173	0.316683	0.275322	0.141126	0.266869	0.0867299	0.389928	0.944797	2.57855	1.1170471092429299365
20310	-3285.2219864687640438	-3298.9465776509846364	13.724591182220423846	0.47912531226924509609	0.512392	0.0475452	0.0723535	0.116214	0.0183293	0.0025801	0.067387	0.286148	0.131758	0.0035085	0.0265779	0.00144196	0.0464767	0.0111026	0.486218	0.00606638	0.0145001	0.47701	0.00510296	0.36205755342783046968	0.29867	0.301485	0.135801	0.264044	0.029587	0.23807	0.804464	2.92788	1.3327127057581280578
20320	-3287.6923714834847488	-3301.9633794695077995	14.271007986023040104	0.4814650202531840506	0.404624	0.0888486	0.0609754	0.116214	0.0257427	0.0159913	0.0744139	0.218884	0.173552	0.000469942	0.0298026	0.0124921	0.0575871	0.0155353	0.463706	0.0049457	0.00786811	0.5032	0.00474493	0.31759186708380710007	0.311212	0.294595	0.135313	0.258879	0.0300059	0.239644	0.806299	2.92405	1.2795978510787135995
20330	-3284.3872923521134908	-3299.6592950347153419	15.272002682601689472	0.83993440783700001884	0.584781	0.0671214	0.0941642	0.0933763	0.0204702	0.00428525	0.0549015	0.167663	0.14397	0.00146152	0.016368	0.0097009	0.0503847	0.0119527	0.438133	0.00469827	0.0159221	0.521245	0.0080488	0.50103868575526788742	0.28275	0.308336	0.142179	0.266735	0.104024	0.422728	0.967434	2.50581	1.3086485589967620236
20340	-3288.2717198427599214	-3305.595415496761234	17.323695654001195265	0.46875452500308129045	0.295024	0.0405612	0.076375	0.0820899	0.0167279	0.00935178	0.0375832	0.264052	0.0582822	0.00332171	0.0152014	0.0424842	0.0248045	0.0173225	0.47336	0.00715794	0.00578799	0.480237	0.0161352	0.36504842007012011651	0.312892	0.311872	0.122185	0.253051	0.0277532	0.231029	0.796131	2.94509	0.96585873358862406324
20350	-3288.45713121760582	-3305.5944240269705006	17.137292809364438995	0.54515557963370520067	0.390927	0.0450326	0.0531401	0.0855865	0.0239143	0.00698291	0.0434261	0.226747	0.0384145	0.0350927	0.0190538	0.032595	0.0286717	0.0230784	0.400479	0.00567442	0.0184189	0.546837	0.00551261	0.39679738925858976106	0.308453	0.305258	0.129925	0.256364	0.0420322	0.280376	0.850534	2.82706	1.0295843215830506878
20360	-3284.6061710416925052	-3299.9731690155576871	15.366997973865455407	0.45166612732112693118	0.435424	0.0807871	0.0336118	0.0913194	0.0124184	0.0122054	0.0722734	0.249959	0.0613481	0.0213831	0.00418288	0.0234802	0.0510347	0.0221901	0.399291	0.00158312	0.00489286	0.568352	0.00369058	0.35532544624502565567	0.29455	0.2939	0.134639	0.276911	0.0248186	0.219196	0.781644	2.97434	1.1494275418312203119
20370	-3287.5571058206642192	-3302.049160107274929	14.492054286610507319	0.33464203560674449234	0.44967	0.0773178	0.0446441	0.0931802	0.0179456	0.00773332	0.0488096	0.157542	0.0988891	0.024171	0.027886	0.0418549	0.0349149	0.0204568	0.439758	0.00772554	0.00180871	0.523958	0.00629267	0.32238663161868280627	0.305897	0.305856	0.141743	0.246505	0.00852145	0.131576	0.649646	3.21026	1.1245585096849743945
20380	-3285.8466770086884026	-3299.2335351483466184	13.386858139658219358	0.3587876882795122957	0.458218	0.0683402	0.0977459	0.0951048	0.0204854	0.00989507	0.0821614	0.215289	0.128513	0.0138575	0.00708608	0.039572	0.0272385	0.0128344	0.471449	0.00251411	0.0136332	0.488605	0.0109646	0.26777205195200537435	0.29518	0.298634	0.133392	0.272794	0.0112452	0.150373	0.682536	3.15585	1.2635068684816266327
20390	-3285.2787799970665219	-3300.7538988792184682	15.475118882152059996	0.40946964769904153902	0.425298	0.0456115	0.0568743	0.0787378	0.0181924	0.0141024	0.0584473	0.246962	0.0454017	0.00796144	0.0297521	0.0238674	0.0535252	0.00888698	0.579752	0.00444465	0.0186633	0.385574	0.00267898	0.34308270921203770643	0.284968	0.314243	0.125984	0.274805	0.0181039	0.188794	0.741328	3.05177	1.1047336058982719642
20400	-3294.5174716507253834	-3312.0403389534262715	17.522867302700760206	0.56235550696083957956	0.331799	0.0908272	0.0568743	0.0966798	0.0157643	0.00225551	0.0427029	0.108471	0.150904	0.0119178	0.0144855	0.0283119	0.0484893	0.0129797	0.420054	0.00836296	0.00457487	0.545198	0.00883023	0.26387494294379748583	0.297896	0.291785	0.142532	0.267787	0.0454489	0.290688	0.860827	2.80304	0.99948261437436636268
20410	-3295.1820641673789396	-3311.3879146536296503	16.205850486250479747	0.47715734586039870724	0.362476	0.054167	0.0669064	0.0767895	0.0103413	0.0115104	0.0814379	0.218742	0.110155	0.00354812	0.00436771	0.0163225	0.0665273	0.014618	0.545693	0.00652333	0.000548059	0.424892	0.0077253	0.28628124188145015472	0.312691	0.269594	0.137859	0.279857	0.0292361	0.236742	0.802908	2.93111	1.0832913929431706723
20420	-3281.935880255578013	-3297.0446939690364161	15.108813713458328465	0.47513485546660033654	0.422673	0.0775884	0.0706575	0.0866618	0.0135824	0.0102201	0.0854766	0.240635	0.110155	0.00088439	0.00881612	0.0230689	0.0412342	0.0120199	0.511766	0.00697731	0.00904474	0.448388	0.0118038	0.33277567983104677785	0.294608	0.310037	0.127733	0.267622	0.0288769	0.235373	0.801297	2.93445	1.1916530717261082373
20430	-3289.5897126176382699	-3304.9928103836923583	15.403097766054170137	0.47513485546660033654	0.38905	0.062254	0.0374018	0.0856664	0.0261564	0.0062668	0.0966852	0.215564	0.115159	0.00356116	0.0310133	0.0240939	0.0693528	0.0136536	0.427536	0.00581551	0.00647032	0.533413	0.0131115	0.40444758971893934874	0.285796	0.323379	0.132806	0.258018	0.0288769	0.235373	0.801297	2.93445	1.1622246664665245586
20440	-3281.4414247735335266	-3297.0724652154235628	15.631040441889972215	0.5705352145476109138	0.431243	0.0542955	0.0628662	0.0831383	0.0144288	0.00891058	0.0776854	0.267312	0.118429	0.00681873	0.0170741	0.0167595	0.0335397	0.011882	0.470715	0.0077295	0.00635908	0.490236	0.0130786	0.44492084111537266722	0.282229	0.304637	0.126497	0.286637	0.0470935	0.295492	0.865509	2.79191	1.1925010128919695251
20450	-3291.781455374422876	-3311.1578730411806646	19.376417666757625113	2.8069732496414037115	0.285209	0.0591478	0.0515933	0.0491918	0.021193	0.0130318	0.0662138	0.120455	0.118429	0.00199693	0.0066762	0.0167582	0.0600801	0.0116934	0.519723	0.0206899	0.0124801	0.426273	0.00914004	0.56034061172509352922	0.312977	0.307839	0.117879	0.261305	0.373755	0.720248	1.08138	1.82462	0.86997593477623746949
20460	-3284.3478281599877846	-3300.3739770646529905	16.026148904664914596	1.6544559086103096668	0.631616	0.0663849	0.0429558	0.0848898	0.01126	0.0175101	0.055937	0.182758	0.101128	0.000812903	0.0188893	0.0198342	0.0353264	0.0150318	0.490708	0.00300251	0.0031806	0.47585	0.0122266	0.58800358969279276078	0.306142	0.315009	0.126674	0.252176	0.248227	0.612398	1.05834	2.08104	1.2693020351566173254
20470	-3286.0634628452694415	-3301.8799134372798108	15.816450592010410148	1.2780803889282263963	0.506436	0.0755366	0.0875286	0.0765034	0.0232436	0.0124537	0.0677436	0.251333	0.101128	0.00129267	0.0238569	0.0230464	0.0421376	0.00595975	0.540509	0.00290742	0.00590406	0.417177	0.0275431	0.58216459223038052873	0.295898	0.309411	0.129367	0.265324	0.188918	0.546904	1.03422	2.22996	1.2922402414860396647
20480	-3285.1940955195314018	-3302.3750767696742514	17.180981250143108952	0.82632481107311694934	0.348034	0.0599929	0.0517054	0.0936418	0.0152477	0.0104723	0.0665282	0.267611	0.0856216	0.0149377	0.026432	0.0157259	0.0592872	0.0126743	0.488333	0.00965928	0.00796585	0.456395	0.0249726	0.44520136844777230545	0.289035	0.30312	0.125184	0.282661	0.101147	0.417521	0.96399	2.51734	1.1152381346202759893
20490	-3285.7885064176480228	-3303.1602349738850535	17.371728556237069796	1.4532695395310595288	0.440613	0.048849	0.0311376	0.0722033	0.0267922	0.00307953	0.0662379	0.224459	0.123674	0.0383145	0.0223943	0.0188518	0.0215395	0.0207006	0.488642	0.00341735	0.00468942	0.473108	0.00944275	0.52960886117666206019	0.316561	0.297049	0.137943	0.248448	0.218013	0.580589	1.04756	2.15384	1.1381463187709865981
20500	-3283.3043995446109875	-3301.0826928112378482	17.778293266627045455	0.90255470307556073806	0.397612	0.0513076	0.0516454	0.0744969	0.0238348	0.0106975	0.0719611	0.161492	0.120334	0.0312791	0.0227617	0.0188518	0.0318853	0.0181541	0.427889	0.0115822	0.0136345	0.52491	0.00383	0.53208352610505604829	0.288873	0.303146	0.147972	0.260009	0.117124	0.445367	0.98177	2.45574	1.0681596000163324778
20510	-3285.0914458314896365	-3302.8705845409572248	17.77913870946731123	1.5477861715590097713	0.400811	0.060016	0.0609694	0.0870365	0.0201029	0.013122	0.0376652	0.207894	0.120334	0.00221459	0.0132907	0.0271609	0.0457437	0.00900891	0.43534	0.00377605	0.0148747	0.534051	0.00294852	0.54840373963005184521	0.327649	0.286749	0.144666	0.240936	0.232611	0.596322	1.05311	2.11796	1.0963604225388530189
20520	-3283.8508624793089439	-3302.1969499953056584	18.346087515996391204	1.1171547380771882363	0.321208	0.0692377	0.045125	0.0906406	0.0155843	0.00726178	0.0732094	0.199851	0.120334	0.00367372	0.0193191	0.0244059	0.0427947	0.0205841	0.455265	0.00132151	0.0154102	0.504105	0.00331487	0.51706559496773496498	0.290119	0.293647	0.15436	0.261874	0.159719	0.50934	1.01699	2.31395	1.0326450280600345533
20530	-3278.2944193384137179	-3297.3912518854986047	19.096832547084979126	2.2368704978650950643	0.350846	0.0488353	0.0470379	0.0677306	0.0149565	0.00580793	0.0424381	0.168724	0.120334	0.0131281	0.0120379	0.0141462	0.0294486	0.0182319	0.523387	0.00753429	0.00682675	0.440519	0.00350157	0.57552673126947451188	0.277011	0.305432	0.131979	0.285578	0.32	0.678049	1.07493	1.92702	0.9354709529950580027
20540	-3289.1643797176684529	-3305.7818929495197153	16.617513231851283706	0.75773705672236246755	0.347922	0.0549198	0.0447423	0.0910255	0.0261444	0.0187789	0.0765331	0.251942	0.120334	0.0166605	0.0202007	0.0320018	0.0557599	0.00851039	0.564391	0.0115443	0.00833538	0.406849	0.000370393	0.39957746417028228159	0.28505	0.317594	0.133618	0.263738	0.0865396	0.389545	0.944519	2.5794	1.1569641836213846453
20550	-3284.4505057540445705	-3300.8438851969258394	16.39337944288106641	1.667227548269728743	0.473787	0.0691755	0.0411353	0.11761	0.0233714	0.00936753	0.0749905	0.189566	0.120334	0.0288259	0.032176	0.0176952	0.0341902	0.0088674	0.490306	0.00676425	0.0115464	0.47953	0.00298604	0.54447442111748001192	0.273719	0.312028	0.133773	0.280479	0.250038	0.614215	1.0589	2.07685	1.2322241449356983178
20560	-3282.2811313873189647	-3296.7938117142380179	14.512680326918978579	0.52976716380795740857	0.534556	0.075972	0.0381006	0.0900705	0.0221596	0.00760042	0.0650276	0.197986	0.16678	0.00873947	0.0109244	0.0199318	0.0461556	0.00856277	0.494168	0.00988277	0.0111497	0.474493	0.00174424	0.45920613115787195513	0.296917	0.306285	0.134259	0.262539	0.0390288	0.270905	0.840775	2.84929	1.2840034382344689412
20570	-3289.3131885331126796	-3307.9774738409037127	18.664285307790859036	1.5769153044149575305	0.33842	0.0526846	0.0351683	0.070384	0.0196889	0.0135088	0.0613399	0.216872	0.0509289	0.0150054	0.0124453	0.0472528	0.0736166	0.0117959	0.511377	0.00467541	0.026413	0.439562	0.00617643	0.5448651693653816519	0.304506	0.290629	0.131932	0.272932	0.236963	0.600878	1.05464	2.10752	1.0073159598458734099
20580	-3280.7749493899709705	-3299.8269615617286945	19.05201217175734385	2.2904983118388311247	0.32818	0.0515261	0.0438481	0.0916752	0.0253701	0.00933748	0.0502752	0.145003	0.0989969	0.0149524	0.0058438	0.0302446	0.0414815	0.0156838	0.579416	0.0073984	0.00557069	0.383671	0.00826018	0.58029183179245125146	0.287397	0.298035	0.139442	0.275126	0.325649	0.682731	1.07581	1.91581	0.93673395069203357899
20590	-3287.298535661338974	-3304.3394800393921287	17.040944378052856223	1.9223720242001272052	0.435846	0.0709542	0.0625403	0.0806435	0.0210414	0.0172874	0.0455026	0.276368	0.0669718	0.020384	0.0135736	0.0347465	0.0119415	0.0127446	0.606736	0.000189298	0.0152828	0.356876	0.00817137	0.58219005419544223034	0.275717	0.321802	0.134274	0.268207	0.283829	0.646497	1.06792	2.00175	1.1577999530021216845
20600	-3288.2324531576959998	-3305.2040877024933252	16.971634544797051802	1.6742490230970767939	0.452635	0.0646947	0.0500385	0.0997759	0.0242578	0.00439778	0.0790847	0.214745	0.107556	0.049323	0.0205609	0.00219336	0.00493478	0.0158753	0.573457	0.000143123	0.0104065	0.393579	0.00653848	0.58500938380067757372	0.271296	0.329192	0.12905	0.270462	0.251029	0.615205	1.0592	2.07456	1.1741974697449095721
20610	-3296.750632776429029	-3313.4496133520697185	16.698980575640742785	3.2580702273424919646	0.338772	0.0534782	0.0625238	0.0901243	0.0153331	0.0197505	0.109164	0.247239	0.0805706	0.049323	0.0213799	0.0147532	0.00254697	0.0190852	0.586864	7.50871e-05	0.018524	0.365981	0.00947102	0.56817640486596854288	0.298458	0.287026	0.129806	0.28471	0.408291	0.744885	1.08352	1.7633	1.1049584615964824774
20620	-3295.2424830540026051	-3311.213636552369735	15.971153498367280932	1.3961558531871836042	0.563395	0.0452858	0.0419968	0.0844736	0.0291691	0.0164544	0.0434838	0.129875	0.219479	0.0430603	0.0305826	0.0239608	0.0070527	0.00785822	0.534418	0.00314404	0.00888982	0.439235	0.00645482	0.5432347330512997674	0.303886	0.286274	0.151471	0.258369	0.208826	0.570307	1.04369	2.17717	1.2782696701645011039
20630	-3296.5575515512878155	-3311.9461524589182773	15.388600907630257453	2.3748221825403805774	0.452923	0.0379188	0.0588204	0.104202	0.0323759	0.00866587	0.0485212	0.26897	0.18422	0.03548	0.0541916	0.00991135	0.00164857	0.0068749	0.600462	0.00868278	0.0113333	0.365916	0.00673077	0.61376028164335705295	0.300485	0.291153	0.145589	0.262773	0.334258	0.689747	1.07706	1.89894	1.2978493315582366741
20640	-3292.4181414640538605	-3308.9544864805284305	16.536345016474335523	1.2905139920777926044	0.484759	0.0550952	0.0797097	0.0700872	0.0135823	0.00488714	0.0739784	0.253392	0.127255	0.0269167	0.00827725	0.0192558	0.00332989	0.0078603	0.526851	0.0085335	0.00782213	0.431325	0.0176074	0.50849766481404856666	0.278134	0.308048	0.122462	0.291357	0.191074	0.549518	1.03532	2.22409	1.2205254960480362847
20650	-3287.5438009890349349	-3304.8002188897839915	17.256417900749106309	2.6755260667651388218	0.458578	0.0502676	0.0581248	0.0632597	0.0113903	0.0171315	0.0676186	0.153079	0.127255	0.0355543	0.0225874	0.0252709	0.00103274	0.00801399	0.559645	0.00779361	0.0171221	0.400345	0.00707999	0.57930621212002952891	0.274582	0.308509	0.135465	0.281445	0.362491	0.711818	1.08037	1.84533	1.0911501552244109448
20660	-3288.22638631234895	-3305.273126529824367	17.046740217475711887	1.3724142538266026481	0.490703	0.0411027	0.0581248	0.0795542	0.0149573	0.00192779	0.0629526	0.221136	0.127255	0.0330118	0.0234829	0.0143	0.00208877	0.0124107	0.621831	0.00607908	0.00201554	0.352757	0.00490741	0.61879486916784431916	0.282166	0.292597	0.136574	0.288664	0.204923	0.565844	1.04196	2.18727	1.1705968926714427347
20670	-3287.6110899710124613	-3304.6717919449033616	17.060701973890633809	2.189159207594491896	0.411328	0.0451046	0.0669992	0.0795542	0.0187409	0.00791926	0.0390378	0.221962	0.156236	0.0356065	0.0323075	0.0168379	0.010238	0.00975944	0.499526	0.00923465	0.000975181	0.469557	0.010948	0.59050902711378683296	0.299085	0.278429	0.151674	0.270812	0.314855	0.673731	1.07407	1.93734	1.1418720772466566249
20680	-3281.9599577481972119	-3297.8243520494452241	15.864394301247980223	0.80307039997363616202	0.465306	0.0572677	0.0524249	0.0985623	0.00939942	0.0100536	0.0609841	0.237828	0.156236	0.0105094	0.0343517	0.0176713	0.031726	0.0137424	0.409606	0.00571306	0.00417187	0.563815	0.00295183	0.4784141671597206269	0.300047	0.308011	0.1311	0.260842	0.0962119	0.408367	0.957802	2.53762	1.2423206792251380026
20690	-3286.7641342967208402	-3302.6123233870353033	15.848189090313997696	0.75782632831326535161	0.434334	0.0874968	0.0862351	0.101468	0.013426	0.0127208	0.0865252	0.197603	0.122691	0.0032267	0.0255921	0.0279026	0.0346979	0.0124238	0.50474	0.00472773	0.0126354	0.459648	0.00582526	0.4426050367184588552	0.311871	0.286247	0.148844	0.253037	0.0865587	0.389584	0.944547	2.57931	1.233917952557790354
20700	-3291.2808524319339085	-3303.5731711735870704	12.292318741652993097	1.1628022924628971246	0.58596	0.0725647	0.0698848	0.115957	0.0197955	0.00447056	0.110296	0.35357	0.194584	0.00859618	0.0372615	0.0216577	0.0459453	0.00916967	0.501227	0.0100231	0.00137495	0.470742	0.00746367	0.54777553648713672718	0.307933	0.311909	0.135415	0.244743	0.168247	0.520756	1.02249	2.28851	1.6405439371648244951
20710	-3285.7979292235195317	-3301.4510502576290492	15.653121034109473086	0.91603162407479976626	0.554991	0.0541539	0.0551536	0.0878491	0.0165151	0.0109344	0.0756014	0.188207	0.152487	0.0146182	0.00589233	0.0319872	0.0341906	0.00695767	0.491682	0.0195153	0.00218623	0.476393	0.0032657	0.52079165942522787081	0.300576	0.314027	0.138631	0.246766	0.11991	0.449972	0.984563	2.44555	1.282580690043937599
20720	-3291.3471709749396723	-3307.0229711646611577	15.675800189721137201	1.0529279204512704826	0.584693	0.0403801	0.0658951	0.106971	0.0315828	0.00311266	0.0457378	0.141524	0.147314	0.00529261	0.0610663	0.0319872	0.0295374	0.0100548	0.571766	0.0113001	0.00863917	0.392506	0.00573469	0.55229549574440439663	0.272676	0.315682	0.119092	0.29255	0.147392	0.492102	1.00824	2.35226	1.2950933216601658859
20730	-3285.7933401652007888	-3299.8485938780804645	14.05525371287958869	2.1967912538315745863	0.684448	0.0578246	0.0588856	0.0834624	0.018373	0.0191665	0.0673396	0.150995	0.216279	0.0020413	0.0143347	0.0259894	0.042837	0.0080061	0.537906	0.0121416	0.0109951	0.428205	0.00274536	0.59656027699223879157	0.294035	0.322323	0.134255	0.249388	0.315686	0.674431	1.07422	1.93567	1.4419759750311720303
20740	-3286.4589440768695567	-3303.8956818591896081	17.436737782319955414	1.714305785148843686	0.438526	0.0714499	0.0668699	0.0574542	0.0127163	0.00800691	0.0704046	0.127004	0.151711	0.0111888	0.0198345	0.0361136	0.0551805	0.00920497	0.528412	0.00614598	0.00970158	0.444598	0.00193706	0.57322458120121777547	0.299245	0.296027	0.135903	0.268825	0.256612	0.620733	1.06087	2.06179	1.1264600095268357816
20750	-3281.5473175400279615	-3299.753641346722361	18.206323806694481249	1.9792979087749997813	0.34664	0.0685571	0.0591083	0.0705284	0.0134494	0.00800691	0.0534151	0.13194	0.196251	0.015252	0.023222	0.0172652	0.0349195	0.0134042	0.518809	0.00516746	0.0103293	0.441252	0.0110379	0.57817275260813483229	0.305567	0.303879	0.139298	0.251256	0.290791	0.652794	1.06946	1.98695	1.0385551827616519294
20760	-3288.441985346277761	-3302.5583633089081559	14.116377962630672016	1.3659459153733513048	0.683744	0.0676216	0.0732151	0.122605	0.0340456	0.000859726	0.0619089	0.121085	0.175577	0.00370943	0.0283922	0.0362326	0.0545897	0.0096768	0.555762	0.00472876	0.00858237	0.416479	0.00477046	0.59223161592571005318	0.296879	0.314675	0.123957	0.264489	0.203851	0.564608	1.04147	2.19007	1.4635867124953203522
20770	-3288.125249967545642	-3305.7397703501405886	17.614520382595291181	3.1324162345401540541	0.294673	0.057134	0.0568181	0.0945547	0.0159333	0.00596063	0.0438371	0.221402	0.137211	0.0244074	0.0144721	0.0136308	0.0426423	0.0080656	0.537806	0.00738243	0.0222809	0.40679	0.0176754	0.61151647766813133078	0.306745	0.310622	0.129975	0.252659	0.399253	0.738606	1.0831	1.77904	1.0226757628628526664
20780	-3289.9599868601235357	-3305.1184777562366435	15.158490896113422153	1.1607613808968988423	0.558903	0.0698363	0.0591391	0.0963883	0.0258202	0.00838564	0.0538043	0.198787	0.201419	0.00630518	0.0292918	0.0111421	0.0346038	0.0049918	0.639316	0.00283393	0.00862539	0.306746	0.0374868	0.57801457310909942766	0.294367	0.310548	0.123575	0.27151	0.16787	0.52026	1.02226	2.28961	1.3538258395945881318
20790	-3290.9415978542192533	-3306.7986152478906661	15.857017393671215544	1.4145041558591762154	0.439833	0.064824	0.0368628	0.128686	0.0280599	0.00742278	0.113666	0.251545	0.0991047	0.0345415	0.0150828	0.0201851	0.0499001	0.0113816	0.510148	0.000549484	0.010745	0.439321	0.0278553	0.56530773445178672532	0.296955	0.323055	0.119632	0.260358	0.211808	0.573678	1.04498	2.16953	1.2897129912896749815
20800	-3285.9920474756263502	-3302.2818702915283211	16.289822815901846553	2.1342671701080790925	0.430918	0.0572261	0.0467046	0.123445	0.0161605	0.00640088	0.0625053	0.253201	0.109964	0.0155374	0.0180905	0.0287874	0.0531301	0.0087265	0.527936	6.23734e-05	0.0274054	0.430214	0.00565536	0.59992964365393186554	0.304341	0.296632	0.132194	0.266834	0.308792	0.668572	1.07301	1.94962	1.2220710644200787343
20810	-3282.7214396447798208	-3301.2368973324137187	18.515457687633656292	1.2581111301387424284	0.440975	0.0644596	0.0329276	0.0662645	0.0145589	0.00658159	0.0625528	0.128361	0.109964	0.00272245	0.0178535	0.0232361	0.0513778	0.0171282	0.518401	3.27355e-05	0.00308693	0.446128	0.0152237	0.51487085547672017949	0.294607	0.309291	0.124675	0.271427	0.185426	0.542627	1.03238	2.23957	1.0218346775267836968
20820	-3287.1522696951296894	-3305.7095861223178872	18.557316427188244035	1.2711134625274769228	0.341294	0.0576129	0.0789242	0.0535348	0.0299019	0.00292276	0.0692585	0.131426	0.171196	0.000491192	0.015757	0.0366745	0.0289928	0.0213252	0.550134	0.000173842	0.00899144	0.407406	0.0119696	0.56082218933755434431	0.291517	0.295446	0.137332	0.275705	0.187704	0.545423	1.03358	2.23329	1.0179865685288844723
