G,N,K,O,M,H,Z
0,6.21460809842219,6.90775527898214,7.11476944836646,7.3132203870903,nan,8.00636756765025
6.21460809842219,0,6.2803958389602,6.4831073514572,6.61204103483309,nan,6.46769872610435
6.90775527898214,6.2803958389602,0,4.97673374242057,5.47646355193151,nan,5.72358510195238
7.11476944836646,6.4831073514572,4.97673374242057,0,4.07753744390572,nan,5.65599181081985
7.3132203870903,6.61204103483309,5.47646355193151,4.07753744390572,0,nan,5.84932477994686
nan,nan,nan,nan,nan,nan,nan
8.00636756765025,6.46769872610435,5.72358510195238,5.65599181081985,5.84932477994686,nan,0
