Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	ln_mean	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	root_age	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
802	-38481.79	-38442.42	-39.36851	1.711496	0.734772	0.5455709	3.265575	0.6020312	0.6560051	0.0290192	0.357175	0.154238	0.35072	0.213623	1.58029	0.719293	0.113805	0.388714	0.214484	3.05035	3.64672	2.5355	2.18146	3.37563	1.64629	2.66877	1.92076	1.39324	3.1382	-4.044105	4.61223	4.5911	17.3252	17.3231	17.3042	17.2725	4.57208	4.61223	4.5911	17.3198	17.2971	17.2657	0	4.57208	4.61223	4.5911	17.3198	17.3198	0	0	4.57208	4.59598	17.3531	17.2993	0	0	0	4.57208	4.58825	17.3239	0	0	0	0	4.57208	17.3239	17.3347	0	0	0	0	4.57208	17.3347	0	0	0	0	0	4.57208	0.02082538	0.040311	0.0194197	0.0113984	0.0241867	0.0110095	0.0703767	0.0191806	0.0287284	0.012044	0.0138613	0.0101551	0.0344442	0.0214442	0.0141874	0.0398152	0.0211102	0.00794637	0.0175112	0.0530092	0.0429811	0.0620919	0.0201275	0.0789612	0.0106085	0.031806	0.0385298	0.00815873	0.0237313	0.040432	0.0309701	0.0180294	0.0185239	0.024879	0.00610418	0.00909941	0.0121464	0.0184581	0.0149972	0.00778723	0.0149398	0.0166789	0.00735281	0.0134521	0.0286892	0.0136757	0.0376945	0.0118106	0.0105752	0.00864721	0.00769443	1	0.218835	0.550729	0.313427	0.202615	0.142859	0.173704	1.22777	0.312286	0.264207	3.06399	0	-3.82655	0	1.53078	-3.36736	0	-3.47697	0.001727705	0.06071815	0.005737568	0.04849986	3.838575	1.15708	-2.32508	0	0	0	-2.52925	1.33212	0	0.0484999	0.0017277	0.05022756	1	0	1	0	1	1	0	1	1	1	0	0	0	1	1	0
803	-38478.82	-38442.67	-36.15383	1.585159	0.888983	0.7165534	3.95094	0.6896335	0.7936848	0.0380876	0.307737	0.158941	0.340964	0.457965	1.01782	0.514153	0.11743	0.511502	0.13994	2.44445	3.24177	2.5355	3.09294	3.29153	1.81326	3.10083	1.81308	1.26873	3.37054	-4.067113	4.61223	4.5911	15.5995	15.5976	15.5806	2.30305	4.57208	4.61223	4.5911	15.5946	2.30633	2.30214	0	4.57208	4.61223	4.5911	2.30936	2.30936	0	0	4.57208	4.59598	15.6246	2.30663	0	0	0	4.57208	4.58825	2.30991	0	0	0	0	4.57208	15.5983	2.31134	0	0	0	0	4.57208	2.31134	0	0	0	0	0	4.57208	0.0203517	0.0343244	0.0165357	0.0096216	0.0175793	0.00929326	0.0593991	0.0161906	0.0203098	0.0154398	0.0158706	0.0129237	0.0215242	0.025226	0.0119758	0.0342666	0.0176871	0.00670765	0.0179954	0.0447459	0.036281	0.0575241	0.0186468	0.0619307	0.00895478	0.0268479	0.0424857	0.00688691	0.0383527	0.0271248	0.0212524	0.0155589	0.0156363	0.0199366	0.00515263	0.00884955	0.00814417	0.0252439	0.00700688	0.0104517	0.0126109	0.0133379	0.0144805	0.00872413	0.0237484	0.0206548	0.0442123	0.00996951	0.00906017	0.00723998	0.00649499	1	0.218835	0.48922	0.313427	0.202615	0.142859	0.167866	1.22777	0.312286	0.246803	3.06399	0.923443	-3.73617	0	0	-3.28672	0	-3.47697	0.0032738	0.04952347	0.01822685	0.04217707	4.638615	0.481449	0	0	0	0	0.71347	1.22719	-1.90996	0.0421771	0.0032738	0.04545087	1	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1
804	-38472.9	-38429.8	-43.10824	1.389479	0.6880353	0.5225117	3.057861	0.5337472	0.628897	0.034416	0.472062	0.158941	0.365797	0.283534	2.5859	0.288067	0.0999119	0.482069	0.154267	3.41037	3.24177	2.5355	2.90693	3.26658	1.80946	1.95791	1.98949	1.26873	3.37054	-3.783941	6.2293	5.98042	12.6202	12.0653	6.509	0.398812	3.48271	6.2293	5.98042	11.1641	4.49264	0.123056	0	3.48271	6.2293	5.98042	11.1641	11.1641	0	0	3.48271	6.10231	18.0612	5.10702	0	0	0	3.48271	5.86342	12.2899	0	0	0	0	3.48271	12.2899	14.8956	0	0	0	0	3.48271	14.8956	0	0	0	0	0	3.48271	0.02701349	0.043408	0.0209117	0.0119052	0.0233335	0.0175675	0.085869	0.0214904	0.0244477	0.0204938	0.0210656	0.017154	0.0285698	0.0350564	0.0204472	0.0454832	0.0234766	0.00839901	0.0256788	0.0427225	0.0346403	0.0763537	0.0247505	0.0822027	0.00940879	0.0356361	0.0497922	0.0107032	0.0364712	0.0395133	0.0222826	0.0384062	0.0211591	0.0236418	0.023509	0.00511997	0.0114902	0.0240194	0.0170442	0.0138729	0.0126834	0.0177038	0.013804	0.0109105	0.031522	0.0453598	0.0556735	0.0131165	0.0120259	0.0100116	0.00862102	1	0.218835	0.48922	0.313427	0.210824	0.168448	0.167866	1.22777	0.320692	0.246803	2.72976	0	-3.93422	-0.397777	0	-2.88813	-0.869654	-3.29386	0.002985705	0.03942599	0.02831242	0.06571439	3.567152	0	-3.08839	0	0	0	0	1.26097	0	0.0657144	0.0029857	0.0687001	1	0	1	1	0	1	1	1	0	1	0	0	0	0	1	0
805	-38476.74	-38425.45	-51.28317	1.277184	0.715459	0.4645199	2.680101	0.4906108	0.5780707	0.0235055	0.352056	0.158372	0.493365	0.283534	3.67814	0.302793	0.0949059	0.511441	0.238429	3.39757	3.24177	2.26638	2.69624	2.86059	2.25203	1.95791	2.12244	1.69377	3.37054	-3.716709	5.06633	4.91471	15.9867	15.4748	9.90183	0.377943	3.32155	5.06633	4.91471	14.6296	2.17819	0.161477	0	3.32155	5.06633	4.91471	4.20804	4.20804	0	0	3.32155	4.98798	20.724	2.38979	0	0	0	3.32155	4.84439	4.51099	0	0	0	0	3.32155	15.6828	5.18457	0	0	0	0	3.32155	5.18457	0	0	0	0	0	3.32155	0.0288921	0.0420606	0.022356	0.0134125	0.0187534	0.0128411	0.0985155	0.0233799	0.0304096	0.0222956	0.0204011	0.0146426	0.0327234	0.040153	0.0208508	0.0616813	0.0260331	0.00808746	0.0200069	0.0464788	0.0405648	0.083067	0.0269267	0.0894303	0.011017	0.0387694	0.0480181	0.0116442	0.0396779	0.0429874	0.0227589	0.0323911	0.0221728	0.0359912	0.00900211	0.00677097	0.016883	0.0239784	0.0160524	0.011829	0.0159016	0.0307028	0.0150177	0.0118698	0.0355602	0.0311059	0.0295332	0.0144888	0.0130832	0.0131766	0.0087006	1	0.218822	0.48922	0.283144	0.218529	0.168448	0.167866	1.22777	0.268163	0.246803	2.61247	0	-3.93422	-0.62456	0	0	-0.628879	-3.06381	0.002539739	0.02957869	0.04281583	0.09393754	3.402171	3.54731	-3.50596	-0.524073	0	0	3.67397	1.55213	-1.24605	0.0939375	0.00253974	0.09647728	1	0	1	1	0	0	1	1	1	1	1	0	0	1	1	1
806	-38484.78	-38431.9	-52.87551	1.156537	0.6478745	0.4206399	2.426931	0.4897662	0.5234643	0.0407029	0.299436	0.169739	0.283064	0.124272	1.51658	0.449067	0.0949059	0.519971	0.124303	3.77991	3.24177	2.03421	2.69624	2.5416	1.22797	2.72295	2.12244	1.69377	3.19564	-3.761442	5.68871	5.45769	14.2352	13.5928	7.21169	0.586796	3.13308	5.68871	5.45769	12.5512	7.05952	0.175365	0	3.13308	5.68871	5.45769	17.9805	17.9805	0	0	3.13308	5.57143	20.5691	8.05286	0	0	0	3.13308	5.34834	19.845	0	0	0	0	3.13308	13.8527	24.1772	0	0	0	0	3.13308	24.1772	0	0	0	0	0	3.13308	0.02762818	0.0476959	0.0232981	0.0144036	0.0201391	0.00972942	0.105795	0.0266906	0.0326567	0.0180079	0.028938	0.0185167	0.0351414	0.04312	0.0215437	0.0642067	0.0279568	0.00833383	0.0206164	0.0499133	0.0378236	0.089205	0.0289164	0.0962135	0.0118526	0.0485067	0.0515663	0.0258157	0.0350826	0.0503905	0.0178812	0.0347846	0.0238112	0.0384442	0.00837943	0.00833986	0.0179763	0.0416092	0.0172386	0.0120978	0.0115704	0.0329715	0.00671124	0.023221	0.0381878	0.0216083	0.0375406	0.0155594	0.01405	0.0146023	0.00934351	1	0.218822	0.522483	0.283271	0.222404	0.168448	0.167866	1.24372	0.315476	0.259818	2.7819	1.27687	-3.93422	0	0	-2.36021	-0.893312	-3.06381	0.001239695	0.04786535	0.04052013	0.09393754	3.078872	3.54731	0	-2.38064	0	-0.0242241	0	1.48647	0.359467	0.0939375	0.00123969	0.09517723	1	1	1	0	0	1	1	1	1	0	1	0	1	0	1	1
807	-38488.3	-38438.76	-49.53945	1.07428	0.6467781	0.3941832	2.344998	0.4549326	0.486234	0.0360184	0.247882	0.146465	0.283064	0.19816	0.812952	0.674398	0.0964557	0.796919	0.169549	3.55514	3.51625	2.03421	2.31194	2.53089	1.51685	3.06615	2.12244	1.84806	3.34063	-3.717167	4.99276	4.81884	9.20637	8.85385	5.18134	1.15891	3.01345	4.99276	4.81884	8.27684	9.48677	0.417554	0	3.01345	4.99276	4.81884	20.9086	20.9086	0	0	3.01345	4.90405	12.5675	10.6034	0	0	0	3.01345	4.73684	22.7274	0	0	0	0	3.01345	8.9968	26.8566	0	0	0	0	3.01345	26.8566	0	0	0	0	0	3.01345	0.02887887	0.05236	0.0255763	0.0138244	0.0215262	0.0101699	0.110584	0.0283366	0.0346706	0.0188231	0.0255684	0.0235091	0.0367322	0.045072	0.0165083	0.0670121	0.0292224	0.00857267	0.0215497	0.0521728	0.0395359	0.0932433	0.0302254	0.100569	0.0123891	0.0459971	0.0539007	0.0161978	0.0434935	0.0526716	0.0217182	0.0325223	0.0212576	0.0391581	0.0104933	0.00730227	0.0166135	0.0404492	0.0181309	0.0161586	0.0119202	0.0269337	0.015262	0.0223133	0.0399166	0.0196547	0.0310485	0.0165374	0.014686	0.0143904	0.00976648	1	0.222664	0.522483	0.283271	0.222404	0.154954	0.167866	1.24372	0.315476	0.298503	0	0	-3.5874	-0.0359692	0	-3.1122	-0.754989	-2.90486	0.001424355	0.06813046	0.06183716	0.1207374	3.063377	3.94638	0	-2.21523	0	0	0	1.09378	0.926701	0.120737	0.00142435	0.1221618	0	0	1	1	0	1	1	1	1	0	1	0	0	0	1	1
808	-38482.18	-38445.24	-36.94219	1.797062	1.081934	0.6593916	3.121677	0.6759776	0.828386	0.0490829	0.234872	0.154598	0.363798	0.317668	0.636985	0.418507	0.0964557	0.538128	0.206168	3.1741	3.51625	2.34476	3.00214	2.53089	1.51685	1.89655	1.6741	1.71609	3.16169	-4.14185	4.0099	3.99321	7.23369	7.23289	7.22573	0.834374	3.97818	4.0099	3.99321	7.23166	0.835454	0.834075	0	3.97818	4.0099	3.99321	0.836452	0.836452	0	0	3.97818	3.99707	7.24429	0.835553	0	0	0	3.97818	3.99096	0.836631	0	0	0	0	3.97818	7.23321	0.837104	0	0	0	0	3.97818	0.837104	0	0	0	0	0	3.97818	0.01888613	0.0222853	0.0129533	0.0118328	0.0138411	0.00861642	0.0772654	0.0172958	0.018068	0.0116551	0.0153403	0.0141048	0.0220382	0.0334064	0.00990445	0.0402052	0.0175325	0.00378658	0.0129291	0.0317135	0.0182992	0.0583049	0.0181343	0.0603383	0.00714204	0.0275968	0.0323388	0.0224266	0.0334729	0.0507119	0.0130303	0.0195124	0.0127539	0.0234937	0.00629564	0.00489741	0.00996761	0.019193	0.010878	0.00591505	0.0106747	0.0135437	0.0121171	0.00756271	0.0239487	0.0117922	0.0186282	0.0164616	0.00443085	0.0121591	0.00585959	1	0.222664	0.521125	0.340462	0.222404	0.173553	0.167866	1.24372	0.29424	0.264111	1.80995	0	-3.24628	0	0	-3.00682	0	-3.15867	0.0009354201	0.05396781	0.06701458	0.1207374	4.995864	3.07378	0	-1.32002	0	0	-3.47582	0.597859	-2.15706	0.120737	0.00093542	0.1216729	1	0	1	0	0	1	0	1	1	0	1	0	0	1	1	1
809	-38477.45	-38438.65	-38.80149	1.759002	0.9541021	0.6454266	2.864692	0.6616613	0.8108419	0.0445486	0.502317	0.154853	0.376324	0.168653	0.946525	0.447829	0.0964557	0.778968	0.174337	3.1741	3.51625	2.36178	2.55194	2.84103	1.45745	2.43586	2.2854	1.7761	3.16169	-4.114868	4.9741	4.95018	4.92904	4.92842	4.92278	4.91331	4.92867	4.9741	4.95018	4.92745	4.92066	4.91128	0	4.92867	4.9741	4.95018	4.92745	4.92745	0	0	4.92867	4.95571	4.93739	4.92133	0	0	0	4.92867	4.94696	4.92867	0	0	0	0	4.92867	4.92867	4.93188	0	0	0	0	4.92867	4.93188	0	0	0	0	0	4.92867	0.01940265	0.032758	0.0133076	0.0103479	0.0154338	0.00885207	0.0793786	0.013789	0.0158536	0.0107677	0.0157598	0.00738176	0.022641	0.03432	0.0104144	0.0413048	0.0174754	0.00389014	0.0132827	0.0397187	0.0291977	0.0598995	0.0186303	0.0557738	0.00889993	0.0283516	0.0332232	0.0175592	0.0343884	0.0520989	0.0133867	0.0135109	0.0131027	0.0253259	0.00562695	0.013481	0.0102402	0.019718	0.0111755	0.00744662	0.0116564	0.0116668	0.0163108	0.00767836	0.0265841	0.0179563	0.00878347	0.0169118	0.00455203	0.020806	0.00569395	1	0.205668	0.521125	0.340462	0.222404	0.156923	0.186969	1.21997	0.350158	0.28119	2.71305	1.51437	-3.86171	0	0	-2.22033	0	-3.64876	0.001184569	0.07312821	0.07188531	0.1207374	4.550702	2.61478	-3.3958	-1.3325	0	0	0	0	0	0.120737	0.00118457	0.121922	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0
810	-38491.92	-38452.28	-39.64889	1.429643	0.7754542	0.5579331	2.328302	0.5377706	0.6590183	0.0459511	0.430592	0.0954401	0.223878	0.136971	1.2878	0.536247	0.0964557	1.08926	0.174337	3.25537	3.34364	2.36178	3.07211	2.84103	1.42621	2.43586	1.93835	1.7761	3.16169	-3.86077	4.23548	4.21715	6.52477	6.52403	6.5173	6.50603	4.20065	4.23548	4.21715	6.52287	6.51479	6.50361	0	4.20065	4.23548	4.21715	6.52287	6.52287	0	0	4.20065	4.22138	6.53471	6.51558	0	0	0	4.20065	4.21468	6.52432	0	0	0	0	4.20065	6.52432	6.52815	0	0	0	0	4.20065	6.52815	0	0	0	0	0	4.20065	0.0250158	0.0370133	0.0150363	0.0118334	0.0180808	0.0176375	0.0976657	0.0198422	0.0228132	0.0179547	0.0332256	0.0155626	0.0326892	0.0422266	0.0119584	0.0520069	0.0215014	0.014401	0.0491715	0.0420437	0.0359242	0.0736991	0.024095	0.0686229	0.0109503	0.0315357	0.0408771	0.0115397	0.0520488	0.0641013	0.0164706	0.0166235	0.0137653	0.0177011	0.00692328	0.0165867	0.00739742	0.0290278	0.0119785	0.0107712	0.0146913	0.0162943	0.0229521	0.00944729	0.0344898	0.022093	0.0131091	0.0245567	0.00578756	0.0357513	0.00700571	1	0.205668	0.521125	0.340462	0.222404	0.156923	0.165058	1.26004	0.34042	0.28119	0	2.37996	-3.50749	0	0	-3.57299	0	-3.28315	0.0008556263	0.07914367	0.06074811	0.1250561	3.769051	0	0	0	0	0	0	0.440297	0	0.125056	0.000855626	0.1259117	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0
811	-38492.35	-38446.46	-45.88599	1.352212	0.9051217	0.528563	2.402459	0.5334119	0.6233249	0.0909381	0.430849	0.0954401	0.303684	0.199232	0.482486	1.2935	0.0754614	0.611579	0.296276	3.25537	3.34364	2.41279	3.07211	2.88834	1.74123	2.43586	1.93835	1.7761	3.16169	-3.715118	4.23548	4.21715	6.13657	6.13587	6.12955	0.283428	4.20065	4.23548	4.21715	6.13478	0.28381	0.283323	0	4.20065	4.23548	4.21715	0.284162	0.284162	0	0	4.20065	4.22138	6.14592	0.283844	0	0	0	4.20065	4.21468	0.284225	0	0	0	0	4.20065	6.13615	0.284392	0	0	0	0	4.20065	0.284392	0	0	0	0	0	4.20065	0.02893811	0.0380737	0.0154671	0.0112713	0.015468	0.0164298	0.0999832	0.0223864	0.024509	0.0175272	0.034014	0.0159319	0.0303391	0.0427155	0.0170133	0.0505512	0.0220116	0.0115085	0.0392954	0.0612712	0.0410713	0.0536673	0.0215753	0.0604546	0.00992826	0.032284	0.0418471	0.0197976	0.0532839	0.0541686	0.0158075	0.0127709	0.0182554	0.0186939	0.00657619	0.00433919	0.00757296	0.0133228	0.0171582	0.0116592	0.00811293	0.02854	0.0123995	0.0197582	0.0353082	0.00927533	0.0134202	0.0196451	0.00657459	0.0386779	0.00717195	1	0.225547	0.521125	0.340462	0.222404	0.197383	0.165058	1.26004	0.291657	0.277307	0	0	-3.78676	0	0	-3.07053	0	-3.28315	0.001090795	0.05712875	0.01744578	0.1283496	3.539332	0	3.6548	0	0	0	-3.28869	0.378958	-3.07219	0.12835	0.0010908	0.1294404	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1
812	-38495.35	-38451	-44.3525	1.306975	0.855893	0.5456755	2.374066	0.4832982	0.5663783	0.0446032	0.438357	0.0948442	0.247566	0.310066	0.543021	1.64998	0.0954567	1.16812	0.219795	4.33633	3.83459	2.41279	3.07211	2.51539	1.53802	2.43586	1.727	1.61091	3.16169	-3.891507	3.72775	3.71305	5.87505	5.87444	5.86892	5.85967	3.6998	3.72775	3.71305	5.87349	5.86685	5.85767	0	3.6998	3.72775	3.71305	5.87349	5.87349	0	0	3.6998	3.71644	5.8832	5.86751	0	0	0	3.6998	3.71106	5.87468	0	0	0	0	3.6998	5.87468	5.87782	0	0	0	0	3.6998	5.87782	0	0	0	0	0	3.6998	0.02425859	0.03672	0.0149171	0.0108705	0.016648	0.0158456	0.0964282	0.0166019	0.0236375	0.0162822	0.0326547	0.0153654	0.0349247	0.033318	0.0155979	0.0476331	0.0212289	0.0114928	0.0378983	0.0552589	0.0370411	0.0637388	0.019323	0.0583051	0.00957525	0.031026	0.042117	0.0190937	0.062314	0.0518623	0.0177571	0.0147755	0.0160444	0.0180293	0.00417175	0.0133918	0.0110104	0.00388346	0.0334407	0.0222776	0.0102933	0.0176331	0.0120158	0.0193282	0.0335702	0.00894554	0.012943	0.020011	0.00608016	0.0373026	0.00691695	1	0.225547	0.521125	0.340462	0.235907	0.141577	0.203855	1.26004	0.291657	0.276624	3.02557	0	-3.78676	-0.31479	0	-3.60046	0	-2.99273	0.002273778	0.0458393	0.02611711	0.1475911	3.614518	0	0	-2.42049	0	0	0	0.462372	0	0.147591	0.00227378	0.1498649	1	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0
813	-38484.43	-38445.32	-39.10447	1.706192	1.047154	0.710018	3.137536	0.6528508	0.7369561	0.0462821	0.343908	0.105352	0.332716	0.310066	0.287934	1.20504	0.0954567	1.54035	0.264788	4.33633	3.83459	2.53525	2.55772	2.51539	1.33204	2.22666	1.727	1.61091	3.24493	-4.056419	3.50587	3.49268	3.48101	3.48067	3.47755	3.47232	3.4808	3.50587	3.49268	3.48013	3.47638	3.4712	0	3.4808	3.50587	3.49268	3.48013	3.48013	0	0	3.4808	3.49573	3.48562	3.47675	0	0	0	3.4808	3.4909	3.4808	0	0	0	0	3.4808	3.4808	3.48258	0	0	0	0	3.4808	3.48258	0	0	0	0	0	3.4808	0.02057051	0.0286223	0.0116275	0.0104406	0.0129767	0.0123512	0.0751632	0.0100902	0.0184248	0.0126915	0.012169	0.00850614	0.0245068	0.0263281	0.0120333	0.0362111	0.0165474	0.00716477	0.0244746	0.0325552	0.0218223	0.0438406	0.0132907	0.0457855	0.00923766	0.0218185	0.0328291	0.0272481	0.0445354	0.0390565	0.0210895	0.0208137	0.0115853	0.0146788	0.0047898	0.0221842	0.0398743	0.00296324	0.0280411	0.0159353	0.00802336	0.0140495	0.0185093	0.0150658	0.0261671	0.00908129	0.0100887	0.0149612	0.00498042	0.0290764	0.00539158	1	0.222578	0.502033	0.340462	0.21362	0.141577	0.203855	1.18961	0.341556	0.276624	3.71668	0	-3.73838	0	-0.138889	-3.09151	0	-2.85315	0.00411721	0.06031763	0.056114	0.1475911	4.090253	0	-3.74113	-0.0631798	0	0	-1.44873	0	0	0.147591	0.00411721	0.1517083	1	0	1	0	1	1	0	1	0	1	1	0	0	1	0	0
814	-38488.67	-38445.56	-43.10826	1.358666	0.9986816	0.5942717	3.128603	0.6810488	0.7348579	0.0779866	0.354537	0.115897	0.376273	0.167101	0.583116	1.52343	0.0954567	0.870208	0.164021	4.37827	3.59265	2.15619	2.7966	2.22667	1.46289	2.12329	2.09203	1.29258	3.24493	-3.903575	4.24789	4.22948	4.21319	4.21271	4.20836	4.20107	4.2129	4.24789	4.22948	4.21196	4.20673	4.1995	0	4.2129	4.24789	4.22948	4.21196	4.21196	0	0	4.2129	4.23373	4.21962	4.20724	0	0	0	4.2129	4.22699	4.2129	0	0	0	0	4.2129	4.2129	4.21538	0	0	0	0	4.2129	4.21538	0	0	0	0	0	4.2129	0.02396758	0.0295567	0.0120071	0.00900495	0.0134003	0.0107574	0.077617	0.00961793	0.016703	0.0131059	0.014667	0.0103306	0.0253068	0.0306269	0.00995785	0.0423206	0.0170876	0.0165852	0.0455805	0.0268996	0.0156373	0.0452719	0.0137246	0.0472803	0.00831928	0.0225308	0.042451	0.0281377	0.114646	0.0324777	0.0257503	0.0256852	0.0119297	0.0128431	0.00494617	0.0108101	0.0308363	0.00621451	0.00676829	0.0239481	0.0101286	0.014795	0.012917	0.0125037	0.0270214	0.0108099	0.00949423	0.0151125	0.00481442	0.0230397	0.00874087	1	0.260419	0.496121	0.340462	0.21362	0.141577	0.204842	1.18961	0.341556	0.276624	0	0	-3.35411	0	0	-3.31339	0	-3.28981	0.00990867	0.05807056	0.0358737	0.1727165	3.911741	0	-3.80554	-2.73662	0	0	0	0	0	0.172716	0.00990867	0.1826251	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
815	-38492.74	-38449.59	-43.14247	1.556015	0.9704849	0.5096968	3.031087	0.6381941	0.7119529	0.0710342	0.354537	0.150849	0.198119	0.114731	0.877548	1.29194	0.0954567	0.7908	0.262553	3.31326	3.59265	2.13776	3.13882	3.30262	1.24095	2.18987	2.24342	1.59901	3.36365	-3.903126	4.28314	4.26447	4.24795	4.24746	4.24305	1.21538	4.24765	4.28314	4.26447	4.2467	1.21703	1.21492	0	4.24765	4.28314	4.26447	1.21855	1.21855	0	0	4.24765	4.26878	4.25447	1.21718	0	0	0	4.24765	4.26194	1.21882	0	0	0	0	4.24765	4.24765	1.21954	0	0	0	0	4.24765	1.21954	0	0	0	0	0	4.24765	0.02397835	0.0297698	0.0120125	0.00990238	0.0157686	0.00911485	0.0657659	0.0135023	0.0234488	0.0143634	0.0151938	0.0107017	0.0340621	0.0321155	0.00996233	0.0511683	0.0157764	0.0107853	0.0456009	0.0269117	0.0156443	0.0391684	0.0158425	0.0473015	0.00832302	0.0285746	0.0359277	0.0165691	0.0471722	0.0377722	0.025266	0.01882	0.0119745	0.0127149	0.00464009	0.0108149	0.023831	0.0218829	0.00662191	0.0115722	0.0144264	0.0142881	0.0687279	0.0106196	0.0232706	0.0166463	0.0106475	0.0132639	0.00481658	0.0191997	0.00864383	1	0.260419	0.562447	0.325156	0.218877	0.204261	0.140249	1.22276	0.341556	0.245186	0	1.6108	-3.33213	0	0	-3.07517	0	-3.3086	0.01037529	0.08491375	0.04541655	0.1621962	3.44055	0	-0.542641	0	0	-0.201084	0.68249	0	-1.24848	0.162196	0.0103753	0.1725714	0	1	1	0	0	1	0	1	0	1	0	0	1	1	0	1
