Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-15893.9	-15905.16	11.25285	0.109199	0.133562	0.11157	0.0821261	0.128623	0.112203	0.114985	0.102344	0.163357	0.157825	0.119722	0.0701656	0.0805979	0.0989855	0.0920106	0.13279	0.119781	0.100834	0.112237	0.0865177	0.0734008	0.0821562	0.183737	0.0130049	0.0209608	0.0348947	0.0220017	0.111281	0.0310156	0.0218616	0.032841	0.0780567	0.0498886	0.0297578	0.070601	0.0274629	0.0529816	0.0249753	0.0278036	0.0415042	0.0115547	0.0709067	0.0215405	3.363622
10	-15931.75	-15945.89	14.13993	0.111589	0.0437151	0.0972044	0.0841457	0.0880771	0.0639794	0.105979	0.0585075	0.111601	0.172875	0.0780688	0.0638558	0.106653	0.110008	0.124012	0.116487	0.185161	0.101946	0.116628	0.108819	0.0602375	0.0965628	0.154368	0.0285937	0.0441929	0.034188	0.00827802	0.0485823	0.0360799	0.0278075	0.0541461	0.0776159	0.0283489	0.0320465	0.0443042	0.0408555	0.0209245	0.0286459	0.059676	0.0354087	0.0281748	0.0154346	0.0211314	3.074915
20	-15952.25	-15961.25	9.004885	0.126932	0.125486	0.0972044	0.0702206	0.176008	0.1028	0.146812	0.0952484	0.123725	0.139765	0.0892272	0.123458	0.114011	0.0823431	0.108008	0.127993	0.107691	0.0896639	0.130289	0.0409104	0.133045	0.117951	0.194759	0.0556177	0.0710154	0.0422043	0.0266996	0.0156799	0.0120797	0.0290549	0.0587031	0.0586954	0.0605725	0.0280592	0.0982358	0.020187	0.129348	0.0127023	0.102552	0.0228674	0.0218419	0.0290563	0.0296973	3.588419
30	-15931.33	-15944.08	12.74558	0.094709	0.100437	0.0788348	0.0844697	0.110743	0.0925103	0.162227	0.0755026	0.123939	0.207308	0.0802298	0.119502	0.127729	0.0738649	0.0616274	0.14024	0.111519	0.0919982	0.0816656	0.0730145	0.0462035	0.0914124	0.129104	0.0281782	0.0177913	0.0413535	0.0209653	0.0535611	0.00998244	0.0454639	0.0394851	0.110262	0.0983863	0.0481959	0.037616	0.0094578	0.0483028	0.0413618	0.0403968	0.0524947	0.037546	0.0392037	0.035553	3.21435
40	-15885.83	-15899.32	13.49141	0.132015	0.111592	0.0918521	0.0678747	0.111908	0.0663188	0.124334	0.0942256	0.0707536	0.193797	0.0570141	0.104241	0.0895814	0.101746	0.0775185	0.103797	0.128956	0.130585	0.11228	0.0925187	0.0499038	0.0807771	0.181343	0.0346188	0.0143666	0.0145113	0.00765252	0.0651907	0.0316124	0.0334243	0.0115025	0.10568	0.0272817	0.0325546	0.0542998	0.0400044	0.0531639	0.0352286	0.0403968	0.0376302	0.0308614	0.0554842	0.0393692	3.139767
50	-15928.67	-15939.63	10.9579	0.191119	0.0577605	0.0763082	0.0583894	0.118559	0.0918836	0.161736	0.111408	0.123497	0.164549	0.0700726	0.06957	0.117724	0.138888	0.135425	0.113947	0.149909	0.122796	0.105986	0.0942145	0.0708771	0.091432	0.147506	0.0360232	0.0394048	0.0288365	0.0323603	0.0779189	0.0391063	0.0168444	0.0187938	0.0680189	0.0581921	0.0195803	0.063653	0.0297931	0.0989923	0.0482155	0.0309981	0.00847156	0.0177736	0.0369274	0.0396567	3.393118
60	-15952.86	-15963.01	10.14641	0.191119	0.0857295	0.0536593	0.113167	0.0674705	0.0811478	0.0843587	0.0863705	0.123663	0.196399	0.0860667	0.0554744	0.0830104	0.0790254	0.107471	0.154227	0.130918	0.0805737	0.171127	0.113816	0.171354	0.0983068	0.19332	0.0191142	0.0587267	0.0138877	0.0367565	0.0695259	0.0220696	0.0292203	0.0452163	0.103131	0.0582173	0.0694695	0.0289688	0.0215002	0.0689221	0.0201384	0.00521352	0.0215426	0.026587	0.0819707	0.066313	3.474267
70	-15916.97	-15929.46	12.49792	0.141314	0.0977639	0.0751691	0.127436	0.113845	0.093696	0.14855	0.0444251	0.134099	0.15148	0.0785253	0.0768398	0.078222	0.101776	0.0744182	0.0896351	0.161053	0.117937	0.132487	0.0753265	0.120482	0.0918959	0.119742	0.0373374	0.0164286	0.00886997	0.0286136	0.0695259	0.0211005	0.0164982	0.0187722	0.0608716	0.0163145	0.0495142	0.0917129	0.056228	0.0807634	0.0269407	0.0495104	0.0389745	0.0357997	0.0252671	0.043955	3.239116
80	-15924.95	-15938.06	13.11138	0.0843407	0.105324	0.0669523	0.107706	0.133164	0.0442315	0.109253	0.114079	0.0988244	0.125343	0.0492507	0.106301	0.109487	0.0985886	0.0793328	0.13206	0.111339	0.0887406	0.161126	0.0686518	0.0814863	0.156386	0.214412	0.0295784	0.048877	0.0390198	0.00369502	0.0669183	0.00668337	0.032978	0.0378096	0.0605375	0.0424751	0.0450386	0.0456978	0.0050531	0.0834052	0.0120853	0.0258636	0.0264177	0.0324201	0.0314332	0.0554037	3.17777
90	-15905.73	-15918.04	12.31118	0.107751	0.105475	0.0878488	0.104262	0.092089	0.0770747	0.0929652	0.0972481	0.0988244	0.141045	0.0568367	0.127709	0.110882	0.0505624	0.0935944	0.120715	0.179035	0.131401	0.120543	0.0900963	0.0730835	0.0908949	0.144321	0.0067937	0.0535371	0.0594605	0.038766	0.0586784	0.0265028	0.0131088	0.0580138	0.0240097	0.052763	0.0394758	0.0600899	0.0415764	0.117881	0.0387159	0.029432	0.0430645	0.0361134	0.0141142	0.0514362	3.25779
