Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-15847.37	-15860.99	13.62039	0.150776	0.0825199	0.0908061	0.0862681	0.110254	0.0850584	0.13475	0.0694141	0.109711	0.172595	0.0542909	0.0732484	0.0923792	0.0716546	0.0849381	0.138479	0.136616	0.118827	0.133119	0.0705681	0.0608568	0.0944212	0.145425	0.0165719	0.023872	0.0321937	0.0379908	0.0438059	0.106804	0.0388904	0.0630203	0.039081	0.0150991	0.0542585	0.0465102	0.0417214	0.0546588	0.0133556	0.0265491	0.0212401	0.0321272	0.0173922	0.0347505	3.126869
10	-15864.97	-15878.47	13.49871	0.157089	0.0554655	0.103697	0.0897285	0.132911	0.085648	0.125919	0.0720808	0.0898953	0.14936	0.0870055	0.0984255	0.114005	0.0667958	0.109981	0.116532	0.114324	0.0726361	0.123056	0.0779221	0.10539	0.0843212	0.114498	0.016155	0.0280054	0.0735676	0.0560921	0.0393916	0.0405964	0.0209909	0.0324328	0.0232665	0.0441005	0.033182	0.0539772	0.0368123	0.0532427	0.0398269	0.0524808	0.0122879	0.0638048	0.0249348	0.0472038	3.139037
20	-15881.03	-15893.92	12.89074	0.118112	0.104775	0.0775169	0.0899891	0.0844978	0.081196	0.116331	0.0987333	0.116989	0.215681	0.0758479	0.0785598	0.0984771	0.12423	0.107161	0.160428	0.111426	0.150146	0.121964	0.0913388	0.0765618	0.0726345	0.166396	0.0206012	0.0288558	0.0461106	0.0286434	0.0460205	0.0365791	0.00400236	0.0285712	0.0607886	0.0298598	0.0300964	0.0533977	0.0133261	0.0645975	0.0249992	0.0442068	0.0002785	0.0458956	0.0319663	0.022044	3.199834
30	-15855.08	-15867.87	12.78935	0.14746	0.0943267	0.0926373	0.092277	0.109815	0.0812884	0.0956359	0.0955998	0.0877081	0.152557	0.0988006	0.0731776	0.070305	0.123727	0.0767138	0.111561	0.142218	0.114915	0.104731	0.0834301	0.0914849	0.104494	0.165026	0.022853	0.0145004	0.0556196	0.0498053	0.0504514	0.0302661	0.0584908	0.0350088	0.0480261	0.0340556	0.0388053	0.0731684	0.0492713	0.115672	0.0190205	0.0220019	0.000821078	0.0111807	0.0309252	0.0401405	3.209973
40	-15857.34	-15871.08	13.73992	0.130526	0.0773487	0.0910001	0.123005	0.112054	0.0632847	0.146075	0.085485	0.0836988	0.131188	0.0731394	0.06394	0.113775	0.0847558	0.105067	0.105421	0.110799	0.109591	0.0993841	0.0697425	0.116657	0.0636809	0.185797	0.0169827	0.0329638	0.051307	0.0291675	0.0681283	0.0646781	0.01531	0.0406077	0.0533402	0.0226867	0.0379764	0.0358679	0.0337117	0.106846	0.0494879	0.0165269	0.00472476	0.0266362	0.0280231	0.0345293	3.114916
50	-15835.54	-15847.77	12.22603	0.11461	0.133	0.0940233	0.107788	0.119944	0.101043	0.120937	0.0837947	0.1043	0.165674	0.0725411	0.0804114	0.102353	0.0599917	0.101938	0.132572	0.131302	0.114107	0.0979934	0.0901801	0.160331	0.0661354	0.151321	0.0162799	0.0465833	0.0430992	0.02814	0.0475111	0.0486608	0.0397964	0.060061	0.0551129	0.0325262	0.0344927	0.0515651	0.0225701	0.0766481	0.0165476	0.0261487	0.0176233	0.0440721	0.0170297	0.0355471	3.266305
60	-15865.25	-15878.65	13.39676	0.12213	0.0680774	0.0810285	0.0940884	0.112739	0.136395	0.120978	0.0762268	0.0859401	0.145262	0.061091	0.059006	0.0984103	0.132421	0.118714	0.132024	0.140572	0.105179	0.11735	0.0536463	0.0770382	0.0658164	0.162112	0.0184657	0.0305246	0.0862084	0.0206772	0.0324948	0.0228303	0.0548735	0.061879	0.0479881	0.0131243	0.0315155	0.0483083	0.0479913	0.089427	0.0250917	0.0318265	0.0434535	0.0142429	0.0368686	0.0251966	3.149232
70	-15862.09	-15875.64	13.55113	0.104916	0.0832751	0.0795746	0.122581	0.171763	0.0623693	0.114409	0.0495195	0.0871699	0.141376	0.0649792	0.10694	0.118197	0.114905	0.0819205	0.151364	0.128878	0.0891637	0.0758529	0.0735863	0.0930672	0.0753285	0.162454	0.0132265	0.0333943	0.0214564	0.0573984	0.0683685	0.0643174	0.0351725	0.0305305	0.0307718	0.0429413	0.0590871	0.0482409	0.0306054	0.0995102	0.00500616	0.0370227	0.0167953	0.0431951	0.0201977	0.0229674	3.133795
80	-15869.69	-15881.71	12.02389	0.122378	0.0663795	0.110635	0.0809504	0.142008	0.0912971	0.152422	0.0859245	0.0982679	0.18401	0.0973535	0.0989236	0.132663	0.0793963	0.0964549	0.0995257	0.127834	0.0792453	0.109405	0.0762879	0.0871726	0.0772683	0.193132	0.0294853	0.0564194	0.0494567	0.0558095	0.0313329	0.0650318	0.0150948	0.0292857	0.0248876	0.0227869	0.0467643	0.0697382	0.034201	0.0447967	0.0467164	0.0254916	0.0502097	0.0431951	0.00881253	0.0480695	3.286519
90	-15828.55	-15842.68	14.13158	0.114039	0.111278	0.0691728	0.0848351	0.0989683	0.10099	0.0863849	0.0673603	0.0870195	0.175429	0.0565928	0.0876158	0.0693228	0.110067	0.126351	0.148382	0.137852	0.101058	0.109409	0.0630247	0.100445	0.0778575	0.172116	0.00470926	0.0259414	0.031197	0.0224019	0.059465	0.0436892	0.0376048	0.0469264	0.057265	0.0333254	0.0300694	0.0412729	0.0247582	0.0780889	0.0241542	0.0423104	0.0117957	0.054212	0.0276259	0.0233646	3.07575
