Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-20106.88	-20098.49	-8.390337	0.0434506	0.00747247	0.0101086	0.842843	0.0255936	0.0218547	0.0853407	0.104577	0.10653	0.0611499	0.10556	0.135556	0.058875	0.299695	0.0585624	0.0827316	0.00140267	0.154484	0.134012	0.0172468	0.250594	0.13029	0.0679958	0.0480724	0.0468681	0.0532858	0.083282	0.0521662	0.192722	0.140871	0.0204408	0.0696314	0.0618908	0.267556	0.120147	0.223927	0.316582	0.0155083	0.105873	0.167107	0.114244	0.376651	0.0451894	5.327942
10	-20241.76	-20248.2	6.431531	0.194941	0.0251016	0.0511337	0.00710848	0.107468	0.0925357	0.0853407	0.118435	0.0816741	0.039439	0.177192	0.0475025	0.0302013	0.0302768	0.0596013	0.0618188	0.121183	0.0110387	0.00030915	0.0925896	0.0314138	0.13029	0.0642338	0.0981798	0.0413136	0.0190363	0.100727	0.000297207	0.200204	0.170611	0.012763	0.435339	0.0618908	0.215912	0.237697	0.124143	0.160686	0.112092	0.00894949	0.0011205	0.045677	0.0416969	0.0965928	3.845755
20	-20037.45	-20043.36	5.906762	0.0296109	0.187878	0.0252305	0.0262327	0.0821814	0.0358819	0.047718	0.0703252	0.0979923	0.083457	0.0555797	0.0274409	0.156682	0.00171182	0.386133	0.00847832	0.351572	0.258383	0.100474	0.0668608	0.0755664	0.0985776	0.00305383	0.0110803	0.0833159	0.119896	0.116043	0.000396594	0.0256642	0.140874	0.158219	0.228021	0.0368811	0.129984	0.0101506	0.182019	0.0470079	0.0429479	0.0561761	0.133552	0.0353527	0.0186016	0.0450289	3.898232
30	-20536.07	-20550.27	14.20847	0.115398	0.0470101	0.0208353	0.02661	0.0232887	0.0548451	0.0587134	0.0199998	0.128065	0.0247915	0.00242124	0.0218686	0.0119439	0.406167	0.0866533	0.0900197	0.00605776	0.0451828	0.181728	0.0466362	0.0670559	0.057265	0.115726	0.0950156	0.0659733	0.0309363	0.0287617	0.00635611	0.0205411	0.0465012	0.0245124	0.0953505	0.0387259	0.000348045	0.0237865	0.494176	0.0166059	0.013559	0.0369566	0.0850881	0.149734	0.0181588	0.118691	3.068061
40	-19620.19	-19627	6.812151	0.210613	0.178597	0.188803	0.113006	0.165849	0.0115303	0.11975	0.0297246	0.092864	0.135992	0.276649	0.0815474	0.00643405	0.0356265	0.103457	0.0992361	0.0693559	0.0157838	0.0275029	0.0391997	0.0547871	0.063954	0.0312548	0.0320432	0.00109594	0.238144	0.0392524	0.267907	0.00986314	0.00841242	0.0106475	0.242211	0.00732341	0.00727662	0.0668522	0.236236	0.0977825	0.137596	0.00285379	0.0639458	0.00415734	0.0588339	0.123741	3.807693
50	-19696.09	-19706.79	10.70083	0.0122019	0.0848329	0.0360828	0.0778724	0.129448	0.063818	0.0165831	0.0387376	0.031002	0.0437886	0.198968	0.152729	0.0244097	0.0133594	0.0558603	0.35782	0.157845	0.0110632	0.0498854	0.0170605	0.0877203	0.145042	0.209882	0.13616	0.0046765	0.0657603	0.351254	0.282894	0.0424435	0.138841	0.00593851	0.0997471	0.0644148	0.0228329	0.0282131	0.0471919	0.029494	0.0152503	0.0271481	0.0145358	0.00206986	0.001758	0.02219	3.418825
60	-20332.08	-20339.46	7.372609	0.0581689	0.136248	0.128698	0.198983	0.0195129	0.0472525	4.70199e-05	0.115833	0.0169696	0.0326101	0.0337204	0.0134039	0.0585027	0.171316	0.119021	0.202316	0.0413191	0.0633773	0.0270533	0.0801436	0.0633944	0.103368	0.295816	0.0391438	0.0591747	0.172599	0.0340245	0.0639634	0.104365	0.041771	0.39833	0.139569	0.074728	0.0364505	0.00120682	0.00317995	0.184472	0.0820013	0.0938932	0.0039275	0.0688072	0.0635742	0.0593912	3.751647
70	-20333.28	-20333.71	0.4289119	0.0834976	0.103999	0.00382511	0.143794	0.0215622	0.0658174	0.145279	0.152432	0.030467	0.22533	0.0417652	0.0680572	0.0144554	0.0306523	0.0290391	0.0211452	0.0520366	0.295963	0.0270533	0.073111	0.0676603	0.106489	0.155717	0.153264	0.0706528	0.054078	0.0382662	0.0639634	0.066804	0.190091	0.00346834	0.139569	0.0863755	0.302771	0.101733	0.0432215	0.121063	0.226843	0.0438361	0.166642	0.219881	0.167146	0.227203	4.446017
80	-20068.64	-20074.14	5.502009	0.0118575	0.120668	0.0928647	0.0152763	0.0316359	0.0788142	0.063021	0.242865	0.0930451	0.155903	0.000876836	0.180616	0.0805154	0.013248	0.00699176	0.0469168	0.120222	0.0805175	0.154687	0.00707198	0.00204058	0.107451	0.171557	0.11861	0.220015	0.0225567	0.239428	0.0022045	0.066804	0.177384	0.0998982	0.0386295	0.0545066	0.0460417	0.143867	0.0664354	0.0123013	0.114389	0.131807	0.00429194	0.165347	0.0160685	0.319461	3.938707
90	-20386.76	-20384.62	-2.146396	0.171446	0.0203804	0.140177	0.0236925	0.0228256	0.0103434	0.0271179	0.0269564	0.0409614	0.0755369	0.045602	0.0256136	0.00376846	0.0499242	0.436434	0.0546869	0.0981132	0.0419796	0.109752	0.0702373	0.121803	0.089767	0.0978759	0.234578	0.0234572	0.117819	0.274412	0.0430742	0.256202	0.0584025	0.150078	0.00528144	0.403586	0.0443426	0.029998	0.157317	0.0686998	0.0557915	0.159957	0.382335	0.00526765	0.390132	0.0378228	4.703548
