Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-15809.61	-15821.22	11.60738	0.154831	0.0996383	0.0905772	0.116322	0.130154	0.0787227	0.144491	0.0797566	0.0971613	0.217285	0.0770466	0.0761177	0.0974314	0.112934	0.111861	0.114084	0.118929	0.107192	0.115521	0.0795516	0.0881728	0.0873374	0.176572	0.0284879	0.0196175	0.0390334	0.0161814	0.0710874	0.0362724	0.0423179	0.036432	0.0419124	0.0196029	0.0455066	0.0414075	0.0265839	0.0826982	0.0408199	0.0321868	0.0272294	0.0423666	0.052742	0.013994	3.32817
10	-15806.96	-15819.63	12.66198	0.118446	0.0750133	0.110618	0.126835	0.104816	0.0640164	0.117254	0.0927449	0.0748716	0.155131	0.0902795	0.0778047	0.103911	0.0934282	0.114889	0.136267	0.138448	0.123623	0.137143	0.0796017	0.0780944	0.0922014	0.172399	0.0313728	0.0213024	0.0416664	0.0163679	0.0406107	0.0301933	0.0465433	0.0457338	0.0496014	0.0287762	0.0274554	0.0591103	0.0358278	0.0775786	0.0309141	0.0336829	0.020275	0.0288596	0.0474435	0.0315584	3.22271
20	-15807.19	-15819.55	12.35657	0.125546	0.0973338	0.0956918	0.108263	0.108352	0.0706047	0.12484	0.0720613	0.082377	0.147915	0.0700634	0.0962247	0.0940186	0.0941133	0.137525	0.122592	0.123334	0.131323	0.125834	0.0712851	0.0957843	0.108643	0.195321	0.028217	0.0277618	0.0294386	0.0118751	0.0553543	0.0308753	0.0368853	0.0350785	0.0608671	0.0393065	0.0407967	0.0475721	0.0267256	0.0664624	0.0454939	0.0170174	0.032128	0.0368684	0.0502902	0.0351915	3.253251
30	-15803.83	-15816.83	13.00331	0.107544	0.089913	0.089961	0.115982	0.118585	0.0888791	0.130999	0.0776571	0.0880478	0.152929	0.0747934	0.0935556	0.115317	0.0941133	0.115842	0.13781	0.123334	0.103078	0.120505	0.0681599	0.0942065	0.0951557	0.155179	0.0286074	0.0301631	0.0318744	0.0294468	0.0461459	0.0340009	0.0314811	0.0401794	0.0427063	0.0374847	0.0231245	0.0711314	0.0276764	0.0661061	0.0228545	0.0165619	0.055027	0.0342278	0.0386875	0.0295438	3.188577
40	-15813.01	-15824.96	11.94976	0.161504	0.0807102	0.144398	0.0935204	0.109892	0.0766766	0.123306	0.0789347	0.109355	0.155323	0.0706377	0.106236	0.0972584	0.0855039	0.115591	0.132048	0.116571	0.12538	0.135653	0.0806206	0.0864146	0.0708744	0.187635	0.0325887	0.0212602	0.0396098	0.0252635	0.0350545	0.0317384	0.0415563	0.0408185	0.0630359	0.0290503	0.0453499	0.0759137	0.027096	0.0702157	0.0213564	0.0185154	0.0229782	0.038836	0.0481546	0.0214963	3.293931
50	-15805.13	-15817.5	12.37521	0.132188	0.0945155	0.0891872	0.11496	0.110199	0.0662427	0.151045	0.0878907	0.104743	0.162993	0.0819742	0.0915398	0.0831273	0.092136	0.133608	0.123495	0.138316	0.114797	0.144992	0.0698368	0.092123	0.0977405	0.171281	0.0304257	0.0278019	0.0275198	0.0212896	0.0407738	0.0183908	0.0376523	0.0505597	0.0336077	0.0315531	0.0339002	0.068357	0.0107648	0.0784423	0.0274701	0.0352594	0.0252628	0.0284369	0.0529281	0.0220609	3.251387
60	-15803.63	-15815.96	12.33396	0.122707	0.0979342	0.094658	0.122825	0.100459	0.073577	0.120771	0.0849999	0.0902846	0.16665	0.102546	0.0883022	0.11588	0.106917	0.0973871	0.13927	0.116195	0.118879	0.104832	0.0853609	0.0992624	0.0726442	0.172124	0.0191339	0.0403665	0.0362015	0.0265712	0.0602518	0.0368488	0.0305973	0.034121	0.0491253	0.0212859	0.0511894	0.0378146	0.0290789	0.0784423	0.0439988	0.02399	0.0357504	0.0375752	0.0454446	0.0232586	3.255512
70	-15808.92	-15821.02	12.09542	0.120719	0.106103	0.094658	0.121514	0.11287	0.0905186	0.126429	0.0760828	0.0975921	0.168415	0.0583733	0.0735688	0.108922	0.102147	0.131065	0.151719	0.108348	0.107106	0.0986859	0.0930859	0.108004	0.0934149	0.162644	0.0265342	0.0364	0.038453	0.00998396	0.0586326	0.0498448	0.0395008	0.0613472	0.0465304	0.0275663	0.0337171	0.0350942	0.0271165	0.0945025	0.029834	0.0170906	0.0220631	0.0346051	0.0496905	0.0288736	3.279365
80	-15813.06	-15825.36	12.30173	0.135031	0.110387	0.0793094	0.104588	0.11103	0.0867372	0.112455	0.0822627	0.0871308	0.160695	0.0848683	0.112051	0.0808779	0.110431	0.13214	0.116328	0.114106	0.128104	0.146327	0.0733843	0.0867548	0.0767267	0.151779	0.041116	0.0381745	0.0348738	0.0260687	0.0424535	0.0334497	0.032265	0.0495818	0.0431619	0.0331644	0.0506377	0.0435173	0.0375603	0.0957455	0.016329	0.0379761	0.0196965	0.0144702	0.0620213	0.0229688	3.258735
90	-15816.89	-15828.82	11.929	0.114557	0.0965041	0.104476	0.127418	0.0946595	0.0937044	0.122745	0.0731945	0.0922572	0.156001	0.0790405	0.0912395	0.0799123	0.100511	0.0958992	0.117629	0.127287	0.142745	0.153769	0.0778922	0.111666	0.0824895	0.167707	0.0434981	0.025379	0.0323459	0.0251689	0.0484574	0.0306201	0.0384402	0.0581309	0.0615369	0.0168339	0.0236072	0.0570517	0.0451425	0.0729204	0.0378498	0.0329135	0.045656	0.0204589	0.045499	0.031193	3.296008
