Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-15997.83	-16007.03	9.203041	0.0975963	0.110966	0.184325	0.0604301	0.0936386	0.116768	0.118735	0.112649	0.133394	0.176575	0.116249	0.0911892	0.13085	0.0661352	0.091691	0.154968	0.165321	0.116951	0.0749801	0.138873	0.0943089	0.127496	0.15333	0.00994772	0.0228933	0.0552733	0.0216297	0.0539605	0.020592	0.0293799	0.0792372	0.0501466	0.0367403	0.0631593	0.0159654	0.0408761	0.149552	0.0445791	0.00294313	0.0293692	0.0179096	0.0227565	0.074274	3.568604
10	-15939.83	-15952.95	13.12307	0.104495	0.0558599	0.0791793	0.109396	0.114624	0.0619478	0.197451	0.076294	0.1154	0.200407	0.0606808	0.0317315	0.0890638	0.0938575	0.0880481	0.131313	0.185322	0.0911073	0.107029	0.070711	0.108849	0.0683207	0.135363	0.021331	0.0588094	0.025762	0.0415686	0.0510939	0.0355231	0.0454025	0.0330698	0.0506412	0.0336377	0.0494612	0.0398601	0.019705	0.107121	0.0220093	0.00436482	0.0212571	0.0237968	0.047424	0.0683122	3.176601
20	-15884.61	-15897.17	12.55962	0.15131	0.12826	0.0918328	0.087277	0.128971	0.0687808	0.119174	0.0840304	0.104447	0.215245	0.0874941	0.0433519	0.116675	0.107843	0.120926	0.152137	0.165343	0.0922738	0.118662	0.0585667	0.0885278	0.0739916	0.130782	0.0224704	0.0363231	0.0148755	0.0062198	0.0578989	0.0362783	0.011375	0.0343016	0.0647156	0.0347103	0.0327621	0.0568932	0.0478975	0.0693957	0.0420159	0.0237127	0.0261788	0.0295365	0.0294778	0.0200046	3.232946
30	-15904.03	-15917.06	13.02358	0.153557	0.0823911	0.0933566	0.0337608	0.116089	0.0601131	0.104056	0.077864	0.0954659	0.104521	0.1035	0.0887986	0.119457	0.125325	0.113774	0.107445	0.116088	0.113242	0.115774	0.0851789	0.0821886	0.0816572	0.145737	0.0186213	0.0821573	0.0285934	0.0429001	0.0373883	0.0248379	0.0198413	0.0526537	0.0547015	0.0689476	0.0820957	0.0380616	0.0203556	0.0838162	0.0254103	0.0245234	0.0530799	0.0513226	0.0365609	0.021341	3.18655
40	-15932.69	-15945.6	12.91047	0.0834535	0.127087	0.058119	0.0689908	0.0899464	0.082287	0.158517	0.103807	0.0773843	0.131916	0.0771081	0.0701292	0.077692	0.112836	0.104568	0.118931	0.175944	0.124707	0.0874629	0.0851789	0.0632284	0.0880983	0.189334	0.0293372	0.081044	0.0177476	0.0209369	0.0754205	0.0388864	0.0244024	0.0554754	0.0610635	0.050078	0.0634633	0.0128471	0.035312	0.0464564	0.00590098	0.0185367	0.062804	0.0587586	0.031577	0.0510863	3.197861
50	-15881.12	-15892.28	11.16107	0.11309	0.0869933	0.108924	0.149865	0.148963	0.0782302	0.143511	0.0815233	0.102741	0.161348	0.0803305	0.124747	0.0796636	0.0945339	0.101724	0.100254	0.170901	0.180922	0.0891089	0.0593827	0.103238	0.0692298	0.209317	0.00594576	0.0718135	0.0386313	0.0510112	0.0360657	0.0175186	0.0206162	0.059209	0.0340058	0.0375531	0.0297178	0.0270989	0.0545529	0.0673736	0.0361515	0.02332	0.0303723	0.012615	0.031577	0.0491109	3.372801
60	-15885.9	-15899.03	13.13132	0.0958546	0.129444	0.106045	0.0952436	0.117533	0.0755319	0.128252	0.0842877	0.103603	0.118514	0.0458255	0.155461	0.0796636	0.131796	0.0882667	0.104994	0.0913386	0.132444	0.108851	0.0601812	0.109229	0.130068	0.171665	0.00868907	0.0240577	0.0157698	0.0502437	0.0360657	0.0321856	0.0239088	0.0412122	0.061853	0.0318738	0.0332973	0.0314416	0.0129137	0.088296	0.0224241	0.0397995	0.0478861	0.0335122	0.0457453	0.0305082	3.175775
70	-15904.87	-15914.63	9.757254	0.105733	0.0912628	0.188838	0.0637144	0.135619	0.0894638	0.177629	0.0786419	0.148131	0.174834	0.0698591	0.116975	0.107061	0.115696	0.0894404	0.171478	0.109745	0.141614	0.0882201	0.0949348	0.0833176	0.109078	0.201364	0.000542223	0.0532234	0.0569355	0.0179098	0.0761391	0.0321856	0.0112577	0.0536944	0.0270248	0.028266	0.0378034	0.0258904	0.00985239	0.088296	0.0298511	0.0397995	0.0597793	0.0357621	0.0506741	0.0256463	3.513183
80	-15897.44	-15907.66	10.21704	0.128902	0.0827682	0.11244	0.0855891	0.0940412	0.0642443	0.140364	0.0943302	0.103392	0.184029	0.112052	0.0847804	0.0986497	0.0785594	0.134733	0.10278	0.165552	0.126697	0.174208	0.072789	0.0950994	0.0748028	0.175415	0.0269275	0.0540557	0.0729485	0.0256448	0.0583056	0.0291669	0.017153	0.0435692	0.0411086	0.0466999	0.0507332	0.0936858	0.0132797	0.11146	0.0286026	0.0285373	0.0597793	0.0433536	0.00734284	0.0286332	3.467204
90	-15860.79	-15873.52	12.7295	0.0940504	0.0960466	0.115576	0.101296	0.130873	0.0858485	0.145835	0.0638683	0.10859	0.174592	0.112052	0.0787171	0.0825315	0.093104	0.0953594	0.148512	0.0992266	0.0843909	0.129011	0.0594849	0.0680307	0.0670445	0.219531	0.0275518	0.0400257	0.0542596	0.0600518	0.0459549	0.0366525	0.0348257	0.0193788	0.0411086	0.0301441	0.0530714	0.0343076	0.0305719	0.0560792	0.0251648	0.0228372	0.0489569	0.0261522	0.0487301	0.0265621	3.215958
