Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-16051.57	-16062.01	10.44661	0.114262	0.130137	0.137598	0.115825	0.112737	0.0755001	0.102295	0.0386365	0.077706	0.151487	0.0574621	0.0839532	0.0493464	0.0754896	0.120496	0.120889	0.136484	0.0512761	0.131576	0.0691767	0.0297379	0.118907	0.206196	0.035385	0.0705496	0.0386839	0.0203559	0.0879726	0.0458698	0.154293	0.0445394	0.0225769	0.0327364	0.0258414	0.0124335	0.0022037	0.0401646	0.0646557	0.0611221	0.0842038	0.163206	0.111821	0.0184585	3.444247
10	-15999.03	-16010.39	11.36008	0.114262	0.104323	0.140042	0.107566	0.13459	0.0713868	0.111106	0.0746863	0.101853	0.108452	0.0564222	0.0538203	0.0927419	0.132497	0.0681956	0.0780905	0.0908643	0.105915	0.0593802	0.0729373	0.106992	0.10597	0.14589	0.0242148	0.0430763	0.0534285	0.0301587	0.0471986	0.0761926	0.10178	0.0935004	0.074035	0.0674222	0.0680466	0.0677615	0.0321818	0.0066409	0.0677768	0.0646573	0.0186591	0.12141	0.0291653	0.0276089	3.3529
20	-16110.7	-16121.39	10.68581	0.138674	0.0765659	0.124703	0.108425	0.156574	0.0873528	0.124602	0.0807651	0.0478699	0.10529	0.0864193	0.075004	0.0946523	0.0694742	0.0752419	0.162729	0.101449	0.105431	0.129193	0.0730037	0.0910418	0.109037	0.200605	0.0495621	0.067271	0.0515335	0.0257517	0.0303592	0.0306854	0.0778395	0.116249	0.0297379	0.0875374	0.0219209	0.10431	0.0306242	0.0102493	0.0554422	0.0212967	0.0477172	0.103692	0.0326529	0.00179167	3.420327
30	-16202.31	-16214.36	12.04815	0.111216	0.0765659	0.0919369	0.0510698	0.154451	0.0835024	0.139512	0.0433185	0.0475121	0.094523	0.0787132	0.0751512	0.0774428	0.0487563	0.124462	0.195445	0.189943	0.112699	0.0961848	0.0606868	0.135675	0.132371	0.143056	0.0313905	0.067271	0.0322989	0.0300435	0.0361966	0.0587796	0.0778395	0.0975954	0.0335277	0.0757051	0.0350424	0.0782356	0.0278912	0.0677052	0.0166339	0.0135689	0.0477172	0.0820028	0.00336228	0.00709165	3.284093
40	-16219.52	-16230.3	10.77567	0.120594	0.0722918	0.108907	0.109844	0.102688	0.0492797	0.0836686	0.0874024	0.123618	0.106742	0.0822795	0.197578	0.168433	0.0794592	0.0915327	0.0979014	0.140316	0.117504	0.181016	0.0479435	0.0717154	0.113163	0.323658	0.0113518	0.0229158	0.0322989	0.00922777	0.0191204	0.0337047	0.0870998	0.0515322	0.0251923	0.0169128	0.0262229	0.0606141	0.0230027	0.00405712	0.0449797	0.0211802	0.0217208	0.181387	0.0146756	0.0266074	3.411341
50	-16208.52	-16220.15	11.6274	0.195234	0.0637562	0.156551	0.0459077	0.083815	0.0920818	0.0783771	0.0567672	0.136529	0.15269	0.0609869	0.234286	0.116916	0.135586	0.108446	0.0979014	0.118008	0.0937457	0.17481	0.0283121	0.050145	0.0950229	0.134981	0.0452663	0.0792603	0.0526996	0.0214488	0.00891123	0.00700705	0.0807427	0.0425595	0.0504791	0.0125041	0.020188	0.0203173	0.053459	0.00982331	0.0893599	0.0221374	0.0217208	0.118167	7.88827e-05	0.0591829	3.326168
60	-16067.71	-16075.52	7.817044	0.0666822	0.131184	0.124557	0.139795	0.119981	0.0461019	0.129682	0.177363	0.0383166	0.163676	0.0895501	0.148071	0.129393	0.0780817	0.139564	0.0866511	0.168273	0.125852	0.168811	0.0507179	0.131298	0.0985593	0.248314	0.0265616	0.0673479	0.0253128	0.00547582	0.042253	0.0364293	0.0728114	0.0413855	0.0523085	0.0326449	0.0613933	0.0244725	0.0467262	0.0275356	0.0871434	0.0460123	0.0172989	0.160605	0.00415084	0.0288595	3.707204
70	-16154.67	-16161.31	6.643629	0.0876934	0.207953	0.112322	0.100362	0.206849	0.0460815	0.123904	0.119872	0.103842	0.0974729	0.124296	0.100424	0.094939	0.0848016	0.093599	0.247264	0.163816	0.102577	0.235945	0.070119	0.0762387	0.0694192	0.15659	0.0191282	0.0324504	0.0973587	0.0659905	0.042253	0.0108486	0.078732	0.111325	0.0207936	0.0372599	0.0248736	0.00992727	0.0766008	0.112302	0.0209199	0.0489676	0.0158883	0.099313	0.0224798	0.0507534	3.824545
80	-16133.29	-16144.53	11.23906	0.0850174	0.0691799	0.116108	0.10881	0.111735	0.0397227	0.220912	0.117021	0.0692913	0.124883	0.137034	0.0911419	0.110621	0.0848016	0.13537	0.163944	0.168295	0.102886	0.0506085	0.0813984	0.0638691	0.0546471	0.134814	0.0144295	0.053707	0.0252646	0.0659905	0.0202166	0.0374993	0.0831947	0.0164875	0.0320841	0.0312453	0.057243	0.0320827	0.0336559	0.0620706	0.0336552	0.0418643	0.00265971	0.123236	0.0295104	0.126793	3.365002
90	-16154.46	-16163.95	9.48535	0.156548	0.114025	0.217221	0.0956939	0.13438	0.0626394	0.171271	0.104242	0.0191383	0.135691	0.118284	0.0980542	0.116751	0.0989454	0.105935	0.178956	0.1015	0.100359	0.135543	0.15304	0.0712566	0.0710936	0.124851	0.00473816	0.0170307	0.0340028	0.0712713	0.0744901	0.0240683	0.0403975	0.0465139	0.0912633	0.0899223	0.0251891	0.0927978	0.0308813	0.0176816	0.0623675	0.0117504	0.030632	0.0473556	0.00550058	0.0370992	3.540373
100	-16272.46	-16285.39	12.93587	0.0826264	0.0734219	0.0574426	0.0754076	0.108183	0.0913701	0.135195	0.0737729	0.130901	0.13619	0.0226313	0.0356161	0.127317	0.0837576	0.0812336	0.158982	0.102222	0.221304	0.185626	0.0716062	0.0297361	0.0812506	0.164407	0.0468998	0.0653991	0.0154744	0.00958467	0.00290194	0.0157193	0.027964	0.0819037	0.100127	0.00777728	0.0024981	0.0749861	0.0143123	0.0202714	0.144012	0.031208	0.0324862	0.104004	0.0528526	0.0147406	3.195321
