Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-15828.92	-15842.45	13.5316	0.148644	0.0822756	0.0976572	0.0781244	0.155623	0.0578981	0.125444	0.0852081	0.0856912	0.165109	0.0690656	0.0660661	0.103608	0.101097	0.0807904	0.110477	0.117332	0.0972287	0.119003	0.0737448	0.0948979	0.0850892	0.195087	0.0478332	0.0359655	0.0440922	0.0236297	0.0453981	0.025181	0.0292868	0.0412315	0.0398205	0.0412073	0.0374466	0.0700055	0.0119586	0.0564431	0.0351711	0.019351	0.0301957	0.023645	0.0432121	0.0395119	3.135748
10	-15845.94	-15859.16	13.22233	0.0938923	0.113938	0.117652	0.0964355	0.104005	0.093166	0.1246	0.0926457	0.0976301	0.197973	0.0630693	0.109013	0.112767	0.0545583	0.125958	0.139419	0.118461	0.0966085	0.0983521	0.0976679	0.0947367	0.0734269	0.174092	0.0511194	0.0204806	0.0316134	0.00836063	0.0303006	0.0583461	0.0231853	0.0417183	0.0297051	0.0393902	0.0193344	0.0358862	0.0205391	0.0892659	0.0422689	0.0225526	0.0101922	0.0318462	0.0391228	0.0313803	3.166675
20	-15824.95	-15838.19	13.24061	0.132088	0.0925837	0.105847	0.143766	0.0868938	0.107776	0.101197	0.0683213	0.111757	0.143921	0.0609355	0.0812591	0.115894	0.0901276	0.0963163	0.126873	0.124533	0.112247	0.126113	0.101246	0.0940243	0.0693812	0.131563	0.0261203	0.0250225	0.0361856	0.0116163	0.0502546	0.0204773	0.0441906	0.0504845	0.0332048	0.0264627	0.0323097	0.0813771	0.034789	0.0783615	0.0335815	0.0239823	0.0276026	0.0224429	0.0526651	0.0290522	3.164847
30	-15832.26	-15845.03	12.77005	0.140349	0.0979622	0.0694323	0.127716	0.106378	0.110797	0.104931	0.0731658	0.097798	0.200985	0.072466	0.0825764	0.0890695	0.102111	0.100158	0.124227	0.1413	0.114662	0.0946778	0.0754217	0.119348	0.117889	0.19171	0.0157574	0.0290467	0.0270868	0.00981893	0.0319339	0.0293324	0.0467374	0.0440493	0.0372493	0.0181032	0.0526166	0.0621106	0.034789	0.0783615	0.0368213	0.0372799	0.00968245	0.0245261	0.0257718	0.00569915	3.211903
40	-15809.83	-15823.23	13.40253	0.118241	0.0970925	0.090872	0.121496	0.103253	0.0920044	0.130343	0.107917	0.0781613	0.167822	0.0674541	0.0621465	0.0820338	0.118807	0.0936336	0.138389	0.0985385	0.125407	0.132524	0.0876538	0.0788522	0.074978	0.151533	0.0337347	0.0370172	0.0320797	0.0232904	0.04966	0.037726	0.0256982	0.0583551	0.0566039	0.0240186	0.0336651	0.0443945	0.0174691	0.0832079	0.0311718	0.0217533	0.0224424	0.0361379	0.0421903	0.0188863	3.148655
50	-15828.64	-15840.31	11.66352	0.143293	0.129043	0.0868577	0.124464	0.131156	0.0991188	0.112994	0.0794554	0.11195	0.140819	0.0969027	0.0539321	0.0829291	0.117787	0.111553	0.138389	0.113502	0.136974	0.129615	0.101167	0.0740573	0.084046	0.157405	0.0398597	0.0370172	0.0415835	0.0232904	0.0447699	0.0227184	0.0209278	0.0561171	0.0371927	0.0391393	0.0516263	0.0617787	0.0143897	0.0729443	0.0154982	0.0290574	0.0407981	0.0349811	0.0488125	0.0326451	3.322556
60	-15838.87	-15850.6	11.72944	0.118714	0.0997139	0.0922898	0.116805	0.119373	0.104699	0.124991	0.0868315	0.0859055	0.144622	0.0888284	0.0657332	0.086639	0.128117	0.128378	0.164529	0.142676	0.0892228	0.132253	0.106048	0.0824736	0.081793	0.144554	0.0650173	0.0460854	0.0510814	0.0245954	0.0496417	0.0178658	0.0260521	0.046357	0.075501	0.0293095	0.0312109	0.0470498	0.0329021	0.0841674	0.0290145	0.0283628	0.0280382	0.0223421	0.0303096	0.0158716	3.315964
70	-15817.94	-15829.83	11.89217	0.140675	0.12617	0.104419	0.105552	0.098561	0.0981687	0.142578	0.0827476	0.0831498	0.170733	0.0855934	0.0841123	0.117758	0.0894487	0.110435	0.105983	0.0998832	0.107152	0.118281	0.0812397	0.0778432	0.0873226	0.210771	0.0255263	0.0195817	0.0456195	0.045774	0.0439381	0.0401877	0.0175734	0.0394027	0.0370479	0.0350385	0.0370013	0.0905037	0.0171062	0.0780423	0.0404918	0.043526	0.0241344	0.0220074	0.0530409	0.01557	3.299691
80	-15806.7	-15818.95	12.24945	0.148837	0.092473	0.086836	0.10508	0.136534	0.080519	0.114116	0.0725911	0.112521	0.187573	0.0860842	0.0776668	0.0980787	0.0978318	0.100172	0.14386	0.138478	0.128361	0.118417	0.0888675	0.0818217	0.076669	0.167259	0.020556	0.0287276	0.032418	0.0266494	0.0541922	0.0249699	0.0211926	0.034843	0.024757	0.0480447	0.0357642	0.061152	0.02867	0.0780423	0.0385457	0.0430342	0.0156444	0.0385682	0.0530409	0.0145048	3.263963
90	-15832.24	-15844.58	12.33849	0.104988	0.0675579	0.088858	0.117134	0.109368	0.101077	0.125172	0.0668433	0.0988494	0.163686	0.0738653	0.0984569	0.117155	0.0908252	0.0978458	0.189899	0.11834	0.0982592	0.139808	0.0753642	0.0977257	0.0970084	0.159547	0.0245168	0.0341793	0.0361225	0.0474029	0.0490333	0.014798	0.0363754	0.0243741	0.0307961	0.0386858	0.0677689	0.070128	0.0228124	0.076847	0.0424958	0.0311166	0.014732	0.0263536	0.0486124	0.020274	3.255059
