Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-19759.57	-19757.91	-1.662964	0.103459	0.104616	0.0337572	0.136655	0.0331677	0.0303059	0.1844	0.220935	0.155061	0.245218	0.114279	0.225542	0.0204968	0.0645821	0.0120394	0.00374643	0.157359	0.0289198	0.104151	0.0326458	0.0443998	0.0955701	0.398563	0.0622551	0.0422848	0.0788494	0.0266293	0.10941	0.00761591	0.0141257	0.162138	0.0551523	0.14416	0.340063	0.14627	0.000421228	0.320989	0.0955226	0.182931	0.165427	0.0462857	0.0346452	0.0701599	4.655204
10	-19420.55	-19419.41	-1.14077	0.103459	0.104616	0.054287	0.200882	0.0372078	0.233713	0.253233	0.249427	0.0119582	0.0642078	0.304436	0.0803472	0.111433	0.00699577	0.100517	0.0312943	0.201748	0.14726	0.102406	0.0908231	0.0726126	0.0423196	0.0149395	0.184243	0.11505	0.0653617	0.28322	0.0491529	0.0371848	0.118448	0.0124522	0.053628	0.0436896	0.03447	0.0705526	0.0580996	0.206859	0.024023	0.0186399	0.148007	0.140932	0.0512312	0.267619	4.602985
20	-20463.54	-20465.86	2.323646	0.0997984	0.00672419	0.293741	0.00869241	0.233697	0.111856	0.0420337	0.123779	0.0808542	0.285252	0.0222751	0.0364858	0.0446884	0.0339191	0.0241361	0.0193341	0.221852	0.0471701	0.0521375	0.0262171	0.0818622	0.0305702	0.103765	0.0482941	0.271758	0.255736	0.436207	0.0600995	0.0459654	0.0544313	0.00103891	0.0465893	0.0322023	0.0162047	0.124219	0.00264011	0.139804	0.0628544	0.201339	0.0431521	0.064078	0.153909	0.165182	4.256543
30	-21086.37	-21083.89	-2.486949	0.0492662	0.0280144	0.0192966	0.0541455	0.0893383	0.00208195	0.0491582	0.0479694	0.0298626	0.145709	0.0447125	0.100585	0.0163668	0.0256057	0.0427004	0.106668	0.00256793	0.202865	0.00323658	0.29458	0.14403	0.387716	0.197076	0.122482	0.0729073	0.0284828	0.0540375	0.328758	0.157656	0.0801168	0.129008	0.0481441	0.403551	0.153785	0.00493957	0.0176986	0.173054	0.341858	0.30126	0.0282025	0.090593	0.0528427	0.0646731	4.737603
40	-19131.62	-19121.44	-10.17955	0.193769	0.038332	0.216907	0.0284252	0.0855611	0.446242	0.15233	0.211959	0.0952007	0.383509	0.0993316	0.20684	0.145557	0.0831739	0.0810012	0.0676966	0.0784347	0.386046	2.51143e-05	0.101264	0.0664836	0.387716	0.000582556	0.0268474	0.0929426	0.0680501	0.0346769	0.111291	0.238716	0.0116564	0.123761	0.0590222	0.00572852	0.140193	0.171092	0.242052	0.00541915	0.0297149	0.215434	0.0339806	0.15197	0.0899692	0.0979598	5.506863
50	-20029.97	-20029.79	-0.1744163	0.33256	0.0184937	0.0168393	0.208816	0.0770198	0.288231	0.162469	0.0256576	0.0115065	0.295024	0.0770029	0.230501	0.00500379	0.093595	0.320747	0.041651	0.0324785	0.0389235	0.00426465	0.0191161	0.175285	0.0800786	0.0336267	0.0436284	0.0657426	0.0544841	0.140242	0.0166049	0.0827164	0.195024	0.135867	0.0100738	0.0707681	0.405772	0.0138247	0.129872	0.0329431	0.0168273	0.134693	0.122035	0.0339441	0.166191	0.0462057	4.50635
60	-19551.95	-19565.04	13.08645	0.0357795	0.0163994	0.13585	0.00469803	0.0233676	0.0797219	0.287942	0.148306	0.0168107	0.095955	0.110234	0.047774	0.0869815	0.093595	0.0590372	0.163488	0.0227231	0.13478	0.0168705	0.0566636	0.0770656	0.0320754	0.0417986	0.0291669	0.0112184	0.0504211	0.0547439	0.0208751	0.0784484	0.00793232	0.0866896	0.0480912	0.0603857	0.206735	0.100082	0.110939	0.051338	0.034533	0.138523	0.0407271	0.119303	0.10603	0.036165	3.180263
70	-19574.72	-19572.81	-1.907561	0.00141147	0.186728	0.0373782	0.02811	0.104711	0.0836101	0.11363	0.275584	0.0906112	0.0871237	0.119134	0.351268	0.0195421	0.273194	0.272712	0.0403405	0.252181	0.31392	0.0671116	0.0193941	0.14714	0.0269443	0.0254693	0.122358	0.0113976	0.195801	0.0371171	0.0499813	0.0497267	0.0210722	0.1384	0.0726428	0.142728	0.00575475	0.100082	0.0359919	0.0227877	0.194337	0.0267268	0.0121189	0.184545	0.311801	0.00704411	4.679664
80	-19760.13	-19753.33	-6.807028	0.280229	0.0806179	0.144133	0.0113535	0.0791643	0.228677	0.220835	0.00198552	0.0254674	0.021744	0.0194399	0.241724	0.314503	0.0223499	0.138001	0.0353278	0.252181	0.127005	0.330672	0.00736862	0.0274171	0.0620827	0.165611	0.0646384	0.162781	0.144433	0.092147	0.0788744	0.205193	0.0819702	0.396299	0.119677	0.0141477	0.0068044	0.0536902	0.188163	0.122071	0.11412	0.269314	0.0230855	0.00451538	0.0441428	0.145654	5.169611
90	-19888.01	-19889.7	1.689873	0.0942833	0.0731013	0.0495459	0.210663	0.179208	0.242017	0.0394273	0.124202	0.0270262	0.421194	0.0133783	0.00242964	0.176958	0.091111	0.21851	0.0353278	0.00186044	0.126889	0.162874	0.199397	0.0133585	0.447796	0.0897486	0.0590106	0.0639833	0.118293	0.0943112	0.00840568	0.0260443	0.00381895	0.060879	0.183685	0.0669244	0.0222533	0.00294249	0.0352234	0.04697	0.0283466	0.111741	0.0116917	0.0616002	0.189042	0.084447	4.319921
