Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-15845.03	-15857.75	12.72033	0.117903	0.10755	0.137605	0.0811609	0.101503	0.0835832	0.119871	0.0791865	0.100425	0.15042	0.111337	0.0980937	0.0703768	0.060788	0.131502	0.166685	0.104524	0.0953584	0.107801	0.0884162	0.0809902	0.091423	0.151746	0.0150751	0.0454583	0.0436064	0.0143671	0.0447246	0.0274054	0.0387141	0.0462195	0.0321055	0.0322689	0.0412052	0.0471568	0.0310598	0.0876958	0.0641278	0.0430364	0.0107472	0.028355	0.0600804	0.0252178	3.216875
10	-15831.67	-15844.87	13.20717	0.0989683	0.10755	0.109723	0.10759	0.119332	0.0708677	0.15181	0.0556727	0.100574	0.155799	0.0703196	0.065046	0.0994563	0.0619724	0.13513	0.128864	0.13554	0.135674	0.104183	0.0730361	0.0858526	0.0912035	0.148278	0.016085	0.0340434	0.0452671	0.031688	0.0424916	0.015945	0.0363185	0.0667031	0.0277803	0.0520431	0.038834	0.0549462	0.0202166	0.062995	0.0523734	0.0382317	0.0150378	0.0295253	0.0566129	0.0186096	3.168191
20	-15824.56	-15837.78	13.21669	0.113567	0.113291	0.089677	0.077813	0.113398	0.0812075	0.146875	0.0959563	0.0878059	0.170585	0.067689	0.0808256	0.0654599	0.0828497	0.121698	0.131869	0.110498	0.107343	0.109944	0.0676274	0.0858526	0.0939497	0.153148	0.0318676	0.0291909	0.0471111	0.0551485	0.0522885	0.0256241	0.0509411	0.0489852	0.0371016	0.0393679	0.025052	0.0331279	0.0205865	0.126679	0.0338609	0.0178325	0.0372368	0.0247473	0.0469745	0.0145862	3.167238
30	-15834.85	-15847	12.14916	0.116495	0.100373	0.0735246	0.0839722	0.111394	0.0871017	0.142078	0.0760497	0.0867113	0.199161	0.0661431	0.0845995	0.120612	0.0777171	0.111168	0.137835	0.126638	0.103359	0.148649	0.101781	0.082959	0.0973045	0.189853	0.0392848	0.0270645	0.0275927	0.0163427	0.0395175	0.023089	0.0109931	0.0551093	0.0479383	0.0184042	0.0223838	0.0836893	0.0385807	0.0850008	0.0367145	0.0269251	0.0490018	0.0290683	0.0454874	0.0263264	3.273992
40	-15837.8	-15849.59	11.79562	0.137551	0.130517	0.108484	0.085318	0.133883	0.0914475	0.157722	0.0713062	0.146586	0.189314	0.102691	0.062776	0.10276	0.0949869	0.114828	0.135304	0.129083	0.108017	0.114129	0.0677638	0.0814914	0.0750646	0.1766	0.0175954	0.0261165	0.033995	0.0147939	0.0543196	0.0301734	0.0281875	0.0481593	0.0333786	0.0125836	0.0354874	0.061654	0.0178021	0.0811237	0.0458466	0.015261	0.024758	0.0220454	0.0832001	0.00524028	3.309346
50	-15827.5	-15841.1	13.5927	0.12512	0.0950334	0.101356	0.0834724	0.127882	0.0667069	0.118332	0.0934769	0.0861096	0.144923	0.0743879	0.102919	0.0996357	0.0997304	0.141994	0.102522	0.146767	0.106	0.11077	0.0573351	0.0812163	0.0912027	0.157304	0.0286256	0.0330909	0.033995	0.0303602	0.0228732	0.0242648	0.0399725	0.0463669	0.0664011	0.0474513	0.0338455	0.0464363	0.0286337	0.0857135	0.0234146	0.0163301	0.0290403	0.0201475	0.038564	0.0199134	3.129638
60	-15842.37	-15854.67	12.30239	0.109599	0.0869223	0.103744	0.0868972	0.111071	0.0772274	0.092702	0.0635651	0.112992	0.168364	0.0704136	0.079716	0.111467	0.0816969	0.127776	0.157451	0.141235	0.10546	0.109951	0.0912429	0.0771381	0.0685705	0.147278	0.0235781	0.0221401	0.0470166	0.0271669	0.0451165	0.023285	0.0556446	0.0463669	0.0707252	0.0350536	0.0425018	0.0759203	0.0640048	0.0948657	0.0360781	0.0151297	0.0106833	0.0220369	0.0870414	0.0318319	3.258669
70	-15818.9	-15831.09	12.19257	0.125316	0.0962053	0.0928442	0.0769255	0.115182	0.0774751	0.134016	0.0892561	0.106671	0.15835	0.0681728	0.104725	0.126146	0.102478	0.0972938	0.130734	0.141621	0.125518	0.144657	0.0748393	0.0893786	0.0858797	0.175621	0.0207544	0.0315626	0.0307185	0.0348553	0.0425871	0.040655	0.0303476	0.0418328	0.0522079	0.0359232	0.0408421	0.0527465	0.0401988	0.0878428	0.0277909	0.0306957	0.0178289	0.0111743	0.0575698	0.00221282	3.269651
80	-15827.07	-15840.99	13.91917	0.135087	0.105353	0.0925693	0.111788	0.0939363	0.0827106	0.113274	0.0638648	0.0820556	0.184329	0.0968876	0.0615668	0.0817407	0.113843	0.0805873	0.130734	0.107448	0.084717	0.115909	0.0840497	0.0787611	0.0876711	0.179741	0.0178684	0.0199907	0.0358696	0.0261645	0.0505071	0.0266333	0.0317173	0.0439637	0.0410818	0.0341494	0.0589078	0.0400164	0.0297296	0.0957233	0.0336965	0.00907446	0.0202747	0.0365548	0.0599793	0.0164628	3.096991
90	-15831.78	-15844.72	12.93154	0.145608	0.105353	0.126131	0.102803	0.109327	0.0717854	0.109476	0.0852016	0.107062	0.164758	0.0755522	0.0766667	0.0876724	0.108749	0.136287	0.159679	0.136665	0.124409	0.10431	0.0811528	0.0708169	0.0813759	0.166603	0.0256546	0.0330371	0.0222764	0.0457856	0.0396692	0.0321383	0.0391729	0.0405764	0.0294233	0.0305033	0.0170961	0.0433157	0.0331981	0.0833072	0.0387356	0.00339958	0.0123382	0.0130033	0.0554714	0.0202062	3.195754
