Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-20208.64	-20222.61	13.97494	0.0389005	0.0304032	0.363231	0.0580682	0.185563	0.0117118	0.000694081	0.0102418	0.162399	0.079251	0.0209605	0.0466445	0.0128565	0.0047734	0.195673	0.11433	0.0875167	0.180112	0.0224487	0.0406128	0.0274595	0.0371969	0.118582	0.075746	0.0524343	0.112652	0.0241255	0.00173313	0.156462	0.0557347	0.145784	0.0235027	0.165131	0.0814566	0.00233763	0.00328584	0.00824273	0.17046	0.0446832	0.0158045	0.0161341	0.0141547	0.071918	3.091414
10	-20527.68	-20525.93	-1.748735	0.0644101	0.187653	0.0623602	0.0496933	0.0357393	0.455627	0.00475341	0.0133318	0.0301303	0.0695824	0.0564635	0.0573837	0.0534116	0.076317	0.145491	0.234715	0.268164	0.0756257	0.0516747	0.0482593	0.0885991	0.210506	0.556309	0.0401607	0.0223432	0.31898	0.121346	0.00870981	0.0344505	0.221635	0.115769	0.00292348	0.00957939	0.0244057	0.000509262	0.00442593	0.0012522	0.0863659	0.0351935	0.13996	0.0377438	0.442441	0.0993865	4.663781
20	-19609.4	-19618.75	9.358975	0.0469137	0.0637323	0.0901982	0.0988528	0.0985533	0.0299959	0.281973	0.16162	0.0270643	0.0544268	0.0856445	0.0192988	0.0408681	0.0415439	0.25121	0.0153166	0.0464669	0.0254451	0.172641	0.0441935	0.234787	0.0263442	0.0272131	0.0983001	0.0877975	0.0430231	0.0494416	0.526321	0.0327289	0.00379796	0.0543328	0.124133	0.0497466	0.142115	6.14259e-05	0.0523759	0.00283153	0.00910088	0.112719	0.00479596	0.0299412	0.121306	0.0238376	3.55301
30	-20551.82	-20554.17	2.350351	0.0306138	0.0104149	0.118702	0.0988528	0.0665618	0.00753994	0.183173	0.153777	0.128099	0.00132676	0.0601211	0.0681681	0.0784592	0.0174391	0.0378559	0.0417037	0.123297	0.00449986	0.0200893	0.588638	0.0239157	0.508264	0.144304	0.154457	0.36699	0.0423229	0.107516	0.0622986	0.0915955	0.000343391	0.0630803	0.000974948	0.139217	0.0818705	9.88084e-05	0.199121	0.0777035	0.00140028	0.168344	0.10933	0.0285653	0.0268628	0.0159651	4.253873
40	-19543.06	-19545.25	2.190463	0.00250852	0.0517696	0.0809574	0.106731	0.294653	0.0726591	0.0802303	0.0166147	0.359582	0.107239	0.200628	0.294283	0.310424	0.0375393	0.107293	0.0540454	0.142447	0.0141901	0.156346	0.0380976	0.0422234	0.0312473	0.0137013	0.198343	0.334879	0.0527621	0.0151182	0.0111788	0.0441596	0.116932	0.0253884	0.0358803	0.0436556	0.030343	0.261969	0.0128262	0.00396296	0.175665	0.0438053	0.0606609	0.0261261	0.0671273	0.0936686	4.269862
50	-20335.58	-20332.22	-3.364391	0.243743	0.0788515	0.027553	0.00099659	0.0305375	0.00219691	0.288242	0.0640559	0.146032	0.479168	0.061535	0.0542297	0.103232	0.286554	0.0135289	0.170532	0.0249157	0.00186197	0.170943	0.0621904	0.020091	0.0396026	0.0233192	0.0351001	0.0483292	0.217018	0.116314	0.0274613	0.00382116	0.27367	0.0559117	0.185171	0.17007	0.203458	0.147942	0.0427294	0.12043	0.235376	0.277826	0.0233287	0.0649727	0.0492171	0.133288	4.825347
60	-19351.04	-19350.44	-0.597564	0.0511956	0.243937	0.0817849	0.0114009	0.310506	0.192744	0.0647271	0.0370749	0.0442296	0.157422	0.0192362	0.210619	0.115073	0.0125437	0.0179635	0.170532	0.0927968	0.0859546	0.0340835	0.0890806	0.0697449	0.00124226	0.44492	0.332722	0.0803717	0.0525782	0.0541018	0.00356952	0.0453345	0.0946984	0.175523	0.11791	0.206108	0.00539149	0.0175616	0.149945	0.0216134	0.144113	0.162914	0.00610401	0.0777213	0.133123	0.10845	4.548664
70	-19250.94	-19249.21	-1.723671	0.0276872	0.0789893	0.104245	0.11048	0.0977062	0.389715	0.0694189	0.0694117	0.0636098	0.265003	0.0287249	0.0823249	0.115073	0.0274917	0.0254572	0.0442144	0.0483984	0.284138	0.259571	0.0461095	0.0394527	0.0422363	0.155921	0.103425	0.0496132	0.0578837	0.260883	0.101358	0.0152782	0.0655234	0.137854	0.116131	0.0435217	0.122206	0.0732607	0.206541	0.10837	0.053924	0.0243038	0.00232525	0.287994	0.110532	0.244969	4.661275
80	-19984.37	-19984.12	-0.2494304	0.0430583	0.294922	0.00549423	0.0664498	0.225959	0.142203	0.250724	0.243707	0.0227317	0.0208432	0.0646229	0.033613	0.179367	0.0899408	0.0954004	0.137994	0.00176833	0.0627636	0.175404	0.0507707	0.187817	0.108304	0.0536971	0.0949823	0.0216978	0.153369	0.0653839	0.00198936	0.258492	0.0341115	0.0168775	0.0417502	0.0192739	0.0555448	0.000564096	0.00183556	0.10837	0.0516534	0.186477	0.218541	0.0444499	0.0689305	0.512001	4.513851
90	-19603.32	-19596.49	-6.828985	0.205313	0.102643	0.0145912	0.162591	0.0455276	0.0365531	0.112792	0.240736	0.00909135	0.0159128	0.472023	0.098216	0.0227971	0.288502	0.00347516	0.361847	0.333382	0.0627636	0.440064	0.0362739	0.0863223	0.104607	0.0906988	0.0215277	0.0278327	0.0214836	0.384749	0.00743773	0.081704	0.267612	0.0113136	0.0435064	0.0108244	0.017977	0.0524759	0.391966	0.0748177	0.00702406	0.208545	0.132836	0.000352121	0.0287302	0.0323713	5.171806
