Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-17248.39	-17259.04	10.65557	0.0283265	0.192873	0.0724836	0.0413127	0.0194764	0.0575418	0.043472	0.0748	0.131714	0.284376	0.120455	0.0825343	0.143011	0.214981	0.041301	0.0366351	0.237248	0.070686	0.0893564	0.0356044	0.0945094	0.0785294	0.0969682	0.0418476	0.176896	0.0468471	0.0104935	0.0512646	0.031354	0.0873442	0.0423046	0.0366375	0.0192785	0.0196657	0.0521316	0.0758705	0.106965	0.0266364	0.0189461	0.000574196	0.0125295	0.0763458	0.201223	3.423351
10	-17567.58	-17576.26	8.678191	0.228898	0.0151253	0.0355873	0.0395974	0.140109	0.0787536	0.209737	0.0613024	0.0478773	0.045469	0.115404	0.0461337	0.0035545	0.101516	0.346466	0.213104	0.221547	0.0622797	0.0893564	0.0847895	0.176714	0.202402	0.313956	0.0352376	0.00124512	0.0337293	0.0901678	0.0323839	0.0444018	0.034244	0.00239563	0.00862706	0.00579301	0.188279	0.0353759	0.00277424	0.00864119	0.00135397	0.101576	0.000371178	0.0155419	0.00829784	0.0909729	3.621089
20	-17476.51	-17474.95	-1.556591	0.0399135	0.101357	0.160213	0.195611	0.187881	0.124276	0.209737	0.159149	0.198956	0.313214	0.105709	0.0714799	0.113402	0.0575347	0.203519	0.188685	0.059029	0.133769	0.0963002	0.173769	0.0900296	0.054419	0.235307	0.0541912	0.278335	0.0305375	0.0252412	0.00530107	0.123253	0.00174574	0.027314	0.0160429	0.053474	0.0936202	0.00848568	0.122276	0.0989611	0.22036	0.0797788	0.0630458	0.0252758	0.0144444	0.0296244	4.644567
30	-17770.17	-17771.28	1.103435	0.0987764	0.164779	0.27687	0.0788176	0.0603938	0.0626736	0.0553887	0.241496	0.0934082	0.0655206	0.175054	0.162434	0.0889589	0.286925	0.141368	0.0275305	0.078214	0.173482	0.122151	0.00170447	0.193439	0.149395	0.22677	0.0541082	0.0305834	0.0791826	0.0168483	0.070563	0.059819	0.0876186	0.0662213	0.0312894	0.0611956	0.10486	0.0470993	0.082168	0.0553434	0.112915	0.0495104	0.0124014	0.0464079	0.12056	0.164319	4.378564
40	-17818.6	-17827.87	9.265662	0.0193537	0.09052	0.156316	0.0825932	0.153543	0.0756576	0.17081	0.156499	0.150673	0.13557	0.115696	0.00061005	0.102282	0.0622529	0.141368	0.0484971	0.10015	0.140997	0.118315	0.114875	0.0350531	0.118502	0.0942837	0.0910742	0.0368764	0.13669	0.016894	0.0423551	0.017986	0.0400722	0.128103	0.0516328	0.035748	0.102183	0.148084	0.0385775	0.057108	0.0435655	0.0420305	0.00322758	0.00688022	0.100561	0.038275	3.562342
50	-17566.75	-17569.97	3.21442	0.117873	0.137687	0.122457	0.167077	0.026546	0.0588171	0.138583	0.273457	0.145309	0.0987155	0.0651625	0.059931	0.0311317	0.256926	0.141368	0.0645715	0.180198	0.0838525	0.261086	0.0478893	0.0779448	0.0577234	0.23784	0.0188279	0.1179	0.0703279	0.0335191	0.0255885	0.0121729	0.0424835	0.170082	0.0068257	0.0691789	0.282897	0.046829	0.028871	0.0303244	0.0425213	0.128885	0.0254679	0.0469491	0.0773937	0.038275	4.167466
60	-17816.92	-17823.65	6.733316	0.147319	0.0510244	0.0114285	0.133006	0.182844	0.027486	0.0667177	0.0358007	0.145309	0.0987155	0.0619588	0.0480402	0.0102031	0.0626353	0.121005	0.13952	0.156385	0.180315	0.150933	0.0975361	0.284428	0.10017	0.0815798	0.0896362	0.000338317	0.0918829	0.015144	0.0573479	0.106115	0.111122	0.104385	0.0353428	0.0385226	0.00898242	0.259644	0.0583374	0.126629	0.0482305	0.0360192	0.0811308	0.032448	0.0888218	0.031134	3.815576
70	-18053.5	-18048.97	-4.52392	0.18608	0.00576805	0.0383718	0.0589542	0.0865285	0.118647	0.0444798	0.0912115	0.28815	0.114041	0.295402	0.18158	0.0938987	0.117568	0.249888	0.218792	0.103966	0.206791	0.326643	0.0834954	0.282752	0.300324	0.0738549	0.0220824	0.0356961	0.30381	0.0528969	0.0866609	0.0936614	0.0134238	0.126713	0.0505157	0.0408949	0.032876	0.0123318	0.0595472	0.0575798	0.0323463	0.0524813	0.0592572	0.0243648	0.185839	0.031134	4.9413
80	-17329.55	-17337.67	8.11496	0.0974391	0.107584	0.019937	0.164	0.143062	0.131246	0.152695	0.111305	0.0580315	0.397604	0.0833102	0.0491526	0.0938144	0.180391	0.0534834	0.0267507	0.127765	0.063226	0.0793831	0.0933763	0.0526338	0.0486103	0.140636	0.0435073	0.0342802	0.0208432	0.0700375	0.0586788	0.0391342	0.0464249	0.0387966	0.0768426	0.0193143	0.150001	0.0551386	0.202924	0.144479	0.0624326	0.0086227	0.000109033	0.0729646	0.0543212	0.00312343	3.677412
90	-17665.05	-17673.29	8.236734	0.0884497	0.107584	0.052529	0.100556	0.277963	0.098364	0.113253	0.0397734	0.0711402	0.0486615	0.0909284	0.0275296	0.0757765	0.114453	0.0551569	0.0364656	0.249407	0.119683	0.060206	0.0183962	0.446004	0.0486103	0.0809419	0.00576091	0.025606	0.0442325	0.0331594	0.0238287	0.0324807	0.0726783	0.218057	0.131303	0.016061	0.0603076	0.130999	0.0147921	0.109572	0.0148497	0.0690756	0.000291819	0.0540079	0.0878619	0.0984771	3.665235
100	-18258.88	-18256.56	-2.319244	0.0851843	0.055497	0.0419706	0.0172383	0.169735	0.2031	0.231603	0.217982	0.181607	0.0159481	0.158327	0.186701	0.379359	0.123544	0.137241	0.102495	0.245349	0.0663461	0.165106	0.0232862	0.0900032	0.0644571	0.214465	0.145531	0.0555636	0.139362	0.0459979	0.000475253	0.262558	0.114272	0.0366846	0.0557531	0.0794282	0.0716335	0.0688202	0.0114806	0.0154553	0.0209238	0.222475	0.0630984	0.0540079	0.0456463	0.0351231	4.720832
110	-18042.9	-18046.02	3.110679	0.0276208	0.1782	0.184571	0.205609	0.149278	0.170737	0.0381056	0.117555	0.11888	0.079294	0.134914	0.0324658	0.0783583	0.00403903	0.037739	0.100214	0.068926	0.0838351	0.165106	0.198053	0.141595	0.0319391	0.214118	0.262386	0.0240519	0.014667	0.0944209	0.04425	0.0745897	0.0243497	0.00723889	0.123035	0.125906	0.15837	0.0314851	0.0552044	0.0613201	0.0358799	0.0359363	0.192795	0.0240019	0.050271	0.176531	4.17784
120	-18032.79	-18036.03	3.24211	0.0141036	0.138718	0.249184	0.112633	0.0880694	0.168802	0.239459	0.197012	0.0389907	0.0538903	0.108031	0.245053	0.0829144	0.114348	0.180376	0.111881	0.110805	0.133661	0.195462	0.0433531	0.0867824	0.07242	0.119835	0.0172379	0.0534082	0.0814874	0.173036	0.0486368	0.0745897	0.0711364	0.00742675	0.0417475	0.0484138	0.103151	0.0244396	0.102313	0.0460854	0.0712677	0.0663634	0.00065923	0.0530641	0.050271	0.124177	4.164697
130	-17982.71	-17984.63	1.925532	0.143501	0.158788	0.0602142	0.180481	0.0399307	0.217659	0.173797	0.344943	0.0727614	0.146199	0.19967	0.147926	0.235166	0.177683	0.156897	0.0323121	0.0558186	0.0294261	0.265041	0.0168664	0.133772	0.290714	0.116342	0.000332299	0.152041	0.0123803	0.0348289	0.121697	0.0282015	0.00124622	0.0373617	9.27332e-05	0.0361837	0.026124	0.136725	0.0823392	0.0090584	0.0321791	0.0516219	0.000616174	0.0677677	0.049723	0.0199252	4.296355
140	-18252.05	-18250.39	-1.658937	0.123295	0.284657	0.0687583	0.0593768	0.102009	0.182775	0.172006	0.0579307	0.0451363	0.167353	0.132024	0.167719	0.0104941	0.212014	0.105093	0.0251223	0.0558186	0.10542	0.253131	0.0237161	0.0278633	0.307629	0.427292	0.0820022	0.0255886	0.136229	0.0633757	0.0391597	0.0176766	0.0415052	0.0477574	0.302196	0.204231	0.204582	0.0260036	0.0337737	0.0290495	0.0476838	0.0356927	0.0131483	0.0653806	0.0417657	0.0813683	4.654802
150	-17981.68	-17989.02	7.338586	0.089524	0.199116	0.268108	0.152749	0.0907525	0.0762191	0.10056	0.11134	0.0718615	0.257014	0.101455	0.0157774	0.0193141	0.0675471	0.125305	0.0725376	0.191786	0.104521	0.107744	0.00601469	0.190072	0.0593292	0.167359	0.0864297	0.0566886	0.00246186	0.257644	0.157361	0.0141843	0.0088076	0.00512197	0.120119	0.0293168	0.0979767	0.0477968	0.02085	0.0746464	0.0143878	0.0344053	0.0157202	0.0164314	0.0464661	0.00222786	3.755049
160	-17913.68	-17919.85	6.174416	0.0350057	0.309374	0.266651	0.0606922	0.0583737	0.0441396	0.0834298	0.127452	0.122604	0.131134	0.17741	0.0625041	0.0842087	0.070949	0.22223	0.185182	0.111693	0.0225411	0.0306808	0.0968398	0.0356504	0.0591184	0.0388176	0.00206708	0.0381185	0.198745	0.0204952	0.069372	0.0731822	0.0282852	0.0626022	0.0590086	0.136655	0.260649	0.0613167	0.14224	0.0190434	0.0104489	0.0330718	0.154228	0.0468046	0.000117212	0.0183351	3.871466
170	-17744.71	-17751.07	6.368082	0.054837	0.132978	0.0953064	0.177271	0.0432208	0.12196	0.063505	0.0195813	0.204861	0.191364	0.144913	0.131154	0.109951	0.00165772	0.0858587	0.117508	0.157715	0.11023	0.0327288	0.128899	0.0509175	0.064402	0.107704	0.0145192	0.0559414	0.113665	0.241861	0.117016	0.110293	0.0653685	0.0608588	0.0723746	0.0116537	0.075793	0.132906	0.00487682	0.0191486	0.0244077	0.0199393	0.116995	0.0447958	0.00495371	0.196208	3.8521
