Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-20421.55	-20408.44	-13.11587	0.442649	0.0536961	0.00388364	0.0265741	0.0103079	0.401192	0.0256749	0.136466	0.0460705	0.210521	0.0296239	0.100298	0.0745171	0.0154127	0.380101	0.278561	0.0744777	0.0279618	0.0283375	0.137418	0.303703	0.0713419	0.0644585	0.0971238	0.0773204	0.429181	0.0164465	0.121352	0.129789	0.157639	0.158337	0.130582	0.242926	0.253776	0.0127158	0.313967	0.0365636	0.202969	0.145609	0.0412148	0.0917584	0.0768305	0.121144	5.800494
10	-19826.38	-19806.05	-20.32877	0.279258	0.0745962	0.142162	0.0503003	0.179885	0.047538	0.5401	0.136466	0.187958	0.54381	0.172277	0.087684	0.234279	0.231155	0.119605	0.0468031	0.0368362	0.164544	0.199632	0.0683635	0.173464	0.0312821	0.0492501	0.130799	0.0102604	0.0573343	0.282201	0.263656	0.0049595	0.151412	0.0207042	0.130582	0.164872	0.00956816	0.0631821	0.000117303	0.458248	0.289171	0.053195	0.375268	0.00130156	0.00698695	0.250717	6.521785
20	-20578.64	-20562.72	-15.91402	0.131639	0.22273	0.075371	0.00893277	0.263423	0.14826	0.0353195	0.000199774	0.135454	0.0769124	0.250979	0.334359	0.0144463	0.0509651	0.0627333	0.104331	0.0931902	0.00112768	0.113558	0.10178	0.0510409	0.0773779	0.221327	0.0237953	0.102076	0.265618	0.0218264	0.408582	0.120562	0.0685986	0.292765	0.222049	0.011514	0.834101	0.050893	0.0452881	0.047271	0.445123	0.140337	0.0558294	0.200685	0.0123518	0.135587	6.080309
30	-20027.42	-20020.24	-7.176269	0.0914653	0.0959822	0.0577504	0.252014	0.263826	0.112703	0.0427553	0.0271016	0.081122	0.107662	0.00974097	0.537441	0.0533589	0.0807828	0.0443818	0.0433039	0.0877616	0.0176094	0.0791781	0.408958	0.188219	0.00985733	0.0490326	0.106938	0.324335	0.149866	0.00179605	0.457398	0.124987	0.0347183	0.00879881	0.100527	0.120376	0.0607622	0.050893	0.259988	0.0488395	0.204582	0.139987	0.128476	0.048787	0.0134524	0.07902	5.206535
40	-19479.72	-19480.18	0.455777	0.0849144	0.0237851	0.0901373	0.178341	0.0746184	0.0823248	0.0562051	0.176757	0.128887	0.0686311	0.0186805	0.115067	0.0647616	0.0560239	0.00528221	0.232466	0.264229	0.119055	0.0791781	0.121605	0.0492613	0.029378	0.28606	0.0020839	0.139945	0.0190577	0.241363	0.0382192	0.224784	0.0508483	0.0480956	0.0115118	0.0381807	0.228651	0.19023	0.0301818	0.128823	0.0083297	0.0840111	0.256342	0.121482	0.045179	0.130364	4.44333
50	-19004.12	-19011.44	7.321368	0.396017	0.0240408	0.139059	0.0530911	0.0780922	0.175302	0.0133447	0.0465927	0.128887	0.124432	0.0499775	0.115067	0.477142	0.0560239	0.0130025	0.0835779	0.275829	0.0396576	0.1113	0.0266422	0.0289494	0.0877633	0.0425301	0.0163479	0.00566996	0.0544256	0.16529	0.0810746	0.0300091	0.0320307	0.0584014	0.0834111	0.0675724	0.091311	0.0120211	0.0315851	0.12564	0.00952712	0.0268252	0.0403378	0.0890984	0.0140186	0.135852	3.756771
60	-20412.73	-20422.82	10.08356	0.0417414	0.0585738	0.0153396	0.0154036	0.0774873	0.0945804	0.166138	0.0238021	0.00469676	0.28389	0.00387957	0.0722878	0.131295	0.0226893	0.153341	0.0143517	0.0268058	0.025537	0.1059	0.340926	0.277877	0.0864364	0.0107742	0.122206	0.0024706	0.0652581	0.00271698	0.0260956	0.0965365	0.0949898	0.0364334	0.210079	0.0675724	0.0349724	0.0238168	0.0142148	0.0618254	0.0564681	0.0759875	0.12984	0.177945	0.119464	0.00790424	3.480552
70	-20369.34	-20368.74	-0.6042011	0.204116	0.286131	0.117315	0.0060903	0.217196	0.00695917	0.107409	0.00215564	0.0910087	0.381803	0.0207077	0.012746	0.0756622	0.00309203	0.148018	0.323817	0.0294298	0.0212653	0.04131	0.280321	0.0145001	0.212429	0.0843575	0.0751872	0.0498459	0.0526501	0.0190888	0.0910517	0.042422	0.130062	0.222104	0.0538021	0.00139673	0.020049	0.096022	0.210817	0.0463413	0.00117741	0.0622093	0.463167	0.113333	0.0319239	0.0788379	4.549328
80	-19418.95	-19417.78	-1.168544	0.126605	0.0712836	0.439546	0.0914425	0.0207663	0.26809	0.364595	0.163643	0.159155	0.053876	0.102893	0.00942745	0.0997678	0.0441768	0.0717359	0.0926662	0.116494	0.335702	0.0175547	0.0145424	0.0136149	0.0173763	0.330447	0.243447	0.201528	0.00471923	0.0380657	0.0957538	0.081216	0.141141	0.00546836	0.0550747	0.00891859	0.0193955	0.0242162	0.100422	0.0390779	0.129479	0.0498807	0.0945838	0.138886	0.0597961	0.0492921	4.605762
90	-19862.27	-19867.83	5.555844	0.0273849	0.130699	0.0127012	0.0241023	0.00429027	0.0250569	0.209482	0.14198	0.0592833	0.0541134	0.00303126	0.00327456	0.216317	0.134148	0.0713232	0.142094	0.140697	0.178543	0.0340608	0.295874	0.148772	0.181123	0.0672346	0.00970016	0.100574	0.0621801	0.00412019	0.0957538	0.081216	0.051157	0.0703167	0.0254261	0.0425391	0.000194553	0.0490513	0.156666	0.0538922	0.0847383	0.0613991	0.0371722	0.388082	0.0848889	0.168669	3.933323
