Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-15823.06	-15836.75	13.68648	0.138176	0.110127	0.0925061	0.0841559	0.0791257	0.0783878	0.123191	0.0827574	0.0862956	0.178158	0.0639857	0.0964629	0.101259	0.106608	0.0975528	0.137037	0.121426	0.107027	0.140627	0.0593145	0.0848274	0.107985	0.16164	0.016205	0.0243392	0.0240295	0.0291725	0.0395215	0.060388	0.0462168	0.0495411	0.0318559	0.0317734	0.0255889	0.0580322	0.0203883	0.0691409	0.0129539	0.0300829	0.0146414	0.0271319	0.0453583	0.0252662	3.12026
10	-15836.76	-15850.47	13.71476	0.157331	0.105588	0.0717207	0.110175	0.129065	0.107697	0.133776	0.0811604	0.0730085	0.167376	0.0662935	0.0908182	0.0909663	0.101287	0.0975528	0.135804	0.101886	0.0855845	0.111907	0.0818528	0.0916296	0.0929738	0.12457	0.027898	0.0361767	0.0485111	0.0318652	0.0498526	0.0200002	0.0363659	0.0470213	0.037657	0.0230051	0.022706	0.0493613	0.00797532	0.0609959	0.0207551	0.0128475	0.0261653	0.0445193	0.0427686	0.060961	3.117432
20	-15839.74	-15851.83	12.08612	0.14417	0.113266	0.139094	0.0809768	0.121254	0.0706878	0.115857	0.093105	0.0893533	0.18296	0.0667373	0.0818919	0.103905	0.109738	0.128536	0.127293	0.136371	0.0834985	0.104145	0.0602866	0.0839647	0.11658	0.202633	0.0362483	0.0309588	0.0688822	0.0194002	0.0416076	0.0237137	0.0367476	0.0427817	0.0450613	0.0306025	0.0298939	0.0700681	0.0113482	0.117328	0.0126416	0.0307062	0.0151889	0.0183528	0.0311701	0.0112899	3.280296
30	-15846.78	-15859.15	12.37401	0.120411	0.0866114	0.0684261	0.108794	0.126523	0.0739234	0.129312	0.0560645	0.1077	0.151804	0.0976368	0.084299	0.10562	0.0943251	0.103492	0.149474	0.106977	0.0777944	0.142792	0.0724307	0.110602	0.103384	0.223153	0.0214288	0.0119596	0.0673249	0.0181027	0.0517585	0.0165459	0.0294867	0.0549142	0.0452572	0.0306025	0.0231404	0.0763133	0.049877	0.0631169	0.0407582	0.038134	0.0256787	0.0116054	0.063818	0.0101356	3.251507
40	-15848.81	-15862.51	13.70117	0.104875	0.0913437	0.0954088	0.0919814	0.170556	0.0521512	0.134512	0.0555292	0.100955	0.161804	0.0695508	0.071825	0.0740685	0.0607043	0.103534	0.142531	0.0791945	0.0903924	0.112488	0.0649731	0.122146	0.0914251	0.164319	0.0280641	0.0341212	0.039129	0.0350381	0.0249581	0.0218196	0.0418374	0.0483199	0.0452572	0.0274506	0.0532867	0.0619759	0.0312901	0.104603	0.0436613	0.0151731	0.0310588	0.0351051	0.0599286	0.0304453	3.118791
50	-15822.5	-15834.17	11.66698	0.132982	0.0877301	0.104354	0.115187	0.146241	0.0731485	0.13143	0.0746222	0.120911	0.151644	0.0803325	0.0985381	0.0834371	0.101689	0.104822	0.120914	0.172435	0.103229	0.133715	0.0817394	0.0975236	0.0771092	0.164073	0.0241226	0.026808	0.0325555	0.032465	0.0420815	0.0121021	0.0432565	0.0473342	0.0367056	0.0297247	0.0445636	0.0529076	0.0277242	0.100783	0.0148865	0.0285758	0.0343082	0.0296229	0.0624622	0.0414127	3.32221
60	-15852.71	-15866.58	13.86921	0.114462	0.0774491	0.0803817	0.112956	0.152491	0.053694	0.124072	0.0847361	0.100753	0.128218	0.0612213	0.0906708	0.106985	0.116437	0.0849337	0.109104	0.10479	0.0987593	0.128652	0.0671441	0.07344	0.0846813	0.157707	0.049593	0.0189456	0.0346336	0.0471231	0.0499402	0.0308693	0.0242569	0.0394626	0.0574869	0.0108229	0.0186884	0.0901347	0.0391641	0.102726	0.0130892	0.0171855	0.0279744	0.0416143	0.048807	0.0257301	3.101987
70	-15846.2	-15859.07	12.87226	0.122518	0.0927332	0.126191	0.107652	0.122461	0.0851496	0.127178	0.0679295	0.0731278	0.163045	0.0900374	0.0869753	0.0722751	0.0824084	0.104558	0.0943217	0.0976828	0.122351	0.101931	0.109018	0.0651064	0.0697601	0.163239	0.04449	0.0366071	0.0506032	0.0457697	0.0427591	0.0211005	0.0622093	0.0499008	0.0671723	0.0337016	0.0417619	0.0457362	0.0322956	0.104096	0.00968722	0.0303305	0.0319253	0.0377438	0.0354831	0.030658	3.201682
80	-15849.25	-15862.29	13.03839	0.135935	0.0827939	0.0773986	0.107652	0.121742	0.0863342	0.113253	0.0799444	0.103535	0.137184	0.0796083	0.0976563	0.118366	0.0891052	0.112587	0.120901	0.100115	0.115896	0.115595	0.0918866	0.128596	0.0586447	0.143523	0.0179185	0.0215517	0.0570862	0.0555932	0.0478562	0.0159326	0.0444068	0.0391016	0.0637629	0.0474848	0.026806	0.0636109	0.0151857	0.087259	0.0389826	0.0199961	0.0142506	0.0391834	0.0204979	0.0303531	3.185069
90	-15844.49	-15858.02	13.52959	0.0983034	0.141775	0.0952656	0.086765	0.113197	0.0781636	0.113171	0.050624	0.106882	0.149622	0.0771171	0.0702111	0.0693371	0.0935358	0.119871	0.134693	0.149832	0.107626	0.156117	0.0678398	0.0773953	0.100463	0.177599	0.0164578	0.0256497	0.0344346	0.0231812	0.0712749	0.028126	0.0461824	0.0450614	0.0277706	0.0286722	0.0239959	0.0616091	0.0136992	0.059814	0.0341043	0.0402554	0.0113959	0.0335667	0.0493642	0.0259287	3.135949
