Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-19273.28	-19270.75	-2.531994	0.171602	0.0424466	0.0267476	0.154858	0.176798	0.147937	0.0110365	0.150541	0.0519432	0.0983334	0.0581284	0.0342847	0.111091	0.179879	0.0896261	0.154104	0.351694	0.0277737	0.161567	0.0444329	0.0520821	0.00648467	0.139383	0.315261	0.00508631	0.050632	0.0616483	0.033002	0.00193909	0.0161788	0.238868	0.33523	0.058922	0.0629165	0.00537214	0.0644954	0.132351	0.0230862	0.35896	0.350069	0.0586743	0.0581937	0.0684478	4.742107
10	-19956.91	-19962.22	5.309083	0.0369574	0.027735	0.0528506	0.0404664	0.221814	0.0106945	0.294432	0.035812	0.050337	0.0134448	0.282197	0.115535	0.0741978	0.0103828	0.0482508	0.00271992	0.0391651	0.286537	0.245541	0.168548	0.0812785	0.00402849	0.0146063	0.0199318	0.0257817	0.0785583	0.0410749	0.028961	0.0770163	0.0245022	0.0653718	0.224256	0.116224	0.0133869	0.0573379	0.021374	0.147952	0.0979175	0.264958	0.185384	0.0925349	0.187928	0.0300153	3.958
20	-19018.74	-19011.27	-7.47288	0.111807	0.0587495	0.0148654	0.300126	0.044544	0.169397	0.265518	0.069936	0.389061	0.166104	0.237094	0.287273	0.0139475	0.0528253	0.166295	0.0431037	0.407853	0.124016	0.347367	0.0748933	0.252598	0.152887	0.144203	0.0600956	0.0530504	0.147371	0.00659726	0.0225654	0.0184217	0.0752389	0.00359451	0.0853583	0.203807	0.199569	0.0518572	0.0334607	0.00350684	0.245438	0.0128561	0.0403111	0.00267931	0.0602473	0.0157067	5.236196
30	-19810.57	-19820.11	9.546585	0.00763941	0.0651584	0.0995865	0.0512283	0.044544	0.0550325	0.127521	0.0835343	0.00256839	0.0349595	0.0628185	0.0521721	0.0288983	0.0824929	0.101591	0.0416372	0.0613432	0.0895458	0.0634091	0.0256002	0.0256178	0.0576029	0.20338	0.128429	0.251973	0.0199497	0.0611445	0.0550816	0.221644	0.00180237	0.342817	0.0281347	0.175385	0.108603	0.041349	0.132681	0.0231497	0.243033	0.0929879	0.034791	0.0271952	0.00185877	0.0743595	3.534249
40	-19611.15	-19618.46	7.307649	0.0338873	0.0371385	0.0374444	0.0608237	0.217585	0.00308031	0.0699093	0.106677	0.195766	0.0374746	0.140126	0.0780609	0.215349	0.0456445	0.0725468	0.200795	0.0971397	0.00815702	0.0747672	0.0492308	0.0815485	0.0794242	0.219833	0.0143383	0.224866	0.39894	0.0182507	0.031203	0.0232931	0.0938568	0.0404826	0.0183263	0.0133513	0.144941	0.0352601	0.0894038	0.102383	0.0339959	0.0241212	0.0205884	0.0665067	0.0789867	0.122638	3.758143
50	-19404.81	-19408.75	3.946928	0.126193	0.00217529	0.174797	0.0640203	0.342813	2.24312e-05	0.146296	0.0160726	0.054919	0.0484004	0.430548	0.0213386	0.0997913	0.0831457	0.139427	0.1443	0.115185	0.0970916	0.0747672	0.0544555	0.130164	0.145739	0.0765463	0.00142617	0.0098639	0.135807	0.0269275	0.114014	0.0598561	0.099884	0.126305	0.218621	0.0145546	0.155403	0.0306762	0.119746	0.118339	0.0868108	0.0465271	0.0291463	0.00255924	0.00541597	0.104124	4.094215
60	-19921.98	-19918.94	-3.031647	0.00662377	0.220275	0.0116218	0.0142121	0.113145	0.417288	0.0643302	0.202856	0.172048	0.0612053	0.276188	0.0271468	0.0862939	0.0563596	0.348697	0.239404	0.0944383	0.0948205	0.0293433	0.062362	0.190207	0.0304412	0.144682	0.047445	0.0308697	0.0411526	0.0396603	0.22013	0.185302	0.0793534	0.0836441	0.0748288	0.0689494	0.315423	0.0812085	0.0765334	0.237882	0.00499119	0.050722	0.0095497	0.0167299	0.141558	0.0221508	4.792073
70	-20284.96	-20289.58	4.623038	0.104379	0.213951	0.0475596	0.0894868	0.0320652	0.0570396	0.000747235	0.0223559	0.0398347	0.0145894	0.0318821	0.128072	0.113613	0.203051	0.280381	0.0168246	0.135916	0.0390753	0.0825775	0.0139812	0.0312541	0.14211	0.12016	0.0191601	0.0890506	0.200652	0.0486241	0.0011347	0.00888549	0.0289407	0.0343996	0.020847	0.26138	0.146544	0.0567403	0.0540019	0.0224011	0.208163	0.19188	0.164085	0.000294383	0.39195	0.116562	4.026604
80	-19334.13	-19337.51	3.379742	0.0545467	0.371872	0.0680163	0.135959	0.0383839	0.0491465	0.0660296	0.021282	0.109965	0.0534744	0.391803	0.371837	0.025454	0.190024	0.0296728	0.0174223	0.125175	0.287784	0.280667	0.0326221	0.0657103	0.0971202	0.0902686	0.140998	0.0551124	0.020453	0.0768082	0.019002	0.0570008	0.0289407	0.00538902	0.0727792	0.050178	0.0138663	0.0257966	0.0989248	0.0379344	0.0238389	0.0668261	0.0031937	0.13577	0.0182013	0.225685	4.150934
90	-19115.45	-19115.16	-0.2925373	0.18605	0.0705283	0.0768797	0.0755229	0.0348216	0.0373987	0.0880635	0.130607	0.00835825	0.0853407	0.0688827	0.423059	0.113867	0.160382	0.0657771	0.0371761	0.105778	0.0387418	0.141185	0.266139	0.0172047	0.0307094	0.134468	0.125454	0.204102	0.0430078	0.193285	0.278358	0.0707509	0.0755711	0.0904237	0.0122337	0.045033	0.174928	0.182455	0.00705646	0.115743	0.131398	0.127869	0.0942445	0.0202809	0.0273915	0.101638	4.518162
