Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-16073.72	-16084.45	10.73328	0.143272	0.0779208	0.0801893	0.106309	0.0732237	0.123235	0.0738128	0.0689526	0.128602	0.128041	0.0415173	0.0656039	0.161602	0.0838267	0.211176	0.096278	0.0976404	0.0836596	0.105049	0.0568148	0.106232	0.118828	0.24037	0.0299837	0.14302	0.00439009	0.0663296	0.00737787	0.0386626	0.00961142	0.0711457	0.0220606	0.003503	0.140804	0.0661819	0.0324778	0.0364184	0.00467027	0.0223426	0.0341179	0.0929452	0.0506736	0.0667072	3.41558
10	-16045.49	-16058.15	12.65707	0.14702	0.0776869	0.0992615	0.0949975	0.10766	0.119779	0.132228	0.0403819	0.0579122	0.207748	0.0571237	0.095311	0.100876	0.0681231	0.114311	0.107479	0.0737556	0.135538	0.0912058	0.0783106	0.0976442	0.060112	0.117637	0.012489	0.105287	0.0838435	0.0389075	0.0284881	0.0098877	0.0131061	0.0406554	0.108154	0.0269073	0.0529485	0.0910652	0.0331718	0.0171792	0.031086	0.0280584	0.0448266	0.127494	0.00352312	0.0440209	3.223201
20	-15991.95	-16003.98	12.03378	0.117616	0.0959027	0.0973011	0.0840313	0.0940453	0.136135	0.0890303	0.128249	0.0742334	0.183516	0.0261363	0.178709	0.0723057	0.0565862	0.185706	0.0625414	0.124922	0.114909	0.121625	0.0485286	0.0879898	0.0666054	0.182015	0.00968328	0.0482729	0.0648095	0.0392073	0.0410113	0.0437142	0.0133441	0.043023	0.114513	0.00291853	0.0184173	0.063169	0.0328248	0.0233122	0.0707649	0.0243015	0.042956	0.107843	0.0225577	0.0302465	3.28553
30	-16058.39	-16067.16	8.768365	0.102974	0.09738	0.154008	0.100202	0.0964659	0.08646	0.0947264	0.0736417	0.112911	0.175388	0.0842525	0.0352141	0.109083	0.0976206	0.0682014	0.202937	0.219852	0.144815	0.127963	0.0842007	0.0902744	0.124467	0.203388	0.0190113	0.0716085	0.0637559	0.0180675	0.0224458	0.0376681	0.0417334	0.0516953	0.0533737	0.0768814	0.10367	0.043337	0.0277369	0.00644568	0.0481825	0.0223394	0.00227277	0.160761	0.012019	0.0426395	3.612071
40	-16035.12	-16047.11	11.99187	0.0598216	0.0916777	0.165023	0.143826	0.0815244	0.127698	0.144028	0.0635864	0.132005	0.1291	0.0761585	0.0740764	0.103806	0.0731651	0.0903134	0.147121	0.128426	0.144815	0.0517667	0.0890787	0.0451253	0.150149	0.185358	0.00640949	0.0252224	0.0299639	0.114221	0.0220842	0.0697989	0.0339713	0.0482777	0.0622679	0.013635	0.0365399	0.061766	0.0244984	0.0111135	0.0270212	0.0480372	0.00972309	0.0777583	0.0473187	0.022443	3.289721
50	-16081.33	-16088.83	7.49764	0.117333	0.0634066	0.080128	0.075953	0.123236	0.0539143	0.0773427	0.191788	0.0822962	0.120951	0.0845509	0.127855	0.102492	0.156108	0.095821	0.217218	0.05516	0.104121	0.218071	0.0970825	0.0984169	0.150149	0.178938	0.0164884	0.114334	0.0336981	0.00424639	0.0356705	0.0588139	0.0273109	0.0776292	0.153973	0.0617106	0.0663727	0.0304803	0.011201	0.0412612	0.0125477	0.0850949	0.0197507	0.0937459	0.0401179	0.0823626	3.739144
60	-16057.29	-16068.89	11.5981	0.0905651	0.0772601	0.105427	0.108194	0.0932706	0.0506118	0.0942983	0.110372	0.145522	0.119635	0.0753996	0.0681734	0.113817	0.0406136	0.187589	0.135608	0.0667357	0.0518935	0.113837	0.114201	0.0513704	0.0615424	0.235979	0.117836	0.0404536	0.0526482	0.0092265	0.016491	0.0135235	0.0481149	0.0427594	0.0882513	0.0382077	0.0235339	0.0585007	0.0281168	0.0389392	0.0327564	0.0905018	0.0280958	0.126566	0.0439166	0.0787436	3.329098
70	-16044.62	-16056.75	12.12137	0.13145	0.0489706	0.0475867	0.13243	0.121387	0.146743	0.133174	0.131933	0.0907561	0.173822	0.0700134	0.0769234	0.0875623	0.145773	0.0556394	0.0722498	0.112362	0.127875	0.11734	0.102003	0.0587516	0.0946476	0.235979	0.00650504	0.024032	0.0244336	0.0485235	0.00786844	0.0231083	0.031329	0.0380656	0.0440323	0.0318468	0.0366463	0.0481248	0.0262879	0.0757998	0.0356446	0.0279909	0.0632881	0.0235941	0.0773636	0.0669132	3.276771
80	-16066.58	-16077.26	10.6787	0.204389	0.126087	0.0471159	0.13243	0.0812912	0.103174	0.205246	0.11322	0.0897632	0.136931	0.145787	0.105364	0.0658929	0.076811	0.173095	0.111756	0.120216	0.113022	0.0542754	0.0547451	0.0671361	0.0818334	0.139547	0.0454892	0.0248078	0.0170076	0.0215929	0.00838471	0.0515525	0.0591409	0.0455879	0.089319	0.00684648	0.0240919	0.0972558	0.0271041	0.0267255	0.0245741	0.0215969	0.00317404	0.0917574	0.116619	0.0692826	3.421038
90	-16033.11	-16046.15	13.03867	0.119021	0.0681616	0.0959621	0.0860125	0.0821602	0.0950987	0.106577	0.107293	0.111953	0.161062	0.0552835	0.0448832	0.112395	0.118607	0.0633505	0.147811	0.119696	0.0917362	0.113877	0.137308	0.0477162	0.101586	0.172588	0.0506377	0.0537577	0.0183248	0.0590941	0.0216389	0.0354123	0.0596702	0.0455879	0.0562031	0.0432969	0.00739746	0.0608716	0.0457284	0.0372015	0.0485205	0.00649835	0.0528308	0.081328	0.0264759	0.0144258	3.185041
