Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-15899.94	-15908.98	9.039454	0.138136	0.0879806	0.0880624	0.144522	0.121986	0.0762994	0.115273	0.102822	0.0989863	0.19858	0.0780703	0.0721539	0.110433	0.120624	0.101165	0.175528	0.142162	0.147088	0.101995	0.0924726	0.08876	0.0873404	0.144309	0.0056699	0.0593021	0.040751	0.0544068	0.0310629	0.058649	0.0306888	0.062728	0.0857386	0.0288756	0.0664427	0.0517686	0.0556384	0.0902167	0.0444731	0.0365413	0.0147283	0.0338218	0.037343	0.0613683	3.584962
10	-15947.2	-15958.33	11.12974	0.177064	0.124833	0.103878	0.0689254	0.0853265	0.113441	0.16071	0.067135	0.0869016	0.123395	0.0819809	0.119699	0.0958943	0.0792808	0.111705	0.153873	0.183947	0.126426	0.112908	0.0744673	0.0679983	0.0873404	0.10825	0.0196497	0.0176191	0.040751	0.0544068	0.0502579	0.0474732	0.0238596	0.061503	0.0723327	0.037814	0.0481476	0.0620946	0.0961591	0.0807946	0.0112126	0.0313261	0.0310121	0.0314383	0.0289841	0.0137205	3.375934
20	-15930.69	-15943.21	12.52206	0.14681	0.102336	0.0971078	0.191988	0.0923683	0.053379	0.142254	0.0917789	0.0462206	0.138702	0.0416957	0.113898	0.10496	0.0792833	0.15703	0.098005	0.0988853	0.155378	0.122908	0.0704015	0.0538025	0.0676963	0.150683	0.0426602	0.0323116	0.040311	0.0260817	0.020904	0.037886	0.0456668	0.0615446	0.0524408	0.0340353	0.0318039	0.0507588	0.0436744	0.0511589	0.055702	0.0682855	0.0536368	0.0338937	0.0290052	0.00736724	3.236702
30	-15928.74	-15940.79	12.05103	0.110905	0.133915	0.0666597	0.121629	0.130407	0.0913071	0.0806419	0.101699	0.0895272	0.111363	0.0979498	0.0725803	0.0756837	0.0792797	0.111762	0.18141	0.0851876	0.153321	0.110667	0.0591089	0.0651761	0.0666229	0.213562	0.0252574	0.0101802	0.109592	0.0332199	0.0281604	0.0359241	0.0218942	0.0426441	0.0472937	0.0258901	0.0326901	0.0804643	0.0619373	0.107147	0.0405684	0.0380743	0.031997	0.0482953	0.0279589	0.0242518	3.283805
40	-15957.1	-15966.92	9.819829	0.132251	0.152213	0.141863	0.0562819	0.081352	0.123858	0.141009	0.115382	0.141057	0.0979841	0.0730454	0.0936772	0.0903581	0.0908285	0.138366	0.167039	0.0847151	0.155431	0.124045	0.050643	0.127414	0.079946	0.215257	0.016942	0.0626364	0.0548377	0.0159285	0.00921409	0.0294616	0.0245731	0.0413239	0.0435288	0.0242161	0.0371929	0.0318691	0.096127	0.122678	0.0425157	0.0380743	0.0528422	0.0150604	0.0322719	0.0416135	3.506925
50	-15924.05	-15934.43	10.37485	0.206678	0.113728	0.0984149	0.123731	0.0951748	0.0983991	0.146469	0.127724	0.0518178	0.203396	0.0810373	0.0936772	0.0926735	0.0933284	0.115125	0.111875	0.116903	0.0826681	0.140596	0.0741738	0.0426723	0.144205	0.180982	0.00988781	0.0265453	0.0312744	0.0202677	0.0333379	0.0432705	0.00383444	0.067192	0.082269	0.0119378	0.0419919	0.0448171	0.0898419	0.0492099	0.00551101	0.0618896	0.0532392	0.0597828	0.0430786	0.0367948	3.451423
60	-15936.94	-15950.41	13.47386	0.126097	0.0804504	0.0857121	0.0671474	0.0866089	0.0476	0.0576004	0.0976355	0.0688229	0.161852	0.086614	0.0230336	0.107762	0.10977	0.173913	0.182166	0.158669	0.0904794	0.101295	0.0786112	0.0854495	0.0753572	0.180982	0.0426482	0.0265453	0.0166443	0.0167939	0.0488939	0.0525066	0.00970422	0.0515037	0.0725412	0.0385309	0.0171784	0.071435	0.0536773	0.0750234	0.0565538	0.0442632	0.0341824	0.0381995	0.0304014	0.0106652	3.141521
70	-15941.44	-15954.47	13.02924	0.110899	0.0757699	0.0830841	0.111775	0.151623	0.0749209	0.0694325	0.0903891	0.112922	0.146572	0.0846969	0.0657352	0.113525	0.122091	0.130424	0.142745	0.109099	0.0846002	0.12232	0.0401261	0.116314	0.116077	0.16886	0.000151083	0.039988	0.0625308	0.0265921	0.0272142	0.0254491	0.016887	0.0363916	0.0279235	0.0403393	0.0457542	0.0858006	0.0583574	0.0673788	0.00698767	0.026401	0.0552764	0.0634224	0.0280806	0.00105693	3.185984
80	-16019.03	-16027.96	8.93818	0.154838	0.192287	0.120421	0.152003	0.110075	0.181823	0.149816	0.0400035	0.0881829	0.266902	0.0474797	0.0829903	0.0632459	0.0777856	0.131843	0.0927507	0.127468	0.105276	0.0742289	0.111345	0.12685	0.101549	0.173257	0.000442728	0.0135603	0.0336576	0.0711659	0.0154546	0.107696	0.0574597	0.0491679	0.0367015	0.025833	0.00854102	0.0475453	0.0444304	0.0828137	0.032858	0.0549269	0.0517799	0.0140316	0.0578786	0.0167263	3.59509
90	-16045.67	-16057.87	12.19344	0.119742	0.0634874	0.0968667	0.0596779	0.129552	0.118688	0.128849	0.0483809	0.0836093	0.179718	0.106152	0.0709834	0.0635184	0.0946019	0.173406	0.122954	0.097523	0.0846245	0.0769382	0.0468868	0.0596332	0.155641	0.235814	0.00657699	0.00831941	0.0211345	0.0610594	0.0350727	0.107696	0.0582345	0.0305339	0.0225801	0.0603298	0.0867054	0.0414252	0.0427346	0.167159	0.0108321	0.0258914	0.0192147	0.00891966	0.0186993	0.0191995	3.269564
