Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-15817.1	-15830.87	13.76721	0.115098	0.0881922	0.0769462	0.0972037	0.113252	0.0601214	0.103915	0.0738588	0.0913991	0.202903	0.0700537	0.0860735	0.102084	0.0762001	0.103201	0.131887	0.12447	0.127145	0.106151	0.0770768	0.0744601	0.0866341	0.16452	0.0298698	0.0235621	0.0242931	0.0153978	0.0565422	0.0126174	0.0325749	0.0515696	0.0681108	0.0202132	0.0512335	0.048034	0.0449613	0.0728085	0.0368446	0.0171592	0.03959	0.0251556	0.0609051	0.0278977	3.112187
10	-15824.61	-15835.54	10.93116	0.138268	0.100369	0.113457	0.0734265	0.116434	0.0752646	0.117798	0.101789	0.111621	0.164885	0.0726082	0.0989961	0.0880423	0.122782	0.11413	0.118981	0.153014	0.129116	0.12662	0.102954	0.108562	0.101787	0.186402	0.0225321	0.0350157	0.0343894	0.0244888	0.063924	0.032907	0.0295133	0.0501249	0.047226	0.0210199	0.0498373	0.0490949	0.0215948	0.073435	0.0336115	0.0478736	0.0163099	0.0463705	0.0320059	0.0272133	3.395792
20	-15805.42	-15818.11	12.68877	0.136814	0.100622	0.0769941	0.111102	0.104485	0.0886928	0.134307	0.0827705	0.0987987	0.165259	0.0649776	0.0873345	0.105496	0.0963023	0.116016	0.0931236	0.106826	0.113822	0.13701	0.0741988	0.103686	0.0796461	0.162433	0.0317196	0.0297627	0.0463185	0.024276	0.0540976	0.0283559	0.0340226	0.0534349	0.0618969	0.0190841	0.0408404	0.0456169	0.021147	0.108571	0.0329882	0.0234595	0.0206862	0.0220447	0.0439411	0.0370502	3.220031
30	-15810.3	-15821.55	11.25691	0.136116	0.101333	0.0864521	0.0866245	0.117771	0.07731	0.120911	0.0787582	0.102659	0.168784	0.0683762	0.0873345	0.100652	0.115657	0.125542	0.143485	0.12985	0.131115	0.126123	0.0766445	0.0732678	0.0996663	0.204624	0.027948	0.0361243	0.0487973	0.0277678	0.0542332	0.0272509	0.0381016	0.0515524	0.0570639	0.020954	0.0354704	0.0358512	0.0260443	0.094941	0.032354	0.0126866	0.0410527	0.0471417	0.0595497	0.0292753	3.363217
40	-15815.8	-15828.35	12.55145	0.125848	0.11455	0.0786613	0.0931442	0.0884656	0.0925204	0.11376	0.0750884	0.106503	0.181054	0.0861062	0.0956666	0.110292	0.095249	0.0994102	0.106834	0.142065	0.111867	0.121021	0.0892765	0.0999921	0.0935752	0.173873	0.0267553	0.024766	0.0336053	0.0288529	0.0354481	0.0117731	0.044151	0.0417339	0.0546942	0.0460836	0.0384212	0.0520062	0.0266576	0.085753	0.0280384	0.0216645	0.016551	0.0385428	0.0620722	0.021369	3.233763
50	-15823.02	-15834.75	11.7346	0.139153	0.113176	0.0946831	0.0801209	0.122771	0.0761662	0.138964	0.105539	0.106024	0.16257	0.0790621	0.0922454	0.105396	0.0900847	0.140191	0.113801	0.129045	0.112063	0.153151	0.0797877	0.0750714	0.100094	0.153699	0.039368	0.0252665	0.0417311	0.0214652	0.0480384	0.0348246	0.0330158	0.0417339	0.0743034	0.0160609	0.0431941	0.041086	0.0222073	0.0902304	0.0230544	0.0424531	0.0362179	0.0294586	0.0197411	0.0291394	3.315448
60	-15819.91	-15833.32	13.40844	0.121671	0.0795423	0.124442	0.107427	0.112143	0.106931	0.156508	0.0681167	0.104503	0.165227	0.0778121	0.0759399	0.0763367	0.114093	0.122996	0.102183	0.112285	0.111639	0.102257	0.0827245	0.0913727	0.0807306	0.142074	0.0320637	0.0432206	0.0383469	0.0342126	0.035266	0.0209576	0.0246	0.0472561	0.0614259	0.0293497	0.0393161	0.0536929	0.0195452	0.0689289	0.0306003	0.0107895	0.0252487	0.0141576	0.0406787	0.0394517	3.148064
70	-15817.85	-15830.15	12.30177	0.129843	0.0957499	0.0984632	0.107427	0.109048	0.0976289	0.128071	0.0811735	0.0968756	0.199952	0.0852351	0.0761543	0.0964749	0.0781246	0.0955546	0.0986064	0.132874	0.100203	0.152487	0.0835285	0.0788214	0.0914142	0.175395	0.032962	0.0406273	0.0478188	0.0250354	0.0382887	0.0293321	0.0222822	0.0516516	0.0676679	0.0318398	0.0154931	0.0485208	0.0312322	0.0712403	0.0207351	0.0416678	0.0405487	0.0331123	0.0478216	0.0317463	3.258731
80	-15817.02	-15829.75	12.72886	0.103556	0.0990178	0.0910286	0.0850108	0.0887005	0.0764206	0.154288	0.0800099	0.0972181	0.190295	0.0960461	0.0971124	0.106204	0.0873912	0.113408	0.101231	0.127933	0.115936	0.118583	0.0636425	0.10488	0.058623	0.169343	0.0299178	0.0333228	0.0442372	0.0193019	0.0495452	0.032162	0.0328645	0.0337851	0.0507999	0.0193867	0.0366262	0.0485208	0.0441804	0.0892164	0.0466719	0.0170179	0.035582	0.0504303	0.047727	0.028847	3.216022
90	-15811.21	-15823.5	12.29828	0.140505	0.0689704	0.115153	0.101	0.103449	0.0831348	0.126023	0.0781629	0.0971447	0.190763	0.0818899	0.0690918	0.0937094	0.0889179	0.13859	0.112952	0.105424	0.11079	0.109812	0.0749122	0.0892269	0.087809	0.181021	0.0227627	0.0342025	0.0423872	0.0160299	0.0467507	0.0241022	0.0464067	0.0623539	0.0522366	0.0188359	0.0432416	0.0641338	0.0144833	0.0928697	0.0356576	0.0201266	0.0275196	0.0464414	0.0639367	0.0361496	3.25908
