Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-19689.66	-19693.67	4.003566	0.0642812	0.193465	0.0321893	0.0177931	0.183256	0.0921786	0.124587	0.298453	0.101615	0.0628049	0.0867655	0.00779755	0.0238402	0.00993072	0.0141259	0.0194756	0.108484	0.0668554	0.107183	0.202393	0.197778	0.0729129	0.026993	0.213072	0.025707	0.298865	0.0472938	0.0242662	0.0365354	0.0479163	0.0320775	0.0414207	0.160375	0.0882106	0.10933	0.0560094	0.503669	0.104919	0.0105586	0.034277	0.119853	0.00105644	0.0179817	4.088551
10	-20295.71	-20292.54	-3.16969	0.111922	0.0344996	0.0212748	0.00268397	0.0337241	0.0958448	0.018641	0.283776	0.299544	0.0551734	0.00815542	0.137789	0.0874678	0.055598	0.0232887	0.0021821	0.0454158	0.074854	0.318169	0.00926911	0.307814	0.131021	0.107713	0.00332357	0.171033	0.324215	0.0325331	0.0213037	0.278746	0.108071	0.0546855	0.0404235	0.323121	0.0542123	0.153374	0.132154	0.106116	0.0773454	0.0191455	0.211158	0.0300458	0.0274289	0.371623	4.805877
20	-19487.72	-19497.24	9.527179	0.0738224	0.0501665	0.0818491	0.183134	0.0186931	0.0598484	0.0954179	0.263815	0.232053	0.00727041	0.0666898	0.115585	0.0314687	0.0171887	0.0703409	0.0169701	0.115222	0.00586889	0.0372456	0.103247	0.0115141	0.0318367	0.107713	0.246365	0.196468	0.000208623	0.0606819	0.0319405	0.107862	0.171565	0.0375701	0.0562137	0.0758856	0.0423231	0.114235	0.0233029	0.0269807	0.0736375	0.0805892	0.00825885	0.0157762	0.170443	0.198923	3.53619
30	-20267.77	-20268.73	0.9529002	0.0829446	0.0544475	0.0266343	0.0313411	0.0840143	0.105195	0.296973	0.022809	0.021969	0.0305315	0.0785603	0.0345079	0.054897	0.0293083	0.179995	0.130774	0.0193834	0.0452223	0.132713	0.269589	0.129062	0.0338227	0.189473	0.452563	0.0452163	0.215019	0.147544	0.169755	0.0895872	0.153926	0.149837	0.124651	0.0238317	0.198523	0.0560082	0.0113002	0.094186	0.203034	0.117342	0.00250178	0.0078537	0.0371469	0.00962371	4.393618
40	-20468.43	-20476.8	8.371664	0.0161603	0.00173383	0.13955	0.0967079	0.0923523	0.0132225	0.485537	0.12744	0.0654179	0.0256576	0.0124819	0.00774295	0.065935	0.0385846	0.116621	0.00897727	0.19992	0.00827522	0.085332	0.0983799	0.0383602	0.118944	0.0572877	0.0423096	0.0154563	0.258077	0.129954	0.0312151	0.0298452	0.391234	0.0584611	0.00845895	0.022665	0.0711917	0.154194	0.132	0.0322165	0.00379451	0.154928	0.0439951	0.0212318	0.0340908	0.095802	3.651742
50	-21352.65	-21353.47	0.8158793	0.357463	0.0502034	0.02944	0.0214221	0.332266	0.399126	0.0772413	0.0320246	0.00104354	0.00387023	0.160128	0.00225525	0.0469354	0.401618	0.115272	0.0299385	0.00358323	0.0791046	0.0531761	0.0245236	0.042915	0.0300316	0.077272	0.0717199	0.0298851	0.00690064	0.0347595	0.170002	0.0585292	0.031311	0.379168	0.00306841	0.0281	0.0575146	0.0257048	0.389523	0.280184	0.0207933	0.154928	0.0282211	0.146244	0.0788577	0.0410519	4.40732
60	-19557.84	-19559.71	1.868008	0.160764	0.0439662	0.0615581	0.0964715	0.197679	0.220503	0.128989	0.0987753	0.0593644	0.224297	0.168815	0.0546982	0.0187433	0.126952	0.0338472	0.139956	0.357955	0.138418	0.125744	0.111017	0.0757737	0.0125283	0.0131278	0.06024	0.249161	0.210553	0.0018562	0.0201423	0.0340443	0.0550168	0.086118	0.00804117	0.143565	0.0756225	0.00196165	0.273084	0.0311277	0.0778918	0.000643219	0.0482207	0.0580481	0.0788577	0.117968	4.302107
70	-19417.51	-19425.84	8.331226	0.0361762	0.30527	0.0409176	0.118463	0.0438057	0.214233	0.123725	0.0336967	0.121029	0.255134	0.0688283	0.0727808	0.0522291	0.106864	0.0405157	0.129028	0.010891	0.551186	0.00541004	0.034854	0.0833301	0.120366	0.0290827	0.00731856	0.246661	0.0386836	0.00367547	0.0753966	0.00933268	0.0186754	0.013862	0.0213309	0.112525	0.0693185	0.0429894	0.0893763	0.0211666	0.090636	0.120943	0.00100079	0.0153683	0.0216104	0.0380994	3.655785
80	-20330.72	-20332.08	1.350973	0.0169448	0.172552	0.0737427	0.019082	0.1486	0.0440173	0.0383766	0.2156	0.240724	0.498736	0.0372263	0.0382898	0.180173	0.215969	0.0405157	0.293425	0.0691514	0.00231161	0.0283687	0.059627	0.0818073	0.0119736	0.00201041	0.0610688	0.228912	0.12217	0.0227247	0.0150882	0.109019	0.00343202	0.11485	0.144632	0.194954	0.016174	0.0125844	0.0107935	0.264924	0.292674	0.0295355	0.104323	0.0369058	0.0162536	0.0235672	4.353811
90	-19173.96	-19170	-3.962743	0.167978	0.0637211	0.308781	0.0367612	0.259416	0.139433	0.0139558	0.214558	0.276209	0.0861222	0.00388061	0.263043	0.0110539	0.119796	0.407423	0.0735531	0.148416	0.207361	0.256162	0.0833132	0.0910018	0.212023	0.012748	0.144479	0.150404	0.000909054	0.0754747	0.0202245	0.0530096	0.0426559	0.013601	0.00866539	0.118903	0.0708956	0.132444	0.0609925	0.167873	0.0222186	0.10099	0.0621697	0.0588924	0.0692216	0.0544475	4.885182
100	-19850.79	-19852.69	1.897228	0.157326	0.0104405	0.0416017	0.162737	0.151273	0.200339	0.0550221	0.074896	0.0160505	0.140103	0.0799115	0.0802596	0.000778027	0.00310237	0.183703	0.0091559	0.0380871	0.19757	0.188149	0.113555	0.0763393	0.206654	0.155591	0.0142587	0.095438	0.0266933	0.109596	0.0868265	0.0138701	0.126655	0.0158871	0.0399015	0.000726469	0.0708956	0.0645761	0.284386	0.140006	0.187447	0.345298	0.0754024	0.00336056	0.106764	0.148552	4.299185
110	-20835.48	-20843.97	8.488511	0.00389806	0.137058	0.00190666	0.0371273	0.182471	0.0665703	0.00405739	0.222841	0.279039	0.010779	0.0374084	0.101219	0.086723	0.0962245	0.0234284	0.0342604	0.0380871	0.0268244	0.0214435	0.0612034	0.0591016	0.0938323	0.0843642	0.338846	0.106455	0.00410043	0.00680352	0.0334706	0.0174628	0.155982	0.422848	0.224966	0.0754908	0.030031	0.0385104	0.0334275	0.0712997	0.0201063	0.107221	0.00733391	0.0540838	0.125666	0.0560833	3.640057
120	-19646.54	-19653.81	7.274785	0.061317	0.0601401	0.11358	0.11637	0.0863392	0.0571954	0.121561	0.154387	0.121433	0.0561856	0.0868638	0.0396091	0.109295	0.158661	0.0244115	0.016638	0.0646211	0.0357616	0.0513736	0.0294831	0.0262396	0.0302846	0.0965414	0.143114	0.115339	0.246876	0.021533	0.318025	0.017935	0.0177323	0.0456977	0.0058371	0.119771	0.15337	0.0705806	0.199155	0.00478322	0.0843626	0.0328293	0.0994715	0.0614954	0.160992	0.124239	3.761429
130	-19882.96	-19874.53	-8.432412	0.0691114	0.028634	0.139965	0.00235179	0.0610878	0.0532058	0.302117	0.135499	0.0334385	0.30233	0.00855747	0.0855771	0.031475	0.147767	0.0144345	0.23336	0.0365977	0.630551	0.0252896	0.229524	0.189283	0.0907805	0.0794621	0.278068	0.0118621	0.0733089	0.0505154	0.00496004	0.167495	0.0259633	0.017525	0.0562897	0.315949	0.012408	0.0933418	0.231442	0.214993	0.269444	0.0288957	0.189668	0.259442	0.0813448	0.0188332	5.332149
140	-21826.1	-21847.75	21.64606	0.0691114	0.0899523	0.00747038	0.000200079	0.0254687	0.106765	0.0087208	0.0276267	0.0276111	0.0124144	0.154909	0.0525707	0.0200768	0.037587	0.000273595	0.0620515	0.0305232	0.031606	0.0438711	0.000923787	0.0257913	0.082983	0.0528664	0.0666458	0.0617558	0.0847848	0.00505871	0.00995862	0.00458828	0.0634042	0.108107	0.0425451	0.0215986	0.0818353	0.0635926	0.0538775	0.13195	0.0377176	0.0366026	0.0336064	0.10913	0.112436	0.223734	2.324302
150	-20230.78	-20232.45	1.674083	0.00154179	0.141162	0.093325	0.0280587	0.0478694	0.0636107	0.0429383	0.0526883	0.0340023	0.0255203	0.0951747	0.288969	0.2228	0.00188157	0.25163	0.0960764	0.39636	0.031606	0.269484	0.283179	0.111508	0.259669	0.0130388	0.0938986	0.0683992	0.110378	0.289292	0.186884	0.0604293	0.0445149	0.058658	0.204167	0.0198332	0.0037204	0.00250494	0.0068371	0.0416047	0.0013443	0.115816	0.0379728	0.0243192	0.0469199	0.0519123	4.3215
160	-20542.01	-20542.23	0.2262583	0.107187	0.0856515	0.0374487	0.130423	0.0723442	0.0557641	0.0629199	0.000161616	0.058756	0.0675069	0.0259096	0.00848087	0.0734123	0.208652	0.0728955	0.112618	0.0424565	0.0528187	0.0198695	0.0991919	0.223297	0.0621373	0.0255493	0.03007	0.00579662	0.0583989	0.401312	0.20763	0.340116	0.190192	0.00266792	0.10417	0.0651817	0.120137	0.0462614	0.146023	0.0318106	0.192103	0.0788838	0.401515	0.203141	0.0820817	0.0533376	4.466282
170	-20421.65	-20422.99	1.338601	0.280951	0.165108	0.0487515	0.187065	0.0917619	0.0724558	0.0290627	0.00273527	0.0590535	0.00797352	0.0781222	0.238312	0.0816968	0.00324384	0.022179	0.0906336	0.0599144	0.608836	0.0273239	0.0836858	0.0213707	0.0852019	0.17629	0.287846	0.0475621	0.0152462	0.0139073	0.151571	0.0601466	0.19347	0.0429725	0.10899	0.114349	0.0497554	0.0462614	0.0925931	0.0183584	0.412983	0.0370501	0.0544154	0.0202399	0.0420633	0.0235375	4.355048
180	-20347.62	-20357.56	9.944837	0.082968	0.0904788	0.153909	0.107098	0.0119354	0.0352633	0.0912221	0.00814946	0.00403838	0.0170395	0.0511656	0.234199	0.0355573	0.00458361	0.0665247	0.0350172	0.00695132	0.0333319	0.210433	0.00433059	0.223398	0.12942	0.0130132	0.0298064	0.0794442	0.157826	0.0025549	0.0444498	0.0537451	0.00812717	0.00921313	0.0664595	0.0205356	0.143344	0.16722	0.0398098	0.0113452	0.209744	0.0239707	0.526207	0.0488976	0.147836	0.05386	3.494424
190	-20198.73	-20195.09	-3.645114	0.0382372	0.182826	0.0745651	0.00623328	0.396698	0.0223312	0.0690713	0.130532	0.173951	0.0362094	0.0345257	0.0585453	0.165761	0.0819117	0.302494	0.308388	0.003885	0.156278	0.02147	0.247815	0.0214542	0.16814	0.00637157	0.0169098	0.00832322	0.0516104	0.0751671	0.0723019	0.352821	0.138215	0.265848	0.102569	0.0139007	0.425988	0.0954076	0.0614691	0.0221603	0.0617565	0.220314	0.0408023	0.0360138	0.0180273	0.0661207	4.853419
200	-19853.9	-19854.53	0.6257457	0.0672033	0.103487	0.195954	0.0602225	0.515136	0.0281999	0.30414	0.131839	0.100821	0.117865	0.213458	0.0672809	0.00089074	0.0435861	0.0677915	0.0155638	0.197499	0.0283317	0.0620548	0.034744	0.215598	0.022497	0.0574234	0.130421	0.0732533	0.00521737	0.0842095	0.0694126	0.0117238	0.203302	0.0214954	0.106218	0.0445728	0.00703921	0.0560734	0.0527068	0.00177832	0.0887572	0.125359	0.0310622	0.165291	0.407974	0.0888787	4.426333
210	-20119.31	-20119.09	-0.2171102	0.071019	0.109584	0.21336	0.0602225	0.0648192	0.0879631	0.535667	0.0252925	0.105723	0.0823094	0.020147	0.0514102	0.0492311	0.107697	0.0504175	0.0213002	0.181015	0.0127999	0.0391737	0.00728463	0.00895306	0.0734102	0.0574234	0.0356567	0.102674	0.0386699	0.0288811	0.0492917	0.349587	0.0115992	0.32158	0.0418466	0.090704	0.131091	0.165588	0.100123	0.0111276	0.101816	0.166698	0.263266	0.271096	0.00471867	0.188381	4.510619
220	-20482.01	-20490.29	8.278238	0.0831483	0.0091566	0.0783554	0.0370654	0.08169	0.108432	0.114843	0.0349571	0.0551289	0.109848	0.00987222	0.00411853	0.145478	0.0105651	0.0369575	0.0709641	0.010704	0.0113354	0.0363316	0.10819	0.383184	0.118326	0.0755934	0.110421	0.199636	0.178655	0.0789906	0.0376659	0.111518	0.209255	0.153263	0.0237745	0.00501393	0.134794	0.176321	0.163175	0.0475135	0.00416108	0.00590288	0.0417006	0.0268929	0.0298044	0.188381	3.661084
