Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-15880.98	-15891.78	10.80295	0.154469	0.161934	0.125322	0.0923784	0.166129	0.0606983	0.148983	0.0915657	0.140232	0.141231	0.070692	0.0837218	0.0786162	0.0954079	0.109703	0.144969	0.111867	0.0934314	0.110145	0.0458719	0.102561	0.101202	0.176524	0.0287529	0.0418359	0.065544	0.0303449	0.0664096	0.0130604	0.0402098	0.0547644	0.0359647	0.0366533	0.037825	0.0438207	0.0111321	0.0891761	0.0446349	0.0246553	0.062147	0.0063007	0.0339447	0.0337814	3.408613
10	-15864.84	-15877.22	12.38506	0.0878364	0.128889	0.0935466	0.105891	0.0890305	0.0746646	0.140159	0.0962351	0.0905026	0.143551	0.0618675	0.0675541	0.109506	0.10937	0.116685	0.105179	0.119028	0.177173	0.114807	0.0744685	0.105054	0.0553013	0.176526	0.020565	0.0734627	0.065544	0.0276138	0.0422692	0.0188238	0.024798	0.0528377	0.0522885	0.0645189	0.0174854	0.0400931	0.0429475	0.0648804	0.0279825	0.0154485	0.0659082	0.0390883	0.0129023	0.0381206	3.250402
20	-15873.07	-15884.16	11.09475	0.136783	0.0688598	0.0772316	0.130348	0.0977302	0.0746646	0.137569	0.0591885	0.123866	0.167972	0.127125	0.117055	0.115507	0.138854	0.110193	0.131623	0.143456	0.11654	0.149232	0.0753178	0.12188	0.0853467	0.133699	0.0408143	0.0276522	0.0601378	0.0323665	0.0421084	0.0167819	0.0469582	0.0695185	0.0470215	0.0332605	0.0209879	0.0287732	0.0156937	0.0724088	0.0161655	0.0252738	0.0506301	0.0508021	0.0382686	0.00376769	3.379433
30	-15901.9	-15913.56	11.66523	0.143541	0.0804022	0.0871428	0.0798338	0.0851275	0.0684445	0.112424	0.104393	0.103249	0.156687	0.0934821	0.0848565	0.137083	0.130947	0.097848	0.184745	0.142284	0.124585	0.173076	0.0733012	0.0614108	0.119724	0.242174	0.0296816	0.0756437	0.0485715	0.0268684	0.0249907	0.00881633	0.0388219	0.0276762	0.0480861	0.0399911	0.0146949	0.0309709	0.040648	0.0298984	0.0338068	0.0115964	0.0325538	0.0471154	0.0201154	0.00507813	3.322385
40	-15873.4	-15885.87	12.47579	0.0889549	0.123753	0.104669	0.128727	0.112003	0.0512786	0.148746	0.0496275	0.110278	0.183652	0.105225	0.112861	0.122411	0.099066	0.0905609	0.138007	0.141062	0.117441	0.124702	0.055504	0.0606061	0.0485847	0.137445	0.0412357	0.0592	0.0485715	0.0161587	0.063036	0.0189017	0.025398	0.0625007	0.0664002	0.020655	0.0494936	0.0346452	0.0557449	0.0460923	0.06179	0.0169585	0.0414787	0.0251638	0.0255518	0.00718894	3.241329
50	-15859.37	-15870.39	11.0199	0.154402	0.103984	0.163433	0.0953077	0.101917	0.0932736	0.175945	0.0743015	0.145698	0.170624	0.0886851	0.0702633	0.0761596	0.100331	0.122239	0.130128	0.149105	0.115913	0.0934136	0.0696204	0.0517338	0.0739039	0.152609	0.0565587	0.0458748	0.0327685	0.0324858	0.0350742	0.0388038	0.0283478	0.0598914	0.0801016	0.0217483	0.0642839	0.0176132	0.0262291	0.0912114	0.0303041	0.0138619	0.0365014	0.0236817	0.0335816	0.0450038	3.386918
60	-15854.88	-15865.47	10.59113	0.1164	0.105223	0.0967619	0.131803	0.0990275	0.117676	0.107994	0.0677093	0.107562	0.190423	0.0922732	0.0770916	0.104123	0.088	0.132239	0.1428	0.116013	0.115913	0.144056	0.0604252	0.105125	0.0642749	0.159995	0.0539968	0.0545204	0.0285838	0.0239761	0.0510715	0.0239104	0.0138186	0.0598914	0.0233547	0.0279722	0.04894	0.0601481	0.0296705	0.129601	0.0397709	0.066681	0.0375581	0.029295	0.0373637	0.0467622	3.429795
70	-15857.2	-15870.31	13.11355	0.131186	0.117332	0.0915276	0.0813919	0.10812	0.0899662	0.0953667	0.0776361	0.0965163	0.170906	0.14384	0.0922341	0.0767832	0.0673126	0.112775	0.0880698	0.126795	0.115913	0.0911869	0.0765189	0.0801848	0.0901444	0.158827	0.0645639	0.0365141	0.025287	0.0423395	0.0453619	0.0288609	0.0130016	0.0393403	0.0297752	0.0473722	0.0445332	0.0338561	0.0296705	0.0703114	0.0485334	0.0351176	0.0757232	0.042341	0.0113362	0.033181	3.177552
80	-15880.28	-15891.46	11.17322	0.0955882	0.0516174	0.0915276	0.122842	0.109439	0.0829152	0.143586	0.0685194	0.102485	0.22086	0.067079	0.140656	0.126662	0.0938508	0.0988945	0.102329	0.118342	0.123148	0.125853	0.0851051	0.0935366	0.0816001	0.153194	0.0398687	0.0600621	0.0348036	0.0629006	0.0480081	0.0247903	0.02822	0.0196599	0.0799051	0.0295959	0.06362	0.0343604	0.0258528	0.0986824	0.0199835	0.032079	0.0809637	0.0374829	0.0160018	0.0351172	3.371586
90	-15893.17	-15906.56	13.38327	0.126201	0.0664065	0.107933	0.11405	0.164354	0.101733	0.113232	0.0867703	0.100919	0.198907	0.0684639	0.0877925	0.116055	0.0615479	0.103105	0.0952831	0.111802	0.114996	0.13105	0.0582432	0.0825057	0.048252	0.104155	0.0683792	0.044186	0.0465467	0.0154571	0.0519351	0.0148777	0.0718995	0.0336932	0.0472984	0.0374256	0.056363	0.018004	0.0364532	0.050707	0.0471081	0.032079	0.0360612	0.0372676	0.0119618	0.0291187	3.150581
100	-15897.36	-15908.58	11.22373	0.132765	0.127644	0.11426	0.077927	0.135385	0.0767211	0.120903	0.078762	0.131093	0.219855	0.0739899	0.0824678	0.113309	0.0538278	0.104653	0.158776	0.132215	0.131835	0.121988	0.0808093	0.0722347	0.0524393	0.214091	0.0275756	0.0533072	0.034953	0.00344065	0.0532944	0.0427307	0.0343114	0.0499969	0.0629094	0.0420957	0.0505079	0.0097309	0.0171297	0.125239	0.0119458	0.0461375	0.0405798	0.0165331	0.0210591	0.0151077	3.366535
110	-15869.94	-15885.08	15.14042	0.110471	0.0842643	0.0836734	0.12927	0.0724514	0.0430651	0.116551	0.04733	0.110894	0.159918	0.0752114	0.0591057	0.0917537	0.102921	0.109818	0.123565	0.126196	0.125066	0.122352	0.0736598	0.0647814	0.105342	0.150173	0.0225452	0.0498297	0.0376537	0.0408449	0.0198319	0.0210426	0.0354858	0.0379875	0.0383204	0.0511952	0.0312511	0.0530913	0.0201812	0.056744	0.00326561	0.0358554	0.0511773	0.0420913	0.0133142	0.0253238	2.974866
120	-15904.74	-15914.66	9.91967	0.168217	0.127518	0.105042	0.155566	0.093904	0.0994727	0.154062	0.124787	0.037325	0.175644	0.0771565	0.115156	0.07162	0.116503	0.0785699	0.126799	0.194434	0.096017	0.182908	0.0736598	0.0924647	0.0942553	0.153662	0.0512862	0.0582913	0.0326687	0.0330995	0.0375062	0.0168989	0.0344693	0.051061	0.0671165	0.0512688	0.0339825	0.0411783	0.0603524	0.0648377	0.019189	0.0289771	0.0468878	0.022344	0.0168795	0.0139026	3.496941
130	-15874.99	-15889.29	14.304	0.104304	0.0619059	0.128544	0.13875	0.124756	0.0432074	0.110306	0.0996887	0.0924223	0.155099	0.0837271	0.073126	0.0747135	0.089057	0.107612	0.0824895	0.107341	0.10803	0.129779	0.0736598	0.0819085	0.0850135	0.172325	0.0254759	0.0657054	0.0258731	0.0396858	0.0507507	0.0221654	0.0414707	0.0620726	0.0252275	0.0454834	0.0111149	0.0263025	0.044424	0.074974	0.0278187	0.0331094	0.0553081	0.0149237	0.0272445	0.0116128	3.058508
140	-15897.55	-15909.37	11.8112	0.0919544	0.11475	0.0714445	0.144442	0.12419	0.0781884	0.110306	0.0628622	0.105793	0.15095	0.0712383	0.11127	0.0900781	0.078796	0.0830555	0.127168	0.121671	0.110759	0.142863	0.0815346	0.0739742	0.103948	0.166213	0.0866737	0.0527781	0.0301282	0.0329441	0.0650654	0.0216137	0.0693624	0.0724755	0.0472358	0.0453409	0.00937669	0.041116	0.0322901	0.128692	0.000244788	0.0282019	0.0553081	0.00544257	0.0489842	0.0170659	3.307788
150	-15855.42	-15865.86	10.43907	0.134765	0.11475	0.10397	0.0940871	0.11958	0.134561	0.141207	0.0864066	0.0780814	0.186934	0.0918026	0.103139	0.0956613	0.0608503	0.126703	0.119143	0.141544	0.0968533	0.102231	0.0808825	0.117115	0.106784	0.231067	0.0458508	0.0564412	0.0294175	0.0335206	0.0605636	0.0402095	0.0567774	0.0434869	0.0414472	0.0059072	0.0378376	0.0360014	0.0200188	0.0935924	0.00266809	0.0226542	0.0413197	0.0226363	0.042564	0.0439675	3.445001
160	-15882.67	-15895.26	12.59851	0.100084	0.104862	0.149861	0.108596	0.130275	0.0983981	0.116065	0.0748362	0.0849502	0.199295	0.0827976	0.0635606	0.0814448	0.108839	0.126703	0.0760029	0.10422	0.125495	0.107392	0.106467	0.121252	0.0862716	0.155223	0.0518876	0.0370879	0.0582539	0.0488354	0.0580737	0.0114393	0.0253612	0.0197629	0.0969142	0.018273	0.0166181	0.0166476	0.014829	0.0723882	0.0105864	0.014147	0.0426489	0.0119168	0.0444165	0.0460773	3.229057
170	-15872.94	-15886.56	13.62119	0.105934	0.117521	0.0973802	0.144702	0.128178	0.0758033	0.175148	0.0482905	0.131638	0.184451	0.061058	0.0889507	0.127548	0.0774164	0.108772	0.107397	0.0921759	0.0817207	0.115263	0.0910292	0.0849397	0.0991306	0.116278	0.011433	0.0395161	0.0298693	0.0331235	0.0506216	0.0114393	0.033231	0.0530834	0.0436714	0.00685686	0.0248001	0.0417631	0.0213354	0.10215	0.0416451	0.00863975	0.0439691	0.010978	0.045549	0.0123891	3.126789
180	-15845.78	-15857.8	12.01902	0.117296	0.11076	0.124981	0.116691	0.158715	0.0779176	0.104926	0.0794783	0.0787985	0.135235	0.0740842	0.0882633	0.10777	0.116173	0.115439	0.110434	0.149978	0.114404	0.117645	0.0674902	0.0818235	0.0530591	0.169865	0.0124958	0.0495595	0.0440896	0.0331988	0.03041	0.0185481	0.046629	0.0588715	0.0887097	0.023131	0.0336934	0.0573255	0.0478937	0.0821066	0.0223608	0.0109287	0.0657669	0.0477788	0.0244459	0.0178362	3.287006
