Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-19158.21	-19161.03	2.81425	0.0109972	0.0366891	0.116896	0.13925	0.12455	0.121506	0.0566869	0.0627749	0.0688792	0.164405	0.0716911	0.000299092	0.244914	0.012839	0.32718	0.0730826	0.554443	0.0731126	0.225243	0.0883764	0.0563454	0.101764	0.0997097	0.0106781	0.0418787	0.0160409	0.224614	0.13882	0.0114414	0.0050105	0.256305	0.00319051	0.0668818	0.0368447	0.0409528	0.0448386	0.0158855	0.0860389	0.11272	0.155335	0.0114052	0.0438602	0.053107	4.207483
10	-19118.07	-19118.62	0.5500809	0.150099	0.0589354	0.118952	0.238551	0.0433084	0.124937	0.256183	0.104658	0.00559481	0.0330372	0.202726	0.0474243	0.00812622	0.0595972	0.357036	0.0816971	0.165301	0.257129	0.0123342	0.222846	0.0748328	0.184575	0.102409	0.306899	0.212727	0.038293	0.0987371	0.00712303	0.0810053	0.0162491	0.0453625	0.0708706	0.0345847	0.0489013	0.253245	0.0110789	0.0271489	0.0294841	0.0399535	0.0336825	0.0270496	0.044725	0.0964893	4.4339
20	-19741.12	-19738.55	-2.571709	0.0736347	0.0176905	0.118952	0.123997	0.038868	0.0277572	0.162207	0.037741	0.130754	0.00412725	0.31455	0.0239154	0.167198	0.0478311	0.225211	0.209336	0.0686409	0.0210813	0.0079736	0.0650576	0.339042	0.0249863	0.194079	0.197252	0.00702935	0.0145726	0.0285706	0.0437458	0.101767	0.222247	0.0896606	0.258446	0.0986234	0.0413386	0.0710663	0.234702	0.265382	0.205402	0.0367323	0.153922	0.143377	0.044725	0.0428841	4.746079
30	-20040.73	-20039.43	-1.306944	0.0500517	0.0500974	0.0404873	0.0159257	0.17835	0.00832636	0.0532596	0.162724	0.226418	0.0211492	0.0285443	0.0747655	0.211418	0.199605	0.246198	0.298733	0.0178381	0.24	0.0076323	0.214847	0.178205	0.00498055	0.000704415	0.0630218	0.0816248	0.198739	0.0283826	0.0347916	0.167406	0.148172	0.419746	0.152119	0.124333	0.0245367	0.0256991	0.00326268	0.163519	0.0591219	0.0200313	0.108521	0.0197655	0.213127	0.0334219	4.619602
40	-19633.72	-19639.04	5.319883	0.101301	0.0244065	0.163075	0.130589	0.0339364	0.406531	0.0532596	0.0245027	0.00909472	0.130111	0.0851765	0.0631821	0.00930241	0.133886	0.112762	0.0222737	0.0191031	0.0297693	0.0516946	0.038184	0.142726	0.00460682	0.109641	0.000217885	0.177656	0.259834	0.0864666	0.0914994	0.0640889	0.0683925	0.162072	0.047757	0.217583	0.00681246	0.0586221	0.206118	0.0121184	0.132444	0.0757776	0.27575	0.00653491	0.0875177	0.0205434	3.95692
50	-20357.23	-20358.22	0.9902868	0.119017	0.0752198	0.0653781	0.141705	0.0536193	0.0329849	0.0100934	0.0867148	0.154567	0.164943	0.35213	0.00752193	0.023754	0.041821	0.0590211	0.341811	0.0226051	0.0135991	0.0221224	0.180278	0.171313	0.0835699	0.0274581	0.022115	0.180423	0.244097	0.110981	0.0951989	0.276035	0.110832	0.0681333	0.0814563	0.000602146	0.10666	0.118434	0.132011	0.0311099	0.104451	0.0112992	0.0429281	0.0838015	0.0516026	0.266462	4.389879
60	-19774.34	-19779.36	5.027159	0.0871452	0.0296423	0.0124535	0.0968389	0.130192	0.0175617	0.00168337	0.155467	0.0574224	0.0244159	0.06386	0.0803821	0.0684243	0.190661	0.179102	0.134476	0.00764529	0.370369	0.112441	0.157247	0.0663253	0.197798	0.210452	0.0916017	0.0892008	0.0639337	0.129544	0.048114	0.181759	0.0179915	0.0955437	0.103517	0.00348556	0.200849	0.0037392	0.0732734	0.0338229	0.056488	0.0115225	0.0790477	0.170154	0.0267019	0.0538972	3.986192
70	-20491.71	-20492.85	1.139186	0.029764	0.0716259	0.0360688	0.0465288	0.14319	0.0585054	0.0124653	0.0432472	0.0811351	0.0952181	0.0538554	0.382047	0.238782	0.295902	0.0135901	0.204683	0.0244293	0.094407	0.184649	0.0256933	0.00649498	0.0244273	0.0194595	0.0908775	0.0724279	0.136181	0.0145583	0.0969339	0.654619	0.00475247	0.0363719	0.0381254	0.165939	0.0692713	0.034037	0.00101331	0.0379911	0.0984995	0.0629649	0.093328	0.296923	0.136413	0.0475934	4.374989
80	-20718.22	-20723.1	4.885341	0.0143234	0.0147273	0.0561682	0.0249072	0.0985828	0.00922753	0.170922	0.243465	0.0111872	0.134607	0.0727549	0.222326	0.0636956	0.00254925	0.035208	0.0931405	0.00311805	0.0318682	0.0842271	0.0365862	0.216164	0.000558315	0.117326	0.108152	0.0135678	0.0224044	0.159004	0.20354	0.0431261	0.379827	0.290805	0.097876	0.0979034	0.0787718	0.0264592	0.0580624	0.0374513	0.0394792	0.214054	0.323974	0.018597	0.0115876	0.0180919	4.000374
90	-19197.16	-19196.69	-0.4766939	0.078223	0.107187	0.324095	0.0511779	0.0531268	0.141222	0.0273618	0.00874532	0.0344239	0.0223107	0.0703743	0.275996	0.129032	0.0100023	0.233552	0.0626202	0.046061	0.0488877	0.0611516	0.0437746	0.150838	0.0465287	0.0274851	0.108029	0.325059	0.0288079	0.412448	0.0203433	0.0572126	0.0638539	0.0679731	0.00354475	0.0852936	0.108508	0.2603	0.223804	0.111702	0.0406665	0.0152616	0.301201	0.0967664	0.12456	0.0270671	4.536577
