Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-19526.52	-19521.68	-4.840254	0.0618348	0.158174	0.036857	0.102587	0.126409	0.057306	0.0446094	0.208093	0.0269697	0.256712	0.100426	0.223096	0.0158121	0.140156	0.132314	0.0348996	0.343127	0.099206	0.222937	0.0293367	0.0437383	0.121526	0.262729	0.0151888	0.0990019	0.0844258	0.0259446	0.266622	0.105463	0.138871	0.00842068	0.0679395	0.290721	0.0139551	0.0914935	0.388824	0.0445014	0.0308214	0.190958	0.0886898	0.0372986	0.0553616	0.0795781	4.972933
10	-19284.6	-19283.03	-1.571271	0.072348	0.0743561	0.0767629	0.292637	0.0713928	0.201262	0.21946	0.346702	0.230394	0.0685967	0.0678802	0.166974	0.107965	0.0634992	0.304541	0.0486324	0.139612	0.0657587	0.0534666	0.051922	0.0366425	0.210089	0.00807213	0.056478	0.0235922	0.257652	0.163724	0.0719026	0.154287	0.242784	0.0452107	0.0334903	0.070833	0.0112148	0.0352544	0.0310989	0.332454	0.0186219	0.0375219	0.049583	0.00976721	0.0065725	0.0150266	4.646035
20	-19843.08	-19851.76	8.67494	0.0176582	0.0743561	0.0767629	0.0944073	0.205753	0.0988257	0.0265934	0.130899	0.035955	0.0164007	0.0425486	0.00699622	0.107402	0.1948	0.0438593	0.0715749	0.0079957	0.163458	0.0806223	0.0233838	0.0436188	0.0367741	0.135491	0.0614409	0.12702	0.129905	0.0835089	0.0220522	0.210355	0.00376507	0.11077	0.215427	0.042466	0.00197263	0.153489	0.00634474	0.0671195	0.0631462	0.361894	0.0434455	0.0612113	0.0466681	0.0732766	3.621414
30	-19846.58	-19845.34	-1.244378	0.0478742	0.0220492	0.00452778	0.226973	0.038353	0.248515	0.0571871	0.22543	0.382176	0.0645171	0.039225	0.057982	0.0365006	0.0663329	0.307556	0.0291356	0.120017	0.368769	0.118084	0.339392	0.1463	0.0761026	0.0970738	0.0497483	0.0100617	0.0267672	0.00865066	0.0974923	0.0687866	0.0444697	0.00628075	0.201948	0.230914	0.0104015	0.100992	0.112285	0.133637	0.0238604	0.0487818	0.102448	0.0692021	0.0778399	0.0687061	4.613346
40	-19530.49	-19537.14	6.648214	0.117712	0.0322836	0.0116214	0.054359	0.0746008	0.0818937	0.0970299	0.16227	0.102951	0.0508518	0.0256859	0.057982	0.0011766	0.0155324	0.087667	0.0621186	0.0632148	0.0572662	0.23405	0.157499	0.114567	0.126814	0.012783	0.0336528	0.00966834	0.115992	0.0251572	0.153805	0.0262504	0.0471688	0.0289658	0.0371954	0.360782	0.116029	0.136916	0.0958819	0.055747	0.0638281	0.0487818	0.00290085	0.324565	0.120505	0.218365	3.824087
50	-20100.56	-20107.09	6.533213	0.0406155	0.0254812	0.00684739	0.105852	0.113686	0.0195647	0.250758	0.0254086	0.0502391	0.14118	0.0113553	0.386337	0.00515971	0.0902062	0.0482642	0.0123419	0.0108686	0.0903762	0.0494573	0.120896	0.0431829	0.0376037	0.0359797	0.172476	0.268815	0.0860156	0.00259051	0.0661999	0.0542919	0.123295	0.10971	0.196688	0.137286	0.015693	0.0313155	0.148387	0.10615	0.114151	0.0115682	0.185221	0.0105044	0.0602973	0.21327	3.835587
60	-20093.63	-20091.83	-1.800011	0.54289	0.0403775	0.00684739	0.0209386	0.178538	0.0260442	0.292313	0.0267744	0.0502391	0.172347	0.390305	0.241557	0.0259558	0.0127064	0.183701	0.0226168	0.0273101	0.231484	0.0329488	0.0514535	0.101033	0.100089	0.0939242	0.320608	0.119538	0.0408159	0.469	0.0238847	0.0468639	0.123057	0.0618506	0.053834	0.0207241	0.0164531	0.0868457	0.116102	0.029754	0.0159521	0.0387584	0.100618	0.0740646	0.0337688	0.00401978	4.668909
70	-19797.44	-19805.4	7.955651	0.0446358	0.0439916	0.196072	0.00168314	0.157965	0.0702498	0.415091	0.0330392	0.154033	0.0130646	0.0183385	0.045777	0.13504	0.112103	0.0866214	0.00180387	0.054594	0.0481596	0.174217	0.311486	0.0947489	0.0877929	0.0405489	0.0976011	0.0473037	0.0433245	0.0110591	0.0112866	0.0837467	0.00318273	0.0413759	0.0978633	0.0201809	0.131635	0.0255961	0.195061	0.0806873	0.0192056	0.0600374	0.171844	0.0613522	0.114042	0.0358992	3.693343
80	-19813.51	-19807.04	-6.476116	0.0524606	0.0529754	0.0630157	0.102488	0.0544432	0.0154903	0.0944153	0.239199	0.0744008	0.0179675	0.116344	0.141542	0.0448817	0.112423	0.486849	0.0952398	0.0253324	0.0797909	0.243438	0.215412	0.110122	0.136964	0.0328089	0.025437	0.128258	0.133262	0.197104	0.158486	0.062621	0.00545483	0.393628	0.288961	0.149384	0.0440085	0.0349776	0.150379	0.0436179	0.251693	0.101564	0.106998	0.10905	0.114106	0.0295257	5.13652
90	-20200.96	-20198.56	-2.400398	0.0231481	0.040635	0.0583242	0.502795	0.015371	0.15777	0.0887238	0.285738	0.0487656	0.0432712	0.214107	0.0457905	0.0299889	0.0449542	0.0744802	0.335568	0.0640915	0.155087	0.212532	0.0273635	0.199251	0.0123061	0.00142042	0.0384478	0.0584254	0.0179083	0.197104	0.164905	0.0656658	0.058799	0.035991	0.114052	0.0136265	0.390344	0.00586728	0.00712799	0.197507	0.27926	0.00600611	0.133213	0.0366069	0.00180214	0.224806	4.728948
