Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-17410.83	-17411.23	0.4001361	0.210624	0.158632	0.13581	0.072797	0.238069	0.186046	0.183276	0.245855	0.0642224	0.194673	0.0371588	0.11085	0.0296168	0.160362	0.0788535	0.157744	0.093989	0.134735	0.163133	0.136479	0.0889105	0.0404882	0.177412	0.0186047	0.0916113	0.18123	0.0458116	0.150577	0.0439212	0.138527	0.0504928	0.0299744	0.0668707	0.0224786	0.0314254	0.11527	0.0320475	0.0679443	0.00140801	0.0728999	0.00441651	0.124852	0.0587948	4.448894
10	-18019.9	-18035.01	15.11335	0.111028	0.131605	0.175084	0.0409735	0.0404683	0.15184	0.0361167	0.0312733	0.0444331	0.210528	0.181809	0.0949007	0.122613	0.111483	0.0127478	0.0379874	0.0876758	0.0199882	0.0664534	0.0740408	0.0663038	0.034872	0.120268	0.0162661	0.0977229	0.0154983	0.0150487	0.0506408	0.0653334	0.115507	0.0550458	0.0498849	0.0668707	0.0558417	0.0153861	0.041335	0.0140604	0.01404	0.000278734	0.00945996	0.205475	0.0407757	0.0286092	2.977573
20	-17243.02	-17253.23	10.20463	0.249226	0.13794	0.120412	0.176828	0.0824835	0.0435919	0.0635086	0.0406322	0.126731	0.0740196	0.0700009	0.108703	0.0489524	0.0662788	0.207228	0.170509	0.112907	0.0339858	0.123626	0.0862428	0.0916242	0.0303124	0.179912	0.00981604	0.0536868	0.0137158	0.0125688	0.0994532	0.0248283	0.0575506	0.124613	0.0235981	0.0611908	0.232581	0.0446476	0.0504032	0.0226568	0.00380825	0.000654668	0.046946	0.032155	0.0928983	0.0150183	3.468445
30	-17378.14	-17386.71	8.569724	0.011501	0.176867	0.0860314	0.138622	0.0156767	0.0345272	0.0669694	0.12177	0.0394125	0.104096	0.0748445	0.0414384	0.084102	0.0440604	0.130067	0.0752273	0.247917	0.0690376	0.109798	0.076168	0.138829	0.160354	0.153996	0.0188507	0.0261532	0.0292501	0.0509254	0.0994532	0.049937	0.0705323	0.300552	0.0145137	0.022187	0.157728	0.0496248	0.0288855	0.101819	0.0195685	0.015183	0.229417	0.0669315	0.00222376	0.0768873	3.631936
40	-18046.13	-18054.88	8.751326	0.0370048	0.0923832	0.0508232	0.0371655	0.0502676	0.0932417	0.221595	0.0879077	0.0414518	0.0821784	0.081567	0.00738033	0.0615843	0.0535347	0.0538967	0.0133561	0.0675206	0.099306	0.257914	0.0988905	0.115819	0.101852	0.137284	0.196674	0.193627	0.0386951	0.120161	0.0135465	0.0264331	0.000935566	0.00804814	0.101803	0.00322112	0.0284828	0.0573493	0.0781751	0.102349	0.285943	0.00379225	0.0860181	0.0223827	0.0379444	0.264271	3.613775
50	-17743.48	-17756.52	13.04042	0.13274	0.0764581	0.0929017	0.211934	0.0495593	0.159727	0.129368	0.103389	0.0660533	0.0290419	0.0521807	0.0115172	0.0885115	0.0300614	0.0894911	0.0256879	0.16463	0.104752	0.0545888	0.0725883	0.00749451	0.0894607	0.0713535	0.0448895	0.0454686	0.00731436	0.14048	0.0242591	0.0366637	0.00199536	0.03304	0.153571	0.0267295	0.0729724	0.0800616	0.104464	0.0238225	0.0905347	0.0102039	0.0800393	0.0557301	0.215853	0.0232817	3.184866
60	-17406.32	-17411.84	5.518401	0.188323	0.151478	0.156103	0.210143	0.188245	0.102815	0.175632	0.0499995	0.110876	0.160591	0.0488221	0.00989144	0.0873943	0.0632302	0.181309	0.0586768	0.0485316	0.0913107	0.145997	0.0435338	0.0657752	0.0368076	0.210491	0.0180076	0.0395798	0.213478	0.14048	0.0698196	0.0244271	0.0276346	0.0144685	0.0487192	0.154349	0.00876972	0.0723295	0.187478	0.00796906	0.0905347	0.0185447	0.0297476	0.0867523	0.0318653	0.066139	3.937068
70	-17417.19	-17428.51	11.32249	0.0476188	0.139893	0.0747481	0.0375772	0.0902109	0.0416511	0.128868	0.132178	0.0790902	0.0930009	0.0466248	0.084929	0.0902728	0.246258	0.100266	0.104319	0.196314	0.0811748	0.104417	0.0316306	0.0971188	0.0558266	0.0935569	0.0515126	0.0142724	0.128646	0.156115	0.0246985	0.0114646	0.0949105	0.0298281	0.0323877	0.153723	0.0173287	0.0402798	0.0460425	0.0355317	0.0450099	0.0723961	0.162205	0.0125286	0.0257708	0.00446399	3.356659
80	-17237.56	-17243.08	5.514912	0.0250863	0.0780902	0.228669	0.0614427	0.095828	0.0724481	0.0867035	0.0849681	0.0722686	0.174846	0.0390181	0.0362456	0.062767	0.0809409	0.333133	0.167275	0.273707	0.0683522	0.262798	0.184355	0.0140054	0.0758348	0.24547	0.152254	0.0077634	0.0448925	0.0865935	0.00239113	0.035645	0.135545	0.091001	0.00863753	0.0390775	0.0320423	0.0147266	0.105511	0.0093299	0.00653565	0.0277162	0.112274	0.00842451	0.138928	0.0538752	3.937417
90	-17164.24	-17175.03	10.78894	0.223696	0.0332082	0.125372	0.0373969	0.0292456	0.0724481	0.148316	0.0951069	0.0739506	0.213703	0.0990266	0.0629327	0.0634091	0.195916	0.193495	0.175446	0.0822643	0.149248	0.094779	0.145327	0.0200343	0.0392203	0.130217	0.053203	0.0514983	0.117669	0.00697702	0.013966	0.0412564	0.0871124	0.0148932	0.0595701	0.00374363	0.0126221	0.167237	0.0951288	0.019752	0.0225655	0.0197939	0.0360216	0.0255932	0.0387941	0.0188597	3.410014
100	-17592.1	-17585.28	-6.818846	0.11772	0.270673	0.141788	0.0992767	0.065141	0.0726808	0.225481	0.0755328	0.0608114	0.213176	0.0457012	0.0560622	0.219013	0.168998	0.131584	0.436476	0.122953	0.103186	0.350181	0.122425	0.0664403	0.0479052	0.0760094	0.0807836	0.153025	0.189173	0.0607749	0.0809882	0.0940302	0.0407694	0.0498599	0.0588255	0.0037372	0.190141	0.167237	0.0997214	0.188022	0.0215645	0.0294691	0.0278054	0.136584	0.126018	0.0830499	5.170793
