Iteration	Posterior	Likelihood	Prior	mu	beta[1]	beta[2]	switch_rate_0_to_1	switch_rate_1_to_0	switch_rate_1_to_2	switch_rate_2_to_1	switch_rates[1]	switch_rates[2]	switch_rates[3]	switch_rates[4]	switch_rates[5]	switch_rates[6]	switch_rates_pos[1]	switch_rates_pos[2]	switch_rates_pos[3]	switch_rates_pos[4]
161350	-1247.605	-1242.718	-4.887809	0.7597792	1.38436	1.38436	0.01905277	0.6646179	0.1333246	0.1830047	0.0190528	0	0.664618	0.133325	0	0.183005	0.0190528	0.664618	0.133325	0.183005
161400	-1289.127	-1279.232	-9.894741	1.28456	1.14349	1.14349	0.01636391	0.7362507	0.1519882	0.09539714	0.0163639	0	0.736251	0.151988	0	0.0953971	0.0163639	0.736251	0.151988	0.0953971
161450	-1293.16	-1284.273	-8.886806	1.149076	1.49039	1.49039	0.01571793	0.7536628	0.1085645	0.1220547	0.0157179	0	0.753663	0.108565	0	0.122055	0.0157179	0.753663	0.108565	0.122055
161500	-1200.51	-1193.066	-7.443804	1.023763	1.30052	1.30052	0.01615822	0.7002186	0.1374221	0.1462011	0.0161582	0	0.700219	0.137422	0	0.146201	0.0161582	0.700219	0.137422	0.146201
161550	-1022.071	-1015.409	-6.661422	0.9221181	1.53459	1.53459	0.009719544	0.7039016	0.130595	0.1557838	0.00971954	0	0.703902	0.130595	0	0.155784	0.00971954	0.703902	0.130595	0.155784
161600	-1092.986	-1084.862	-8.124608	1.109669	1.12226	1.12226	0.01238866	0.6979559	0.1721229	0.1175326	0.0123887	0	0.697956	0.172123	0	0.117533	0.0123887	0.697956	0.172123	0.117533
161650	-919.0338	-915.6338	-3.400035	0.6345046	1.14933	1.14933	0.01673407	0.6516047	0.1606643	0.170997	0.0167341	0	0.651605	0.160664	0	0.170997	0.0167341	0.651605	0.160664	0.170997
161700	-1147.73	-1142.271	-5.458479	0.8367288	1.18554	1.18554	0.0176853	0.6881979	0.1736374	0.1204794	0.0176853	0	0.688198	0.173637	0	0.120479	0.0176853	0.688198	0.173637	0.120479
161750	-914.3773	-910.9601	-3.417137	0.5974699	1.53678	1.53678	0.009101943	0.6273601	0.1793114	0.1842265	0.00910194	0	0.62736	0.179311	0	0.184226	0.00910194	0.62736	0.179311	0.184226
161800	-1082.118	-1074.842	-7.275489	1.015654	1.21329	1.21329	0.01557665	0.7733036	0.1055166	0.1056032	0.0155766	0	0.773304	0.105517	0	0.105603	0.0155766	0.773304	0.105517	0.105603
161850	-985.9128	-979.6774	-6.235436	0.9477746	0.852034	0.852034	0.01100807	0.6491145	0.1830638	0.1568137	0.0110081	0	0.649114	0.183064	0	0.156814	0.0110081	0.649114	0.183064	0.156814
161900	-1118.481	-1113.656	-4.824994	0.7729328	1.19001	1.19001	0.01523286	0.7067745	0.1229954	0.1549972	0.0152329	0	0.706775	0.122995	0	0.154997	0.0152329	0.706775	0.122995	0.154997
161950	-1082.598	-1077.137	-5.46058	0.8540335	1.01459	1.01459	0.01397614	0.6280811	0.2160152	0.1419276	0.0139761	0	0.628081	0.216015	0	0.141928	0.0139761	0.628081	0.216015	0.141928
162000	-1009.981	-1004.547	-5.434192	0.8592363	0.936174	0.936174	0.009906271	0.6198314	0.2095214	0.1607409	0.00990627	0	0.619831	0.209521	0	0.160741	0.00990627	0.619831	0.209521	0.160741
162050	-1107.315	-1101.191	-6.123743	0.9451945	0.766143	0.766143	0.01201625	0.5578698	0.2731601	0.1569538	0.0120163	0	0.55787	0.27316	0	0.156954	0.0120163	0.55787	0.27316	0.156954
162100	-1072.114	-1064.784	-7.330491	1.058811	0.836727	0.836727	0.01079014	0.6296125	0.2026657	0.1569317	0.0107901	0	0.629612	0.202666	0	0.156932	0.0107901	0.629612	0.202666	0.156932
162150	-984.5103	-976.0529	-8.457418	1.113563	1.41613	1.41613	0.009372912	0.7121261	0.1694118	0.1090892	0.00937291	0	0.712126	0.169412	0	0.109089	0.00937291	0.712126	0.169412	0.109089
162200	-1144.499	-1136.24	-8.259355	1.09957	1.358	1.358	0.01138926	0.7445798	0.1131403	0.1308907	0.0113893	0	0.74458	0.11314	0	0.130891	0.0113893	0.74458	0.11314	0.130891
162250	-1112.34	-1106.015	-6.325036	0.9122895	1.29649	1.29649	0.01303538	0.7057047	0.1238284	0.1574314	0.0130354	0	0.705705	0.123828	0	0.157431	0.0130354	0.705705	0.123828	0.157431
162300	-1115.86	-1110.339	-5.521005	0.8606981	1.00837	1.00837	0.01931174	0.6706321	0.1643838	0.1456724	0.0193117	0	0.670632	0.164384	0	0.145672	0.0193117	0.670632	0.164384	0.145672
162350	-1015.608	-1012.085	-3.522366	0.6386999	1.22971	1.22971	0.01614106	0.7558879	0.08485691	0.1431141	0.0161411	0	0.755888	0.0848569	0	0.143114	0.0161411	0.755888	0.0848569	0.143114
162400	-1001.78	-996.2877	-5.492291	0.825019	1.33645	1.33645	0.019208	0.7511051	0.1251279	0.104559	0.019208	0	0.751105	0.125128	0	0.104559	0.019208	0.751105	0.125128	0.104559
162450	-1149.899	-1144.848	-5.050677	0.7653437	1.49159	1.49159	0.01827107	0.741232	0.08379928	0.1566977	0.0182711	0	0.741232	0.0837993	0	0.156698	0.0182711	0.741232	0.0837993	0.156698
162500	-1321.391	-1314.482	-6.908585	0.9601609	1.40132	1.40132	0.02173437	0.7560551	0.09696191	0.1252486	0.0217344	0	0.756055	0.0969619	0	0.125249	0.0217344	0.756055	0.0969619	0.125249
162550	-1155.799	-1150.143	-5.655507	0.8418583	1.33127	1.33127	0.01855546	0.7814218	0.08142637	0.1185964	0.0185555	0	0.781422	0.0814264	0	0.118596	0.0185555	0.781422	0.0814264	0.118596
162600	-1201.725	-1195.784	-5.941016	0.8988101	1.04726	1.04726	0.01985822	0.7602183	0.1024773	0.1174462	0.0198582	0	0.760218	0.102477	0	0.117446	0.0198582	0.760218	0.102477	0.117446
162650	-1144.384	-1134.556	-9.828109	1.323553	0.686926	0.686926	0.01475158	0.7416767	0.1658742	0.07769746	0.0147516	0	0.741677	0.165874	0	0.0776975	0.0147516	0.741677	0.165874	0.0776975
162700	-1141.788	-1133.593	-8.195785	1.077469	1.51544	1.51544	0.01374043	0.7815329	0.08730313	0.1174235	0.0137404	0	0.781533	0.0873031	0	0.117424	0.0137404	0.781533	0.0873031	0.117424
162750	-1068.965	-1063.045	-5.919345	0.8674611	1.33908	1.33908	0.01383484	0.6764641	0.1318838	0.1778173	0.0138348	0	0.676464	0.131884	0	0.177817	0.0138348	0.676464	0.131884	0.177817
162800	-1150.591	-1146.934	-3.656919	0.6091313	1.65995	1.65995	0.01926046	0.699395	0.1095454	0.1717991	0.0192605	0	0.699395	0.109545	0	0.171799	0.0192605	0.699395	0.109545	0.171799
162850	-954.4917	-949.4472	-5.044467	0.7886226	1.25258	1.25258	0.01459579	0.7151141	0.1458657	0.1244244	0.0145958	0	0.715114	0.145866	0	0.124424	0.0145958	0.715114	0.145866	0.124424
162900	-1145.689	-1138.941	-6.747359	0.948403	1.35767	1.35767	0.01524783	0.7169294	0.1030713	0.1647514	0.0152478	0	0.716929	0.103071	0	0.164751	0.0152478	0.716929	0.103071	0.164751
162950	-1144.461	-1139.907	-4.55408	0.6995287	1.65314	1.65314	0.023695	0.7676161	0.07687613	0.1318127	0.023695	0	0.767616	0.0768761	0	0.131813	0.023695	0.767616	0.0768761	0.131813
163000	-963.2503	-958.5319	-4.718327	0.7846776	0.965896	0.965896	0.01636446	0.6411551	0.2063576	0.1361228	0.0163645	0	0.641155	0.206358	0	0.136123	0.0163645	0.641155	0.206358	0.136123
163050	-802.1454	-797.0598	-5.085528	0.786662	1.31325	1.31325	0.009051315	0.7038856	0.1696484	0.1174147	0.00905131	0	0.703886	0.169648	0	0.117415	0.00905131	0.703886	0.169648	0.117415
163100	-949.0745	-944.4821	-4.592358	0.7316738	1.36996	1.36996	0.01113315	0.738756	0.1194627	0.1306482	0.0111331	0	0.738756	0.119463	0	0.130648	0.0111331	0.738756	0.119463	0.130648
163150	-964.8146	-960.1515	-4.663005	0.7171235	1.58611	1.58611	0.01295907	0.710327	0.1136239	0.1630901	0.0129591	0	0.710327	0.113624	0	0.16309	0.0129591	0.710327	0.113624	0.16309
163200	-1182.448	-1178.239	-4.209114	0.6878539	1.42492	1.42492	0.02096071	0.6415068	0.1461449	0.1913876	0.0209607	0	0.641507	0.146145	0	0.191388	0.0209607	0.641507	0.146145	0.191388
163250	-907.1247	-904.4066	-2.718084	0.5842235	0.970194	0.970194	0.01712203	0.6708239	0.1600788	0.1519752	0.017122	0	0.670824	0.160079	0	0.151975	0.017122	0.670824	0.160079	0.151975
163300	-923.5311	-920.8212	-2.709912	0.5774028	1.03023	1.03023	0.01664179	0.6185841	0.1952011	0.1695731	0.0166418	0	0.618584	0.195201	0	0.169573	0.0166418	0.618584	0.195201	0.169573
163350	-937.4862	-933.2815	-4.204696	0.7017049	1.28199	1.28199	0.01138747	0.6621472	0.172774	0.1536913	0.0113875	0	0.662147	0.172774	0	0.153691	0.0113875	0.662147	0.172774	0.153691
163400	-873.5709	-870.9674	-2.603412	0.5005738	1.69202	1.69202	0.01253251	0.6633029	0.1153059	0.2088586	0.0125325	0	0.663303	0.115306	0	0.208859	0.0125325	0.663303	0.115306	0.208859
163450	-1021.197	-1018.067	-3.130123	0.548578	1.73869	1.73869	0.01676126	0.7352588	0.07166623	0.1763137	0.0167613	0	0.735259	0.0716662	0	0.176314	0.0167613	0.735259	0.0716662	0.176314
163500	-975.5895	-971.1514	-4.438059	0.7086475	1.44593	1.44593	0.01270974	0.6888541	0.1394712	0.158965	0.0127097	0	0.688854	0.139471	0	0.158965	0.0127097	0.688854	0.139471	0.158965
163550	-980.1741	-973.7473	-6.426857	0.9306832	1.21437	1.21437	0.0114231	0.6915466	0.1523083	0.144722	0.0114231	0	0.691547	0.152308	0	0.144722	0.0114231	0.691547	0.152308	0.144722
163600	-808.5532	-802.3448	-6.208434	0.8468817	1.83396	1.83396	0.007633584	0.8222054	0.050824	0.119337	0.00763358	0	0.822205	0.050824	0	0.119337	0.00763358	0.822205	0.050824	0.119337
163650	-915.2989	-911.8742	-3.424736	0.6252189	1.26689	1.26689	0.01298299	0.6546123	0.1359073	0.1964974	0.012983	0	0.654612	0.135907	0	0.196497	0.012983	0.654612	0.135907	0.196497
163700	-1063.828	-1058.231	-5.596482	0.8343957	1.34687	1.34687	0.01175162	0.693556	0.1050033	0.1896891	0.0117516	0	0.693556	0.105003	0	0.189689	0.0117516	0.693556	0.105003	0.189689
163750	-1055.519	-1050.973	-4.545751	0.7234462	1.40563	1.40563	0.0179054	0.7149523	0.1031578	0.1639845	0.0179054	0	0.714952	0.103158	0	0.163984	0.0179054	0.714952	0.103158	0.163984
163800	-1130.347	-1123.643	-6.703653	0.9588854	1.20914	1.20914	0.01373874	0.7576154	0.1209117	0.1077342	0.0137387	0	0.757615	0.120912	0	0.107734	0.0137387	0.757615	0.120912	0.107734
163850	-1294.733	-1286.497	-8.235131	1.088373	1.44575	1.44575	0.01555534	0.7648955	0.09727727	0.1222719	0.0155553	0	0.764896	0.0972773	0	0.122272	0.0155553	0.764896	0.0972773	0.122272
163900	-1314.31	-1306.005	-8.305534	1.148553	0.914344	0.914344	0.02052266	0.7087903	0.136845	0.133842	0.0205227	0	0.70879	0.136845	0	0.133842	0.0205227	0.70879	0.136845	0.133842
163950	-948.3916	-939.5901	-8.801486	1.13807	1.51513	1.51513	0.01023562	0.8310802	0.06805252	0.09063165	0.0102356	0	0.83108	0.0680525	0	0.0906317	0.0102356	0.83108	0.0680525	0.0906317
164000	-838.6623	-833.8304	-4.831904	0.7789217	1.13703	1.13703	0.01040445	0.7215873	0.1443973	0.123611	0.0104045	0	0.721587	0.144397	0	0.123611	0.0104045	0.721587	0.144397	0.123611
164050	-847.4202	-843.4391	-3.981076	0.6619508	1.45591	1.45591	0.01187928	0.716048	0.1185519	0.1535208	0.0118793	0	0.716048	0.118552	0	0.153521	0.0118793	0.716048	0.118552	0.153521
164100	-1132.162	-1125.333	-6.829411	0.9800003	1.12375	1.12375	0.01722693	0.7829879	0.110329	0.08945626	0.0172269	0	0.782988	0.110329	0	0.0894563	0.0172269	0.782988	0.110329	0.0894563
164150	-1111.03	-1103.453	-7.577305	1.070299	0.968658	0.968658	0.01186699	0.7173941	0.1436845	0.1270544	0.011867	0	0.717394	0.143684	0	0.127054	0.011867	0.717394	0.143684	0.127054
164200	-1069.139	-1063.863	-5.276046	0.8203176	1.16721	1.16721	0.01812886	0.7213118	0.1124236	0.1481358	0.0181289	0	0.721312	0.112424	0	0.148136	0.0181289	0.721312	0.112424	0.148136
164250	-1144.125	-1136.438	-7.686537	1.040717	1.37371	1.37371	0.01539478	0.7265607	0.09440798	0.1636365	0.0153948	0	0.726561	0.094408	0	0.163636	0.0153948	0.726561	0.094408	0.163636
164300	-1130.91	-1125.251	-5.658648	0.8615861	1.13713	1.13713	0.01864593	0.6859781	0.1561713	0.1392047	0.0186459	0	0.685978	0.156171	0	0.139205	0.0186459	0.685978	0.156171	0.139205
164350	-1114.837	-1111.192	-3.645579	0.6829804	0.910119	0.910119	0.01924478	0.7064306	0.1257825	0.1485421	0.0192448	0	0.706431	0.125783	0	0.148542	0.0192448	0.706431	0.125783	0.148542
164400	-841.3075	-838.6655	-2.642049	0.558089	1.1555	1.1555	0.01000395	0.5793361	0.1567292	0.2539308	0.0100039	0	0.579336	0.156729	0	0.253931	0.0100039	0.579336	0.156729	0.253931
164450	-1071.355	-1066.956	-4.399169	0.7216596	1.27692	1.27692	0.01599399	0.6362252	0.1572933	0.1904875	0.015994	0	0.636225	0.157293	0	0.190487	0.015994	0.636225	0.157293	0.190487
164500	-1034.248	-1030.08	-4.167645	0.7364268	0.897721	0.897721	0.0154644	0.6050665	0.1922157	0.1872533	0.0154644	0	0.605067	0.192216	0	0.187253	0.0154644	0.605067	0.192216	0.187253
164550	-1020.577	-1016.374	-4.203237	0.6744869	1.55271	1.55271	0.01344952	0.6918067	0.1187484	0.1759954	0.0134495	0	0.691807	0.118748	0	0.175995	0.0134495	0.691807	0.118748	0.175995
164600	-1011.317	-1007.56	-3.75664	0.6831402	1.01958	1.01958	0.01356933	0.6325611	0.1682256	0.185644	0.0135693	0	0.632561	0.168226	0	0.185644	0.0135693	0.632561	0.168226	0.185644
164650	-1153.616	-1147.941	-5.675378	0.8629023	1.1407	1.1407	0.01519115	0.6587073	0.1452602	0.1808414	0.0151911	0	0.658707	0.14526	0	0.180841	0.0151911	0.658707	0.14526	0.180841
164700	-1295.807	-1290.763	-5.044248	0.7802603	1.33599	1.33599	0.02206747	0.6452853	0.1510381	0.1816091	0.0220675	0	0.645285	0.151038	0	0.181609	0.0220675	0.645285	0.151038	0.181609
164750	-1113.483	-1109.945	-3.538068	0.6430155	1.20226	1.20226	0.02904115	0.6785487	0.1228086	0.1696016	0.0290411	0	0.678549	0.122809	0	0.169602	0.0290411	0.678549	0.122809	0.169602
164800	-982.8859	-978.5778	-4.308168	0.7201396	1.20112	1.20112	0.01740178	0.7214781	0.1233681	0.137752	0.0174018	0	0.721478	0.123368	0	0.137752	0.0174018	0.721478	0.123368	0.137752
164850	-971.8553	-967.2055	-4.649804	0.7457407	1.28674	1.28674	0.01598602	0.7040781	0.1549157	0.1250202	0.015986	0	0.704078	0.154916	0	0.12502	0.015986	0.704078	0.154916	0.12502
164900	-1194.058	-1189.947	-4.11077	0.698374	1.22137	1.22137	0.02675322	0.7724355	0.08319215	0.1176191	0.0267532	0	0.772436	0.0831922	0	0.117619	0.0267532	0.772436	0.0831922	0.117619
164950	-1145.118	-1140.212	-4.905185	0.7281474	1.71806	1.71806	0.02090159	0.7895213	0.06950422	0.1200729	0.0209016	0	0.789521	0.0695042	0	0.120073	0.0209016	0.789521	0.0695042	0.120073
165000	-1080.769	-1077.393	-3.375988	0.6356238	1.11409	1.11409	0.01942471	0.6832428	0.142348	0.1549845	0.0194247	0	0.683243	0.142348	0	0.154984	0.0194247	0.683243	0.142348	0.154984
165050	-936.818	-932.2071	-4.610855	0.7040736	1.66446	1.66446	0.01895559	0.7877155	0.08171488	0.111614	0.0189556	0	0.787716	0.0817149	0	0.111614	0.0189556	0.787716	0.0817149	0.111614
165100	-1127.87	-1122.41	-5.459281	0.8430099	1.12353	1.12353	0.01981397	0.7968918	0.07941079	0.1038834	0.019814	0	0.796892	0.0794108	0	0.103883	0.019814	0.796892	0.0794108	0.103883
165150	-1058.571	-1049.828	-8.742911	1.165218	1.18508	1.18508	0.01623234	0.8328234	0.08989527	0.06104903	0.0162323	0	0.832823	0.0898953	0	0.061049	0.0162323	0.832823	0.0898953	0.061049
165200	-1018.355	-1016.337	-2.018452	0.5022829	1.08997	1.08997	0.01999731	0.6551067	0.1167337	0.2081623	0.0199973	0	0.655107	0.116734	0	0.208162	0.0199973	0.655107	0.116734	0.208162
165250	-1017.936	-1013.703	-4.233929	0.7014378	1.3139	1.3139	0.01663413	0.7204659	0.1224684	0.1404316	0.0166341	0	0.720466	0.122468	0	0.140432	0.0166341	0.720466	0.122468	0.140432
165300	-1034.759	-1030.137	-4.6221	0.7296726	1.41972	1.41972	0.01956263	0.7173616	0.1481414	0.1149344	0.0195626	0	0.717362	0.148141	0	0.114934	0.0195626	0.717362	0.148141	0.114934
165350	-1144.497	-1140.87	-3.627417	0.6412932	1.30883	1.30883	0.02434929	0.6851875	0.1305506	0.1599126	0.0243493	0	0.685188	0.130551	0	0.159913	0.0243493	0.685188	0.130551	0.159913
165400	-1063.242	-1056.897	-6.344698	0.8970787	1.46826	1.46826	0.01494657	0.7257921	0.1285308	0.1307305	0.0149466	0	0.725792	0.128531	0	0.130731	0.0149466	0.725792	0.128531	0.130731
165450	-1012.369	-1007.658	-4.711078	0.7662958	1.14246	1.14246	0.01858341	0.6719567	0.1538291	0.1556308	0.0185834	0	0.671957	0.153829	0	0.155631	0.0185834	0.671957	0.153829	0.155631
165500	-1157.937	-1152.831	-5.106286	0.7522222	1.67841	1.67841	0.02245233	0.756272	0.09287178	0.1284039	0.0224523	0	0.756272	0.0928718	0	0.128404	0.0224523	0.756272	0.0928718	0.128404
165550	-962.7635	-959.9434	-2.820111	0.503062	1.88383	1.88383	0.01759869	0.6803145	0.09715344	0.2049334	0.0175987	0	0.680315	0.0971534	0	0.204933	0.0175987	0.680315	0.0971534	0.204933
165600	-1120.169	-1115.785	-4.38357	0.6924547	1.55337	1.55337	0.0180031	0.7043737	0.1078069	0.1698163	0.0180031	0	0.704374	0.107807	0	0.169816	0.0180031	0.704374	0.107807	0.169816
165650	-876.7874	-870.5518	-6.235549	0.8599637	1.73026	1.73026	0.009781292	0.7823429	0.1094149	0.09846091	0.00978129	0	0.782343	0.109415	0	0.0984609	0.00978129	0.782343	0.109415	0.0984609
165700	-956.4357	-950.7373	-5.698398	0.7925201	1.86754	1.86754	0.01325436	0.7486224	0.08729827	0.150825	0.0132544	0	0.748622	0.0872983	0	0.150825	0.0132544	0.748622	0.0872983	0.150825
165750	-999.4326	-995.0558	-4.376811	0.6836962	1.63419	1.63419	0.01628493	0.8071908	0.08252655	0.09399769	0.0162849	0	0.807191	0.0825265	0	0.0939977	0.0162849	0.807191	0.0825265	0.0939977
165800	-818.5227	-814.6697	-3.852978	0.669357	1.25375	1.25375	0.01132216	0.7386471	0.129896	0.1201347	0.0113222	0	0.738647	0.129896	0	0.120135	0.0113222	0.738647	0.129896	0.120135
165850	-1085.541	-1077.05	-8.491454	1.134014	1.24566	1.24566	0.01223012	0.7464684	0.1271219	0.1141796	0.0122301	0	0.746468	0.127122	0	0.11418	0.0122301	0.746468	0.127122	0.11418
165900	-1114.435	-1107.496	-6.93817	0.9895142	1.13737	1.13737	0.01434945	0.7096551	0.1296839	0.1463116	0.0143495	0	0.709655	0.129684	0	0.146312	0.0143495	0.709655	0.129684	0.146312
165950	-1100.345	-1094.189	-6.155809	0.915797	1.09218	1.09218	0.01244802	0.7262613	0.1237873	0.1375033	0.012448	0	0.726261	0.123787	0	0.137503	0.012448	0.726261	0.123787	0.137503
166000	-1138.989	-1132.493	-6.496123	0.9317957	1.27251	1.27251	0.01693626	0.7222294	0.135907	0.1249273	0.0169363	0	0.722229	0.135907	0	0.124927	0.0169363	0.722229	0.135907	0.124927
166050	-1171.701	-1163.578	-8.12339	1.08446	1.37314	1.37314	0.01579189	0.7969234	0.0877256	0.09955911	0.0157919	0	0.796923	0.0877256	0	0.0995591	0.0157919	0.796923	0.0877256	0.0995591
166100	-1377.268	-1368.556	-8.711816	1.159499	1.21117	1.21117	0.01823865	0.7379269	0.1143532	0.1294813	0.0182386	0	0.737927	0.114353	0	0.129481	0.0182386	0.737927	0.114353	0.129481
166150	-1126.134	-1121.065	-5.069212	0.8045467	1.11809	1.11809	0.01470474	0.6495121	0.1432261	0.1925571	0.0147047	0	0.649512	0.143226	0	0.192557	0.0147047	0.649512	0.143226	0.192557
166200	-1126.433	-1120.91	-5.523904	0.8330694	1.28755	1.28755	0.0128089	0.6650981	0.1361631	0.1859299	0.0128089	0	0.665098	0.136163	0	0.18593	0.0128089	0.665098	0.136163	0.18593
166250	-1058.17	-1051.737	-6.43287	0.9250329	1.27689	1.27689	0.01169844	0.6828094	0.1239821	0.1815101	0.0116984	0	0.682809	0.123982	0	0.18151	0.0116984	0.682809	0.123982	0.18151
166300	-1064.905	-1060.717	-4.188068	0.7474194	0.808219	0.808219	0.009957934	0.559654	0.2557301	0.174658	0.00995793	0	0.559654	0.25573	0	0.174658	0.00995793	0.559654	0.25573	0.174658
166350	-1181.34	-1175.635	-5.705064	0.8742452	1.05696	1.05696	0.01481532	0.7586677	0.09934687	0.1271701	0.0148153	0	0.758668	0.0993469	0	0.12717	0.0148153	0.758668	0.0993469	0.12717
166400	-1020.681	-1016.517	-4.164542	0.7208484	1.0504	1.0504	0.01372594	0.7062386	0.1232156	0.1568198	0.0137259	0	0.706239	0.123216	0	0.15682	0.0137259	0.706239	0.123216	0.15682
166450	-1194.436	-1189.377	-5.058199	0.8084689	1.06785	1.06785	0.01783557	0.708507	0.1108295	0.1628279	0.0178356	0	0.708507	0.110829	0	0.162828	0.0178356	0.708507	0.110829	0.162828
166500	-1110.153	-1104.833	-5.320275	0.8308578	1.10604	1.10604	0.01337674	0.7068276	0.1350819	0.1447138	0.0133767	0	0.706828	0.135082	0	0.144714	0.0133767	0.706828	0.135082	0.144714
166550	-1229.226	-1224.686	-4.54069	0.7289673	1.34536	1.34536	0.02237184	0.7331672	0.115221	0.12924	0.0223718	0	0.733167	0.115221	0	0.12924	0.0223718	0.733167	0.115221	0.12924
166600	-1251.667	-1244.652	-7.015496	0.9694606	1.41523	1.41523	0.01957826	0.8180441	0.07020454	0.09217308	0.0195783	0	0.818044	0.0702045	0	0.0921731	0.0195783	0.818044	0.0702045	0.0921731
166650	-1065.63	-1060.978	-4.651701	0.7318633	1.42741	1.42741	0.01618213	0.7290005	0.09738682	0.1574306	0.0161821	0	0.729	0.0973868	0	0.157431	0.0161821	0.729	0.0973868	0.157431
166700	-990.3688	-983.4906	-6.878176	0.9474443	1.49808	1.49808	0.01162037	0.7649391	0.118293	0.1051475	0.0116204	0	0.764939	0.118293	0	0.105148	0.0116204	0.764939	0.118293	0.105148
166750	-850.9142	-846.8098	-4.10444	0.6555398	1.64339	1.64339	0.01137889	0.7133554	0.0910979	0.1841678	0.0113789	0	0.713355	0.0910979	0	0.184168	0.0113789	0.713355	0.0910979	0.184168
166800	-1259.497	-1253.073	-6.423636	0.9606044	0.911936	0.911936	0.01733624	0.7235237	0.1562584	0.1028817	0.0173362	0	0.723524	0.156258	0	0.102882	0.0173362	0.723524	0.156258	0.102882
166850	-870.7433	-867.5535	-3.189814	0.6288168	0.99599	0.99599	0.01500326	0.6575616	0.185517	0.1419181	0.0150033	0	0.657562	0.185517	0	0.141918	0.0150033	0.657562	0.185517	0.141918
166900	-1045.896	-1039.06	-6.836572	1.0155	0.77592	0.77592	0.01106304	0.6684572	0.1992208	0.1212589	0.011063	0	0.668457	0.199221	0	0.121259	0.011063	0.668457	0.199221	0.121259
166950	-1035.039	-1029.363	-5.675887	0.8359186	1.41105	1.41105	0.01666376	0.7901803	0.08513804	0.1080179	0.0166638	0	0.79018	0.085138	0	0.108018	0.0166638	0.79018	0.085138	0.108018
167000	-1014.008	-1005.504	-8.50437	1.127474	1.32397	1.32397	0.011648	0.7467959	0.1458965	0.09565967	0.011648	0	0.746796	0.145896	0	0.0956597	0.011648	0.746796	0.145896	0.0956597
167050	-1120.937	-1112.628	-8.309434	1.073313	1.67064	1.67064	0.01333689	0.7611168	0.1145923	0.110954	0.0133369	0	0.761117	0.114592	0	0.110954	0.0133369	0.761117	0.114592	0.110954
167100	-1014.075	-1008.374	-5.700869	0.8220718	1.5745	1.5745	0.01480286	0.6680842	0.1786233	0.1384896	0.0148029	0	0.668084	0.178623	0	0.13849	0.0148029	0.668084	0.178623	0.13849
167150	-956.2789	-950.2662	-6.01267	0.8875549	1.23147	1.23147	0.01315511	0.6719232	0.1881233	0.1267984	0.0131551	0	0.671923	0.188123	0	0.126798	0.0131551	0.671923	0.188123	0.126798
167200	-973.8944	-967.2883	-6.606118	0.9324118	1.37634	1.37634	0.01344369	0.7014523	0.1729593	0.1121447	0.0134437	0	0.701452	0.172959	0	0.112145	0.0134437	0.701452	0.172959	0.112145
167250	-1121.766	-1117.552	-4.213259	0.6932923	1.37468	1.37468	0.01980794	0.7460387	0.1163102	0.1178432	0.0198079	0	0.746039	0.11631	0	0.117843	0.0198079	0.746039	0.11631	0.117843
167300	-1241.337	-1235.998	-5.339009	0.8028047	1.40531	1.40531	0.02423332	0.7622281	0.09802793	0.1155106	0.0242333	0	0.762228	0.0980279	0	0.115511	0.0242333	0.762228	0.0980279	0.115511
167350	-1038.484	-1033.496	-4.988105	0.8081283	1.00117	1.00117	0.01629996	0.740556	0.1299772	0.1131669	0.0163	0	0.740556	0.129977	0	0.113167	0.0163	0.740556	0.129977	0.113167
167400	-1271.41	-1266.569	-4.840746	0.7419348	1.51574	1.51574	0.02267188	0.7694783	0.08201273	0.1258371	0.0226719	0	0.769478	0.0820127	0	0.125837	0.0226719	0.769478	0.0820127	0.125837
167450	-899.331	-896.0203	-3.310768	0.6470002	0.93511	0.93511	0.01506947	0.6935322	0.1627514	0.1286469	0.0150695	0	0.693532	0.162751	0	0.128647	0.0150695	0.693532	0.162751	0.128647
167500	-807.0362	-804.1507	-2.885472	0.4944719	2.0351	2.0351	0.009734249	0.7746767	0.05601442	0.1595747	0.00973425	0	0.774677	0.0560144	0	0.159575	0.00973425	0.774677	0.0560144	0.159575
167550	-952.5299	-949.951	-2.578943	0.5579103	1.09418	1.09418	0.01794251	0.7003121	0.1112145	0.1705309	0.0179425	0	0.700312	0.111215	0	0.170531	0.0179425	0.700312	0.111215	0.170531
167600	-895.8144	-893.5492	-2.265139	0.5535939	0.823545	0.823545	0.01963399	0.6074851	0.1872357	0.1856452	0.019634	0	0.607485	0.187236	0	0.185645	0.019634	0.607485	0.187236	0.185645
167650	-966.193	-960.0926	-6.100448	0.9197486	0.997307	0.997307	0.01419119	0.7419041	0.1353025	0.1086022	0.0141912	0	0.741904	0.135302	0	0.108602	0.0141912	0.741904	0.135302	0.108602
167700	-943.3632	-939.2363	-4.126906	0.68125	1.40875	1.40875	0.01700634	0.7100468	0.1134686	0.1594783	0.0170063	0	0.710047	0.113469	0	0.159478	0.0170063	0.710047	0.113469	0.159478
167750	-1107.773	-1102.626	-5.147121	0.7864814	1.37665	1.37665	0.01575805	0.7484123	0.1050384	0.1307913	0.015758	0	0.748412	0.105038	0	0.130791	0.015758	0.748412	0.105038	0.130791
