Iteration	Posterior	Likelihood	Prior	mu	beta[1]	beta[2]	switch_rate_0_to_1	switch_rate_1_to_0	switch_rate_1_to_2	switch_rate_2_to_1	switch_rates[1]	switch_rates[2]	switch_rates[3]	switch_rates[4]	switch_rates[5]	switch_rates[6]	switch_rates_pos[1]	switch_rates_pos[2]	switch_rates_pos[3]	switch_rates_pos[4]
303050	-1007.636	-999.3909	-8.245587	1.110677	1.23316	1.23316	0.01144584	0.7597708	0.1356965	0.09308686	0.0114458	0	0.759771	0.135696	0	0.0930869	0.0114458	0.759771	0.135696	0.0930869
303100	-952.1872	-947.8145	-4.372699	0.729028	1.17676	1.17676	0.01477491	0.6670269	0.1487063	0.169492	0.0147749	0	0.667027	0.148706	0	0.169492	0.0147749	0.667027	0.148706	0.169492
303150	-1196.652	-1189.912	-6.740098	0.9620655	1.21379	1.21379	0.01713829	0.6232207	0.1867826	0.1728584	0.0171383	0	0.623221	0.186783	0	0.172858	0.0171383	0.623221	0.186783	0.172858
303200	-1229.925	-1223.918	-6.007057	0.8733519	1.36788	1.36788	0.0190561	0.6777375	0.143949	0.1592573	0.0190561	0	0.677738	0.143949	0	0.159257	0.0190561	0.677738	0.143949	0.159257
303250	-1248.979	-1240.636	-8.342902	1.098239	1.45486	1.45486	0.01874491	0.7917466	0.07951824	0.1099902	0.0187449	0	0.791747	0.0795182	0	0.10999	0.0187449	0.791747	0.0795182	0.10999
303300	-1109.618	-1103.396	-6.222072	0.8825446	1.49097	1.49097	0.01504717	0.6833938	0.1242525	0.1773065	0.0150472	0	0.683394	0.124253	0	0.177307	0.0150472	0.683394	0.124253	0.177307
303350	-1147.842	-1141.933	-5.909075	0.8367674	1.63575	1.63575	0.01556406	0.7291367	0.104967	0.1503322	0.0155641	0	0.729137	0.104967	0	0.150332	0.0155641	0.729137	0.104967	0.150332
303400	-1151.241	-1145.235	-6.006536	0.879391	1.30697	1.30697	0.01924942	0.6910061	0.162443	0.1273014	0.0192494	0	0.691006	0.162443	0	0.127301	0.0192494	0.691006	0.162443	0.127301
303450	-1288.134	-1281.616	-6.517177	0.8890996	1.72053	1.72053	0.01817162	0.7904852	0.05723804	0.1341052	0.0181716	0	0.790485	0.057238	0	0.134105	0.0181716	0.790485	0.057238	0.134105
303500	-1228.122	-1223.036	-5.086051	0.7712064	1.46833	1.46833	0.02296881	0.7083563	0.1000271	0.1686478	0.0229688	0	0.708356	0.100027	0	0.168648	0.0229688	0.708356	0.100027	0.168648
303550	-1067.448	-1062.204	-5.243415	0.8100718	1.23704	1.23704	0.01300899	0.7448708	0.1202531	0.1218671	0.013009	0	0.744871	0.120253	0	0.121867	0.013009	0.744871	0.120253	0.121867
303600	-1151.83	-1146.116	-5.714309	0.8255411	1.55324	1.55324	0.01609038	0.7185101	0.1062859	0.1591136	0.0160904	0	0.71851	0.106286	0	0.159114	0.0160904	0.71851	0.106286	0.159114
303650	-1024.423	-1020.633	-3.79022	0.6507902	1.37666	1.37666	0.01875145	0.7074843	0.123163	0.1506013	0.0187514	0	0.707484	0.123163	0	0.150601	0.0187514	0.707484	0.123163	0.150601
303700	-1097.246	-1094.778	-2.468328	0.4927567	1.63511	1.63511	0.02425309	0.6336044	0.109146	0.2329966	0.0242531	0	0.633604	0.109146	0	0.232997	0.0242531	0.633604	0.109146	0.232997
303750	-1123.494	-1119.926	-3.56841	0.6254371	1.40838	1.40838	0.02489302	0.6372361	0.1220459	0.215825	0.024893	0	0.637236	0.122046	0	0.215825	0.024893	0.637236	0.122046	0.215825
303800	-1161.704	-1157.077	-4.626906	0.7259208	1.46204	1.46204	0.02025184	0.7529278	0.09073583	0.1360845	0.0202518	0	0.752928	0.0907358	0	0.136084	0.0202518	0.752928	0.0907358	0.136084
303850	-918.9769	-911.0187	-7.958252	1.067249	1.38011	1.38011	0.01235641	0.7558542	0.1460972	0.08569216	0.0123564	0	0.755854	0.146097	0	0.0856922	0.0123564	0.755854	0.146097	0.0856922
303900	-985.1461	-978.1393	-7.006768	0.9863317	1.2378	1.2378	0.008657435	0.668556	0.1825159	0.1402707	0.00865743	0	0.668556	0.182516	0	0.140271	0.00865743	0.668556	0.182516	0.140271
303950	-981.7729	-974.9248	-6.848078	0.9861378	1.08104	1.08104	0.01220674	0.7025633	0.1512726	0.1339574	0.0122067	0	0.702563	0.151273	0	0.133957	0.0122067	0.702563	0.151273	0.133957
304000	-906.9776	-900.6947	-6.282845	0.9241296	1.13589	1.13589	0.01183112	0.6345231	0.1882169	0.1654289	0.0118311	0	0.634523	0.188217	0	0.165429	0.0118311	0.634523	0.188217	0.165429
304050	-970.6681	-964.8486	-5.819486	0.8771418	1.14241	1.14241	0.01200985	0.7138031	0.1230636	0.1511234	0.0120099	0	0.713803	0.123064	0	0.151123	0.0120099	0.713803	0.123064	0.151123
304100	-929.4532	-923.4393	-6.013943	0.9038679	1.06961	1.06961	0.01505483	0.667355	0.1719331	0.145657	0.0150548	0	0.667355	0.171933	0	0.145657	0.0150548	0.667355	0.171933	0.145657
304150	-898.1362	-893.3118	-4.824445	0.7540145	1.37864	1.37864	0.01099439	0.6160135	0.1795379	0.1934543	0.0109944	0	0.616013	0.179538	0	0.193454	0.0109944	0.616013	0.179538	0.193454
304200	-784.498	-777.6331	-6.864962	0.9349198	1.61011	1.61011	0.005793222	0.7288279	0.1399848	0.1253941	0.00579322	0	0.728828	0.139985	0	0.125394	0.00579322	0.728828	0.139985	0.125394
304250	-1005.973	-998.2337	-7.739421	1.012455	1.70922	1.70922	0.01158552	0.7756044	0.09349745	0.1193126	0.0115855	0	0.775604	0.0934974	0	0.119313	0.0115855	0.775604	0.0934974	0.119313
304300	-875.0094	-870.887	-4.122323	0.7062751	1.15392	1.15392	0.01233956	0.6426225	0.1509164	0.1941215	0.0123396	0	0.642622	0.150916	0	0.194122	0.0123396	0.642622	0.150916	0.194122
304350	-1136.336	-1129.477	-6.859412	0.9235345	1.71841	1.71841	0.01167562	0.7182372	0.09902951	0.1710577	0.0116756	0	0.718237	0.0990295	0	0.171058	0.0116756	0.718237	0.0990295	0.171058
304400	-1014.477	-1010.055	-4.421667	0.6858953	1.65706	1.65706	0.01462696	0.7259778	0.09152	0.1678752	0.014627	0	0.725978	0.09152	0	0.167875	0.014627	0.725978	0.09152	0.167875
304450	-976.5789	-970.8992	-5.679679	0.8032763	1.74126	1.74126	0.0142549	0.7999839	0.05675734	0.1290039	0.0142549	0	0.799984	0.0567573	0	0.129004	0.0142549	0.799984	0.0567573	0.129004
304500	-1027.084	-1020.451	-6.633362	0.9498078	1.22963	1.22963	0.01213548	0.7004512	0.1543969	0.1330164	0.0121355	0	0.700451	0.154397	0	0.133016	0.0121355	0.700451	0.154397	0.133016
304550	-958.6475	-951.9492	-6.69828	0.9571246	1.22138	1.22138	0.01210799	0.73322	0.1289882	0.1256838	0.012108	0	0.73322	0.128988	0	0.125684	0.012108	0.73322	0.128988	0.125684
304600	-1039.35	-1034.266	-5.084671	0.8038514	1.1405	1.1405	0.01489172	0.6159584	0.1698148	0.199335	0.0148917	0	0.615958	0.169815	0	0.199335	0.0148917	0.615958	0.169815	0.199335
304650	-1000.194	-995.2957	-4.898151	0.7870548	1.12195	1.12195	0.01004429	0.6658586	0.166959	0.1571381	0.0100443	0	0.665859	0.166959	0	0.157138	0.0100443	0.665859	0.166959	0.157138
304700	-1105.908	-1098.243	-7.665025	1.040146	1.35791	1.35791	0.01084423	0.7499497	0.1091133	0.1300928	0.0108442	0	0.74995	0.109113	0	0.130093	0.0108442	0.74995	0.109113	0.130093
304750	-1030.336	-1025.258	-5.078422	0.7924315	1.24845	1.24845	0.01880959	0.7750635	0.08340784	0.1227191	0.0188096	0	0.775064	0.0834078	0	0.122719	0.0188096	0.775064	0.0834078	0.122719
304800	-1201.657	-1194.596	-7.060723	0.9712479	1.44259	1.44259	0.01658982	0.758264	0.1084837	0.1166625	0.0165898	0	0.758264	0.108484	0	0.116663	0.0165898	0.758264	0.108484	0.116663
304850	-1319.955	-1313.582	-6.372991	0.8898526	1.56881	1.56881	0.02307881	0.796204	0.05279807	0.1279191	0.0230788	0	0.796204	0.0527981	0	0.127919	0.0230788	0.796204	0.0527981	0.127919
304900	-1093.335	-1086.824	-6.511489	0.9180188	1.42565	1.42565	0.01690161	0.734367	0.1245276	0.1242038	0.0169016	0	0.734367	0.124528	0	0.124204	0.0169016	0.734367	0.124528	0.124204
304950	-888.0681	-884.2762	-3.791935	0.6423511	1.46277	1.46277	0.01052858	0.660235	0.1330268	0.1962096	0.0105286	0	0.660235	0.133027	0	0.19621	0.0105286	0.660235	0.133027	0.19621
305000	-1082.919	-1079.402	-3.51729	0.6259975	1.35166	1.35166	0.01743106	0.6184494	0.1566785	0.207441	0.0174311	0	0.618449	0.156679	0	0.207441	0.0174311	0.618449	0.156679	0.207441
305050	-1018.317	-1015.327	-2.989572	0.5857253	1.22666	1.22666	0.02004157	0.6227402	0.1599875	0.1972308	0.0200416	0	0.62274	0.159987	0	0.197231	0.0200416	0.62274	0.159987	0.197231
305100	-1090.001	-1081.574	-8.4271	1.12937	1.22774	1.22774	0.01362686	0.720462	0.1510521	0.1148591	0.0136269	0	0.720462	0.151052	0	0.114859	0.0136269	0.720462	0.151052	0.114859
305150	-1054.933	-1045.75	-9.18244	1.224026	1.03653	1.03653	0.01166482	0.7872018	0.1063265	0.09480686	0.0116648	0	0.787202	0.106327	0	0.0948069	0.0116648	0.787202	0.106327	0.0948069
305200	-895.3345	-888.625	-6.709567	0.9536622	1.26729	1.26729	0.008483555	0.7843845	0.1278865	0.07924541	0.00848356	0	0.784385	0.127887	0	0.0792454	0.00848356	0.784385	0.127887	0.0792454
305250	-1105.547	-1097.599	-7.948438	1.066204	1.38075	1.38075	0.01392365	0.7486019	0.09820953	0.139265	0.0139237	0	0.748602	0.0982095	0	0.139265	0.0139237	0.748602	0.0982095	0.139265
305300	-1045.907	-1041.052	-4.855401	0.7558767	1.39098	1.39098	0.01444263	0.6968733	0.1089807	0.1797033	0.0144426	0	0.696873	0.108981	0	0.179703	0.0144426	0.696873	0.108981	0.179703
305350	-981.3603	-976.6836	-4.676793	0.7046727	1.72441	1.72441	0.01502935	0.7302337	0.08536452	0.1693724	0.0150294	0	0.730234	0.0853645	0	0.169372	0.0150294	0.730234	0.0853645	0.169372
305400	-1011.774	-1003.617	-8.157442	1.053086	1.72092	1.72092	0.01140944	0.7777407	0.08593676	0.1249131	0.0114094	0	0.777741	0.0859368	0	0.124913	0.0114094	0.777741	0.0859368	0.124913
305450	-785.307	-782.3648	-2.942227	0.5546025	1.49055	1.49055	0.01231454	0.7582517	0.1054605	0.1239732	0.0123145	0	0.758252	0.105461	0	0.123973	0.0123145	0.758252	0.105461	0.123973
305500	-1018.798	-1013.211	-5.586262	0.872167	0.958936	0.958936	0.016195	0.7546463	0.1234427	0.1057161	0.016195	0	0.754646	0.123443	0	0.105716	0.016195	0.754646	0.123443	0.105716
305550	-1448.321	-1439.116	-9.204815	1.176973	1.52943	1.52943	0.01809114	0.8330429	0.05259925	0.09626675	0.0180911	0	0.833043	0.0525993	0	0.0962667	0.0180911	0.833043	0.0525993	0.0962667
305600	-1378.407	-1369.06	-9.347623	1.232846	1.1135	1.1135	0.02191617	0.8152897	0.08300566	0.07978847	0.0219162	0	0.81529	0.0830057	0	0.0797885	0.0219162	0.81529	0.0830057	0.0797885
305650	-1029.058	-1023.122	-5.936233	0.8337395	1.69318	1.69318	0.01333286	0.7594769	0.09198059	0.1352097	0.0133329	0	0.759477	0.0919806	0	0.13521	0.0133329	0.759477	0.0919806	0.13521
305700	-936.5071	-931.2077	-5.299382	0.7712431	1.6813	1.6813	0.01096799	0.7279996	0.07864638	0.1823861	0.010968	0	0.728	0.0786464	0	0.182386	0.010968	0.728	0.0786464	0.182386
305750	-1005.178	-999.6587	-5.519438	0.821171	1.40207	1.40207	0.01324009	0.747354	0.1257883	0.1136176	0.0132401	0	0.747354	0.125788	0	0.113618	0.0132401	0.747354	0.125788	0.113618
305800	-1019.576	-1013.417	-6.159777	0.9092802	1.16132	1.16132	0.01619325	0.7360153	0.1433327	0.1044588	0.0161933	0	0.736015	0.143333	0	0.104459	0.0161933	0.736015	0.143333	0.104459
305850	-957.4067	-951.6735	-5.73318	0.8626629	1.2009	1.2009	0.01291309	0.6938467	0.1416975	0.1515427	0.0129131	0	0.693847	0.141697	0	0.151543	0.0129131	0.693847	0.141697	0.151543
305900	-957.991	-951.4593	-6.531674	0.9469433	1.15659	1.15659	0.00952453	0.6851076	0.1909423	0.1144256	0.00952453	0	0.685108	0.190942	0	0.114426	0.00952453	0.685108	0.190942	0.114426
305950	-880.8724	-875.3864	-5.485975	0.8683456	0.896863	0.896863	0.01088747	0.5482467	0.2871072	0.1537586	0.0108875	0	0.548247	0.287107	0	0.153759	0.0108875	0.548247	0.287107	0.153759
306000	-916.685	-911.0572	-5.627814	0.8467676	1.25448	1.25448	0.0111229	0.6655133	0.1612093	0.1621545	0.0111229	0	0.665513	0.161209	0	0.162155	0.0111229	0.665513	0.161209	0.162155
306050	-960.1258	-953.8406	-6.285257	0.9401793	0.977808	0.977808	0.01064602	0.7064775	0.1544446	0.1284319	0.010646	0	0.706478	0.154445	0	0.128432	0.010646	0.706478	0.154445	0.128432
306100	-1013.465	-1008.141	-5.323786	0.8056495	1.36164	1.36164	0.01350239	0.6988579	0.1280239	0.1596158	0.0135024	0	0.698858	0.128024	0	0.159616	0.0135024	0.698858	0.128024	0.159616
306150	-845.1815	-839.9955	-5.18595	0.8267413	1.01288	1.01288	0.01050581	0.6894082	0.1724104	0.1276755	0.0105058	0	0.689408	0.17241	0	0.127675	0.0105058	0.689408	0.17241	0.127675
306200	-833.6184	-827.7759	-5.84244	0.8684376	1.25241	1.25241	0.008893489	0.7229364	0.1702776	0.0978926	0.00889349	0	0.722936	0.170278	0	0.0978926	0.00889349	0.722936	0.170278	0.0978926
306250	-1002.343	-997.6651	-4.678227	0.7297868	1.4747	1.4747	0.01436641	0.703641	0.1088105	0.1731821	0.0143664	0	0.703641	0.108811	0	0.173182	0.0143664	0.703641	0.108811	0.173182
306300	-918.9035	-915.3582	-3.545308	0.6399704	1.23995	1.23995	0.0115311	0.6720191	0.1270942	0.1893557	0.0115311	0	0.672019	0.127094	0	0.189356	0.0115311	0.672019	0.127094	0.189356
306350	-1202.938	-1197.374	-5.563785	0.8358466	1.29966	1.29966	0.01465937	0.6223478	0.1834966	0.1794962	0.0146594	0	0.622348	0.183497	0	0.179496	0.0146594	0.622348	0.183497	0.179496
306400	-1157.269	-1149.492	-7.776435	1.084569	1.02509	1.02509	0.01511592	0.7126308	0.1692801	0.1029732	0.0151159	0	0.712631	0.16928	0	0.102973	0.0151159	0.712631	0.16928	0.102973
306450	-1083.687	-1079.187	-4.500631	0.7173892	1.42108	1.42108	0.02028767	0.7511897	0.09417972	0.1343429	0.0202877	0	0.75119	0.0941797	0	0.134343	0.0202877	0.75119	0.0941797	0.134343
306500	-1144.225	-1138.372	-5.852675	0.8181429	1.76559	1.76559	0.01512178	0.7608567	0.05415678	0.1698647	0.0151218	0	0.760857	0.0541568	0	0.169865	0.0151218	0.760857	0.0541568	0.169865
306550	-1206.404	-1201.291	-5.113336	0.7471694	1.73599	1.73599	0.01958683	0.8317577	0.04628008	0.1023754	0.0195868	0	0.831758	0.0462801	0	0.102375	0.0195868	0.831758	0.0462801	0.102375
306600	-1113.036	-1106.985	-6.050938	0.8624562	1.52072	1.52072	0.01923026	0.8037739	0.04639901	0.1305969	0.0192303	0	0.803774	0.046399	0	0.130597	0.0192303	0.803774	0.046399	0.130597
306650	-1143.686	-1134.932	-8.7534	1.1583	1.26475	1.26475	0.01472113	0.7837947	0.1179432	0.08354095	0.0147211	0	0.783795	0.117943	0	0.0835409	0.0147211	0.783795	0.117943	0.0835409
306700	-1221.844	-1211.628	-10.21671	1.276248	1.54857	1.54857	0.01267712	0.8110873	0.06117895	0.1150566	0.0126771	0	0.811087	0.061179	0	0.115057	0.0126771	0.811087	0.061179	0.115057
306750	-1225.32	-1211.431	-13.88839	1.64468	1.53594	1.53594	0.01227038	0.8783101	0.04499614	0.06442333	0.0122704	0	0.87831	0.0449961	0	0.0644233	0.0122704	0.87831	0.0449961	0.0644233
306800	-1127.638	-1118.617	-9.020981	1.165247	1.46286	1.46286	0.01323126	0.78251	0.07209429	0.1321644	0.0132313	0	0.78251	0.0720943	0	0.132164	0.0132313	0.78251	0.0720943	0.132164
306850	-1152.568	-1145.065	-7.503535	1.017097	1.42691	1.42691	0.01768363	0.8248182	0.06247306	0.09502509	0.0176836	0	0.824818	0.0624731	0	0.0950251	0.0176836	0.824818	0.0624731	0.0950251
306900	-1192.388	-1185.643	-6.744802	0.9159564	1.67958	1.67958	0.01846728	0.8294401	0.04525243	0.1068402	0.0184673	0	0.82944	0.0452524	0	0.10684	0.0184673	0.82944	0.0452524	0.10684
306950	-1212.743	-1206.055	-6.688297	0.9126269	1.65637	1.65637	0.02016722	0.8248177	0.05572339	0.09929168	0.0201672	0	0.824818	0.0557234	0	0.0992917	0.0201672	0.824818	0.0557234	0.0992917
307000	-1083.192	-1077.436	-5.756701	0.8720928	1.13012	1.13012	0.02117359	0.7190155	0.1354771	0.1243339	0.0211736	0	0.719015	0.135477	0	0.124334	0.0211736	0.719015	0.135477	0.124334
307050	-919.3736	-912.0481	-7.325554	0.9890551	1.52935	1.52935	0.01265736	0.8104485	0.07838191	0.09851219	0.0126574	0	0.810449	0.0783819	0	0.0985122	0.0126574	0.810449	0.0783819	0.0985122
307100	-911.144	-906.3928	-4.751188	0.740506	1.44047	1.44047	0.01178931	0.754582	0.1072823	0.1263464	0.0117893	0	0.754582	0.107282	0	0.126346	0.0117893	0.754582	0.107282	0.126346
307150	-940.9936	-938.3617	-2.631906	0.5952287	0.773964	0.773964	0.01606576	0.6353782	0.209177	0.139379	0.0160658	0	0.635378	0.209177	0	0.139379	0.0160658	0.635378	0.209177	0.139379
307200	-1037.752	-1031.157	-6.594387	0.9832991	0.855741	0.855741	0.01587456	0.769561	0.1265832	0.08798118	0.0158746	0	0.769561	0.126583	0	0.0879812	0.0158746	0.769561	0.126583	0.0879812
307250	-963.9425	-960.8248	-3.117662	0.6048829	1.16318	1.16318	0.02052271	0.6982443	0.1140969	0.1671361	0.0205227	0	0.698244	0.114097	0	0.167136	0.0205227	0.698244	0.114097	0.167136
307300	-1075.939	-1071.537	-4.402074	0.7405935	1.09048	1.09048	0.01779148	0.7821692	0.07484568	0.1251936	0.0177915	0	0.782169	0.0748457	0	0.125194	0.0177915	0.782169	0.0748457	0.125194
307350	-1215.546	-1208.986	-6.559342	0.9526844	1.12684	1.12684	0.02209995	0.6759492	0.1680723	0.1338785	0.0221	0	0.675949	0.168072	0	0.133879	0.0221	0.675949	0.168072	0.133879
307400	-1207.418	-1202.065	-5.352587	0.8583748	0.863184	0.863184	0.02207311	0.7046474	0.1441472	0.1291323	0.0220731	0	0.704647	0.144147	0	0.129132	0.0220731	0.704647	0.144147	0.129132
307450	-936.9856	-933.4546	-3.531018	0.6223926	1.40144	1.40144	0.01748533	0.6974034	0.115717	0.1693943	0.0174853	0	0.697403	0.115717	0	0.169394	0.0174853	0.697403	0.115717	0.169394
307500	-1243.005	-1234.733	-8.272203	1.095276	1.41379	1.41379	0.01578679	0.7590345	0.09331946	0.1318593	0.0157868	0	0.759034	0.0933195	0	0.131859	0.0157868	0.759034	0.0933195	0.131859
307550	-1025.257	-1019.465	-5.792879	0.875518	1.13204	1.13204	0.01058132	0.6631218	0.1931525	0.1331444	0.0105813	0	0.663122	0.193152	0	0.133144	0.0105813	0.663122	0.193152	0.133144
307600	-866.5442	-861.3568	-5.187408	0.7991584	1.29017	1.29017	0.01053974	0.6647908	0.179404	0.1452655	0.0105397	0	0.664791	0.179404	0	0.145266	0.0105397	0.664791	0.179404	0.145266
307650	-1037.694	-1032.483	-5.210206	0.8048306	1.25624	1.25624	0.01619748	0.6856688	0.1406184	0.1575154	0.0161975	0	0.685669	0.140618	0	0.157515	0.0161975	0.685669	0.140618	0.157515
307700	-1057.232	-1053.159	-4.073745	0.7059665	1.10842	1.10842	0.01771499	0.6473019	0.1459784	0.1890047	0.017715	0	0.647302	0.145978	0	0.189005	0.017715	0.647302	0.145978	0.189005
307750	-1087.533	-1082.992	-4.540806	0.7546661	1.08849	1.08849	0.01776694	0.5917004	0.1771289	0.2134038	0.0177669	0	0.5917	0.177129	0	0.213404	0.0177669	0.5917	0.177129	0.213404
307800	-1199.794	-1194.907	-4.886554	0.7831043	1.14986	1.14986	0.02396932	0.6610361	0.1294761	0.1855185	0.0239693	0	0.661036	0.129476	0	0.185519	0.0239693	0.661036	0.129476	0.185519
307850	-1065.06	-1059.711	-5.349546	0.7954758	1.48913	1.48913	0.01493436	0.6723563	0.1284494	0.18426	0.0149344	0	0.672356	0.128449	0	0.18426	0.0149344	0.672356	0.128449	0.18426
307900	-1102.528	-1097.187	-5.340942	0.8021724	1.41356	1.41356	0.01294589	0.7734148	0.08877373	0.1248655	0.0129459	0	0.773415	0.0887737	0	0.124866	0.0129459	0.773415	0.0887737	0.124866
307950	-1028.415	-1023.624	-4.7909	0.7151876	1.73337	1.73337	0.01321897	0.7348603	0.09385447	0.1580663	0.013219	0	0.73486	0.0938545	0	0.158066	0.013219	0.73486	0.0938545	0.158066
308000	-1158.947	-1153.586	-5.361624	0.8319497	1.13647	1.13647	0.01696855	0.6030795	0.1919218	0.1880302	0.0169685	0	0.60308	0.191922	0	0.18803	0.0169685	0.60308	0.191922	0.18803
308050	-1237.845	-1231.232	-6.613289	0.9143531	1.5641	1.5641	0.01666206	0.7456111	0.1012931	0.1364337	0.0166621	0	0.745611	0.101293	0	0.136434	0.0166621	0.745611	0.101293	0.136434
308100	-1108.385	-1102.266	-6.11829	0.8759946	1.45269	1.45269	0.0138122	0.7079103	0.1159742	0.1623033	0.0138122	0	0.70791	0.115974	0	0.162303	0.0138122	0.70791	0.115974	0.162303
308150	-1142.897	-1137.851	-5.045963	0.7579605	1.5607	1.5607	0.01429162	0.6814622	0.1029008	0.2013454	0.0142916	0	0.681462	0.102901	0	0.201345	0.0142916	0.681462	0.102901	0.201345
308200	-1368.019	-1360.614	-7.404851	0.9903486	1.59571	1.59571	0.01926231	0.7116605	0.1055326	0.1635446	0.0192623	0	0.711661	0.105533	0	0.163545	0.0192623	0.711661	0.105533	0.163545
308250	-1139.642	-1132.331	-7.311213	1.019723	1.20833	1.20833	0.01172128	0.7083728	0.1700544	0.1098515	0.0117213	0	0.708373	0.170054	0	0.109851	0.0117213	0.708373	0.170054	0.109851
308300	-1019.081	-1011.717	-7.363999	1.026904	1.18931	1.18931	0.01117217	0.6793058	0.1942999	0.1152222	0.0111722	0	0.679306	0.1943	0	0.115222	0.0111722	0.679306	0.1943	0.115222
308350	-1016.295	-1009.818	-6.476779	0.9224265	1.34686	1.34686	0.009325038	0.6796729	0.1677631	0.143239	0.00932504	0	0.679673	0.167763	0	0.143239	0.00932504	0.679673	0.167763	0.143239
308400	-985.1472	-979.927	-5.220185	0.8074602	1.23993	1.23993	0.0108229	0.5383619	0.2963635	0.1544516	0.0108229	0	0.538362	0.296364	0	0.154452	0.0108229	0.538362	0.296364	0.154452
308450	-979.5489	-973.4006	-6.148261	0.8772955	1.46965	1.46965	0.008344023	0.6262952	0.2044058	0.1609549	0.00834402	0	0.626295	0.204406	0	0.160955	0.00834402	0.626295	0.204406	0.160955
308500	-936.2006	-931.8954	-4.305167	0.6897496	1.50202	1.50202	0.01371606	0.6946339	0.1453025	0.1463475	0.0137161	0	0.694634	0.145303	0	0.146347	0.0137161	0.694634	0.145303	0.146347
308550	-1007.029	-1000.487	-6.541616	0.9602816	1.03314	1.03314	0.01221124	0.7242923	0.1487613	0.1147352	0.0122112	0	0.724292	0.148761	0	0.114735	0.0122112	0.724292	0.148761	0.114735
308600	-1145.055	-1138.269	-6.786313	1.020874	0.671913	0.671913	0.01879412	0.6536428	0.2132601	0.1143031	0.0187941	0	0.653643	0.21326	0	0.114303	0.0187941	0.653643	0.21326	0.114303
308650	-1113.664	-1108.478	-5.185936	0.8297173	0.983107	0.983107	0.01415998	0.6751104	0.160234	0.1504956	0.01416	0	0.67511	0.160234	0	0.150496	0.01416	0.67511	0.160234	0.150496
308700	-970.4544	-967.405	-3.049433	0.5980435	1.16334	1.16334	0.01593226	0.6848504	0.1650525	0.1341649	0.0159323	0	0.68485	0.165052	0	0.134165	0.0159323	0.68485	0.165052	0.134165
308750	-965.8938	-959.8731	-6.020668	0.9048902	1.06611	1.06611	0.01253902	0.6796926	0.1757182	0.1320501	0.012539	0	0.679693	0.175718	0	0.13205	0.012539	0.679693	0.175718	0.13205
308800	-1196.237	-1189.912	-6.325469	0.9223681	1.19613	1.19613	0.01819389	0.7268637	0.1478658	0.1070766	0.0181939	0	0.726864	0.147866	0	0.107077	0.0181939	0.726864	0.147866	0.107077
308850	-1147.513	-1140.844	-6.668019	0.9349774	1.41259	1.41259	0.01688152	0.7892533	0.09890035	0.09496479	0.0168815	0	0.789253	0.0989003	0	0.0949648	0.0168815	0.789253	0.0989003	0.0949648
308900	-1124.476	-1115.652	-8.824413	1.145058	1.46818	1.46818	0.01218729	0.7839541	0.08319575	0.1206629	0.0121873	0	0.783954	0.0831958	0	0.120663	0.0121873	0.783954	0.0831958	0.120663
308950	-908.5139	-904.4673	-4.046586	0.699664	1.14429	1.14429	0.01359441	0.6937293	0.1649934	0.127683	0.0135944	0	0.693729	0.164993	0	0.127683	0.0135944	0.693729	0.164993	0.127683
309000	-960.9455	-958.1037	-2.841723	0.570581	1.23026	1.23026	0.01555506	0.7262426	0.1029777	0.1552247	0.0155551	0	0.726243	0.102978	0	0.155225	0.0155551	0.726243	0.102978	0.155225
309050	-1080.123	-1074.888	-5.234052	0.7607977	1.72042	1.72042	0.01560595	0.6859541	0.1175352	0.1809047	0.0156059	0	0.685954	0.117535	0	0.180905	0.0156059	0.685954	0.117535	0.180905
309100	-1129.343	-1123.894	-5.448352	0.78794	1.6633	1.6633	0.01262722	0.7347306	0.08248592	0.1701563	0.0126272	0	0.734731	0.0824859	0	0.170156	0.0126272	0.734731	0.0824859	0.170156
309150	-970.8377	-963.9542	-6.883532	0.9690764	1.28711	1.28711	0.009073167	0.6242646	0.1844838	0.1821785	0.00907317	0	0.624265	0.184484	0	0.182178	0.00907317	0.624265	0.184484	0.182178
309200	-891.932	-887.4619	-4.470076	0.7541163	1.02326	1.02326	0.0125068	0.647581	0.1645973	0.1753149	0.0125068	0	0.647581	0.164597	0	0.175315	0.0125068	0.647581	0.164597	0.175315
309250	-994.1751	-988.203	-5.972033	0.892542	1.14096	1.14096	0.01328429	0.6524764	0.1940358	0.1402036	0.0132843	0	0.652476	0.194036	0	0.140204	0.0132843	0.652476	0.194036	0.140204
309300	-891.7923	-883.9771	-7.815171	1.081462	1.09489	1.09489	0.009421085	0.6296388	0.2433162	0.1176239	0.00942108	0	0.629639	0.243316	0	0.117624	0.00942108	0.629639	0.243316	0.117624
309350	-950.0992	-943.6127	-6.486514	0.9236275	1.34458	1.34458	0.01018775	0.7150555	0.1556216	0.1191352	0.0101878	0	0.715055	0.155622	0	0.119135	0.0101878	0.715055	0.155622	0.119135
309400	-978.1951	-972.2082	-5.986896	0.8970896	1.11035	1.11035	0.007268662	0.5458504	0.2369028	0.2099781	0.00726866	0	0.54585	0.236903	0	0.209978	0.00726866	0.54585	0.236903	0.209978
309450	-1068.921	-1062.923	-5.99791	0.8937902	1.15435	1.15435	0.010358	0.5950192	0.2239488	0.170674	0.010358	0	0.595019	0.223949	0	0.170674	0.010358	0.595019	0.223949	0.170674
