Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rate_multiplier[5]	branch_rate_multiplier[6]	branch_rate_multiplier[7]	branch_rate_multiplier[8]	branch_rate_multiplier[9]	branch_rate_multiplier[10]	branch_rate_multiplier[11]	branch_rate_multiplier[12]	branch_rate_multiplier[13]	branch_rate_multiplier[14]	branch_rate_multiplier[15]	branch_rate_multiplier[16]	branch_rate_multiplier[17]	branch_rate_multiplier[18]	branch_rate_multiplier[19]	branch_rate_multiplier[20]	branch_rate_multiplier[21]	branch_rate_multiplier[22]	branch_rate_multiplier[23]	branch_rate_multiplier[24]	branch_rate_multiplier[25]	branch_rate_multiplier[26]	branch_rate_multiplier[27]	branch_rate_multiplier[28]	branch_rate_multiplier[29]	branch_rate_multiplier[30]	branch_rate_multiplier[31]	branch_rate_multiplier[32]	branch_rate_multiplier[33]	branch_rate_multiplier[34]	branch_rate_multiplier[35]	branch_rate_multiplier[36]	branch_rate_multiplier[37]	branch_rate_multiplier[38]	branch_rate_multiplier[39]	branch_rate_multiplier[40]	branch_rate_multiplier[41]	branch_rate_multiplier[42]	branch_rate_multiplier[43]	branch_rate_multiplier[44]	branch_rate_multiplier[45]	branch_rate_multiplier[46]	branch_rate_multiplier[47]	branch_rate_multiplier[48]	branch_rate_multiplier[49]	branch_rate_multiplier[50]	branch_rate_multiplier[51]	branch_rate_multiplier[52]	branch_rate_multiplier[53]	branch_rate_multiplier[54]	branch_rate_multiplier[55]	branch_rate_multiplier[56]	branch_rate_multiplier[57]	branch_rate_multiplier[58]	branch_rate_multiplier[59]	branch_rate_multiplier[60]	branch_rate_multiplier[61]	branch_rate_multiplier[62]	branch_rate_multiplier[63]	branch_rate_multiplier[64]	branch_rate_multiplier[65]	branch_rate_multiplier[66]	branch_rate_multiplier[67]	branch_rate_multiplier[68]	branch_rate_multiplier[69]	branch_rate_multiplier[70]	branch_rate_multiplier[71]	branch_rate_multiplier[72]	branch_rate_multiplier[73]	branch_rate_multiplier[74]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	death	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	ingroup_older_island[3]	ingroup_older_island[4]	ingroup_older_island[5]	kappa	rate_bg	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
10800	-2212.01	-2001.76	-210.253	0.4325334	0.213904	0.244837	0.240311	0.300948	0.7174053	2.80188	2.48047	1.42696	0.227811	0.21523	0.418787	1.77883	0.360866	0.472136	0.376981	0.357764	0.238294	0.30492	0.0737498	0.561536	0.951839	0.289704	0.422681	0.234905	0.18982	0.196477	0.495606	1.27074	0.251939	0.161859	2.35464	0.223212	0.833296	0.609456	0.600285	0.366878	0.191678	1.57612	0.199527	0.556419	2.45447	2.5161	1.02787	0.306488	1.26866	1.5235	0.517337	0.247563	0.465521	0.620522	0.594339	2.40349	0.2567	1.43862	1.68435	1.77997	2.06865	0.462164	0.154379	0.858164	0.221735	0.235855	0.574531	0.334674	0.367074	0.402975	0.457148	2.1914	0.129787	0.494655	0.833439	0.178361	0.191934	0.236302	0.645301	1.4275	0.637972	2.65325	3.05465	0.0148227	0.0131223	0.00754896	0.00120518	0.00113862	0.00221549	0.00941046	0.00190907	0.00249772	0.00199433	0.00189266	0.00126064	0.0016131	0.000390155	0.00297067	0.00503547	0.00153261	0.00223609	0.00124271	0.0010042	0.00103941	0.00262188	0.00672254	0.00133282	0.000856276	0.0124567	0.00118085	0.00440835	0.00322418	0.00317566	0.00194088	0.00101403	0.00833806	0.00105555	0.0029436	0.0129848	0.0133108	0.00543769	0.0016214	0.00671153	0.00805968	0.00273685	0.00130967	0.00246273	0.00328272	0.00314421	0.0127151	0.00135801	0.00761069	0.00891063	0.00941649	0.0109437	0.00244497	0.000816706	0.0045399	0.00117304	0.00124773	0.00303942	0.00177051	0.00194192	0.00213184	0.00241843	0.0115931	0.000686609	0.00261685	0.0044091	0.000943576	0.00101538	0.0012501	0.0034138	0.00755184	0.00337503	0.0140364	0.0161599	0.1522303	5.09428	2.74536	1.66905	0.559661	0	1.565463	6.040457	1	1	1	1	1	4.221384	0.08493303	0.005290255	6.040457	0.0216739	0.205613	0.764215	3.0085
10900	-2219.9	-2013.97	-205.931	0.4355823	0.198848	0.256963	0.244949	0.299241	0.6048761	2.17542	1.42952	2.74939	0.281939	0.217762	0.800181	0.305886	1.9112	0.15462	0.335948	0.50874	0.547859	0.249682	0.443559	0.34242	0.441197	0.628781	0.541255	1.21105	0.139775	0.782652	0.735028	1.41629	0.997154	0.267219	0.594172	0.47208	0.885301	0.538792	0.0884564	3.08255	0.410949	0.367433	0.637881	0.309842	0.557046	0.415255	0.594065	0.171121	0.179691	1.05109	3.47353	0.827154	0.863051	0.211669	0.262876	0.537541	0.388779	0.475799	1.77831	1.55395	0.295935	0.340642	0.106167	0.517361	0.231985	0.10637	0.205326	0.698298	0.0937518	0.144822	1.6004	0.182425	1.83849	0.469436	0.337441	0.169575	0.920026	0.592106	1.1756	0.335334	0.255596	2.75276	1.18452	0.0108351	0.00712003	0.0136939	0.00140426	0.00108461	0.00398548	0.00152353	0.00951916	0.00077012	0.00167326	0.00253389	0.00272873	0.0012436	0.00220924	0.0017055	0.00219748	0.00313178	0.00269584	0.00603191	0.000696178	0.00389816	0.00366096	0.00705415	0.00496654	0.00133094	0.0029594	0.00235129	0.00440943	0.00268357	0.000440576	0.0153533	0.00204682	0.00183008	0.00317711	0.00154323	0.00277449	0.00206827	0.00295887	0.000852304	0.000894991	0.00523516	0.0173007	0.00411982	0.00429861	0.00105426	0.00130931	0.00267734	0.0019364	0.00236982	0.00885725	0.00773979	0.00147397	0.00169664	0.00052879	0.00257683	0.00115545	0.000529799	0.00102267	0.00347802	0.000466951	0.000721315	0.00797114	0.000908609	0.009157	0.00233813	0.0016807	0.000844602	0.00458239	0.00294911	0.00585531	0.00167021	0.00127305	0.0137107	0.00589976	0.0436813	5.08197	2.43806	1.64459	0.501664	0	0.80709	5.552729	1	1	1	1	1	3.50491	0.03666035	0.004980715	8.83087	0.0221644	0.207801	0.767083	3.00295
11000	-2224.52	-2005.97	-218.551	0.4240915	0.210126	0.219977	0.258842	0.311056	0.420551	3.21352	1.33108	3.33773	0.119631	0.180525	1.57619	0.524963	0.996761	0.66772	0.346447	0.645606	0.160477	0.182993	0.60639	0.18013	0.794792	1.10137	0.327629	1.12977	1.11149	0.305516	0.538457	0.225644	0.645231	0.782193	3.29917	0.274391	0.366225	0.407637	0.643043	0.636167	0.239696	0.344594	0.300335	0.129625	0.164018	0.907108	0.360557	1.17531	0.372809	0.612748	0.872253	0.690847	0.4089	0.895298	1.39103	0.974156	0.115397	2.20005	1.20357	4.34131	0.0995743	0.231407	1.87287	3.61155	0.440359	0.38415	1.75907	0.823215	0.431269	0.179306	0.0851426	0.143507	0.860947	0.759511	0.11154	0.256161	0.175111	0.337676	1.47897	1.23834	0.716419	1.70652	1.37386	0.012939	0.00535952	0.0134392	0.000481687	0.000726871	0.00634642	0.00211373	0.0040134	0.00268853	0.00139495	0.00259949	0.000646149	0.00073681	0.00244159	0.000725282	0.00320018	0.0044346	0.00131918	0.00454895	0.00447535	0.00123014	0.00216806	0.000908542	0.00259798	0.00314945	0.0132839	0.00110482	0.00147458	0.00164133	0.00258917	0.00256149	0.000965121	0.00138749	0.00120928	0.000521928	0.00066041	0.00365241	0.00145176	0.0047323	0.00150109	0.00246719	0.00351207	0.00278165	0.00164641	0.00360486	0.00560089	0.00392238	0.000464637	0.00885838	0.00484612	0.01748	0.00040093	0.000931747	0.00754098	0.0145417	0.00177308	0.00154676	0.00708277	0.00331462	0.00173648	0.000721963	0.000342821	0.000577822	0.00346655	0.00305812	0.000449108	0.00103142	0.000705073	0.00135963	0.00595496	0.00498611	0.00288462	0.00687119	0.00553177	0.06657055	5.14671	2.7647	1.45933	0.616295	0	0.6109218	6.682608	1	1	1	1	1	2.97072	0.03695503	0.004026438	7.596337	0.0203379	0.199512	0.756087	3.02406
11100	-2238.78	-2004.88	-233.894	0.5365525	0.224495	0.236154	0.229432	0.309918	0.4880437	2.27126	0.854363	3.625	0.538576	0.145	0.397025	0.342341	0.253174	0.692766	0.541367	2.03733	0.389403	0.869533	0.287298	0.276893	0.694923	0.102307	0.416659	0.362176	0.273663	0.757284	0.866296	0.104043	0.493996	0.440712	3.79585	0.453406	1.46983	0.219739	0.434037	1.35224	0.304266	0.621593	0.421529	1.65679	0.571375	0.302694	1.57831	2.39447	0.0485444	0.456306	0.149103	1.60739	1.8866	0.259057	0.0325913	0.798844	0.864353	1.09848	1.42504	0.834884	1.27365	0.856522	0.895861	0.226029	0.183544	0.301578	1.9161	1.34618	0.0868351	0.37451	0.258728	0.796921	0.658369	0.530707	0.346423	0.641813	0.476757	0.241353	1.93122	0.543781	0.886235	0.664899	2.31463	0.00508163	0.00191152	0.00811045	0.00120499	0.000324419	0.000888289	0.000765943	0.000566442	0.00154997	0.00121124	0.00455825	0.000871237	0.00194546	0.00064279	0.00061951	0.0015548	0.000228899	0.000932219	0.000810321	0.000612283	0.00169432	0.00193822	0.000232782	0.00110525	0.000986035	0.00849272	0.00101443	0.00328854	0.000491635	0.000971098	0.00302546	0.000680753	0.00139073	0.000943115	0.00370685	0.00127837	0.000677236	0.00353127	0.0053573	0.000108612	0.00102092	0.000333598	0.00359631	0.00422101	0.000579606	7.29187e-05	0.00178731	0.00193387	0.0024577	0.00318834	0.00186794	0.00284962	0.00191635	0.00200437	0.000505709	0.000410654	0.00067474	0.00428701	0.00301191	0.000194282	0.000837916	0.00057887	0.001783	0.00147301	0.00118739	0.000775074	0.00143597	0.00106668	0.000539994	0.00432085	0.00121664	0.00198283	0.00148762	0.00517868	0.1653533	5.07189	3.47562	1.73541	0.607113	0	1.198182	9.593379	1	1	1	1	1	2.975563	0.02644978	0.002237366	13.43813	0.0403465	0.27511	0.845145	2.8394
11200	-2212.44	-2011.28	-201.168	0.5494812	0.215812	0.260379	0.264382	0.259427	0.8670022	2.62913	2.18078	2.92294	0.270274	0.36462	0.25394	0.44624	0.145771	1.13338	0.599643	0.987477	0.512411	0.259514	0.243974	0.40405	0.112703	0.438596	0.820527	0.18874	1.16524	0.225762	1.42494	0.452161	0.316875	0.264479	4.74429	0.529494	2.82585	1.39837	0.783588	2.23766	0.844221	0.141034	0.271594	0.901852	0.809972	0.180595	0.417093	0.471752	0.253134	1.02164	0.638958	0.124889	0.199582	0.699634	0.23173	1.99415	0.760417	2.33269	1.4089	2.1256	0.222503	0.415218	0.394365	0.545432	0.160001	0.186333	1.27939	1.43438	0.156735	0.457819	0.155595	1.17877	0.41723	0.870955	0.309045	0.259557	0.353451	1.23415	0.819806	0.819368	1.06786	0.761818	4.53998	0.0170121	0.0141111	0.0189133	0.00174884	0.00235933	0.00164315	0.00288746	0.000943229	0.00733371	0.00388007	0.0063896	0.00331563	0.00167922	0.00157867	0.00261446	0.000729262	0.002838	0.00530933	0.00122127	0.00753982	0.00146082	0.00922026	0.00292577	0.00205039	0.00171134	0.0306986	0.00342616	0.0182851	0.00904836	0.00507031	0.0144791	0.00546265	0.000912581	0.00175739	0.00583556	0.00524104	0.00116857	0.00269886	0.00305254	0.00163794	0.00661065	0.00413447	0.000808114	0.00129143	0.00452708	0.00149944	0.0129034	0.00492039	0.015094	0.00911649	0.013754	0.00143974	0.00268672	0.00255179	0.00352929	0.00103531	0.00120569	0.00827844	0.00928133	0.00101417	0.00296238	0.0010068	0.00762742	0.00269974	0.00563564	0.00199972	0.0016795	0.00228706	0.00798575	0.00530467	0.00530184	0.00690977	0.00492945	0.0293766	0.197285	5.137	2.96311	1.53857	0.593785	0	0.8214833	4.016113	0	1	1	1	1	3.926989	0.1880151	0.006470638	4.19934	0.0428858	0.282997	0.853182	2.82094
11300	-2195.86	-2007.91	-187.957	0.6822362	0.193275	0.270423	0.240548	0.295754	0.9232648	2.81983	1.10993	3.50602	0.0468979	0.702671	0.467242	0.198797	0.145504	1.14247	0.737853	0.905356	0.707354	0.106572	0.543592	0.566252	0.59918	0.707237	0.639509	0.419092	0.652295	0.374815	0.504682	0.31794	0.186384	0.221944	1.19457	0.38114	1.92711	1.17646	0.633546	1.114	0.342175	0.871695	0.387479	0.219832	0.299741	2.04556	0.966885	0.235206	2.28264	0.446966	0.597425	0.719365	0.468521	0.125137	0.241501	1.01156	0.0894654	0.802561	1.73862	0.384367	0.15174	2.08309	1.09559	0.215871	0.273005	0.76092	0.194744	0.838242	0.291681	0.382675	0.280992	0.275586	0.190856	0.205029	0.432589	0.727856	0.225075	0.386538	0.801339	0.187932	0.403314	2.42783	2.30451	0.0193761	0.00762673	0.0240912	0.000322253	0.00482832	0.0032106	0.00136601	0.000999811	0.00785033	0.00507007	0.00622105	0.0048605	0.000732297	0.00373523	0.00389093	0.00411719	0.00485969	0.00439431	0.00287974	0.00448217	0.0025755	0.00346786	0.00218469	0.00128072	0.00152506	0.00820835	0.00261896	0.0132419	0.0080839	0.00435334	0.00765471	0.00235121	0.00598975	0.00266252	0.00151055	0.00205964	0.0140558	0.00664383	0.00161619	0.0156849	0.00307127	0.00410513	0.00494303	0.00321938	0.000859862	0.00165945	0.00695079	0.000614751	0.0055147	0.0119467	0.00264113	0.00104267	0.0143137	0.00752822	0.00148333	0.00187592	0.00522857	0.00133816	0.00575988	0.00200425	0.00262951	0.0019308	0.00189365	0.00131145	0.00140883	0.00297248	0.00500138	0.00154658	0.00265605	0.0055063	0.00129135	0.00277133	0.0166826	0.0158352	0.05062684	5.10541	3.15136	1.59883	0.649129	0	0.5187883	4.672542	0	1	1	1	1	3.156246	0.07060751	0.006871381	4.672542	0.0703986	0.355027	0.918104	2.65647
11400	-2236.49	-2015.41	-221.074	0.3546773	0.207425	0.236211	0.243963	0.312401	0.593595	2.56256	2.37444	2.90968	0.218634	0.463075	1.01449	0.594756	0.851539	0.236391	0.212501	1.13639	1.3244	0.317629	1.9096	2.182	0.141219	1.04092	0.605733	0.0466699	0.0857352	0.272168	0.550528	0.738414	0.27988	0.420626	1.11985	0.653503	0.609807	0.308699	0.486515	1.62989	1.43907	1.68052	0.278189	0.655156	0.214528	1.35804	0.235487	0.695269	1.64905	0.452655	0.463903	4.25088	0.126295	0.572216	0.13831	2.12846	0.389696	1.34437	2.28493	1.12241	1.44144	0.325465	0.186944	0.0480664	0.114582	0.247638	1.47605	2.6983	0.21264	0.195139	0.149649	0.339366	0.246851	1.30481	0.247626	3.06471	0.275704	0.646273	2.72461	0.766389	0.288103	1.0436	2.00617	0.0101514	0.00940613	0.0115264	0.000866099	0.00183443	0.0040188	0.00235608	0.0033733	0.000936444	0.000841806	0.00450172	0.0052465	0.00125826	0.0075647	0.00864382	0.000559428	0.00412353	0.00239956	0.000184879	0.000339633	0.00107817	0.00218087	0.00292516	0.00110872	0.00166627	0.0044362	0.0025888	0.0024157	0.00122289	0.00192729	0.00645668	0.00570077	0.00665723	0.00110202	0.00259534	0.000849833	0.00537978	0.000932862	0.00275425	0.00653258	0.00179315	0.00183771	0.0168395	0.000500306	0.00226679	0.000547903	0.00843173	0.00154375	0.00532559	0.00905155	0.00444632	0.00571015	0.0012893	0.000740563	0.000190411	0.000453907	0.000980998	0.00584725	0.0106891	0.000842356	0.000773025	0.000592823	0.00134437	0.000977878	0.00516891	0.000980951	0.0121406	0.00109218	0.00256016	0.0107933	0.00303599	0.0011413	0.00413415	0.00794727	0.01793068	5.06159	2.57596	1.60297	0.632983	0	1.29812	5.191469	1	1	1	1	1	2.446283	0.08018038	0.003961415	6.381691	0.0107552	0.147188	0.677181	3.16488
11500	-2227.01	-2016.26	-210.751	0.5319006	0.195653	0.251775	0.266023	0.286549	0.7819027	1.49002	1.20623	2.16364	0.250951	0.163347	1.78123	0.32361	0.6729	0.416875	1.13666	0.544573	0.326262	0.77333	0.243371	0.0766329	0.864192	0.181887	1.47544	0.185776	0.258194	0.270426	0.752026	0.661148	2.03435	0.855725	0.886426	0.724176	2.09725	1.57905	0.193471	1.11985	0.787732	0.519565	0.375563	0.79417	3.03652	0.4641	0.675532	1.13422	0.471074	1.22156	0.587004	2.10295	0.443803	1.47773	0.372828	0.362288	1.69437	0.881198	2.40959	0.288105	0.2739	1.55049	4.18665	0.5712	1.02372	1.07567	1.20951	0.650806	0.221504	0.562131	0.347161	0.158839	0.387694	0.538114	0.700898	1.20144	0.1073	0.0261844	1.14683	1.91591	1.21487	0.520557	0.394358	0.00976739	0.0079071	0.0141831	0.00164504	0.00107078	0.0116764	0.00212134	0.00441101	0.00273271	0.00745105	0.0035698	0.00213872	0.00506935	0.00159535	0.000502346	0.00566497	0.00119231	0.00967187	0.0012178	0.00169252	0.0017727	0.00492969	0.00433397	0.0133356	0.00560947	0.00581072	0.00474713	0.0137479	0.010351	0.00126825	0.00734087	0.00516376	0.00340587	0.0024619	0.00520596	0.0199051	0.00304228	0.00442826	0.00743504	0.003088	0.00800759	0.00384794	0.0137853	0.00290923	0.00968684	0.00244397	0.00237488	0.011107	0.00577645	0.0157954	0.00188859	0.00179548	0.0101638	0.0274444	0.00374434	0.00671073	0.00705125	0.0079286	0.00426618	0.00145201	0.0036849	0.00227572	0.00104122	0.00254142	0.00352745	0.00459454	0.00787568	0.000703373	0.000171645	0.00751772	0.0125592	0.00796376	0.00341237	0.0025851	0.1740122	5.0737	2.594	1.45833	0.550752	0	1.40031	2.836094	0	1	1	1	1	3.779459	0.07342769	0.006555223	4.810711	0.0394419	0.272232	0.842161	2.84617
11600	-2221.27	-2011.62	-209.652	0.467267	0.188513	0.240232	0.246847	0.324407	0.7685156	4.95586	0.989175	2.64963	0.905012	0.245942	1.13449	0.136262	0.421038	1.00757	1.04331	1.16871	0.156895	0.460682	0.761902	0.549301	0.532178	0.382622	0.636357	0.293778	0.523837	0.306815	1.40671	0.434197	0.216603	0.185918	4.71816	0.479071	2.16105	0.528324	0.215963	1.00313	1.20057	0.113349	0.707046	0.304082	1.30123	0.378116	0.424502	0.256972	0.226287	1.11162	0.187744	0.857203	0.824121	3.29558	0.736396	1.34774	0.0434579	1.08801	3.37834	0.850731	0.294598	0.635	3.42571	0.336715	0.152639	0.921073	1.02311	0.982997	0.476632	0.652047	0.133737	0.266872	0.0738274	0.168864	0.365016	0.457242	1.24806	4.58271	2.32233	0.594326	2.62708	0.735703	0.286128	0.0246185	0.00491378	0.0131622	0.0044957	0.00122173	0.00563566	0.000676889	0.00209153	0.00500516	0.00518272	0.00580565	0.000779387	0.00228847	0.00378479	0.00272868	0.00264362	0.0019007	0.00316114	0.00145936	0.00260219	0.00152412	0.00698791	0.0021569	0.00107599	0.000923557	0.0234378	0.00237981	0.0107352	0.00262448	0.00107281	0.00498309	0.0059639	0.00056307	0.00351229	0.00151055	0.00646395	0.00187831	0.00210874	0.00127653	0.00112409	0.00552204	0.000932627	0.00425821	0.00409387	0.016371	0.00365809	0.00669496	0.00021588	0.00540477	0.0167821	0.00422606	0.00146343	0.0031544	0.0170174	0.00167265	0.000758243	0.00457548	0.00508234	0.0048831	0.0023677	0.00323908	0.000664345	0.0013257	0.000366742	0.000838843	0.00181324	0.00227137	0.0061998	0.0227649	0.0115363	0.00295235	0.0130502	0.00365465	0.00142136	0.04164032	5.13809	3.65964	1.52805	0.554624	0	0.5832922	3.128776	0	0	1	1	1	2.714344	0.0559173	0.004967559	4.785454	0.0274933	0.23001	0.794908	2.94759
11700	-2230.4	-2013.63	-216.766	1.151808	0.196315	0.254688	0.235236	0.31376	0.582816	2.7525	0.903744	2.89063	0.805447	0.827436	1.31719	0.164489	0.341293	0.471776	0.803569	0.269617	0.242758	0.393782	0.463089	0.345166	0.255595	0.448882	0.502437	0.180651	0.395821	0.517682	1.44428	0.662987	0.40831	0.786169	2.51255	0.436587	0.581126	0.0824458	0.751674	2.22649	0.686828	0.242128	0.713012	0.206124	1.39129	2.27839	0.118921	0.317165	0.323212	0.611612	0.424055	1.42823	0.226344	1.77292	0.327633	1.76424	0.242155	3.78593	1.70939	5.95615	0.425671	0.921935	1.62392	0.26816	0.777586	0.369482	0.482072	1.16235	1.17799	0.527468	0.616133	1.08858	0.606836	0.965059	0.436301	0.245649	0.343351	0.329697	0.946656	3.29808	0.171916	0.774736	0.331493	0.0120952	0.00397128	0.0127022	0.00353934	0.00363597	0.00578806	0.000722808	0.00149973	0.0020731	0.00353109	0.00118477	0.00106674	0.00173038	0.00203493	0.00151675	0.00112315	0.0019725	0.00220784	0.000793829	0.00173934	0.00227483	0.00634656	0.00291333	0.00179422	0.00345463	0.0110408	0.00191848	0.00255362	0.000362288	0.00330305	0.00978376	0.0030181	0.00106397	0.00313316	0.000905764	0.00611367	0.0100118	0.00052257	0.0013937	0.00142028	0.00268758	0.00186341	0.00627601	0.000994615	0.00779065	0.0014397	0.00775254	0.00106409	0.0166363	0.00751152	0.0261729	0.00187051	0.00405122	0.00713591	0.00117836	0.00341691	0.0016236	0.00211835	0.00510766	0.00517641	0.00231783	0.00270745	0.00478351	0.00266659	0.00424072	0.00191722	0.00107944	0.00150877	0.00144877	0.00415985	0.0144926	0.000755445	0.00340439	0.00145666	0.02363882	5.06824	3.52319	1.72252	0.544655	0	2.685832	4.551444	0	1	1	1	1	3.636869	0.03234494	0.004394257	6.789393	0.166211	0.518066	1.02122	2.29451
11800	-2218.24	-2011.05	-207.186	0.3447788	0.1911	0.247923	0.22914	0.331837	0.663051	2.70475	1.85267	2.22182	0.312179	0.423168	0.272307	0.121709	1.29255	0.4833	1.29992	1.9233	0.950851	4.97874	0.242024	0.121832	0.12739	0.12774	1.27285	1.54217	0.261467	0.327359	0.543084	0.146185	0.521557	0.609086	1.6672	0.237525	0.279077	0.432369	0.539416	0.992835	2.50564	0.488103	0.439068	0.335671	0.752477	0.243669	1.11103	0.173961	0.559466	2.82171	0.180117	0.288089	0.149068	1.3069	3.50028	0.432468	0.235168	0.452699	1.3895	1.16535	0.234568	0.148421	0.245773	0.412898	0.933008	1.05147	0.556333	0.559288	1.93189	0.415538	0.553298	0.193758	0.206711	0.52274	0.177352	0.0615183	0.436442	0.277988	1.15911	1.00953	0.22215	0.99269	1.90551	0.0159766	0.0109435	0.0131241	0.00184401	0.00249961	0.00160849	0.000718923	0.00763497	0.0028548	0.0076785	0.0113607	0.00561657	0.0294089	0.00142961	0.000719646	0.00075248	0.000754545	0.00751857	0.00910942	0.00154446	0.00193367	0.00320794	0.000863499	0.00308078	0.00359781	0.00984797	0.00140304	0.00164848	0.00255396	0.00318627	0.00586457	0.0148005	0.00288317	0.00259353	0.00198277	0.0044448	0.00143932	0.00656276	0.00102757	0.0033047	0.0166675	0.00106393	0.00170171	0.000880529	0.00771969	0.0206758	0.00255454	0.00138911	0.00267404	0.00820764	0.00688362	0.00138557	0.000876708	0.00145176	0.00243894	0.00551118	0.00621092	0.0032862	0.00330366	0.0114115	0.00245454	0.00326827	0.00114451	0.00122102	0.00308777	0.0010476	0.000363382	0.00257802	0.00164204	0.00684671	0.00596319	0.00131222	0.00586371	0.0112557	0.01308746	5.10721	2.31081	1.42953	0.691977	0	0.9679448	5.897637	1	1	1	1	1	3.526194	0.03039508	0.005906892	5.897637	0.00961904	0.13949	0.663883	3.18701
11900	-2206.88	-2009.17	-197.715	0.4241997	0.206182	0.267488	0.237903	0.288427	0.9565099	0.875956	0.580618	2.15935	0.253943	1.01737	0.303785	0.623215	2.95538	0.717574	0.189101	2.36543	0.298424	0.356065	1.05688	0.695483	0.315819	0.353484	0.109225	1.13425	0.301024	1.15395	0.572165	0.57035	0.073102	0.621861	3.08296	0.654628	0.401927	0.345581	0.775773	0.678317	0.230793	0.568494	0.530165	0.320827	0.533233	4.12109	0.449381	0.938953	0.615182	0.794507	0.283819	0.356045	0.146168	0.326148	0.203385	2.79764	0.0739831	3.06758	2.15623	1.19259	0.271868	0.35819	1.05893	0.0948962	0.766918	1.14752	0.19155	5.0716	5.65385	0.546601	0.223407	0.471799	0.415748	0.518054	0.494216	0.612849	0.352239	0.517089	2.73064	1.61676	0.129904	0.465042	0.877811	0.0084465	0.00559867	0.0208218	0.00244867	0.00981008	0.00292928	0.00600942	0.0284976	0.00691929	0.00182343	0.0228089	0.00287758	0.0034334	0.0101911	0.00670628	0.00304532	0.00340851	0.00105321	0.0109371	0.00290266	0.0111271	0.00551717	0.00549966	0.000704894	0.00599636	0.0297278	0.00631233	0.00387563	0.0033323	0.00748048	0.00654074	0.00222545	0.00548177	0.00511217	0.00309361	0.00514176	0.0397381	0.00433321	0.00905396	0.00593196	0.00766113	0.00273675	0.00343321	0.00140944	0.00314492	0.00196116	0.0269766	0.00071339	0.0295794	0.0207917	0.0114997	0.00262151	0.00345389	0.0102109	0.000915047	0.00739509	0.0110651	0.00184704	0.0489034	0.0545179	0.00527066	0.00215423	0.00454938	0.0040089	0.0049954	0.00476553	0.00590946	0.0033965	0.00498609	0.0263305	0.0155898	0.00125262	0.00448422	0.00846439	0.08075496	5.10829	3.04915	1.7617	0.559411	0	1.287355	2.136718	0	0	1	1	1	3.140136	0.07027475	0.009642613	4.697652	0.0203548	0.199591	0.756193	3.02386
