Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	extirpation_rate	log10_rate_bg	p_allopatry	p_sympatry	rate_bg
1650	-51.0238	-47.3757	-3.64808	0.482633	0.517367	0.011502	3.52529	1.48316	0.634846	0	0.5567283	0.5642552	0.5173667	0.4826333	3.66653
1660	-49.6391	-45.8631	-3.77604	0.62393	0.37607	0.02862306	3.46489	1.40271	0.695932	0	0.4945113	1.35643	0.3760697	0.6239303	22.72115
1670	-55.3674	-51.1408	-4.22661	0.334535	0.665465	0.04176729	3.67339	1.48378	0.616003	0	1.224615	1.810119	0.6654647	0.3345353	64.58314
1680	-49.5298	-45.9072	-3.62258	0.18834	0.81166	0.02596774	3.6683	1.48204	0.569624	0	0.8210771	1.232104	0.8116597	0.1883403	17.0649
1690	-49.7197	-46.1517	-3.56797	0.115075	0.884925	0.01591818	2.83393	1.57552	0.575741	0	0.7340289	0.73154	0.8849246	0.1150754	5.389395
1700	-49.7789	-46.2176	-3.56123	0.557378	0.442622	0.01455152	2.65778	1.37639	0.699843	0	0.708907	0.7484246	0.4426224	0.5573776	5.603052
1710	-50.8563	-46.6541	-4.20214	0.369633	0.630367	0.01299722	2.77571	1.43957	0.478852	0	1.211589	0.572318	0.6303668	0.3696332	3.735236
1720	-49.3477	-45.7838	-3.56393	0.126854	0.873146	0.01943918	3.45735	1.50496	0.676003	0	0.6550529	0.8371434	0.8731463	0.1268537	6.872954
1730	-55.4414	-51.8237	-3.61767	0.894516	0.105484	0.01667892	3.59067	1.35473	0.511702	0	0.8153193	1.277731	0.1054836	0.8945164	18.9553
1740	-51.1867	-47.5043	-3.68243	0.756687	0.243313	0.0154299	2.39611	1.57889	0.395816	0	0.5362736	0.8069478	0.2433135	0.7566865	6.411326
1750	-50.7368	-46.5054	-4.23143	0.813057	0.186943	0.02254225	2.52689	1.5109	0.33561	0	1.227163	1.168352	0.1869429	0.8130571	14.73505
1760	-50.2902	-46.5879	-3.70225	0.232648	0.767352	0.01891409	2.92939	1.51185	0.419842	0	0.5260597	1.086458	0.7673523	0.2326477	12.20275
1770	-51.1332	-47.2498	-3.88342	0.126651	0.873349	0.01376482	2.32606	1.64984	0.492316	0	1.027944	0.5272627	0.8733492	0.1266508	3.367152
1780	-49.5642	-45.706	-3.85813	0.786667	0.213333	0.03082637	2.73318	1.79294	0.582936	0	0.4669477	1.449589	0.2133332	0.7866668	28.15718
1790	-49.4103	-45.7024	-3.70789	0.587722	0.412278	0.02772258	3.64104	1.5737	0.60061	0	0.5233226	1.257988	0.4122784	0.5877216	18.1129
1800	-49.3078	-45.5684	-3.73939	0.24631	0.75369	0.019278	3.57053	1.732	0.689206	0	0.9278016	0.9788705	0.7536896	0.2463104	9.525121
1810	-49.988	-46.2184	-3.76961	0.923527	0.0764732	0.02448909	3.16732	1.42032	0.69484	0	0.9505364	1.212761	0.0764732	0.9235268	16.32153
1820	-49.9508	-46.3443	-3.6065	0.548856	0.451144	0.02854121	3.39406	1.4216	0.39285	0	0.5894243	1.290364	0.4511437	0.5488563	19.51479
1830	-55.1519	-47.649	-7.50288	0.140377	0.859623	0.009474985	3.50628	1.39989	0.464674	0	2.798833	0.3826296	0.8596231	0.1403769	2.413402
1840	-52.1692	-46.4655	-5.70367	0.807636	0.192364	0.01492857	2.81515	1.56425	0.525671	0	1.935687	0.7005049	0.1923635	0.8076365	5.017703
1850	-50.7819	-47.1735	-3.60837	0.64986	0.35014	0.01539037	2.96452	1.55269	0.549874	0	0.5876502	0.9480154	0.3501399	0.6498601	8.871875
1860	-51.4067	-47.6466	-3.76006	0.464631	0.535369	0.02702886	2.4674	1.60111	0.506283	0	0.5006646	1.045592	0.535369	0.464631	11.10687
1870	-49.1989	-45.5505	-3.64835	0.135409	0.864591	0.0262843	2.51525	1.77184	0.551882	0	0.5565504	1.332593	0.864591	0.135409	21.50765
1880	-53.0948	-49.1217	-3.97312	0.539508	0.460492	0.0420771	2.24787	1.60683	0.672082	0	0.4361061	1.792189	0.4604917	0.5395083	61.97112
1890	-52.2928	-48.6498	-3.64305	0.832434	0.167566	0.02642303	3.08361	1.58405	0.478374	0	0.8433458	1.518719	0.1675664	0.8324336	33.01557
1900	-50.5652	-46.0814	-4.48377	0.356796	0.643204	0.0208935	3.0185	1.57084	0.654802	0	1.356457	1.031876	0.6432035	0.3567965	10.76158
1910	-49.0933	-45.4753	-3.61794	0.689563	0.310437	0.02256603	2.76138	1.79543	0.617111	0	0.8156375	1.106408	0.3104368	0.6895632	12.77638
1920	-50.7498	-46.5707	-4.17914	0.379904	0.620096	0.01137214	2.41078	1.43243	0.673856	0	1.199253	0.5369706	0.620096	0.379904	3.443266
1930	-50.1822	-45.9579	-4.22432	0.890037	0.109963	0.01976256	2.54375	1.57823	0.54128	0	1.223397	0.9420751	0.1099627	0.8900373	8.751351
1940	-50.8458	-46.7716	-4.07426	0.537948	0.462052	0.02415144	3.0258	1.74425	0.561324	0	0.41378	0.9420109	0.4620522	0.5379478	8.750058
1950	-49.365	-45.7885	-3.57647	0.0216697	0.97833	0.02582112	3.18341	1.76283	0.590603	0	0.7539902	1.258929	0.9783303	0.02166968	18.1522
1960	-49.3085	-45.6745	-3.63401	0.506531	0.493469	0.01617581	3.67833	1.71191	0.682962	0	0.5665118	0.7877294	0.4934692	0.5065308	6.133797
1970	-49.6329	-46.0034	-3.62956	0.606319	0.393681	0.02623381	3.37799	1.78877	0.624024	0	0.8289636	1.296433	0.3936806	0.6063194	19.78944
1980	-49.2875	-45.3906	-3.89692	0.51496	0.48504	0.02709686	3.27656	1.77863	0.518562	0	0.455729	1.295006	0.48504	0.51496	19.72451
1990	-49.927	-46.0431	-3.88397	0.519776	0.480224	0.02531676	3.11874	1.72188	0.453583	0	0.4593697	1.112002	0.4802238	0.5197762	12.94202
2000	-50.8154	-46.9561	-3.85922	0.648021	0.351979	0.0171265	3.62651	1.79167	0.482572	0	0.4666205	1.006498	0.3519786	0.6480214	10.15076
2010	-49.9545	-46.3506	-3.60385	0.0295045	0.970496	0.01726394	3.57073	1.57256	0.438049	0	0.797904	0.8660737	0.9704955	0.02950449	7.346385
2020	-50.1663	-45.657	-4.50934	0.627631	0.372369	0.02956405	3.60769	1.37576	0.504238	0	0.3449989	1.446746	0.3723687	0.6276313	27.97345
2030	-50.7578	-46.4447	-4.3131	0.00623966	0.99376	0.02433384	3.63966	1.52097	0.459409	0	1.269874	1.198409	0.9937603	0.00623966	15.79099
2040	-49.2239	-45.6518	-3.57216	0.584861	0.415139	0.02549363	3.50293	1.67758	0.447386	0	0.634341	1.217285	0.4151391	0.5848609	16.49246
2050	-49.4911	-45.9316	-3.55949	0.945356	0.0546439	0.02604485	2.91777	1.55044	0.50089	0	0.6807595	1.359926	0.05464388	0.9453561	22.90477
2060	-49.9779	-45.7618	-4.21604	0.732741	0.267259	0.0164891	2.70256	1.77953	0.6624	0	1.219003	0.765501	0.2672591	0.7327409	5.827752
2070	-52.7363	-47.9241	-4.81223	0.844286	0.155714	0.008606833	2.9119	1.52472	0.597024	0	1.516633	0.4233046	0.1557138	0.8442862	2.650359
2080	-50.0789	-46.4383	-3.64062	0.746278	0.253722	0.0180525	2.71093	1.59627	0.609593	0	0.8408281	0.7145662	0.2537223	0.7462777	5.182821
2090	-49.3041	-45.4887	-3.81534	0.581012	0.418988	0.02360347	2.64179	1.42458	0.601181	0	0.4805669	1.170006	0.4189882	0.5810118	14.79128
2100	-49.327	-45.558	-3.76901	0.643838	0.356162	0.02453033	2.79474	1.54959	0.686243	0	0.4971779	1.26068	0.3561616	0.6438384	18.22551
2110	-50.5402	-46.9806	-3.5596	0.57858	0.42142	0.02240711	2.67348	1.59346	0.552982	0	0.6790932	0.8522362	0.4214202	0.5785798	7.116005
2120	-49.435	-45.8751	-3.55989	0.702004	0.297996	0.02061825	2.73927	1.75801	0.419838	0	0.6756863	1.072096	0.297996	0.702004	11.80582
2130	-49.5694	-45.9224	-3.64696	0.957324	0.0426759	0.02581054	3.35605	1.70158	0.447556	0	0.8473366	1.260238	0.04267591	0.9573241	18.20698
2140	-50.3854	-46.5296	-3.85581	0.603868	0.396132	0.0285925	3.24231	1.64066	0.511616	0	1.010081	1.38716	0.3961318	0.6038682	24.38711
2150	-50.5065	-46.5248	-3.98164	0.480366	0.519634	0.01467285	2.99936	1.75985	0.650039	0	0.4340788	0.7606873	0.5196344	0.4803656	5.763514
2160	-49.14	-45.5664	-3.57358	0.531189	0.468811	0.02625331	2.25612	1.68055	0.534855	0	0.6316159	1.320107	0.4688105	0.5311895	20.8981
2170	-53.9855	-49.072	-4.91349	0.877583	0.122417	0.03468675	2.3113	1.70574	0.574157	0	0.3018409	1.333898	0.1224166	0.8775834	21.5724
2180	-49.6516	-46.0011	-3.65057	0.455353	0.544647	0.02334496	2.80765	1.52773	0.38278	0	0.8509631	1.129493	0.5446466	0.4553534	13.4739
2190	-52.3237	-48.4609	-3.86277	0.849598	0.150402	0.01227343	3.0696	1.51206	0.40863	0	1.014634	0.4161002	0.1504018	0.8495982	2.606755
2200	-51.6008	-47.8398	-3.76094	0.0362099	0.96379	0.01303809	3.10087	1.62079	0.337316	0	0.9441379	0.7025397	0.9637901	0.03620994	5.041267
2210	-49.6887	-46.1192	-3.5695	0.620975	0.379025	0.02625922	2.2193	1.34622	0.391167	0	0.7381326	1.290404	0.3790245	0.6209755	19.51658
2220	-49.5382	-45.9722	-3.56601	0.593567	0.406433	0.02420304	2.93783	1.3175	0.407957	0	0.7282313	1.222493	0.4064331	0.5935669	16.6914
2230	-52.2479	-48.4173	-3.83054	0.17678	0.82322	0.02479276	2.57107	1.37474	0.679229	0	0.9932803	0.8794022	0.8232198	0.1767802	7.575341
2240	-50.0255	-46.417	-3.60851	0.605064	0.394936	0.02277894	3.43282	1.41823	0.547631	0	0.5875175	1.308512	0.3949359	0.6050641	20.34753
2250	-50.775	-46.9722	-3.80278	0.946531	0.0534694	0.02049873	3.02287	1.33304	0.539105	0	0.9742415	1.203762	0.05346945	0.9465306	15.98682
2260	-50.2795	-46.169	-4.11041	0.437554	0.562446	0.02102061	2.80475	1.43161	0.435501	0	1.16175	0.9853647	0.5624461	0.4375539	9.668624
2270	-51.7	-46.9378	-4.76224	0.510192	0.489808	0.0252895	2.62857	1.33203	0.38663	0	1.492631	1.230053	0.4898079	0.5101921	16.98453
2280	-50.8397	-46.8265	-4.01327	0.0329474	0.967053	0.02290388	3.16852	1.52156	0.317	0	0.4268072	1.160159	0.9670526	0.03294741	14.4597
2290	-51.9893	-48.4097	-3.57966	0.0581402	0.94186	0.03257898	3.3156	1.71281	0.481572	0	0.6213449	1.282892	0.9418598	0.05814018	19.18193
2300	-50.6815	-47.1064	-3.57507	0.851677	0.148323	0.03291195	3.1592	1.53989	0.57237	0	0.6289116	1.421396	0.1483233	0.8516767	26.38735
2310	-49.5127	-45.8224	-3.69024	0.572153	0.427847	0.02350826	2.61023	1.46396	0.658126	0	0.8876828	1.113644	0.4278474	0.5721526	12.99105
2320	-49.8606	-45.9592	-3.90135	0.299523	0.700477	0.02228849	2.42212	1.6344	0.51679	0	1.039298	1.15888	0.7004765	0.2995235	14.41716
2330	-51.2864	-46.86	-4.42637	0.318714	0.681286	0.02718567	2.60738	1.56199	0.362948	0	1.327673	1.295704	0.681286	0.318714	19.75621
2340	-51.0875	-46.9669	-4.12064	0.765722	0.234278	0.03814638	3.17271	1.63248	0.334214	0	0.4046324	1.715168	0.2342778	0.7657222	51.9001
2350	-52.9662	-48.7437	-4.22249	0.735413	0.264587	0.03550771	2.61928	1.34122	0.313181	0	1.222425	1.584242	0.2645869	0.7354131	38.39215
2360	-50.7747	-47.2062	-3.56855	0.730345	0.269655	0.02262804	2.45047	1.57584	0.536128	0	0.7356157	0.8706001	0.2696554	0.7303446	7.423352
2370	-50.0076	-46.1785	-3.82906	0.277322	0.722678	0.01903569	2.76258	1.56446	0.638392	0	0.9922843	0.7571375	0.7226776	0.2773224	5.716596
2380	-49.8379	-46.2703	-3.5676	0.204504	0.795496	0.0274895	2.83697	1.71088	0.591252	0	0.6444385	1.176696	0.795496	0.204504	15.02089
2390	-51.2787	-46.523	-4.75572	0.0795637	0.920436	0.01231051	2.96725	1.75014	0.534829	0	1.489494	0.5910217	0.9204363	0.07956368	3.899615
2400	-49.4844	-45.7594	-3.72503	0.521669	0.478331	0.01442062	3.55337	1.65288	0.689675	0	0.9165409	0.6589329	0.4783308	0.5216692	4.559665
2410	-50.7	-47.1014	-3.59859	0.452442	0.547558	0.02063078	3.6311	1.71887	0.565192	0	0.5974113	1.251458	0.547558	0.452442	17.8426
2420	-50.6815	-46.8659	-3.8156	0.170901	0.829099	0.01756205	3.401	1.68611	0.308102	0	0.9831163	0.8172155	0.8290986	0.1709014	6.564709
2430	-50.6053	-47.008	-3.59724	0.953485	0.046515	0.03063075	3.35683	1.76827	0.347731	0	0.5988652	1.305182	0.04651503	0.953485	20.19211
2440	-51.7826	-46.8845	-4.89816	0.313841	0.686159	0.02178912	3.25527	1.54296	0.421645	0	1.557659	1.154275	0.686159	0.313841	14.26512
2450	-49.9582	-46.3881	-3.57011	0.943719	0.056281	0.02938123	2.67665	1.32717	0.53427	0	0.739693	1.392352	0.05628105	0.943719	24.68038
2460	-51.3941	-47.7259	-3.66819	0.416252	0.583748	0.02361853	2.46819	1.36314	0.441003	0	0.5442624	1.439696	0.5837476	0.4162524	27.52301
2470	-50.4486	-46.3678	-4.08083	0.812286	0.187714	0.01678557	3.32842	1.3092	0.465824	0	1.145276	0.7885105	0.1877139	0.8122861	6.144839
2480	-49.5934	-45.9787	-3.61466	0.279277	0.720723	0.02098602	3.23948	1.31158	0.509852	0	0.5819551	0.9479191	0.7207232	0.2792768	8.869907
2490	-52.215	-48.214	-4.00095	0.996802	0.0031977	0.01124763	2.71311	1.35818	0.447603	0	1.099567	0.6659182	0.003197696	0.9968023	4.633597
2500	-51.196	-47.6365	-3.55944	0.145669	0.854331	0.01547069	2.94585	1.44006	0.36574	0	0.6818022	0.9449135	0.8543314	0.1456686	8.808733
2510	-50.3784	-46.7257	-3.65267	0.564936	0.435064	0.01898977	2.6291	1.41485	0.370858	0	0.5537435	0.8984952	0.4350636	0.5649364	7.915808
2520	-51.9468	-46.9754	-4.97149	0.534672	0.465328	0.01178337	2.52761	1.62886	0.601729	0	1.592479	0.3771168	0.4653284	0.5346716	2.38296
2530	-50.452	-46.7177	-3.73434	0.926771	0.0732292	0.01613659	2.40203	1.63611	0.469854	0	0.9238819	0.9321482	0.07322923	0.9267708	8.553585
2540	-50.3212	-46.6631	-3.65809	0.483532	0.516468	0.01981491	2.2093	1.57624	0.384706	0	0.5503306	0.914682	0.5164685	0.4835315	8.216408
2550	-51.9288	-48.2678	-3.66096	0.405955	0.594045	0.01853484	3.30395	1.37482	0.319367	0	0.5485691	0.7020882	0.5940451	0.4059549	5.036029
2560	-50.2917	-46.7254	-3.56631	0.63916	0.36084	0.01858891	3.69382	1.47118	0.302464	0	0.7291847	0.9286053	0.3608403	0.6391597	8.48409
2570	-49.3078	-45.7249	-3.58281	0.180069	0.819931	0.02197921	3.26074	1.49184	0.471059	0	0.7659733	1.092488	0.8199309	0.1800691	12.37337
2580	-51.4729	-47.8996	-3.57328	0.129812	0.870188	0.03222083	2.3686	1.41972	0.508111	0	0.7471968	1.366576	0.8701876	0.1298124	23.25821
2590	-50.3394	-46.7399	-3.5995	0.687849	0.312151	0.02348128	2.5217	1.58646	0.30287	0	0.791966	1.304548	0.3121512	0.6878488	20.16265
2600	-50.8148	-46.5081	-4.30674	0.565377	0.434623	0.02376566	2.36925	1.60454	0.639179	0	1.266581	1.029859	0.4346225	0.5653775	10.71172
2610	-50.5384	-46.7538	-3.78464	0.798265	0.201735	0.01978774	2.99111	1.34209	0.497567	0	0.4913227	0.871842	0.2017353	0.7982647	7.444611
2620	-49.6431	-46.0465	-3.59669	0.0949643	0.905036	0.02406693	2.97816	1.3301	0.561128	0	0.7879728	1.26219	0.9050357	0.09496427	18.28899
2630	-50.3841	-46.2216	-4.16245	0.583796	0.416204	0.02272302	3.36051	1.40034	0.662014	0	1.190239	1.130461	0.416204	0.583796	13.50397
2640	-50.9488	-46.2666	-4.68224	0.532494	0.467506	0.01810795	2.92711	1.31098	0.692629	0	1.453985	0.7652687	0.4675062	0.5324938	5.824635
2650	-51.285	-46.4493	-4.8357	0.505248	0.494752	0.02184526	2.91953	1.32739	0.510135	0	1.527866	1.072432	0.4947515	0.5052485	11.81496
2660	-49.1469	-45.5705	-3.57645	0.719801	0.280199	0.02504864	3.43001	1.61436	0.503299	0	0.6265242	1.199023	0.2801989	0.7198011	15.81332
2670	-50.6072	-47.0397	-3.56746	0.238854	0.761146	0.03434704	3.29885	1.4193	0.318719	0	0.644793	1.604495	0.761146	0.238854	40.22493
2680	-51.4583	-47.2514	-4.20684	0.603767	0.396233	0.04054389	2.52616	1.7781	0.356327	0	0.3890665	1.793238	0.3962334	0.6037666	62.12099
2690	-50.0091	-46.0749	-3.93413	0.212685	0.787315	0.03330623	2.48899	1.67204	0.44819	0	0.4457882	1.572167	0.7873152	0.2126848	37.33939
2700	-50.8912	-47.1687	-3.72252	0.412545	0.587455	0.02648137	2.97443	1.49179	0.403982	0	0.5165064	1.516607	0.587455	0.412545	32.8554
2710	-50.0058	-46.2097	-3.79607	0.00741105	0.992589	0.03254324	2.49647	1.63096	0.543777	0	0.4872071	1.576336	0.992589	0.007411046	37.6995
2720	-50.5331	-46.6249	-3.90815	0.385207	0.614793	0.02881893	2.79169	1.51713	0.498859	0	1.043559	1.38006	0.6147931	0.3852069	23.99164
2730	-49.1013	-45.4231	-3.67818	0.668922	0.331078	0.02355614	2.86665	1.54744	0.651656	0	0.538593	1.181015	0.3310778	0.6689222	15.17104
2740	-51.3703	-47.3649	-4.0054	0.360614	0.639386	0.01632919	2.37465	1.73901	0.541393	0	1.102164	0.5329778	0.6393855	0.3606145	3.411754
2750	-49.9651	-45.9668	-3.99832	0.048224	0.951776	0.02294172	2.7937	1.57048	0.562891	0	1.098026	1.126272	0.951776	0.04822401	13.37433
2760	-51.0143	-47.3392	-3.67508	0.610061	0.389939	0.03589916	2.54387	1.40085	0.598796	0	0.5403188	1.640694	0.3899388	0.6100612	43.72143
2770	-51.0414	-47.4111	-3.6303	0.42641	0.57359	0.0322448	3.1219	1.30693	0.391439	0	0.8297728	1.442227	0.5735899	0.4264101	27.68389
2780	-51.1986	-46.5376	-4.661	0.46409	0.53591	0.01986353	3.38785	1.35858	0.415842	0	1.443673	0.8884539	0.5359098	0.4640902	7.734885
2790	-50.5629	-46.9661	-3.59685	0.854531	0.145469	0.01867875	3.08292	1.34909	0.330904	0	0.5992893	1.04602	0.1454689	0.8545311	11.11783
2800	-49.9319	-46.2668	-3.66509	0.354101	0.645899	0.02289547	3.18304	1.3526	0.336794	0	0.865	1.118898	0.6458994	0.3541006	13.14917
2810	-50.4075	-46.8457	-3.56186	0.381224	0.618776	0.03403983	3.67919	1.45424	0.443626	0	0.6631612	1.584517	0.6187762	0.3812238	38.41647
2820	-49.7766	-46.1887	-3.58789	0.974977	0.0250234	0.02554481	3.63338	1.33294	0.544684	0	0.774553	1.341927	0.02502335	0.9749766	21.97491
2830	-50.3439	-46.3909	-3.95301	0.82625	0.17375	0.02028025	2.47663	1.53932	0.450434	0	0.4410155	1.044839	0.1737501	0.8262499	11.08763
2840	-50.2105	-46.6488	-3.56171	0.286175	0.713825	0.03017047	2.52784	1.72641	0.331931	0	0.6639133	1.353872	0.7138249	0.2861751	22.58768
2850	-52.677	-48.2707	-4.40634	0.802045	0.197955	0.04208303	2.57732	1.77889	0.666195	0	0.3585173	1.923197	0.1979555	0.8020445	83.79086
2860	-50.2308	-45.9575	-4.27324	0.578354	0.421646	0.02121356	2.40754	1.72377	0.487249	0	0.3781498	1.085904	0.4216455	0.5783545	12.1872
2870	-49.4975	-45.8228	-3.67474	0.424222	0.575778	0.02370933	3.08494	1.72856	0.375345	0	0.5405099	1.228156	0.5757777	0.4242223	16.91048
2880	-52.1255	-48.5556	-3.56997	0.551515	0.448485	0.0193683	3.15154	1.72258	0.391379	0	0.7393425	1.253782	0.4484851	0.5515149	17.93834
2890	-51.1094	-46.409	-4.70037	0.500475	0.499525	0.01621217	3.61598	1.77679	0.470597	0	1.462773	0.6302775	0.4995253	0.5004747	4.268522
2900	-50.3875	-46.1098	-4.27765	0.640072	0.359928	0.01840893	2.85596	1.77777	0.47113	0	1.251455	0.9593197	0.3599282	0.6400718	9.105833
2910	-50.4919	-46.3739	-4.118	0.713645	0.286355	0.0221095	2.45306	1.31661	0.532409	0	1.165944	0.9980295	0.2863549	0.7136451	9.954731
2920	-51.7251	-46.5691	-5.15603	0.3712	0.6288	0.01252864	3.10537	1.35652	0.554226	0	1.679523	0.5247874	0.6288001	0.3711999	3.348015
2930	-49.495	-45.919	-3.57595	0.977876	0.0221238	0.02160453	3.16581	1.36334	0.574909	0	0.6273672	1.174596	0.0221238	0.9778762	14.94843
2940	-50.6629	-46.8047	-3.85822	0.3473	0.6527	0.02363083	2.27181	1.33169	0.530834	0	1.011661	1.005243	0.6526997	0.3473003	10.12145
2950	-50.4373	-46.6076	-3.82963	0.579876	0.420124	0.03171142	3.41721	1.31048	0.468601	0	0.4758547	1.413477	0.4201243	0.5798757	25.91059
2960	-49.8786	-46.1387	-3.73994	0.591625	0.408375	0.02881291	3.19365	1.43394	0.360458	0	0.5088901	1.353206	0.4083745	0.5916255	22.55309
2970	-49.9672	-46.4061	-3.56104	0.016508	0.983492	0.02926311	3.46262	1.31692	0.446513	0	0.6673613	1.379971	0.983492	0.01650799	23.98674
2980	-49.5177	-45.9195	-3.59814	0.636109	0.363891	0.02552699	2.91995	1.44026	0.559377	0	0.7900482	1.182117	0.3638908	0.6361092	15.20956
2990	-49.7363	-46.1625	-3.57387	0.106022	0.893978	0.02678252	2.21224	1.32953	0.492973	0	0.748502	1.34571	0.8939781	0.1060219	22.16718
3000	-52.1579	-48.0001	-4.15781	0.0102842	0.989716	0.02658325	3.1235	1.49678	0.452321	0	1.187721	1.055753	0.9897158	0.01028423	11.36982
3010	-51.9913	-48.3341	-3.65715	0.286466	0.713534	0.02093811	3.43653	1.3081	0.480896	0	0.8574212	0.6831576	0.7135343	0.2864657	4.821228
3020	-49.2835	-45.6311	-3.65242	0.406603	0.593397	0.02285299	3.609	1.33661	0.696603	0	0.5539033	0.9945943	0.5933966	0.4066034	9.8763
3030	-49.7024	-45.843	-3.85939	0.0184402	0.98156	0.01860486	3.03269	1.38337	0.63462	0	1.012426	0.8905412	0.9815598	0.01844022	7.772151
3040	-49.6339	-46.071	-3.56282	0.68579	0.31421	0.02305709	2.55049	1.35407	0.617361	0	0.6591026	1.01459	0.3142102	0.6857898	10.34165
3050	-50.3902	-45.9893	-4.4009	0.465789	0.534211	0.01828614	2.85323	1.55199	0.59766	0	1.314801	0.9493614	0.5342111	0.4657889	8.899415
3060	-50.1428	-45.9446	-4.19817	0.610407	0.389593	0.01751722	3.34174	1.50724	0.507384	0	1.209467	0.8414404	0.3895933	0.6104067	6.941294
3070	-49.2576	-45.6142	-3.64341	0.162238	0.837762	0.02469598	3.01745	1.7286	0.69769	0	0.559866	1.260648	0.8377623	0.1622377	18.22419
3080	-50.4552	-46.165	-4.29017	0.696863	0.303137	0.02458903	2.68949	1.56049	0.515271	0	0.3754963	1.391441	0.3031374	0.6968626	24.6287
3090	-50.0355	-46.2566	-3.77898	0.339396	0.660604	0.0177924	3.58031	1.44317	0.471811	0	0.9573516	0.9910313	0.6606037	0.3393963	9.795606
3100	-49.64	-46.0696	-3.57042	0.304392	0.695608	0.0205314	3.46374	1.72342	0.42852	0	0.6379332	1.126702	0.6956081	0.3043919	13.38758
3110	-50.1009	-45.8962	-4.20472	0.543364	0.456636	0.01393201	2.99496	1.78026	0.618989	0	1.21297	0.6288816	0.4566362	0.5433638	4.254824
3120	-51.4435	-47.8453	-3.59822	0.311691	0.688309	0.01381331	2.88806	1.47121	0.303441	0	0.7901595	0.6350402	0.6883087	0.3116913	4.31559
3130	-53.1505	-47.7162	-5.43429	0.39575	0.60425	0.02856824	3.25099	1.78843	0.43651	0	1.809843	1.268417	0.6042497	0.3957503	18.55311
3140	-49.3102	-45.7509	-3.55934	0.897181	0.102819	0.02118854	3.02212	1.64024	0.497981	0	0.6899381	1.103717	0.1028192	0.8971808	12.69748
3150	-50.4119	-46.2499	-4.16202	0.823668	0.176332	0.0143512	3.13028	1.60192	0.631842	0	1.190008	0.6139681	0.1763325	0.8236675	4.111195
3160	-53.3823	-49.7092	-3.67317	0.538619	0.461381	0.01523665	3.26358	1.70501	0.598319	0	0.5414009	1.113868	0.4613812	0.5386188	12.99776
3170	-52.552	-48.1732	-4.37876	0.0421939	0.957806	0.03128037	3.31789	1.61974	0.352287	0	1.303559	1.557485	0.9578061	0.04219386	36.09818
3180	-50.3813	-45.6216	-4.75962	0.459836	0.540164	0.03022065	2.50872	1.79883	0.411222	0	0.3167327	1.528335	0.540164	0.459836	33.75477
3190	-50.3225	-46.4942	-3.82821	0.68149	0.31851	0.02640821	2.58496	1.40704	0.398421	0	0.4763161	1.188572	0.3185096	0.6814904	15.43733
3200	-51.6813	-48.1032	-3.57809	0.313909	0.686091	0.03560207	2.8139	1.42403	0.308348	0	0.7572197	1.556469	0.6860908	0.3139092	36.01383
3210	-51.5244	-47.8386	-3.68581	0.897502	0.102498	0.03710201	3.48177	1.48715	0.581484	0	0.5344643	1.597951	0.1024981	0.8975019	39.62329
3220	-49.6658	-45.9248	-3.74096	0.203791	0.796209	0.01902081	3.35197	1.48192	0.663287	0	0.929014	1.02719	0.7962087	0.2037913	10.64609
3230	-51.1208	-47.4518	-3.66903	0.00361524	0.996385	0.01841269	2.44722	1.36654	0.644001	0	0.5437737	1.162291	0.9963848	0.003615239	14.53086
3240	-51.3949	-46.9984	-4.39659	0.583276	0.416724	0.01571972	3.17209	1.467	0.63966	0	0.3598664	0.7217651	0.4167241	0.5832759	5.269447
3250	-49.8746	-46.1943	-3.68021	0.981311	0.0186888	0.0188644	2.99081	1.56776	0.584756	0	0.5374781	1.022166	0.01868879	0.9813112	10.52363
3260	-50.9087	-46.6673	-4.24139	0.428356	0.571644	0.02503774	3.16612	1.49941	0.537628	0	1.232428	1.286694	0.5716436	0.4283564	19.35056
3270	-49.8219	-46.2405	-3.58144	0.924864	0.0751355	0.02265326	3.08837	1.67326	0.452366	0	0.7635329	0.9896414	0.07513555	0.9248645	9.764306
3280	-49.9639	-45.7486	-4.2153	0.724163	0.275837	0.01723929	2.86524	1.72744	0.627122	0	1.218606	0.819103	0.2758366	0.7241634	6.593303
3290	-49.1183	-45.5311	-3.5872	0.323598	0.676402	0.02540835	3.00041	1.7898	0.581434	0	0.6107406	1.288372	0.676402	0.323598	19.4255
3300	-49.7115	-45.9314	-3.78009	0.569666	0.430334	0.02396181	3.58238	1.46494	0.611568	0	0.9581477	1.082358	0.4303345	0.5696655	12.0881
3310	-51.4724	-47.4579	-4.01453	0.558905	0.441095	0.01425533	3.43867	1.71906	0.467087	0	0.4265257	0.6658623	0.4410955	0.5589045	4.633
3320	-50.6585	-46.3077	-4.35082	0.601126	0.398874	0.01716083	3.49584	1.69256	0.486452	0	1.28929	0.9254844	0.3988742	0.6011258	8.42334
3330	-49.976	-46.3797	-3.59629	0.990023	0.00997716	0.01886318	3.19013	1.77219	0.372329	0	0.7874014	0.9785177	0.009977165	0.9900228	9.517385
