G,N,K,O,M,H,Z
nan,0.663194858276594,1.32281214091501,1.93265380928027,3.08766976887968,nan,0
-0.663194858276594,nan,0.659617282638419,1.26945895100368,2.42447491060308,nan,0
-1.32281214091501,-0.659617282638419,nan,0.609841668365259,1.76485762796466,nan,0
-1.93265380928027,-1.26945895100368,-0.609841668365258,nan,1.1550159595994,nan,0
-3.08766976887968,-2.42447491060308,-1.76485762796466,-1.1550159595994,nan,nan,0
nan,nan,nan,nan,nan,nan,nan
0,0,0,0,0,nan,nan
