G,N,K,O,M,H,Z
0,6.21460809842219,nan,nan,nan,nan,8.00636756765025
6.21460809842219,0,nan,nan,nan,nan,8.00636756765025
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
8.00636756765025,8.00636756765025,nan,nan,nan,nan,0
