Iteration	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]
334	-1802.61	-1410.16	-392.451	5765.6	6189.13	26624	36448.9	inf
335	-1799.81	-1408.94	-390.865	4596.14	4933.76	19814.8	34692.3	inf
336	-1804.8	-1409.03	-395.766	5742.65	6164.49	30690.5	43486.5	inf
337	-1800	-1405.23	-394.773	5368.75	5763.13	28760.3	38313.5	inf
338	-1799.34	-1405.03	-394.311	5368.75	5957.25	28760.3	38130.6	inf
339	-1794.12	-1401.86	-392.262	5378.4	5957.25	28760.3	38130.6	inf
340	-1800.85	-1404.39	-396.456	6243.58	6927.97	29872.5	42316	inf
341	-1801.26	-1405.25	-396.016	6243.58	6927.97	34594.3	45784.1	inf
342	-1804.53	-1410.37	-394.157	6243.58	6697.31	34594.3	48735.4	inf
343	-1805.3	-1412.65	-392.643	6117.5	6562.08	38880.5	47751.3	inf
344	-1807.19	-1410.57	-396.618	6625.89	7107.41	37076	52534	inf
345	-1802.27	-1405.96	-396.311	5543.88	6278.82	32227.1	43861.8	inf
346	-1801.45	-1404.99	-396.464	5154.08	5931.91	32227.1	44599.7	inf
347	-1802.51	-1405.6	-396.915	5289.31	5931.91	28240.3	44599.7	inf
348	-1806.01	-1406.61	-399.397	5289.31	5931.91	30011.6	43643.3	inf
349	-1803.66	-1404.11	-399.549	5127.52	5931.91	27463.7	49584	inf
350	-1799.36	-1401.95	-397.401	5127.52	5931.91	24875.1	41130.5	inf
351	-1800.77	-1402.88	-397.889	5127.52	5931.91	24804.7	44931.3	inf
352	-1806.99	-1409.24	-397.754	5127.52	5931.91	27150	58910.6	inf
353	-1807.58	-1407.76	-399.815	5018.93	5895.18	37218.5	58910.6	inf
354	-1804.5	-1408.35	-396.155	4615.3	5421.08	42332.9	56050	inf
355	-1810.24	-1406.3	-403.942	5542.67	6475.98	32707.2	67312.3	inf
356	-1807.88	-1409.36	-398.52	4943.91	5661.49	40598.9	56669.5	inf
357	-1799.41	-1407.17	-392.243	3522.46	4333.11	29656.7	40884.3	inf
358	-1800.85	-1407.12	-393.737	3614.44	4561.43	31405.3	51389.2	inf
359	-1798.25	-1403.05	-395.204	4108.1	4740.58	33341	47605.9	inf
360	-1796.77	-1402.08	-394.693	4217.72	4867.08	33341	47054.8	inf
361	-1794.46	-1404.32	-390.143	3740.43	4155.33	29358.9	42021.9	inf
362	-1795.89	-1403.99	-391.901	3740.43	4155.33	28468.3	42257.6	inf
363	-1794.39	-1403.86	-390.528	2569.98	3518.56	24105.7	35781.9	inf
364	-1793.55	-1403.23	-390.321	2807.23	3781.02	25903.9	37618.5	inf
365	-1799.3	-1406.81	-392.487	3154.59	4246.95	24935.1	47021.3	inf
366	-1792.34	-1405.38	-386.953	2696.78	3108.77	20472.9	39462.6	inf
367	-1804.27	-1411.18	-393.096	2898.27	3826.84	21739	34515.3	inf
368	-1801.04	-1410.61	-390.429	2783.68	3675.54	22697	33427.5	inf
369	-1800.56	-1406.01	-394.552	2520.25	3775.81	15120.2	39176.9	inf
370	-1799.97	-1405.78	-394.192	2342.36	3604.71	16354.5	43428.5	inf
371	-1802.38	-1407.01	-395.371	2607.36	4300.02	14012.9	39225.8	inf
372	-1805.26	-1406.26	-399.007	2177.99	4145.49	17169.4	49234.8	inf
373	-1805.52	-1409.85	-395.663	2439.65	3511.18	16576	34634.5	inf
374	-1804.39	-1408.08	-396.307	2552.64	3673.79	17084	33055.3	inf
375	-1806.51	-1409.53	-396.981	2720.12	4435.98	15692.1	42566.4	inf
376	-1801.88	-1408.11	-393.77	2966.71	4244.78	13675.1	40731.7	inf
377	-1800.49	-1405.55	-394.943	2233.72	4378.45	7478.15	55908.5	inf
378	-1797.92	-1409.05	-388.87	2752.61	3718.01	6642.05	60507.1	inf
379	-1796.05	-1407.92	-388.121	2232.04	3610.27	5157.51	49064	inf
380	-1785.91	-1403.69	-382.214	1789.65	2531.84	7768.2	32958.1	inf
381	-1790.07	-1400.26	-389.801	1514.45	3253.19	13431.6	38511.9	inf
382	-1795.54	-1400.19	-395.349	1996.34	4288.34	17705.5	35534.3	inf
383	-1793.63	-1400.45	-393.173	1450.99	2977.11	14460	48257.4	inf
384	-1794.68	-1400	-394.681	1935.46	3353.57	14661.6	46003.1	inf
385	-1793.45	-1402.87	-390.575	1881.8	3073.11	15395.7	31059.3	inf
386	-1790.28	-1400.34	-389.938	1988.45	2704.05	11416.7	36736.7	inf
387	-1796.78	-1405.76	-391.02	1055.71	2563.07	11380.5	29117.9	inf
388	-1789.9	-1403.64	-386.258	1773.37	2979.44	7780.13	22294.7	inf
389	-1799.58	-1404.68	-394.902	2189.2	3263.12	11665.8	20587.5	inf
390	-1793.6	-1401.96	-391.634	2033.16	3030.54	15477.7	33502.1	inf
391	-1794.57	-1404.06	-390.513	2147.68	2800.68	17921.9	37651.9	inf
392	-1794.49	-1405.23	-389.263	2052	2800.68	20345.2	40199.4	inf
393	-1801.89	-1407.63	-394.258	2822.69	3468.72	28762	55297.4	inf
394	-1799.28	-1403.36	-395.917	2875.6	3799.25	31750.6	55297.4	inf
395	-1794.26	-1401.16	-393.101	2690.49	3621.32	29621.4	47107.5	inf
396	-1801.12	-1403.69	-397.426	2567.61	3306.27	18243.7	43281.1	inf
397	-1803.29	-1410.52	-392.764	2288.92	2982.82	30545.7	48735.5	inf
398	-1797.27	-1406.77	-390.505	1821.14	2373.23	24303.2	42055.8	inf
399	-1807.89	-1407.02	-400.873	3060.27	3988.01	40839.4	70671.3	inf
400	-1795.02	-1403.76	-391.264	2107.82	2550.02	23790.6	41489.7	inf
401	-1801.44	-1403.93	-397.506	2755.29	3697.63	20616.8	51975.8	inf
402	-1800.7	-1404.34	-396.357	2529.18	3697.63	26042	49254.5	inf
403	-1801.56	-1401.08	-400.477	2383.25	3697.63	14776.4	50605.2	inf
404	-1800.89	-1401.19	-399.695	1945.97	2716.5	20326.6	37688	inf
405	-1802.52	-1404.23	-398.289	1848.08	2362.17	22700.6	38546.1	inf
406	-1800.21	-1406.7	-393.504	1945.97	2362.17	18092.1	35821	inf
407	-1796.82	-1404.59	-392.221	1862.46	2362.17	16679.9	35227.2	inf
408	-1796.67	-1405.7	-390.967	1294.18	1913.87	15292.8	31376.8	inf
409	-1794.57	-1405.98	-388.589	1409.48	2013.21	14599.9	31896.8	inf
410	-1802	-1407.97	-394.021	1516.62	3327.4	15167	34091.4	inf
411	-1804.25	-1407.75	-396.5	1770.75	3427.85	22149.6	33890.2	inf
412	-1821.97	-1413.94	-408.028	3007.09	6740.92	22360	58983.3	inf
413	-1821.95	-1411.9	-410.055	2930.22	7607.95	29912.4	57627.6	inf
414	-1818.67	-1405.86	-412.808	910.137	7940.82	17442.2	60508	inf
415	-1822.04	-1408.5	-413.535	3183.44	10038.4	21406.7	55657	inf
416	-1820.18	-1411.19	-408.991	1020.58	10010.1	15728.7	55657	inf
417	-1810.73	-1409.33	-401.403	910.137	7419.8	13929.5	42007.6	inf
418	-1818.28	-1411.59	-406.691	1428.96	9784.18	24410	63769.1	inf
419	-1813.18	-1408.75	-404.427	1004.68	5226.85	14410.7	59390.3	inf
420	-1813.52	-1409.46	-404.065	783.737	10762.4	17216.7	23966.8	inf
421	-1816	-1409.35	-406.646	4622.91	15099.1	17216.7	45263.7	inf
422	-1809.58	-1408.67	-400.91	3791.99	12947.3	16743	27280.4	inf
423	-1803.89	-1408.01	-395.882	3167.64	11182.1	13786.1	22651.6	inf
424	-1799.72	-1408.6	-391.116	690.73	11334.8	13974.3	41079.7	inf
425	-1794.33	-1407.36	-386.964	461.252	6736.34	10422.8	27432	inf
426	-1793.82	-1405.53	-388.284	568.544	8687.47	11693.2	35842.9	inf
427	-1800.09	-1404.09	-396.001	674.842	9644.07	13543.7	40662.8	inf
428	-1796.18	-1401.82	-394.367	598.928	3755.36	14303.9	36088.6	inf
429	-1812.2	-1409.73	-402.47	1520.6	4808.34	21698.3	48872	inf
430	-1813.47	-1412.66	-400.806	1320.76	11878.3	21557.2	36088.6	inf
431	-1803.95	-1409.55	-394.408	785.005	7570.03	13689.4	22999.3	inf
432	-1805.27	-1411.16	-394.11	764.745	13518.9	17934.2	30147.8	inf
433	-1809.5	-1409.8	-399.707	973.875	10957.9	21217.6	38392.2	inf
434	-1796.78	-1405.36	-391.428	995.189	11031.9	15008	26524.5	inf
435	-1802.04	-1410.42	-391.62	825.365	14022.6	17374.6	31780.7	inf
436	-1795.4	-1405.33	-390.077	364.756	14415.7	18882.8	32147	inf
437	-1794.96	-1402.08	-392.88	420.813	13594.7	20147.1	36172.1	inf
438	-1795.18	-1406.38	-388.8	355.337	9976.16	15235.2	29265.4	inf
439	-1791.73	-1407.39	-384.339	383.256	9242.82	12019.7	19142.8	inf
440	-1782.12	-1402.56	-379.564	459.042	6108.68	8368.69	14477.6	inf
441	-1775.83	-1403.21	-372.624	334.564	4532.2	6047.84	7398.28	inf
442	-1794.71	-1409.2	-385.502	697.857	9453.59	14554.3	15431.9	inf
443	-1781.37	-1406.41	-374.96	286.667	7766.87	9870.38	11191.1	inf
444	-1782.37	-1407.77	-374.605	276.369	7487.86	10175.5	10789.1	inf
445	-1775.07	-1402.77	-372.301	198.199	6609.42	10175.5	10789.1	inf
446	-1776.02	-1402.38	-373.639	698.806	6609.42	10307	10789.1	inf
447	-1788.59	-1405.35	-383.239	1021.29	8629.02	15063.4	15768	inf
448	-1786.95	-1406.68	-380.271	1021.29	10072.5	15255.3	15768	inf
449	-1783.62	-1407.14	-376.485	551.038	8257.9	12877.7	13480	inf
450	-1786.9	-1407.71	-379.189	491.516	5805.48	11486.7	12024	inf
451	-1782.82	-1407.57	-375.247	491.516	6214.41	11539	12024	inf
452	-1778.02	-1405.6	-372.42	467.31	5112.43	10970.7	11431.8	inf
453	-1780.35	-1407.53	-372.827	366.4	3473.29	7843.56	8476.09	inf
454	-1778.54	-1405.01	-373.529	363.24	3473.29	7779.6	8476.09	inf
455	-1778.93	-1407.95	-370.981	343.418	2260.66	7779.6	8476.09	inf
456	-1788.83	-1408.19	-380.642	549.183	3417.89	11762	12815	inf
457	-1793.55	-1412.42	-381.13	473.528	5509.4	10141.7	11049.6	inf
458	-1787.97	-1410.63	-377.34	306.411	3242.17	8814.91	9648.86	inf
459	-1793.81	-1408.59	-385.214	469.277	5178.96	13500.3	14777.5	inf
460	-1786.3	-1407.07	-379.226	469.277	8785.43	13500.3	14777.5	inf
461	-1785.12	-1406.84	-378.278	469.277	10424	13550.4	14777.5	inf
462	-1786.88	-1409.41	-377.472	494.425	11297.9	13500.3	14777.5	inf
463	-1779.82	-1405.63	-374.196	451.852	10325.1	12331.6	13505.1	inf
464	-1783.72	-1406.57	-377.15	391.127	7181.12	13028.7	15304.5	inf
465	-1785.14	-1404.34	-380.806	391.127	8878.64	13028.7	17378.4	inf
466	-1782.83	-1398.86	-383.973	344.011	6066.08	13980.3	18647.8	inf
467	-1784.14	-1406.11	-378.023	143.789	4809.78	13980.3	16133	inf
468	-1776.25	-1401.79	-374.463	153.806	7015.48	13980.3	16133	inf
469	-1775.02	-1400.62	-374.407	153.806	8480.57	13980.3	16133	inf
470	-1775.43	-1401.66	-373.772	157.048	8277.24	14286.2	16080.8	inf
471	-1774.09	-1401.36	-372.739	129.25	6152.92	14275.1	16080.8	inf
472	-1771.86	-1401.17	-370.699	129.25	9728.03	14275.1	16080.8	inf
473	-1769.96	-1401.27	-368.694	129.25	7810.38	14275.1	15007.1	inf
474	-1767.39	-1401.75	-365.636	117.367	4069.31	12962.6	13627.4	inf
475	-1766.65	-1402.66	-363.986	117.367	6884.21	13173.5	13627.4	inf
476	-1767.43	-1400.95	-366.478	120.207	7050.8	13492.3	13957.2	inf
477	-1763.88	-1399.12	-364.759	76.8238	4999.66	11458.1	11852.9	inf
478	-1763.05	-1399.65	-363.392	155.021	3922.07	9960.86	10304.1	inf
479	-1767.56	-1400.21	-367.35	247.275	3988.7	10012.8	10357.8	inf
480	-1767.54	-1401.01	-366.531	287.024	2954.36	12003.5	12417.1	inf
481	-1767.79	-1398.92	-368.869	379.535	2922.85	11875.4	12284.6	inf
482	-1768.21	-1403.01	-365.208	148.732	985.329	11386.5	12284.6	inf
483	-1784.8	-1407.28	-377.516	226.431	1764.15	20168.2	21759	inf
484	-1767.79	-1401.82	-365.973	123.774	1079.22	12661.8	13351.3	inf
485	-1779.87	-1404.86	-375.011	138.78	1189.09	13096.1	16352.5	inf
486	-1773.94	-1404.41	-369.528	50.3519	2648.34	13274.9	17396.5	inf
487	-1772.79	-1398.53	-374.262	144.23	3398.69	13274.9	17396.5	inf
488	-1768.6	-1400.57	-368.029	122.969	2664.11	13155.6	14601	inf
489	-1769.87	-1401.63	-368.237	108.358	2015.95	11675.2	15384.2	inf
490	-1774.44	-1399.64	-374.806	160.591	1476.63	17303.1	22800	inf
491	-1773.19	-1402.47	-370.721	92.3621	1476.63	17303.1	22800	inf
492	-1778.33	-1405.18	-373.145	92.3621	1476.63	17818.9	23627.9	inf
493	-1783.09	-1410.83	-372.26	95.7732	2040.17	17818.9	22800	inf
494	-1778.84	-1406.43	-372.414	95.7732	2040.17	18304.9	22800	inf
495	-1780.12	-1403.28	-376.843	107.393	2287.68	19980.7	25566.2	inf
496	-1781.88	-1403.75	-378.129	126.302	1947.31	23498.8	30067.7	inf
497	-1785.51	-1406.32	-379.188	110.573	3774.2	23498.8	29162.2	inf
498	-1790.2	-1409.8	-380.392	119.427	4076.42	26813.4	31497.4	inf
499	-1777.69	-1401.2	-376.492	56.8689	3749.1	18236.1	22417.6	inf
500	-1785.54	-1403.1	-382.445	70.8447	4447.41	20004.3	25317.8	inf
501	-1778.47	-1402.81	-375.655	52.0243	4826.86	14690	16995.8	inf
502	-1784.52	-1404.43	-380.091	64.7514	6106.19	18320.9	21153.7	inf
503	-1783.73	-1401.12	-382.611	81.062	6106.19	18320.9	21153.7	inf
504	-1779.69	-1400.5	-379.191	69.0697	6610.32	14885	20479	inf
505	-1782.12	-1403.37	-378.748	69.0697	6244.22	14616.7	20479	inf
506	-1773.96	-1399.65	-374.313	69.0697	5985.06	14885	18139.9	inf
507	-1776.48	-1398.21	-378.263	76.516	6630.3	16192.5	20480	inf
508	-1780.05	-1399.6	-380.459	96.9925	5319.39	20525.7	25960.6	inf
509	-1788.94	-1405.22	-383.723	137.567	7549.52	23374.9	30307.6	inf
510	-1792.75	-1404.09	-388.654	136.931	13098.7	24428.5	31460.7	inf
511	-1787.58	-1401.44	-386.144	136.931	13098.7	24652	31460.7	inf
512	-1788.62	-1402.01	-386.61	136.931	13098.7	25657	31460.7	inf
513	-1789	-1400.84	-388.161	136.931	10279.7	25657	31460.7	inf
514	-1796.29	-1406.71	-389.577	121.561	11344.7	25955.2	34877.4	inf
515	-1793.24	-1404.98	-388.262	121.561	7018.5	21942	34545.6	inf
516	-1793.27	-1403.64	-389.637	149.968	5798.92	18848.8	42618.4	inf
517	-1793.15	-1405.01	-388.141	149.968	5457.17	16299.2	48928.1	inf
518	-1799.76	-1405.54	-394.22	195.773	5223.19	27749.9	59017.8	inf
519	-1797.49	-1410.03	-387.465	137.721	4079.38	25317.3	38954.3	inf
520	-1796.36	-1405.62	-390.742	121.975	4806.11	20026.9	38622.8	inf
521	-1793.2	-1407.19	-386.011	115.076	4911.77	15443.9	43331.4	inf
522	-1795.74	-1408.41	-387.33	115.076	8341.1	21505.9	51749	inf
523	-1797.73	-1408.01	-389.722	115.076	12569.9	23378.5	43331.4	inf
524	-1792.68	-1403.26	-389.411	115.076	4911.77	23378.5	41575.9	inf
525	-1791.72	-1404.13	-387.591	115.076	6346.54	23378.5	41575.9	inf
526	-1792.23	-1406.25	-385.977	115.076	5037.62	10859.3	32598.6	inf
527	-1793.56	-1407.78	-385.779	63.0019	5166.34	26506.9	42310.8	inf
528	-1801.86	-1407.42	-394.431	164.468	6908.51	34007.3	55771.7	inf
529	-1799.44	-1408.79	-390.653	150.802	5572.56	18812.8	57482.7	inf
530	-1796.24	-1411.02	-385.217	192.579	4225.54	9703.37	62010.3	inf
531	-1797.49	-1411.46	-386.024	171.918	4473.04	11831	52359.6	inf
532	-1796.6	-1410.42	-386.173	57.6455	5529.06	14624.1	64720.9	inf
533	-1799	-1407.29	-391.71	212.505	6595.39	10527.6	58158.8	inf
534	-1804.8	-1410.97	-393.829	699.235	6795.04	9892.18	62004.6	inf
535	-1806.02	-1413.46	-392.562	625.813	6795.04	11926.3	62004.6	inf
536	-1811.03	-1412.03	-398.993	1057.17	7915.93	14672.8	81429.9	inf
537	-1805.8	-1408.76	-397.035	1047.01	8993.82	13754.1	74695.3	inf
538	-1798.29	-1405.9	-392.383	726.745	6242.75	9546.96	51182.9	inf
539	-1798.9	-1405.85	-393.045	726.745	6217.03	9420.46	42489.8	inf
540	-1798.48	-1403.04	-395.438	533.08	7177.84	10586.8	54862.8	inf
541	-1801.99	-1405.46	-396.534	533.08	7456.79	11599.4	70100	inf
542	-1799.46	-1406.49	-392.976	533.08	7206.73	8756.76	64340.3	inf
543	-1801.7	-1404.84	-396.86	723.882	6852.13	8940.88	74650.7	inf
544	-1794.6	-1402.41	-392.186	1127.08	3018.92	7917.26	27967.1	inf
545	-1804.61	-1406.47	-398.138	1629.32	5939.62	18881.5	30511.8	inf
546	-1793.24	-1405.75	-387.489	451.077	5217.77	15118.6	24159.1	inf
547	-1794.96	-1404.87	-390.087	1100.44	5128.96	15118.6	22888.2	inf
548	-1794.94	-1402.29	-392.649	929.724	9594.64	16554.8	27780.9	inf
549	-1796.03	-1404.45	-391.581	929.724	8256.36	16554.8	25042.7	inf
550	-1792.78	-1404.28	-388.497	860.736	9255.16	15077.6	24143.8	inf
551	-1797.47	-1404.92	-392.549	860.736	10499.5	16253.7	27780.9	inf
552	-1801.41	-1405.6	-395.8	906.373	11087.6	19117.7	32609.9	inf
553	-1800.72	-1406.85	-393.876	906.373	11087.6	19079	28337.3	inf
554	-1815.89	-1411.37	-404.523	1268.41	16564.3	28758	42626	inf
555	-1815.09	-1411.36	-403.735	1280.71	11009.9	27812.4	52074.2	inf
556	-1812.02	-1411.51	-400.512	724.472	11353.4	32178.4	50654.2	inf
557	-1811.08	-1408.65	-402.438	797.301	11189.6	32178.4	43353.5	inf
558	-1807.11	-1405.87	-401.239	797.301	12153.4	32178.4	42998.5	inf
559	-1791.66	-1403.2	-388.466	521.23	11238.5	21036.4	27676	inf
560	-1802.82	-1405.61	-397.214	720.706	14396.7	31433.8	38267.6	inf
561	-1802.2	-1404.26	-397.942	1537.42	6806.25	29714.5	38449.2	inf
562	-1802.9	-1406.66	-396.243	1046.17	7668.9	33224.5	43322.4	inf
563	-1806.79	-1405.7	-401.092	1857.36	11220.5	30771.8	44304.5	inf
564	-1808.7	-1407.33	-401.367	1952.82	8910.85	28904.8	43290.4	inf
565	-1803.07	-1406.17	-396.903	2095.46	4215.04	28233.3	44733.1	inf
566	-1814.5	-1411.36	-403.133	3902.45	7665.61	35821.9	52210	inf
567	-1817	-1411.46	-405.54	2368.89	9970.04	37133.2	52314	inf
568	-1817.71	-1413.55	-404.16	2368.89	12176.7	36862.6	50883.7	inf
569	-1818.83	-1413.83	-404.995	1755.32	16083.9	37133.2	46671.1	inf
570	-1820.05	-1413.86	-406.189	1755.32	14108.2	33353.7	40925.5	inf
571	-1816.03	-1407.16	-408.877	3594.13	10545.5	27631.1	37611.1	inf
572	-1818.86	-1408.92	-409.936	6166.86	14810.3	34059.3	46115.4	inf
573	-1817.92	-1408.44	-409.475	4608.9	14810.3	30701.2	40644	inf
574	-1798.01	-1403	-395.009	3138.8	5991.24	17958.6	21569	inf
575	-1804.07	-1403.92	-400.151	3894.56	13669	25772.6	27341.6	inf
576	-1801.84	-1404.93	-396.911	7094.82	12758.2	26279.1	29308.3	inf
577	-1802.47	-1402.93	-399.537	5500.76	14965.3	26279.1	28838.7	inf
578	-1814.8	-1407.62	-407.18	7305.59	20617.4	35933.3	39433.1	inf
579	-1796.98	-1408.63	-388.346	3026.18	4808.62	14752.3	16286.9	inf
580	-1796.46	-1405.4	-391.059	6670.76	10563.7	13474.9	16286.9	inf
581	-1798.82	-1407.63	-391.186	6670.76	10563.7	13480.5	17160.6	inf
582	-1795.49	-1405.09	-390.398	7415.95	10563.7	14642.8	20605.4	inf
583	-1806.8	-1403.09	-403.708	5283.72	13529	22315.6	31340	inf
584	-1793.31	-1404.12	-389.187	3183.24	4555.27	17214.5	23334.5	inf
585	-1788.53	-1404.93	-383.599	2484.4	3471.58	7136.75	16598.3	inf
586	-1800.57	-1406.1	-394.464	3735.02	4649.52	11401.3	38987	inf
587	-1795.3	-1400.6	-394.7	3721.14	4632.24	18966.1	33804.5	inf
588	-1794.13	-1401.54	-392.587	3874.56	4823.23	14626.2	26394.2	inf
589	-1794.69	-1400.75	-393.939	3938.4	5718.45	15378.8	26392.5	inf
590	-1802.3	-1402.98	-399.314	3730.92	6103.24	13404.5	26394.2	inf
591	-1801.68	-1403.95	-397.731	2918.04	5131.97	13373.7	25981.1	inf
592	-1802.42	-1402.74	-399.674	3059.22	5952.45	13801.6	29873.4	inf
593	-1807.65	-1405.56	-402.09	3428.11	5757.18	13900.9	31682	inf
594	-1811.92	-1407.43	-404.499	4774.67	8018.6	15810.6	34110.9	inf
595	-1807.92	-1405.37	-402.548	5481.34	8018.6	18427.3	39002.6	inf
596	-1807.45	-1404.48	-402.965	5481.34	8875.8	16251.9	39002.6	inf
597	-1803.15	-1402.04	-401.11	4771.97	6580.71	13122.3	35158.3	inf
598	-1806.96	-1405.56	-401.392	6021.91	7578.73	14142.1	43540.4	inf
599	-1798.27	-1402.61	-395.665	4861.16	6130.42	10592.9	35147.7	inf
600	-1804.8	-1404.8	-400.003	6740.8	9782.99	11863.3	60607.2	inf
601	-1800.39	-1403.35	-397.043	6740.8	9782.99	11863.3	40347.6	inf
602	-1799.18	-1401.36	-397.82	6820.86	9782.99	11863.3	40347.6	inf
603	-1800.98	-1401.69	-399.293	7311.72	9944.91	12908.5	53287.3	inf
604	-1805.56	-1404.58	-400.984	7529.88	10631.7	12911.6	54877.3	inf
605	-1806.8	-1405.35	-401.453	8805.01	10786.9	12911.6	58997.7	inf
606	-1817.53	-1410.57	-406.969	9091.92	15200.7	16467.8	81866.8	inf
607	-1805.55	-1403.06	-402.49	3496.41	9620.6	12887.8	52096.7	inf
608	-1798.5	-1401.83	-396.67	4381.24	9581.55	10479.4	47816.2	inf
609	-1798.25	-1401.41	-396.835	2753.41	9593.57	10479.4	47816.2	inf
610	-1800.85	-1406.71	-394.147	3273.14	9592.84	10479.4	57768.9	inf
611	-1801.51	-1407.18	-394.326	3562.84	9592.84	10479.4	65277.3	inf
612	-1799.11	-1405.99	-393.127	2080.15	9572.63	10479.4	64897.2	inf
613	-1798.18	-1401.95	-396.225	2316.38	9572.63	10479.4	65471.7	inf
614	-1793.55	-1402.28	-391.265	2574.28	7529.38	7900.38	46322.6	inf
615	-1785.29	-1401.66	-383.632	1616.13	7453.53	8141.78	40296.6	inf
616	-1785.87	-1405.87	-379.999	760.21	7029.37	7678.46	55732.6	inf
617	-1780.24	-1401.75	-378.491	1788.72	5797.39	6332.71	45964.7	inf
618	-1777.35	-1398.26	-379.087	879.148	5465.98	6021.17	43703.5	inf
619	-1780.77	-1399.66	-381.105	2045.21	5555.99	6120.33	44423.2	inf
620	-1781.51	-1400.11	-381.403	2407.38	5555.99	6120.33	44423.2	inf
621	-1782.22	-1403.04	-379.182	988.946	4676.93	5151.97	37394.6	inf
622	-1775.88	-1403.99	-371.891	836.192	3607.82	4012.59	29766.7	inf
623	-1775.78	-1406.5	-369.278	631.498	3534.87	3931.46	29164.8	inf
624	-1788.21	-1402.93	-385.278	974.834	5456.73	6068.93	45021.3	inf
625	-1792.28	-1398.64	-393.637	974.834	3825.77	6068.93	45021.3	inf
626	-1801.59	-1401.31	-400.276	2245.6	4992.16	12067.3	45021.3	inf
627	-1799.3	-1399.76	-399.535	2703.92	4626.15	13877.2	41184	inf
628	-1795.58	-1399.14	-396.441	2664.17	5103.59	16418.6	32309.1	inf
629	-1799.45	-1400.63	-398.82	3003.31	7259.68	14879.5	37273.1	inf
630	-1805.12	-1404.78	-400.344	3368.23	7190.89	18411.4	44623.1	inf
631	-1810.89	-1405.92	-404.969	4228.5	12255.8	18778.1	33899.7	inf
632	-1817.51	-1411.9	-405.607	7084.17	15476.3	19294.1	41253.6	inf
633	-1829.68	-1418.62	-411.063	9438.18	16203.8	22067.4	46970.8	inf
634	-1820.01	-1411.22	-408.785	10086.3	15451.4	34520.1	47878.1	inf
635	-1815.22	-1408.11	-407.112	8764.77	10072.2	19550.7	34788.4	inf
636	-1818.53	-1410.66	-407.868	6790.93	13144.1	21989.8	36648.3	inf
637	-1810.49	-1407	-403.49	4910.36	12271.2	18752.7	39409.3	inf
638	-1807.95	-1408.42	-399.531	2907.28	8606.02	12523.9	40823.9	inf
639	-1811.7	-1409.06	-402.638	3750.04	10588.5	15051.6	48561.2	inf
640	-1821.4	-1413.75	-407.655	2854.22	8746.25	15051.6	44510.7	inf
641	-1819.72	-1411.38	-408.338	4252.08	5515.36	19848.4	39407.4	inf
642	-1814.95	-1413.89	-401.057	3253.02	4991.98	13892.1	61412.5	inf
643	-1816.11	-1411.06	-405.043	4326.75	7781.07	13892.1	55406.6	inf
644	-1813.4	-1407.61	-405.786	3528.8	8283.53	22913.8	51656.7	inf
645	-1806.86	-1406.1	-400.759	4263.45	7521.85	17187.3	40952.6	inf
646	-1802.7	-1404.66	-398.036	3093.1	5697.6	12729.1	24305.8	inf
647	-1793.8	-1407.39	-386.41	2455.86	3422.46	13286.7	20411.9	inf
648	-1805.96	-1407.44	-398.514	3207.53	5881.86	23740	36126.2	inf
649	-1802.69	-1406.41	-396.286	2969.6	6511.7	22360.8	33733.1	inf
650	-1812.11	-1413.19	-398.916	3707.91	7652.86	21540.2	33733.1	inf
651	-1804.02	-1408.06	-395.956	3295.89	5772.99	15681.2	29369.5	inf
652	-1808.94	-1409.07	-399.864	3943.01	6735.6	15112.6	30106.4	inf
653	-1803.14	-1408.8	-394.34	3931.41	5254.27	19062.5	33170.8	inf
654	-1806.1	-1416.78	-389.318	3348.19	4363.82	15832	28022.4	inf
655	-1805.37	-1413.91	-391.466	2743.71	4277.87	16506.6	28022.4	inf
656	-1810.11	-1414.51	-395.605	3878.16	5645.08	17465.9	31197.6	inf
657	-1803.71	-1405.42	-398.287	4584.4	7871.87	14089.2	25523.6	inf
658	-1814.96	-1407.28	-407.687	5271.84	9418.51	17089.3	31005.3	inf
659	-1811.87	-1407.18	-404.69	6969.53	14846.6	18479.5	34809.5	inf
660	-1816.46	-1410.29	-406.175	6480.81	13195.7	18592	34809.5	inf
661	-1812.27	-1410.91	-401.365	4538.14	12602.2	16762.3	31075.8	inf
662	-1806.88	-1409.55	-397.324	3107.04	7148.43	13849.8	25346.1	inf
663	-1812.58	-1410.27	-402.303	3278.36	9279.05	17168.2	32874.3	inf
664	-1810.99	-1408.28	-402.716	3042.49	8093.09	20362.8	27342	inf
665	-1813.23	-1408.78	-404.453	3428.73	11814.5	20362.8	27342	inf
666	-1818.27	-1411.95	-406.315	5812.52	11814.5	17582.7	33991.1	inf
667	-1809.59	-1407.41	-402.184	3029.86	7475.79	11631	31870	inf
668	-1813.43	-1407.73	-405.701	4557.37	7805.57	11631	36223.1	inf
669	-1797.83	-1406.24	-391.594	5768.71	7094.31	9562.27	21716.4	inf
670	-1795.29	-1402.32	-392.968	1331.64	7118.83	9562.27	21965.5	inf
671	-1791.11	-1403.1	-388.005	2636.95	5279.79	6703.15	23396	inf
672	-1796.95	-1405.61	-391.342	2636.95	5212.11	8808.27	23396	inf
