Iteration	Replicate_ID	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size	root_height
152	0	-1725.11	-1409.04	-316.062	0.00129305	0.599543	0.0152677	0.0449826	0.277622	0.0612919	0.1414348	0.304942	0.272515	0.122532	0.300011	90076.47	153167.2
153	1	-1732.77	-1409.99	-322.781	0.0556266	0.45052	0.0230701	0.129577	0.31045	0.0307553	0.1142784	0.316673	0.250392	0.148009	0.284927	110624.4	233575.5
154	0	-1731.82	-1410.05	-321.777	0.00147231	0.682661	0.0173843	0.0512188	0.177474	0.0697892	0.1414348	0.323836	0.265107	0.119201	0.291855	77236.47	130408.3
155	1	-1723.72	-1404.32	-319.399	0.0413794	0.624492	0.0157543	0.0853688	0.212003	0.0210025	0.1142784	0.322041	0.248424	0.146846	0.282688	109219.5	135185.4
156	0	-1727.23	-1413.05	-314.182	0.00275285	0.640005	0.0196616	0.057928	0.200722	0.078931	0.1414348	0.310394	0.254103	0.153654	0.281849	75813.16	114090.4
157	1	-1725.03	-1404.5	-320.533	0.0397801	0.611606	0.0159275	0.108686	0.203809	0.0201907	0.1142784	0.322041	0.248424	0.146846	0.282688	109625.1	120898.8
158	0	-1723.47	-1405.45	-318.012	0.00567042	0.598843	0.0150981	0.0652738	0.226175	0.0889401	0.1414348	0.310394	0.254103	0.153654	0.281849	74926.2	147556.7
159	1	-1724.91	-1405.4	-319.516	0.0208411	0.562613	0.0161401	0.173415	0.20653	0.0204603	0.1142784	0.328517	0.25342	0.149799	0.268263	116977.2	137639.6
160	0	-1729.78	-1407.91	-321.87	0.00914675	0.596749	0.0150453	0.0650456	0.225384	0.0886291	0.1414348	0.310394	0.254103	0.153654	0.281849	79289.43	143687.9
161	1	-1722.31	-1403.35	-318.962	0.0270126	0.562348	0.0209195	0.120639	0.246408	0.0226723	0.1142784	0.321086	0.256225	0.151457	0.271232	111356.9	143731.6
162	0	-1726.1	-1404.6	-321.509	0.0070644	0.590108	0.0174369	0.0753851	0.207288	0.102717	0.1414348	0.310394	0.254103	0.153654	0.281849	78643.19	143687.9
163	1	-1716.25	-1403.7	-312.557	0.026772	0.579265	0.0207332	0.119565	0.233199	0.0204653	0.1142784	0.320619	0.255852	0.152691	0.270838	96392.91	126903.5
164	0	-1721.47	-1408.16	-313.31	0.00775167	0.524169	0.0179733	0.101811	0.227455	0.12084	0.1414348	0.310394	0.254103	0.153654	0.281849	78643.19	97728.09
165	1	-1727.68	-1404.57	-323.106	0.0204331	0.64065	0.0158242	0.0860139	0.221459	0.0156197	0.1142784	0.316691	0.252718	0.163071	0.26752	156135.6	138701.6
166	0	-1718.54	-1405.25	-313.292	0.00733469	0.619238	0.00762658	0.0827415	0.184852	0.0982065	0.1414348	0.310394	0.254103	0.153654	0.281849	69254.4	102871.9
167	1	-1725.52	-1404.96	-320.56	0.0202747	0.635682	0.0234565	0.0853468	0.219742	0.0154985	0.1142784	0.31724	0.253156	0.144458	0.285147	114143.1	119586.7
168	0	-1729.91	-1404.81	-325.104	0.00521182	0.708253	0.00541923	0.0799824	0.131351	0.0697828	0.1414348	0.310394	0.254103	0.153654	0.281849	68508.63	175181.9
169	1	-1723.77	-1400.73	-323.041	0.0203763	0.638867	0.0235741	0.0857745	0.217672	0.0137366	0.1142784	0.31724	0.253156	0.144458	0.285147	115558.6	142784.2
170	0	-1723.96	-1408.09	-315.868	0.00476477	0.647502	0.00495439	0.158898	0.120084	0.0637971	0.1414348	0.310394	0.254103	0.153654	0.281849	71190.17	148547.4
171	1	-1721.07	-1404.51	-316.564	0.0272188	0.55139	0.0263126	0.0957385	0.288406	0.0109338	0.1142784	0.31724	0.253156	0.144458	0.285147	93057.26	192234.9
172	0	-1722.26	-1401.98	-320.281	0.00485854	0.609958	0.00466712	0.136271	0.184148	0.060098	0.1414348	0.317355	0.259802	0.134673	0.28817	94555.76	188189.3
173	1	-1725.63	-1402.57	-323.059	0.0255796	0.578407	0.024728	0.0899729	0.271037	0.0102753	0.1142784	0.313151	0.254672	0.145323	0.286855	97607.95	136040.9
174	0	-1726.02	-1404.61	-321.41	0.00479194	0.534602	0.00558099	0.162954	0.220206	0.0718657	0.1414348	0.341282	0.241304	0.144827	0.272587	90539.56	156645.2
175	1	-1718.86	-1402.1	-316.762	0.038614	0.57146	0.028296	0.102955	0.246917	0.0117579	0.1142784	0.313151	0.254672	0.145323	0.286855	95237.14	114352.9
176	0	-1720.27	-1403.31	-316.966	0.00628592	0.547417	0.00425685	0.0742625	0.310085	0.0576927	0.4028578	0.341282	0.241304	0.144827	0.272587	93258.17	220079.6
177	1	-1731.78	-1404.49	-327.295	0.0329912	0.581534	0.0174687	0.10477	0.25127	0.0119652	0.1142784	0.364975	0.235456	0.134358	0.265211	93951.57	184977.6
178	0	-1723.07	-1403.91	-319.157	0.0063356	0.524287	0.00429049	0.0944021	0.312536	0.0581486	0.4028578	0.303031	0.2725	0.13997	0.284499	96803.25	205091.6
179	1	-1718.38	-1405.01	-313.362	0.0222109	0.57634	0.0367306	0.103834	0.249026	0.0118583	0.1142784	0.364975	0.235456	0.134358	0.265211	67929.34	132245.2
180	0	-1726.44	-1408.96	-317.485	0.0063356	0.524287	0.00429049	0.0944021	0.312536	0.0581486	0.4028578	0.3394	0.246539	0.126635	0.287427	98211.1	197767.2
181	1	-1717.95	-1403.85	-314.099	0.0266177	0.659134	0.0470845	0.0782983	0.171744	0.017122	0.1142784	0.333829	0.251222	0.143354	0.271595	83400.98	136313.1
182	0	-1725.87	-1408.69	-317.177	0.0062053	0.513505	0.00764858	0.0924607	0.306108	0.0740724	0.4028578	0.3394	0.246539	0.126635	0.287427	98211.1	212670.9
183	1	-1719.22	-1400.43	-318.788	0.00941603	0.594768	0.0234717	0.0220605	0.336982	0.0133022	0.1142784	0.329923	0.259983	0.141677	0.268417	84099.63	215863.4
184	0	-1725.21	-1406.53	-318.678	0.0129471	0.505635	0.00753136	0.103025	0.297924	0.0729371	0.4854213	0.3394	0.246539	0.126635	0.287427	94207.1	165685.4
185	1	-1711.38	-1399.58	-311.8	0.00718383	0.685668	0.0268129	0.0168308	0.257095	0.00640957	0.1142784	0.315416	0.254538	0.138117	0.29193	45777	115709.9
186	0	-1721.49	-1404.33	-317.158	0.0122947	0.572022	0.00715184	0.0978337	0.241436	0.0692618	0.1549349	0.3394	0.246539	0.126635	0.287427	93096.27	165685.4
187	1	-1710.69	-1396.01	-314.677	0.00712763	0.680304	0.0266031	0.0166991	0.262907	0.00635943	0.1142784	0.322706	0.26042	0.141309	0.275565	58166.09	166055.8
188	0	-1720.49	-1400.56	-319.934	0.00851996	0.73442	0.00495607	0.0677966	0.136311	0.0479969	0.1549349	0.343636	0.266446	0.128215	0.261703	98607.03	212701.6
189	1	-1712.63	-1396.97	-315.663	0.0100055	0.677501	0.0264935	0.0166303	0.261824	0.00754557	0.1142784	0.322706	0.26042	0.141309	0.275565	60077.31	166055.8
190	0	-1725.03	-1407.1	-317.932	0.0084755	0.730588	0.0101479	0.0674429	0.1356	0.0477465	0.1549349	0.343636	0.266446	0.128215	0.261703	99587.11	212701.6
191	1	-1712.46	-1399.96	-312.507	0.00989867	0.670268	0.0249099	0.0164527	0.271006	0.00746502	0.1142784	0.322706	0.26042	0.141309	0.275565	67774.83	85483.42
192	0	-1728.88	-1404.9	-323.98	0.0112096	0.686308	0.00860993	0.0397737	0.181026	0.0730727	0.1549349	0.343636	0.266446	0.128215	0.261703	99587.11	214492.9
193	1	-1720.59	-1396.78	-323.814	0.00754583	0.734175	0.0299769	0.0160223	0.20659	0.00569064	0.1142784	0.322574	0.260314	0.141251	0.275862	91154.24	138661.9
194	0	-1731.46	-1406.7	-324.755	0.0129701	0.637044	0.00996209	0.04602	0.209455	0.0845485	0.1549349	0.343636	0.266446	0.128215	0.261703	101062.2	162921.7
195	1	-1712.24	-1398.42	-313.82	0.00754583	0.734175	0.0299769	0.0160223	0.20659	0.00569064	0.1142784	0.322574	0.260314	0.141251	0.275862	80325.07	121005
196	0	-1715.58	-1404.72	-310.86	0.012801	0.62874	0.00891486	0.0655935	0.206725	0.0772262	0.1549349	0.348455	0.264489	0.127274	0.259782	78412.88	164321
197	1	-1727.36	-1404.16	-323.194	0.0280739	0.626095	0.0401386	0.0214536	0.27662	0.00761966	0.1142784	0.322574	0.260314	0.141251	0.275862	76577.24	94503.86
198	0	-1714.84	-1407.73	-307.101	0.0140244	0.688829	0.00976686	0.0718623	0.130911	0.0846068	0.1549349	0.348455	0.264489	0.127274	0.259782	78237.74	91700.69
199	1	-1719.76	-1403.77	-315.987	0.0257325	0.573877	0.0510199	0.0196643	0.322723	0.00698416	0.1142784	0.323637	0.257876	0.141716	0.276771	53364.29	97259.88
200	0	-1714.86	-1402.24	-312.62	0.0112547	0.777055	0.00783801	0.0576703	0.0782843	0.0678979	0.1549349	0.342251	0.259781	0.125008	0.272961	102628.4	114384.7
201	1	-1718.06	-1405.62	-312.44	0.0241498	0.538581	0.0478819	0.0184549	0.364378	0.00655461	0.1142784	0.323637	0.257876	0.141716	0.276771	57357.24	106635.4
202	0	-1726.43	-1405.05	-321.381	0.011362	0.78446	0.00521014	0.0582199	0.0790304	0.0617173	0.1549349	0.303125	0.275233	0.132444	0.289197	110895.9	296177.7
203	1	-1717.44	-1406.82	-310.613	0.0133152	0.737603	0.0399392	0.0252745	0.174891	0.00897673	0.05420788	0.282982	0.268555	0.144926	0.303538	78016.61	140193
204	0	-1725.61	-1404.76	-320.849	0.00876511	0.830405	0.00733806	0.0449133	0.0609674	0.0476113	0.1549349	0.321108	0.232236	0.140301	0.306354	96818.91	182962.5
205	1	-1724.64	-1402.15	-322.491	0.0127119	0.704181	0.0381295	0.0241293	0.212278	0.00856999	0.1008682	0.303941	0.270815	0.15566	0.269584	89006.8	160402.8
206	0	-1733.65	-1411.19	-322.458	0.00778622	0.811056	0.00513297	0.0438669	0.0856556	0.046502	0.1549349	0.321108	0.232236	0.140301	0.306354	96369.94	189196.5
207	1	-1725.82	-1405.41	-320.412	0.0122669	0.679534	0.0717962	0.0232848	0.204848	0.00827003	0.1008682	0.315566	0.242926	0.161613	0.279895	77187.27	118826.4
208	0	-1728.48	-1409.95	-318.526	0.00781149	0.813689	0.00514963	0.0407632	0.0859336	0.046653	0.1549349	0.321108	0.232236	0.140301	0.306354	119208.5	127784.6
209	1	-1712.8	-1408.32	-304.48	0.00808519	0.654431	0.0519459	0.0122238	0.228109	0.0452046	0.1008682	0.330621	0.254515	0.121615	0.293249	46656.85	65613.51
210	0	-1726.59	-1405.52	-321.074	0.00728812	0.788491	0.00499016	0.0395008	0.114522	0.0452082	0.1549349	0.348343	0.251933	0.152201	0.247523	96939.05	113489.8
211	1	-1720.6	-1405.26	-315.334	0.00811483	0.656831	0.0484695	0.0122686	0.228946	0.0453704	0.1008682	0.319663	0.279224	0.117584	0.283529	75142.16	125998.9
212	0	-1728.08	-1403.16	-324.926	0.00888759	0.739803	0.00608531	0.050439	0.139655	0.0551297	0.1549349	0.326069	0.252848	0.142468	0.278615	97337.25	164843.6
213	1	-1728.39	-1406.58	-321.815	0.00864665	0.612911	0.0293956	0.00983391	0.290869	0.0483438	0.1008682	0.319663	0.279224	0.117584	0.283529	74322.05	140069.5
214	0	-1716.59	-1398.67	-317.925	0.0113179	0.670641	0.00576017	0.0642315	0.177844	0.0702049	0.0196844	0.326069	0.252848	0.142468	0.278615	97337.25	128694.6
215	1	-1725.56	-1406.98	-318.583	0.00746711	0.665716	0.0253856	0.0084924	0.25119	0.0417489	0.1008682	0.322081	0.281336	0.110909	0.285674	69568.55	146050.1
216	0	-1727.2	-1404.68	-322.515	0.0296693	0.452861	0.00985127	0.0833957	0.304156	0.120067	0.0196844	0.335531	0.238401	0.139369	0.2867	95054.09	169231.7
217	1	-1718.35	-1409.41	-308.939	0.00817969	0.729245	0.0278081	0.00930283	0.159112	0.0663522	0.1008682	0.322081	0.281336	0.110909	0.285674	45132.9	88825.05
218	0	-1726.46	-1404.94	-321.526	0.0279813	0.427096	0.0092908	0.135544	0.286852	0.113236	0.07678597	0.335531	0.238401	0.139369	0.2867	99236.22	176677.5
219	1	-1731.9	-1404.26	-327.636	0.00957778	0.771393	0.0294153	0.00984049	0.134244	0.0455302	0.1008682	0.313603	0.273931	0.13431	0.278155	100527.2	177611
220	0	-1722.01	-1402.76	-319.248	0.0298862	0.456172	0.0099233	0.144771	0.30638	0.0528677	0.07678597	0.33002	0.250908	0.13708	0.281991	124859.3	157982.3
221	1	-1720.42	-1400.6	-319.817	0.00957089	0.770838	0.0293941	0.0105526	0.134147	0.0454975	0.1834477	0.313603	0.273931	0.13431	0.278155	89742.47	165336
222	0	-1732.91	-1405.38	-327.537	0.0162396	0.49625	0.0235832	0.0956204	0.333298	0.0350093	0.07678597	0.339316	0.257976	0.140941	0.261767	127152.2	160222.5
223	1	-1717.8	-1400.54	-317.26	0.0114403	0.791289	0.0260157	0.0122573	0.118729	0.0402683	0.1747356	0.313603	0.273931	0.13431	0.278155	94557.89	120827.4
224	0	-1731.17	-1402.86	-328.309	0.0135026	0.585152	0.0196086	0.0795049	0.277125	0.025107	0.07678597	0.333153	0.25329	0.156545	0.257012	109663.5	222019.7
225	1	-1722.2	-1404.29	-317.911	0.016024	0.693156	0.0509491	0.0171684	0.1663	0.0564024	0.1747356	0.313603	0.273931	0.13431	0.278155	114403.1	145456.2
226	0	-1736.27	-1406.27	-329.993	0.0135171	0.585779	0.0196296	0.0795902	0.277422	0.0240616	0.07678597	0.336146	0.255565	0.148968	0.259321	115753.7	172694.4
227	1	-1729.2	-1405.91	-323.286	0.0327958	0.681342	0.0500807	0.0168757	0.163465	0.055441	0.1747356	0.308318	0.286169	0.132047	0.273467	111946.2	159743
228	0	-1729.99	-1402.16	-327.836	0.0135414	0.586831	0.0346386	0.0629639	0.27792	0.0241048	0.07678597	0.336146	0.255565	0.148968	0.259321	126584.2	178675.7
229	1	-1733.08	-1406.18	-326.902	0.0320444	0.66573	0.0489332	0.0394022	0.15972	0.0541707	0.3177989	0.306212	0.284214	0.131145	0.27843	110360.5	237945.9
230	0	-1726.9	-1402.91	-323.988	0.0103054	0.683654	0.0288396	0.0378533	0.211506	0.0278408	0.389756	0.350369	0.241318	0.138019	0.270294	128268.4	163983
231	1	-1725.97	-1403.81	-322.159	0.026273	0.792619	0.0294274	0.0214426	0.0976605	0.0325771	0.3177989	0.306212	0.284214	0.131145	0.27843	102997.4	214553.8
232	0	-1740.39	-1406.47	-333.925	0.00708158	0.599906	0.0276678	0.0494655	0.286819	0.0290596	0.389756	0.350369	0.241318	0.138019	0.270294	130919.9	294750.3
233	1	-1722.04	-1401.37	-320.667	0.0260464	0.785784	0.0291736	0.0212577	0.0968184	0.0409196	0.05151844	0.306538	0.283451	0.131284	0.278727	96044.84	161293.3
234	0	-1719.42	-1403.75	-315.667	0.00730371	0.618725	0.0285357	0.0196486	0.295816	0.0299712	0.1181233	0.337197	0.26984	0.13283	0.260132	117187.9	202132.1
235	1	-1725.07	-1403.24	-321.835	0.0121228	0.787416	0.0292342	0.0332027	0.0970195	0.0410046	0.07526563	0.331667	0.22471	0.142047	0.301576	103123.8	218615.7
236	0	-1720.35	-1402.17	-318.178	0.0152352	0.609718	0.0346392	0.0193626	0.29151	0.0295349	0.1181233	0.337197	0.26984	0.13283	0.260132	117187.9	110782.8
237	1	-1727.15	-1405.95	-321.2	0.0212285	0.651274	0.0511928	0.058142	0.144134	0.0740279	0.2000914	0.332346	0.22517	0.140291	0.302193	101823.7	237368.7
238	0	-1718.03	-1404.25	-313.782	0.0159784	0.639465	0.0363292	0.0203072	0.23913	0.0487902	0.4177578	0.34199	0.259462	0.134718	0.26383	76173.86	106806.9
239	1	-1728.3	-1405.42	-322.884	0.0166355	0.706321	0.0231689	0.0455624	0.150301	0.0580111	0.2000914	0.332346	0.22517	0.140291	0.302193	102478.2	237368.7
240	0	-1718.43	-1404.47	-313.955	0.017225	0.689351	0.0475664	0.0218914	0.17137	0.0525965	0.4177578	0.34199	0.259462	0.134718	0.26383	69101.87	94524.58
241	1	-1741.63	-1411.99	-329.633	0.0141374	0.688543	0.0225858	0.0444156	0.144097	0.0862212	0.2000914	0.332346	0.22517	0.140291	0.302193	116531.2	353070.6
242	0	-1727.39	-1402.46	-324.927	0.0104131	0.81167	0.0287556	0.0217798	0.0955848	0.0317964	0.4177578	0.322345	0.25833	0.134131	0.285194	129976.4	194462.1
243	1	-1744.77	-1411.47	-333.303	0.0133927	0.652271	0.017856	0.041485	0.136506	0.13849	0.4094311	0.334932	0.226922	0.133602	0.304545	115305	234332.3
244	0	-1723.07	-1402.24	-320.83	0.0105164	0.819724	0.0290409	0.0219959	0.0866111	0.0321119	0.4177578	0.320818	0.261843	0.133495	0.283843	112971	143849.9
245	1	-1726.14	-1408.32	-317.815	0.0134201	0.653605	0.0178926	0.0395246	0.136785	0.138773	0.4094311	0.334932	0.226922	0.133602	0.304545	115734.3	159873.7
246	0	-1724.19	-1399.04	-325.15	0.00987851	0.770001	0.0272793	0.0184353	0.148642	0.025764	0.1223628	0.315624	0.273794	0.131334	0.279248	115873.9	187856.4
247	1	-1714.46	-1408.54	-305.917	0.0134835	0.656696	0.0179772	0.0349819	0.137432	0.139429	0.4094311	0.326344	0.247008	0.129913	0.296735	70394.91	101132.5
248	0	-1725.71	-1401.52	-324.193	0.013556	0.694213	0.0374347	0.0252982	0.173791	0.0557071	0.1223628	0.315624	0.273794	0.131334	0.279248	110096.1	276519.2
249	1	-1731.63	-1405.58	-326.046	0.0157694	0.664627	0.0181943	0.0182055	0.142091	0.141113	0.1480219	0.31536	0.238694	0.159198	0.286748	127946.1	198530.5
250	0	-1723.38	-1404.39	-318.998	0.0199088	0.609809	0.0287726	0.0371539	0.222542	0.0818134	0.1223628	0.315624	0.273794	0.131334	0.279248	103906.2	230877
251	1	-1716.83	-1406.57	-310.266	0.0123318	0.759729	0.0142281	0.0142368	0.0891228	0.110352	0.1480219	0.31066	0.25004	0.156825	0.282475	74793.5	113686.1
252	0	-1720.21	-1403.26	-316.948	0.0196271	0.601181	0.0454472	0.033696	0.219393	0.0806557	0.1223628	0.313466	0.271922	0.137273	0.277339	88228.47	176304.6
253	1	-1735.43	-1404.69	-330.738	0.0142918	0.636895	0.0153809	0.0142475	0.191295	0.12789	0.1480219	0.31066	0.25004	0.156825	0.282475	119456.5	235228.7
254	0	-1733	-1407.26	-325.747	0.0173697	0.656275	0.0402201	0.0298204	0.19416	0.0621545	0.498257	0.313466	0.271922	0.137273	0.277339	84091.8	216312
255	1	-1733.56	-1408.37	-325.196	0.011834	0.600049	0.0418567	0.011219	0.234335	0.100705	0.1480219	0.302629	0.263569	0.156996	0.276806	117430	209873.6
256	0	-1729.95	-1405.23	-324.713	0.0174044	0.657585	0.0397471	0.0284379	0.194547	0.0622785	0.498257	0.318141	0.275977	0.139319	0.266563	84091.8	148789.6
257	1	-1735.65	-1409.89	-325.764	0.0200622	0.610488	0.0382772	0.0065409	0.232539	0.0920933	0.1480219	0.302629	0.263569	0.156996	0.276806	119419.8	213990.6
258	0	-1724.37	-1402.84	-321.53	0.0169636	0.640932	0.0387405	0.0284395	0.18962	0.0853043	0.498257	0.318141	0.275977	0.139319	0.266563	110142.6	188755.3
259	1	-1726.19	-1406.37	-319.821	0.025497	0.70057	0.0387728	0.00464458	0.165122	0.0653939	0.1480219	0.316142	0.27879	0.146597	0.258471	82906.34	151028.4
260	0	-1717.61	-1403.38	-314.23	0.0184477	0.688954	0.0211549	0.0196409	0.160106	0.0916958	0.498257	0.318141	0.275977	0.139319	0.266563	90425.01	146996.6
261	1	-1723.03	-1406.27	-316.754	0.0227654	0.625515	0.034619	0.00414699	0.230918	0.0820355	0.1480219	0.316142	0.27879	0.146597	0.258471	73347.8	135873.2
262	0	-1720.82	-1403.43	-317.386	0.0103925	0.762717	0.0181752	0.0168745	0.137556	0.0542854	0.498257	0.322613	0.279856	0.12722	0.27031	73758.93	224039.5
263	1	-1716.04	-1404.73	-311.312	0.0253394	0.69624	0.0385332	0.00461588	0.180849	0.0544229	0.1480219	0.313689	0.276627	0.14546	0.264225	60694.67	108780.4
264	0	-1720.67	-1405.02	-315.655	0.0170903	0.609793	0.0298888	0.0277497	0.226207	0.0892712	0.498257	0.322613	0.279856	0.12722	0.27031	69148.18	168500.1
265	1	-1722.6	-1400.65	-321.953	0.0124611	0.730521	0.0187445	0.00484315	0.184836	0.0485941	0.1480219	0.313689	0.276627	0.14546	0.264225	106319.9	191933.3
266	0	-1714.67	-1403.9	-310.775	0.0408042	0.478451	0.0376029	0.0307625	0.295688	0.116691	0.06385159	0.323315	0.271694	0.134092	0.270899	77366.3	162037.7
267	1	-1714.5	-1401.19	-313.316	0.0124536	0.730079	0.0187332	0.00544448	0.184725	0.0485648	0.1480219	0.311386	0.274597	0.144392	0.269625	72809.79	138312.2
268	0	-1718.02	-1403.85	-314.17	0.0342998	0.493042	0.0387496	0.0328447	0.304706	0.0963583	0.06385159	0.323315	0.271694	0.134092	0.270899	90477.21	172412.4
269	1	-1706.44	-1403.19	-303.253	0.0134946	0.791109	0.0111062	0.00443447	0.141604	0.0382515	0.3896848	0.311386	0.274597	0.144392	0.269625	72809.79	90070.79
270	0	-1719.62	-1404.78	-314.842	0.0267811	0.440819	0.0346453	0.139171	0.272431	0.0861521	0.06385159	0.323472	0.266906	0.138592	0.27103	90477.21	172412.4
271	1	-1714.07	-1407.32	-306.753	0.0235521	0.738816	0.0119634	0.00144509	0.152533	0.0716912	0.3821231	0.336424	0.25243	0.143391	0.267755	72809.79	68973.37
272	0	-1733.52	-1404.73	-328.794	0.0267811	0.440819	0.0346453	0.139171	0.272431	0.0861521	0.1524691	0.323472	0.266906	0.138592	0.27103	143775.4	221326.8
273	1	-1720.93	-1405.48	-315.446	0.030047	0.780183	0.0126332	0.00152601	0.115551	0.0600594	0.3821231	0.344823	0.252905	0.134013	0.268259	72809.79	103637.2
274	0	-1716.49	-1404.3	-312.196	0.0278383	0.45822	0.0360129	0.144665	0.235835	0.0974283	0.1524691	0.347622	0.257378	0.133645	0.261355	91081.33	131681.7
275	1	-1716.63	-1403.01	-313.619	0.0286106	0.757011	0.030044	0.00148068	0.124578	0.0582756	0.1292512	0.344823	0.252905	0.134013	0.268259	72809.79	118631
276	0	-1733.39	-1409.06	-324.332	0.0273059	0.449457	0.0353242	0.159619	0.232729	0.0955651	0.43837	0.347622	0.257378	0.133645	0.261355	99769.15	186773.3
277	1	-1721.86	-1402.01	-319.846	0.0307623	0.754215	0.0299331	0.00291177	0.124118	0.0580603	0.3146991	0.3396	0.26422	0.131983	0.264196	95625.06	176850.7
278	0	-1722.62	-1402.32	-320.305	0.029658	0.591039	0.0383671	0.0781142	0.252776	0.010046	0.43837	0.33782	0.250121	0.158073	0.253986	96685.87	186773.3
279	1	-1723.55	-1402.36	-321.188	0.0307623	0.754215	0.0299331	0.00291177	0.124118	0.0580603	0.1289763	0.3396	0.26422	0.131983	0.264196	106834.4	261903.1
280	0	-1711.37	-1404.93	-306.447	0.0321856	0.556186	0.0416368	0.0847713	0.274318	0.0109021	0.43837	0.33782	0.250121	0.158073	0.253986	59595.01	130268.5
281	1	-1726.53	-1403.45	-323.075	0.0592191	0.536802	0.0562373	0.00547053	0.233189	0.109082	0.1289763	0.336596	0.261883	0.139662	0.261859	106834.4	199666.1
282	0	-1709.37	-1407.09	-302.273	0.0321856	0.556186	0.0416368	0.0847713	0.274318	0.0109021	0.43837	0.341286	0.252688	0.149434	0.256592	44876.9	123666.3
283	1	-1736.74	-1407.04	-329.696	0.0632003	0.521229	0.060018	0.00653448	0.232603	0.116415	0.1289763	0.336596	0.261883	0.139662	0.261859	127948.5	216054.9
284	0	-1712.39	-1404.51	-307.872	0.0316003	0.546072	0.0408797	0.0832299	0.287514	0.0107039	0.43837	0.324945	0.240588	0.142278	0.292189	46624.44	151347.7
285	1	-1729.36	-1408.08	-321.283	0.0471914	0.589133	0.0536902	0.0042694	0.201574	0.104141	0.1289763	0.336596	0.261883	0.139662	0.261859	126157.3	114587.7
286	0	-1704.66	-1407.78	-296.878	0.0302284	0.522365	0.0825198	0.0796164	0.275032	0.0102392	0.43837	0.31174	0.271449	0.136497	0.280315	45801.91	96853.98
287	1	-1725.64	-1404.75	-320.887	0.0486882	0.607819	0.0553931	0.00440482	0.17625	0.107445	0.1289763	0.336596	0.261883	0.139662	0.261859	136470.9	124961.8
288	0	-1719.3	-1408.16	-311.131	0.0306602	0.529826	0.0801129	0.0700556	0.27896	0.0103854	0.09077794	0.298831	0.260208	0.172254	0.268707	47130.26	164552.3
289	1	-1736.27	-1405.22	-331.052	0.0486882	0.607819	0.0553931	0.00440482	0.17625	0.107445	0.1289763	0.336596	0.261883	0.139662	0.261859	202675.8	211507.7
290	0	-1714.47	-1408.79	-305.675	0.0423254	0.547846	0.108289	0.0724384	0.218363	0.0107387	0.03499914	0.30498	0.244985	0.175798	0.274237	58328.27	182911.1
291	1	-1737.96	-1404.94	-333.014	0.0579887	0.601084	0.0547793	0.00559693	0.174297	0.106254	0.1289763	0.336596	0.261883	0.139662	0.261859	207248.8	251255.3
292	0	-1726.08	-1408.29	-317.784	0.0356377	0.597185	0.0383564	0.0789621	0.238028	0.0118304	0.03499914	0.337451	0.233539	0.167585	0.261425	64846.57	267558.2
