Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size	root_height
637	-1733.69	-1408.34	-325.345	0.091527	0.630457	0.012101	0.0206588	0.241553	0.00370283	0.01416128	0.306896	0.265446	0.158165	0.269492	110251	184996.8
638	-1722.34	-1401.31	-321.026	0.091527	0.630457	0.012101	0.0206588	0.241553	0.00370283	0.01416128	0.306896	0.265446	0.158165	0.269492	79410.68	195106.6
639	-1724.78	-1398.88	-325.899	0.0663211	0.737678	0.023896	0.0241722	0.1436	0.00433257	0.01416128	0.311385	0.269329	0.145853	0.273433	148850.3	192203
640	-1720.05	-1401.23	-318.818	0.0278248	0.768093	0.0248812	0.0251689	0.149521	0.0045112	0.01416128	0.311385	0.269329	0.145853	0.273433	107453.7	174870.9
641	-1715.94	-1398.57	-317.375	0.0278248	0.768093	0.0248812	0.0251689	0.149521	0.0045112	0.01416128	0.311647	0.269555	0.145135	0.273663	65758.64	154244.8
642	-1730.08	-1401.95	-328.13	0.0262742	0.72529	0.0234947	0.0237663	0.196915	0.00425981	0.01416128	0.324353	0.239776	0.151052	0.28482	150156.5	313439.5
643	-1721.37	-1402.18	-319.194	0.0257615	0.711137	0.0306721	0.0233026	0.193073	0.0160537	0.01091003	0.341044	0.241943	0.121512	0.295502	119803.9	186936.4
644	-1721.05	-1401.87	-319.18	0.0300835	0.518245	0.0223525	0.0169819	0.400638	0.0116993	0.01091003	0.323517	0.252165	0.144001	0.280316	119803.9	156847.3
645	-1723.93	-1403.36	-320.572	0.004543	0.66888	0.0161618	0.0122786	0.289677	0.00845903	0.1681451	0.324452	0.252894	0.141528	0.281126	119803.9	156847.3
646	-1727.42	-1408.29	-319.134	0.00525007	0.501133	0.0186771	0.0141896	0.450975	0.00977559	0.08697302	0.335888	0.261808	0.146516	0.255787	119803.9	156847.3
647	-1719.93	-1404.16	-315.764	0.00196799	0.581199	0.0216612	0.039303	0.344532	0.0113374	0.3591708	0.329869	0.242152	0.135516	0.292463	119803.9	158785.3
648	-1731.07	-1404.54	-326.524	0.0133099	0.668738	0.0333704	0.0452228	0.226313	0.0130451	0.3591708	0.320054	0.234947	0.161238	0.283761	119803.9	149918.6
649	-1732.8	-1405.25	-327.546	0.0127898	0.693652	0.0355734	0.00685338	0.21747	0.0336613	0.4290389	0.30911	0.261108	0.155724	0.274058	125411.8	248756
650	-1731.15	-1404.22	-326.932	0.0308844	0.680938	0.0349214	0.00672776	0.213484	0.0330443	0.4514049	0.309652	0.261566	0.155997	0.272784	130663.8	145281.4
651	-1715.64	-1408.86	-306.776	0.0324814	0.803441	0.0367271	0.00707563	0.0855215	0.0347529	0.4514049	0.309652	0.261566	0.155997	0.272784	92621.2	137249.2
652	-1712.22	-1404.99	-307.226	0.0326183	0.806829	0.0368819	0.00288916	0.0858821	0.0348995	0.1825554	0.324849	0.242495	0.163653	0.269003	59085.3	121141.8
653	-1714.79	-1404.48	-310.309	0.0123309	0.823749	0.0376554	0.00294975	0.0876832	0.0356314	0.1825554	0.324849	0.242495	0.163653	0.269003	58943.14	215532
654	-1723.1	-1404.94	-318.156	0.0121377	0.810844	0.0370655	0.00290354	0.0863095	0.0507395	0.1825554	0.344904	0.235292	0.158792	0.261012	84924.53	162710.4
655	-1721.26	-1409.56	-311.709	0.0332743	0.551956	0.031106	0.00795971	0.236608	0.139097	0.1825554	0.341688	0.233098	0.166637	0.258578	48824.1	108459.4
656	-1720.46	-1409.36	-311.101	0.0332743	0.551956	0.031106	0.00795971	0.236608	0.139097	0.1825554	0.303221	0.246718	0.176374	0.273687	69395.54	106893.4
657	-1716.46	-1409.23	-307.231	0.0370006	0.613768	0.0345895	0.00885111	0.263105	0.0426856	0.2169033	0.303211	0.296114	0.15702	0.243655	65899.14	149353.3
658	-1712.83	-1406.69	-306.142	0.0282314	0.710936	0.0263917	0.00675338	0.200749	0.0269389	0.08542882	0.284737	0.278073	0.126418	0.310772	59538.6	123715.1
659	-1717.36	-1404.39	-312.971	0.0253525	0.763297	0.0237005	0.00606472	0.157394	0.0241919	0.08542882	0.295836	0.288912	0.131346	0.283906	59538.6	174132.5
660	-1712.53	-1404.02	-308.51	0.0284608	0.744165	0.0109005	0.0126256	0.17669	0.0271578	0.1720931	0.342947	0.269583	0.122559	0.264911	81895.44	255591
661	-1717.1	-1406.45	-310.653	0.0278039	0.72699	0.0106489	0.0123342	0.195692	0.026531	0.1720931	0.336769	0.272117	0.123711	0.267402	57675.15	315443.9
662	-1726.13	-1406.17	-319.958	0.0324958	0.776527	0.0124459	0.0144155	0.133108	0.0310081	0.1720931	0.336769	0.272117	0.123711	0.267402	108758.1	262017
663	-1709.12	-1405.87	-303.256	0.0324958	0.776527	0.0124459	0.0144155	0.133108	0.0310081	0.1720931	0.329136	0.291147	0.118376	0.261341	52337.18	130529.7
664	-1711.49	-1404.1	-307.382	0.0324958	0.776527	0.0124459	0.0144155	0.133108	0.0310081	0.1720931	0.32789	0.290045	0.121713	0.260352	53349.26	167791.9
665	-1714.6	-1403.19	-311.41	0.0323068	0.77201	0.0123736	0.0201481	0.132334	0.0308277	0.1268402	0.32789	0.290045	0.121713	0.260352	55837.63	166003.4
666	-1726.57	-1406.94	-319.637	0.0248341	0.777972	0.0124691	0.0203037	0.133355	0.0310658	0.1268402	0.328971	0.289579	0.121517	0.259933	138705.5	168106.1
667	-1726.83	-1405.07	-321.76	0.0248341	0.777972	0.0124691	0.0203037	0.133355	0.0310658	0.1268402	0.313285	0.276103	0.130807	0.279805	138705.5	177482.3
668	-1720.37	-1404.28	-316.093	0.0220559	0.69094	0.0110742	0.0379128	0.118437	0.11958	0.1268402	0.304247	0.268138	0.155882	0.271733	114940.7	125614.7
669	-1727.23	-1404.96	-322.268	0.0242486	0.759629	0.0121751	0.0416818	0.0896768	0.0725889	0.3465758	0.311245	0.274305	0.136466	0.277983	101476.2	157540.7
670	-1724.35	-1404.63	-319.717	0.0249466	0.781496	0.0125256	0.0140955	0.0922583	0.0746784	0.1865253	0.329503	0.257476	0.145729	0.267292	101476.2	202295.2
671	-1725.82	-1405.88	-319.945	0.0245518	0.769129	0.0281519	0.0138725	0.0907983	0.0734967	0.2916085	0.328369	0.25659	0.148669	0.266372	101476.2	111011.4
672	-1728.45	-1411.38	-317.066	0.0252382	0.790631	0.0289389	0.0142603	0.0849691	0.0559623	0.2916085	0.342808	0.223902	0.155206	0.278085	101476.2	111011.4
673	-1723.5	-1405.99	-317.511	0.0254669	0.797793	0.029201	0.00533076	0.0857389	0.0564693	0.2916085	0.334269	0.243231	0.15134	0.271159	101476.2	162890.5
674	-1739.86	-1407.76	-332.096	0.0254669	0.797793	0.029201	0.00533076	0.0857389	0.0564693	0.2916085	0.334269	0.243231	0.15134	0.271159	135304.3	247463.3
675	-1734.48	-1408.49	-325.994	0.0175253	0.804295	0.029439	0.0053742	0.0864376	0.0569294	0.2387854	0.334269	0.243231	0.15134	0.271159	169566.5	240098.8
676	-1717.64	-1409.3	-308.341	0.0219112	0.710855	0.0424599	0.00945329	0.10807	0.107251	0.2387854	0.324871	0.246665	0.153477	0.274987	74874.4	140940
677	-1721.3	-1407.52	-313.783	0.0214106	0.694613	0.0414898	0.0320857	0.105601	0.1048	0.2387854	0.324871	0.246665	0.153477	0.274987	105203.1	137897.1
678	-1721.15	-1410.54	-310.611	0.0205924	0.668067	0.0781209	0.0308595	0.101565	0.100795	0.2387854	0.324871	0.246665	0.153477	0.274987	65466.57	137897.1
679	-1717.64	-1406.9	-310.743	0.0205924	0.668067	0.0781209	0.0308595	0.101565	0.100795	0.1020711	0.324871	0.246665	0.153477	0.274987	65466.57	129224.8
680	-1718.29	-1403.84	-314.443	0.0149514	0.585086	0.056721	0.00752063	0.262537	0.0731839	0.1020711	0.333424	0.24354	0.151533	0.271503	90569.46	149567.9
681	-1719.26	-1404.98	-314.283	0.014805	0.579356	0.0561655	0.00744697	0.259965	0.0822613	0.05786724	0.306968	0.256027	0.147912	0.289092	77648.64	126688.1
682	-1721.74	-1405.59	-316.144	0.0146982	0.575176	0.0557603	0.00739325	0.25809	0.0888821	0.05786724	0.306968	0.256027	0.147912	0.289092	107988.2	189602.5
683	-1725.38	-1404.39	-320.983	0.015859	0.612249	0.0085968	0.00762542	0.263997	0.0916734	0.05786724	0.306968	0.256027	0.147912	0.289092	121260.6	237982.2
684	-1725.94	-1406.07	-319.874	0.0157487	0.607992	0.00636073	0.0167006	0.262161	0.0910361	0.05786724	0.310836	0.259254	0.137175	0.292735	90861.91	229887.5
685	-1726.39	-1404.19	-322.197	0.0337068	0.60271	0.00176386	0.0116909	0.259884	0.0902451	0.05786724	0.316053	0.229913	0.156386	0.297649	90861.91	230054.2
686	-1716.73	-1402.54	-314.19	0.0398734	0.712974	0.0119828	0.0138297	0.114585	0.106755	0.05786724	0.316053	0.229913	0.156386	0.297649	80702.32	202870.3
687	-1713.44	-1403.44	-309.997	0.0388991	0.734405	0.012343	0.0156231	0.118029	0.0807003	0.05786724	0.320497	0.233145	0.144524	0.301834	80702.32	242882.6
688	-1713.51	-1404.61	-308.903	0.0388991	0.734405	0.012343	0.0156231	0.118029	0.0807003	0.2113744	0.320497	0.233145	0.144524	0.301834	56826.68	110327.4
689	-1721.84	-1405.23	-316.609	0.0383344	0.723743	0.0121638	0.0153963	0.145706	0.0646565	0.2113744	0.317784	0.231172	0.143301	0.307743	103549.3	106109.2
690	-1721.87	-1407.53	-314.342	0.0383344	0.723743	0.0121638	0.0153963	0.145706	0.0646565	0.4991366	0.319166	0.222773	0.14553	0.312531	103549.3	114156.9
691	-1725.42	-1410.17	-315.25	0.0350351	0.747519	0.0111169	0.0140712	0.133165	0.0590919	0.6851295	0.335438	0.217448	0.142052	0.305061	62190.56	127772.9
692	-1720.68	-1405.33	-315.353	0.0348572	0.743723	0.0082722	0.0218666	0.132489	0.0587918	0.5236621	0.312166	0.271741	0.132197	0.283896	89878.5	157707.6
693	-1731.44	-1408.66	-322.778	0.0350105	0.746994	0.00830858	0.0175642	0.133072	0.0590504	0.4031777	0.314386	0.266563	0.133137	0.285915	97737.53	175499.3
694	-1716.68	-1404.65	-312.037	0.0308678	0.658604	0.00732544	0.0118847	0.239255	0.0520631	0.4031777	0.329599	0.279462	0.139579	0.25136	65177.88	221786.2
695	-1707.09	-1407.23	-299.865	0.02542	0.635816	0.0138137	0.00721248	0.274864	0.0428746	0.4031777	0.329599	0.279462	0.139579	0.25136	46428	116567.2
696	-1710.21	-1407.84	-302.372	0.025287	0.63249	0.0137414	0.00717476	0.278657	0.0426503	0.4031777	0.328126	0.280076	0.139886	0.251912	56501.25	116567.2
697	-1723.86	-1406.18	-317.682	0.0253359	0.631779	0.013768	0.00718863	0.279195	0.0427328	0.4031777	0.320008	0.273146	0.136425	0.270422	63962.93	211046.9
698	-1719.57	-1403.34	-316.226	0.0315352	0.786364	0.0171368	0.0185055	0.0932695	0.0531887	0.05344474	0.320598	0.273649	0.134833	0.270921	75841.59	107367.3
699	-1721.01	-1400.99	-320.021	0.0315352	0.786364	0.0171368	0.0185055	0.0932695	0.0531887	0.05344474	0.320598	0.273649	0.134833	0.270921	111037.7	155027.2
700	-1721.64	-1402.72	-318.915	0.0682401	0.742639	0.0333298	0.0174765	0.0880833	0.0502312	0.05344474	0.324449	0.264924	0.136452	0.274175	135904.9	155027.2
701	-1731.19	-1411.57	-319.623	0.0582645	0.634077	0.0284575	0.0149217	0.221391	0.0428882	0.06693954	0.335416	0.240076	0.141065	0.283443	141614.7	233699.6
702	-1738.99	-1412.77	-326.223	0.0571023	0.621429	0.0278898	0.0345711	0.216975	0.0420327	0.06693954	0.333614	0.245174	0.139291	0.28192	129036	229845.8
703	-1724.78	-1402.46	-322.32	0.0571023	0.621429	0.0278898	0.0345711	0.216975	0.0420327	0.06693954	0.323589	0.267857	0.135105	0.273448	129036	105930.4
704	-1729.4	-1403.28	-326.129	0.0590447	0.642568	0.0288386	0.0370041	0.224355	0.00818919	0.06693954	0.33165	0.249619	0.138471	0.28026	134249	210035.2
705	-1731.39	-1405.04	-326.349	0.041192	0.755719	0.0150413	0.0258156	0.156519	0.0057131	0.06693954	0.30409	0.273296	0.139622	0.282992	127927.5	210035.2
706	-1724.26	-1403.52	-320.737	0.0196042	0.727742	0.0144844	0.0819435	0.150725	0.0055016	0.06693954	0.30409	0.273296	0.139622	0.282992	118137.8	185975.4
707	-1726.86	-1404.4	-322.465	0.00395629	0.608421	0.0121096	0.0602561	0.308817	0.00643988	0.139253	0.302609	0.276836	0.138942	0.281614	113248.5	206239.2
708	-1721.18	-1400.76	-320.422	0.00385876	0.593423	0.0364625	0.0587707	0.301204	0.00628113	0.139253	0.302609	0.276836	0.138942	0.281614	79012.71	197514.3
709	-1725	-1402.96	-322.038	0.00435219	0.669306	0.0411251	0.060796	0.215329	0.00909191	0.139253	0.313364	0.249153	0.14586	0.291623	94057.88	228434.4
710	-1716.88	-1399.56	-317.319	0.0042433	0.652559	0.0537312	0.0592749	0.209942	0.0202495	0.05819226	0.32276	0.245742	0.143863	0.287636	82311.07	215818.4
711	-1712.81	-1402.91	-309.903	0.0042433	0.652559	0.0537312	0.0592749	0.209942	0.0202495	0.03403006	0.32276	0.245742	0.143863	0.287636	82311.07	157368.9
712	-1708.4	-1399.52	-308.877	0.00392397	0.678706	0.0496877	0.0548142	0.194143	0.0187257	0.03403006	0.32276	0.245742	0.143863	0.287636	48975.34	112788.5
713	-1720.46	-1402.44	-318.021	0.00392397	0.678706	0.0496877	0.0548142	0.194143	0.0187257	0.03403006	0.314526	0.270018	0.135158	0.280298	67821.89	166475.2
714	-1719.18	-1404.26	-314.918	0.00379215	0.658379	0.0480184	0.0840941	0.18762	0.0180966	0.03403006	0.316627	0.26919	0.134744	0.279439	53888.99	140765.3
715	-1718.18	-1404.73	-313.454	0.00511679	0.664872	0.0373422	0.0849234	0.189471	0.0182751	0.03403006	0.309276	0.262941	0.154832	0.272951	63682.87	139853.3
716	-1713.24	-1401.67	-311.572	0.00536798	0.676076	0.0115188	0.0890926	0.198772	0.0191722	0.07946417	0.348947	0.226679	0.133352	0.291022	64204.99	166102.2
717	-1714.36	-1405.2	-309.16	0.00699863	0.674968	0.0114999	0.0889465	0.198446	0.0191408	0.2367979	0.369676	0.240145	0.141274	0.248904	64204.99	168704.4
718	-1725.64	-1406.78	-318.862	0.00691152	0.666567	0.0113568	0.0878395	0.208423	0.0189026	0.2367979	0.355451	0.279211	0.121434	0.243904	93010.22	246137.4
719	-1722.36	-1406.06	-316.3	0.000788573	0.615914	0.0133316	0.103113	0.244663	0.0221894	0.5429193	0.364379	0.261107	0.124484	0.25003	76432.84	145070.6
720	-1734.98	-1408.71	-326.272	0.000691405	0.628114	0.0279394	0.0993347	0.235698	0.0082222	0.5429193	0.364379	0.261107	0.124484	0.25003	159110.8	208317.2
721	-1731.63	-1405.13	-326.503	0.000687295	0.655956	0.0291778	0.103738	0.201854	0.00858666	0.332106	0.345814	0.247803	0.15409	0.252293	159110.8	147969.9
722	-1731.33	-1409.44	-321.89	0.000717911	0.685176	0.0304775	0.108359	0.156444	0.0188255	0.07317518	0.333479	0.277004	0.146223	0.243294	134363.2	189139.8
723	-1727.61	-1404.65	-322.959	0.000964843	0.685007	0.03047	0.108332	0.156406	0.0188208	0.3241099	0.332264	0.279638	0.14569	0.242408	134363.2	132452
724	-1723.84	-1410.6	-313.243	0.000613252	0.701739	0.0312143	0.110978	0.136175	0.0192806	0.3241099	0.332264	0.279638	0.14569	0.242408	94674.34	72250.06
725	-1715.42	-1409.21	-306.206	0.00108074	0.645916	0.0550092	0.0340429	0.239982	0.0239695	0.2799054	0.336977	0.277664	0.144662	0.240697	70531.43	72250.06
726	-1725.08	-1401.27	-323.813	0.00102346	0.611682	0.0520937	0.0852396	0.227262	0.0226991	0.06356241	0.313593	0.256681	0.14644	0.283287	117011.4	131120.5
727	-1725.96	-1403.62	-322.343	0.00299239	0.610476	0.051991	0.0850716	0.226814	0.0226544	0.06356241	0.321471	0.261879	0.150119	0.266531	117011.4	152574.5
728	-1725.77	-1406	-319.768	0.00299239	0.610476	0.051991	0.0850716	0.226814	0.0226544	0.3178671	0.321471	0.261879	0.150119	0.266531	117011.4	137912.8
729	-1724.64	-1402.65	-321.985	0.00299239	0.610476	0.051991	0.0850716	0.226814	0.0226544	0.04123148	0.319043	0.267455	0.148985	0.264518	117011.4	183075.4
730	-1724.69	-1403.72	-320.972	0.0173339	0.652483	0.0555685	0.0909254	0.159476	0.0242132	0.04123148	0.338389	0.259856	0.144752	0.257003	107174.2	149244
731	-1722.39	-1401.24	-321.142	0.0160738	0.677747	0.0515288	0.0843154	0.147882	0.022453	0.04123148	0.321273	0.266579	0.148497	0.263652	113109.5	157375.5
732	-1721.67	-1401.78	-319.892	0.0164279	0.692677	0.052664	0.0861729	0.12911	0.0229476	0.07377486	0.317781	0.26795	0.149261	0.265008	119399.8	165502.1
733	-1721.36	-1402.87	-318.486	0.017506	0.738132	0.05612	0.0918278	0.0719603	0.0244535	0.07377486	0.309295	0.261824	0.145848	0.283033	86849.22	165502.1
734	-1729.46	-1409.68	-319.789	0.0374674	0.444154	0.120112	0.196536	0.154014	0.0477175	0.07377486	0.319159	0.238431	0.150499	0.29191	135743.7	165502.1
735	-1730.01	-1408.34	-321.672	0.0374674	0.444154	0.120112	0.196536	0.154014	0.0477175	0.07377486	0.316508	0.251023	0.148862	0.283607	121363.1	198434.1
736	-1726.05	-1405.85	-320.205	0.0236103	0.560096	0.0756891	0.123848	0.0970529	0.119704	0.07377486	0.309838	0.266807	0.145724	0.27763	121363.1	150191.2
737	-1731.36	-1404.23	-327.128	0.0244334	0.579621	0.0783276	0.128166	0.100436	0.0890162	0.04436049	0.311844	0.265162	0.143565	0.279428	167994.5	207899.1
738	-1726.19	-1404.87	-321.316	0.0244334	0.579621	0.0783276	0.128166	0.100436	0.0890162	0.04436049	0.303476	0.276315	0.130589	0.28962	125960.7	216035.6
739	-1730.01	-1402.64	-327.377	0.0305406	0.724499	0.011065	0.0476049	0.0750243	0.111266	0.04436049	0.326437	0.242516	0.133957	0.29709	131858.3	184885.9
740	-1731.41	-1406.1	-325.313	0.118825	0.43764	0.00933788	0.0401743	0.298004	0.0960197	0.121822	0.315477	0.241882	0.155526	0.287115	156882.6	167117.3
741	-1731.05	-1405.33	-325.718	0.0662237	0.451912	0.0335058	0.0414845	0.307722	0.0991512	0.121822	0.315477	0.241882	0.155526	0.287115	144462.4	168548.2
742	-1731.03	-1404.96	-326.063	0.0643992	0.439462	0.0325828	0.0678914	0.299245	0.0964196	0.02427551	0.315477	0.241882	0.155526	0.287115	172374.8	191640.5
743	-1733.06	-1401.82	-331.248	0.0192606	0.8569	0.00507815	0.0173936	0.0766656	0.0247024	0.02427551	0.315477	0.241882	0.155526	0.287115	187158	191640.5
744	-1724.58	-1401.31	-323.272	0.0335598	0.750002	0.00884823	0.0309649	0.133583	0.0430418	0.01511756	0.315477	0.241882	0.155526	0.287115	142871	145414.6
745	-1725.23	-1402.04	-323.189	0.0304513	0.680532	0.00802865	0.0280967	0.213837	0.0390549	0.01511756	0.315477	0.241882	0.155526	0.287115	111752.4	170429.9
746	-1718.22	-1400.09	-318.137	0.0132761	0.742316	0.00658905	0.0230588	0.175494	0.0392664	0.01511756	0.328412	0.242953	0.155845	0.27279	111752.4	103891.7
747	-1731.28	-1400.56	-330.718	0.0133668	0.747387	0.00483619	0.00400213	0.176693	0.0537146	0.01919151	0.33141	0.245171	0.157268	0.266151	111752.4	242627.4
748	-1704.12	-1398.75	-305.362	0.0133727	0.747719	0.00698658	0.00400391	0.176771	0.0511467	0.03200291	0.33141	0.245171	0.157268	0.266151	65251.31	115670.2
749	-1702.76	-1403.01	-299.747	0.0129813	0.725832	0.00678208	0.00388671	0.226834	0.0236839	0.03200291	0.337039	0.243107	0.155943	0.26391	40925.34	83365.6
750	-1706.79	-1407.29	-299.504	0.0129813	0.725832	0.00678208	0.00388671	0.226834	0.0236839	0.03200291	0.337039	0.243107	0.155943	0.26391	42240.03	130928
751	-1722.84	-1403.48	-319.366	0.0129813	0.725832	0.00678208	0.00388671	0.226834	0.0236839	0.1255175	0.337039	0.243107	0.155943	0.26391	90403.01	167556.3
752	-1723.32	-1404.49	-318.827	0.012938	0.723413	0.00675947	0.00720708	0.226078	0.0236049	0.1255175	0.334675	0.241402	0.161864	0.262059	94023.25	217864.2
753	-1718.78	-1400.63	-318.141	0.012699	0.710047	0.00663458	0.0254968	0.221954	0.0231688	0.1255175	0.334675	0.241402	0.161864	0.262059	53226.59	190966.9
754	-1712.73	-1401.17	-311.562	0.00327491	0.708463	0.0182456	0.0254399	0.221459	0.0231171	0.1149409	0.330045	0.251898	0.159625	0.258433	49040.27	136145.2
755	-1718.99	-1401.72	-317.273	0.00319266	0.690668	0.0182718	0.0214395	0.243891	0.0225365	0.09586831	0.315586	0.257334	0.16307	0.26401	47452.83	134384.5
756	-1708.4	-1401.57	-306.837	0.00321857	0.696274	0.0184201	0.0134971	0.245871	0.0227194	0.09586831	0.325735	0.247687	0.162878	0.2637	47452.83	204829.9
757	-1714.74	-1404.37	-310.37	0.00544865	0.446943	0.0218523	0.071065	0.41623	0.0384613	0.09586831	0.325757	0.256842	0.143955	0.273446	44350.62	175392.9
758	-1711.34	-1403.05	-308.291	0.0039719	0.596838	0.0159297	0.0518042	0.303419	0.0280371	0.0580245	0.325757	0.256842	0.143955	0.273446	54622.37	175392.9
759	-1715.87	-1403.12	-312.749	0.00410216	0.616411	0.0164521	0.0126444	0.321433	0.0289565	0.0580245	0.331686	0.261496	0.146564	0.260255	54622.37	154939.6
760	-1708.43	-1403.53	-304.908	0.00480063	0.721367	0.0192533	0.0147974	0.230238	0.00954357	0.06779304	0.331998	0.261742	0.126099	0.280161	53535.67	109009.2
761	-1709.27	-1403.79	-305.475	0.0032122	0.720769	0.0192374	0.00339518	0.230047	0.0233389	0.06501686	0.331998	0.261742	0.126099	0.280161	40909.29	107344.8
762	-1716.97	-1401.96	-315.009	0.00338461	0.707214	0.0154457	0.00696953	0.242395	0.0245916	0.3178051	0.329811	0.260019	0.125268	0.284902	70870.3	143361
763	-1720.53	-1403.1	-317.423	0.0021447	0.763132	0.0249827	0.0075206	0.175684	0.026536	0.3178051	0.33662	0.238885	0.127854	0.29664	65872.53	143361
764	-1722.29	-1405.07	-317.223	0.0021935	0.780495	0.0255512	0.00769171	0.156928	0.0271398	0.3178051	0.357917	0.253999	0.135943	0.25214	95794.02	159461.1
765	-1722.63	-1405.38	-317.244	0.00202283	0.719765	0.023563	0.00709322	0.222528	0.025028	0.5900236	0.341606	0.242424	0.129748	0.286222	95794.02	237556.1
766	-1722.18	-1407.11	-315.07	0.00187719	0.667945	0.0474626	0.0258738	0.206507	0.0503345	0.5156276	0.341606	0.242424	0.129748	0.286222	82813.26	237556.1
767	-1725.39	-1411.83	-313.56	0.00178172	0.633974	0.100173	0.0202927	0.196004	0.0477745	0.5156276	0.353867	0.251124	0.134405	0.260604	82813.26	237556.1
768	-1718.55	-1406	-312.553	0.00119179	0.752039	0.0670058	0.0167006	0.131107	0.0319563	0.2230682	0.333209	0.2465	0.13193	0.288361	59950.74	161014.4
769	-1719.06	-1406.37	-312.689	0.0011596	0.731729	0.0651962	0.0162496	0.154572	0.0310932	0.3129602	0.344684	0.25579	0.136902	0.262623	59950.74	126051.9
770	-1718.69	-1401.42	-317.275	0.00397406	0.715362	0.0637379	0.0354138	0.151115	0.0303977	0.3129602	0.322481	0.264044	0.14132	0.272154	59950.74	150677
771	-1726.33	-1402.31	-324.024	0.00406352	0.731465	0.0426613	0.036211	0.154517	0.031082	0.4120466	0.331823	0.271694	0.145414	0.251069	90088.23	161127.2
772	-1733.06	-1410.21	-322.847	0.00350086	0.79182	0.0367542	0.00802497	0.133121	0.0267783	0.08030998	0.317884	0.26028	0.181492	0.240344	90088.23	154575.9
773	-1738.96	-1415.48	-323.486	0.00902703	0.359375	0.101931	0.0222559	0.369189	0.138222	0.08030998	0.316714	0.259322	0.180824	0.24314	140766.6	155458.1
774	-1739.81	-1410.18	-329.63	0.00902703	0.359375	0.101931	0.0222559	0.369189	0.138222	0.08030998	0.32375	0.265083	0.162626	0.248541	118339.7	221518.7
775	-1721.92	-1403.75	-318.166	0.00452935	0.666647	0.0630606	0.011167	0.185242	0.0693536	0.08030998	0.308516	0.25261	0.154973	0.283901	81290.1	163956.4
776	-1721.74	-1402.31	-319.43	0.0119161	0.660572	0.062809	0.0111224	0.184503	0.0690769	0.08030998	0.330801	0.24574	0.14953	0.273929	81290.1	164441.3
777	-1722.82	-1401.84	-320.977	0.0404322	0.591521	0.0562434	0.00995976	0.239988	0.0618561	0.08030998	0.330801	0.24574	0.14953	0.273929	153641	175862.3
778	-1730.63	-1402.78	-327.852	0.042708	0.624816	0.0594092	0.0232671	0.202148	0.0476522	0.08030998	0.330801	0.24574	0.14953	0.273929	153641	216239.2
779	-1733.02	-1404.29	-328.731	0.0415001	0.607144	0.057729	0.0390945	0.19643	0.0581016	0.08030998	0.330801	0.24574	0.14953	0.273929	153641	253806.6
780	-1724.45	-1403.83	-320.616	0.0418144	0.611742	0.0581661	0.0393906	0.197918	0.0509685	0.08030998	0.335272	0.249062	0.151551	0.264114	133723.5	141301.6
781	-1732.97	-1401.89	-331.088	0.0245482	0.772064	0.0341479	0.0231252	0.116193	0.0299224	0.2170777	0.338682	0.247785	0.150774	0.26276	140173.1	220615
782	-1733.98	-1407.06	-326.92	0.0281305	0.552608	0.0775627	0.00981607	0.263917	0.0679649	0.3933279	0.348937	0.255288	0.125058	0.270716	140173.1	180222.8
783	-1738.42	-1413.02	-325.406	0.0281305	0.552608	0.0775627	0.00981607	0.263917	0.0679649	0.5069794	0.358275	0.23536	0.128405	0.277961	139144.2	207434.3
784	-1729.42	-1405.1	-324.316	0.0303002	0.595231	0.0151202	0.00186879	0.284273	0.073207	0.5069794	0.30395	0.255284	0.139274	0.301491	156134.4	137260.4
785	-1732.77	-1411.45	-321.313	0.0321598	0.631762	0.0160482	0.00198349	0.240347	0.0776999	0.4382676	0.299049	0.271035	0.133287	0.296629	157293.9	126479.6
786	-1735.9	-1410.79	-325.113	0.0321598	0.631762	0.0160482	0.00198349	0.240347	0.0776999	0.4382676	0.30576	0.254675	0.136279	0.303286	157293.9	207634.6
787	-1735.68	-1412.92	-322.761	0.0320518	0.629641	0.0159944	0.000674587	0.23954	0.0820983	0.4382676	0.30576	0.254675	0.136279	0.303286	157293.9	252390.4
788	-1724.73	-1403.49	-321.243	0.0309067	0.630386	0.0160133	0.000675385	0.239823	0.0821954	0.4121695	0.297807	0.24805	0.158746	0.295397	140398.4	164386.3
789	-1736.56	-1408.59	-327.964	0.0304155	0.620367	0.0157588	0.00143917	0.236012	0.0960074	0.4121695	0.291573	0.263791	0.155423	0.289214	140398.4	215510
790	-1730.16	-1406.72	-323.442	0.0300358	0.612622	0.0198183	0.00965026	0.233065	0.0948087	0.4121695	0.2951	0.266982	0.145204	0.292713	140398.4	143356.5
791	-1732.18	-1406.26	-325.916	0.027488	0.642218	0.0181372	0.0120942	0.213295	0.0867667	0.3738536	0.301383	0.272667	0.143985	0.281964	141905.8	288804.8
792	-1724.38	-1402	-322.376	0.0269811	0.630376	0.0195482	0.0118712	0.226057	0.0851667	0.3738536	0.311411	0.268753	0.141919	0.277917	103256.2	210020.8
793	-1721.65	-1403.27	-318.381	0.0269811	0.630376	0.0195482	0.0118712	0.226057	0.0851667	0.3769243	0.315031	0.271878	0.143569	0.269522	103256.2	238989
