Iteration	Replicate_ID	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size[1]	pop_size[2]	pop_size[3]	pop_size[4]	pop_size[5]	pop_size[6]	root_height
575	1	-1786.32	-1400.13	-386.183	0.00279373	0.663703	0.00886162	0.0419159	0.217852	0.0648738	2997.5	3360.56	14092.3	27390.8	inf	0.1353347	0.323345	0.259246	0.147056	0.270353	212419	10741.2	261289	282129	102941	564715	146007.8
576	0	-1790.69	-1395.5	-395.19	0.0662804	0.555712	0.00824441	0.110554	0.259168	4.11104e-05	12481.2	17104.1	17874.9	34158.8	inf	0.1604215	0.321619	0.257817	0.148694	0.271869	427702	193152	23087.8	272146	130492	884421	194175.5
577	1	-1787.82	-1401.14	-386.681	0.00260357	0.618527	0.005497	0.0272407	0.285673	0.0604581	2977.83	3360.56	14092.3	27361.5	inf	0.3031044	0.323345	0.259246	0.147056	0.270353	212419	11465.4	231759	282129	102941	500967	229165.5
578	0	-1784.93	-1394.84	-390.088	0.0662747	0.555663	0.0082437	0.110545	0.259146	0.000127939	8757.36	12803.8	13367.5	25570.8	inf	0.1604215	0.323153	0.25363	0.150052	0.273166	427702	193152	22520.6	210181	130492	836423	253404.6
579	1	-1781.97	-1399.08	-382.881	0.00253331	0.624165	0.0055471	0.0184682	0.288277	0.0610092	2977.83	3330.21	8112.15	23437.4	inf	0.3031044	0.319946	0.259482	0.14551	0.275062	212419	9414.81	231759	238091	112514	448167	170194.7
580	0	-1785.88	-1395.97	-389.912	0.0718232	0.602184	0.0115398	0.1198	0.194527	0.000127176	7936.95	12687	13367.5	25570.8	inf	0.1604215	0.321372	0.252233	0.149225	0.27717	520257	201703	19869	175163	110684	940623	268746.5
581	1	-1783.6	-1400.55	-383.049	0.00288222	0.71013	0.0063111	0.0210118	0.190253	0.0694119	3044.96	3257.79	10397.1	22827.9	inf	0.1131706	0.322871	0.252713	0.146841	0.277576	249529	7962.88	208785	169651	151637	527974	214100.8
582	0	-1790.08	-1396.21	-393.871	0.0718248	0.602197	0.01154	0.119802	0.194531	0.000104952	9661.75	15444	16272.4	31127.6	inf	0.1604215	0.326934	0.256597	0.151807	0.264662	602468	168174	19869	206609	82830.2	961313	164508.1
583	1	-1782.97	-1403.49	-379.476	0.00462843	0.667681	0.0101347	0.0234524	0.182638	0.111465	3044.96	3257.79	6523.81	18710.6	inf	0.1559933	0.311887	0.278135	0.141845	0.268133	242463	7962.88	185458	156318	140423	486306	214100.8
584	0	-1787.18	-1394.47	-392.706	0.043598	0.608243	0.00904683	0.112513	0.226501	9.77593e-05	9945.4	15308.8	16148.6	31127.6	inf	0.1604215	0.326934	0.256597	0.151807	0.264662	700433	163060	23603.3	217031	70716.2	940147	125701.6
585	1	-1803.98	-1412.61	-391.364	0.00475684	0.691828	0.0104159	0.0493741	0.187705	0.0559195	4595.7	4916.92	11949.4	28239.5	inf	0.1559933	0.339083	0.267142	0.136239	0.257536	256231	8886.59	194166	165681	140423	407049	329327
586	0	-1794.31	-1399.27	-395.036	0.0396474	0.613529	0.00912546	0.113491	0.224109	9.86089e-05	9831.34	15308.8	16272.4	31127.6	inf	0.1604215	0.290751	0.270545	0.159655	0.279049	700433	177564	23603.3	206315	63995.9	940147	168385.8
587	1	-1797.87	-1409.29	-388.584	0.00444331	0.657694	0.024311	0.0859842	0.175333	0.0522337	4595.7	4916.92	19798.5	28239.5	inf	0.1559933	0.3061	0.280474	0.143038	0.270388	256231	11660.6	203531	182949	152493	351955	298702.2
588	0	-1791.28	-1397.13	-394.147	0.0457104	0.55449	0.0105209	0.130847	0.258379	5.23939e-05	10137.8	15891.7	16269.8	32097.9	inf	0.1604215	0.292528	0.272199	0.15452	0.280754	432792	173720	22287.2	228166	58043.3	989305	140672.3
589	1	-1805.96	-1410.74	-395.218	0.005439	0.550476	0.0826564	0.17096	0.14675	0.0437185	5550.53	5905.68	19632.3	33918.3	inf	0.2913868	0.3061	0.280474	0.143038	0.270388	269798	11660.6	192880	173281	190529	242248	256423.8
590	0	-1779.13	-1393.71	-385.421	0.0453903	0.550607	0.00938588	0.150582	0.243982	5.2027e-05	7177.27	10370.4	10811.6	21329.7	inf	0.1604215	0.302113	0.24835	0.159583	0.289953	369260	173720	22287.2	202142	60574.1	803286	94219.24
591	1	-1816.13	-1416.7	-399.434	0.0059503	0.55475	0.0797964	0.175624	0.141673	0.0422058	6467.92	6904.36	23004.2	50622	inf	0.6780025	0.3061	0.280474	0.143038	0.270388	294482	12400.9	175119	173281	175259	354814	259118
592	0	-1778.04	-1392.23	-385.814	0.0450559	0.546552	0.0166827	0.149473	0.242185	5.16438e-05	6999.13	10238.2	10673.8	20606.8	inf	0.1604215	0.312785	0.257123	0.16522	0.264871	411894	204941	21567.7	189148	64482.8	841300	106341.2
593	1	-1802.48	-1414.98	-387.498	0.00589011	0.549138	0.104055	0.173848	0.105456	0.0616122	4042.51	4315.29	18104.5	31639.3	inf	0.6780025	0.303895	0.278454	0.149209	0.268441	336253	11241.8	149261	148144	159826	346838	155902
594	0	-1788.58	-1393.81	-394.765	0.0448856	0.541113	0.0261892	0.147986	0.239775	5.11299e-05	10501	13650.7	15395.7	29425.5	inf	0.1604215	0.312785	0.257123	0.16522	0.264871	493853	199936	21049.8	200920	54523.2	841300	135118
595	1	-1802	-1412.95	-389.05	0.00571437	0.532754	0.100951	0.168661	0.132146	0.0597739	4042.51	4315.29	17560.2	31639.3	inf	0.6780025	0.303895	0.278454	0.149209	0.268441	353773	10288.5	149261	173098	151533	346838	159102.2
596	0	-1792.25	-1395.99	-396.264	0.0286499	0.373363	0.0599468	0.205311	0.332658	7.09363e-05	7556.19	12559.7	14165.3	27347.5	inf	0.1199539	0.312785	0.257123	0.16522	0.264871	447874	214109	18405.2	168486	54523.2	794572	124034
597	1	-1799.25	-1413.3	-385.95	0.00545242	0.508332	0.118442	0.160929	0.162247	0.0445974	4042.51	4315.29	15066.3	31639.3	inf	0.2499741	0.293543	0.282595	0.151428	0.272433	322361	9345.09	139086	177629	119239	318494	152020.3
598	0	-1793.39	-1396.77	-396.62	0.0286499	0.373363	0.0599468	0.205311	0.332658	7.09363e-05	4539.59	12276.1	14184.2	26256.5	inf	0.1199539	0.328798	0.270287	0.122485	0.278431	423860	214109	18405.2	166360	59798	754303	121232.9
599	1	-1793.82	-1408.68	-385.14	0.00223118	0.798805	0.0484674	0.0658537	0.0663929	0.0182497	4042.51	4315.29	15852.8	28997.6	inf	0.1463306	0.293543	0.282595	0.151428	0.272433	356806	10394.7	131988	199973	96419.5	276452	137285.6
600	0	-1796.99	-1401.79	-395.205	0.0484531	0.381921	0.169769	0.114811	0.28485	0.000195756	11177.4	13146.1	14507.1	26256.5	inf	0.1199539	0.325026	0.267186	0.132551	0.275237	423860	197658	16171.7	174354	59798	553201	197052.8
601	1	-1794.81	-1409.65	-385.161	0.00588052	0.787167	0.0503156	0.0648942	0.0654256	0.0263167	4042.51	4315.29	16337.7	28997.6	inf	0.1463306	0.293543	0.282595	0.151428	0.272433	342720	10394.7	131988	188165	96419.5	323463	154900.7
602	0	-1797.49	-1400.47	-397.017	0.0445405	0.351081	0.15606	0.186291	0.261848	0.000179949	8631.13	12544.5	14595.1	23130.4	inf	0.1199539	0.325026	0.267186	0.132551	0.275237	356678	157793	20248.3	135278	50486.9	584270	158381.4
603	1	-1793.16	-1403.22	-389.938	0.00547355	0.73269	0.0223223	0.0604031	0.154616	0.0244954	4811.38	5136.04	21079.4	26354.2	inf	0.1463306	0.318487	0.272617	0.146082	0.262814	199035	11619.1	189156	250352	96419.5	364110	184362.1
604	0	-1794.39	-1400.33	-394.061	0.0522096	0.411531	0.182931	0.0462035	0.306934	0.00019129	7738.98	12544.5	14850.3	34171	inf	0.1199539	0.325026	0.267186	0.132551	0.275237	356678	206213	21554.3	135278	57567.2	459127	136978.7
605	1	-1788.02	-1400.49	-387.532	0.00655033	0.7	0.0267137	0.0722859	0.165136	0.0293142	4129.34	4407.98	12558.3	22429.3	inf	0.1463306	0.318487	0.272617	0.146082	0.262814	199035	10973.3	186578	384975	96501.1	305270	211552.7
606	0	-1802.04	-1400.32	-401.729	0.0620638	0.466094	0.217457	0.054924	0.199233	0.000227394	6087.56	14399.2	17544.8	39297.7	inf	0.1199539	0.325026	0.267186	0.132551	0.275237	523153	195413	21554.3	123997	31590.6	294656	184419.1
607	1	-1791.98	-1401.5	-390.478	0.00660735	0.69996	0.0267121	0.0722817	0.165126	0.0293125	3893.62	4355.58	12398.5	27734.6	inf	0.1463306	0.320348	0.262288	0.153015	0.26435	203437	8649.95	211803	336316	103151	377597	255857.2
608	0	-1783.9	-1395.48	-388.413	0.0690039	0.546472	0.0469616	0.103704	0.233591	0.000266608	4220.64	8404.21	10689.2	23942.3	inf	0.1199539	0.325026	0.267186	0.132551	0.275237	406478	195413	25062.8	89885.1	31590.6	259199	112358.3
609	1	-1795.15	-1402.05	-393.106	0.00666726	0.685985	0.0192339	0.0729371	0.180668	0.0345086	3949.2	4417.75	12575.5	29686.1	inf	0.1463306	0.326491	0.248141	0.155949	0.269419	154978	7174.37	357981	295952	134652	417153	194988.6
610	0	-1781.48	-1392.68	-388.795	0.068809	0.560602	0.0339803	0.103411	0.232931	0.000265855	4031.13	6955.8	9900.05	21619.9	inf	0.1199539	0.314883	0.258848	0.128415	0.297855	499825	234506	32353.5	76995.3	39361.1	388120	106070.8
611	1	-1799.3	-1406.15	-393.154	0.0114029	0.682714	0.0191422	0.0725894	0.179807	0.0343441	5365.53	5727.58	15596.5	37317.8	inf	0.1916933	0.312729	0.237681	0.149376	0.300214	184169	6443.91	387020	274048	169207	417153	252801.1
612	0	-1780.44	-1391.33	-389.106	0.0565062	0.656961	0.0100681	0.0849219	0.191284	0.000258808	3713.27	5936.63	9449	20463	inf	0.1199539	0.317453	0.257877	0.127933	0.296738	412463	298528	36456.7	76995.3	48849.9	497945	89542.27
613	1	-1788.11	-1403.42	-384.682	0.0107941	0.646265	0.026214	0.0687139	0.215502	0.0325105	3412.79	3656.87	9823.59	24249	inf	0.2317653	0.309704	0.235382	0.157604	0.29731	202858	6848.02	454708	215448	169207	369094	240551.2
614	0	-1788.2	-1392.26	-395.943	0.0557517	0.648189	0.0232864	0.0837879	0.18873	0.000255352	3598.28	8180.12	12344.7	26453.5	inf	0.1199539	0.304438	0.247305	0.163685	0.284572	294463	381822	37105	76995.3	48849.9	517918	162929.8
615	1	-1785.63	-1403.65	-381.985	0.0112621	0.617564	0.0250498	0.0656623	0.249395	0.0310667	2950.62	3149.72	8938.04	16534.6	inf	0.2317653	0.327299	0.248755	0.166557	0.257389	150273	6848.02	454708	215677	169207	399178	146321.9
616	0	-1783.24	-1392.61	-390.629	0.0463124	0.654613	0.0235172	0.0846184	0.1906	0.000338572	2298.71	8804.03	10045.1	18309	inf	0.1199539	0.296967	0.265775	0.159668	0.277589	378774	311817	28001.7	104290	48849.9	414856	162929.8
617	1	-1796.14	-1403.72	-392.419	0.0126138	0.691683	0.0280563	0.073543	0.159308	0.0347953	5020.63	5359.42	17187	25062	inf	0.2317653	0.328478	0.24965	0.163556	0.258316	150273	7399.21	526946	204852	151591	424738	276441.6
618	0	-1780.67	-1391.56	-389.11	0.046293	0.65434	0.0235073	0.084583	0.190521	0.000756247	3529.22	8845.71	10187.2	28705.2	inf	0.1199539	0.30528	0.245223	0.164138	0.285359	314677	298963	28001.7	158044	66785.7	350451	147313.5
619	1	-1793.26	-1401.65	-391.612	0.0126138	0.691683	0.0280563	0.073543	0.159308	0.0347953	4799.78	5123.66	16834.1	29131.4	inf	0.1592318	0.320934	0.266884	0.1598	0.252383	134231	6311.5	526946	185880	205651	310486	233649.3
620	0	-1780.38	-1389.02	-391.355	0.0488964	0.691137	0.0248293	0.0330013	0.201235	0.000901148	3901.15	9070.42	10890.6	23394.8	inf	0.1199539	0.313407	0.25175	0.139636	0.295207	238722	374862	31030.4	158044	83487.5	210206	157485
621	1	-1788.33	-1401.29	-387.044	0.0120126	0.658718	0.0267191	0.070038	0.199375	0.033137	4372.27	4667.3	15334.7	26536.7	inf	0.1592318	0.320934	0.266884	0.1598	0.252383	129451	8666.44	468383	175470	129652	363824	212838.4
622	0	-1782.12	-1392.27	-389.855	0.0519662	0.734529	0.0171729	0.0350732	0.160283	0.000975428	5879.06	9456.48	10501.1	25706.8	inf	0.1199539	0.313407	0.25175	0.139636	0.295207	444332	394908	23320.4	181300	83487.5	182164	157485
623	1	-1795.74	-1401.83	-393.903	0.0115837	0.635197	0.0479032	0.0675371	0.220617	0.0171621	5651.22	6032.56	19320.3	38171.8	inf	0.1592318	0.315041	0.278115	0.14384	0.263004	129451	7959.99	393552	175470	174775	378960	257275.4
624	0	-1788.25	-1393.29	-394.965	0.0532433	0.75258	0.017615	0.0117642	0.164222	0.000574923	4942.79	11166.8	12767.1	33394.7	inf	0.1199539	0.313407	0.25175	0.139636	0.295207	318659	467707	33472.4	164342	72917.3	182164	191467.6
625	1	-1787.27	-1404.01	-383.263	0.0111061	0.60901	0.0459284	0.0647528	0.211522	0.0576812	3309.97	3533.32	10624.5	22496.8	inf	0.1592318	0.311784	0.279437	0.144524	0.264255	119151	7531.79	504853	154509	184935	460621	150688.4
626	0	-1779.46	-1390.92	-388.542	0.0441346	0.623831	0.0322521	0.00975159	0.289554	0.000476567	3748.3	8601.59	9834.31	24541.8	inf	0.29869	0.32442	0.247712	0.137397	0.290471	165824	367269	29328.9	234010	81625	182164	140714.5
627	1	-1792.44	-1404.32	-388.124	0.0111061	0.60901	0.0459284	0.0647528	0.211522	0.0576812	4143.91	4423.53	11658.5	26864.4	inf	0.1592318	0.311784	0.279437	0.144524	0.264255	116636	10269.2	431980	227690	157859	492398	188653.9
628	0	-1784.08	-1391.25	-392.838	0.0434811	0.614593	0.0463135	0.00960718	0.285266	0.000739233	3923.69	6863.56	9796.03	24541.8	inf	0.29869	0.32442	0.247712	0.137397	0.290471	201403	350664	23358.2	234010	46481.8	148537	101586.2
629	1	-1792.83	-1405.8	-387.027	0.0111061	0.60901	0.0459284	0.0647528	0.211522	0.0576812	4143.91	4423.53	12537	29085.6	inf	0.3498546	0.311784	0.279437	0.144524	0.264255	116636	13889.3	274992	190300	94448.2	522458	188653.9
630	0	-1783.5	-1391.9	-391.604	0.0456016	0.612723	0.0318711	0.0100757	0.299178	0.000551064	1107.72	7527.23	10018.7	25985.2	inf	0.29869	0.303739	0.255295	0.141602	0.299363	201403	534979	20027.4	234010	66450.5	234755	140872.7
631	1	-1794.42	-1406.22	-388.192	0.00703988	0.651814	0.0683505	0.0410451	0.198273	0.0334774	4143.91	4423.53	12588.5	31625.7	inf	0.3498546	0.311784	0.279437	0.144524	0.264255	116636	12720.9	290363	169297	168927	559317	182809.5
632	0	-1777.51	-1389.83	-387.676	0.0412563	0.619495	0.0224127	0.0101871	0.306092	0.000557155	1514.41	6212.34	7957.98	24950.9	inf	0.29869	0.336299	0.267196	0.148203	0.248302	201403	396398	34938.9	234010	52388.6	234755	140872.7
633	1	-1794.47	-1407.33	-387.14	0.00666911	0.617485	0.0647507	0.0393594	0.187831	0.0839055	4143.91	4423.53	17307.9	32013.4	inf	0.3498546	0.329139	0.250264	0.152568	0.268029	116636	11131.5	341034	120407	133282	342436	182809.5
634	0	-1791.87	-1391.94	-399.925	0.0333947	0.773893	0.011453	0.00573297	0.175208	0.000318916	2810.23	11076	14094.2	44190.1	inf	0.29869	0.332324	0.275856	0.146452	0.245367	191398	337345	48083.3	177806	71096.7	164569	249496.9
635	1	-1789.95	-1402.06	-387.881	0.00458021	0.74306	0.019329	0.0270312	0.148375	0.0576246	4143.91	4423.53	17307.9	29577.6	inf	0.06966984	0.330547	0.249738	0.152248	0.267467	116636	11131.5	341034	91116.7	218817	342436	126000
636	0	-1786.52	-1390.88	-395.644	0.0280683	0.650457	0.00962625	0.00481856	0.306762	0.000268049	1385.05	8262.06	11811.1	43649.9	inf	0.29869	0.333543	0.276868	0.143323	0.246267	185902	274399	63245.9	190096	94732	146959	158140.4
637	1	-1790.98	-1404.26	-386.722	0.00766152	0.570205	0.0323325	0.0452163	0.248193	0.0963913	4143.91	4404.4	16677.2	29577.6	inf	0.06966984	0.334094	0.252419	0.14315	0.270337	170162	11131.5	517813	90218.8	213503	466452	136186.2
638	0	-1787.69	-1393.68	-394.015	0.0552797	0.576358	0.0415766	0.00738229	0.319124	0.000278852	3256.47	7042.75	9732.83	37516.2	inf	0.3948147	0.308598	0.256162	0.132604	0.302635	189199	205002	63245.9	161013	97140.7	203304	262744.7
639	1	-1796.73	-1403.76	-392.972	0.00630647	0.570984	0.0323766	0.0452781	0.248532	0.0965229	5601.77	5953.9	27635.6	34310.4	inf	0.06966984	0.334094	0.252419	0.14315	0.270337	170162	11537.9	557667	97175	233116	506258	198745.4
640	0	-1784.13	-1391.11	-393.015	0.0362595	0.587654	0.0423914	0.00803293	0.325378	0.000284317	1673.56	5807.2	10754.8	48629.5	inf	0.2489304	0.308598	0.256162	0.132604	0.302635	154839	214493	63245.9	191439	93131.4	203304	234472.4
641	1	-1793.46	-1406.78	-386.679	0.00515924	0.571643	0.032414	0.0453303	0.248819	0.0966343	4044.88	4411.07	19849.5	24271.6	inf	0.06966984	0.316785	0.252455	0.17443	0.256331	172322	16105.7	557667	97175	214854	499833	183046.4
642	0	-1785.35	-1388.4	-396.951	0.0275296	0.68693	0.0321852	0.00609892	0.24704	0.000215864	1655.87	5691.67	11121.4	49134.3	inf	0.2489304	0.31276	0.253355	0.134566	0.299319	111942	268103	155892	160226	128693	152729	142700.6
643	1	-1789.97	-1405.27	-384.695	0.00325514	0.539072	0.0204511	0.0286004	0.347651	0.0609698	4008.67	4280.13	15902.9	22708.6	inf	0.06966984	0.313512	0.249847	0.172628	0.264013	188669	15678.2	433946	73837.1	155218	499833	183046.4
644	0	-1780.09	-1387.84	-392.246	0.0273678	0.682893	0.0378736	0.00606307	0.245588	0.000214596	944.759	4378.87	9457.15	44185.9	inf	0.4222767	0.31276	0.253355	0.134566	0.299319	137570	291102	155892	142363	129366	136470	135699.5
645	1	-1796.2	-1407.07	-389.129	0.00804304	0.764143	0.0289897	0.0405415	0.0979743	0.0603084	5744.53	6009.59	13549.4	27704.9	inf	0.02299094	0.313512	0.249847	0.172628	0.264013	168183	14365.8	314751	100739	155218	657724	209711.7
646	0	-1781.59	-1389.67	-391.921	0.0164545	0.809344	0.022771	0.00364534	0.147657	0.000129023	1071.36	5103.35	10694	36291.6	inf	0.4222767	0.31276	0.253355	0.134566	0.299319	113539	183145	148696	142363	129366	127903	113416.3
647	1	-1795.02	-1406.53	-388.49	0.0060221	0.775438	0.0294182	0.0248067	0.0985051	0.0658096	5752.63	6009.59	13471.9	22821.4	inf	0.02299094	0.317477	0.253007	0.162165	0.267352	162068	11646.9	374254	127838	189703	830742	211690.6
648	0	-1785.21	-1390.09	-395.122	0.0560316	0.727592	0.043202	0.0124133	0.160322	0.000439354	2646.63	5505.53	14618	36829.1	inf	0.4222767	0.339535	0.243484	0.129323	0.287658	134501	243250	148696	142363	163315	154082	145462.5
649	1	-1791.93	-1406.19	-385.739	0.00683523	0.65809	0.0212267	0.0294256	0.206359	0.0780633	5029.56	5254.22	11626.2	26347.9	inf	0.02299094	0.316978	0.252609	0.163482	0.266931	182320	11646.9	240879	115140	322288	817828	183058.8
650	0	-1790.02	-1393.82	-396.201	0.0586016	0.760965	0.0451835	0.0129826	0.121808	0.000459506	2646.63	4578.63	11189.8	35950.3	inf	0.4222767	0.339299	0.244011	0.129233	0.287457	120544	288505	161229	129838	174582	166965	119112.2
651	1	-1795.98	-1403.44	-392.535	0.00517183	0.49794	0.016061	0.054991	0.36677	0.0590661	5358.39	5673.16	13057.5	35199	inf	0.02299094	0.318837	0.254091	0.158574	0.268497	151754	11289	181910	138740	357682	853767	226127.3
652	0	-1791.98	-1396.34	-395.647	0.0582929	0.756956	0.0449455	0.0182733	0.121166	0.000365509	1819.35	5793.76	13904.7	39225.5	inf	0.4559476	0.347117	0.249633	0.140898	0.262353	130099	244804	152566	129838	195176	132331	131182.7
653	1	-1797	-1405.95	-391.048	0.00752866	0.49676	0.016023	0.0548607	0.365901	0.0589262	5571.58	5820.45	12879.1	28501.3	inf	0.02299094	0.318837	0.254091	0.158574	0.268497	151574	15650.3	256593	138740	357682	966200	236250.6
654	0	-1791.39	-1391.83	-399.567	0.0582929	0.756956	0.0449455	0.0182733	0.121166	0.000365509	1800.35	12487	19054.7	46275.4	inf	0.2909966	0.319716	0.26011	0.146811	0.273363	118786	255596	191703	106321	217191	109064	135580.5
655	1	-1802.17	-1409.53	-392.634	0.00752866	0.49676	0.016023	0.0548607	0.365901	0.0589262	5571.58	5820.45	12879.1	31527.7	inf	0.02299094	0.318837	0.254091	0.158574	0.268497	151574	16983.7	266285	226091	508049	882415	145589.9
656	0	-1784.07	-1392.21	-391.858	0.117032	0.715932	0.0425096	0.0143176	0.109864	0.000345699	1916.05	3848.54	11195.6	31144.3	inf	0.2909966	0.319716	0.26011	0.146811	0.273363	141312	243975	251689	106321	137792	125223	112134.1
657	1	-1803.69	-1404.18	-399.505	0.00374434	0.702121	0.00796895	0.0602904	0.177619	0.0482566	8507.57	8887.59	18459.7	50255.8	inf	0.02299094	0.318837	0.254091	0.158574	0.268497	223044	17773.7	402669	226091	447823	882415	231927.4
658	0	-1798.03	-1395.64	-402.383	0.129164	0.685903	0.0469165	0.0163821	0.121253	0.000381537	2743.65	11456.5	22227.8	35342.9	inf	0.2909966	0.319716	0.26011	0.146811	0.273363	129797	243975	345624	108781	137792	164271	177205.5
659	1	-1800.99	-1404.68	-396.304	0.00441492	0.695988	0.00939612	0.026551	0.209429	0.054221	8507.57	8662.69	15443.1	50255.8	inf	0.02299094	0.313501	0.266574	0.155921	0.264004	238119	15040.7	402669	299286	318201	882415	218494.4
660	0	-1804.18	-1399.27	-404.905	0.187443	0.577819	0.0702126	0.0558621	0.108093	0.000570987	3697.98	12504.8	25731.2	39668.7	inf	0.1170482	0.325458	0.250067	0.146202	0.278273	218329	272764	307490	86555.3	130748	256733	184874
661	1	-1799.65	-1406.13	-393.522	0.00562889	0.612394	0.0119798	0.0338517	0.267016	0.0691302	6832.28	6956.86	15270.4	47197.2	inf	0.02299094	0.339518	0.256471	0.150012	0.253999	221546	14341.7	416606	299286	244936	882415	196299.2
662	0	-1798.83	-1398.5	-400.329	0.199016	0.613495	0.0594791	0.0126372	0.114767	0.000606241	1651.35	7707.42	25651.4	34216.4	inf	0.1170482	0.325458	0.250067	0.146202	0.278273	136087	425666	509380	109361	123413	332445	191959.7
663	1	-1797.17	-1404.86	-392.316	0.0142065	0.622942	0.0121861	0.0450798	0.235264	0.0703209	6832.28	6956.86	13600.7	26863.3	inf	0.0602663	0.334318	0.267861	0.147714	0.250108	221546	14759.7	475893	282416	140428	709026	189077.2
664	0	-1801.55	-1401.87	-399.679	0.201594	0.621443	0.0602496	0.0128009	0.103299	0.000614095	2331.24	9795.95	26071.5	30572.9	inf	0.4724986	0.325458	0.250067	0.146202	0.278273	136087	508722	391454	90410.9	128046	308300	174697.6
665	1	-1801.26	-1406.97	-394.291	0.0137436	0.602642	0.011789	0.0436108	0.227598	0.100616	5670.52	6073.32	11190.2	33612.2	inf	0.0602663	0.309431	0.247921	0.136718	0.305931	195977	17619.4	475893	263466	200400	609947	165064.1
666	0	-1801.62	-1399.79	-401.829	0.201712	0.621807	0.060285	0.0122215	0.103359	0.000614455	2071.69	10698.4	21710.3	30443.7	inf	0.4724986	0.316921	0.269739	0.142366	0.270974	164723	720338	219765	94394.6	128046	288017	213925.4
667	1	-1803.11	-1409.64	-393.471	0.0156914	0.614371	0.0120184	0.0444596	0.210885	0.102575	5964.57	6387.03	17430.1	34391	inf	0.0602663	0.350598	0.233142	0.128567	0.287693	214256	18149	589196	311547	154344	609947	174881.7
668	0	-1800.94	-1402.02	-398.917	0.201645	0.6216	0.0602648	0.0122174	0.103325	0.000948408	2049.66	10201.7	18642.5	24269.3	inf	0.4724986	0.316921	0.269739	0.142366	0.270974	277043	884876	195990	131793	99103.1	161690	181373.1
669	1	-1802.61	-1410.16	-392.451	0.0134121	0.616326	0.0112039	0.044601	0.211556	0.102901	5765.6	6189.13	26624	36448.9	inf	0.04306209	0.350598	0.233142	0.128567	0.287693	214256	18149	433326	321194	111376	609947	146046.6
670	0	-1803.14	-1398.02	-405.122	0.188826	0.582083	0.0564337	0.0249491	0.146832	0.000876534	6489.58	17851.5	21665.9	29380.2	inf	0.4724986	0.316921	0.269739	0.142366	0.270974	337122	968884	195990	126511	99103.1	232903	216807
671	1	-1799.81	-1408.94	-390.865	0.0134121	0.616326	0.0112039	0.044601	0.211556	0.102901	4596.14	4933.76	19814.8	34692.3	inf	0.04306209	0.350598	0.233142	0.128567	0.287693	214256	18670.6	568155	347405	158824	959351	136054
672	0	-1801.02	-1397.1	-403.913	0.116746	0.749641	0.0348914	0.0073976	0.090782	0.000541936	6308.14	15845.4	20630.7	39046.7	inf	0.4724986	0.316921	0.269739	0.142366	0.270974	364615	968884	195990	84861.7	99103.1	232903	150606.3
673	1	-1804.8	-1409.03	-395.766	0.00452504	0.578797	0.009223	0.0418852	0.115177	0.250392	5742.65	6164.49	30690.5	43486.5	inf	0.04306209	0.307027	0.248784	0.137193	0.306995	275558	18670.6	597474	368101	158824	959351	169992.7
674	0	-1802.25	-1397.14	-405.116	0.117159	0.752292	0.031187	0.00742376	0.091103	0.00083535	6142.14	14546.3	21828.8	40021.8	inf	0.2202159	0.340681	0.237716	0.145212	0.27639	367320	875072	197189	115813	101432	232903	244369.5
675	1	-1800	-1405.23	-394.773	0.00890186	0.613841	0.0130868	0.0444212	0.122151	0.197599	5368.75	5763.13	28760.3	38313.5	inf	0.04306209	0.325359	0.263638	0.145385	0.265618	327055	25824.1	605868	348090	114894	923022	152481.9
676	0	-1803.22	-1397.31	-405.916	0.105662	0.678474	0.0281268	0.0205348	0.166449	0.000753382	3134.59	11545.5	22919	37620.6	inf	0.2202159	0.349206	0.234642	0.143335	0.272817	394017	959944	438208	152163	139915	232903	178325
677	1	-1799.34	-1405.03	-394.311	0.00897788	0.619082	0.0131986	0.0362613	0.123194	0.199286	5368.75	5957.25	28760.3	38130.6	inf	0.04306209	0.324529	0.262965	0.147566	0.26494	379578	20849.6	791909	185525	74119.8	782257	168527
678	0	-1798.34	-1395.07	-403.268	0.0607346	0.692482	0.055544	0.0209587	0.169885	0.000395511	3890.35	10535.2	22919	34461.8	inf	0.2202159	0.349206	0.234642	0.143335	0.272817	331347	837319	535300	110088	123473	269052	125091.7
679	1	-1794.12	-1401.86	-392.262	0.00927028	0.639245	0.0136284	0.0374423	0.127206	0.173208	5378.4	5957.25	28760.3	38130.6	inf	0.04306209	0.324529	0.262965	0.147566	0.26494	278415	21456.6	999395	86741.5	74119.8	782257	178948.3
680	0	-1804.89	-1397.53	-407.364	0.0545628	0.622113	0.146205	0.0241424	0.152622	0.000355319	6697.65	15593.5	24820.2	34834.5	inf	0.2518565	0.326991	0.257247	0.150511	0.265251	438200	954728	535300	110088	174129	418309	218102.2
681	1	-1800.85	-1404.39	-396.456	0.00927028	0.639245	0.0136284	0.0374423	0.127206	0.173208	6243.58	6927.97	29872.5	42316	inf	0.2987976	0.317123	0.256965	0.144199	0.281713	292086	29131.3	794526	104352	74119.8	660385	147441.1
