Iteration	Replicate_ID	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size[1]	pop_size[2]	pop_size[3]	pop_size[4]	pop_size[5]	pop_size[6]	root_height
3973	1	-1794.91	-1408.4	-386.51	0.00127056	0.51103	0.0288939	0.0873399	0.213085	0.15838	926.209	13296.2	16978.4	19938.8	inf	0.05255686	0.330985	0.23603	0.147209	0.285775	63483.2	544544	49935.9	21236.1	370340	865869	234780
3974	0	-1776.87	-1391.46	-385.41	0.00359083	0.542844	0.00572531	0.00889191	0.126175	0.312774	2086.11	3085.35	11864.4	24482.5	inf	0.05803531	0.34736	0.259531	0.138806	0.254304	239491	53242.6	207094	69459.7	42474.4	753309	113402.3
3975	1	-1793.77	-1403.65	-390.118	0.000755357	0.709303	0.0171777	0.0519244	0.126681	0.0941586	1202.85	15028	18970.2	22082.8	inf	0.05255686	0.342989	0.24459	0.152548	0.259872	79884	544544	145296	28466.3	370340	872965	206155.8
3976	0	-1779.72	-1390.89	-388.83	0.00662142	0.504718	0.0105574	0.0163965	0.232664	0.229043	1107.5	5010.12	13641.2	18199.9	inf	0.05803531	0.328807	0.262575	0.1378	0.270818	71620	103784	156043	72229.6	282230	56947.9	196206.1
3977	1	-1801.42	-1408.64	-392.771	0.000755357	0.709303	0.0171777	0.0519244	0.126681	0.0941586	2310.87	12223.1	18970.2	21391.2	inf	0.05255686	0.346414	0.246787	0.15523	0.251569	169249	544544	145296	31336	370340	872965	122579.5
3978	0	-1775.41	-1394.1	-381.31	0.00709184	0.504479	0.0105524	0.0163888	0.232553	0.228935	819.51	3782.61	12469.5	16694	inf	0.05803531	0.338981	0.24669	0.142063	0.272266	71620	97625.7	147538	72229.6	90814.6	56947.9	111471.3
3979	1	-1795.71	-1407.04	-388.675	0.000959232	0.497246	0.021814	0.065939	0.160873	0.253168	1073.38	12223.1	18272.6	21391.2	inf	0.05255686	0.339321	0.259294	0.152051	0.249334	115662	544544	74534.2	41565.2	156888	672992	118901.2
3980	0	-1772.74	-1388.47	-384.263	0.00876226	0.623305	0.0130379	0.020249	0.287329	0.0473167	819.51	3782.61	12517.2	15667.5	inf	0.05803531	0.338529	0.246361	0.141874	0.273236	71620	97625.7	239114	58653.8	226116	984390	173864.2
3981	1	-1806.34	-1413.13	-393.211	0.00108502	0.43132	0.0246745	0.0745856	0.181968	0.286366	4899.59	14017.9	19960.2	22144	inf	0.05255686	0.348491	0.266302	0.129135	0.256073	239375	442232	79622.1	41565.2	156888	672992	112579.1
3982	0	-1773.76	-1388.06	-385.704	0.00876226	0.623305	0.0130379	0.020249	0.287329	0.0473167	870.054	4000.98	12853	16724.1	inf	0.05803531	0.338529	0.246361	0.141874	0.273236	28829.5	73347.9	152304	58653.8	226861	984390	188325.5
3983	1	-1803.5	-1410.25	-393.246	0.00109506	0.435311	0.0156495	0.0752758	0.183652	0.289016	2260.26	12367.1	19960.2	22144	inf	0.05255686	0.307955	0.263063	0.133137	0.295844	118137	525200	161597	41565.2	156888	672992	271484
3984	0	-1768.01	-1389.99	-378.021	0.00876226	0.623305	0.0130379	0.020249	0.287329	0.0473167	439.487	2375	13811.7	17101.9	inf	0.05803531	0.338529	0.246361	0.141874	0.273236	28829.5	67098.4	152304	32083.5	221189	984390	192579.9
3985	1	-1816.52	-1411.01	-405.51	0.00111595	0.447949	0.0159481	0.0925909	0.187156	0.25524	3228.03	17081.9	27647.1	31625.4	inf	0.05255686	0.297218	0.253892	0.16294	0.28595	118137	525200	191282	159509	361322	672992	261799.3
3986	0	-1774.87	-1388.05	-386.82	0.0091393	0.650125	0.0135989	0.0211203	0.299693	0.00632309	352.513	2643.66	9645.62	18875.7	inf	0.05803531	0.338529	0.246361	0.141874	0.273236	29583.6	104681	197592	40035	357053	984390	255969.4
3987	1	-1821.5	-1416.76	-404.733	0.00111595	0.447949	0.0159481	0.0925909	0.187156	0.25524	1800.53	16359.5	30822.2	35257.3	inf	0.4183547	0.293894	0.262237	0.161117	0.282752	118137	525200	191282	58420.2	953794	184963	201569.2
3988	0	-1773.1	-1387.78	-385.323	0.00915759	0.651426	0.0136261	0.0211626	0.240659	0.0639691	911.122	2308.61	11556.7	16483.4	inf	0.05803531	0.338856	0.246599	0.141046	0.2735	112588	104681	197592	60284.6	307704	984390	178282.3
3989	1	-1810.88	-1409.58	-401.297	0.000538501	0.607125	0.00769575	0.0520764	0.196805	0.135759	1800.53	16359.5	30892.3	35257.3	inf	0.2989023	0.293894	0.262237	0.161117	0.282752	74563.5	525200	191282	58420.2	133372	184963	181032.4
3990	0	-1781.82	-1390.53	-391.286	0.00851574	0.605768	0.0827601	0.0196793	0.223791	0.0594856	911.122	3987.83	16313.4	25090.3	inf	0.3410825	0.323798	0.267209	0.147647	0.261346	112588	104681	239600	111922	307704	984390	180182.8
3991	1	-1809.83	-1410.65	-399.182	0.000531312	0.59902	0.0209431	0.0513812	0.194178	0.133947	1501.05	17399.3	28626.6	37487.7	inf	0.2989023	0.292205	0.266477	0.160191	0.281127	74563.5	544576	191282	64040.1	133372	184963	234721.8
3992	0	-1792.42	-1392.27	-400.158	0.00890319	0.605532	0.0827277	0.0196716	0.223704	0.0594623	2256.88	5191.86	21348.4	38265.5	inf	0.3410825	0.32586	0.275456	0.135673	0.263011	112588	278093	203344	71667.7	307704	218819	195180.9
3993	1	-1809.98	-1406.6	-403.377	0.000532847	0.60075	0.0210035	0.0486415	0.194739	0.134334	1459.17	15897.3	23681.9	37205.9	inf	0.2495273	0.323591	0.254661	0.153088	0.268661	74563.5	544576	458462	64040.1	133372	621967	232957.8
3994	0	-1802.62	-1402.76	-399.856	0.00851309	0.579	0.0811382	0.0188097	0.213902	0.0986376	2059.72	4253.14	18878.4	30137.3	inf	0.3410825	0.327179	0.276571	0.136222	0.260029	168974	278093	896625	71667.7	139039	253686	296690.3
3995	1	-1806.17	-1405.31	-400.858	0.000821119	0.633981	0.036665	0.0771855	0.141712	0.109635	1459.17	16788.5	21832.5	29099.2	inf	0.103632	0.323591	0.254661	0.153088	0.268661	74563.5	578092	458462	64040.1	133372	675047	209385.5
3996	0	-1794.62	-1397.72	-396.894	0.0054425	0.586386	0.0866708	0.00497413	0.216631	0.0998959	1357.44	4795.82	20261.1	36814.9	inf	0.3410825	0.327179	0.276571	0.136222	0.260029	168974	233400	481169	85113.9	139039	182487	203760.3
3997	1	-1803.97	-1407.95	-396.018	0.000847258	0.672043	0.0378322	0.0299291	0.146223	0.113125	1459.17	16602.6	26192.6	29099.2	inf	0.103632	0.342266	0.249318	0.12425	0.284166	62262.1	704335	388136	37174.5	133372	675047	296450.3
3998	0	-1795.16	-1396.07	-399.088	0.0054425	0.586386	0.0866708	0.00497413	0.216631	0.0998959	2853.8	8137.84	26160.3	36814.9	inf	0.3020539	0.306052	0.293346	0.147018	0.253584	251669	258001	233527	85113.9	190355	182487	190811.2
3999	1	-1787.82	-1405.04	-382.783	0.00248178	0.670943	0.0377703	0.0298801	0.145984	0.11294	910.333	10473.8	16340.8	18801.8	inf	0.103632	0.318427	0.250906	0.166293	0.264374	62262.1	237461	133831	18563.3	133372	675047	184946.7
4000	0	-1801.52	-1397.11	-404.406	0.0073179	0.623824	0.0922043	0.00529171	0.165088	0.106274	3862.94	8039.71	27007	45281.9	inf	0.3020539	0.361107	0.258087	0.129347	0.251459	264879	268487	143071	189668	73107.1	250153	227207.2
4001	1	-1793.26	-1404.14	-389.118	0.00264192	0.714237	0.0402075	0.0318082	0.155404	0.0557012	4006.32	7490.87	17173	19759.4	inf	0.103632	0.318278	0.251257	0.166215	0.26425	144070	172823	133831	15908.4	133372	211260	181779.6
4002	0	-1803	-1396.66	-406.335	0.00583502	0.700051	0.0735202	0.00421941	0.131635	0.0847387	5196.17	8798.93	18799.6	47863.5	inf	0.3020539	0.353592	0.252716	0.126655	0.267037	456199	681957	143071	189668	81366.1	429411	227207.2
4003	1	-1788.9	-1403.66	-385.24	0.0027286	0.737672	0.0415267	0.0328518	0.160503	0.0247183	3325.77	6722.21	12856.4	15458.6	inf	0.08301284	0.327212	0.258565	0.148132	0.26609	144070	172823	133831	15908.4	121605	90911.6	132438.6
4004	0	-1794.75	-1393.36	-401.384	0.00583502	0.700051	0.0735202	0.00421941	0.131635	0.0847387	3505.52	6694.37	15917.9	35885.7	inf	0.3020539	0.346441	0.267829	0.124094	0.261636	194822	667337	234040	126606	81366.1	646072	176570.9
4005	1	-1792.17	-1406.83	-385.342	0.00276038	0.746262	0.0303651	0.0332344	0.162372	0.0250062	2896.52	8984.6	13364.4	18738.4	inf	0.2555256	0.33177	0.262167	0.136267	0.269797	144070	172823	67112.5	32581.7	93258.6	485281	104383.9
4006	0	-1793.12	-1394.09	-399.031	0.00499305	0.599037	0.0629116	0.00361057	0.256936	0.0725113	2319.8	7433.97	18547.7	27853.1	inf	0.3020539	0.335582	0.272279	0.126155	0.265983	194822	667337	209146	125977	81366.1	646072	173164.8
4007	1	-1796.08	-1404.49	-391.593	0.0045003	0.753008	0.0198851	0.0335348	0.16384	0.0252322	3305.37	11154.7	17010.4	21640.8	inf	0.2555256	0.324845	0.256694	0.150329	0.268132	144070	343979	74600.8	32581.7	92139.2	485281	146129.4
4008	0	-1791.86	-1395.65	-396.215	0.00532124	0.638411	0.0670467	0.00632869	0.273825	0.0090677	1206.44	7507.92	15296.2	28191.9	inf	0.3020539	0.334613	0.270046	0.130125	0.265215	194822	228572	209146	125977	241118	646072	213975.9
4009	1	-1802.33	-1407.58	-394.753	0.000901764	0.552834	0.0394745	0.0499956	0.309179	0.0476153	2204.21	8558.75	16792.6	25212.4	inf	0.2555256	0.305351	0.269207	0.151702	0.273739	232076	343979	74600.8	219290	51191.2	159334	110228.3
4010	0	-1791.12	-1395.26	-395.858	0.00532124	0.638411	0.0670467	0.00632869	0.273825	0.0090677	2448.01	9491.32	14303.9	19908.1	inf	0.306973	0.334613	0.270046	0.130125	0.265215	276461	665364	175336	34140.8	241118	967309	169937.5
4011	1	-1805.26	-1407.8	-397.456	0.001005	0.507458	0.0439934	0.055719	0.344574	0.0472513	5469.67	10452.7	16335.4	29523.5	inf	0.4411479	0.30327	0.267373	0.157484	0.271873	759880	125971	191063	219290	51191.2	562226	146182.4
4012	0	-1785.96	-1393.86	-392.097	0.00532124	0.638411	0.0670467	0.00632869	0.273825	0.0090677	3917.66	9186.08	13284.8	19020.1	inf	0.3579678	0.334613	0.270046	0.130125	0.265215	276461	312744	63239.3	29542	241118	967309	169937.5
4013	1	-1803.24	-1409.24	-394.001	0.00100295	0.506424	0.0439038	0.0556055	0.343872	0.0491918	4508.09	6748.02	18006.5	29523.5	inf	0.4411479	0.305854	0.26965	0.150307	0.274189	606480	125971	289259	157716	51191.2	717980	114455.7
4014	0	-1785.63	-1393.77	-391.858	0.00532124	0.638411	0.0670467	0.00632869	0.273825	0.0090677	3712.38	10455.4	13508.4	19340.2	inf	0.3579678	0.349002	0.263378	0.127584	0.260036	543756	312744	63239.3	43369.2	241118	967309	172797.2
4015	1	-1803.71	-1409.13	-394.586	0.00101619	0.527129	0.00484254	0.0578789	0.357931	0.0512029	4182.84	6885.05	18006.5	32151.1	inf	0.4411479	0.314384	0.263423	0.149492	0.272702	336146	114388	301401	324357	48821.7	717980	111720.3
4016	0	-1784.31	-1391.2	-393.109	0.0056924	0.61319	0.0717232	0.00677012	0.292924	0.00970018	3803.59	10677.8	13984	23945.7	inf	0.2857948	0.341549	0.257754	0.146214	0.254483	527406	312744	63239.3	43369.2	134088	390540	177042.5
4017	1	-1806.8	-1411.68	-395.121	0.00098381	0.658739	0.00468822	0.117831	0.168186	0.0495712	4539.54	5986.65	17780.4	27969.8	inf	0.4595552	0.316297	0.258941	0.150401	0.274361	476490	68250.7	447453	324357	48821.7	717980	98482.23
4018	0	-1783.88	-1389.91	-393.977	0.0057416	0.61849	0.0597384	0.0107902	0.295456	0.00978402	6661.89	10567.3	13799.3	23525.3	inf	0.2857948	0.321094	0.261835	0.137457	0.279614	527406	312744	63239.3	41503.1	134088	223168	121354.6
4019	1	-1804.54	-1408.21	-396.338	0.00100431	0.651627	0.00478593	0.120287	0.171692	0.0506043	4771.73	6471.71	17780.4	28894.1	inf	0.3109434	0.313086	0.266462	0.148875	0.271577	581049	68250.7	447453	324357	48821.7	574116	127111.7
4020	0	-1794.16	-1392.99	-401.168	0.00749062	0.614223	0.0655858	0.00956655	0.293417	0.00971652	5105.48	16283.2	19007.5	38534.9	inf	0.2857948	0.315927	0.273715	0.135245	0.275114	527406	312744	63239.3	175912	240743	588790	168366.1
4021	1	-1803.3	-1402.87	-400.429	0.00113101	0.733831	0.00538969	0.00930914	0.193351	0.0569882	6275.28	8965.47	22731.7	34336	inf	0.2737302	0.318722	0.271259	0.133554	0.276465	306978	68250.7	337595	324357	48821.7	574116	176091.9
4022	0	-1788.84	-1391.36	-397.484	0.00532508	0.729921	0.0466249	0.00680085	0.20859	0.0027381	3911.35	16283.2	17309.5	38534.9	inf	0.2857948	0.311435	0.273546	0.140074	0.274945	527406	838507	33799.3	143520	215117	976465	184455.4
4023	1	-1807.82	-1405.23	-402.593	0.00226129	0.733001	0.00538359	0.00929861	0.193132	0.0569237	5446.7	8965.47	20296.9	34336	inf	0.2652522	0.318634	0.271183	0.133517	0.276666	576399	127434	394879	372530	48821.7	102284	159153.2
4024	0	-1791.95	-1395.53	-396.419	0.00563027	0.771754	0.0492971	0.0448241	0.1256	0.00289502	4695.75	16283.2	17407.5	30302.9	inf	0.5726032	0.329658	0.23104	0.14827	0.291032	527406	702468	16134.3	108431	176539	976965	206278.4
4025	1	-1806.8	-1403.21	-403.59	0.00236519	0.76668	0.00144044	0.00972586	0.160249	0.0595392	7074.3	18338.4	24499	39663.6	inf	0.2571969	0.318634	0.271183	0.133517	0.276666	683496	370620	153072	131513	62242.3	4783.22	170176.5
4026	0	-1793.13	-1394.91	-398.229	0.0055107	0.755364	0.0482501	0.065109	0.122932	0.00283354	6659.12	16316.7	17407.5	39358.1	inf	0.5726032	0.328084	0.234712	0.147562	0.289642	334440	311449	16134.3	155887	350859	976965	242673.6
4027	1	-1801.85	-1404.45	-397.399	0.00236519	0.76668	0.00144044	0.00972586	0.160249	0.0595392	7599.61	13015.3	16875.4	26430.3	inf	0.2571969	0.32641	0.253397	0.136776	0.283417	632561	370620	153072	106334	112255	5609.03	161381.5
4028	0	-1794.99	-1397.39	-397.599	0.01983	0.744488	0.0475554	0.0641715	0.121162	0.00279274	3484.46	14530.3	15533.5	23182.6	inf	0.5726032	0.343499	0.224104	0.154495	0.277902	666479	308774	16134.3	155887	496784	390160	223752.2
4029	1	-1809.09	-1405.65	-403.442	0.00236519	0.76668	0.00144044	0.00972586	0.160249	0.0595392	9642.5	15635.7	22682.2	35454.2	inf	0.2164458	0.32739	0.254159	0.134182	0.284269	632561	370620	80837.9	106334	112255	65100.2	211597.9
4030	0	-1794.37	-1396.4	-397.979	0.0198561	0.745466	0.0476179	0.0642558	0.121321	0.00148273	3481.62	13679.5	14624	33064.6	inf	0.5726032	0.308735	0.23845	0.155281	0.297534	382533	254999	53616.7	133883	496784	381139	210651.3
4031	1	-1804.08	-1406.39	-397.693	0.0021581	0.699551	0.00131432	0.00887428	0.146218	0.141884	12147.9	14763.3	18647	26592.3	inf	0.2164458	0.329689	0.26098	0.137784	0.271547	632561	400381	49002.1	106334	69971	532743	145754.1
4032	0	-1796.58	-1399.89	-396.687	0.0325313	0.572901	0.0780151	0.105274	0.198768	0.0125105	3481.62	13679.5	14624	28704.2	inf	0.5726032	0.31418	0.242655	0.140383	0.302782	382533	684184	26357.8	133883	496784	381139	202064
4033	1	-1800.29	-1404.02	-396.263	0.000842699	0.705823	0.0013261	0.00132288	0.147529	0.143156	12147.9	16121.3	18647	25771.4	inf	0.2164458	0.324331	0.256739	0.151796	0.267134	632561	400381	57920.1	106334	69971	450280	138373
4034	0	-1795.56	-1400.79	-394.768	0.0324803	0.572003	0.0778928	0.106676	0.198456	0.0124909	3467.09	13284.2	14455.6	26135.9	inf	0.5726032	0.30899	0.238647	0.154582	0.297781	162551	276839	18229.4	133883	319203	381139	154326.9
4035	1	-1796.54	-1405.95	-390.59	0.000826445	0.692209	0.00130052	0.00129737	0.163971	0.140395	6587.04	10310.7	12925.4	24576.6	inf	0.2164458	0.324331	0.256739	0.151796	0.267134	529744	133776	94775.7	91009.6	78673.7	450280	154871.7
4036	0	-1786.39	-1396.1	-390.29	0.0354732	0.624709	0.0514514	0.193601	0.0778908	0.0168748	2785.18	12918.8	13586.2	24564	inf	0.239645	0.311843	0.24085	0.146777	0.30053	162551	236113	18229.4	133883	319203	381139	206997.3
4037	1	-1805.23	-1407.26	-397.965	0.000816863	0.684183	0.00504979	0.00911259	0.16207	0.138767	12113.7	16420.3	21620.7	29620	inf	0.2164458	0.324331	0.256739	0.151796	0.267134	529744	133776	94775.7	91009.6	139645	302380	227378.8
4038	0	-1787.87	-1396	-391.877	0.0588582	0.528931	0.0853697	0.0900491	0.129239	0.107553	1428.85	12417.3	13629.7	24564	inf	0.2700245	0.308115	0.236769	0.15968	0.295436	162551	850151	22360.8	58422.4	319203	381139	211950.2
4039	1	-1794.32	-1403.23	-391.089	0.000811163	0.679409	0.00501456	0.0160265	0.160939	0.137799	8263.94	10943.5	14227.8	18935.6	inf	0.2164458	0.32417	0.246383	0.147184	0.282262	520737	133776	94775.7	72451.2	192695	302380	145359.7
4040	0	-1793.16	-1398.03	-395.125	0.044003	0.395434	0.0758799	0.0673216	0.336953	0.0804078	2116.13	12417.3	13629.7	24564	inf	0.2700245	0.310329	0.23847	0.160828	0.290374	162551	850151	11067.3	170622	435599	59903.2	272187.9
4041	1	-1798.3	-1403.96	-394.339	0.00102421	0.661282	0.0063316	0.0202358	0.13133	0.179796	9682.98	13108.1	15553.1	22037.4	inf	0.2164458	0.32803	0.244976	0.146344	0.28065	762681	133776	94775.7	72451.2	278142	302380	150954.1
4042	0	-1791.13	-1396.67	-394.464	0.0457165	0.410833	0.0398939	0.0699432	0.350074	0.083539	2692.72	12516	13738	18330.8	inf	0.04715789	0.304962	0.266258	0.143428	0.285352	409090	368250	11067.3	170622	314238	34741.3	274350.9
4043	1	-1797.36	-1405.13	-392.236	0.00162429	0.472897	0.0100413	0.0220223	0.208276	0.285139	9806.33	13130.9	14718	20264.9	inf	0.2164458	0.32803	0.244976	0.146344	0.28065	762681	206576	94775.7	72451.2	76739.3	770871	150954.1
4044	0	-1792.94	-1399.93	-393.004	0.0457165	0.410833	0.0398939	0.0699432	0.350074	0.083539	4743.92	12516	13683.2	18330.8	inf	0.04715789	0.298494	0.260611	0.140386	0.300509	409090	368250	51082.2	89742.8	314238	65401	245413.8
4045	1	-1803.04	-1407.38	-395.661	0.00157497	0.458536	0.00973634	0.0517218	0.201951	0.27648	5207.64	14498.4	16927.5	20989.7	inf	0.1314032	0.331321	0.247434	0.155174	0.26607	762681	506272	94775.7	95618.1	76739.3	770871	150481.3
4046	0	-1785.5	-1392.82	-392.684	0.0218563	0.726331	0.0190726	0.0334387	0.167365	0.0319362	7469.7	11239.3	14296.8	19810.5	inf	0.04715789	0.305127	0.266402	0.143506	0.284965	409090	368250	51082.2	26612.5	220800	65401	199104.6
4047	1	-1805.76	-1410.48	-395.281	0.00158793	0.462308	0.001589	0.0521473	0.203613	0.278755	8057.87	12204.5	16927.5	20989.7	inf	0.1916664	0.325667	0.243212	0.169593	0.261529	762681	128845	129159	45608.1	271915	770871	226875.4
4048	0	-1788.48	-1393.62	-394.859	0.0212875	0.707429	0.0412543	0.0359149	0.163009	0.0311051	5873	11446.3	13125.2	20224.7	inf	0.04715789	0.326704	0.257412	0.140535	0.275348	392875	439403	22823	19139.7	60568.6	319641	222745.1
4049	1	-1814.91	-1414.07	-400.84	0.00245279	0.461908	0.00158763	0.0521021	0.203436	0.278513	10948.8	14882.1	19488.2	31336.4	inf	0.1916664	0.329394	0.245995	0.171534	0.253077	849357	128845	66051.1	47204.4	271915	770871	296196.6
4050	0	-1781.13	-1392.62	-388.51	0.0206334	0.685692	0.0399867	0.0348114	0.188727	0.0301493	5919.6	11693.2	13241.7	20224.7	inf	0.04715789	0.330109	0.260095	0.131578	0.278218	392875	224857	28737.2	19139.7	123981	117905	137223.4
4051	1	-1796.79	-1409.87	-386.924	0.00244341	0.460141	0.00158155	0.115933	0.202658	0.217243	5150.32	8314.27	9921.39	15478.7	inf	0.1916664	0.329394	0.245995	0.171534	0.253077	315102	146733	66051.1	83613	85616.6	627707	205067.6
4052	0	-1779.86	-1394.1	-385.762	0.0246502	0.68288	0.0398227	0.0346686	0.187953	0.0300257	5303.76	9972.26	12048.5	17625.2	inf	0.1078838	0.327735	0.258224	0.137824	0.276217	413517	224857	28737.2	39474.9	123981	117396	93140.38
4053	1	-1807.23	-1411.48	-395.751	0.00255574	0.481295	0.00165426	0.121263	0.166002	0.22723	8310.72	10202.8	17274.6	22540.4	inf	0.1916664	0.317909	0.237418	0.162164	0.282509	315102	279178	200061	33624	85616.6	780324	176913.4
4054	0	-1777.29	-1391.64	-385.642	0.0241121	0.667973	0.0389534	0.055741	0.18385	0.0293702	3242.67	9660.76	12040.2	17625.2	inf	0.1078838	0.327735	0.258224	0.137824	0.276217	116080	142159	45013.8	39474.9	123981	117396	90216.37
4055	1	-1805.7	-1410.34	-395.36	0.00255906	0.481921	0.000356126	0.121421	0.166217	0.227525	4443.28	8106.03	18185.4	23728.8	inf	0.1916664	0.317909	0.237418	0.162164	0.282509	315102	279178	110218	33624	85616.6	780324	187843
4056	0	-1779.02	-1393.91	-385.105	0.101863	0.597398	0.0348378	0.0752091	0.164425	0.0262671	2394.63	10851.7	12229.3	19187.9	inf	0.0294333	0.328711	0.256016	0.138234	0.277039	116080	232399	45013.8	83590.6	123981	87096.1	94462.06
4057	1	-1808.57	-1408.79	-399.784	0.00198637	0.550796	0.000734331	0.0942479	0.129019	0.223216	3472.7	8800.86	18508.5	35420.1	inf	0.1916664	0.339556	0.223791	0.152857	0.283797	315102	279178	342883	151328	136352	780324	154510.1
4058	0	-1786.33	-1397.25	-389.081	0.0874289	0.512747	0.0299013	0.064552	0.282825	0.0225451	2068.26	13391.5	15881.2	22766.1	inf	0.0294333	0.303274	0.265717	0.143472	0.287537	116080	254770	45013.8	83590.6	123981	87096.1	133864.5
4059	1	-1811.15	-1409.42	-401.733	0.00163012	0.452011	0.00060263	0.131435	0.231139	0.183183	4949.04	10944.3	18508.5	28589.7	inf	0.1916664	0.32275	0.229485	0.156746	0.291018	381932	279178	123378	100953	69039.6	780324	221828.5
4060	0	-1783.66	-1397.11	-386.545	0.1549	0.474837	0.0276905	0.0597794	0.261915	0.0208782	1609.43	11503.5	14436.1	19902.7	inf	0.07325626	0.32104	0.259191	0.141934	0.277835	116080	254770	40845.2	40447.4	180744	195941	114866.2
4061	1	-1805.9	-1409.02	-396.882	0.000636957	0.761301	0.000235474	0.0759336	0.090316	0.0715774	3225.59	9975.17	16990.2	25966.1	inf	0.1045044	0.334313	0.224216	0.157135	0.284336	293547	279178	123378	100953	101889	780324	268749.4
4062	0	-1782.68	-1393.78	-388.896	0.0204567	0.550377	0.0320957	0.0692894	0.303582	0.0241996	3132.13	11829	13942.6	19902.7	inf	0.07325626	0.32104	0.259191	0.141934	0.277835	116080	680600	40845.2	20331.5	105684	195941	123464.3
4063	1	-1802.09	-1405.42	-396.67	0.000701128	0.737253	0.000259197	0.0835836	0.099415	0.0787886	7696.07	9968.38	12171.1	35906.7	inf	0.1045044	0.306906	0.235691	0.165177	0.292225	293547	201193	123378	285727	101889	780324	145237.7
4064	0	-1779.36	-1392.83	-386.536	0.0247068	0.541122	0.0437775	0.0681242	0.298477	0.0237927	1250.95	10722.6	13904.9	19902.7	inf	0.07325626	0.31893	0.264061	0.141001	0.276008	94718	680600	60419.5	24202.1	105684	284800	166079.3
4065	1	-1799.65	-1406.6	-393.052	0.000419758	0.634701	0.000223142	0.0719571	0.22487	0.0678291	7696.07	9665.09	12171.1	32806	inf	0.1045044	0.312143	0.23391	0.163929	0.290017	385682	83415.2	56048.4	164295	194054	780324	229846.6
4066	0	-1777.29	-1392	-385.285	0.0247068	0.541122	0.0437775	0.0681242	0.298477	0.0237927	1265.4	10698.5	13596.7	18372	inf	0.07325626	0.302527	0.27042	0.144397	0.282656	94718	377133	52985.8	57400.8	155013	284800	138415.8
4067	1	-1801.48	-1406.95	-394.529	0.000419758	0.634701	0.000223142	0.0719571	0.22487	0.0678291	7860.44	10007.2	13644.5	22925.4	inf	0.1045044	0.312126	0.233897	0.163977	0.290001	894179	83415.2	56048.4	164295	199573	556006	128672.6
4068	0	-1775.08	-1390.65	-384.428	0.0292918	0.641542	0.0519016	0.0241346	0.224922	0.0282081	1265.4	10549.1	13124.8	19233.4	inf	0.05157223	0.322135	0.262818	0.140337	0.274709	94718	377133	52985.8	57400.8	119112	476551	140627.6
4069	1	-1797.42	-1405.48	-391.941	0.000440633	0.666265	0.000234239	0.0755356	0.236053	0.0214715	6608.91	7916.99	11700.7	22925.4	inf	0.1045044	0.317041	0.237581	0.166559	0.278819	723929	50615.5	56048.4	177720	230524	128090	122939.4
4070	0	-1776.98	-1391.04	-385.94	0.0292918	0.641542	0.0519016	0.0241346	0.224922	0.0282081	1079.92	9118.22	11485.9	16414.2	inf	0.05157223	0.30953	0.259153	0.147812	0.283505	94718	377133	96775.1	98233.4	119112	134304	123001.6
4071	1	-1797.41	-1403.41	-394.002	0.000362988	0.681155	0.000239474	0.0772237	0.219068	0.0219514	7135.24	10299	11700.7	22925.4	inf	0.1654587	0.325504	0.240658	0.151407	0.282431	723929	50615.5	56048.4	57222.1	230524	128090	167295.5
4072	0	-1784.93	-1397.83	-387.095	0.063273	0.341664	0.112112	0.0521329	0.369886	0.060932	1079.92	7931.35	9913.87	18305.9	inf	0.1206875	0.315774	0.244207	0.150794	0.289225	62396.2	377133	96775.1	61310.6	119112	134304	209747.7
4073	1	-1798.53	-1403.69	-394.837	0.000333159	0.703863	0.00371309	0.0708779	0.201066	0.0201475	7761.15	10639.6	13925.6	21924.1	inf	0.1627207	0.326364	0.241294	0.151807	0.280534	532282	216596	56048.4	57222.1	228169	867324	138193.9
4074	0	-1794.57	-1402.5	-392.075	0.063273	0.341664	0.112112	0.0521329	0.369886	0.060932	1845.62	6061.68	11435.3	18763.7	inf	0.1206875	0.309309	0.272327	0.168158	0.250206	127227	142699	107930	61310.6	505110	134304	144401.5
4075	1	-1798.49	-1405.93	-392.555	0.000315122	0.665755	0.00351206	0.0555414	0.255819	0.0190567	7845.87	11331.7	12871	24040.5	inf	0.1627207	0.320337	0.255306	0.149004	0.275353	532282	216596	36182.6	60984.5	277812	867324	214459
4076	0	-1784.42	-1401.16	-383.254	0.070382	0.380052	0.124709	0.0579902	0.29909	0.067778	3839.03	5396.65	8799.56	12699.1	inf	0.1206875	0.314775	0.259467	0.171129	0.254628	285919	133356	115429	30747.2	248095	488253	108436.9
4077	1	-1797.09	-1403.58	-393.516	0.000315122	0.665755	0.00351206	0.0555414	0.255819	0.0190567	7365.06	9515.54	12622.6	17700	inf	0.1627207	0.320337	0.255306	0.149004	0.275353	532282	194430	114519	60984.5	298263	228605	246362.5
4078	0	-1801.29	-1402.58	-398.704	0.0867532	0.468454	0.153716	0.0714791	0.136054	0.0835436	2318.59	10268.5	16988.6	22647.6	inf	0.1446605	0.314775	0.259467	0.171129	0.254628	285919	421395	115429	76056.9	487342	488253	196248.7
