Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size[1]	pop_size[2]	pop_size[3]	pop_size[4]	pop_size[5]	pop_size[6]	root_height
422	-1809.58	-1408.67	-400.91	0.0782666	0.733893	0.0261518	0.0293846	0.0817759	0.050528	3791.99	12947.3	16743	27280.4	inf	0.1327896	0.325387	0.23659	0.14146	0.296562	169292	547508	128746	332048	141683	554106	151422.9
423	-1803.89	-1408.01	-395.882	0.0533281	0.760532	0.0271011	0.0304512	0.0578753	0.0707124	3167.64	11182.1	13786.1	22651.6	inf	0.06630958	0.35444	0.257714	0.136888	0.250959	169292	384434	62215.2	291831	146230	986501	140992.7
424	-1799.72	-1408.6	-391.116	0.0533281	0.760532	0.0271011	0.0304512	0.0578753	0.0707124	690.73	11334.8	13974.3	41079.7	inf	0.1475053	0.35464	0.252908	0.146172	0.246279	72044.7	387827	83265.6	210313	90711.9	986501	141623.7
425	-1794.33	-1407.36	-386.964	0.0107247	0.806421	0.0142188	0.0322886	0.0613674	0.0749791	461.252	6736.34	10422.8	27432	inf	0.1475053	0.336684	0.263087	0.156009	0.24422	72044.7	266722	66354.3	377145	113515	262589	99592.71
426	-1793.82	-1405.53	-388.284	0.0105674	0.794593	0.0140102	0.0115053	0.0935987	0.0757251	568.544	8687.47	11693.2	35842.9	inf	0.1472538	0.332017	0.28794	0.139209	0.240835	43069.5	279617	66354.3	240213	166976	262589	121842.5
427	-1800.09	-1404.09	-396.001	0.00999495	0.751548	0.0132513	0.010882	0.142701	0.0716228	674.842	9644.07	13543.7	40662.8	inf	0.1472538	0.333447	0.289179	0.139808	0.237566	52941	199770	140271	380070	329945	262589	140329.1
428	-1796.18	-1401.82	-394.367	0.0123527	0.69294	0.0163771	0.013449	0.176363	0.088518	598.928	3755.36	14303.9	36088.6	inf	0.03641761	0.313205	0.287198	0.148041	0.251556	60720.7	247418	140271	136575	406510	232286	172642.5
429	-1812.2	-1409.73	-402.47	0.011608	0.651167	0.0153898	0.0729225	0.165731	0.0831818	1520.6	4808.34	21698.3	48872	inf	0.03641761	0.313205	0.287198	0.148041	0.251556	60720.7	195462	189531	136575	348337	232286	156179.5
430	-1813.47	-1412.66	-400.806	0.0109972	0.616902	0.0071639	0.0690853	0.15701	0.138842	1320.76	11878.3	21557.2	36088.6	inf	0.03641761	0.311708	0.285826	0.152113	0.250353	124370	195462	189531	82534.8	213791	151562	165681.3
431	-1803.95	-1409.55	-394.408	0.0109972	0.616902	0.0071639	0.0690853	0.15701	0.138842	785.005	7570.03	13689.4	22999.3	inf	0.03641761	0.324137	0.25632	0.158567	0.260976	150979	301101	196049	82534.8	314339	94329.3	143516.8
432	-1805.27	-1411.16	-394.11	0.0111505	0.625502	0.00726377	0.0452618	0.159199	0.151623	764.745	13518.9	17934.2	30147.8	inf	0.03641761	0.312298	0.287239	0.14902	0.251443	93029.3	376317	159886	77799.5	314339	152973	145775.1
433	-1809.5	-1409.8	-399.707	0.00810655	0.638108	0.00205037	0.032906	0.11574	0.203089	973.875	10957.9	21217.6	38392.2	inf	0.1279557	0.312298	0.287239	0.14902	0.251443	93029.3	257816	180981	77799.5	443760	152973	158507.5
434	-1796.78	-1405.36	-391.428	0.00749099	0.671256	0.00189468	0.0366767	0.153347	0.129335	995.189	11031.9	15008	26524.5	inf	0.0381244	0.312298	0.287239	0.14902	0.251443	90163.6	363236	132032	55463	145875	156403	166033
435	-1802.04	-1410.42	-391.62	0.00749099	0.671256	0.00189468	0.0366767	0.153347	0.129335	825.365	14022.6	17374.6	31780.7	inf	0.2857852	0.303801	0.290788	0.150861	0.25455	68378	489616	159615	55463	149192	64753.9	195998.5
436	-1795.4	-1405.33	-390.077	0.0104566	0.66925	0.00188901	0.0365671	0.152888	0.128949	364.756	14415.7	18882.8	32147	inf	0.2857852	0.306116	0.260804	0.159371	0.273709	31699	561597	233370	77975.7	178974	64753.9	198257.5
437	-1794.96	-1402.08	-392.88	0.00805251	0.741998	0.0047492	0.02816	0.117738	0.0993021	420.813	13594.7	20147.1	36172.1	inf	0.2014101	0.333668	0.250837	0.1529	0.262596	31699	544594	216455	77975.7	280524	49097	211532.6
438	-1795.18	-1406.38	-388.8	0.00486923	0.751539	0.00481027	0.0485171	0.119252	0.0710126	355.337	9976.16	15235.2	29265.4	inf	0.2014101	0.333668	0.250837	0.1529	0.262596	40092.1	561871	88643.1	66698.7	280524	78243.5	136895.2
439	-1791.73	-1407.39	-384.339	0.00655729	0.570233	0.00647789	0.065337	0.255764	0.0956312	383.256	9242.82	12019.7	19142.8	inf	0.08321102	0.333668	0.250837	0.1529	0.262596	44351.4	530560	92986.8	39494.9	199368	40881.8	254136.1
440	-1782.12	-1402.56	-379.564	0.00801454	0.696958	0.00791749	0.0798572	0.156335	0.0509181	459.042	6108.68	8368.69	14477.6	inf	0.3926574	0.319446	0.25619	0.156163	0.2682	27432.7	367839	44663.7	59729.7	199368	61536.1	236238.3
441	-1775.83	-1403.21	-372.624	0.00801454	0.696958	0.00791749	0.0798572	0.156335	0.0509181	334.564	4532.2	6047.84	7398.28	inf	0.3926574	0.313915	0.269069	0.153459	0.263557	21089.1	465838	57874.3	27254.8	266209	46404.4	172177.9
442	-1794.71	-1409.2	-385.502	0.0161019	0.490204	0.0159069	0.160439	0.21505	0.102299	697.857	9453.59	14554.3	15431.9	inf	0.3926574	0.326413	0.239969	0.159569	0.27405	21089.1	465838	65547.4	25466.1	365784	25563	305292.5
443	-1781.37	-1406.41	-374.96	0.00682822	0.487081	0.0158056	0.136172	0.252466	0.101647	286.667	7766.87	9870.38	11191.1	inf	0.3926574	0.326413	0.239969	0.159569	0.27405	20941.3	435011	44530.9	19277.4	290420	32316.8	217882.2
444	-1782.37	-1407.77	-374.605	0.0065456	0.49259	0.00503361	0.137712	0.255322	0.102797	276.369	7487.86	10175.5	10789.1	inf	0.5903248	0.314808	0.26699	0.153896	0.264306	27874.7	696338	53474.1	9087.04	473653	32316.8	214464.9
445	-1775.07	-1402.77	-372.301	0.00476831	0.630364	0.00366686	0.10032	0.185996	0.0748849	198.199	6609.42	10175.5	10789.1	inf	0.1993957	0.315056	0.267201	0.153229	0.264515	30227.4	395165	89913.3	5351.24	327292	37670.1	240177.5
446	-1776.02	-1402.38	-373.639	0.00578426	0.675276	0.00392812	0.0596707	0.199248	0.056093	698.806	6609.42	10307	10789.1	inf	0.1993957	0.315056	0.267201	0.153229	0.264515	29992.9	395165	87766	4703.68	293029	93066.6	261612.7
447	-1788.59	-1405.35	-383.239	0.00579672	0.67673	0.00178386	0.0597992	0.199676	0.0562138	1021.29	8629.02	15063.4	15768	inf	0.2416183	0.315056	0.267201	0.153229	0.264515	29992.9	460856	79960.9	8175.21	382827	42773.1	294511.5
448	-1786.95	-1406.68	-380.271	0.00516206	0.602637	0.00318609	0.161141	0.177815	0.0500591	1021.29	10072.5	15255.3	15768	inf	0.2416183	0.315056	0.267201	0.153229	0.264515	36354.3	573091	89242.7	4951.59	287364	70406.1	249236.3
449	-1783.62	-1407.14	-376.485	0.0209692	0.589487	0.00901867	0.157624	0.173934	0.0489667	551.038	8257.9	12877.7	13480	inf	0.1310534	0.3144	0.266644	0.154993	0.263964	61688	509800	89242.7	5671.54	227614	121302	302412.6
450	-1786.9	-1407.71	-379.189	0.0169343	0.476057	0.00728329	0.273846	0.186335	0.0395445	491.516	5805.48	11486.7	12024	inf	0.4140701	0.3144	0.266644	0.154993	0.263964	61688	447014	165751	8757.77	473162	101153	246021.6
451	-1782.82	-1407.57	-375.247	0.011966	0.495324	0.000854869	0.193504	0.131668	0.166683	491.516	6214.41	11539	12024	inf	0.08159965	0.31564	0.267696	0.14805	0.268613	30900.4	195565	165751	8757.77	167818	140805	308091.5
452	-1778.02	-1405.6	-372.42	0.0131462	0.544175	0.000939181	0.113963	0.144653	0.183123	467.31	5112.43	10970.7	11431.8	inf	0.3162093	0.311076	0.263826	0.160369	0.264729	20525.4	195565	131915	7879.03	174124	225888	247272.1
453	-1780.35	-1407.53	-372.827	0.0114503	0.675119	0.000645178	0.0782882	0.0993708	0.135126	366.4	3473.29	7843.56	8476.09	inf	0.3162093	0.304299	0.24614	0.156876	0.292685	20525.4	195565	370287	11389.7	174124	262952	231830.7
454	-1778.54	-1405.01	-373.529	0.0128383	0.59632	0.000887123	0.0691505	0.150928	0.169876	363.24	3473.29	7779.6	8476.09	inf	0.1311871	0.31044	0.236735	0.160042	0.292783	13357.4	135112	370287	11389.7	193854	355309	231830.7
455	-1778.93	-1407.95	-370.981	0.0136808	0.570331	0.000442136	0.0736887	0.160832	0.181025	343.418	2260.66	7779.6	8476.09	inf	0.1311871	0.3076	0.23457	0.158578	0.299252	13232.1	135112	370287	6721.99	194571	355309	250704.2
456	-1788.83	-1408.19	-380.642	0.0136808	0.570331	0.000442136	0.0736887	0.160832	0.181025	549.183	3417.89	11762	12815	inf	0.1311871	0.303676	0.231577	0.169312	0.295434	12262.6	114005	283329	4937.99	367875	769309	252701.6
457	-1793.55	-1412.42	-381.13	0.0913332	0.511779	0.000396746	0.0661236	0.167926	0.162441	473.528	5509.4	10141.7	11049.6	inf	0.1311871	0.304368	0.232104	0.169697	0.293831	12262.6	331564	389617	4937.99	352989	720049	189150
458	-1787.97	-1410.63	-377.34	0.0923915	0.505929	0.000594864	0.0668898	0.169872	0.164323	306.411	3242.17	8814.91	9648.86	inf	0.1311871	0.309395	0.235938	0.155982	0.298684	22897	331564	555980	7541.38	352989	798202	144940.8
459	-1793.81	-1408.59	-385.214	0.0831746	0.455458	0.000535521	0.0602169	0.252684	0.14793	469.277	5178.96	13500.3	14777.5	inf	0.1311871	0.309395	0.235938	0.155982	0.298684	22897	736381	459124	7541.38	167619	975755	221980.6
460	-1786.3	-1407.07	-379.226	0.0831746	0.455458	0.000535521	0.0602169	0.252684	0.14793	469.277	8785.43	13500.3	14777.5	inf	0.3721736	0.308416	0.235192	0.158653	0.297739	21763.8	760970	183504	7541.38	169768	975755	155084.7
461	-1785.12	-1406.84	-378.278	0.0892564	0.544662	0.00042492	0.0477804	0.200498	0.117378	469.277	10424	13550.4	14777.5	inf	0.3711059	0.308416	0.235192	0.158653	0.297739	20668.9	760970	93162.3	7541.38	230946	867103	183120.9
462	-1786.88	-1409.41	-377.472	0.0892564	0.544662	0.00042492	0.0477804	0.200498	0.117378	494.425	11297.9	13500.3	14777.5	inf	0.3711059	0.315859	0.253331	0.170889	0.259921	49759.7	760970	74518.7	7105.61	175420	627046	181497.5
463	-1779.82	-1405.63	-374.196	0.0923753	0.563695	0.00023452	0.04945	0.207504	0.086742	451.852	10325.1	12331.6	13505.1	inf	0.3711059	0.328853	0.263753	0.140872	0.266522	36015.3	392394	69775.6	12657.7	118845	848360	165869.6
464	-1783.72	-1406.57	-377.15	0.120744	0.587864	0.000244576	0.0515702	0.216401	0.0231766	391.127	7181.12	13028.7	15304.5	inf	0.04370073	0.326718	0.254537	0.139957	0.278788	36015.3	392394	95718.9	17320.8	101885	848360	165869.6
465	-1785.14	-1404.34	-380.806	0.120744	0.587864	0.000244576	0.0515702	0.216401	0.0231766	391.127	8878.64	13028.7	17378.4	inf	0.04370073	0.319915	0.270059	0.137043	0.272983	32403.6	447470	87923.9	17320.8	92861.1	397681	165869.6
466	-1782.83	-1398.86	-383.973	0.0157302	0.67438	0.00028057	0.0347736	0.248248	0.0265875	344.011	6066.08	13980.3	18647.8	inf	0.04370073	0.319915	0.270059	0.137043	0.272983	23561.5	394523	129463	13511.1	188267	424375	204880.5
467	-1784.14	-1406.11	-378.023	0.0280002	0.56853	0.00049942	0.112828	0.182727	0.107415	143.789	4809.78	13980.3	16133	inf	0.04370073	0.333365	0.266691	0.135334	0.26461	24187.6	394523	149601	16853.1	139817	835111	253106.7
468	-1776.25	-1401.79	-374.463	0.0195159	0.698889	0.000727064	0.0786406	0.12736	0.0748675	153.806	7015.48	13980.3	16133	inf	0.04370073	0.329226	0.263379	0.146071	0.261324	12735.3	246417	128439	16853.1	149113	812174	198331.7
469	-1775.02	-1400.62	-374.407	0.0198308	0.710167	0.000738797	0.0799096	0.129415	0.0599388	153.806	8480.57	13980.3	16133	inf	0.04370073	0.329328	0.263339	0.146048	0.261285	11694.7	323841	93592.5	17622.6	130795	555670	198331.7
470	-1775.43	-1401.66	-373.772	0.00927834	0.717813	0.000746751	0.0807699	0.130808	0.0605841	157.048	8277.24	14286.2	16080.8	inf	0.1118631	0.329328	0.263339	0.146048	0.261285	9814.15	323841	154062	11384.1	92825.5	795957	202513.3
471	-1774.09	-1401.36	-372.739	0.00839843	0.718218	0.00106782	0.0808155	0.130882	0.0606183	129.25	6152.92	14275.1	16080.8	inf	0.1118631	0.338178	0.249271	0.144244	0.268306	8008.47	232605	154062	8821.46	92825.5	795957	147996.1
472	-1771.86	-1401.17	-370.699	0.0101888	0.63026	0.00129545	0.15684	0.158783	0.0426328	129.25	9728.03	14275.1	16080.8	inf	0.1118631	0.334856	0.261817	0.139061	0.264265	7691.33	369572	159298	7979.29	155851	795957	166109.9
473	-1769.96	-1401.27	-368.694	0.0104396	0.645777	0.00132735	0.160702	0.138072	0.0436824	129.25	7810.38	14275.1	15007.1	inf	0.1118631	0.334856	0.261817	0.139061	0.264265	9275.57	326247	159298	7979.29	164410	691946	189267.6
474	-1767.39	-1401.75	-365.636	0.0104396	0.645777	0.00132735	0.160702	0.138072	0.0436824	117.367	4069.31	12962.6	13627.4	inf	0.1118631	0.33816	0.2644	0.140433	0.257006	7324.68	230944	159298	7979.29	164410	691946	153934
475	-1766.65	-1402.66	-363.986	0.0109146	0.675157	0.00138774	0.122518	0.144354	0.0456698	117.367	6884.21	13173.5	13627.4	inf	0.1118631	0.335078	0.261991	0.148267	0.254664	6313.12	230944	149497	3327.7	221041	702390	230731.2
476	-1767.43	-1400.95	-366.478	0.0111083	0.694087	0.00142665	0.109127	0.148401	0.035851	120.207	7050.8	13492.3	13957.2	inf	0.07929315	0.337024	0.263512	0.149128	0.250336	6800.26	181365	149497	2088.98	212536	702390	286968
477	-1763.88	-1399.12	-364.759	0.0107988	0.674743	0.00138689	0.106085	0.172134	0.0348519	76.8238	4999.66	11458.1	11852.9	inf	0.1285462	0.346013	0.244158	0.138112	0.271718	13185	107157	275460	2810.05	212536	582272	203300
478	-1763.05	-1399.65	-363.392	0.0121599	0.714248	0.00132032	0.0891924	0.143306	0.0397735	155.021	3922.07	9960.86	10304.1	inf	0.1285462	0.304117	0.259799	0.146959	0.289125	8762.27	180943	267847	2810.05	290172	404855	242812.8
479	-1767.56	-1400.21	-367.35	0.0252815	0.596614	0.00110287	0.0745027	0.269276	0.0332229	247.275	3988.7	10012.8	10357.8	inf	0.1768411	0.304117	0.259799	0.146959	0.289125	8715.72	181224	258679	4453.62	326597	314925	219706.6
480	-1767.54	-1401.01	-366.531	0.0297093	0.701104	0.00129603	0.087551	0.141298	0.0390415	287.024	2954.36	12003.5	12417.1	inf	0.1158102	0.3291	0.240322	0.159032	0.271547	14817.9	86205.8	196324	2000.22	204204	76185.6	284863
481	-1767.79	-1398.92	-368.869	0.0296883	0.700608	0.0020016	0.0874891	0.141199	0.039014	379.535	2922.85	11875.4	12284.6	inf	0.1158102	0.332387	0.241954	0.152267	0.273392	21025	54997.5	176484	5965.78	189387	112717	202111.8
482	-1768.21	-1403.01	-365.208	0.0296883	0.700608	0.0020016	0.0874891	0.141199	0.039014	148.732	985.329	11386.5	12284.6	inf	0.1488558	0.321493	0.242645	0.16169	0.274172	13493.4	54997.5	176484	8498.99	140055	131511	302275.4
483	-1784.8	-1407.28	-377.516	0.0403599	0.731486	0.00162119	0.0443839	0.141415	0.0407334	226.431	1764.15	20168.2	21759	inf	0.05732972	0.304475	0.248969	0.165903	0.280652	14389.7	56691.3	216784	10563.2	312656	78369.2	346081.7
484	-1767.79	-1401.82	-365.973	0.0381164	0.690825	0.00153108	0.0419167	0.187653	0.0399578	123.774	1079.22	12661.8	13351.3	inf	0.05732972	0.359952	0.245814	0.146465	0.247769	10860.3	81586.7	221398	10563.2	312656	86374.6	203285
485	-1779.87	-1404.86	-375.011	0.0339428	0.615183	0.00136343	0.146822	0.167106	0.0355826	138.78	1189.09	13096.1	16352.5	inf	0.05732972	0.359952	0.245814	0.146465	0.247769	9512.55	54771.1	221398	11457.5	312656	85612.5	280694.8
486	-1773.94	-1404.41	-369.528	0.033975	0.615766	0.000417538	0.146961	0.167265	0.0356163	50.3519	2648.34	13274.9	17396.5	inf	0.05732972	0.357692	0.253871	0.138139	0.250298	7793.78	76970	221398	11457.5	189629	89325.6	243103.4
487	-1772.79	-1398.53	-374.262	0.0375826	0.681151	0.000866625	0.0765138	0.185026	0.0188607	144.23	3398.69	13274.9	17396.5	inf	0.05732972	0.319788	0.268852	0.146291	0.265069	7301.94	76970	339601	13427.3	189629	106027	128663.5
488	-1768.6	-1400.57	-368.029	0.0384202	0.69633	0.000885937	0.0782189	0.166864	0.019281	122.969	2664.11	13155.6	14601	inf	0.05732972	0.320657	0.269582	0.143973	0.265788	7301.94	107328	226635	13427.3	189629	70116.3	141309.2
489	-1769.87	-1401.63	-368.237	0.0375509	0.680576	0.000865894	0.096059	0.163089	0.021859	108.358	2015.95	11675.2	15384.2	inf	0.05732972	0.320657	0.269582	0.143973	0.265788	5612.39	77689.9	207395	31957.9	189629	60436.5	141309.2
490	-1774.44	-1399.64	-374.806	0.0254185	0.701593	0.000892633	0.0814369	0.168125	0.0225341	160.591	1476.63	17303.1	22800	inf	0.05732972	0.320657	0.269582	0.143973	0.265788	5292.81	42696.1	207395	35244.6	245877	73845.5	209425.7
491	-1773.19	-1402.47	-370.721	0.0235611	0.650326	0.00208725	0.0754861	0.227652	0.0208874	92.3621	1476.63	17303.1	22800	inf	0.2791124	0.319052	0.273239	0.143252	0.264458	4688.79	45099.2	285537	35244.6	164299	344259	209425.7
492	-1778.33	-1405.18	-373.145	0.0425291	0.634278	0.00716267	0.0736234	0.222035	0.020372	92.3621	1476.63	17818.9	23627.9	inf	0.1559652	0.3053	0.304564	0.137078	0.253059	5113.53	45109	227237	53040.2	164299	424654	150128.7
493	-1783.09	-1410.83	-372.26	0.0396398	0.591188	0.00667607	0.136558	0.206951	0.018988	95.7732	2040.17	17818.9	22800	inf	0.1559652	0.3053	0.304564	0.137078	0.253059	6887.88	59291.9	275891	21904.2	164299	378256	107069.4
494	-1778.84	-1406.43	-372.414	0.040159	0.585834	0.0067635	0.138346	0.209661	0.0192367	95.7732	2040.17	18304.9	22800	inf	0.1559652	0.3053	0.304564	0.137078	0.253059	4568.46	80682	611487	33128.6	159040	229611	134390
495	-1780.12	-1403.28	-376.843	0.0392295	0.572274	0.00660696	0.135144	0.227954	0.0187915	107.393	2287.68	19980.7	25566.2	inf	0.2517072	0.332669	0.24222	0.149366	0.275745	7259.04	209728	336018	48613.2	159040	391898	113292.5
496	-1781.88	-1403.75	-378.129	0.039526	0.576599	0.00319306	0.136165	0.225584	0.0189335	126.302	1947.31	23498.8	30067.7	inf	0.2517072	0.333601	0.240096	0.149785	0.276518	13246.2	120509	336018	49623	104883	678873	145364.8
497	-1785.51	-1406.32	-379.188	0.0394625	0.575672	0.00479437	0.135947	0.225221	0.0189031	110.573	3774.2	23498.8	29162.2	inf	0.2066409	0.333601	0.240096	0.149785	0.276518	8879.09	169408	499368	45609.4	116768	627751	145619.7
498	-1790.2	-1409.8	-380.392	0.0233668	0.543932	0.00152862	0.128451	0.283824	0.0188976	119.427	4076.42	26813.4	31497.4	inf	0.5110555	0.324949	0.247459	0.150238	0.277353	6694.44	104107	567645	45609.4	184283	691453	240022.9
499	-1777.69	-1401.2	-376.492	0.0250521	0.583161	0.00163886	0.0753579	0.304294	0.0104966	56.8689	3749.1	18236.1	22417.6	inf	0.4928746	0.324949	0.247459	0.150238	0.277353	7657.07	104107	703263	28798.2	184283	729879	170831.5
500	-1785.54	-1403.1	-382.445	0.0137428	0.767091	0.00089903	0.041339	0.166926	0.0100015	70.8447	4447.41	20004.3	25317.8	inf	0.5352651	0.322176	0.245347	0.157491	0.274986	9207.06	90952.9	703263	28798.2	293602	548434	291081.4
501	-1778.47	-1402.81	-375.655	0.0126868	0.708146	0.00198804	0.0381625	0.229783	0.00923294	52.0243	4826.86	14690	16995.8	inf	0.5352651	0.320325	0.249682	0.156586	0.273406	9207.06	226163	398353	29037	291550	869610	261041.3
502	-1784.52	-1404.43	-380.091	0.00329196	0.728574	0.00204539	0.020451	0.236412	0.0092263	64.7514	6106.19	18320.9	21153.7	inf	0.4959164	0.326109	0.243145	0.152402	0.278343	10643.9	286627	135572	29037	238520	469082	253412.3
503	-1783.73	-1401.12	-382.611	0.00278516	0.801485	0.00149307	0.0149286	0.172573	0.00673491	81.062	6106.19	18320.9	21153.7	inf	0.3367352	0.336147	0.239523	0.150132	0.274197	16984.2	152371	336709	24004.5	238520	797866	291386.3
504	-1779.69	-1400.5	-379.191	0.00837239	0.83007	0.00154632	0.015461	0.137576	0.00697511	69.0697	6610.32	14885	20479	inf	0.3367352	0.330586	0.252104	0.147649	0.269661	16984.2	152371	169278	25115.4	91981.1	755493	236739.8
505	-1782.12	-1403.37	-378.748	0.00824724	0.817661	0.0136601	0.0180413	0.135519	0.00687084	69.0697	6244.22	14616.7	20479	inf	0.5350167	0.30303	0.26764	0.135341	0.293989	15639.3	152371	118979	25115.4	91981.1	723621	236739.8
506	-1773.96	-1399.65	-374.313	0.00699202	0.693214	0.0115811	0.0152954	0.270734	0.00218286	69.0697	5985.06	14885	18139.9	inf	0.2032727	0.309773	0.23939	0.150306	0.300531	4455.95	152371	279608	25115.4	151142	727534	236251.2
507	-1776.48	-1398.21	-378.263	0.0039272	0.694587	0.00892916	0.0153074	0.270947	0.0063019	76.516	6630.3	16192.5	20480	inf	0.1933591	0.339621	0.23377	0.146777	0.279832	5427.4	175457	397436	33626.6	359079	948476	199479.3
508	-1780.05	-1399.6	-380.459	0.00425328	0.752259	0.00439677	0.0102809	0.221985	0.00682515	96.9925	5319.39	20525.7	25960.6	inf	0.1933591	0.337976	0.237482	0.146066	0.278477	5427.4	206764	253438	36429.6	217935	948476	252861.9
509	-1788.94	-1405.22	-383.723	0.00411646	0.728061	0.00425534	0.0422332	0.214844	0.00649036	137.567	7549.52	23374.9	30307.6	inf	0.1933591	0.337976	0.237482	0.146066	0.278477	5427.4	460794	253438	60037.7	85862.8	997233	299916.8
510	-1792.75	-1404.09	-388.654	0.00361335	0.721844	0.0153952	0.0418726	0.21301	0.00426526	136.931	13098.7	24428.5	31460.7	inf	0.1933591	0.347828	0.244404	0.150324	0.257444	4849.97	868746	289967	52943.3	328589	678897	263347.8
511	-1787.58	-1401.44	-386.144	0.0105021	0.716853	0.0152887	0.0415831	0.211537	0.00423577	136.931	13098.7	24652	31460.7	inf	0.1933591	0.347828	0.244404	0.150324	0.257444	12331	460829	289967	61796	68748.4	835639	194387.6
512	-1788.62	-1402.01	-386.61	0.00978358	0.641232	0.0142427	0.038738	0.292058	0.00394595	136.931	13098.7	25657	31460.7	inf	0.1933591	0.31814	0.243183	0.161718	0.276959	16009.2	571830	420336	78627.8	126777	835639	204984.7
513	-1789	-1400.84	-388.161	0.00678624	0.751145	0.00987922	0.02687	0.202582	0.00273705	136.931	10279.7	25657	31460.7	inf	0.1933591	0.323204	0.250985	0.164292	0.261519	8361.96	571830	492282	168463	99588	849022	204984.7
514	-1796.29	-1406.71	-389.577	0.00692055	0.766012	0.0100748	0.0274018	0.183267	0.00632336	121.561	11344.7	25955.2	34877.4	inf	0.1933591	0.31848	0.250677	0.162447	0.268395	8361.96	815599	492282	105967	193478	688576	240597.1
515	-1793.24	-1404.98	-388.262	0.00677258	0.749634	0.00985934	0.026816	0.20073	0.00618816	121.561	7018.5	21942	34545.6	inf	0.1593518	0.326446	0.231936	0.16651	0.275108	6509.74	429076	422990	185749	193478	688576	235816.2
516	-1793.27	-1403.64	-389.637	0.00677665	0.750085	0.00986527	0.0268321	0.200851	0.0055906	149.968	5798.92	18848.8	42618.4	inf	0.1593518	0.320901	0.270735	0.137929	0.270435	16517.1	275059	322612	185749	97575.8	631778	164438.3
517	-1793.15	-1405.01	-388.141	0.00686717	0.760104	0.00999704	0.0138331	0.203533	0.00566528	149.968	5457.17	16299.2	48928.1	inf	0.1593518	0.320901	0.270735	0.137929	0.270435	8686.29	207104	179843	269733	119931	626321	177764.3
518	-1799.76	-1405.54	-394.22	0.00687743	0.76124	0.010012	0.0123599	0.203837	0.00567374	195.773	5223.19	27749.9	59017.8	inf	0.1593518	0.298875	0.252152	0.128462	0.320512	8686.29	348734	524571	518225	149319	626321	166942.7
519	-1797.49	-1410.03	-387.465	0.0115415	0.598715	0.0168017	0.0207419	0.342073	0.0101276	137.721	4079.38	25317.3	38954.3	inf	0.1593518	0.298875	0.252152	0.128462	0.320512	5026.62	348734	524571	395649	58250.9	361420	119700.2
520	-1796.36	-1405.62	-390.742	0.0197479	0.576121	0.045263	0.0199592	0.329164	0.00974537	121.975	4806.11	20026.9	38622.8	inf	0.1593518	0.3289	0.250852	0.1278	0.292448	13367.7	348734	632995	395649	64135.4	423298	221137.7
521	-1793.2	-1407.19	-386.011	0.0208308	0.552876	0.0477451	0.0210537	0.347214	0.0102798	115.076	4911.77	15443.9	43331.4	inf	0.1642884	0.3289	0.250852	0.1278	0.292448	13367.7	174796	210994	316654	64135.4	423298	176986.5
522	-1795.74	-1408.41	-387.33	0.025069	0.541803	0.0467888	0.0360053	0.34026	0.0100739	115.076	8341.1	21505.9	51749	inf	0.1642884	0.339675	0.25907	0.131986	0.269269	7719.59	413627	286147	246989	75350.3	986130	187346.5
523	-1797.73	-1408.01	-389.722	0.0242681	0.524492	0.0424371	0.0696615	0.329389	0.00975203	115.076	12569.9	23378.5	43331.4	inf	0.2418067	0.33777	0.257617	0.136853	0.267759	7719.59	413627	496906	246989	115644	986130	187346.5
524	-1792.68	-1403.26	-389.411	0.0297355	0.642657	0.0519979	0.0813614	0.182299	0.0119491	115.076	4911.77	23378.5	41575.9	inf	0.2418067	0.33777	0.257617	0.136853	0.267759	10476.3	316080	394752	412173	111375	628755	221418.9
525	-1791.72	-1404.13	-387.591	0.031278	0.589236	0.0546953	0.157116	0.155106	0.0125689	115.076	6346.54	23378.5	41575.9	inf	0.2418067	0.340273	0.252117	0.137867	0.269743	7679.39	291174	616036	205416	111375	628755	188961.9
526	-1792.23	-1406.25	-385.977	0.0290932	0.590565	0.0548186	0.15747	0.155456	0.0125973	115.076	5037.62	10859.3	32598.6	inf	0.4459358	0.340273	0.252117	0.137867	0.269743	7679.39	120214	616036	205416	193289	535060	157635.9
527	-1793.56	-1407.78	-385.779	0.0274318	0.556841	0.0516883	0.148478	0.203683	0.0118779	63.0019	5166.34	26506.9	42310.8	inf	0.4459358	0.340614	0.25237	0.137003	0.270013	6364.01	129430	616036	205416	187444	677604	194002
528	-1801.86	-1407.42	-394.431	0.0354023	0.513408	0.0667065	0.106291	0.262864	0.0153291	164.468	6908.51	34007.3	55771.7	inf	0.4459358	0.340614	0.25237	0.137003	0.270013	6364.01	129430	580357	205416	186945	639850	255722.1
529	-1799.44	-1408.79	-390.653	0.036025	0.522439	0.0588008	0.10816	0.258976	0.0155988	150.802	5572.56	18812.8	57482.7	inf	0.5792163	0.331512	0.272347	0.133342	0.262798	14037.3	103401	283722	165510	158821	337939	261030.7
