Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size[1]	pop_size[2]	pop_size[3]	pop_size[4]	pop_size[5]	pop_size[6]	root_height
0	-2871.7	-2449.35	-422.346	0.0230628	0.415945	0.122625	0.229784	0.182378	0.0262056	5914.03	11264.6	45451.7	79552.8	inf	0.350589	0.0301173	0.414539	0.177029	0.378314	486206	288734	616469	383729	893673	606583	1442415
1	-2688.63	-2261.36	-427.27	0.0277482	0.500448	0.0996095	0.121235	0.219429	0.0315295	11244.4	26640.5	44081.3	88448.6	inf	0.350589	0.031511	0.387445	0.185222	0.395822	485586	279480	606746	396960	915948	701858	349893
2	-2518.6	-2082.46	-436.143	0.0277511	0.500501	0.0996199	0.121248	0.219452	0.0314282	11082.5	34217.6	53829.8	129661	inf	0.350589	0.0450251	0.398222	0.190374	0.366379	492681	277261	606746	416477	917392	643412	313445.8
3	-2446.92	-2023.65	-423.263	0.0447498	0.619102	0.00700452	0.136575	0.153664	0.0389044	11330.9	20927.3	34339.1	84580.1	inf	0.350589	0.0554688	0.490592	0.234532	0.219408	518141	277261	622676	402948	878739	663905	204758.6
4	-2387.29	-1961.21	-426.082	0.0428142	0.592323	0.00670154	0.140729	0.180211	0.0372216	13301.8	24567.4	55490.9	97100.1	inf	0.6112054	0.0497657	0.44015	0.210418	0.299666	518496	277038	627812	399122	848412	663905	240374.1
5	-2364.14	-1943.14	-420.997	0.0393651	0.624986	0.00610592	0.129392	0.165693	0.0344587	11676.7	15945.9	59936.6	92202.8	inf	0.6112054	0.0497657	0.44015	0.210418	0.299666	527959	273210	689142	382308	848412	664926	240374.1
6	-2338.69	-1915.55	-423.147	0.0419075	0.623332	0.00608976	0.129049	0.165254	0.0343675	11173.7	17146.5	49666.2	89214.8	inf	0.6112054	0.0497657	0.44015	0.210418	0.299666	557857	273210	706520	398023	849564	664926	267590.9
7	-2227.33	-1806.64	-420.683	0.0434879	0.646839	0.00562393	0.0940583	0.171486	0.0385048	9409.78	17146.5	34736.9	54995.6	inf	0.8821768	0.066475	0.282897	0.250346	0.400283	580611	282532	651038	398687	845013	681084	244339.3
8	-2193.01	-1773.75	-419.257	0.0341771	0.681123	0.00592202	0.0176593	0.21349	0.0476286	10733.4	15141.1	38370.6	54995.6	inf	0.8821768	0.0675728	0.271054	0.25448	0.406893	580120	294472	662523	429971	845013	711909	228591.5
9	-2159.66	-1732.05	-427.607	0.0202529	0.723168	0.00408234	0.0187494	0.226668	0.00707913	11921.3	20460.5	47848.5	136739	inf	0.8816877	0.0781754	0.313585	0.137503	0.470737	610827	294774	655972	438447	815180	683009	272771.5
10	-2129.3	-1709.15	-420.15	0.0182125	0.672734	0.00397335	0.0174418	0.281053	0.00658543	5604.36	9405.55	34426.9	94408.8	inf	0.8816877	0.0781754	0.313585	0.137503	0.470737	601504	264918	647147	423662	799107	686163	320115
11	-2009.36	-1589.84	-419.516	0.0070627	0.870551	0.00157346	0.00690701	0.111298	0.00260785	3329.33	8142.58	58253.3	97129.7	inf	0.8816877	0.12813	0.296591	0.130052	0.445227	579242	245593	671509	404031	821248	664847	301727.5
12	-1959.2	-1539.84	-419.358	0.01849	0.762148	0.00307924	0.0123447	0.198919	0.00501894	3420.06	7885.41	25394.1	85814.9	inf	0.8816877	0.147923	0.342408	0.157626	0.352043	619934	238632	707101	404031	821248	632790	231979.5
13	-1958.85	-1538.63	-420.22	0.0184743	0.761502	0.00392355	0.0123342	0.198751	0.00501469	4451.13	8663.99	39350.1	108084	inf	0.8816877	0.147923	0.342408	0.157626	0.352043	619934	233465	734715	410300	823980	640230	360648.7
14	-1943.59	-1525	-418.589	0.018481	0.76178	0.00385697	0.0123387	0.198823	0.00472025	3158.05	8778.96	28793.1	99759.6	inf	0.8816877	0.148973	0.344839	0.158745	0.347443	612524	233465	720752	410300	836501	631106	263892.1
15	-1924.23	-1504.82	-419.413	0.0138311	0.802466	0.00406297	0.0129977	0.16167	0.00497235	3514	7462.07	36442	95127.7	inf	0.8816877	0.168447	0.259198	0.179496	0.39286	594138	241301	718650	395060	829685	656382	394240.5
16	-1916.84	-1501.6	-415.238	0.0253869	0.679479	0.00658895	0.0210785	0.262181	0.00528602	3109.55	5969.28	32247.6	54548.4	inf	0.8816877	0.168447	0.259198	0.179496	0.39286	605064	250742	718650	384317	825457	669102	348864.8
17	-1884.21	-1471.26	-412.953	0.0298748	0.799597	0.00695706	0.0248047	0.133656	0.00511043	2858.11	4812	20972.2	42473.2	inf	0.8816877	0.206997	0.318517	0.220575	0.253911	591937	250817	696468	394064	880957	670924	379831.2
18	-1851.61	-1436.65	-414.961	0.0298637	0.799299	0.00695447	0.0251672	0.133607	0.00510853	4336.4	7891.5	30739	47297.5	inf	0.8816877	0.281737	0.285693	0.20109	0.231481	591937	241897	727333	394064	869035	685232	326838.9
19	-1859.52	-1440.2	-419.321	0.0298637	0.799299	0.00695447	0.0251672	0.133607	0.00510853	3777.15	10496.8	30105.1	66918.3	inf	0.9146669	0.281737	0.285693	0.20109	0.231481	593306	241897	755253	405013	924655	657149	473284.2
20	-1855.53	-1438.01	-417.524	0.0197447	0.833804	0.00603462	0.0218384	0.115935	0.00264389	8831.39	10821.4	30105.1	62912	inf	0.9146669	0.285112	0.289115	0.191519	0.234254	620230	245410	756208	420316	881630	645170	473284.2
21	-1848.85	-1433	-415.852	0.0254142	0.726557	0.0102201	0.0369852	0.196345	0.00447765	7665.01	11195.7	35405	46897.7	inf	0.9146669	0.285112	0.289115	0.191519	0.234254	539151	259282	756208	406913	877945	637728	261198.2
22	-1850.13	-1431.88	-418.251	0.0249967	0.726869	0.0102245	0.037001	0.19643	0.00447956	7169.49	17469.8	34280.1	43865.9	inf	0.9146669	0.285112	0.289115	0.191519	0.234254	565012	249233	747369	392405	833773	648395	193719.7
23	-1843.79	-1427.1	-416.695	0.0185713	0.73024	0.0102719	0.0390757	0.197341	0.00450034	6730.55	12621.6	29010.3	54295.1	inf	0.9146669	0.279294	0.283216	0.187611	0.249879	549290	237707	720074	422305	828547	648395	186231.6
24	-1848.7	-1428.51	-420.194	0.0181087	0.712051	0.0100161	0.0381024	0.217333	0.00438825	8323.61	15710.6	39203	71557.2	inf	0.9146669	0.279294	0.283216	0.187611	0.249879	546304	239586	750294	417929	838039	635548	231809.6
25	-1853.37	-1430.77	-422.608	0.0175365	0.689549	0.0389786	0.0380641	0.210465	0.00540597	15702.7	22174.8	41721.6	75834.3	inf	0.9146669	0.287452	0.280403	0.185319	0.246826	559996	232906	748706	446696	825507	597851	243249.2
26	-1844.09	-1422.98	-421.113	0.00769977	0.840517	0.0201981	0.0197242	0.10906	0.00280129	15741	19467.1	39278.8	71394.2	inf	0.9146669	0.321661	0.26294	0.178137	0.237261	559996	231327	760452	440512	806046	566464	232555.5
27	-1847.25	-1424.22	-423.031	0.00679398	0.856654	0.0217532	0.0128867	0.0994402	0.00247175	18506.9	22535.2	45908.6	83939	inf	0.9146669	0.321661	0.26294	0.178137	0.237261	541736	231327	783582	435201	806046	567091	313751.9
28	-1830.29	-1411.83	-418.453	0.00655915	0.861609	0.0210013	0.0124413	0.096003	0.00238631	15817.8	17082.8	35497.1	62649.8	inf	0.1952758	0.339283	0.277345	0.133112	0.250259	541736	224492	750513	432552	826884	556087	268162.8
29	-1828.39	-1410.19	-418.206	0.00753858	0.736521	0.0279796	0.0106351	0.215286	0.00203987	14681.8	16504.9	28018.3	54260	inf	0.2413166	0.339283	0.277345	0.133112	0.250259	536500	239931	761485	451972	819262	556087	228235.4
30	-1830.99	-1411.39	-419.604	0.00753858	0.736521	0.0279796	0.0106351	0.215286	0.00203987	14534.1	16969.3	29005.1	69097.5	inf	0.2413166	0.307751	0.28859	0.143254	0.260406	525150	248084	761485	445640	819262	503481	286585.9
31	-1830.84	-1412.08	-418.762	0.00705068	0.724231	0.044561	0.0104576	0.211693	0.00200583	7262.37	12736.8	27030.2	73456.1	inf	0.2413166	0.307751	0.28859	0.143254	0.260406	535170	258762	834135	429850	840400	503481	201393.5
32	-1828.09	-1410.97	-417.112	0.0499076	0.692973	0.0426377	0.0100063	0.202556	0.00191926	7732.07	11545.8	29532.1	52253.5	inf	0.2413166	0.307751	0.28859	0.143254	0.260406	527202	244414	893053	429850	834976	503481	261210.4
33	-1827.64	-1412.02	-415.628	0.0502456	0.689231	0.0429264	0.0117368	0.203928	0.00193225	8487.95	10772.6	24632.1	40560.3	inf	0.2413166	0.307751	0.28859	0.143254	0.260406	493663	234191	887588	433267	834976	525489	247733.4
34	-1828.04	-1412.91	-415.128	0.0823234	0.61505	0.0510389	0.00682294	0.242467	0.00229742	8487.95	9887.56	24632.1	47269.3	inf	0.2413166	0.307751	0.28859	0.143254	0.260406	470932	235219	909726	430573	808747	528373	191996.3
35	-1834.84	-1415.93	-418.911	0.070774	0.616665	0.0590318	0.00812228	0.243104	0.00230345	7235.57	12284.3	35875.1	63739.7	inf	0.2413166	0.311034	0.287221	0.142574	0.259171	452565	226288	839478	449327	772249	532616	218940.1
36	-1832.05	-1415.64	-416.408	0.090211	0.508926	0.0715537	0.0165046	0.309869	0.00293606	5928.79	9682.61	32740.3	50063.1	inf	0.2413166	0.302472	0.279315	0.166176	0.252037	455191	245797	808358	429241	772249	540102	208086.8
37	-1832.66	-1416.15	-416.506	0.0901008	0.508304	0.0714662	0.0164844	0.30949	0.00415497	5900.88	11887.5	24679.1	58728.3	inf	0.1722808	0.302472	0.279315	0.166176	0.252037	454140	258004	780612	429241	772249	522368	149960
38	-1832.11	-1415.33	-416.777	0.0531505	0.542454	0.0762676	0.0175919	0.30584	0.00469624	4561.85	11999.7	25870.5	60399.3	inf	0.1722808	0.302472	0.279315	0.166176	0.252037	445964	254606	790041	386676	787525	548470	147109.2
39	-1836.5	-1416.22	-420.277	0.0531835	0.542791	0.076315	0.0144143	0.30603	0.00726597	6353.36	15590	29705.3	74699	inf	0.1722808	0.302472	0.279315	0.166176	0.252037	445964	254606	782634	367389	785333	548470	193301
40	-1824.62	-1412.49	-412.134	0.0531835	0.542791	0.076315	0.0144143	0.30603	0.00726597	4225.23	8546.12	24207.5	36400.8	inf	0.1722808	0.302472	0.279315	0.166176	0.252037	434494	249707	782634	360474	785333	540382	239123.1
41	-1826.62	-1414.26	-412.354	0.034024	0.708331	0.0488223	0.0083924	0.195782	0.00464838	4917.56	7833.81	28174.1	42365.3	inf	0.1722808	0.30582	0.282406	0.168016	0.243758	484118	244314	722445	350595	724624	540382	349514.9
42	-1826.4	-1413.6	-412.798	0.0324434	0.675426	0.0465543	0.00800254	0.233141	0.00443245	5886.3	11346.5	23328.1	33556.2	inf	0.1722808	0.30582	0.282406	0.168016	0.243758	499948	248525	701317	350595	709665	552486	289085.1
43	-1823.3	-1410.93	-412.377	0.0350158	0.650182	0.0502454	0.00814684	0.251626	0.00478388	2771.25	8136.98	26358.8	33972.3	inf	0.1722808	0.315759	0.291584	0.140977	0.25168	505713	249500	701317	341856	749910	556858	301731.8
44	-1820.4	-1406.91	-413.485	0.0360388	0.637666	0.0517133	0.0106805	0.258977	0.00492364	2950.76	8136.98	26664.5	59068	inf	0.1722808	0.330078	0.259972	0.151117	0.258832	459365	232326	693919	350098	721106	540892	205013.4
45	-1823.07	-1409.23	-413.833	0.0231775	0.749266	0.0364914	0.00753664	0.179503	0.00402552	5165.02	8071.21	26449	59790.1	inf	0.1722808	0.330078	0.259972	0.151117	0.258832	497000	235013	654050	346700	751809	509872	228008.7
46	-1819.46	-1406.37	-413.088	0.0295459	0.725001	0.0457328	0.00912484	0.184833	0.00576282	3374.57	9013.58	28051.6	42749.1	inf	0.1722808	0.330078	0.259972	0.151117	0.258832	505627	220527	651588	340995	769644	489547	196817.8
47	-1819.46	-1406.12	-413.332	0.0311134	0.763462	0.048159	0.00960892	0.141588	0.00606854	4267.2	10145	34175.2	43655.8	inf	0.1722808	0.324254	0.255385	0.166095	0.254266	506605	203983	656811	319426	797475	462797	221335.3
48	-1825.8	-1409.4	-416.41	0.0353513	0.784407	0.0494801	0.00987252	0.11414	0.00674968	4131.65	12972	36849.9	55184.7	inf	0.1722808	0.324254	0.255385	0.166095	0.254266	513820	212632	640079	306053	797475	434242	221335.3
49	-1829.42	-1411.51	-417.911	0.0346091	0.767939	0.0611161	0.00925483	0.111744	0.0153379	6606.22	15682.1	33803.5	63054.8	inf	0.08093856	0.337689	0.265967	0.131542	0.264801	514257	207517	619463	293703	760899	434242	233740.4
50	-1826.51	-1408.09	-418.422	0.0330677	0.733735	0.058394	0.00713221	0.153016	0.0146547	6606.22	17449.6	31291	52709.7	inf	0.1708811	0.335041	0.263882	0.138352	0.262725	549292	197578	596466	312212	755826	459278	208149.2
51	-1822.31	-1407.54	-414.763	0.0333188	0.739308	0.0455152	0.00718638	0.156781	0.0178905	11744	15588.5	27946.6	46118.6	inf	0.1708811	0.335041	0.263882	0.138352	0.262725	555790	191698	595668	331531	721120	459499	229082.2
52	-1816.46	-1404.45	-412.007	0.0395707	0.733213	0.0451399	0.00712713	0.155489	0.0194602	8744.54	12187.9	18512.3	41003.6	inf	0.300808	0.335041	0.263882	0.138352	0.262725	527456	202198	568900	331531	699307	459499	245421.1
53	-1821.11	-1408.71	-412.408	0.0308472	0.745569	0.0459006	0.00724723	0.158109	0.0123273	9436.87	13767.5	22214.7	37930.1	inf	0.3990192	0.335041	0.263882	0.138352	0.262725	513386	205548	517498	342652	699307	453155	231364.1
54	-1830.15	-1416.19	-413.964	0.0200079	0.736593	0.0678543	0.00715999	0.156206	0.0121789	12018.6	14786.5	26565.4	55202.7	inf	0.3990192	0.335041	0.263882	0.138352	0.262725	513386	206124	481151	321598	665463	453048	190605.6
55	-1827.47	-1412.53	-414.936	0.0109847	0.746096	0.0687297	0.00725236	0.158221	0.00871624	9341.94	14786.5	31131.9	55202.7	inf	0.3990192	0.339089	0.254989	0.140023	0.265899	498413	206546	434771	317806	716345	440093	159615.3
56	-1821.45	-1408.69	-412.762	0.0109927	0.746641	0.0687798	0.00725765	0.158336	0.00799274	12565	14786.5	22955.8	55255.1	inf	0.3990192	0.339089	0.254989	0.140023	0.265899	480570	206546	425276	340394	716345	444864	159615.3
57	-1822.95	-1410.73	-412.22	0.0218215	0.575873	0.0777132	0.0082003	0.307361	0.00903087	11887.7	14786.5	21329.4	53351.7	inf	0.3990192	0.339089	0.254989	0.140023	0.265899	494197	210118	413488	340394	687982	441721	218204.7
58	-1822.65	-1411.48	-411.166	0.0222971	0.588426	0.0580315	0.00837904	0.314061	0.00880606	5634.94	8727.72	24358.5	53519.2	inf	0.3990192	0.339089	0.254989	0.140023	0.265899	458548	214626	414527	350352	679025	467936	269116.4
59	-1826.28	-1413.22	-413.056	0.0112982	0.590424	0.0582286	0.00955584	0.321951	0.00854283	2796.55	8825.26	28898.6	75458.7	inf	0.3990192	0.339089	0.254989	0.140023	0.265899	443414	217947	415961	345371	679025	482809	211571.7
60	-1819.61	-1410.55	-409.062	0.00979389	0.644957	0.0504757	0.00828352	0.279085	0.00740539	1775.94	6332.76	18678.5	52559.3	inf	0.422227	0.339089	0.254989	0.140023	0.265899	463511	223309	387889	322226	713070	472613	153540.3
61	-1824.18	-1409.93	-414.245	0.00979389	0.644957	0.0504757	0.00828352	0.279085	0.00740539	7037.08	13818.1	24174.3	57063.5	inf	0.07825982	0.339089	0.254989	0.140023	0.265899	446828	238947	377940	313404	721263	472613	175805.4
62	-1820.19	-1407.23	-412.963	0.00976183	0.642846	0.0503105	0.0115298	0.278171	0.00738115	8750.33	11885.6	26083.5	53708.7	inf	0.07825982	0.339089	0.254989	0.140023	0.265899	456314	234388	362388	322927	802703	484880	185638.6
63	-1832.45	-1413.79	-418.663	0.00967345	0.637025	0.0510428	0.0157292	0.28149	0.0050396	11987.4	16657.9	29138.7	77587.2	inf	0.3300871	0.332728	0.250206	0.156156	0.260911	422481	232620	360149	327647	789029	462721	248871.1
64	-1827.28	-1411.74	-415.546	0.0096735	0.637029	0.0510431	0.0157293	0.281492	0.00503348	4265.53	12509.3	27687.5	67413.2	inf	0.3300871	0.332728	0.250206	0.156156	0.260911	424947	230903	370849	323419	756983	449512	190280
65	-1828.79	-1411.64	-417.157	0.00950484	0.625922	0.0501531	0.0277571	0.281717	0.00494572	5654.36	14769.8	30932.2	67413.2	inf	0.3300871	0.332728	0.250206	0.156156	0.260911	453795	230903	377647	300830	756983	431854	237978.2
66	-1826.07	-1410.45	-415.618	0.00950484	0.625922	0.0501531	0.0277571	0.281717	0.00494572	6535.35	10852.2	26730.8	70040.2	inf	0.3300871	0.332728	0.250206	0.156156	0.260911	471877	237144	397941	293030	729203	440386	277315.4
67	-1826.95	-1411.67	-415.278	0.0178416	0.624909	0.0430896	0.0277122	0.281262	0.00518541	6877.07	11773.7	28686.2	73702.5	inf	0.3269582	0.332728	0.250206	0.156156	0.260911	447422	218025	418755	293030	729203	440626	284072.2
68	-1826.24	-1409.43	-416.808	0.0192165	0.673066	0.0464101	0.0168297	0.238011	0.00646739	8668.04	17030.8	38896.5	56429.3	inf	0.3269582	0.320393	0.24093	0.150367	0.28831	478726	218025	418755	288795	708536	429207	147054.4
69	-1821.01	-1408.47	-412.532	0.0228862	0.801598	0.0552729	0.0140215	0.0985192	0.00770243	11637.8	16820	31178.3	41272.3	inf	0.3269582	0.330811	0.248764	0.155256	0.265169	478726	208549	422834	265329	733510	431556	188537
70	-1825.52	-1409.34	-416.172	0.0205231	0.819513	0.0479284	0.0183389	0.0867891	0.00690713	5822.44	16933.6	40237.1	50646.6	inf	0.3269582	0.330811	0.248764	0.155256	0.265169	478726	208549	401782	275286	718747	421579	141394.7
71	-1825.9	-1412.2	-413.697	0.0161971	0.820081	0.0479615	0.0183516	0.0868492	0.0105599	7415.7	11138.5	31800.2	48191.2	inf	0.3269582	0.330811	0.248764	0.155256	0.265169	504564	208802	403168	275286	709615	430585	137395.4
72	-1823.67	-1411.73	-411.935	0.026476	0.751743	0.0649696	0.0248594	0.117647	0.0143046	6605.62	9972.79	21170.5	54991.1	inf	0.3269582	0.339342	0.255179	0.133473	0.272007	529010	205471	375374	271186	704243	435671	162797.6
73	-1825.13	-1412.17	-412.964	0.0424298	0.596449	0.104118	0.039839	0.19318	0.0239831	2892.13	11669.1	19323.7	46983.4	inf	0.3269582	0.340318	0.253036	0.133857	0.272789	563723	208848	358698	261060	704243	435219	263868.9
74	-1830.34	-1419.96	-410.382	0.0421774	0.659715	0.046212	0.0396021	0.192032	0.0202621	2904.66	6703.42	25073.1	55692.9	inf	0.3398623	0.350701	0.230248	0.13794	0.281112	565926	208848	356443	245129	722929	440581	263868.9
75	-1828.25	-1414.74	-413.505	0.0304993	0.740148	0.0472023	0.028637	0.138862	0.0146519	2684.36	14418.8	26270.7	40548.4	inf	0.2119259	0.344975	0.232278	0.139157	0.28359	573438	216418	371476	246119	654580	436174	119141.3
76	-1828.59	-1410.58	-418.016	0.0288361	0.776019	0.0414379	0.0300249	0.115121	0.00856116	5276.8	18698.1	30398.1	51674.8	inf	0.2119259	0.346016	0.232979	0.13656	0.284446	583765	216418	345541	258420	643502	422636	154500.6
77	-1824.64	-1411.15	-413.493	0.0293288	0.789277	0.0421459	0.0305378	0.100003	0.00870742	4688.78	14132.6	23732.4	46373.3	inf	0.171444	0.348302	0.234518	0.130856	0.286325	605179	222378	373148	262671	668221	433711	141462.7
78	-1822.26	-1412.14	-410.12	0.0303712	0.817329	0.0436438	0.0316232	0.0699682	0.00706422	5241.39	8130.67	23325.1	44501	inf	0.171444	0.346863	0.233549	0.134447	0.285142	546889	219752	367058	265296	643172	423491	152477.9
79	-1819	-1409.22	-409.778	0.03139	0.844748	0.0109781	0.0332675	0.0723154	0.0073012	6520.48	9751.75	20601.7	43210.8	inf	0.171444	0.339075	0.228305	0.15388	0.27874	546889	219753	366469	269091	625234	436189	219956.7
80	-1815.3	-1407.72	-407.581	0.0203592	0.805882	0.0154004	0.046669	0.101447	0.0102424	6051.35	9201.42	18405.3	37898.4	inf	0.171444	0.339075	0.228305	0.15388	0.27874	555578	204433	381614	262959	583943	414650	200803.7
81	-1822.84	-1409.62	-413.214	0.0028081	0.814837	0.0137643	0.0496844	0.108002	0.0109042	9911.41	12101.8	30925.7	54721.4	inf	0.171444	0.305467	0.259583	0.164184	0.270766	542786	209031	381614	261210	594393	417149	337403.2
82	-1818.47	-1407.58	-410.886	0.0022836	0.807175	0.0111934	0.0404043	0.130077	0.00886751	7628.76	12107.3	22006.5	46996	inf	0.171444	0.308158	0.253059	0.16563	0.273152	599305	209031	404388	249111	594393	439456	252214.3
83	-1817.58	-1407.28	-410.301	0.00221882	0.793328	0.0354965	0.0392581	0.124033	0.00566537	7790.37	13160.7	19891	51095.3	inf	0.171444	0.308158	0.253059	0.16563	0.273152	534815	203360	409045	237451	612634	454202	256163.6
84	-1820.14	-1409.74	-410.397	0.0020233	0.810825	0.0323686	0.0357988	0.113103	0.00588056	6879.06	12660.4	20725.2	45192.4	inf	0.171444	0.306751	0.253574	0.165967	0.273708	532284	188347	413519	242831	610889	435633	250293.9
85	-1820.65	-1407.7	-412.951	0.00190778	0.850428	0.0286965	0.0464506	0.0669722	0.00554481	4834.53	12949	21398.7	49734.8	inf	0.171444	0.306751	0.253574	0.165967	0.273708	535465	190102	429093	245325	615357	414181	227952
86	-1820.13	-1407.82	-412.305	0.00178283	0.79473	0.0268171	0.0434083	0.12808	0.00518165	8668.31	14526.9	22405.4	49734.8	inf	0.171444	0.344833	0.240896	0.15767	0.256602	518948	195605	429093	267635	617127	410092	185655.1
87	-1820.8	-1408.27	-412.525	0.00116	0.643742	0.0217222	0.0351614	0.288799	0.00941545	5728.43	12758.3	27212.5	46480.5	inf	0.171444	0.343504	0.236593	0.157062	0.262841	507303	205778	424110	278839	620386	393397	195664.4
88	-1819.77	-1409.75	-410.018	0.00117472	0.651912	0.0132776	0.0356076	0.292464	0.00556449	6743.13	13235.8	23914.5	35737.1	inf	0.171444	0.343504	0.236593	0.157062	0.262841	507303	193252	454307	278839	632451	363145	143603.9
89	-1824.87	-1408.28	-416.585	0.00101929	0.658711	0.0140684	0.0377285	0.282577	0.00589593	6178.01	17143	36886.9	49663.3	inf	0.171444	0.331381	0.228243	0.151519	0.288857	532502	192658	444115	278839	662514	363145	238159.6
90	-1817.56	-1406.28	-411.28	0.00132282	0.557083	0.0182577	0.0489632	0.366722	0.00765161	6266.74	11495.4	19671.1	34862.7	inf	0.171444	0.331381	0.228243	0.151519	0.288857	558751	183867	444115	295926	695313	363145	148838
91	-1823.47	-1407.8	-415.662	0.00104505	0.63846	0.0149246	0.0400245	0.299774	0.00577252	6115.12	13919.8	33760.8	57467.7	inf	0.3255492	0.339063	0.236939	0.157291	0.266707	564880	184390	450424	295926	695313	363898	259412.4
92	-1819.44	-1408.89	-410.557	0.000700535	0.634901	0.0197039	0.0398014	0.298103	0.00679116	1641.06	5093.26	21797.1	57467.7	inf	0.3255492	0.339063	0.236939	0.157291	0.266707	564880	177633	456772	291512	658276	363898	249660.8
93	-1820.02	-1411.23	-408.781	0.000704588	0.638574	0.0198179	0.0342465	0.299827	0.00683045	1613.63	4618	16501.1	39155.8	inf	0.3255492	0.307213	0.248357	0.164871	0.279559	559599	176844	521293	271153	642562	363898	316042.8
94	-1814.38	-1404.78	-409.602	0.000693127	0.628186	0.0194955	0.0336894	0.311216	0.00671934	2227.48	7322.38	15269.8	40756.7	inf	0.3255492	0.317973	0.257055	0.135621	0.28935	555508	174716	521293	271153	595386	354029	233910.5
95	-1822.58	-1410.01	-412.57	0.00157164	0.619921	0.031509	0.0332461	0.307121	0.00663093	4721.22	9874.75	21297.8	61020.4	inf	0.3255492	0.321087	0.24978	0.13695	0.292184	555508	169123	502793	271153	600996	354029	286644
96	-1815.89	-1406.99	-408.905	0.00196227	0.619678	0.0314967	0.0332331	0.307001	0.00662834	3019.42	5269.6	18967	49990.1	inf	0.3255492	0.322438	0.246623	0.137526	0.293413	548664	165764	502793	283600	600996	357235	218354
97	-1821.72	-1412.45	-409.27	0.00209123	0.60088	0.0273698	0.0354172	0.327178	0.00706396	3005.31	6066.83	19158.2	49990.1	inf	0.07643361	0.329131	0.230984	0.14038	0.299504	514439	157692	513464	290075	585759	372876	250860.5
98	-1812.58	-1404.58	-408.002	0.00209123	0.60088	0.0273698	0.0354172	0.327178	0.00706396	1969.2	4557.48	23726.7	44395.4	inf	0.07643361	0.329131	0.230984	0.14038	0.299504	505968	148027	477516	259978	619552	372876	222785.5
99	-1813.01	-1404.09	-408.925	0.00237428	0.749122	0.017131	0.022168	0.204783	0.00442139	2140.42	5149.31	26496.5	50160.5	inf	0.07643361	0.324463	0.22933	0.150951	0.295256	490522	154212	456679	248700	591369	390418	251716
100	-1812.29	-1404.86	-407.424	0.00182903	0.749531	0.0171404	0.0221801	0.204895	0.00442381	1547.56	4451.84	22951	55778.2	inf	0.07643361	0.324463	0.22933	0.150951	0.295256	513494	156612	452978	269455	511145	386336	181995.4
101	-1823.9	-1410.36	-413.542	0.00150531	0.752655	0.0133754	0.0222725	0.205749	0.00444225	3562.01	9145.15	23781.4	54433.6	inf	0.07643361	0.324532	0.229378	0.150983	0.295107	513494	145301	491245	247040	511145	387154	258257.8
102	-1818.4	-1407.85	-410.549	0.00341059	0.750061	0.0133293	0.0221957	0.20504	0.00596359	5597.12	8604.74	26035.8	57173.1	inf	0.07643361	0.324532	0.229378	0.150983	0.295107	511188	154593	491245	247040	470071	380729	206592.5
103	-1815.39	-1406.94	-408.449	0.0053491	0.722899	0.0209246	0.0460138	0.197615	0.00719892	4340.12	6673.98	21611.1	47992.7	inf	0.07643361	0.324532	0.229378	0.150983	0.295107	596389	164390	535180	278938	467884	348244	149561
104	-1819.29	-1408.18	-411.109	0.00667575	0.813537	0.00700759	0.0596643	0.107035	0.00608059	6281.32	9659.04	22005.1	48007.9	inf	0.07643361	0.324532	0.229378	0.150983	0.295107	548370	181166	535180	267529	534455	380290	234662.3
105	-1822.26	-1407.15	-415.111	0.0055336	0.786048	0.00544317	0.0576483	0.139452	0.00587514	5695.22	14028.4	36421.1	43528.4	inf	0.07635544	0.324532	0.229378	0.150983	0.295107	550547	181166	558845	278076	635013	353123	207395.4
106	-1822.09	-1409.5	-412.593	0.00640918	0.749437	0.00630444	0.0695273	0.161517	0.00680476	5093.71	11138.6	23324.4	38824.1	inf	0.07635544	0.347742	0.245783	0.161781	0.244693	519588	189443	592710	278076	638841	322452	232247.5
107	-1825.74	-1413.34	-412.402	0.0110024	0.740195	0.0062267	0.0763292	0.159525	0.00672085	5070.86	9408.21	22641.3	38225.6	inf	0.07635544	0.347742	0.245783	0.161781	0.244693	519588	204792	739956	297217	670369	261254	311640.4
108	-1827.24	-1414.23	-413.006	0.0109711	0.738094	0.00694016	0.0761125	0.159073	0.0088092	4841.47	8441.12	13139.2	40528.3	inf	0.07635544	0.341458	0.248152	0.16334	0.247051	548168	252648	739956	297217	573559	228692	217160.9
109	-1819.85	-1408.36	-411.489	0.0115197	0.724998	0.0072872	0.0799185	0.167027	0.0092497	3821.41	6385.06	25132	57124.8	inf	0.07635544	0.344502	0.250364	0.155881	0.249253	570852	275689	702286	289636	531918	207289	274480.4
110	-1819.32	-1406.69	-412.634	0.0116319	0.732058	0.00885224	0.0765974	0.16023	0.0106306	3846.77	8228.31	32201.6	54378.4	inf	0.07635544	0.331099	0.240623	0.149816	0.278462	572198	255921	796304	268411	576178	207289	276302.3
