Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size	root_height
1444	-1723.04	-1404.01	-319.037	0.0469695	0.682551	0.0202378	0.0426071	0.199785	0.00784998	0.02264687	0.302033	0.277937	0.1475	0.27253	102018.8	131391.9
1445	-1726.49	-1405.64	-320.852	0.0449331	0.652958	0.0193603	0.0407598	0.23448	0.00750962	0.02264687	0.302033	0.277937	0.1475	0.27253	102018.8	154632.7
1446	-1724.29	-1407.38	-316.916	0.0419403	0.609468	0.0180708	0.104649	0.218862	0.00700945	0.02264687	0.341682	0.254953	0.141648	0.261717	95045.94	197135
1447	-1723.47	-1406.51	-316.956	0.0461936	0.671275	0.0199034	0.0138499	0.241058	0.00772029	0.02264687	0.340708	0.257548	0.140772	0.260972	95045.94	223385.7
1448	-1713.59	-1406.02	-307.561	0.0478341	0.695115	0.0195262	0.0143418	0.215189	0.00799447	0.004214563	0.327503	0.262707	0.143592	0.266199	79166.96	186065.5
1449	-1716.2	-1402.59	-313.606	0.0456215	0.662962	0.018623	0.0599341	0.205235	0.00762468	0.004214563	0.327503	0.262707	0.143592	0.266199	88839.15	211076.8
1450	-1726.18	-1406.75	-319.429	0.025728	0.548161	0.00198116	0.0495557	0.235358	0.139216	0.004214563	0.328216	0.2611	0.143905	0.266779	93484.63	283130
1451	-1724.18	-1406.64	-317.542	0.0221106	0.580123	0.00184937	0.0462594	0.219702	0.129956	0.004214563	0.336609	0.267777	0.141355	0.254259	93484.63	170367.1
1452	-1710.46	-1410.99	-299.468	0.0418795	0.629828	0.00200783	0.0502229	0.1316	0.144462	0.004214563	0.332831	0.269302	0.14216	0.255707	48141.21	109644.3
1453	-1717.16	-1408.44	-308.722	0.0548137	0.724055	0.0024626	0.0577366	0.151289	0.00964346	0.004214563	0.330256	0.271123	0.143121	0.2555	52409.38	95728.65
1454	-1716.98	-1405.05	-311.927	0.092029	0.523791	0.0170474	0.0969364	0.254005	0.0161908	0.004214563	0.326343	0.26791	0.141426	0.264321	52409.38	117606.4
1455	-1721.05	-1406.49	-314.56	0.092029	0.523791	0.0170474	0.0969364	0.254005	0.0161908	0.004214563	0.326343	0.26791	0.141426	0.264321	86592.04	173828.5
1456	-1723.28	-1404.7	-318.584	0.092029	0.523791	0.0170474	0.0969364	0.254005	0.0161908	0.005173907	0.326343	0.26791	0.141426	0.264321	112937	203639.4
1457	-1718.72	-1405.09	-313.633	0.0934724	0.532007	0.0173148	0.087336	0.257989	0.0118811	0.005173907	0.314485	0.272626	0.143915	0.268974	52874.18	209186
1458	-1702.78	-1410	-292.787	0.0903278	0.514109	0.0167323	0.0843978	0.24931	0.0451237	0.05800002	0.312279	0.270713	0.149921	0.267087	30747.91	90705.56
1459	-1724.19	-1407.27	-316.926	0.07278	0.414234	0.0134817	0.0680021	0.395144	0.0363576	0.05800002	0.337716	0.225027	0.147155	0.290102	76208.74	230366.5
1460	-1725.17	-1409.56	-315.612	0.07278	0.414234	0.0134817	0.0680021	0.395144	0.0363576	0.05800002	0.347074	0.221848	0.145076	0.286003	89056.66	207556.2
1461	-1733.11	-1409.64	-323.464	0.107169	0.609963	0.019852	0.100134	0.086785	0.0760972	0.05800002	0.339856	0.23803	0.142059	0.280055	95396.99	200278.7
1462	-1728.9	-1406.37	-322.527	0.0525629	0.647269	0.0210661	0.106258	0.0920929	0.0807513	0.09206705	0.343029	0.240252	0.149122	0.267596	95396.99	143813.8
1463	-1731.43	-1404.73	-326.703	0.0680914	0.68104	0.0491474	0.0508781	0.106925	0.043918	0.1016385	0.333405	0.233512	0.144938	0.288145	95396.99	210448.5
1464	-1713.13	-1404.91	-308.216	0.0652504	0.694348	0.0470968	0.0487552	0.102464	0.0420856	0.1016385	0.314691	0.276498	0.136815	0.271996	61244.59	149424.1
1465	-1720.81	-1405.92	-314.892	0.0288315	0.645695	0.0157988	0.0417067	0.228831	0.0391366	0.1016385	0.314691	0.276498	0.136815	0.271996	61244.59	134875.9
1466	-1716.5	-1407.14	-309.36	0.0319455	0.603965	0.0209676	0.0462114	0.253547	0.0433637	0.1016385	0.313468	0.275423	0.14017	0.270939	61244.59	128428.6
1467	-1724.76	-1409.82	-314.943	0.0319455	0.603965	0.0209676	0.0462114	0.253547	0.0433637	0.1016385	0.313468	0.275423	0.14017	0.270939	83469.9	188517
1468	-1721.01	-1406.08	-314.927	0.0239815	0.796239	0.0157403	0.0165145	0.114971	0.0325531	0.1016385	0.314877	0.276661	0.1408	0.267661	83469.9	188517
1469	-1724.22	-1405.04	-319.181	0.0229902	0.763328	0.0564235	0.0158319	0.110219	0.0312075	0.1016385	0.312829	0.274862	0.146389	0.26592	62761.97	152926.9
1470	-1723.93	-1405.17	-318.764	0.0310987	0.756993	0.0559552	0.0157005	0.109304	0.0309485	0.08725819	0.313296	0.255544	0.146607	0.284553	106423.6	146219.6
1471	-1715.63	-1402.91	-312.722	0.0292624	0.712295	0.00924681	0.109718	0.110356	0.0291211	0.08725819	0.309183	0.252189	0.15781	0.280817	76653.32	198060.1
1472	-1722	-1403.25	-318.745	0.0289017	0.703516	0.0117447	0.11808	0.108996	0.0287622	0.08725819	0.309183	0.252189	0.15781	0.280817	76653.32	210660.8
1473	-1715.28	-1405.97	-309.315	0.029023	0.706468	0.0075973	0.118575	0.109454	0.0288829	0.5622767	0.320392	0.261332	0.127277	0.290998	52893.32	104338.8
1474	-1715.41	-1405.18	-310.234	0.0114294	0.717091	0.00535474	0.0835743	0.162193	0.0203573	0.5622767	0.320392	0.261332	0.127277	0.290998	62359.77	110887.4
1475	-1712.92	-1405.19	-307.737	0.0114764	0.720037	0.00126812	0.0839176	0.16286	0.0204409	0.5622767	0.320392	0.261332	0.127277	0.290998	58016.15	98579.1
1476	-1731.66	-1405.6	-326.053	0.0143637	0.717934	0.00126442	0.0836725	0.162384	0.0203812	0.3576236	0.320392	0.261332	0.127277	0.290998	134017.7	260343.2
1477	-1709.79	-1403.92	-305.87	0.037389	0.701162	0.00123488	0.0817179	0.158591	0.0199051	0.2608453	0.320928	0.272409	0.132672	0.273992	64934.59	136412.4
1478	-1714.1	-1407.79	-306.311	0.037389	0.701162	0.00123488	0.0817179	0.158591	0.0199051	0.2608453	0.324935	0.247246	0.148503	0.279317	64934.59	149891.6
1479	-1719.51	-1406.92	-312.587	0.0348897	0.654292	0.0384118	0.0762553	0.177577	0.0185745	0.2608453	0.324935	0.247246	0.148503	0.279317	64934.59	92807.95
1480	-1721.23	-1411.14	-310.089	0.0666461	0.636299	0.0373554	0.0741582	0.167478	0.0180637	0.2294243	0.309274	0.283525	0.141346	0.265855	55690.81	83520.85
1481	-1721.57	-1405.71	-315.868	0.0714472	0.682137	0.0400465	0.00746161	0.179543	0.019365	0.2294243	0.309429	0.283667	0.140916	0.265988	73950.67	93405.27
1482	-1723.98	-1406.72	-317.258	0.0714472	0.682137	0.0400465	0.00746161	0.179543	0.019365	0.2294243	0.301858	0.286777	0.142461	0.268904	91308.53	83324.97
1483	-1720.11	-1407.56	-312.548	0.0714472	0.682137	0.0400465	0.00746161	0.179543	0.019365	0.2294243	0.298452	0.278293	0.138246	0.28501	71210.47	90521.86
1484	-1726.9	-1410.14	-316.752	0.0714686	0.682341	0.0400585	0.00746384	0.179297	0.0193708	0.2898256	0.335051	0.263125	0.148761	0.253063	81934.15	137143.5
1485	-1718.29	-1403.98	-314.302	0.097424	0.671116	0.0393995	0.00734106	0.176347	0.00837185	0.2898256	0.333507	0.249743	0.139925	0.276825	75326.1	137143.5
1486	-1729.69	-1409.51	-320.181	0.0638428	0.651868	0.0977378	0.00713051	0.17129	0.00813173	0.2519627	0.327959	0.251822	0.14109	0.27913	66273.3	251486.6
1487	-1726.11	-1406.43	-319.679	0.078158	0.573807	0.119653	0.00872935	0.209697	0.00995508	0.3744468	0.328219	0.252022	0.146892	0.272867	95326.65	216249.1
1488	-1727.53	-1410.34	-317.181	0.0734017	0.538888	0.112372	0.00819812	0.196936	0.0702051	0.3143071	0.337625	0.252935	0.135586	0.273855	99397.12	225483
1489	-1725.88	-1409.32	-316.556	0.029529	0.564403	0.117692	0.00858628	0.20626	0.0735292	0.2505417	0.339478	0.258484	0.126679	0.275358	99397.12	182784
1490	-1729.99	-1406.94	-323.05	0.0481358	0.553582	0.115436	0.00842166	0.202306	0.0721194	0.2505417	0.339478	0.258484	0.126679	0.275358	142148.2	192915.9
1491	-1727.68	-1406.51	-321.165	0.0447279	0.549301	0.114543	0.0191258	0.200741	0.0715617	0.04386091	0.334376	0.275799	0.135165	0.25466	142148.2	137301.2
1492	-1726.22	-1404.96	-321.268	0.0441094	0.541705	0.112959	0.0326899	0.197965	0.0705721	0.04386091	0.341479	0.260415	0.138036	0.26007	78023.78	185357.1
1493	-1728.32	-1404.83	-323.497	0.0256122	0.607432	0.126665	0.00906479	0.152091	0.0791349	0.04386091	0.306012	0.27444	0.145471	0.274077	138647.2	141963.6
1494	-1740.02	-1406.79	-333.221	0.0214797	0.509425	0.106228	0.00760222	0.139285	0.21598	0.04386091	0.307208	0.271605	0.146039	0.275148	158030.6	223343.9
1495	-1718.15	-1404.14	-314.007	0.0156864	0.627954	0.0775771	0.00555182	0.101718	0.171513	0.04386091	0.310971	0.256494	0.154017	0.278518	88188.96	176566.3
1496	-1722.09	-1406.72	-315.368	0.0115126	0.609308	0.0569354	0.00407459	0.192293	0.125877	0.04386091	0.316747	0.254344	0.152726	0.276183	102054.8	176566.3
1497	-1726.38	-1407.12	-319.253	0.0117067	0.619583	0.0410309	0.00414331	0.195536	0.128	0.04386091	0.330333	0.250925	0.130712	0.288029	107381.6	145617.4
1498	-1734.65	-1411.67	-322.975	0.0128297	0.596984	0.0464453	0.0320062	0.188404	0.123331	0.04386091	0.333474	0.256955	0.15237	0.257201	88572.96	148432.9
1499	-1728.54	-1409.27	-319.277	0.0111642	0.605582	0.0471143	0.0324672	0.178565	0.125107	0.04386091	0.334075	0.257417	0.14688	0.261628	88572.96	151640.5
1500	-1728.94	-1408.47	-320.468	0.00871954	0.472975	0.0367975	0.0253577	0.358438	0.0977118	0.04386091	0.312336	0.263864	0.15562	0.26818	88572.96	145704
1501	-1729.92	-1410.5	-319.429	0.0118746	0.644115	0.0501121	0.034533	0.126298	0.133067	0.03228299	0.304723	0.266785	0.157343	0.271149	88572.96	145704
1502	-1726.67	-1407.94	-318.728	0.00991848	0.64539	0.0502113	0.0346014	0.126548	0.133331	0.03228299	0.304723	0.266785	0.157343	0.271149	111450.7	96528.85
1503	-1735.3	-1404.06	-331.237	0.00991848	0.64539	0.0502113	0.0346014	0.126548	0.133331	0.03228299	0.302276	0.272673	0.156079	0.268972	164954.9	134879.7
1504	-1732.91	-1403.87	-329.04	0.00804126	0.712505	0.0407081	0.0280526	0.102597	0.108096	0.03228299	0.300247	0.270843	0.155032	0.273878	192969.9	180504.6
1505	-1725.2	-1403.07	-322.134	0.00894754	0.664474	0.045296	0.0468437	0.11416	0.120279	0.03228299	0.300247	0.270843	0.155032	0.273878	120501.5	151930.3
1506	-1725.81	-1403.16	-322.65	0.00779152	0.665249	0.0453488	0.0468984	0.114293	0.120419	0.03228299	0.306628	0.255348	0.158326	0.279698	147391.7	213811
1507	-1734.15	-1408.31	-325.846	0.00212904	0.61887	0.117024	0.0436287	0.106325	0.112024	0.03228299	0.306493	0.255236	0.158256	0.280014	147568.6	233169.6
1508	-1732.73	-1406.72	-326.006	0.00194557	0.651712	0.10694	0.0398692	0.0971627	0.102371	0.03228299	0.313822	0.261339	0.138128	0.28671	147568.6	208257.2
1509	-1732.3	-1409.47	-322.835	0.0018683	0.625827	0.162649	0.0180471	0.0933036	0.0983045	0.008922404	0.313822	0.261339	0.138128	0.28671	96232.53	163827.6
1510	-1728.3	-1407.76	-320.539	0.00181159	0.639336	0.157712	0.0174994	0.0904716	0.0931689	0.008922404	0.313822	0.261339	0.138128	0.28671	96232.53	194587
1511	-1725.63	-1404.21	-321.425	0.0015281	0.686292	0.133032	0.00845291	0.0921064	0.0785889	0.008922404	0.320086	0.266556	0.140885	0.272473	100639.2	181881.7
1512	-1746.14	-1408.63	-337.507	0.0026876	0.727787	0.0795452	0.008964	0.0976754	0.0833407	0.008922404	0.314216	0.261668	0.138301	0.285815	192812.6	288639
1513	-1725.39	-1403.57	-321.817	0.00242708	0.754174	0.0718346	0.00809508	0.0882074	0.0752622	0.09508049	0.319955	0.266447	0.140827	0.27277	115385.4	168729
1514	-1723.55	-1402.73	-320.818	0.00230337	0.766704	0.0681732	0.00768247	0.0837114	0.071426	0.2467192	0.321575	0.265812	0.140492	0.272121	113047.8	128250
1515	-1724.39	-1402.27	-322.125	0.00230337	0.766704	0.0681732	0.00768247	0.0837114	0.071426	0.2467192	0.321988	0.266154	0.139387	0.272471	133141.2	150641.3
1516	-1742.8	-1406.52	-336.284	0.0053482	0.764364	0.0679651	0.00765903	0.0834559	0.071208	0.2408854	0.321963	0.266164	0.139392	0.272481	193781.1	262867.8
1517	-1734.33	-1405.54	-328.786	0.0114585	0.634939	0.145615	0.0164095	0.178804	0.0127735	0.2408854	0.318722	0.263484	0.148056	0.269737	193781.1	113893
1518	-1748.25	-1411.53	-336.721	0.0084902	0.470459	0.107894	0.0121586	0.391534	0.00946454	0.2408854	0.308314	0.283154	0.159109	0.249424	193781.1	172524.5
1519	-1746.22	-1412.03	-334.182	0.00694392	0.384777	0.0882436	0.00994422	0.502351	0.00774081	0.1849869	0.302617	0.277922	0.136065	0.283397	193781.1	171668.4
1520	-1738.5	-1412.54	-325.96	0.00636089	0.436432	0.0808344	0.00910928	0.460172	0.00709087	0.1849869	0.341111	0.223927	0.153373	0.28159	162450	126886.6
1521	-1738.68	-1411.39	-327.296	0.00178055	0.438932	0.0812975	0.00916146	0.462808	0.00602015	0.1849869	0.350866	0.23033	0.143412	0.275392	162450	87121.1
1522	-1740.14	-1412.59	-327.545	0.00431265	0.409419	0.0758312	0.00854546	0.496276	0.00561537	0.1894743	0.348403	0.228714	0.14368	0.279204	102845.5	182605
1523	-1735.21	-1408.77	-326.448	0.00452904	0.429963	0.0333485	0.0047843	0.521177	0.00619857	0.1894743	0.345649	0.22968	0.144287	0.280384	102845.5	197048.8
1524	-1729.33	-1402.3	-327.029	0.00689318	0.6544	0.0507562	0.0769287	0.201587	0.00943419	0.1894743	0.32732	0.270528	0.136636	0.265516	163101.1	175729.5
1525	-1727.2	-1400.2	-327.002	0.00851292	0.80817	0.0159172	0.0298869	0.125862	0.011651	0.1894743	0.32732	0.270528	0.136636	0.265516	203327.7	259678.9
1526	-1734.86	-1405.37	-329.49	0.00851292	0.80817	0.0159172	0.0298869	0.125862	0.011651	0.2487939	0.316717	0.265867	0.13221	0.285206	203327.7	301519.4
1527	-1721.56	-1402.02	-319.546	0.00900857	0.807488	0.0159333	0.0299173	0.12599	0.0116629	0.06844287	0.301962	0.262451	0.154047	0.281541	90113.34	229078.3
1528	-1730.53	-1405.46	-325.074	0.00853765	0.871921	0.0151004	0.0283534	0.0699283	0.00615894	0.291234	0.311756	0.269253	0.160074	0.258917	91292.01	190854.2
1529	-1744.11	-1408.7	-335.411	0.0190243	0.844684	0.0225821	0.0308697	0.0761341	0.00670552	0.3211721	0.313508	0.268567	0.159667	0.258258	165668.5	207112.6
1530	-1745.22	-1407.39	-337.83	0.0198786	0.837709	0.0235962	0.032256	0.0795533	0.00700666	0.2997076	0.313502	0.268581	0.159664	0.258253	239452.6	232471.9
1531	-1731.93	-1407.55	-324.379	0.0209811	0.802475	0.00525834	0.079925	0.083965	0.00739523	0.2997076	0.313502	0.268581	0.159664	0.258253	160427.8	139854.5
1532	-1722.17	-1402.6	-319.574	0.0209838	0.802581	0.00987086	0.0751922	0.0839761	0.0073962	0.2997076	0.309305	0.270223	0.16064	0.259832	120271.2	164741.3
1533	-1726.9	-1405.72	-321.174	0.0207176	0.792401	0.0224301	0.0742384	0.0829109	0.00730238	0.1948296	0.338683	0.258729	0.153808	0.24878	120271.2	173928.1
1534	-1737.61	-1407.15	-330.456	0.0205475	0.785893	0.0222459	0.0736287	0.08223	0.0154548	0.1327956	0.337081	0.257506	0.163502	0.241911	120271.2	230994.8
1535	-1731.97	-1406.61	-325.358	0.0209688	0.802006	0.0104394	0.0751383	0.0839159	0.00753202	0.1327956	0.338873	0.25356	0.164371	0.243196	89701.16	149053.8
1536	-1734.94	-1412.35	-322.592	0.0201675	0.771359	0.0103024	0.128512	0.0624152	0.0072442	0.2947167	0.343324	0.255429	0.154855	0.246391	106328	223444.9
1537	-1732.5	-1412.64	-319.86	0.0202985	0.776368	0.0103693	0.129346	0.0628205	0.000797511	0.2947167	0.351468	0.265772	0.130525	0.252235	106328	178040.7
1538	-1724.72	-1408.54	-316.187	0.0143835	0.807356	0.00734769	0.0406946	0.129661	0.000557698	0.2947167	0.317722	0.279601	0.137317	0.26536	116058.4	143672.3
1539	-1733.84	-1408.04	-325.803	0.00986552	0.55376	0.00503973	0.0888149	0.342138	0.000382521	0.4025361	0.328551	0.275512	0.134457	0.261479	123398.6	260524.3
1540	-1739.77	-1411.52	-328.254	0.0098091	0.550593	0.0107299	0.088307	0.340181	0.000380334	0.4025361	0.304094	0.251599	0.122787	0.321521	166194.3	229845
1541	-1733.37	-1408.94	-324.428	0.0120349	0.675528	0.0131647	0.108345	0.190461	0.000466635	0.4025361	0.314251	0.239163	0.140957	0.305629	134247.7	145681.8
1542	-1724.98	-1406.24	-318.739	0.00616469	0.65376	0.0504458	0.104854	0.184324	0.000451599	0.4025361	0.318154	0.233209	0.139212	0.309425	90527.85	163846.6
1543	-1728.87	-1406.12	-322.75	0.00673686	0.642633	0.0312473	0.114585	0.201432	0.0033658	0.4025361	0.318154	0.233209	0.139212	0.309425	56190.59	143719.2
1544	-1728.91	-1402.76	-326.144	0.0157307	0.63288	0.0307731	0.118927	0.198375	0.00331472	0.4025361	0.338708	0.248275	0.148205	0.264812	123717	190600
1545	-1718.65	-1399.68	-318.968	0.0119258	0.66614	0.0233297	0.0901607	0.205931	0.00251295	0.2408061	0.322136	0.250898	0.140954	0.286012	100812.5	173295.5
1546	-1722.35	-1403.19	-319.163	0.0117148	0.654357	0.022917	0.106254	0.202289	0.00246851	0.2228782	0.330288	0.257247	0.144521	0.267944	102674	104456.3
1547	-1735.45	-1403.16	-332.287	0.0116911	0.653031	0.0228706	0.106039	0.201879	0.00448931	0.2228782	0.316858	0.246787	0.154146	0.28221	106638.6	130050.6
1548	-1720.69	-1401.66	-319.026	0.0128295	0.716619	0.0250976	0.0189918	0.221536	0.00492645	0.2228782	0.338002	0.240523	0.148889	0.272586	106638.6	92055.78
1549	-1720.61	-1404.91	-315.7	0.0161802	0.622284	0.0316524	0.0388511	0.279396	0.0116362	0.2228782	0.338002	0.240523	0.148889	0.272586	95517.22	92028.94
1550	-1733.63	-1402.69	-330.942	0.0163076	0.627184	0.0307893	0.039157	0.281596	0.00496631	0.2228782	0.326498	0.251829	0.156898	0.264775	175685	171178.9
1551	-1730.73	-1401.6	-329.127	0.00967768	0.631411	0.0309968	0.0394209	0.283493	0.00499978	0.2424137	0.326498	0.251829	0.156898	0.264775	192131	193036.9
1552	-1731.01	-1403.42	-327.591	0.00951263	0.620643	0.0304682	0.0387487	0.278659	0.0219683	0.2424137	0.337424	0.260256	0.143	0.25932	192131	143620.7
1553	-1736.6	-1403.46	-333.141	0.00818203	0.682745	0.0262064	0.02429	0.239681	0.0188954	0.2982838	0.337424	0.260256	0.143	0.25932	192131	240812.9
1554	-1730.51	-1402.43	-328.083	0.0082383	0.687441	0.0263866	0.024457	0.241329	0.0121484	0.3418739	0.337424	0.260256	0.143	0.25932	197878.3	213598.6
1555	-1737.7	-1407.1	-330.593	0.00774024	0.64588	0.0247913	0.00973767	0.300437	0.0114139	0.3418739	0.340139	0.26235	0.14415	0.253361	174525.8	217913.1
1556	-1745.53	-1410.29	-335.238	0.0071686	0.59818	0.0229604	0.0849919	0.278249	0.00845002	0.3418739	0.340139	0.26235	0.14415	0.253361	256706.4	314537.4
1557	-1747.06	-1420.07	-326.995	0.0082236	0.686214	0.0401971	0.101771	0.153901	0.0096936	0.3418739	0.340139	0.26235	0.14415	0.253361	144709.3	258555
1558	-1730.11	-1410.53	-319.584	0.0082236	0.686214	0.0401971	0.101771	0.153901	0.0096936	0.3418739	0.335987	0.26124	0.146058	0.256714	110909.6	212308
1559	-1721.09	-1405.1	-315.992	0.0082236	0.686214	0.0401971	0.101771	0.153901	0.0096936	0.08516521	0.335987	0.26124	0.146058	0.256714	101153.2	150089.2
1560	-1714.49	-1402.92	-311.569	0.00816091	0.680982	0.0398907	0.100995	0.152728	0.017243	0.08516521	0.307905	0.255086	0.142618	0.294391	90412.99	148912.7
1561	-1736.74	-1407.56	-329.187	0.0449008	0.72981	0.0293271	0.0710023	0.112283	0.0126768	0.08516521	0.307905	0.255086	0.142618	0.294391	123735.1	290722.8
1562	-1728.13	-1404.57	-323.559	0.0448534	0.729039	0.0292961	0.0709273	0.124157	0.00172708	0.08516521	0.307905	0.255086	0.142618	0.294391	131275.1	174049.7
1563	-1733.82	-1405.74	-328.074	0.0455247	0.739951	0.0297346	0.0570221	0.126015	0.00175293	0.08516521	0.307905	0.255086	0.142618	0.294391	131275.1	257044.7
1564	-1727.3	-1405.92	-321.373	0.018967	0.718764	0.0827695	0.0553894	0.122407	0.00170274	0.08516521	0.298998	0.247708	0.167419	0.285875	131275.1	202263.2
1565	-1724.46	-1402.84	-321.619	0.0200319	0.759122	0.0874168	0.00235152	0.12928	0.00179834	0.08516521	0.303008	0.25103	0.156253	0.289709	131275.1	151674.1
1566	-1725.15	-1402.87	-322.279	0.0200319	0.759122	0.0874168	0.00235152	0.12928	0.00179834	0.08516521	0.309865	0.25671	0.137159	0.296265	94107.43	123452
1567	-1715.15	-1400	-315.142	0.0211264	0.800596	0.0375576	0.00247999	0.136343	0.0018966	0.08516521	0.324733	0.269028	0.143741	0.262498	94107.43	155911.7
1568	-1718.97	-1402	-316.966	0.0309668	0.699087	0.0653614	0.00195524	0.19985	0.00278001	0.08516521	0.324324	0.269949	0.14356	0.262167	94107.43	143659.8
1569	-1714.64	-1401.12	-313.513	0.0374942	0.635658	0.0791387	0.00236738	0.241976	0.003366	0.08516521	0.321909	0.275385	0.142491	0.260215	94107.43	143659.8
1570	-1718.2	-1399.93	-318.272	0.0428533	0.699085	0.0624838	0.00186916	0.191051	0.00265762	0.08516521	0.321909	0.275385	0.142491	0.260215	85535.14	130573.7
1571	-1729.29	-1406.94	-322.35	0.0428533	0.699085	0.0624838	0.00186916	0.191051	0.00265762	0.08516521	0.34754	0.264976	0.137105	0.250379	80406.57	151623.1
1572	-1718.13	-1403.97	-314.157	0.0440605	0.718778	0.0334271	0.00192181	0.196433	0.00537975	0.1187352	0.317465	0.27719	0.143424	0.26192	80406.57	149793.5
1573	-1721.97	-1403.85	-318.126	0.0485368	0.791801	0.0368231	0.00643111	0.110481	0.0059263	0.1748073	0.317465	0.27719	0.143424	0.26192	93466.22	213463.4
1574	-1723.33	-1403.23	-320.095	0.0304404	0.8313	0.00929313	0.00675192	0.115993	0.00622193	0.1748073	0.335794	0.248437	0.138726	0.277043	81152.71	164975
1575	-1727.57	-1406.16	-321.406	0.0881711	0.727921	0.00754057	0.00923354	0.158625	0.00850874	0.2451479	0.335794	0.248437	0.138726	0.277043	81152.71	154325
1576	-1727.13	-1405.85	-321.282	0.0371656	0.773835	0.0015082	0.00981594	0.16863	0.00904543	0.2451479	0.336611	0.249042	0.139063	0.275284	107131.8	143253.3
1577	-1734.41	-1406.75	-327.66	0.0826365	0.542076	0.00335343	0.0218254	0.329997	0.0201122	0.2451479	0.336611	0.249042	0.139063	0.275284	168668.5	229090.9
1578	-1734.64	-1410.81	-323.832	0.0793987	0.520836	0.00115791	0.0209703	0.358313	0.0193242	0.2451479	0.329942	0.244107	0.159372	0.266579	142094.8	176018.3
1579	-1735.26	-1408.46	-326.8	0.0793987	0.520836	0.00115791	0.0209703	0.358313	0.0193242	0.2451479	0.329942	0.244107	0.159372	0.266579	154628.1	203984.3
1580	-1740.58	-1410.06	-330.514	0.0519147	0.646726	0.000757095	0.0137114	0.274255	0.0126351	0.08135002	0.318626	0.25055	0.173825	0.256999	154628.1	203984.3
1581	-1728.56	-1403.34	-325.219	0.0482025	0.600482	0.000702959	0.0127309	0.329599	0.0082824	0.1259447	0.342223	0.251137	0.149038	0.257601	176685.3	206729.6
1582	-1736.85	-1406.02	-330.831	0.048131	0.599591	0.000701916	0.0141958	0.32911	0.00827011	0.1259447	0.340027	0.255943	0.148082	0.255948	182490.4	172953.4
1583	-1726.91	-1408.49	-318.417	0.0703326	0.585606	0.000685544	0.0138647	0.321434	0.00807722	0.1259447	0.344782	0.237195	0.150153	0.26787	85467.93	96791.34
1584	-1734.05	-1408.7	-325.35	0.0619377	0.515707	0.000603717	0.0122098	0.402428	0.00711311	0.05821003	0.344782	0.237195	0.150153	0.26787	115786.1	97640.17
1585	-1729.65	-1407.02	-322.628	0.0449286	0.652946	0.000437927	0.00160158	0.291653	0.00843315	0.05821003	0.334285	0.229974	0.145581	0.29016	112259.7	119581
1586	-1723.06	-1405.26	-317.802	0.0451219	0.655754	0.00043981	0.00675137	0.283464	0.00846941	0.05821003	0.343813	0.236529	0.138596	0.281062	77638.14	126959.6
1587	-1725.91	-1403.45	-322.455	0.0351411	0.776699	0.00242255	0.005258	0.173883	0.00659602	0.05821003	0.338516	0.233265	0.151035	0.277184	110120.3	133051.7
1588	-1733.99	-1404.93	-329.06	0.0351411	0.776699	0.00242255	0.005258	0.173883	0.00659602	0.3902895	0.347142	0.245158	0.154884	0.252817	103741.5	145370.1
1589	-1725.54	-1406.66	-318.88	0.0348745	0.770806	0.00999182	0.0052181	0.172564	0.00654597	0.2672476	0.331045	0.23379	0.147702	0.287464	119847.7	90434.05
1590	-1716.86	-1405	-311.861	0.0321328	0.710208	0.0092063	0.00480787	0.237614	0.00603135	0.2418807	0.331478	0.233638	0.147606	0.287278	76022.39	87184.95
1591	-1708.51	-1404.26	-304.248	0.0319897	0.707044	0.00916529	0.00478646	0.236555	0.0104588	0.2418807	0.323204	0.248066	0.150284	0.278446	57802.16	82762.25
1592	-1712.83	-1408.53	-304.293	0.0342673	0.757385	0.00981785	0.00512725	0.156808	0.0365947	0.2418807	0.332497	0.255198	0.154605	0.2577	57802.16	114605.2
1593	-1716.26	-1405.89	-310.362	0.0374296	0.827279	0.0107239	0.0056004	0.0789957	0.0399718	0.1197049	0.332497	0.255198	0.154605	0.2577	64679.83	114445.9
1594	-1713.93	-1403.85	-310.089	0.040591	0.81786	0.0116297	0.000903666	0.085668	0.0433479	0.1420209	0.320231	0.245784	0.148902	0.285084	49351.08	96611.95
1595	-1723.18	-1404.34	-318.844	0.103688	0.534733	0.0297073	0.00230837	0.218834	0.11073	0.1420209	0.321508	0.246764	0.145359	0.28637	97807.87	189089.3
1596	-1722.32	-1407.22	-315.097	0.118613	0.611707	0.0339836	0.00418595	0.104841	0.126669	0.2297423	0.324152	0.245802	0.144792	0.285254	97807.87	118903.4
1597	-1736.17	-1403.85	-332.32	0.0758484	0.606906	0.0337169	0.0041531	0.228777	0.0505991	0.2297423	0.322083	0.244234	0.150249	0.283434	167227.4	211424.9
1598	-1741.79	-1408.75	-333.039	0.0713859	0.571198	0.0317332	0.00417051	0.215316	0.106196	0.2297423	0.323059	0.244973	0.150704	0.281263	211778.7	228564.7
1599	-1741.91	-1409.46	-332.445	0.0646606	0.611595	0.0287436	0.00377761	0.195032	0.0961912	0.3352968	0.323059	0.244973	0.150704	0.281263	211778.7	229801
