Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size	root_height
644	-1728.94	-1407.04	-321.896	0.0450295	0.546351	0.0208566	0.00137343	0.291257	0.0951321	0.07961588	0.316937	0.277734	0.133792	0.271537	112882.4	148857
645	-1727.55	-1403.88	-323.669	0.0507999	0.594586	0.0348287	0.0216375	0.190825	0.107323	0.07961588	0.312954	0.274243	0.144678	0.268125	121185.8	170754.8
646	-1728.94	-1405.24	-323.696	0.0559949	0.655391	0.0383905	0.0238502	0.210339	0.016034	0.07961588	0.311987	0.276485	0.144231	0.267296	113606.7	170754.8
647	-1726.33	-1403.3	-323.025	0.0515375	0.718007	0.0420582	0.0153409	0.164634	0.00842276	0.07961588	0.311987	0.276485	0.144231	0.267296	120804.6	170754.8
648	-1731.2	-1403.5	-327.697	0.0518908	0.722928	0.0423465	0.0154461	0.165763	0.00162585	0.07961588	0.311322	0.276752	0.144371	0.267555	137450.2	208154.7
649	-1721.53	-1404.05	-317.478	0.0543982	0.757861	0.0443928	0.0161924	0.125451	0.00170441	0.07961588	0.315874	0.280799	0.131698	0.271628	77630.02	167612.7
650	-1714.16	-1405.36	-308.805	0.0322801	0.826922	0.0484381	0.017668	0.0728323	0.00185972	0.07961588	0.315842	0.280771	0.135541	0.267847	70440.63	129089.6
651	-1719.27	-1408.21	-311.061	0.0305692	0.783092	0.0458707	0.0697347	0.0689719	0.00176115	0.07961588	0.317364	0.282124	0.136194	0.264319	70440.63	181436.8
652	-1718.1	-1406.12	-311.984	0.0305692	0.783092	0.0458707	0.0697347	0.0689719	0.00176115	0.07961588	0.317364	0.282124	0.136194	0.264319	82472.32	153954.3
653	-1714.69	-1405.77	-308.925	0.0148793	0.773948	0.0453351	0.0351791	0.128918	0.00174059	0.07961588	0.312307	0.277628	0.149958	0.260107	59175.61	142460.1
654	-1708.13	-1402.26	-305.871	0.0148793	0.773948	0.0453351	0.0351791	0.128918	0.00174059	0.07961588	0.312307	0.277628	0.149958	0.260107	59175.61	142460.1
655	-1714.94	-1402.6	-312.336	0.0144655	0.752423	0.0440742	0.0620121	0.125333	0.00169218	0.07961588	0.312307	0.277628	0.149958	0.260107	70642.83	146637.5
656	-1722.39	-1402.26	-320.13	0.014482	0.753285	0.0441247	0.0620831	0.125476	0.000549253	0.3096703	0.326104	0.245716	0.156583	0.271598	70986.52	196104.9
657	-1724.21	-1406.67	-317.538	0.0178656	0.695642	0.054434	0.0765882	0.154793	0.000677581	0.6521692	0.326104	0.245716	0.156583	0.271598	71743.23	208950.5
658	-1734.62	-1408.29	-326.326	0.0178656	0.695642	0.054434	0.0765882	0.154793	0.000677581	0.6521692	0.314523	0.23699	0.151022	0.297466	103196.8	158871.8
659	-1721.25	-1403.88	-317.373	0.0290768	0.687701	0.0538127	0.0757139	0.153026	0.000669846	0.4297698	0.326312	0.260327	0.156683	0.256679	103196.8	158871.8
660	-1722.2	-1406.3	-315.894	0.0223566	0.71348	0.0281665	0.0395479	0.195754	0.000694956	0.4297698	0.321865	0.25678	0.154547	0.266808	83834.95	158871.8
661	-1717.67	-1402.95	-314.72	0.0214333	0.684016	0.0270033	0.0379147	0.228966	0.000666257	0.2291968	0.324189	0.258633	0.148444	0.268734	74514.37	135039.7
662	-1725.31	-1406.33	-318.984	0.0247062	0.655982	0.0311268	0.0234869	0.26393	0.000767995	0.2291968	0.326331	0.257813	0.147973	0.267882	62650.94	238521.3
663	-1724.11	-1399.25	-324.862	0.0266767	0.708302	0.0336093	0.0253602	0.205223	0.000829248	0.02614752	0.330011	0.26072	0.138367	0.270902	62650.94	129591.4
664	-1719.36	-1402.97	-316.393	0.0366753	0.638456	0.00815866	0.0344277	0.2786	0.00368175	0.02614752	0.315312	0.275367	0.150485	0.258836	62650.94	117580.2
665	-1705.75	-1399.97	-305.781	0.0395933	0.650677	0.00831483	0.0141997	0.283933	0.00328129	0.02614752	0.315312	0.275367	0.150485	0.258836	62650.94	132904.9
666	-1711.92	-1405.79	-306.129	0.0541799	0.469378	0.0123375	0.0210695	0.4213	0.0217348	0.03991818	0.344578	0.26144	0.1375	0.256482	55758.04	152428.7
667	-1729.09	-1407.32	-321.763	0.0537621	0.465759	0.00700103	0.0209071	0.418052	0.0345191	0.03991818	0.338033	0.256474	0.149622	0.255872	129658.9	274638.8
668	-1722.96	-1399.77	-323.185	0.0233669	0.772693	0.0030429	0.00419377	0.1817	0.0150032	0.03991818	0.329179	0.249756	0.145703	0.275362	129658.9	289268.1
669	-1716.13	-1395.63	-320.505	0.00995144	0.783307	0.0030847	0.00425138	0.184196	0.0152093	0.03991818	0.329179	0.249756	0.145703	0.275362	124737	206201.1
670	-1722.51	-1399.38	-323.134	0.0064634	0.786067	0.00309556	0.00426636	0.184845	0.0152629	0.03991818	0.340738	0.258527	0.15082	0.249915	132937.3	249621.6
671	-1711.26	-1397.1	-314.165	0.00626602	0.762062	0.00300103	0.034674	0.1792	0.0147968	0.03991818	0.333752	0.273729	0.147727	0.244791	89670.92	180751.8
672	-1719.27	-1400.05	-319.225	0.00626602	0.762062	0.00300103	0.034674	0.1792	0.0147968	0.03991818	0.32966	0.266408	0.152023	0.251909	89670.92	161073.1
673	-1715.45	-1398.92	-316.528	0.00234509	0.749304	0.0071782	0.0340935	0.192531	0.0145491	0.03991818	0.32966	0.266408	0.152023	0.251909	89670.92	122074.6
674	-1712.96	-1402.04	-310.926	0.00234509	0.749304	0.0071782	0.0340935	0.192531	0.0145491	0.03991818	0.32966	0.266408	0.152023	0.251909	89670.92	111775.2
675	-1727.08	-1403.88	-323.207	0.00525854	0.512184	0.0119017	0.101341	0.319221	0.0500937	0.03991818	0.326055	0.263496	0.150361	0.260088	94939.05	171067.2
676	-1734.48	-1410.47	-324.015	0.00471344	0.459091	0.0245702	0.0571103	0.28613	0.168385	0.03991818	0.303527	0.244529	0.139972	0.311973	94939.05	146165
677	-1727.65	-1403.2	-324.452	0.00222088	0.707835	0.0132862	0.030882	0.154723	0.0910528	0.03991818	0.319568	0.238896	0.136748	0.304787	145169.2	180756
678	-1726.34	-1404.63	-321.707	0.0053626	0.705607	0.0132443	0.0307847	0.154236	0.0907661	0.2369226	0.325266	0.236896	0.135603	0.302235	164719.3	151245.2
679	-1737.78	-1403.48	-334.301	0.00557649	0.733749	0.0137726	0.0320125	0.160387	0.0545018	0.2369226	0.318045	0.258893	0.127535	0.295526	164719.3	216254.5
680	-1719.52	-1407.13	-312.391	0.00668459	0.731357	0.0165093	0.0383737	0.192258	0.0148177	0.4248285	0.32096	0.252102	0.128704	0.298234	54771.85	89582.97
681	-1714.79	-1406.65	-308.138	0.0131474	0.744547	0.0113978	0.0728722	0.14295	0.015085	0.4248285	0.319462	0.262896	0.141805	0.275837	54771.85	82717.65
682	-1723.71	-1403.85	-319.861	0.0117403	0.664861	0.0101779	0.0650729	0.234678	0.0134705	0.08846697	0.319462	0.262896	0.141805	0.275837	88345.5	320876.1
683	-1716.45	-1401.86	-314.594	0.0126128	0.714272	0.0109343	0.069909	0.147665	0.0446063	0.08846697	0.316842	0.26074	0.149589	0.27283	81617.95	187993.9
684	-1717.34	-1401.14	-316.201	0.0127869	0.724135	0.0110853	0.0570663	0.149704	0.0452222	0.08846697	0.316842	0.26074	0.149589	0.27283	113168	172480.6
685	-1728.32	-1406.72	-321.6	0.0126215	0.714769	0.0238764	0.0563282	0.147768	0.0446373	0.08846697	0.313524	0.25801	0.158492	0.269974	113168	167386.7
686	-1724.74	-1408.43	-316.317	0.0110502	0.692037	0.0209039	0.0493156	0.129371	0.0973215	0.08846697	0.313524	0.25801	0.158492	0.269974	81156.48	132675.9
687	-1729.66	-1404.75	-324.914	0.0110502	0.692037	0.0209039	0.0493156	0.129371	0.0973215	0.08846697	0.313524	0.25801	0.158492	0.269974	135464.2	126099
688	-1729.2	-1404.17	-325.028	0.0115083	0.720728	0.0217706	0.0513602	0.134735	0.0598976	0.08846697	0.318137	0.27093	0.136988	0.273946	110113.1	125696.9
689	-1729.06	-1405.42	-323.638	0.0116685	0.730756	0.0220735	0.0634577	0.111313	0.060731	0.08846697	0.318137	0.27093	0.136988	0.273946	149343.6	178032.8
690	-1734.15	-1404.61	-329.548	0.010829	0.678185	0.0204855	0.0588925	0.175246	0.056362	0.352893	0.313909	0.26733	0.135167	0.283594	155717.2	165499.9
691	-1735.99	-1406.66	-329.332	0.0116595	0.673882	0.0220565	0.063409	0.188686	0.040307	0.352893	0.325775	0.224574	0.155338	0.294313	164140.1	170292.2
692	-1732.53	-1405.72	-326.81	0.0148063	0.553226	0.0606499	0.0805223	0.23961	0.0511854	0.352893	0.325775	0.224574	0.155338	0.294313	164140.1	171342
693	-1739.22	-1410.33	-328.888	0.011604	0.541298	0.0593423	0.0787863	0.234444	0.0745252	0.352893	0.325775	0.224574	0.155338	0.294313	110502.2	125928.7
694	-1732.34	-1409.73	-322.605	0.0118268	0.551689	0.0412863	0.0802986	0.238944	0.0759557	0.352893	0.347797	0.217239	0.150264	0.2847	90636.96	124384.8
695	-1724.82	-1407.37	-317.444	0.0117262	0.546996	0.0409352	0.0796156	0.236912	0.0838155	0.07257041	0.34739	0.217375	0.150358	0.284878	90636.96	162458.8
696	-1723.8	-1407.92	-315.882	0.0117262	0.546996	0.0409352	0.0796156	0.236912	0.0838155	0.07257041	0.333987	0.214957	0.169274	0.281782	92906.07	119453.7
697	-1719.3	-1402.38	-316.92	0.0288266	0.543214	0.030385	0.0790651	0.235273	0.083236	0.07257041	0.325878	0.234016	0.165165	0.274941	92906.07	173268.1
698	-1714.13	-1402.36	-311.774	0.0255241	0.567255	0.0809658	0.0648818	0.193068	0.0683045	0.07257041	0.325878	0.234016	0.165165	0.274941	68144.87	143567.8
699	-1708.53	-1404.66	-303.874	0.0168044	0.715092	0.0533058	0.0427165	0.127111	0.0449699	0.07257041	0.32094	0.245624	0.162662	0.270774	46001.14	77834.72
700	-1727.05	-1408.94	-318.107	0.0168044	0.715092	0.0533058	0.0427165	0.127111	0.0449699	0.07795475	0.269248	0.28847	0.164563	0.277719	73195.84	98982.94
701	-1727.17	-1405.94	-321.235	0.0126722	0.608911	0.0991137	0.0363737	0.204637	0.0382925	0.07795475	0.27742	0.285244	0.162722	0.274613	109471.2	137167.6
702	-1727.83	-1405.08	-322.751	0.0126722	0.608911	0.0991137	0.0363737	0.204637	0.0382925	0.1801149	0.304413	0.269714	0.124539	0.301334	115533.2	106835.6
703	-1726.88	-1405.42	-321.461	0.013809	0.663536	0.0182965	0.0396367	0.222994	0.0417277	0.1801149	0.304413	0.269714	0.124539	0.301334	115533.2	104929.4
704	-1728.31	-1411.42	-316.887	0.0123013	0.591092	0.0162989	0.0353093	0.198648	0.14635	0.5671334	0.291838	0.28217	0.134869	0.291123	94866.74	86159.74
705	-1732.81	-1405.82	-326.989	0.014163	0.593704	0.0187655	0.0406529	0.276935	0.0557798	0.5671334	0.291838	0.28217	0.134869	0.291123	142214.2	190273.7
706	-1732.9	-1408.15	-324.75	0.014184	0.594584	0.0173115	0.0407131	0.277345	0.0558625	0.5671334	0.291391	0.281738	0.136193	0.290677	120121.3	150564.9
707	-1729.39	-1407.69	-321.696	0.0141968	0.595124	0.0273719	0.0297975	0.277597	0.0559132	0.5671334	0.292503	0.282813	0.132899	0.291786	120121.3	132515.9
708	-1721.71	-1407.13	-314.574	0.0141968	0.595124	0.0273719	0.0297975	0.277597	0.0559132	0.3861854	0.304376	0.265885	0.134481	0.295259	71909.66	183890.6
709	-1713.86	-1403.97	-309.882	0.0145597	0.707411	0.0194794	0.0212055	0.197553	0.0397909	0.3861854	0.302885	0.264582	0.133822	0.298711	61055.89	114092.4
710	-1719.62	-1401.78	-317.843	0.0153501	0.816691	0.020537	0.0168405	0.0959501	0.0346316	0.324151	0.302885	0.264582	0.133822	0.298711	85400.45	190868.4
711	-1724.01	-1404.15	-319.854	0.0146702	0.780516	0.0196273	0.0160945	0.0917001	0.0773919	0.324151	0.300685	0.265417	0.134244	0.299654	91237.04	222235.6
712	-1719.19	-1404.83	-314.366	0.0103271	0.822986	0.0138167	0.0338372	0.0645525	0.0544802	0.324151	0.309924	0.244932	0.137724	0.307421	71096.45	200206
713	-1722.31	-1405.08	-317.234	0.00590653	0.756565	0.0196888	0.0482181	0.0919874	0.0776343	0.324151	0.309924	0.244932	0.137724	0.307421	71096.45	200206
714	-1716.92	-1406.16	-310.767	0.00761107	0.758279	0.0157768	0.0483273	0.0921958	0.0778102	0.2726443	0.352264	0.231873	0.124832	0.291031	71096.45	163124.1
715	-1717.34	-1407.16	-310.175	0.010632	0.662337	0.0220388	0.067509	0.128789	0.108694	0.2726443	0.332816	0.275342	0.117621	0.274221	71096.45	140553.6
716	-1716.18	-1404.36	-311.818	0.0115217	0.563392	0.023883	0.143847	0.139567	0.11779	0.2726443	0.328368	0.271662	0.129414	0.270556	71096.45	146953.9
717	-1723.68	-1413.15	-310.529	0.0135312	0.47755	0.0280485	0.168935	0.163909	0.148027	0.2726443	0.292587	0.286135	0.136309	0.284969	52011.61	176439.3
718	-1724.33	-1413.25	-311.077	0.0119136	0.629707	0.0246954	0.148739	0.0359115	0.149033	0.2859308	0.29946	0.283355	0.134984	0.282201	50105.48	175719.3
719	-1715.84	-1409.87	-305.973	0.0130596	0.690281	0.0305979	0.0633261	0.039366	0.16337	0.04518756	0.328362	0.271665	0.129415	0.270558	50105.48	159373.6
720	-1713.5	-1405.58	-307.922	0.0139746	0.595473	0.0327417	0.0564887	0.143002	0.15832	0.04518756	0.312048	0.278263	0.132559	0.27713	57831.81	134998.6
721	-1716.65	-1405.67	-310.981	0.0140737	0.599695	0.0329739	0.0800187	0.144016	0.129222	0.04518756	0.32072	0.244153	0.150296	0.284832	58909.25	152787.1
722	-1734.09	-1402.91	-331.185	0.0104269	0.703423	0.0244296	0.0592841	0.106698	0.095738	0.04518756	0.320164	0.243729	0.151769	0.284338	111198	228516.4
723	-1720.41	-1402.31	-318.108	0.0104269	0.703423	0.0244296	0.0592841	0.106698	0.095738	0.06996205	0.322754	0.248474	0.1389	0.289872	111198	206953.6
724	-1727.4	-1405.94	-321.458	0.00985066	0.664548	0.0230795	0.0560077	0.174955	0.0715593	0.06996205	0.334462	0.232164	0.143938	0.289436	99246.19	206953.6
725	-1728.47	-1405.45	-323.015	0.0105291	0.710319	0.0246691	0.0598653	0.187005	0.00761228	0.177264	0.343125	0.238178	0.147666	0.27103	99246.19	152233.3
726	-1724.51	-1408.71	-315.802	0.00935146	0.630871	0.0219099	0.0531694	0.166088	0.11861	0.177264	0.343125	0.238178	0.147666	0.27103	97328.61	260073.3
727	-1743.52	-1411.22	-332.304	0.0120301	0.51494	0.0383841	0.0683992	0.213663	0.152584	0.177264	0.343125	0.238178	0.147666	0.27103	91634.9	205955.1
728	-1733.76	-1405.12	-328.637	0.0132257	0.566118	0.0508948	0.0751972	0.234898	0.0596664	0.177264	0.328566	0.243457	0.150939	0.277038	153352.7	218749.6
729	-1725.66	-1403.53	-322.129	0.0103827	0.724468	0.00975958	0.0241447	0.184404	0.0468406	0.177264	0.320373	0.237386	0.147176	0.295064	131898	203392.1
730	-1730.53	-1404.81	-325.721	0.0103827	0.724468	0.00975958	0.0241447	0.184404	0.0468406	0.177264	0.320373	0.237386	0.147176	0.295064	121434.3	237383.8
731	-1725.47	-1404.56	-320.911	0.0103827	0.724468	0.00975958	0.0241447	0.184404	0.0468406	0.1018342	0.332183	0.236713	0.136876	0.294228	121434.3	237383.8
732	-1727.2	-1399.15	-328.046	0.0102977	0.718537	0.00967968	0.023947	0.182895	0.0546439	0.1018342	0.332183	0.236713	0.136876	0.294228	215461	189261.9
733	-1731.63	-1404.17	-327.457	0.0097935	0.683354	0.00920572	0.0717389	0.173939	0.0519683	0.1018342	0.314924	0.276371	0.129764	0.278941	225063.9	207417.6
734	-1731.02	-1406.52	-324.497	0.00977729	0.682223	0.0108459	0.0716201	0.173652	0.0518823	0.4245189	0.314924	0.276371	0.129764	0.278941	123334.9	207417.6
735	-1733.2	-1408.33	-324.869	0.0189903	0.693797	0.0103107	0.0680862	0.159493	0.0493223	0.4245189	0.312138	0.273926	0.137464	0.276473	133903.6	140893.3
736	-1732.48	-1408.27	-324.21	0.0179321	0.655136	0.00973614	0.0207252	0.249897	0.0465738	0.4245189	0.312138	0.273926	0.137464	0.276473	136131.8	158457.6
737	-1726.45	-1406.03	-320.422	0.0179321	0.655136	0.00973614	0.0207252	0.249897	0.0465738	0.4245189	0.330015	0.266807	0.133891	0.269288	125134.5	134620.7
738	-1723.67	-1403.3	-320.376	0.0204121	0.607442	0.0110826	0.0235915	0.284457	0.0530148	0.01849828	0.331433	0.267954	0.134467	0.266146	113802.6	134939.8
739	-1721.82	-1401.71	-320.108	0.0204121	0.607442	0.0110826	0.0235915	0.284457	0.0530148	0.01849828	0.329661	0.266521	0.139095	0.264723	124795.3	230674.3
740	-1718.25	-1403.8	-314.452	0.0210407	0.626149	0.0114239	0.024318	0.293217	0.0238516	0.01849828	0.302788	0.278454	0.145323	0.273434	76734.01	199110.8
741	-1728.71	-1405.64	-323.071	0.0256344	0.762853	0.013918	0.0296272	0.147109	0.0208579	0.005889622	0.302788	0.278454	0.145323	0.273434	96327.19	155239.9
742	-1734.06	-1415.85	-318.207	0.0256344	0.762853	0.013918	0.0296272	0.147109	0.0208579	0.005889622	0.29803	0.229691	0.143039	0.329239	96327.19	159709.4
743	-1726.34	-1413.68	-312.664	0.012877	0.775242	0.0141441	0.0301083	0.149498	0.0181306	0.005889622	0.29803	0.229691	0.143039	0.329239	63658.5	105545.1
744	-1718.31	-1406.7	-311.61	0.00461772	0.790522	0.00322537	0.0307018	0.152445	0.018488	0.005889622	0.298286	0.229607	0.142987	0.329119	57058.04	156587.8
745	-1717.09	-1400.26	-316.831	0.00348213	0.791424	0.00322905	0.0307368	0.152619	0.0185091	0.005889622	0.328859	0.243558	0.129501	0.298082	57058.04	133027.8
746	-1715.36	-1400.8	-314.563	0.00336757	0.765386	0.00312282	0.060571	0.147598	0.0199552	0.005889622	0.328859	0.243558	0.129501	0.298082	57111.62	124479
747	-1716.36	-1402.18	-314.188	0.00336757	0.765386	0.00312282	0.060571	0.147598	0.0199552	0.005250234	0.328859	0.243558	0.129501	0.298082	118784.3	164001.1
748	-1715.29	-1400.85	-314.433	0.00336757	0.765386	0.00312282	0.060571	0.147598	0.0199552	0.005250234	0.316742	0.27143	0.124729	0.287099	74936.24	194496.7
749	-1711.07	-1398.43	-312.637	0.00337362	0.76676	0.00133224	0.0606798	0.147863	0.019991	0.005250234	0.316452	0.272096	0.124615	0.286837	76798.24	176227.5
750	-1713.25	-1396.28	-316.967	0.00340504	0.773902	0.00134465	0.0596478	0.14924	0.0124601	0.005250234	0.320512	0.259792	0.140341	0.279355	60011.42	163808.5
751	-1718.34	-1399.96	-318.381	0.00916338	0.692219	0.0018031	0.079984	0.200122	0.0167083	0.005250234	0.333954	0.254653	0.137565	0.273829	109650.3	127024.6
752	-1719.02	-1399.23	-319.789	0.0113484	0.690693	0.00179912	0.0798077	0.199681	0.0166714	0.005250234	0.337848	0.245961	0.139169	0.277022	109650.3	142453.4
753	-1718.47	-1402.7	-315.768	0.0150031	0.78178	0.00188409	0.0449254	0.136811	0.019596	0.005250234	0.337848	0.245961	0.139169	0.277022	91607.81	126082
754	-1716.62	-1404.42	-312.201	0.0116758	0.743784	0.00179252	0.0906572	0.130162	0.0219282	0.005250234	0.348587	0.25378	0.143593	0.254041	91607.81	197471.9
755	-1720.71	-1404.76	-315.951	0.0290982	0.489992	0.00446727	0.225934	0.217218	0.0332908	0.005250234	0.345731	0.259893	0.142416	0.251959	91472.43	197471.9
756	-1716.07	-1403.38	-312.688	0.0141099	0.738915	0.0021662	0.109556	0.10533	0.0299225	0.005250234	0.315996	0.271705	0.148889	0.26341	85061.58	80546.53
757	-1721.5	-1402.51	-318.995	0.0115284	0.603727	0.00176988	0.145914	0.212613	0.024448	0.005250234	0.310137	0.274032	0.150164	0.265667	111829.1	215730.2
758	-1712.68	-1398.56	-314.127	0.0115284	0.603727	0.00176988	0.145914	0.212613	0.024448	0.005250234	0.310137	0.274032	0.150164	0.265667	86890.5	183936.7
759	-1710.36	-1398.59	-311.772	0.00726509	0.606331	0.00177751	0.146543	0.21353	0.0245534	0.005250234	0.313825	0.27729	0.147479	0.261406	82159.66	200807.1
760	-1713.94	-1400.2	-313.74	0.00782663	0.653196	0.00384393	0.0786479	0.230034	0.0264513	0.005250234	0.313825	0.27729	0.147479	0.261406	82159.66	163231.2
761	-1715.52	-1403.61	-311.906	0.007888	0.658318	0.00386815	0.0792646	0.224003	0.0266587	0.005250234	0.303397	0.281504	0.14972	0.265378	80938.94	138635.5
762	-1720.97	-1405.62	-315.348	0.00786389	0.658334	0.00386825	0.0792665	0.224008	0.0266593	0.005250234	0.295331	0.300607	0.145739	0.258323	81382.58	123127.9
763	-1714.9	-1404.43	-310.478	0.00786389	0.658334	0.00386825	0.0792665	0.224008	0.0266593	0.005250234	0.295331	0.300607	0.145739	0.258323	60157.26	141808.9
764	-1710.8	-1402.37	-308.435	0.00804014	0.673089	0.00424607	0.0583399	0.229028	0.0272568	0.005250234	0.306781	0.278364	0.134956	0.279899	60157.26	141808.9
765	-1705.45	-1401.41	-304.047	0.0144689	0.825493	0.00247241	0.0339703	0.115591	0.00800393	0.005250234	0.306781	0.278364	0.134956	0.279899	55680.63	111866.9
766	-1716.71	-1400.97	-315.732	0.0144689	0.825493	0.00247241	0.0339703	0.115591	0.00800393	0.005250234	0.306781	0.278364	0.134956	0.279899	57307.95	126522.1
767	-1717.21	-1402.37	-314.841	0.0146224	0.69591	0.00249864	0.0343307	0.234814	0.0178242	0.005250234	0.294567	0.269748	0.154097	0.281588	85087.4	185495.6
768	-1710.76	-1399.67	-311.094	0.0131309	0.726926	0.00224379	0.0308291	0.210864	0.0160062	0.005250234	0.294567	0.269748	0.154097	0.281588	68773.56	183839.5
769	-1717.07	-1399.98	-317.093	0.0131309	0.726926	0.00224379	0.0308291	0.210864	0.0160062	0.005250234	0.294567	0.269748	0.154097	0.281588	68773.56	147588.3
770	-1711.58	-1404.33	-307.255	0.00175399	0.757443	0.00233799	0.0321233	0.189663	0.0166782	0.005250234	0.294568	0.269749	0.154093	0.281589	68773.56	85204.65
771	-1716.76	-1405.37	-311.398	0.00185025	0.799011	0.00246629	0.0338862	0.145192	0.0175935	0.005250234	0.302039	0.276591	0.132639	0.288731	96246.02	81402.62
772	-1718.88	-1402.54	-316.335	0.00179797	0.776434	0.00239661	0.0329287	0.169346	0.0170964	0.005250234	0.302039	0.276591	0.132639	0.288731	87861.96	110623.9
773	-1725.5	-1403.33	-322.171	0.00167884	0.72499	0.00312604	0.0115692	0.242672	0.0159636	0.005250234	0.294294	0.269499	0.15488	0.281327	68068.22	133888.3
774	-1718.23	-1403.37	-314.867	0.00147773	0.721068	0.00310913	0.0171079	0.241359	0.0158772	0.005250234	0.294294	0.269499	0.15488	0.281327	91487.01	100221.4
775	-1732.64	-1404.25	-328.393	0.000696552	0.724417	0.00312357	0.0171874	0.24248	0.0120958	0.005250234	0.294294	0.269499	0.15488	0.281327	143714	210704.5
776	-1738.16	-1404.99	-333.169	0.000661791	0.688265	0.00411886	0.015555	0.270401	0.0209984	0.005250234	0.328812	0.229044	0.156988	0.285157	178916.9	232555.7
777	-1711.7	-1400.42	-311.28	0.00388631	0.670966	0.0259085	0.0151641	0.263604	0.0204706	0.005250234	0.311785	0.258021	0.159804	0.27039	86614.77	106922.5
778	-1712.32	-1405.59	-306.732	0.00388631	0.670966	0.0259085	0.0151641	0.263604	0.0204706	0.009155494	0.307329	0.258777	0.159484	0.27441	59479.87	76684.61
779	-1712.14	-1403.02	-309.127	0.00474798	0.819732	0.0316529	0.0185262	0.100332	0.0250094	0.009155494	0.333882	0.250228	0.150547	0.265344	59479.87	96506.67
780	-1737.59	-1406.96	-330.633	0.0327947	0.695106	0.0268406	0.0157096	0.208342	0.0212071	0.009155494	0.333882	0.250228	0.150547	0.265344	114966.8	211221.9
781	-1732.94	-1406.58	-326.361	0.0329237	0.697841	0.0230113	0.0157714	0.209162	0.0212906	0.009155494	0.333882	0.250228	0.150547	0.265344	172242.2	229700.3
782	-1725.99	-1402.98	-323.016	0.0330523	0.700565	0.0231011	0.015833	0.209979	0.0174695	0.009155494	0.33431	0.249266	0.15074	0.265684	89044.22	219630.5
783	-1730.39	-1407.08	-323.308	0.033131	0.702235	0.0231561	0.0158707	0.208096	0.0175111	0.009155494	0.346754	0.280951	0.134766	0.237529	129494.8	189722.2
784	-1732.13	-1408.55	-323.583	0.0335502	0.71112	0.0234491	0.0165088	0.210729	0.00464251	0.009155494	0.346754	0.280951	0.134766	0.237529	109375.8	263535.7
785	-1729.22	-1407.15	-322.072	0.0654164	0.687673	0.022676	0.0159645	0.203781	0.00448943	0.009155494	0.337591	0.273527	0.157629	0.231252	130319.5	263535.7
786	-1716.47	-1400.67	-315.797	0.0554044	0.694094	0.0228877	0.0161136	0.205684	0.00581661	0.009155494	0.318681	0.258206	0.1488	0.274313	130319.5	210486.7
787	-1728.75	-1404.13	-324.617	0.0542809	0.680019	0.0224236	0.0157868	0.201513	0.0259775	0.009155494	0.317273	0.25874	0.149107	0.27488	130319.5	287217.1
788	-1729.91	-1402.49	-327.415	0.11062	0.639508	0.0210877	0.0148464	0.189508	0.02443	0.009155494	0.317273	0.25874	0.149107	0.27488	130319.5	156663.3
789	-1729.22	-1398.87	-330.347	0.014756	0.671356	0.0221379	0.0155857	0.198946	0.0772181	0.009155494	0.317273	0.25874	0.149107	0.27488	244900.1	140082.4
790	-1716.33	-1399.01	-317.314	0.00642189	0.675328	0.0252676	0.0156779	0.19963	0.0776749	0.009155494	0.309199	0.257554	0.148424	0.284822	117642.6	152058.4
791	-1724.83	-1402.54	-322.289	0.0066315	0.566432	0.0068245	0.0131499	0.341813	0.0651499	0.009155494	0.309199	0.257554	0.148424	0.284822	84338.63	263079.3
792	-1713.68	-1403.16	-310.521	0.00526337	0.606782	0.00541656	0.010437	0.271294	0.100807	0.009155494	0.309199	0.257554	0.148424	0.284822	81769.13	85217.25
793	-1722.06	-1405.51	-316.56	0.00563636	0.606339	0.00720507	0.00898994	0.271096	0.100733	0.009155494	0.29689	0.287111	0.142516	0.273484	81769.13	104663
794	-1718.78	-1404.04	-314.742	0.00563528	0.777371	0.00720369	0.00898821	0.100089	0.100714	0.03854167	0.301081	0.2854	0.141666	0.271854	63957.81	101870.1
795	-1711.12	-1404.38	-306.736	0.00590967	0.815222	0.00755445	0.00942587	0.104962	0.0569257	0.09189601	0.301081	0.2854	0.141666	0.271854	63957.81	136558.2
796	-1708.17	-1402.93	-305.242	0.00590967	0.815222	0.00755445	0.00942587	0.104962	0.0569257	0.09189601	0.320752	0.277367	0.137679	0.264202	63957.81	107071.4
797	-1717.31	-1403.74	-313.568	0.00614389	0.847533	0.00735893	0.00979945	0.0699829	0.0591819	0.09189601	0.321683	0.273069	0.140279	0.264969	76110.81	165108.7
798	-1736.11	-1407.83	-328.278	0.0127209	0.684317	0.0152367	0.0202898	0.144899	0.122536	0.09189601	0.339981	0.265035	0.140395	0.254589	161994.5	279277.4
799	-1737.35	-1410.94	-326.403	0.0213988	0.69335	0.0144628	0.0348315	0.111804	0.124154	0.1508537	0.311661	0.269189	0.142595	0.276555	166823.4	301957.5
800	-1723.91	-1408.36	-315.548	0.0143192	0.624097	0.00967792	0.0233078	0.245519	0.0830784	0.1508537	0.307943	0.277908	0.140894	0.273256	96514.17	83263.41
