Iteration	Replicate_ID	Posterior	Likelihood	Prior	pop_size[1]	pop_size[2]	pop_size[3]	pop_size[4]	pop_size[5]	pop_size[6]
4258	0	-1785.82	-1393.88	-391.935	794673	125378	635442	21063.6	126817	63046
4259	1	-1796.63	-1402.88	-393.75	126039	719538	118850	34858.4	157790	502986
4260	0	-1785.68	-1394.16	-391.522	603782	47315.2	635442	21063.6	126817	206769
4261	1	-1794.77	-1403.86	-390.91	144887	373310	200639	22585.1	83791.4	422775
4262	0	-1784.59	-1392.91	-391.68	776941	47315.2	635442	21063.6	141747	392564
4263	1	-1798.67	-1401.7	-396.972	153671	155508	200639	71202.7	327703	377430
4264	0	-1789.55	-1394.03	-395.525	806656	42350.1	635442	21063.6	101221	392564
4265	1	-1801.88	-1405.6	-396.276	153671	554884	200639	71202.7	187413	377430
4266	0	-1789.53	-1396.68	-392.853	806656	89277.7	635442	21063.6	105998	593447
4267	1	-1801.69	-1403.92	-397.769	128382	554884	200639	49814.2	120994	377430
4268	0	-1796.23	-1398.08	-398.15	806656	135624	378919	60794	289224	593447
4269	1	-1803	-1404.25	-398.748	428658	554884	234990	48031.7	232664	236078
4270	0	-1794.58	-1397.32	-397.261	229844	258024	118484	60794	207207	453977
4271	1	-1801.25	-1404.27	-396.98	241095	313813	234990	24971.4	100695	866343
4272	0	-1791.97	-1395.62	-396.35	212905	258024	118484	130572	79916.6	349403
4273	1	-1792.33	-1402.01	-390.317	140062	161596	141156	24971.4	123250	416305
4274	0	-1803.44	-1400.11	-403.332	443963	749844	126977	200272	79916.6	349403
4275	1	-1798.45	-1405.28	-393.17	90372.1	329310	141156	26301.4	146513	74481.7
4276	0	-1798.58	-1398.44	-400.141	191764	749844	126977	254049	79916.6	349403
4277	1	-1797.93	-1402.19	-395.731	332078	329310	184896	13140	146513	142074
4278	0	-1792.3	-1395.99	-396.311	191764	749844	126977	227727	79916.6	854777
4279	1	-1795.74	-1407.51	-388.237	282257	329310	185531	13140	146513	708864
4280	0	-1788.76	-1393.78	-394.981	198277	749844	126977	156895	79916.6	854777
4281	1	-1798.74	-1404.53	-394.205	636016	74242.2	126005	19744.7	131653	992355
4282	0	-1791.14	-1394.54	-396.603	198277	639910	117992	138131	101398	805700
4283	1	-1793.54	-1401.59	-391.951	636016	146651	126005	19744.7	131653	583600
4284	0	-1788.53	-1392.46	-396.064	123326	284796	39805.4	138131	101398	805700
4285	1	-1792.72	-1402.29	-390.438	636016	54484.3	284986	47045.8	131653	583600
4286	0	-1794.36	-1395.72	-398.644	274340	284796	73478	92206	101398	805700
4287	1	-1810.75	-1405.2	-405.551	636016	99691.5	432647	47045.8	131653	583600
4288	0	-1793.02	-1396.63	-396.389	216919	284796	73478	92206	174468	805700
4289	1	-1812.58	-1410.08	-402.503	636016	145335	432647	52578.2	297753	583600
4290	0	-1783.36	-1396.53	-386.832	216919	284796	64490.6	92206	71626	686661
4291	1	-1802.75	-1407.27	-395.481	855059	145335	432647	52578.2	53649.2	583600
4292	0	-1789.96	-1394.56	-395.398	174646	284796	48561.2	92206	71626	686661
4293	1	-1806.89	-1408.75	-398.14	855059	145335	187192	194237	22666.2	304238
4294	0	-1783.72	-1393.43	-390.297	872516	333279	22744.4	92206	59702.8	686661
4295	1	-1797.19	-1406.31	-390.881	444575	145335	187192	53418.6	22666.2	304238
4296	0	-1784.18	-1390.79	-393.382	872516	333279	72002.6	92206	126512	990074
4297	1	-1798.73	-1408.12	-390.61	330120	37449.9	57391.2	40815.7	95444.6	968033
4298	0	-1786.93	-1391.86	-395.073	872516	176606	72002.6	92206	126512	990074
4299	1	-1804.24	-1408.36	-395.874	330120	44726.5	215076	58431.5	50649	968033
4300	0	-1792.14	-1391.89	-400.25	872516	136341	222701	61452.8	126512	939520
4301	1	-1799.05	-1404.47	-394.58	672200	44726.5	319401	58431.5	57003.8	982935
4302	0	-1789.29	-1394	-395.296	425394	136341	222701	40546.8	126512	939520
4303	1	-1794.34	-1407.89	-386.446	781486	28869.5	125852	58431.5	57003.8	230008
4304	0	-1787.91	-1393.59	-394.314	540214	136341	112472	40847.7	126512	939520
4305	1	-1786.2	-1402.8	-383.408	724832	21406.3	106941	72924.7	76199.3	247515
4306	0	-1782.85	-1391.56	-391.288	540214	112666	484358	14028.2	126512	939520
4307	1	-1790.65	-1404.18	-386.474	724832	15640.8	106941	72924.7	242861	247515
4308	0	-1794.11	-1395.18	-398.929	713028	63258.9	484358	50037.9	292482	939520
4309	1	-1787.76	-1405.95	-381.81	712400	15640.8	114771	38802	298638	837259
4310	0	-1796.71	-1396.75	-399.952	765656	125682	112354	101669	161747	939520
4311	1	-1789.16	-1404.82	-384.341	712400	33866.1	101581	61438.5	298638	837259
4312	0	-1779.34	-1394.98	-384.367	351651	85381.3	112354	101669	63834.3	939520
4313	1	-1788.3	-1404.58	-383.727	712400	7205.76	101581	72966.9	385901	837259
4314	0	-1783.83	-1392.11	-391.727	351651	77373.5	77046	101669	59221.2	939520
4315	1	-1791.31	-1404.6	-386.716	712400	13136.2	101581	18776.7	387808	627702
4316	0	-1785.3	-1389.59	-395.709	351651	297912	133320	175951	69491.9	939520
4317	1	-1776.64	-1404.56	-372.081	321768	13136.2	66550.9	45896.8	387808	627702
4318	0	-1778.19	-1390.1	-388.086	90849.8	180175	133320	175951	370503	939520
4319	1	-1784.99	-1404.25	-380.738	571565	6104.35	125689	45896.8	387808	695356
4320	0	-1777.43	-1390.48	-386.954	90849.8	106200	175417	175951	370503	939520
4321	1	-1780.04	-1407.11	-372.922	538983	6104.35	71156.6	51899.7	124025	520025
4322	0	-1791.06	-1396.99	-394.073	87543.6	97563.7	175417	175951	165057	939520
4323	1	-1781.34	-1407.78	-373.564	538983	6104.35	71156.6	51899.7	101503	520025
4324	0	-1783.4	-1394.31	-389.087	87543.6	188842	83014.2	175951	118339	939520
4325	1	-1783.58	-1407.25	-376.325	349008	7371.89	71156.6	51899.7	136986	261205
4326	0	-1782	-1395.79	-386.208	87543.6	123761	100750	175951	198792	939520
4327	1	-1774.85	-1407.86	-366.987	241037	22551.7	18924.6	51899.7	91126.4	819447
4328	0	-1775.18	-1393.92	-381.253	34933.4	93022.6	116539	175951	249388	939520
4329	1	-1780.63	-1405.57	-375.056	187267	16585.8	31108.6	51899.7	138205	863446
4330	0	-1785.83	-1392.28	-393.544	159055	149903	328668	175951	96622.2	939520
4331	1	-1781.73	-1405.17	-376.565	187267	16585.8	31108.6	57323.1	138299	593060
4332	0	-1793.43	-1393.99	-399.433	100501	297051	323797	112218	114451	939520
4333	1	-1781.98	-1402.32	-379.664	293903	33533	31108.6	71011.4	189047	593060
4334	0	-1787.3	-1391.86	-395.44	93907.8	86824.1	311189	124736	114451	222140
4335	1	-1787.74	-1402.06	-385.673	308574	24680.4	31108.6	222097	149522	593060
4336	0	-1795.59	-1396.15	-399.444	220044	100137	386312	42210.6	144129	222140
4337	1	-1787.33	-1405.06	-382.272	308574	24680.4	34585	93904.6	149522	593060
4338	0	-1788.58	-1392.61	-395.967	220044	100137	659349	106345	146755	222140
4339	1	-1787.15	-1405.43	-381.717	84554.6	23461.6	71316.1	28667.9	149522	593060
4340	0	-1787.38	-1391.03	-396.349	42590.9	215692	409121	277018	146755	106900
4341	1	-1786.26	-1406.47	-379.785	205310	90433.1	71316.1	42290.4	158483	363021
4342	0	-1788.9	-1393.01	-395.89	89494.7	254150	409121	192621	157814	60670.9
4343	1	-1794.38	-1410.34	-384.04	205310	90433.1	71316.1	63312.2	211353	363021
4344	0	-1779.7	-1390.47	-389.236	89494.7	174450	752484	76231.9	64508	521926
4345	1	-1789.01	-1406.51	-382.498	50841.7	273541	37853.7	63312.2	181046	363021
4346	0	-1789.49	-1391.48	-398.017	89494.7	532030	752484	76231.9	77930.3	574425
4347	1	-1795.45	-1406.7	-388.747	94059.8	139673	37853.7	63312.2	238157	363021
4348	0	-1788.58	-1391.29	-397.289	89494.7	332697	863019	76231.9	77930.3	420089
4349	1	-1800.29	-1409.04	-391.247	169670	262339	110476	78194.2	238157	285703
4350	0	-1789.24	-1391.59	-397.651	89494.7	262638	863019	76231.9	131087	420089
4351	1	-1801.43	-1406.75	-394.682	169670	97737.9	110476	78194.2	172573	620345
4352	0	-1790.99	-1392.07	-398.912	121342	262638	622691	76231.9	131087	420089
4353	1	-1799.72	-1404.9	-394.822	169670	129967	110476	78194.2	209132	518213
4354	0	-1796.05	-1393.58	-402.472	163480	288810	493964	78535.7	168737	962405
4355	1	-1798.9	-1403.23	-395.679	169670	156946	110476	216044	125610	623909
4356	0	-1798.68	-1391.82	-406.854	163480	331886	744770	78725.4	127508	962405
4357	1	-1807.53	-1405.62	-401.908	698035	156946	110476	143327	154324	380188
4358	0	-1800.76	-1392.96	-407.8	264314	331886	281414	78725.4	422866	962405
4359	1	-1803.84	-1403.38	-400.466	146868	156946	110476	135486	154324	142506
4360	0	-1794.98	-1393.36	-401.614	264314	280763	281414	169353	303518	353460
4361	1	-1798.42	-1401.73	-396.689	304127	107251	110476	103400	197496	438839
4362	0	-1808.92	-1398.86	-410.061	264314	199497	281414	169353	268942	192816
4363	1	-1806.33	-1406.91	-399.418	285588	693909	110476	45119.3	197496	438839
4364	0	-1789.31	-1393.18	-396.136	84149.9	182887	281414	169353	163641	949845
4365	1	-1798.12	-1405.19	-392.933	285588	154080	110476	53465.2	197496	438839
4366	0	-1795.75	-1399.74	-396.011	84149.9	183447	190222	169353	163641	949845
4367	1	-1796.82	-1403.3	-393.522	285588	121778	114831	53465.2	120874	318629
4368	0	-1791.47	-1400.44	-391.032	84149.9	87148	363673	124382	54129.6	949845
4369	1	-1790.44	-1401.52	-388.924	285588	27127.7	114831	53465.2	93637.7	577792
4370	0	-1790.3	-1399.11	-391.183	67479.5	209926	363673	88337	88051.6	701964
4371	1	-1790.93	-1402.3	-388.632	285588	24179.2	114831	55683.6	63710.9	577792
4372	0	-1804.2	-1398.77	-405.433	229136	352505	363673	88337	88051.6	701964
4373	1	-1791.85	-1403.79	-388.058	406932	24179.2	151478	55683.6	142430	577792
4374	0	-1800.01	-1395.72	-404.289	359845	441660	138420	88337	281629	140738
4375	1	-1795.18	-1404.17	-391.004	357669	108172	613984	55683.6	147732	252160
4376	0	-1798.68	-1399.31	-399.371	217209	441660	134800	88337	50949.8	140738
4377	1	-1803.79	-1406.3	-397.485	955983	90190.9	432965	51606	147732	605473
4378	0	-1789.23	-1392.36	-396.868	217209	441660	48804.6	88337	129143	558391
4379	1	-1815.28	-1406.73	-408.555	965755	136533	432965	202552	264433	434491
4380	0	-1791.63	-1398	-393.636	357800	441660	54975.9	134992	129143	558391
4381	1	-1808.03	-1406.95	-401.081	965755	33022.4	229374	186576	198902	434491
4382	0	-1791.45	-1391.97	-399.489	357800	441660	86422.8	149360	129143	558391
4383	1	-1805.98	-1406.62	-399.36	965755	33022.4	229374	186576	118742	172116
4384	0	-1788.82	-1393.23	-395.593	357800	280341	119904	18947	94832.2	297996
4385	1	-1807.4	-1407.53	-399.864	965755	33022.4	229374	237996	118742	678196
4386	0	-1791.07	-1394.42	-396.647	357800	332218	127123	27646.7	94832.2	297996
4387	1	-1809.52	-1410.23	-399.294	934957	33022.4	229374	237996	118742	250618
4388	0	-1797.7	-1394.03	-403.674	253844	812029	127123	27646.7	272665	306136
4389	1	-1801.82	-1405.23	-396.592	828454	33022.4	99836.5	541280	106329	529968
4390	0	-1793.94	-1394.51	-399.436	235439	369916	127123	69944.3	197213	317898
4391	1	-1801.67	-1405.48	-396.185	957905	62091.6	107388	92393.3	182908	846141
4392	0	-1802.24	-1399.36	-402.873	235439	416544	313742	69944.3	395587	414436
4393	1	-1807.21	-1406.09	-401.112	957069	80561.8	299928	92393.3	182908	846141
4394	0	-1810.95	-1402.56	-408.389	235439	319581	313742	281044	441463	414436
4395	1	-1807.3	-1406.34	-400.961	957069	48051.2	176797	651528	182908	846141
4396	0	-1804.11	-1400.48	-403.632	756824	382067	99032.7	162908	166489	49341.1
4397	1	-1807.56	-1410.11	-397.446	798690	48051.2	94487.3	211091	281801	846141
4398	0	-1812.1	-1404.52	-407.585	756824	382067	152245	162908	166489	228215
4399	1	-1801.07	-1404.23	-396.836	426238	110290	67474.6	211091	66555.6	846141
4400	0	-1810.64	-1401.72	-408.923	556250	347793	133187	162908	162337	228215
4401	1	-1809.17	-1406.7	-402.472	536386	319305	137240	211091	65346.1	846141
4402	0	-1817.1	-1407.54	-409.558	556250	347793	133187	398832	162337	204471
4403	1	-1808	-1405.3	-402.697	536386	481001	57302.3	211091	236502	846141
4404	0	-1807.41	-1406.62	-400.792	539808	221423	133187	398832	162337	483492
4405	1	-1794.72	-1401.96	-392.76	385218	481001	57302.3	64598.7	236502	726423
4406	0	-1802.96	-1403.74	-399.218	420988	221423	133187	145237	80774.4	88450
4407	1	-1793.83	-1400.4	-393.432	601142	424346	57302.3	64598.7	112280	564887
4408	0	-1800.47	-1398.93	-401.546	420988	221423	88681.1	145237	86652.7	276859
4409	1	-1792.11	-1402.29	-389.813	320006	424346	43020.8	64335.3	154165	641132
4410	0	-1802.8	-1400.64	-402.166	607671	278491	88681.1	231358	86652.7	276859
4411	1	-1793.47	-1405.14	-388.324	117975	424346	26059.7	222194	154165	209158
4412	0	-1797.39	-1399.02	-398.366	607671	278491	88681.1	231358	86652.7	450251
4413	1	-1796.45	-1405.35	-391.099	117975	424346	27818.7	222194	154165	526181
4414	0	-1800.94	-1396.63	-404.315	276347	249178	88681.1	231358	35524.4	329481
4415	1	-1802.2	-1408.07	-394.138	115012	424346	69865	222194	154165	508281
4416	0	-1798.64	-1399.63	-399.011	276347	533450	88681.1	231358	35524.4	329481
4417	1	-1796.39	-1402.7	-393.688	169030	424346	20343	156812	110353	433658
4418	0	-1800.66	-1399	-401.658	276347	860963	117800	231358	35524.4	804621
4419	1	-1792.04	-1403.24	-388.8	169030	424346	50920.4	138398	47896.2	693400
4420	0	-1801.12	-1401.11	-400.004	477270	260984	117800	231358	21594.9	932763
4421	1	-1810.85	-1410.58	-400.27	169030	424346	167701	137280	212201	552925
4422	0	-1799.32	-1400.87	-398.45	992754	260984	155298	106115	26542.8	932763
4423	1	-1807.72	-1408.16	-399.554	144399	424346	167701	137280	212201	759671
4424	0	-1799.94	-1399.96	-399.988	856139	260984	213236	120276	61164.4	932763
4425	1	-1809.15	-1407.84	-401.306	151818	174407	107116	528684	212201	759671
4426	0	-1804.5	-1400.06	-404.437	491206	298727	213236	82642.9	61164.4	932763
4427	1	-1811.57	-1408.17	-403.396	677145	174407	107116	528684	212201	759671
4428	0	-1804.68	-1398.11	-406.571	491206	793374	213236	82642.9	61164.4	932763
4429	1	-1814.63	-1410.19	-404.432	677145	174407	107116	208397	212201	235574
4430	0	-1798.72	-1400.78	-397.936	491206	293048	213236	78564.3	61164.4	92545.4
4431	1	-1819.99	-1409.77	-410.223	677145	174407	348041	208397	212201	522284
4432	0	-1796.65	-1401.48	-395.173	149994	293048	213236	55677.8	154385	840535
4433	1	-1806.59	-1406.82	-399.767	677145	174407	133806	208397	212201	280680
4434	0	-1793.01	-1399.26	-393.746	149994	293048	213236	54647.1	154385	840535
4435	1	-1813.6	-1412.21	-401.394	615495	152799	133806	225835	167895	57112.9
4436	0	-1792.49	-1397.6	-394.891	184713	882604	177160	27706.2	154385	364177
4437	1	-1803.36	-1411.09	-392.27	615495	152799	133806	85253.6	167895	80363.2
4438	0	-1794.04	-1398.68	-395.361	184713	882604	143393	22558.7	154385	466204
4439	1	-1804.2	-1410.48	-393.716	206274	472225	133806	149010	108809	24288.5
4440	0	-1797.97	-1403.44	-394.529	189913	967652	143393	22558.7	154385	770428
4441	1	-1811.27	-1412.43	-398.846	157636	472225	35121.6	149010	603915	69536.1
4442	0	-1792.49	-1399.1	-393.388	189913	595902	275191	19200.4	120864	780825
4443	1	-1810.86	-1410.27	-400.596	182134	394636	40915.2	155655	603915	228979
4444	0	-1790.01	-1400.22	-389.79	212649	190281	275191	19200.4	120864	310652
4445	1	-1807.02	-1407.57	-399.448	659397	394636	40915.2	184464	147759	516447
4446	0	-1783.26	-1397.72	-385.538	284308	329744	93848.5	11954.6	64059.7	310652
4447	1	-1803.2	-1408.37	-394.83	659397	394636	28463.8	184464	94039.4	554979
4448	0	-1780.76	-1393.57	-387.181	284308	275877	93848.5	11333	155796	177039
4449	1	-1806.51	-1410.34	-396.168	162040	394636	60926.1	184464	84175.7	758106
4450	0	-1778.15	-1391.61	-386.536	284308	275877	93848.5	11333	200934	382096
4451	1	-1800.03	-1407.03	-393.002	229298	394636	21624.2	211679	84175.7	412388
4452	0	-1783.06	-1391.97	-391.089	568681	275877	109592	11333	310798	645867
4453	1	-1801.79	-1405.32	-396.47	229298	698153	31798.5	275935	107753	639165
4454	0	-1782.08	-1392	-390.081	400382	206443	341350	11013	287633	362677
4455	1	-1800.09	-1405.59	-394.505	190987	698153	91734.8	41502.4	107753	639165
4456	0	-1781.71	-1393.49	-388.216	276084	505025	150503	8967.13	72180.8	362677
4457	1	-1801.65	-1407.91	-393.737	178438	191051	67204.8	41502.4	107753	639165
4458	0	-1784.98	-1394.17	-390.805	810547	505025	150503	8967.13	125545	270190
4459	1	-1805.05	-1407.47	-397.585	178438	156304	185918	80557	168495	839108
4460	0	-1787.15	-1396.88	-390.269	446728	853775	46113.4	27378.6	84733.3	67653.9
4461	1	-1799.53	-1406.67	-392.857	178438	337150	50574.7	83218.4	168495	839108
4462	0	-1784.46	-1396.66	-387.798	151860	626728	49882.5	22431.3	93777.5	323200
4463	1	-1795.49	-1406.71	-388.772	178438	337150	50574.7	50078.8	70352.7	839108
4464	0	-1789.18	-1394.47	-394.715	279531	664745	151757	22431.3	209217	78696.5
4465	1	-1795.5	-1405.38	-390.12	178438	337150	50574.7	29439.1	98747.6	839108
4466	0	-1788.23	-1391.77	-396.458	279531	664745	151757	34832.2	198240	168616
4467	1	-1797.85	-1404.01	-393.836	242509	659798	106110	49888.1	98747.6	711158
4468	0	-1788.13	-1390.93	-397.195	279531	184832	521712	34832.2	71168.4	972446
4469	1	-1803.46	-1404.82	-398.645	175663	659798	106110	56063.6	182231	711158
4470	0	-1779.51	-1389.14	-390.366	137389	89244.3	772792	34832.2	71168.4	594172
4471	1	-1802.05	-1405.26	-396.785	247974	659798	58488.6	56063.6	203994	711158
4472	0	-1784.62	-1389.72	-394.905	137389	89244.3	772792	51923.5	395109	129285
4473	1	-1796.71	-1404.67	-392.032	247974	206363	58488.6	56063.6	358458	711158
4474	0	-1784.3	-1392.31	-391.991	137389	89244.3	772792	55902.7	118499	151002
4475	1	-1785.07	-1403.74	-381.33	91086.1	219734	35395.6	56063.6	83130	961306
4476	0	-1784.52	-1393.95	-390.568	89203.6	89244.3	442133	55902.7	118499	388538
4477	1	-1780.51	-1403	-377.505	91086.1	219734	35395.6	46735.6	78335.6	961306
4478	0	-1783.78	-1394.85	-388.928	89203.6	150076	307766	55902.7	61248.9	791843
4479	1	-1785.75	-1404.25	-381.503	91086.1	249320	35798.5	73966.4	90162.2	961306
4480	0	-1784.19	-1395.12	-389.079	89203.6	180751	676267	20680.4	61248.9	401452
4481	1	-1787.66	-1401.78	-385.877	91086.1	888932	51758.6	63260.7	90162.2	961306
4482	0	-1791.37	-1395.04	-396.332	89203.6	180751	673992	40883.6	61248.9	401452
4483	1	-1786.88	-1402.33	-384.553	91086.1	332011	51758.6	131031	79306.9	961306
4484	0	-1795.21	-1396.77	-398.442	85099.1	382156	242760	96316.7	158622	401452
4485	1	-1789.33	-1401.31	-388.021	91086.1	332011	13000.2	131031	337207	961306
4486	0	-1793.89	-1397.08	-396.812	85099.1	358489	242760	96316.7	27369.5	737865
4487	1	-1796.07	-1401.61	-394.457	91086.1	123947	29225.3	167705	66074.6	409715
4488	0	-1787.08	-1396.19	-390.891	91824.8	117369	293864	92394.4	40596.1	839610
4489	1	-1797.35	-1406.02	-391.329	308984	123947	9642.4	113730	50706.6	723851
4490	0	-1787.09	-1396.13	-390.957	400316	117369	293864	21309.1	92147.2	839610
4491	1	-1790.7	-1401.69	-389.009	118210	123947	18378.4	113730	146434	723851
4492	0	-1775.18	-1390.38	-384.795	117981	62537.6	293864	51643.4	76241.8	346281
4493	1	-1786.13	-1401.18	-384.944	343630	114773	19370.3	85117.5	94298.5	206191
4494	0	-1780.37	-1391.27	-389.104	173547	62537.6	293864	51643.4	76241.8	119189
4495	1	-1784.73	-1402.53	-382.198	92969.1	589021	13747.5	85117.5	94298.5	313507
4496	0	-1784.1	-1394.61	-389.482	173547	62537.6	293864	51643.4	76241.8	595860
4497	1	-1792.32	-1408.65	-383.675	182863	226466	13747.5	129658	94298.5	313507
4498	0	-1785.02	-1396.56	-388.462	173547	50188.5	296662	55658	120610	595860
4499	1	-1793.25	-1406.21	-387.037	182863	397712	13747.5	129658	317091	313507
4500	0	-1783.2	-1394.59	-388.612	173547	68926.6	470521	55658	120610	595860
4501	1	-1789.2	-1405.24	-383.956	127141	397712	7246.45	64795.1	317091	878541
4502	0	-1783.13	-1396.61	-386.518	367806	12896.2	377369	96344.4	217319	704391
4503	1	-1797.39	-1405.53	-391.867	196870	397712	40365.5	280193	317091	411830
4504	0	-1787.8	-1400.72	-387.078	367806	12896.2	277111	28385.7	33704.3	161999
4505	1	-1795.25	-1406.92	-388.324	81380.9	313511	39250.1	280193	130707	411830
4506	0	-1780.56	-1394.79	-385.769	367806	13851.1	277111	67740.2	33704.3	161999
4507	1	-1796.99	-1408.34	-388.646	81380.9	313511	39250.1	239795	148186	231811
4508	0	-1782.01	-1395.07	-386.938	367806	13851.1	302059	113683	36544.5	152509
4509	1	-1798.98	-1406.68	-392.302	38191.1	338232	108358	152219	102161	231811
4510	0	-1778.65	-1390.19	-388.462	367806	35471.8	308173	114342	100571	156393
4511	1	-1796.54	-1405.26	-391.285	38191.1	338232	108358	183692	102161	89172.9
4512	0	-1781.72	-1392.58	-389.141	364465	35471.8	308173	114342	100571	159657
4513	1	-1793.4	-1404.05	-389.355	42131	359504	76967.6	247910	102161	32104.9
4514	0	-1785.57	-1395.52	-390.051	364465	35471.8	308173	112726	100571	25160.9
4515	1	-1795.65	-1403.94	-391.709	68965.5	359504	76967.6	247910	110000	330363
4516	0	-1784.31	-1396.74	-387.569	170936	29466.8	257709	253726	100571	25160.9
4517	1	-1800.11	-1406.82	-393.299	99611.7	145630	76967.6	247910	110000	238223
4518	0	-1788.37	-1395.37	-392.998	170936	52079.9	443234	58650.9	83557.3	55475.4
4519	1	-1793.28	-1403.71	-389.573	99611.7	267476	70702	247910	110000	468343
4520	0	-1792.86	-1397.34	-395.513	170936	52079.9	355198	253949	162057	157409
4521	1	-1796.16	-1403.13	-393.038	234647	267476	145620	63198.8	110000	626410
4522	0	-1783.06	-1391.67	-391.396	420704	12752.7	625402	175047	84951.8	716794
4523	1	-1807.93	-1408	-399.927	234647	267476	271327	63198.8	135853	233021
4524	0	-1783.73	-1391.34	-392.392	240462	9963.31	625402	175047	105736	716794
4525	1	-1799.72	-1405.1	-394.622	126670	278971	212514	56197.6	119183	193308
4526	0	-1779.12	-1391.02	-388.109	244525	26054.5	625402	105579	52376.8	877440
4527	1	-1802.13	-1409.48	-392.644	113752	767716	212514	42502.2	114964	203486
4528	0	-1775.96	-1390.23	-385.732	244525	26054.5	184204	105579	125777	877440
4529	1	-1803.02	-1407.49	-395.531	113752	786938	212514	42502.2	114964	155162
4530	0	-1778.36	-1391.38	-386.973	284474	35847	184204	24949.9	125777	877440
4531	1	-1809.61	-1408.76	-400.853	113752	786938	80730.8	42502.2	169447	773913
4532	0	-1779.59	-1390.57	-389.017	310894	35847	184204	24949.9	125777	877440
4533	1	-1796.42	-1409	-387.424	113752	358812	30030.3	42502.2	142376	773913
4534	0	-1771.76	-1392.52	-379.235	82317.5	35847	184204	44680	125777	877440
4535	1	-1792	-1407.63	-384.367	113752	358812	115137	24178.6	130751	773913
4536	0	-1785.83	-1396.19	-389.639	241543	35847	184204	21990.9	228324	877440
4537	1	-1792.16	-1407.53	-384.633	169519	358812	115137	24178.6	59423.1	773913
4538	0	-1791.85	-1397.36	-394.488	241543	100146	184204	19000.3	198347	262871
4539	1	-1800.44	-1406.59	-393.853	247078	358812	36539	35488.9	224105	773913
4540	0	-1786.77	-1392.08	-394.695	218952	100146	189047	70079.3	266669	104860
4541	1	-1801.34	-1403.51	-397.823	241041	358812	55724.3	138715	332977	773913
4542	0	-1787.29	-1390.24	-397.052	272196	340701	189047	80077	266669	348367
4543	1	-1801.06	-1403.89	-397.166	241041	358812	55724.3	263950	98028.8	36240.1
4544	0	-1792.61	-1393.02	-399.593	678812	276180	36593.5	159408	266669	82736.7
4545	1	-1805.75	-1403.53	-402.22	241041	710812	144548	263950	403404	177078
4546	0	-1792.84	-1390.95	-401.887	678812	297937	36593.5	159408	266669	73256.4
4547	1	-1806.21	-1403.98	-402.232	241041	710812	146713	263950	192067	379819
4548	0	-1796.5	-1395.09	-401.414	420889	525739	36593.5	99868	266669	53362.6
4549	1	-1807.73	-1406.59	-401.135	112279	710812	146713	144017	192067	379819
4550	0	-1793.72	-1394.79	-398.933	454382	605540	36593.5	224793	62977.3	242299
4551	1	-1811.09	-1409.33	-401.762	83032.1	710812	146713	67693.1	376853	379819
4552	0	-1790.43	-1396.17	-394.26	376349	170959	22428.1	209194	62977.3	493817
4553	1	-1801.47	-1408	-393.469	83032.1	710812	71325.8	67693.1	103439	323206
4554	0	-1794.75	-1396.97	-397.787	462027	170959	22428.1	106958	62977.3	493817
4555	1	-1801.85	-1405.97	-395.882	149381	710812	71325.8	56560.2	185883	323206
4556	0	-1786.7	-1397.2	-389.504	111068	168283	21487.4	135497	101644	128564
4557	1	-1804.18	-1406.06	-398.115	70325.8	710812	280979	56560.2	90768.7	323206
4558	0	-1790.11	-1399.56	-390.542	555401	332677	11475.2	333704	65556.1	128564
4559	1	-1803.17	-1407.17	-395.997	70325.8	358126	65083	53941.4	90768.7	323206
4560	0	-1792.83	-1396.57	-396.265	370463	332677	75492.1	581231	65556.1	128564
4561	1	-1795.3	-1407.68	-387.616	82462.3	545988	67846.6	71065	90768.7	899082
4562	0	-1788.42	-1393.47	-394.951	542645	332677	75492.1	238484	31691.4	55574.9
4563	1	-1793.15	-1404.2	-388.949	65690.1	557271	70457.8	71065	63302.4	899082
4564	0	-1788.08	-1393.15	-394.935	237076	73109	110179	259793	106557	120461
4565	1	-1784.31	-1403.5	-380.807	65690.1	307728	34524.9	71065	140046	899082
4566	0	-1787.09	-1395.5	-391.592	237076	73109	52569.8	443652	106557	67813.1
4567	1	-1787.3	-1402.77	-384.531	65690.1	459283	39760.5	71065	140046	899082
4568	0	-1781.89	-1389.92	-391.965	147911	236911	24787.3	182942	187993	29976.8
4569	1	-1799.34	-1402.94	-396.407	65690.1	459283	145823	71065	140046	899082
4570	0	-1776.57	-1389.24	-387.323	147911	415377	33655.3	182942	136054	23078.4
4571	1	-1801.12	-1404.02	-397.097	65690.1	459283	145823	71065	140046	899082
4572	0	-1778.25	-1391.53	-386.72	94596.8	114724	24811.5	443796	104843	83220.5
4573	1	-1801.32	-1404.1	-397.218	65690.1	459283	454333	71065	309320	165201
4574	0	-1782.97	-1395.37	-387.598	127452	113813	24811.5	135901	104843	607319
4575	1	-1800.14	-1405.46	-394.682	65690.1	264031	247614	24395.5	64140.9	296120
4576	0	-1784.26	-1398.85	-385.409	127452	112876	24811.5	135901	104843	607319
4577	1	-1801.57	-1404.76	-396.814	65690.1	690238	435002	85065	279368	911978
4578	0	-1783.26	-1399.39	-383.874	137293	227442	24811.5	135901	104843	540569
4579	1	-1801.58	-1405.96	-395.628	68966	690238	229703	173925	144858	911978
4580	0	-1783.33	-1396.66	-386.675	137293	93988.8	24811.5	484802	30689.1	320463
