Iteration	Replicate_ID	Posterior	Likelihood	Prior	pop_size[1]	pop_size[2]	pop_size[3]	pop_size[4]	pop_size[5]	pop_size[6]
1280	0	-1787.47	-1398.83	-388.643	309494	150179	148915	253638	13227.1	770542
1281	1	-1821.4	-1413.75	-407.655	509013	165522	115370	661981	402126	749454
1282	0	-1796.62	-1400.8	-395.812	347575	98755	172014	245503	12163.2	994965
1283	1	-1819.72	-1411.38	-408.338	583468	151884	169283	661981	402126	737035
1284	0	-1785.81	-1400.76	-385.051	347575	25589.3	229273	126424	32472.6	994965
1285	1	-1814.95	-1413.89	-401.057	185673	143951	199054	661981	137119	355533
1286	0	-1793.74	-1404.12	-389.625	300063	25506.7	229273	126424	22262.4	796095
1287	1	-1816.11	-1411.06	-405.043	568341	162823	171407	571812	184854	941945
1288	0	-1791.59	-1401.78	-389.81	300063	16236.5	416051	359616	49133.4	796095
1289	1	-1813.4	-1407.61	-405.786	311015	162823	171407	484799	80856.8	941945
1290	0	-1791.05	-1394.98	-396.079	272088	51670	174106	359616	49133.4	436714
1291	1	-1806.86	-1406.1	-400.759	270418	162823	171407	517087	103651	941945
1292	0	-1793.82	-1395.22	-398.601	328086	51670	276522	298771	78121.1	436714
1293	1	-1802.7	-1404.66	-398.036	161092	172413	171407	517087	53531.5	941945
1294	0	-1795.64	-1393.8	-401.84	328086	55749.5	219268	298771	248480	436714
1295	1	-1793.8	-1407.39	-386.41	147835	89271.2	171407	99137.4	151877	950975
1296	0	-1796.18	-1393.7	-402.48	826693	55749.5	219268	298771	248480	728899
1297	1	-1805.96	-1407.44	-398.514	320716	89271.2	210440	137966	151877	782917
1298	0	-1790.69	-1397.46	-393.231	326107	55749.5	45771.7	430950	183057	213038
1299	1	-1802.69	-1406.41	-396.286	279408	180784	210440	63097.4	106076	660317
1300	0	-1796.66	-1395.57	-401.094	326107	200319	135831	564791	156270	213038
1301	1	-1812.11	-1413.19	-398.916	279408	295120	210440	63097.4	113117	660317
1302	0	-1800.05	-1397.11	-402.938	492539	287346	92521.4	564791	79920.9	213038
1303	1	-1804.02	-1408.06	-395.956	138364	130631	276436	105375	161054	660317
1304	0	-1787.11	-1391.91	-395.197	166675	287346	70637.3	629342	79920.9	202387
1305	1	-1808.94	-1409.07	-399.864	507743	55960.2	268878	105375	161054	660317
1306	0	-1785.94	-1391.22	-394.722	166675	84123.4	70637.3	629342	163828	138097
1307	1	-1803.14	-1408.8	-394.34	507743	31862.4	167892	105375	89337.5	660317
1308	0	-1791.15	-1394.89	-396.263	358770	84123.4	70637.3	629342	179061	138097
1309	1	-1806.1	-1416.78	-389.318	332540	87572.8	167892	105375	89337.5	576478
1310	0	-1798.03	-1395.12	-402.914	324919	69378.7	70637.3	913443	127664	155961
1311	1	-1805.37	-1413.91	-391.466	251822	87572.8	352989	93202.6	89337.5	536150
1312	0	-1790.7	-1396.03	-394.666	324919	59334.3	125169	913443	127664	233127
1313	1	-1810.11	-1414.51	-395.605	458617	87572.8	352989	93202.6	85364.9	536150
1314	0	-1796.77	-1396.37	-400.396	478823	85292.9	132617	842402	104452	320038
1315	1	-1803.71	-1405.42	-398.287	213878	87572.8	239977	81786.6	85364.9	536150
1316	0	-1799.65	-1395.49	-404.157	602524	75621.4	137088	606447	133939	320038
1317	1	-1814.96	-1407.28	-407.687	757238	971406	94868.2	146824	85364.9	839120
1318	0	-1796.38	-1390.49	-405.886	785630	85790.8	88468.6	372684	293335	320038
1319	1	-1811.87	-1407.18	-404.69	757238	382048	94868.2	143042	354817	844557
1320	0	-1793.15	-1390.93	-402.224	785630	93739.3	88468.6	211559	286544	377988
1321	1	-1816.46	-1410.29	-406.175	723635	382048	167343	186872	354817	396142
1322	0	-1789.9	-1392.02	-397.881	260754	93739.3	88468.6	185415	270096	494006
1323	1	-1812.27	-1410.91	-401.365	195682	216440	75578.3	186872	327670	396142
1324	0	-1786.37	-1393.35	-393.02	220597	93739.3	130655	147070	246350	494006
1325	1	-1806.88	-1409.55	-397.324	195682	216440	141975	75030.1	447236	960531
1326	0	-1789	-1396.08	-392.921	479571	24069.7	130655	147070	471153	716687
1327	1	-1812.58	-1410.27	-402.303	195682	291537	141975	96290.1	139809	405847
1328	0	-1786.27	-1396.04	-390.235	125002	29486.6	45488.5	79251.4	200129	498923
1329	1	-1810.99	-1408.28	-402.716	99694.2	291537	287510	96290.1	572748	358485
1330	0	-1778.14	-1392.2	-385.937	179416	45318.9	132939	102820	200129	172247
1331	1	-1813.23	-1408.78	-404.453	281648	598643	252655	96290.1	572748	199093
1332	0	-1779.17	-1391.55	-387.611	94800.1	71177.4	132939	77765.1	96815.1	212340
1333	1	-1818.27	-1411.95	-406.315	281648	165972	252655	126728	503905	321238
1334	0	-1779.68	-1393.52	-386.162	191361	199652	60780.5	71815.6	96815.1	308011
1335	1	-1809.59	-1407.41	-402.184	409400	348157	106988	207288	143340	763042
1336	0	-1779.92	-1393.43	-386.488	191361	86495.5	175969	48495.3	246428	278405
1337	1	-1813.43	-1407.73	-405.701	409400	348157	37676.1	98969.2	562290	292113
1338	0	-1785.47	-1393.16	-392.318	494722	136636	39583.4	34695.2	246428	328181
1339	1	-1797.83	-1406.24	-391.594	435371	152822	37676.1	98969.2	175220	100215
1340	0	-1781.58	-1391.76	-389.821	494722	65044.5	62425.9	34695.2	246428	626691
1341	1	-1795.29	-1402.32	-392.968	435371	190812	41691.6	74942.8	175220	210790
1342	0	-1788.13	-1393.39	-394.742	370267	65044.5	61289.9	34695.2	246428	739440
1343	1	-1791.11	-1403.1	-388.005	79172.1	190812	41691.6	78448.9	175220	669794
1344	0	-1781.22	-1393.37	-387.841	370267	65044.5	131819	47324.2	122035	732158
1345	1	-1796.95	-1405.61	-391.342	137388	92598.2	111402	104953	446358	881491
1346	0	-1794.79	-1396.11	-398.674	410759	65044.5	339448	108708	122035	595937
1347	1	-1797.13	-1405.47	-391.659	137388	123304	111402	107300	224630	779616
1348	0	-1792.15	-1397.09	-395.064	991283	65044.5	97588.2	113794	207250	595937
1349	1	-1794.92	-1405.32	-389.608	137388	46743.6	92292.2	142438	131830	779616
1350	0	-1798.32	-1400.29	-398.027	491103	65044.5	97588.2	293676	207250	595937
1351	1	-1796.65	-1406.51	-390.133	136232	46743.6	92292.2	277615	131830	779616
1352	0	-1798.06	-1401.32	-396.745	901885	93403.9	97588.2	250845	48906.4	501821
1353	1	-1786.28	-1404.4	-381.879	95875.9	46743.6	92292.2	114310	131830	779616
1354	0	-1807.66	-1403.94	-403.719	901885	176483	81371.7	250845	92893.3	374920
1355	1	-1782.44	-1405.61	-376.831	191671	20288.3	92292.2	114310	85063.9	570188
1356	0	-1804.64	-1401.26	-403.374	901885	176483	43260.8	300379	117772	351377
1357	1	-1794.97	-1405.42	-389.553	172929	37028.9	54232.9	166479	80345.6	116245
1358	0	-1806.06	-1405.54	-400.522	901885	336777	72077.8	321098	83215.4	127453
1359	1	-1792.42	-1409.21	-383.214	137632	37028.9	54232.9	166479	80345.6	624361
1360	0	-1806.05	-1409.09	-396.962	780173	79313	127192	549494	27874.2	127453
1361	1	-1795.56	-1410.97	-384.593	137632	33010.4	54232.9	59817.8	106815	887574
1362	0	-1791.61	-1400.43	-391.181	780173	79313	96687.3	301275	27874.2	127453
1363	1	-1787.02	-1407.33	-379.69	137632	18410.2	54232.9	59817.8	106815	110446
1364	0	-1791.56	-1397.85	-393.704	780173	26007.6	77420.7	301275	62063.1	467960
1365	1	-1790.43	-1400.98	-389.444	471829	18410.2	54232.9	59817.8	111414	200453
1366	0	-1789.56	-1396.65	-392.91	462052	26007.6	100642	301275	62063.1	861304
1367	1	-1790.85	-1402.14	-388.71	459453	18410.2	70587.5	59817.8	111414	594023
1368	0	-1790.57	-1394.06	-396.506	875036	79931.1	310441	363959	62063.1	725669
1369	1	-1795.3	-1403.37	-391.929	459453	18410.2	89932.6	169823	185952	594023
1370	0	-1802.87	-1398.86	-404.005	936558	79931.1	131141	491674	128428	725669
1371	1	-1792.02	-1402.7	-389.324	459453	18410.2	53101	137633	182060	594023
1372	0	-1798.89	-1396.26	-402.628	908184	179634	70515.7	455727	128428	385143
1373	1	-1790.8	-1401.4	-389.409	314849	18410.2	52294.6	137633	87069.5	957434
1374	0	-1805.72	-1399.36	-406.361	616165	187963	94499.6	455727	122054	205546
1375	1	-1808.58	-1405.79	-402.787	426912	52516	57686.4	158779	87069.5	308415
1376	0	-1798.47	-1399.31	-399.159	616165	187963	63564.2	206819	122054	472478
1377	1	-1793.04	-1404.19	-388.848	826318	52516	57686.4	134625	87069.5	843262
1378	0	-1793.82	-1396.4	-397.422	616165	139052	19864.9	205729	122054	472478
1379	1	-1790.41	-1404.46	-385.952	615508	52516	25142.2	265783	87069.5	818392
1380	0	-1793.69	-1395.96	-397.73	679711	139052	48902.1	169395	110050	326324
1381	1	-1795.2	-1404.45	-390.751	429775	52516	25142.2	265783	104175	246739
1382	0	-1801.38	-1403.09	-398.286	980961	139052	48902.1	169395	110050	326324
1383	1	-1798.25	-1407.84	-390.411	537476	52516	13764.9	683705	150122	75053.3
1384	0	-1795.88	-1395.97	-399.91	980961	203536	48902.1	91833.5	110050	121793
1385	1	-1785.86	-1403.36	-382.497	462095	84922	13764.9	301727	97967.8	75053.3
1386	0	-1796.05	-1397.44	-398.613	980961	203536	48902.1	99529.3	163058	121793
1387	1	-1789.53	-1404.24	-385.295	456919	25664.2	45755.1	168592	97967.8	75053.3
1388	0	-1793.24	-1397.01	-396.229	407123	203536	32593.3	108232	95772.7	121793
1389	1	-1787.88	-1403.25	-384.628	456919	19624.7	43646	165019	106884	34171.8
1390	0	-1792.46	-1397.49	-394.972	607011	144354	43213.6	122113	168586	121793
1391	1	-1801.79	-1406.03	-395.756	279526	19624.7	276692	207125	145101	19648.5
1392	0	-1791.34	-1396.45	-394.887	607011	87344.8	43213.6	139517	107430	42172.5
1393	1	-1797.65	-1405.32	-392.332	282411	19624.7	276692	145819	145101	4602.68
1394	0	-1781.02	-1395.55	-385.472	389940	87344.8	43213.6	79062	134295	134676
1395	1	-1800.77	-1406.17	-394.601	220209	46744.8	276692	165599	150947	7186.67
1396	0	-1799.77	-1398.19	-401.581	371172	292243	22900.6	44348.1	134295	726894
1397	1	-1808.86	-1410.74	-398.123	220209	46744.8	276692	323466	150947	7186.67
1398	0	-1791.01	-1398.46	-392.552	371172	867333	26519.6	44348.1	169713	424317
1399	1	-1818.31	-1418.29	-400.02	220209	121143	276692	246835	154447	20524.3
1400	0	-1788.91	-1396.34	-392.572	371172	798754	26519.6	77885.3	112035	356674
1401	1	-1820.13	-1417.19	-402.945	220209	136961	152802	694163	129436	75756.4
1402	0	-1796.47	-1398.47	-398	513108	473748	11706.4	38365.4	112035	578554
1403	1	-1797.2	-1406.64	-390.561	242502	136961	51132.7	194939	210565	160395
1404	0	-1794.6	-1397.47	-397.137	513108	473748	25159.2	406852	163579	578554
1405	1	-1800.35	-1401.75	-398.602	232988	156021	51132.7	220946	268934	134432
1406	0	-1788.65	-1395.22	-393.427	513108	473748	12600.8	406852	125740	578554
1407	1	-1804.19	-1403.49	-400.701	229274	156021	103834	79378.2	284090	55450.5
1408	0	-1786.42	-1394.26	-392.157	217991	473748	12600.8	84118.6	184162	578554
1409	1	-1801.59	-1404.86	-396.731	229274	146279	54098.2	79378.2	284090	55450.5
1410	0	-1787.91	-1398.21	-389.695	133141	649832	30152.7	84118.6	184162	578554
1411	1	-1796.91	-1402.72	-394.19	219325	62580.8	158870	203078	159927	55450.5
1412	0	-1781.28	-1395.62	-385.668	133141	437451	20585.4	123999	46850.1	578554
1413	1	-1795.81	-1402.78	-393.03	414227	62580.8	142923	50178.2	159927	55450.5
1414	0	-1781.59	-1397.11	-384.48	157648	437451	20585.4	213249	46850.1	459428
1415	1	-1797.79	-1408.41	-389.382	478998	62580.8	142923	50178.2	184865	144881
1416	0	-1787.42	-1397.95	-389.469	146224	437451	8329.39	213249	82392	459428
1417	1	-1809.38	-1413.32	-396.059	478998	62580.8	142923	50178.2	184865	71846.5
1418	0	-1773.09	-1393.92	-379.166	47704.4	437451	19998	262401	81504.3	30081.2
1419	1	-1803.46	-1402.78	-400.689	478998	71484.3	142923	59797.1	252776	136737
1420	0	-1775.15	-1390.94	-384.213	67745.7	266973	19998	76161.6	81504.3	51374.9
1421	1	-1793.26	-1400.9	-392.357	478998	40460.6	186554	129387	63540.2	109345
1422	0	-1779.58	-1393.22	-386.357	125740	663364	19998	323677	81504.3	123161
1423	1	-1789.94	-1400.55	-389.39	478998	51132.6	186554	129387	63540.2	188284
1424	0	-1787.71	-1394.03	-393.677	125740	648611	19463.2	296063	292634	275655
1425	1	-1787.06	-1401.23	-385.83	274608	13096.3	70355.4	129387	55492.3	461256
1426	0	-1785.82	-1394.97	-390.856	125740	843651	23977.6	318214	47613.5	361323
1427	1	-1780.65	-1401.49	-379.165	274608	13096.3	136138	129387	55492.3	172102
1428	0	-1777.21	-1392.65	-384.559	124480	793037	21212.9	241682	47613.5	29819.9
1429	1	-1779.56	-1401.02	-378.547	354555	13096.3	14221.6	140007	103724	381063
1430	0	-1783.22	-1391.89	-391.326	124480	793037	26944.5	305934	185242	29819.9
1431	1	-1781.09	-1404.45	-376.643	354555	21707.5	14221.6	179069	103724	718602
1432	0	-1779.88	-1392.63	-387.253	41343.6	481050	26944.5	172388	186884	72252.3
1433	1	-1795.39	-1404.66	-390.735	354555	21542.9	29430.8	188853	48493.2	718602
1434	0	-1778.14	-1392.96	-385.183	76697	481050	26944.5	146840	120686	72252.3
1435	1	-1792.33	-1403.73	-388.598	354555	28834.8	29430.8	188853	68270.7	940436
1436	0	-1770.93	-1389.23	-381.697	76697	481050	26944.5	108586	94243	33084.9
1437	1	-1796.53	-1406.3	-390.232	946458	28834.8	23468.9	132967	75215.3	955576
1438	0	-1774.3	-1391.11	-383.185	76697	481050	10102	123421	94243	159198
1439	1	-1801.85	-1402.75	-399.101	946458	49113.5	104246	159384	215736	955576
1440	0	-1775.71	-1392.56	-383.147	126709	481050	15444.2	80311	172788	159198
1441	1	-1797.51	-1403.78	-393.728	946458	49113.5	52592	356615	99089.6	995751
1442	0	-1780.2	-1396.6	-383.605	226204	481050	15444.2	80311	172788	203819
1443	1	-1793.25	-1403.51	-389.741	946458	107173	26235.3	128376	54445.1	995751
1444	0	-1777.95	-1395.37	-382.586	226204	481050	7126.5	80311	242042	954741
1445	1	-1800.56	-1407.9	-392.663	425862	201392	13300.1	128376	90462.4	995751
1446	0	-1778.36	-1395.35	-383.002	226204	481050	7126.5	29918.2	206167	402828
1447	1	-1793.29	-1406.58	-386.71	425862	201392	23957.2	138286	140621	912083
1448	0	-1777.36	-1394.22	-383.148	403469	263173	16453.1	29918.2	206167	402828
1449	1	-1800.34	-1410.14	-390.204	694494	102940	23957.2	138286	71321.3	912083
1450	0	-1774.83	-1393.37	-381.454	403469	89465.5	6140.87	18102.6	206167	953948
1451	1	-1795.97	-1407.03	-388.939	968335	109788	32601.2	138286	68672.1	912083
1452	0	-1768.35	-1391.35	-377.008	131149	217709	14249.6	18214.9	141186	676934
1453	1	-1796.79	-1408.97	-387.821	321398	109788	32601.2	138286	68672.1	912083
1454	0	-1768.14	-1393.29	-374.851	121726	121154	10176.7	38170.2	141186	676934
1455	1	-1796.93	-1406.29	-390.633	210915	109788	32601.2	138286	52364.7	912083
1456	0	-1772.8	-1394.41	-378.39	121726	121154	17160.5	38170.2	141186	676934
1457	1	-1799.54	-1406.28	-393.265	210915	109788	20958.9	138286	236769	912083
1458	0	-1785.37	-1394.59	-390.787	124492	408201	17160.5	38170.2	141186	676934
1459	1	-1802.27	-1410.97	-391.308	836980	94775.1	20958.9	143034	92114.1	912083
1460	0	-1779.18	-1392.66	-386.518	57120.7	408201	17160.5	39411.7	190428	676934
1461	1	-1799.24	-1406.86	-392.372	669930	243937	20958.9	137985	164886	912083
1462	0	-1768.55	-1394.12	-374.428	57120.7	408201	14187.4	52550	190428	676934
1463	1	-1796.27	-1401.65	-394.621	213585	170662	49846.1	124335	115169	707050
1464	0	-1763.48	-1392.55	-370.93	56208.8	408201	14187.4	52550	105454	481173
1465	1	-1796.86	-1401.43	-395.434	413306	397144	20943.8	382941	115169	707050
1466	0	-1768.54	-1392.8	-375.736	56208.8	239224	14187.4	43942.1	105454	481173
1467	1	-1797.87	-1401.5	-396.369	413306	397144	20943.8	336828	115169	707050
1468	0	-1771.03	-1395.67	-375.368	36610.9	160632	14187.4	43942.1	105454	373088
1469	1	-1804.98	-1405.29	-399.694	171042	630403	39796.8	614179	115169	213900
1470	0	-1770.87	-1394.86	-376.018	36610.9	160632	4559.71	30302	105454	227936
1471	1	-1795.41	-1405.09	-390.316	171042	210244	26604.5	136905	109654	475307
1472	0	-1774.62	-1395.95	-378.678	24977.5	357665	24715.1	30302	311995	227936
1473	1	-1792.94	-1403.43	-389.515	179141	125271	26604.5	214044	109654	475307
1474	0	-1773.31	-1397.24	-376.067	171289	357665	9178.86	52449.4	311995	208877
1475	1	-1797.65	-1406.26	-391.39	235803	215607	26604.5	310376	145923	634880
1476	0	-1803.89	-1401.65	-402.24	260384	223861	101995	76489.8	311995	892057
1477	1	-1800.84	-1405.8	-395.04	235803	154019	49534.6	310376	145923	634880
1478	0	-1795.76	-1400.78	-394.98	172051	261826	239242	76489.8	146070	892057
1479	1	-1799.9	-1405.33	-394.563	235803	154019	133200	188149	76501.7	568209
1480	0	-1786.05	-1393.6	-392.452	172051	290386	63938.3	76489.8	146070	892057
1481	1	-1802.44	-1405.74	-396.696	402357	154019	95888.2	188149	76501.7	568209
1482	0	-1784.46	-1393.97	-390.489	230346	290386	39843.7	78704.9	140856	745112
1483	1	-1803.47	-1407.68	-395.791	402357	156545	122068	79478.5	72620.2	568209
1484	0	-1798.1	-1399.53	-398.573	230346	290386	76295.1	93440.2	138417	745112
1485	1	-1809.55	-1411.33	-398.217	402357	61959.8	512378	72897.1	64538.8	880662
1486	0	-1800.21	-1398.58	-401.635	100084	496116	76295.1	166228	420417	483221
1487	1	-1798.75	-1409.61	-389.138	632109	61959.8	141501	44991.7	64538.8	880662
1488	0	-1798.07	-1397.62	-400.459	100084	287798	639688	63914.8	307937	993385
1489	1	-1800.36	-1405.94	-394.423	438348	233706	141501	158409	89037.9	880662
1490	0	-1787.01	-1392.3	-394.705	36456.2	260297	639688	78351.9	307937	993385
1491	1	-1806.75	-1409.26	-397.487	581966	233706	287026	37094.5	89037.9	880662
1492	0	-1780.14	-1391	-389.139	64944.5	138982	241858	78351.9	110242	993385
1493	1	-1797.36	-1409.19	-388.167	125614	166814	187012	78048	86458	81558.2
1494	0	-1787.97	-1393.56	-394.411	64944.5	191203	241858	344032	144156	993385
1495	1	-1800.02	-1408.46	-391.553	231510	242784	177196	67454.2	86458	58267
1496	0	-1793.25	-1388.6	-404.653	64944.5	658196	241858	126765	150901	993385
1497	1	-1802.16	-1411.95	-390.211	231510	347002	55714.2	67454.2	223040	128385
1498	0	-1790.77	-1388.46	-402.307	64944.5	658196	166502	126765	173567	993385
1499	1	-1801.56	-1410.34	-391.225	279505	244940	55714.2	67454.2	58554.9	527623
1500	0	-1786.17	-1391.82	-394.351	149223	405915	129058	126765	173567	993385
1501	1	-1798.77	-1408.07	-390.698	279505	406177	55714.2	67454.2	112632	563516
1502	0	-1785.09	-1392.56	-392.527	116821	520297	129058	111733	46146.2	881703
1503	1	-1801.2	-1405.12	-396.082	146771	381198	44920.4	91360.9	178534	563516
1504	0	-1782.98	-1393.17	-389.81	154432	520297	38454.5	111733	46146.2	251830
1505	1	-1796.24	-1404.33	-391.912	115001	381198	44920.4	174506	134906	160901
1506	0	-1785.01	-1392.63	-392.373	154432	404181	38454.5	111733	213095	251830
1507	1	-1806.59	-1405.65	-400.946	115001	860758	44920.4	102133	355305	160901
1508	0	-1780.87	-1388.14	-392.721	101830	321994	38454.5	111733	236221	155169
1509	1	-1806.57	-1408.23	-398.342	115001	293356	44920.4	102133	355305	38888.8
1510	0	-1782.72	-1388.32	-394.404	101830	293311	38454.5	196208	236221	801330
1511	1	-1804.01	-1408.03	-395.984	105379	293356	44920.4	156899	132520	23208.7
1512	0	-1804.56	-1392.04	-412.519	154026	225026	142417	821217	537354	801330
1513	1	-1805.02	-1408.12	-396.899	105379	293356	71656.3	172687	301476	14392.6
1514	0	-1794.77	-1392.78	-401.992	120702	225026	142417	821217	537354	154809
1515	1	-1800.93	-1403.7	-397.228	105379	363633	71656.3	318977	388967	14392.6
1516	0	-1796.24	-1393.3	-402.942	120712	70523.2	142417	410066	430216	64463.2
1517	1	-1797.05	-1404.79	-392.258	21022.7	363633	91299.1	102562	215369	14392.6
1518	0	-1790.97	-1392.95	-398.02	205962	70523.2	286815	349527	430216	804974
1519	1	-1792.24	-1404.64	-387.602	91389.4	924822	42438.4	115972	315912	14392.6
1520	0	-1790.35	-1393.89	-396.463	142295	70523.2	174230	161966	430216	804974
1521	1	-1794.96	-1406.91	-388.053	39266	924822	54178.5	170078	191771	113463
1522	0	-1789.18	-1392.75	-396.426	85244.2	70523.2	206431	356202	430216	804974
1523	1	-1797.38	-1408.14	-389.241	39266	924822	156352	60633	145636	226550
1524	0	-1787.47	-1391.11	-396.359	117122	92339.4	392255	356202	200634	726008
1525	1	-1809.38	-1413.39	-395.993	35152.4	262223	260889	60633	368556	53165.7
1526	0	-1791.33	-1391.76	-399.578	117122	92339.4	164856	356202	200634	726008
1527	1	-1810.1	-1413.91	-396.195	35152.4	513541	347292	120026	368556	172240
1528	0	-1779.06	-1389.39	-389.666	125054	92339.4	164856	356202	207141	853187
1529	1	-1801.72	-1406.58	-395.144	35152.4	276576	347292	94073.9	368556	738616
1530	0	-1785.56	-1389.6	-395.962	125054	154436	164856	356202	207141	853187
1531	1	-1797.93	-1406.47	-391.467	36697	276576	296813	140221	102242	738616
1532	0	-1788.88	-1390.83	-398.042	125054	154436	152419	356202	207141	919219
1533	1	-1791.45	-1402.9	-388.547	106293	32609.5	296813	259589	102242	917524
1534	0	-1797.39	-1394.72	-402.672	125054	154436	133650	356202	360222	919219
1535	1	-1786.69	-1401	-385.689	51804	50056.3	296813	93385.3	102242	896716
1536	0	-1802.89	-1398.87	-404.02	125054	154436	133650	356202	468725	367958
1537	1	-1793.95	-1403.93	-390.014	51804	50776.1	296813	293897	203170	715166
1538	0	-1798.55	-1395.58	-402.962	125054	232608	133650	356202	334627	160086
1539	1	-1792.65	-1403.54	-389.116	51804	50776.1	296813	117342	203170	715166
1540	0	-1806.52	-1398.35	-408.17	125054	86589.8	295824	356202	334627	45940.1
1541	1	-1794.59	-1404.86	-389.733	51804	50776.1	373158	117342	88558.7	750299
1542	0	-1794.01	-1396.49	-397.515	124130	179982	295824	356202	334627	214439
1543	1	-1792.95	-1403.02	-389.929	102232	50776.1	352411	117342	88558.7	750299
1544	0	-1796.92	-1397.84	-399.084	89926.7	153716	244679	356202	334627	214439
1545	1	-1795.43	-1404.01	-391.42	42936.6	92527.1	289700	254278	155166	847613
1546	0	-1801.41	-1399.89	-401.517	89926.7	116017	244679	356202	334627	480611
1547	1	-1799.73	-1404.82	-394.902	42936.6	254096	244137	388139	75729.5	847613
1548	0	-1809.06	-1397.67	-411.395	390777	236779	767933	227531	334627	49565.3
1549	1	-1789.93	-1402.13	-387.798	42936.6	95695.5	244137	242756	75729.5	407908
1550	0	-1796.76	-1394.98	-401.78	389628	236779	254136	256758	73383.5	161481
1551	1	-1796.58	-1405.47	-391.109	42936.6	126354	244137	479742	100962	407908
1552	0	-1797.46	-1393.17	-404.291	471577	125983	254136	339960	36716	161481
1553	1	-1809.21	-1408.67	-400.545	127970	467813	95626.5	479742	160684	407908
1554	0	-1789.47	-1395.42	-394.049	471577	132657	254136	70408.6	119118	232218
1555	1	-1806.47	-1409.41	-397.067	127970	222508	95626.5	683394	117636	407908
1556	0	-1791.27	-1398.37	-392.905	471577	29945.2	81344.3	389500	119118	56071.6
1557	1	-1813.15	-1408.2	-404.947	296378	356002	881744	303252	117636	437299
1558	0	-1789.56	-1400.58	-388.978	471577	35630	229330	114882	119118	45978.8
1559	1	-1811.27	-1409.58	-401.688	156900	110382	236890	311015	86192.2	437299
1560	0	-1809.05	-1401.57	-407.476	450056	212897	179328	188106	69214.8	215542
1561	1	-1807.26	-1406.32	-400.938	184082	209689	829374	311015	86192.2	437299
1562	0	-1804.62	-1400.06	-404.558	371536	596431	169437	96288.4	69214.8	780244
1563	1	-1809.78	-1408.24	-401.537	184082	209689	813880	150868	77131.7	437299
1564	0	-1801.65	-1402.24	-399.409	146102	596431	169437	141263	62004.4	402380
1565	1	-1807.27	-1406.62	-400.651	184082	209689	813880	150868	110552	296890
1566	0	-1801.65	-1401.05	-400.595	193815	596431	45263.3	132165	191238	402380
1567	1	-1815.29	-1409.59	-405.697	184082	501875	813880	150868	110552	296890
1568	0	-1792.64	-1398.92	-393.715	131180	596431	55356	51466.4	88348.4	402380
1569	1	-1808.78	-1408.42	-400.365	184082	319772	984104	38370	110552	720551
1570	0	-1786.6	-1395.66	-390.947	57896.6	596431	55356	188738	103552	886161
1571	1	-1794.56	-1404.84	-389.718	56534.1	79036.5	786634	71334.8	110552	720551
1572	0	-1788.93	-1397.02	-391.916	57896.6	596431	60649.8	284927	103552	886161
1573	1	-1796.18	-1404.65	-391.522	56534.1	79036.5	786634	71334.8	110552	956502
1574	0	-1786.63	-1392.65	-393.984	57896.6	689097	60649.8	285783	81518.2	467298
1575	1	-1791.98	-1403.48	-388.5	21349.6	278894	263413	34167.2	197552	956502
1576	0	-1792.03	-1395.89	-396.136	57896.6	709595	60649.8	285783	81518.2	467298
1577	1	-1792.78	-1403.87	-388.909	88728.3	190300	593118	81300.1	81727	633981
1578	0	-1785.38	-1397.23	-388.151	73134.6	629255	48544	103984	48533.9	467298
1579	1	-1802.55	-1409.53	-393.018	16571	391710	593118	81300.1	81727	633981
1580	0	-1798.64	-1399.86	-398.779	73134.6	629255	196100	291877	174914	467298
1581	1	-1796.7	-1410.45	-386.247	19778.8	354830	593118	81300.1	110212	633981
1582	0	-1802.27	-1400.53	-401.746	73134.6	629255	196100	291877	174914	467298
1583	1	-1801.62	-1412.1	-389.52	22812.8	274349	593118	128034	110212	633981
1584	0	-1797.03	-1399.96	-397.066	73134.6	629255	264957	291877	65052.4	83680.3
1585	1	-1806.24	-1409.95	-396.29	108929	274349	720613	134376	209330	335354
1586	0	-1806.58	-1402.55	-404.036	73134.6	629255	157594	291877	252854	179594
1587	1	-1808.72	-1408.44	-400.279	108929	927272	720613	134376	94728.9	316292
1588	0	-1788.45	-1394.52	-393.932	54180	629255	63764.6	301476	111839	179594
1589	1	-1810.41	-1409.54	-400.871	108929	311128	720613	316712	158361	316292
1590	0	-1784.17	-1394.66	-389.512	58474.8	205972	63764.6	301476	135197	179594
1591	1	-1813.21	-1407.34	-405.87	108929	311128	427850	441415	158361	666691
1592	0	-1789.7	-1397.08	-392.618	70122.9	205972	63764.6	301476	75358.2	138971
1593	1	-1811.86	-1408.4	-403.456	123904	446148	330630	240121	158361	307055
1594	0	-1789.78	-1394.87	-394.904	136356	205972	63764.6	280877	75358.2	14611.1
1595	1	-1813.31	-1410.33	-402.975	123904	446148	526814	120722	158361	850990
1596	0	-1794.59	-1394.73	-399.858	147147	214729	63764.6	280877	109108	154260
1597	1	-1812.97	-1411.03	-401.938	115303	446148	640963	132494	158361	411446
1598	0	-1801.35	-1395.76	-405.589	712024	493668	134793	280877	109108	196151
1599	1	-1816.84	-1410.74	-406.101	196416	289482	640963	132494	122956	559304
1600	0	-1803.01	-1394.41	-408.597	579096	164527	37741.9	230553	295132	495495
1601	1	-1809.66	-1413.14	-396.519	85557.8	488893	658133	132494	46218.3	559304
