Iteration	Replicate_ID	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]
2141	1	-1796.88	-1408.93	-387.953	3225.29	11026.1	11385.7	25426.8	inf
2142	0	-1770.79	-1397.71	-373.088	3436.44	3688.66	4719.78	31947.6	inf
2143	1	-1810.54	-1411.69	-398.85	7738.33	17408.2	17975.8	40144.2	inf
2144	0	-1765.5	-1392.24	-373.266	3436.44	3760.27	4852.19	31381.6	inf
2145	1	-1808.53	-1415.03	-393.498	8746.92	16740.4	17231.1	29601	inf
2146	0	-1763.96	-1395.12	-368.848	3436.44	3688.66	4852.19	31381.6	inf
2147	1	-1805.83	-1412.76	-393.074	7754.95	16725.6	17231.1	29601	inf
2148	0	-1769.27	-1393.63	-375.64	3625.46	4048.57	5187.34	33724.8	inf
2149	1	-1805.56	-1411.3	-394.256	4949.81	16725.6	17138	29601	inf
2150	0	-1771.86	-1395.27	-376.595	3250.92	3718.03	5001.03	29424.7	inf
2151	1	-1799.98	-1409.85	-390.132	5492.27	14254.5	14593	25205.4	inf
2152	0	-1774.7	-1394.23	-380.477	3554.56	4086.55	5769.46	32061.7	inf
2153	1	-1800.46	-1406.55	-393.908	7536.46	15756.1	16062.1	31079	inf
2154	0	-1784.95	-1394.56	-390.392	3774.35	4826.08	6154.8	33265.5	inf
2155	1	-1796.42	-1406.6	-389.815	4914.17	12046.4	12324.1	23846.3	inf
2156	0	-1785.75	-1396.17	-389.582	3357.03	4521.06	6359.03	34778.6	inf
2157	1	-1801.83	-1412.34	-389.489	4023.44	12046.4	12324.1	21019.7	inf
2158	0	-1787.66	-1397.16	-390.501	3568.48	4521.06	6673.66	34207.2	inf
2159	1	-1803.53	-1412.66	-390.872	9040.59	12046.4	12324.1	23332	inf
2160	0	-1781.74	-1393.51	-388.228	4119.79	4599.78	6673.66	34454.2	inf
2161	1	-1800.94	-1412.12	-388.819	3397.27	9854.31	10049.9	19026.4	inf
2162	0	-1782.29	-1393.23	-389.066	4621.8	6244.64	7976.14	35467.5	inf
2163	1	-1807.38	-1412.42	-394.952	2537.7	11830.6	12065.4	20578.4	inf
2164	0	-1780.81	-1391.83	-388.984	3476.03	6040.42	7696.65	35467.5	inf
2165	1	-1806.28	-1413.55	-392.735	2427.48	11830.6	12065.4	70699.9	inf
2166	0	-1776.47	-1392.47	-384.007	1458.59	5247.08	6359.03	34061.3	inf
2167	1	-1806.08	-1413.9	-392.176	1240.15	11830.6	12065.4	55879.9	inf
2168	0	-1782.38	-1392.89	-389.488	1906.35	5239.54	7696.65	33466.1	inf
2169	1	-1801.06	-1410.45	-390.607	1071.86	10225.2	10830	48297.1	inf
2170	0	-1779.29	-1394.42	-384.868	2171.8	3561.98	6408.42	25652	inf
2171	1	-1800.43	-1408.75	-391.684	1033.77	9861.85	10445.2	66415.6	inf
2172	0	-1786.01	-1392.4	-393.61	2100.36	3420.17	9319.68	19457.9	inf
2173	1	-1804.14	-1412.11	-392.037	1079.95	9861.85	10445.2	66415.6	inf
2174	0	-1778.48	-1391.91	-386.563	2921.37	4115.26	9319.68	13861.5	inf
2175	1	-1802.65	-1406.94	-395.709	1079.95	9861.85	10445.2	69133.7	inf
2176	0	-1789.57	-1397.45	-392.122	3278.66	4980.56	8904.86	17667.9	inf
2177	1	-1795.21	-1405.68	-389.532	1156.72	10562.9	11187.7	25072.7	inf
2178	0	-1784.61	-1394.5	-390.109	4095.89	5317.97	12188.6	22534	inf
2179	1	-1799.62	-1404.89	-394.727	1457.22	13212.6	14094.1	31586.1	inf
2180	0	-1775.29	-1392.02	-383.274	4095.89	4620.7	10703.4	13541.5	inf
2181	1	-1803.73	-1406.9	-396.823	2108.52	15735.6	16785.3	36740.9	inf
2182	0	-1786.8	-1395.59	-391.209	5759.55	6497.53	14451.5	19663.8	inf
2183	1	-1807.65	-1408.25	-399.409	2360.24	15735.6	16785.3	49707.5	inf
2184	0	-1777.53	-1390.03	-387.5	5352.34	5769.66	12832.6	17461	inf
2185	1	-1799.69	-1404.35	-395.341	3290.47	14179.2	15125.2	34292.4	inf
2186	0	-1782.41	-1391.85	-390.56	6465.68	6969.81	15501.9	21093.1	inf
2187	1	-1801.55	-1405.11	-396.444	2126.8	14179.2	15125.2	35061	inf
2188	0	-1792.14	-1394.89	-397.244	3604.52	6851.51	18859.1	21093.1	inf
2189	1	-1802.73	-1407.44	-395.292	2392.04	14179.2	15125.2	34687.2	inf
2190	0	-1785.95	-1391.41	-394.535	4718.45	8362.8	18434.6	21093.1	inf
2191	1	-1782.29	-1404.86	-377.422	1188.8	6148.95	6559.17	15042.5	inf
2192	0	-1787.22	-1390.14	-397.083	7849.02	14464.2	21565.1	24830.3	inf
2193	1	-1782.88	-1403.66	-379.22	1489.5	7704.27	8218.24	19881.1	inf
2194	0	-1786.49	-1388.92	-397.571	5692.14	12069.9	21565.1	24830.3	inf
2195	1	-1782.32	-1403.07	-379.25	1489.5	7704.27	8218.24	19881.1	inf
2196	0	-1785.28	-1388.97	-396.302	6803.27	11372.9	19666.3	23759.2	inf
2197	1	-1781.73	-1403.17	-378.555	1223.51	7616.99	8125.14	19215.4	inf
2198	0	-1785.23	-1392.46	-392.765	7684.45	9381.99	19960.2	23203.7	inf
2199	1	-1777.31	-1400.63	-376.683	1123.31	7616.99	8057.57	16157.8	inf
2200	0	-1778.77	-1390.42	-388.344	7684.45	8651.59	19960.2	22656.3	inf
2201	1	-1780.87	-1404.3	-376.569	946.393	7674.56	8447.91	16157.8	inf
2202	0	-1781.38	-1392.06	-389.321	7684.45	8651.59	19960.2	22656.3	inf
2203	1	-1786.05	-1403.72	-382.331	1123.31	7616.99	8255.17	22235.1	inf
2204	0	-1786.3	-1397.2	-389.099	8356.12	9382.34	21704.9	24636.6	inf
2205	1	-1787.46	-1405.9	-381.556	984.405	7616.99	8255.17	25773.6	inf
2206	0	-1773.68	-1390.85	-382.82	6291.08	6988.1	16783.4	19050.4	inf
2207	1	-1783.03	-1404.7	-378.332	817.469	6325.3	6855.26	21482.6	inf
2208	0	-1779.32	-1389.62	-389.702	7873.07	8688.77	20867.9	23686.6	inf
2209	1	-1778.04	-1403.75	-374.289	1513.83	6325.3	6855.26	16565.3	inf
2210	0	-1779.13	-1392.93	-386.197	6673.98	7432.58	17850.9	20262	inf
2211	1	-1781.26	-1406.09	-375.173	857.271	6325.3	6855.26	17319.2	inf
2212	0	-1771.9	-1389.73	-382.166	5335.85	6414	14326	17031.1	inf
2213	1	-1778.88	-1402	-376.878	863.442	6325.3	6855.26	17231.6	inf
2214	0	-1785.48	-1395.15	-390.331	5450.91	7565.72	16647.6	20089.2	inf
2215	1	-1782.46	-1401.62	-380.84	1389.94	6284.96	6855.26	17231.6	inf
2216	0	-1785.2	-1393.78	-391.415	5888.63	9039.66	13756.6	16949.3	inf
2217	1	-1788.71	-1408.82	-379.887	1540.44	6284.96	6855.26	16565.3	inf
2218	0	-1787.47	-1394.99	-392.48	8119.23	9165.28	15924.6	19422.1	inf
2219	1	-1793.2	-1405.03	-388.162	1956.38	10353.6	11293.1	27289	inf
2220	0	-1793.86	-1400.58	-393.278	7571.7	9119.63	17701	21874.3	inf
2221	1	-1800.23	-1409.83	-390.397	2847.32	10420	11633.5	27289	inf
2222	0	-1799.22	-1398.98	-400.244	6784.85	8702.46	15815.9	26058.3	inf
2223	1	-1788.94	-1402.51	-386.427	2118.16	8700.7	9429.68	22786.3	inf
2224	0	-1797.09	-1397.07	-400.02	6887.37	10884.3	15815.9	27025.2	inf
2225	1	-1790.31	-1401.65	-388.668	2653.2	8731.42	9775.57	22786.3	inf
2226	0	-1796.1	-1398.82	-397.281	5926.88	8083.18	15148.7	27025.2	inf
2227	1	-1804.09	-1404.48	-399.607	5150.43	14248.4	14976.2	43137	inf
2228	0	-1793.45	-1396.26	-397.191	5387.77	8629.45	13060.7	19340.4	inf
2229	1	-1807.95	-1404.98	-402.972	5150.43	14248.4	14975.2	40535.7	inf
2230	0	-1791.47	-1396.1	-395.379	6315.8	8629.45	13060.7	26188	inf
2231	1	-1795.91	-1402.95	-392.955	7495.83	10183.2	11504.9	29555.1	inf
2232	0	-1800.18	-1399.35	-400.829	8519.63	11332.7	21617.4	44845.6	inf
2233	1	-1798.35	-1402.25	-396.102	5403.6	10183.2	11384.9	35292.8	inf
2234	0	-1796.72	-1397.65	-399.064	7692	9667.34	16290.6	47382.2	inf
2235	1	-1798.19	-1402.27	-395.927	2291.78	10183.2	11968.3	24980.4	inf
2236	0	-1798.8	-1396.21	-402.589	7772.89	9746.4	19175.7	47382.2	inf
2237	1	-1801.43	-1402.3	-399.129	7027.2	10995.8	12722.9	24980.4	inf
2238	0	-1781.59	-1398.61	-382.983	4199.47	5504.96	8501.11	29918.2	inf
2239	1	-1790.84	-1402.34	-388.5	8160.43	9808.78	11698.1	21182.3	inf
2240	0	-1786.16	-1396.95	-389.212	4023.57	6107.86	7894.01	34703.2	inf
2241	1	-1792.35	-1405.44	-386.902	7370.98	9808.78	10534.1	21182.3	inf
2242	0	-1786.92	-1396.83	-390.086	4573.2	7094.12	13197.8	36320.3	inf
2243	1	-1797.29	-1407.54	-389.751	8853.15	9990.73	10729.5	21575.3	inf
2244	0	-1787.65	-1395.73	-391.914	5355.06	8796.85	11503.1	36320.3	inf
2245	1	-1792.01	-1407.04	-384.973	7325.1	9990.73	10459.7	25464.4	inf
2246	0	-1784.33	-1394.1	-390.23	2447.92	3788.57	10969.9	31287.2	inf
2247	1	-1787.87	-1405.61	-382.26	4427.72	7359.42	7904.41	17888	inf
2248	0	-1785.39	-1393.11	-392.283	3796.87	5362.58	14605.4	41655.9	inf
2249	1	-1786.26	-1403.15	-383.101	6618.42	9282.46	9873.51	19012.1	inf
2250	0	-1784.91	-1391.8	-393.111	2975.37	5816.23	8009.74	45908.3	inf
2251	1	-1786.85	-1407.54	-379.305	4891.92	7185.57	7643.1	10920.8	inf
2252	0	-1785.68	-1392.11	-393.579	1570.29	4464.95	7525.45	46573.8	inf
2253	1	-1790.48	-1410.87	-379.612	4997.72	7103.94	7643.1	10920.8	inf
2254	0	-1783.41	-1389.8	-393.61	2099.28	4672.06	7525.45	46573.8	inf
2255	1	-1789.6	-1409.1	-380.495	6456.34	7929.11	8308.59	13209.4	inf
2256	0	-1786.81	-1393.22	-393.591	1874.55	3731.65	7525.45	27330.3	inf
2257	1	-1788.22	-1407.01	-381.203	2297.7	7425.73	7919.97	12557.5	inf
2258	0	-1791.49	-1394.43	-397.055	3719.68	6228.95	10345.3	37872.1	inf
2259	1	-1785.5	-1405.27	-380.227	2940.92	7425.73	7919.97	12557.5	inf
2260	0	-1788.68	-1393.09	-395.588	3768.33	7466.05	10263.7	37573.2	inf
2261	1	-1793.33	-1408.34	-384.984	2777.87	7425.73	9647.9	12557.5	inf
2262	0	-1786.57	-1396.86	-389.702	3609.25	5859.37	8114	36528.5	inf
2263	1	-1788.81	-1407.16	-381.654	2656.1	7425.73	7990.11	10548.6	inf
2264	0	-1787.99	-1393.45	-394.547	3645.54	5296.65	9847.99	38394.5	inf
2265	1	-1790.05	-1407.46	-382.583	2890.02	8201.38	8844.51	11845.7	inf
2266	0	-1787.23	-1396.17	-391.061	3159	6464.65	9897.18	47102.6	inf
2267	1	-1792.75	-1408.46	-384.289	3955.53	9474.18	10298.8	13684	inf
2268	0	-1787.7	-1396.58	-391.123	2811.69	5522.54	9744.81	46377.4	inf
2269	1	-1790.45	-1406.89	-383.557	5384.74	9474.18	10397.4	13684	inf
2270	0	-1790.16	-1398.59	-391.568	3411.15	5522.54	8718.68	39257.8	inf
2271	1	-1788.11	-1405.42	-382.691	1996.79	9205.32	9852.45	13295.7	inf
2272	0	-1782.14	-1393.74	-388.403	2595.85	3943.26	7394.5	25421.3	inf
2273	1	-1793.4	-1406.3	-387.098	4472.85	9160.79	9852.45	13295.7	inf
2274	0	-1780.51	-1390.74	-389.771	947.061	3453.8	17374.7	30207.3	inf
2275	1	-1789.99	-1404.93	-385.06	5442.81	9143.98	9755.78	16575.8	inf
2276	0	-1788.17	-1394.41	-393.756	982.317	4148.51	17700.6	45291.1	inf
2277	1	-1788.56	-1404.14	-384.415	4194.11	9143.98	9755.78	15146.4	inf
2278	0	-1797.21	-1397.28	-399.929	1646.42	5474.81	20533.7	62224.6	inf
2279	1	-1785.22	-1401.43	-383.79	5561.81	10945.4	11607.9	16453.7	inf
2280	0	-1790.64	-1393.21	-397.423	1953.49	4631.26	10185.6	52637.2	inf
2281	1	-1794.67	-1402.2	-392.466	8839.91	10537.1	11336.4	33096	inf
2282	0	-1787.69	-1397.04	-390.641	712.095	1551.09	19533.2	53893.3	inf
2283	1	-1801.45	-1407.23	-394.218	6454.05	10468.9	11844.9	46019.4	inf
2284	0	-1787.66	-1394.7	-392.953	448.409	3035.36	19533.2	48110.3	inf
2285	1	-1803.34	-1404.16	-399.177	5548.28	12465.7	14513.4	40552.1	inf
2286	0	-1793.7	-1398.22	-395.482	907.914	2730.51	26119.4	68713.3	inf
2287	1	-1805.47	-1406.82	-398.65	7025.03	12827.5	14809.2	32933.3	inf
2288	0	-1793.12	-1396.02	-397.104	806.381	2730.51	29628.2	69477.3	inf
2289	1	-1801.3	-1402.82	-398.479	7976.89	12827.5	14809.2	32933.3	inf
2290	0	-1781.29	-1394.83	-386.456	575.645	1141.81	21150.4	53581.7	inf
2291	1	-1803.16	-1404.75	-398.414	6426.85	12455.7	14380.1	45895	inf
2292	0	-1773.66	-1394.7	-378.966	376.703	739.871	15324.3	32993.5	inf
2293	1	-1804.22	-1406.74	-397.481	6546.36	12519	14380.1	37449.7	inf
2294	0	-1770.18	-1395.04	-375.144	394.739	746.08	11716.9	32101.5	inf
2295	1	-1796.47	-1404.73	-391.746	6547.76	9576.11	10743.8	29272.5	inf
2296	0	-1775.91	-1395.02	-380.881	398.487	1390.98	11027.4	25773.4	inf
2297	1	-1800.9	-1402.16	-398.734	4981.29	8563.95	11964.8	41672.7	inf
2298	0	-1791.46	-1394.75	-396.71	739.88	2390.61	19962.9	48572.3	inf
2299	1	-1799.68	-1400.56	-399.116	6735.41	10593.5	12307.7	32268.6	inf
2300	0	-1777.55	-1395.71	-381.841	756.472	1300.64	11298.2	31729.4	inf
2301	1	-1805.85	-1410.2	-395.644	6993.04	10950.3	12995.1	42779	inf
2302	0	-1780.28	-1395.29	-384.995	574.951	983.308	11343.2	33198.8	inf
2303	1	-1799.39	-1406.24	-393.151	6816.3	8361.62	11980.9	27525.9	inf
2304	0	-1776.45	-1393.25	-383.209	509.643	1716.02	8042.96	22975.2	inf
2305	1	-1805.6	-1404.35	-401.256	8589.23	12562.4	15802.3	37725.3	inf
2306	0	-1781.16	-1396.26	-384.901	625.178	2308.78	8798.37	25133.1	inf
2307	1	-1809.81	-1406.44	-403.367	11197.2	14544	19092	43598	inf
2308	0	-1778.66	-1397.83	-380.829	237.517	2308.78	4863.72	29599.4	inf
2309	1	-1806.64	-1404.33	-402.314	12059.6	15447.7	17386.8	50084.4	inf
2310	0	-1772.65	-1391.32	-381.332	153.661	1491.91	3801.33	20146.5	inf
2311	1	-1812.31	-1407.75	-404.562	12442.7	15560.1	22912.8	35339.8	inf
2312	0	-1784.37	-1397.73	-386.639	302.076	1313.23	7817.87	39641.3	inf
2313	1	-1803.01	-1403.96	-399.054	4695.36	8087.32	11914.8	17986.1	inf
2314	0	-1798.27	-1403.98	-394.296	890.41	1851.84	13108.4	45571.9	inf
2315	1	-1796.51	-1402.79	-393.717	2407.25	5132.56	8513.82	13620.2	inf
2316	0	-1794.32	-1397.18	-397.138	992.682	2575.29	15930.2	82316.1	inf
2317	1	-1797.36	-1404.66	-392.697	3026.61	5858.83	10991.5	14585.1	inf
2318	0	-1787.58	-1393.72	-393.854	784.725	2259	10899.7	38748.3	inf
2319	1	-1793.26	-1406.41	-386.844	3427.41	5132.56	10991.5	14585.1	inf
2320	0	-1783.44	-1391.62	-391.813	564.763	1891.43	10713.7	38555.1	inf
2321	1	-1786.77	-1401.79	-384.973	3949.39	5600.94	9605.22	12745.5	inf
2322	0	-1780.94	-1390.63	-390.311	592.639	1151.96	12006.9	68122.9	inf
2323	1	-1784.36	-1401.89	-382.47	4030.49	4793.47	8387.5	12047.3	inf
2324	0	-1785.48	-1394.35	-391.137	370.362	1168.94	13373.6	59168.5	inf
2325	1	-1782.02	-1400.91	-381.103	3448.6	4485.21	9010.64	11902.4	inf
2326	0	-1773.98	-1392.81	-381.18	241.991	768.041	7086.86	16114	inf
2327	1	-1782.75	-1402.91	-379.847	2891.18	3916.52	7051.13	10393.2	inf
2328	0	-1776.11	-1396.05	-380.065	192.178	608.844	7546.48	24907.2	inf
2329	1	-1789.2	-1403.07	-386.138	3223.49	5291.11	8876.06	12300.5	inf
2330	0	-1779.47	-1402.28	-377.182	192.178	608.844	7011.04	24907.2	inf
2331	1	-1789.72	-1404.93	-384.787	3937.36	5330.51	7748.62	12435.1	inf
2332	0	-1773.55	-1401.94	-371.608	126.253	500.886	5767.87	35112.7	inf
2333	1	-1788.19	-1404.24	-383.954	2889.64	5037.67	6823.75	12435.1	inf
2334	0	-1774.42	-1399.27	-375.143	126.253	766.66	5414.31	35112.7	inf
2335	1	-1800.02	-1409.14	-390.873	2295.04	5926.21	8431.19	15921.8	inf
2336	0	-1775.24	-1399.59	-375.652	118.567	704.79	4379.22	32279.1	inf
2337	1	-1798.44	-1409.76	-388.683	2077.72	5117.77	9654.17	15921.8	inf
2338	0	-1762.81	-1394.74	-368.072	70.5559	439.515	2985.28	24479	inf
2339	1	-1802.69	-1408.84	-393.854	3282.39	7319.46	13807.4	21065.4	inf
2340	0	-1760.85	-1396.92	-363.931	70.5559	534.481	2985.28	18081.9	inf
2341	1	-1802.53	-1407.62	-394.905	3019.21	7766.24	12812.6	21887.9	inf
2342	0	-1760.04	-1393.84	-366.199	89.916	534.481	6594.07	22922	inf
2343	1	-1801.95	-1406.88	-395.07	4806.09	9381.32	12726.6	19155	inf
2344	0	-1759.14	-1390.8	-368.339	89.6391	532.835	7194.39	15868.1	inf
2345	1	-1800.4	-1406.82	-393.574	3893.24	8093.94	11058.7	19552.8	inf
2346	0	-1759.8	-1390.2	-369.602	100.894	648.984	11172	15079.8	inf
2347	1	-1799.07	-1410.26	-388.806	5307.19	7751.78	10224.5	15016.7	inf
2348	0	-1756.56	-1389.94	-366.623	96.2341	592.641	10656	14383.3	inf
2349	1	-1787.77	-1405.09	-382.676	3130.14	6167.82	8358.02	14113.5	inf
2350	0	-1762.09	-1391.74	-370.345	67.2387	947.704	8460.75	14383.3	inf
2351	1	-1790.69	-1404.96	-385.733	1879.68	6490.67	8332.78	14070.8	inf
2352	0	-1757.75	-1392.04	-365.71	67.0899	947.704	8036.49	14383.3	inf
2353	1	-1798.06	-1406.12	-391.949	2097.72	6328.7	8098.88	11147.7	inf
2354	0	-1759.24	-1391.49	-367.755	69.7818	985.728	8753.26	14960.4	inf
2355	1	-1805.6	-1410.19	-395.409	3439.76	7924.36	9447.18	32676.8	inf
2356	0	-1766.06	-1390.27	-375.79	99.4724	2448.66	12316.2	21325.7	inf
2357	1	-1804.88	-1409.63	-395.246	3293.76	7483.23	8981.25	32676.8	inf
2358	0	-1774.2	-1394.36	-379.833	156.992	3136.83	15165.2	23022	inf
2359	1	-1793.55	-1405.47	-388.083	2511.93	6940.38	7756.28	24584.9	inf
2360	0	-1771.5	-1395.18	-376.312	144.624	1553.8	13813.2	19913.1	inf
2361	1	-1802.3	-1409.6	-392.691	3096.13	6363.44	7974.5	29013.9	inf
2362	0	-1771.24	-1393.77	-377.466	120.327	2696.39	10910.6	17645.3	inf
2363	1	-1794.36	-1406.39	-387.968	3064.64	6120.81	7732.75	29013.9	inf
2364	0	-1776.5	-1395.2	-381.305	120.7	8319.44	14492.8	25624.1	inf
2365	1	-1799.02	-1409.49	-389.527	3096.13	6576.32	8537.01	29013.9	inf
2366	0	-1784.12	-1399.03	-385.084	120.7	7170.58	14639.3	32464.2	inf
2367	1	-1815.95	-1413.71	-402.233	6077.53	13042.6	16757.7	41359.3	inf
2368	0	-1788.5	-1395.2	-393.308	165.852	5391.54	15430.5	44608.6	inf
2369	1	-1819.3	-1414.99	-404.305	3445.31	8970.08	15289.2	41690.9	inf
2370	0	-1786.31	-1396.67	-389.635	131.667	4816.84	12670.2	44608.6	inf
2371	1	-1819.36	-1419.06	-400.299	4349.33	8384.94	12462.9	38870	inf
2372	0	-1781	-1395.37	-385.631	149.995	2894.31	14179.7	43110.3	inf
2373	1	-1797.34	-1406.5	-390.839	850.443	5785.4	9732.82	41594.7	inf
2374	0	-1782.56	-1397.95	-384.609	126.648	3680.95	13256	37607.5	inf
2375	1	-1795.57	-1406.01	-389.56	2025.72	6405.85	8011.7	38073.1	inf
2376	0	-1782.27	-1397.03	-385.235	126.648	4752.94	12726	24836.9	inf
2377	1	-1796.77	-1411.17	-385.605	1876.6	3735.52	5347.83	27381.1	inf
2378	0	-1779.35	-1395.49	-383.859	126.648	1378.83	11581.8	21543.7	inf
2379	1	-1802.44	-1409.36	-393.084	2459.59	4611.59	7278.28	33201.5	inf
2380	0	-1778.23	-1394.68	-383.548	163.096	4544.02	10199	20966.4	inf
2381	1	-1800.74	-1405.37	-395.368	2191.39	6124.9	11435.3	32208.7	inf
2382	0	-1781.03	-1393.88	-387.144	195.086	4267.86	12597.4	26935.5	inf
2383	1	-1795.32	-1406.16	-389.156	1786.5	5809.32	9993.83	27638.9	inf
2384	0	-1780.84	-1395.29	-385.558	197.302	4586.08	12597.4	27357.8	inf
2385	1	-1802.18	-1404.97	-397.213	1448.31	5857.68	14513.9	25769.9	inf
2386	0	-1776.46	-1397.1	-379.365	167.87	2109.72	10718.3	17823.9	inf
2387	1	-1800.82	-1404.49	-396.327	2610.82	7332.03	14426.9	24513.9	inf
2388	0	-1775.28	-1394.97	-380.307	190.668	7084.13	9687.03	18545.6	inf
2389	1	-1795.31	-1403.73	-391.581	1070.86	4239.49	14152.4	28119.3	inf
2390	0	-1777.41	-1394.29	-383.126	190.668	8374.46	11298.8	21247.2	inf
2391	1	-1797.77	-1401.78	-395.991	1380.47	9055.08	15092.3	28152.1	inf
2392	0	-1776.27	-1395.38	-380.888	212.005	5450.52	8915.98	20424.9	inf
2393	1	-1797.39	-1401.96	-395.43	1380.47	6872.44	14631.8	26020.8	inf
2394	0	-1776.09	-1397.33	-378.755	212.005	7446.39	12076.1	19365.2	inf
2395	1	-1797.55	-1400.78	-396.769	1168.03	5568.83	21523.5	34130.2	inf
2396	0	-1777.21	-1397	-380.219	212.005	8915.98	12183.5	19365.2	inf
2397	1	-1799.41	-1402.87	-396.532	1168.03	10450.4	23709	34384.4	inf
2398	0	-1771.9	-1391.45	-380.453	183.909	4636.75	10568.9	15277.8	inf
2399	1	-1797.15	-1403.69	-393.465	1050.28	4168.72	19353.8	33645.1	inf
2400	0	-1775.09	-1392.55	-382.542	218.685	4935.2	12522.1	18166.7	inf
2401	1	-1795.44	-1404.17	-391.277	1241.3	6995.77	11150.3	28948.2	inf
2402	0	-1781.16	-1395.91	-385.246	282.813	7130.22	17091.8	23494.1	inf
2403	1	-1799.88	-1403.2	-396.688	1923.72	7210.47	11185.1	23796.4	inf
2404	0	-1783.32	-1395.56	-387.761	297.022	10017.9	16427.9	24674.4	inf
2405	1	-1802.7	-1401.6	-401.098	2858.16	7936.85	16320	40621.9	inf
2406	0	-1780.33	-1391.66	-388.668	298.964	10622.5	16427.9	23749.8	inf
2407	1	-1809.71	-1402.16	-407.55	2984.64	10887.1	23820.7	44271	inf
2408	0	-1789.86	-1395.19	-394.676	445.018	15416.1	19850	39590.2	inf
2409	1	-1806.03	-1402	-404.031	2423.32	14754.8	23820.7	41785.4	inf
2410	0	-1793.43	-1399.25	-394.177	445.018	12866.2	19708.6	30089.9	inf
2411	1	-1794.23	-1399.94	-394.291	1534.61	8547.8	12715.3	26461.3	inf
2412	0	-1786.92	-1398.15	-388.767	270.659	12151.7	14357.2	32514.5	inf
2413	1	-1796.59	-1404.23	-392.359	3398.69	6095.38	11408.5	22691.2	inf
2414	0	-1787.46	-1395.42	-392.039	217.597	7531.53	12637.4	28298.1	inf
2415	1	-1792.39	-1399.85	-392.541	3748.1	5837.43	8492.46	27278.3	inf
2416	0	-1780.26	-1393.05	-387.207	105.426	9769.37	15095.4	26785.3	inf
2417	1	-1800.74	-1402.57	-398.167	4706.53	6178.99	13268.2	27183.4	inf
2418	0	-1781.48	-1393.81	-387.67	102.36	9769.37	15842.1	26785.3	inf
2419	1	-1791.82	-1402.52	-389.304	2174.47	5523.87	9757.19	24137.5	inf
2420	0	-1786.32	-1397.52	-388.795	118.986	12444.7	18346.2	31136	inf
2421	1	-1801.89	-1406.08	-395.81	2240.36	8171.92	12397.5	29668.4	inf
2422	0	-1782.4	-1395.94	-386.464	119.651	8407.43	21076.5	26237.1	inf
2423	1	-1799.93	-1405.13	-394.805	2668.61	10457.6	13147.9	29063.4	inf
2424	0	-1779.85	-1392.99	-386.858	119.651	5818.44	17649.7	26237.1	inf
2425	1	-1803.27	-1406.29	-396.975	2047.43	8730.8	11747.9	35353.3	inf
2426	0	-1779.56	-1393.54	-386.017	119.651	7428	17642.2	26237.1	inf
2427	1	-1804.44	-1405.43	-399.012	2199.46	6623.66	17873.2	32689.5	inf
2428	0	-1771.86	-1393.46	-378.404	103.509	5064.81	14263.3	25594.4	inf
2429	1	-1800.19	-1405.23	-394.958	2119.28	6487.34	22507.3	32021.9	inf
2430	0	-1771.21	-1393.17	-378.034	103.509	3304.17	14263.3	27342.9	inf
2431	1	-1801.5	-1406.5	-394.996	1863.67	2671.31	23873.4	32689.5	inf
2432	0	-1764.93	-1390.75	-374.183	72.3154	3304.17	11404.7	22815.4	inf
2433	1	-1810.07	-1408.84	-401.225	2566.43	3919.57	33018.7	52291.6	inf
2434	0	-1775.22	-1391.87	-383.35	126.505	8324.06	17109.8	27387.8	inf
2435	1	-1809.02	-1409.31	-399.706	1724	3678.62	28522.4	62979.7	inf
2436	0	-1775.81	-1392.37	-383.439	126.505	4716.86	18473	29783.8	inf
2437	1	-1811.9	-1409.37	-402.523	1742.11	3678.62	32833.7	62979.7	inf
2438	0	-1776.68	-1393.95	-382.734	126.505	8193.13	17371.5	26965.8	inf
2439	1	-1813.41	-1407.3	-406.114	957.461	3678.62	30101.9	62979.7	inf
2440	0	-1780.2	-1393.44	-386.753	104.545	5843.03	17219.9	27479.5	inf
2441	1	-1806.99	-1406.15	-400.838	836.998	3678.62	30101.9	48221.8	inf
2442	0	-1779.66	-1397.24	-382.423	169.067	7284.15	19958.8	27318.4	inf
2443	1	-1802	-1404.97	-397.033	836.998	3678.62	33317.5	46138.2	inf
2444	0	-1792.29	-1398.41	-393.874	271.034	9430	29003.6	43794.6	inf
2445	1	-1805.77	-1407.27	-398.502	836.998	4751.98	31842.5	42556.1	inf
2446	0	-1792.91	-1396.2	-396.709	314.819	6342.98	14779.7	51655.8	inf
2447	1	-1792.79	-1403.34	-389.448	572.365	2943.44	23841.7	31366.4	inf
2448	0	-1788.87	-1392.87	-396.001	314.819	7264.53	14779.7	70778.8	inf
2449	1	-1807.47	-1407.93	-399.544	745.503	8960.61	35503.3	41980.1	inf
2450	0	-1793.31	-1396.47	-396.839	240.897	7285.76	17585.8	74146.9	inf
2451	1	-1796.97	-1404.76	-392.205	538.264	3594.63	32249	41980.1	inf
2452	0	-1783.87	-1398.02	-385.844	161.889	2452.26	10209.5	50167.3	inf
2453	1	-1804.25	-1408.37	-395.883	1141.01	5803	24555.6	31595.5	inf
2454	0	-1791.07	-1396.18	-394.883	246.281	9436.08	23154.5	80416.3	inf
