Iteration	Replicate_ID	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]
698	0	-1786.71	-1393.55	-393.166	2213.15	5782.3	19495.4	23722.9	inf
699	1	-1803.66	-1404.11	-399.549	5127.52	5931.91	27463.7	49584	inf
700	0	-1786.32	-1391.9	-394.423	3256.88	12736.9	19366	22974.9	inf
701	1	-1799.36	-1401.95	-397.401	5127.52	5931.91	24875.1	41130.5	inf
702	0	-1787.58	-1393.04	-394.543	7683.21	13738.6	18773.9	22272.5	inf
703	1	-1800.77	-1402.88	-397.889	5127.52	5931.91	24804.7	44931.3	inf
704	0	-1786.04	-1393.41	-392.63	5155.28	8293.75	18773.9	22272.5	inf
705	1	-1806.99	-1409.24	-397.754	5127.52	5931.91	27150	58910.6	inf
706	0	-1789.36	-1394.75	-394.602	5560.82	9225.48	19088	22272.5	inf
707	1	-1807.58	-1407.76	-399.815	5018.93	5895.18	37218.5	58910.6	inf
708	0	-1794.6	-1398.53	-396.073	6633.01	9998.01	21101.6	25575.1	inf
709	1	-1804.5	-1408.35	-396.155	4615.3	5421.08	42332.9	56050	inf
710	0	-1799.09	-1397.64	-401.452	7855.01	12240.2	19874.9	34445.9	inf
711	1	-1810.24	-1406.3	-403.942	5542.67	6475.98	32707.2	67312.3	inf
712	0	-1796.17	-1396.68	-399.486	4722.7	8666.51	20348.1	33919.7	inf
713	1	-1807.88	-1409.36	-398.52	4943.91	5661.49	40598.9	56669.5	inf
714	0	-1788.77	-1396.26	-392.513	4789.05	8300.49	17995.2	22961.7	inf
715	1	-1799.41	-1407.17	-392.243	3522.46	4333.11	29656.7	40884.3	inf
716	0	-1785.94	-1393.95	-391.988	5229.99	7211.87	18349.4	24504	inf
717	1	-1800.85	-1407.12	-393.737	3614.44	4561.43	31405.3	51389.2	inf
718	0	-1786.85	-1393.65	-393.203	5229.99	8847.85	17942.3	26068.4	inf
719	1	-1798.25	-1403.05	-395.204	4108.1	4740.58	33341	47605.9	inf
720	0	-1784.51	-1390.9	-393.611	4673.91	7834.79	16562.5	26068.4	inf
721	1	-1796.77	-1402.08	-394.693	4217.72	4867.08	33341	47054.8	inf
722	0	-1788.9	-1393.34	-395.562	5202.88	8989.38	15002.3	22590.2	inf
723	1	-1794.46	-1404.32	-390.143	3740.43	4155.33	29358.9	42021.9	inf
724	0	-1792.45	-1393.85	-398.604	3716.59	10064.6	18299.7	25435.3	inf
725	1	-1795.89	-1403.99	-391.901	3740.43	4155.33	28468.3	42257.6	inf
726	0	-1794.47	-1398.9	-395.574	6951.48	10688.3	18299.7	24959.6	inf
727	1	-1794.39	-1403.86	-390.528	2569.98	3518.56	24105.7	35781.9	inf
728	0	-1797.17	-1397.31	-399.855	11331.3	15762.2	27196.2	31667.8	inf
729	1	-1793.55	-1403.23	-390.321	2807.23	3781.02	25903.9	37618.5	inf
730	0	-1793.85	-1397.53	-396.316	11141	13721.9	26693.4	31667.8	inf
731	1	-1799.3	-1406.81	-392.487	3154.59	4246.95	24935.1	47021.3	inf
732	0	-1796.15	-1397.1	-399.05	11343.8	16101	26864.2	31145.4	inf
733	1	-1792.34	-1405.38	-386.953	2696.78	3108.77	20472.9	39462.6	inf
734	0	-1789.34	-1395.8	-393.541	7558.71	9453.97	20714.6	23571.8	inf
735	1	-1804.27	-1411.18	-393.096	2898.27	3826.84	21739	34515.3	inf
736	0	-1799.01	-1399.97	-399.045	10306	12890.1	28243.5	36230.9	inf
737	1	-1801.04	-1410.61	-390.429	2783.68	3675.54	22697	33427.5	inf
738	0	-1801.29	-1399.09	-402.199	8432.25	12890.1	28243.5	36295.7	inf
739	1	-1800.56	-1406.01	-394.552	2520.25	3775.81	15120.2	39176.9	inf
740	0	-1794.2	-1398.73	-395.464	6715.78	10883.8	23305.4	25746.1	inf
741	1	-1799.97	-1405.78	-394.192	2342.36	3604.71	16354.5	43428.5	inf
742	0	-1795.37	-1400.9	-394.47	6359.37	7707.47	23501.7	27427.2	inf
743	1	-1802.38	-1407.01	-395.371	2607.36	4300.02	14012.9	39225.8	inf
744	0	-1804.16	-1401.31	-402.854	7223.49	11658.8	34381.9	40089.8	inf
745	1	-1805.26	-1406.26	-399.007	2177.99	4145.49	17169.4	49234.8	inf
746	0	-1791.78	-1398.59	-393.195	4822.14	8102.1	23967.2	27178.9	inf
747	1	-1805.52	-1409.85	-395.663	2439.65	3511.18	16576	34634.5	inf
748	0	-1797.12	-1398.47	-398.652	6375.16	10350.7	32863.9	37326.5	inf
749	1	-1804.39	-1408.08	-396.307	2552.64	3673.79	17084	33055.3	inf
750	0	-1792.19	-1403.44	-388.748	4519.41	6141.09	19998.3	22678.3	inf
751	1	-1806.51	-1409.53	-396.981	2720.12	4435.98	15692.1	42566.4	inf
752	0	-1785.78	-1400.12	-385.661	2415.02	5260.29	13455.5	14864.9	inf
753	1	-1801.88	-1408.11	-393.77	2966.71	4244.78	13675.1	40731.7	inf
754	0	-1792.76	-1401.82	-390.939	3353.35	5587.34	12864.6	15891.6	inf
755	1	-1800.49	-1405.55	-394.943	2233.72	4378.45	7478.15	55908.5	inf
756	0	-1788.3	-1401.8	-386.505	1509.56	5173.87	13484.6	15164.6	inf
757	1	-1797.92	-1409.05	-388.87	2752.61	3718.01	6642.05	60507.1	inf
758	0	-1786.51	-1401.11	-385.404	1373.82	5682.94	13484.6	15164.6	inf
759	1	-1796.05	-1407.92	-388.121	2232.04	3610.27	5157.51	49064	inf
760	0	-1784.92	-1400.24	-384.672	3171.44	5418.89	13076.8	14733.9	inf
761	1	-1785.91	-1403.69	-382.214	1789.65	2531.84	7768.2	32958.1	inf
762	0	-1800.56	-1407.94	-392.624	5661.92	8887.83	16152.4	18367.1	inf
763	1	-1790.07	-1400.26	-389.801	1514.45	3253.19	13431.6	38511.9	inf
764	0	-1786.88	-1400.15	-386.733	5911.33	8114.66	12443.7	14149.8	inf
765	1	-1795.54	-1400.19	-395.349	1996.34	4288.34	17705.5	35534.3	inf
766	0	-1789.46	-1398.34	-391.125	6696.48	9879.89	14876.6	17124.2	inf
767	1	-1793.63	-1400.45	-393.173	1450.99	2977.11	14460	48257.4	inf
768	0	-1775.94	-1397.1	-378.839	4398.47	6107.88	9386.75	9894.46	inf
769	1	-1794.68	-1400	-394.681	1935.46	3353.57	14661.6	46003.1	inf
770	0	-1776.8	-1399.05	-377.754	4737.55	6122.06	9095.4	9894.46	inf
771	1	-1793.45	-1402.87	-390.575	1881.8	3073.11	15395.7	31059.3	inf
772	0	-1780.78	-1400.9	-379.875	3616.41	5780.54	9036.23	9830.1	inf
773	1	-1790.28	-1400.34	-389.938	1988.45	2704.05	11416.7	36736.7	inf
774	0	-1781.15	-1398.7	-382.452	4054.11	6475.65	10548.1	11474.8	inf
775	1	-1796.78	-1405.76	-391.02	1055.71	2563.07	11380.5	29117.9	inf
776	0	-1784.45	-1393.8	-390.655	4182.31	8239.45	13256.9	14421.6	inf
777	1	-1789.9	-1403.64	-386.258	1773.37	2979.44	7780.13	22294.7	inf
778	0	-1783.91	-1396.07	-387.841	4093.46	6899.15	13390.6	14421.6	inf
779	1	-1799.58	-1404.68	-394.902	2189.2	3263.12	11665.8	20587.5	inf
780	0	-1782.17	-1394.61	-387.56	4148.33	6905.18	13390.6	14421.6	inf
781	1	-1793.6	-1401.96	-391.634	2033.16	3030.54	15477.7	33502.1	inf
782	0	-1771.51	-1390.79	-380.724	2705.11	5548.8	13681.6	14421.6	inf
783	1	-1794.57	-1404.06	-390.513	2147.68	2800.68	17921.9	37651.9	inf
784	0	-1772.56	-1390.22	-382.337	2611.81	5682.45	14734	15531	inf
785	1	-1794.49	-1405.23	-389.263	2052	2800.68	20345.2	40199.4	inf
786	0	-1777.92	-1394.96	-382.96	1489.58	7017.18	13898	14397.1	inf
787	1	-1801.89	-1407.63	-394.258	2822.69	3468.72	28762	55297.4	inf
788	0	-1780.62	-1392.77	-387.847	3852.92	10416.1	18416.9	19078.3	inf
789	1	-1799.28	-1403.36	-395.917	2875.6	3799.25	31750.6	55297.4	inf
790	0	-1785.42	-1395.15	-390.274	1497.24	7520.23	24355.3	25230	inf
791	1	-1794.26	-1401.16	-393.101	2690.49	3621.32	29621.4	47107.5	inf
792	0	-1787.21	-1395.02	-392.196	2288.51	7906.88	25396.3	26308.4	inf
793	1	-1801.12	-1403.69	-397.426	2567.61	3306.27	18243.7	43281.1	inf
794	0	-1782.61	-1393.41	-389.2	1147.49	7151.13	20337.5	21061.1	inf
795	1	-1803.29	-1410.52	-392.764	2288.92	2982.82	30545.7	48735.5	inf
796	0	-1781.9	-1394.64	-387.268	2793.14	8194.76	20492.1	20971.9	inf
797	1	-1797.27	-1406.77	-390.505	1821.14	2373.23	24303.2	42055.8	inf
798	0	-1786.83	-1393.79	-393.035	2335.91	8359.51	29711.3	30546.3	inf
799	1	-1807.89	-1407.02	-400.873	3060.27	3988.01	40839.4	70671.3	inf
800	0	-1780.13	-1392.78	-387.349	1932.37	6559.24	24478.9	25269.3	inf
801	1	-1795.02	-1403.76	-391.264	2107.82	2550.02	23790.6	41489.7	inf
802	0	-1782.12	-1393.56	-388.555	2605.15	7958.13	26925.8	27795.2	inf
803	1	-1801.44	-1403.93	-397.506	2755.29	3697.63	20616.8	51975.8	inf
804	0	-1778.79	-1392	-386.782	2797.67	8546.24	22545.1	23273	inf
805	1	-1800.7	-1404.34	-396.357	2529.18	3697.63	26042	49254.5	inf
806	0	-1779.09	-1391.12	-387.976	2129.24	12526.1	22826.6	23273	inf
807	1	-1801.56	-1401.08	-400.477	2383.25	3697.63	14776.4	50605.2	inf
808	0	-1771.36	-1390.82	-380.538	1337.38	10070.1	18351	18685.9	inf
809	1	-1800.89	-1401.19	-399.695	1945.97	2716.5	20326.6	37688	inf
810	0	-1773.75	-1390.42	-383.328	1879.48	9548.15	18376	18708.3	inf
811	1	-1802.52	-1404.23	-398.289	1848.08	2362.17	22700.6	38546.1	inf
812	0	-1781.48	-1395.47	-386.005	1420.57	5697.04	17951.1	18685.9	inf
813	1	-1800.21	-1406.7	-393.504	1945.97	2362.17	18092.1	35821	inf
814	0	-1768.18	-1393.34	-374.836	1021.39	2320.29	11490.7	11961	inf
815	1	-1796.82	-1404.59	-392.221	1862.46	2362.17	16679.9	35227.2	inf
816	0	-1771.88	-1394.71	-377.17	1775.18	2949.97	11831.9	12316.3	inf
817	1	-1796.67	-1405.7	-390.967	1294.18	1913.87	15292.8	31376.8	inf
818	0	-1770.93	-1394.13	-376.808	2057.54	3103.7	12448.5	12958.1	inf
819	1	-1794.57	-1405.98	-388.589	1409.48	2013.21	14599.9	31896.8	inf
820	0	-1775.6	-1396.25	-379.353	2010.66	3686.77	12403.9	12958.1	inf
821	1	-1802	-1407.97	-394.021	1516.62	3327.4	15167	34091.4	inf
822	0	-1766.93	-1391.99	-374.94	1715.4	3277.06	10442.7	11032.6	inf
823	1	-1804.25	-1407.75	-396.5	1770.75	3427.85	22149.6	33890.2	inf
824	0	-1770.7	-1390.17	-380.525	2702.79	4396.44	12506.9	13213.4	inf
825	1	-1821.97	-1413.94	-408.028	3007.09	6740.92	22360	58983.3	inf
826	0	-1771.13	-1390.25	-380.881	2702.79	5013	12506.9	13213.4	inf
827	1	-1821.95	-1411.9	-410.055	2930.22	7607.95	29912.4	57627.6	inf
828	0	-1770.53	-1392.81	-377.715	3574.41	4201.9	12506.9	13189.5	inf
829	1	-1818.67	-1405.86	-412.808	910.137	7940.82	17442.2	60508	inf
830	0	-1772.16	-1390.79	-381.366	3034.18	4795.48	13418.8	14151.2	inf
831	1	-1822.04	-1408.5	-413.535	3183.44	10038.4	21406.7	55657	inf
832	0	-1774.84	-1394.02	-380.821	2675.65	5638.32	13418.8	14151.2	inf
833	1	-1820.18	-1411.19	-408.991	1020.58	10010.1	15728.7	55657	inf
834	0	-1774.43	-1393.3	-381.131	3108.65	4795.48	13418.8	14151.2	inf
835	1	-1810.73	-1409.33	-401.403	910.137	7419.8	13929.5	42007.6	inf
836	0	-1782.86	-1394.83	-388.031	5676.41	7347.17	19101.3	20143.7	inf
837	1	-1818.28	-1411.59	-406.691	1428.96	9784.18	24410	63769.1	inf
838	0	-1776.81	-1393.08	-383.733	1802.88	5535.94	15245.2	16077.2	inf
839	1	-1813.18	-1408.75	-404.427	1004.68	5226.85	14410.7	59390.3	inf
840	0	-1778.13	-1393.68	-384.45	1353.34	6255.75	15309.5	16077.2	inf
841	1	-1813.52	-1409.46	-404.065	783.737	10762.4	17216.7	23966.8	inf
842	0	-1773.07	-1393.08	-379.995	1495.7	4630.76	15245.2	16077.2	inf
843	1	-1816	-1409.35	-406.646	4622.91	15099.1	17216.7	45263.7	inf
844	0	-1778.53	-1395.64	-382.889	2055.91	6063.94	13224.1	14234.6	inf
845	1	-1809.58	-1408.67	-400.91	3791.99	12947.3	16743	27280.4	inf
846	0	-1779.34	-1394.77	-384.569	2263.3	7379.37	13244.4	14331.3	inf
847	1	-1803.89	-1408.01	-395.882	3167.64	11182.1	13786.1	22651.6	inf
848	0	-1779.63	-1393.3	-386.329	1958.99	6816.41	14887.7	16177.4	inf
849	1	-1799.72	-1408.6	-391.116	690.73	11334.8	13974.3	41079.7	inf
850	0	-1778.11	-1394.47	-383.641	1844.59	8043.58	14881.2	16177.4	inf
851	1	-1794.33	-1407.36	-386.964	461.252	6736.34	10422.8	27432	inf
852	0	-1780.29	-1395.13	-385.16	1344.29	7735.02	13750	14947.8	inf
853	1	-1793.82	-1405.53	-388.284	568.544	8687.47	11693.2	35842.9	inf
854	0	-1780.65	-1395.01	-385.646	1302.78	7929.01	13750	14947.8	inf
855	1	-1800.09	-1404.09	-396.001	674.842	9644.07	13543.7	40662.8	inf
856	0	-1779.05	-1395.15	-383.898	914.58	5065.03	13750	14947.8	inf
857	1	-1796.18	-1401.82	-394.367	598.928	3755.36	14303.9	36088.6	inf
858	0	-1779.31	-1393.35	-385.958	947.428	5065.03	13756.2	14947.8	inf
859	1	-1812.2	-1409.73	-402.47	1520.6	4808.34	21698.3	48872	inf
860	0	-1772.83	-1388.62	-384.209	891.385	2970.47	12792	14063.6	inf
861	1	-1813.47	-1412.66	-400.806	1320.76	11878.3	21557.2	36088.6	inf
862	0	-1771.86	-1389.47	-382.388	767.436	3810.42	12324.1	14063.6	inf
863	1	-1803.95	-1409.55	-394.408	785.005	7570.03	13689.4	22999.3	inf
864	0	-1788.17	-1392.74	-395.437	1126.57	6220.03	21117.5	26635	inf
865	1	-1805.27	-1411.16	-394.11	764.745	13518.9	17934.2	30147.8	inf
866	0	-1791.41	-1396.89	-394.517	1305.43	6481.61	22005.6	27863.3	inf
867	1	-1809.5	-1409.8	-399.707	973.875	10957.9	21217.6	38392.2	inf
868	0	-1786.31	-1395.29	-391.022	932.775	5292.65	17947.6	27365.9	inf
869	1	-1796.78	-1405.36	-391.428	995.189	11031.9	15008	26524.5	inf
870	0	-1795.1	-1397.02	-398.077	1132.26	8401.49	23060.3	33939.8	inf
871	1	-1802.04	-1410.42	-391.62	825.365	14022.6	17374.6	31780.7	inf
872	0	-1800.39	-1397.93	-402.453	1478.84	13085.4	30118.9	44328.7	inf
873	1	-1795.4	-1405.33	-390.077	364.756	14415.7	18882.8	32147	inf
874	0	-1801.76	-1395.7	-406.054	2946.32	19103.8	25997	44994.6	inf
875	1	-1794.96	-1402.08	-392.88	420.813	13594.7	20147.1	36172.1	inf
876	0	-1795.62	-1393.65	-401.971	1785.33	9110.81	20399.7	32562.4	inf
877	1	-1795.18	-1406.38	-388.8	355.337	9976.16	15235.2	29265.4	inf
878	0	-1793.37	-1393.36	-400.01	1689.53	10696.7	19103.8	30068.9	inf
879	1	-1791.73	-1407.39	-384.339	383.256	9242.82	12019.7	19142.8	inf
880	0	-1786.27	-1391.31	-394.964	1836.4	7542.89	15979.8	31478	inf
881	1	-1782.12	-1402.56	-379.564	459.042	6108.68	8368.69	14477.6	inf
882	0	-1805.56	-1399.75	-405.812	2742.71	16813.8	26770.3	43590.4	inf
883	1	-1775.83	-1403.21	-372.624	334.564	4532.2	6047.84	7398.28	inf
884	0	-1800.02	-1396.97	-403.052	3037.33	14211.5	24085.8	37021.7	inf
885	1	-1794.71	-1409.2	-385.502	697.857	9453.59	14554.3	15431.9	inf
886	0	-1800.41	-1395.33	-405.084	3658.33	17024.2	23991.7	48686.8	inf
887	1	-1781.37	-1406.41	-374.96	286.667	7766.87	9870.38	11191.1	inf
888	0	-1789.8	-1391.87	-397.928	3454.95	12344.6	17472.9	29999.4	inf
889	1	-1782.37	-1407.77	-374.605	276.369	7487.86	10175.5	10789.1	inf
890	0	-1792.26	-1393.32	-398.936	3993.8	12973.6	22409.8	31527.9	inf
891	1	-1775.07	-1402.77	-372.301	198.199	6609.42	10175.5	10789.1	inf
892	0	-1788.82	-1390.64	-398.183	3220.67	12629	18833.9	30709.3	inf
893	1	-1776.02	-1402.38	-373.639	698.806	6609.42	10307	10789.1	inf
894	0	-1796.03	-1396.07	-399.967	3220.67	11014.9	24086.1	31896.9	inf
895	1	-1788.59	-1405.35	-383.239	1021.29	8629.02	15063.4	15768	inf
896	0	-1804.79	-1396.01	-408.774	6549.92	15113.7	22706.7	41624.7	inf
897	1	-1786.95	-1406.68	-380.271	1021.29	10072.5	15255.3	15768	inf
898	0	-1797.81	-1395.84	-401.978	2612.03	11652.6	13765.8	37411	inf
899	1	-1783.62	-1407.14	-376.485	551.038	8257.9	12877.7	13480	inf
900	0	-1804.44	-1395.5	-408.937	4410.62	16139.8	20361.4	45245.7	inf
901	1	-1786.9	-1407.71	-379.189	491.516	5805.48	11486.7	12024	inf
902	0	-1804.74	-1394.36	-410.378	976.226	16230	24014.5	45498.5	inf
903	1	-1782.82	-1407.57	-375.247	491.516	6214.41	11539	12024	inf
904	0	-1800.82	-1392.92	-407.903	1338.22	9450.89	17563.6	29969.2	inf
905	1	-1778.02	-1405.6	-372.42	467.31	5112.43	10970.7	11431.8	inf
906	0	-1804.89	-1395.04	-409.847	4055.24	12591.7	24790.4	31624.1	inf
907	1	-1780.35	-1407.53	-372.827	366.4	3473.29	7843.56	8476.09	inf
908	0	-1807.96	-1398.87	-409.09	3791.74	15382.7	24129.8	37430.5	inf
909	1	-1778.54	-1405.01	-373.529	363.24	3473.29	7779.6	8476.09	inf
910	0	-1803.87	-1397.7	-406.172	2252.1	8967.54	24478.3	33945.9	inf
911	1	-1778.93	-1407.95	-370.981	343.418	2260.66	7779.6	8476.09	inf
912	0	-1798.11	-1396.61	-401.501	2898.18	9027.55	24642.1	31970.9	inf
913	1	-1788.83	-1408.19	-380.642	549.183	3417.89	11762	12815	inf
914	0	-1794.27	-1392.48	-401.786	6075.11	12055.6	24463.2	33625.7	inf
915	1	-1793.55	-1412.42	-381.13	473.528	5509.4	10141.7	11049.6	inf
916	0	-1794.65	-1395.02	-399.635	2989.61	9678.37	20676.8	27879.1	inf
917	1	-1787.97	-1410.63	-377.34	306.411	3242.17	8814.91	9648.86	inf
918	0	-1795.94	-1394.22	-401.716	6495.47	10638.3	18398.1	37373.5	inf
919	1	-1793.81	-1408.59	-385.214	469.277	5178.96	13500.3	14777.5	inf
920	0	-1789.78	-1396.33	-393.451	5603.81	6722.77	19028.4	26743.8	inf
921	1	-1786.3	-1407.07	-379.226	469.277	8785.43	13500.3	14777.5	inf
922	0	-1789.32	-1397.17	-392.15	5071.94	6610.44	19028.4	26743.8	inf
923	1	-1785.12	-1406.84	-378.278	469.277	10424	13550.4	14777.5	inf
924	0	-1792.47	-1396.92	-395.556	4733.68	6753.23	19467.3	26743.8	inf
925	1	-1786.88	-1409.41	-377.472	494.425	11297.9	13500.3	14777.5	inf
926	0	-1789.63	-1396.81	-392.821	4733.68	6420.75	19711.5	28351.4	inf
927	1	-1779.82	-1405.63	-374.196	451.852	10325.1	12331.6	13505.1	inf
928	0	-1793.83	-1393.48	-400.353	5616.56	8005.66	16819.4	31102.2	inf
929	1	-1783.72	-1406.57	-377.15	391.127	7181.12	13028.7	15304.5	inf
930	0	-1799.75	-1395.15	-404.598	6796.53	9786.24	16819.4	35719.8	inf
931	1	-1785.14	-1404.34	-380.806	391.127	8878.64	13028.7	17378.4	inf
932	0	-1799.38	-1393.11	-406.272	7920.04	9902.21	20190.3	26280.7	inf
933	1	-1782.83	-1398.86	-383.973	344.011	6066.08	13980.3	18647.8	inf
934	0	-1803.14	-1398.48	-404.661	7405.54	10379	20765.5	28900.6	inf
935	1	-1784.14	-1406.11	-378.023	143.789	4809.78	13980.3	16133	inf
936	0	-1803.75	-1395.45	-408.296	6036.86	16017.1	24360.6	34496.6	inf
937	1	-1776.25	-1401.79	-374.463	153.806	7015.48	13980.3	16133	inf
938	0	-1808.53	-1397.63	-410.898	10360.4	20576.3	28476.1	42721.8	inf
939	1	-1775.02	-1400.62	-374.407	153.806	8480.57	13980.3	16133	inf
940	0	-1800.27	-1394	-406.263	11067.3	20785.2	26488.6	44008	inf
941	1	-1775.43	-1401.66	-373.772	157.048	8277.24	14286.2	16080.8	inf
942	0	-1801.05	-1393.41	-407.64	6196.99	18956.7	24025.1	34085.5	inf
943	1	-1774.09	-1401.36	-372.739	129.25	6152.92	14275.1	16080.8	inf
944	0	-1796.77	-1389.89	-406.88	5773.84	10306.4	18956.7	38511.8	inf
945	1	-1771.86	-1401.17	-370.699	129.25	9728.03	14275.1	16080.8	inf
946	0	-1800.23	-1391.81	-408.42	5773.84	12187.9	22226.2	39782.4	inf
947	1	-1769.96	-1401.27	-368.694	129.25	7810.38	14275.1	15007.1	inf
948	0	-1808.02	-1397.26	-410.763	7378.2	13284.3	28104.7	62281.1	inf
949	1	-1767.39	-1401.75	-365.636	117.367	4069.31	12962.6	13627.4	inf
950	0	-1812.63	-1403.06	-409.567	6036.84	11468.2	23929.5	62281.1	inf
951	1	-1766.65	-1402.66	-363.986	117.367	6884.21	13173.5	13627.4	inf
952	0	-1801.58	-1399.67	-401.911	5331.59	10874.6	21111.2	29313.6	inf
953	1	-1767.43	-1400.95	-366.478	120.207	7050.8	13492.3	13957.2	inf
954	0	-1804.23	-1401.45	-402.786	8809.03	14529	19476.1	27104	inf
955	1	-1763.88	-1399.12	-364.759	76.8238	4999.66	11458.1	11852.9	inf
956	0	-1794.81	-1395.53	-399.284	6524.14	14362.6	19220.8	23798.4	inf
957	1	-1763.05	-1399.65	-363.392	155.021	3922.07	9960.86	10304.1	inf
958	0	-1790.82	-1397.26	-393.562	10132.6	14404	15884.1	23625	inf
959	1	-1767.56	-1400.21	-367.35	247.275	3988.7	10012.8	10357.8	inf
960	0	-1790.27	-1393.4	-396.873	10132.6	13856.5	16291.2	25139.5	inf
961	1	-1767.54	-1401.01	-366.531	287.024	2954.36	12003.5	12417.1	inf
962	0	-1789.34	-1395.65	-393.688	6255.35	11161.3	14959.4	20207.8	inf
963	1	-1767.79	-1398.92	-368.869	379.535	2922.85	11875.4	12284.6	inf
964	0	-1787.28	-1397	-390.283	9233.28	11649.5	15771.2	20911.1	inf
965	1	-1768.21	-1403.01	-365.208	148.732	985.329	11386.5	12284.6	inf
966	0	-1784.3	-1393.98	-390.317	7366.69	11680.9	13098.6	18854.2	inf
967	1	-1784.8	-1407.28	-377.516	226.431	1764.15	20168.2	21759	inf
968	0	-1798.14	-1399.92	-398.224	11297.3	18320.3	21610.1	27977.1	inf
969	1	-1767.79	-1401.82	-365.973	123.774	1079.22	12661.8	13351.3	inf
970	0	-1798.46	-1400.49	-397.97	13083.1	16627.7	20135.5	27317.5	inf
971	1	-1779.87	-1404.86	-375.011	138.78	1189.09	13096.1	16352.5	inf
972	0	-1795.95	-1396.69	-399.266	8143.63	11832.6	14682.6	27317.5	inf
973	1	-1773.94	-1404.41	-369.528	50.3519	2648.34	13274.9	17396.5	inf
974	0	-1794.97	-1392.36	-402.613	5804.85	9437.73	15039.2	30699.5	inf
975	1	-1772.79	-1398.53	-374.262	144.23	3398.69	13274.9	17396.5	inf
976	0	-1787.97	-1393.55	-394.42	5731.18	7238.63	14610.9	23546.2	inf
977	1	-1768.6	-1400.57	-368.029	122.969	2664.11	13155.6	14601	inf
978	0	-1794.23	-1393.27	-400.952	4787.25	8616.99	17790.6	27323.3	inf
979	1	-1769.87	-1401.63	-368.237	108.358	2015.95	11675.2	15384.2	inf
980	0	-1796.65	-1393.57	-403.08	8829.49	11538.3	19566.4	31779.8	inf
981	1	-1774.44	-1399.64	-374.806	160.591	1476.63	17303.1	22800	inf
982	0	-1800.81	-1398.23	-402.579	7048.92	13969	21687.2	28318.4	inf
983	1	-1773.19	-1402.47	-370.721	92.3621	1476.63	17303.1	22800	inf
984	0	-1801.15	-1397.51	-403.639	6112.31	12247.4	15370.6	24208.1	inf
985	1	-1778.33	-1405.18	-373.145	92.3621	1476.63	17818.9	23627.9	inf
986	0	-1798.14	-1396.35	-401.789	6112.31	8765.45	20589.3	27544.7	inf
987	1	-1783.09	-1410.83	-372.26	95.7732	2040.17	17818.9	22800	inf
988	0	-1787.81	-1394.26	-393.555	5362.74	6788.23	18064.4	24166.8	inf
989	1	-1778.84	-1406.43	-372.414	95.7732	2040.17	18304.9	22800	inf
990	0	-1795.75	-1397.25	-398.501	6585.23	8041.74	22794.8	31193.9	inf
991	1	-1780.12	-1403.28	-376.843	107.393	2287.68	19980.7	25566.2	inf
992	0	-1792.61	-1395.61	-396.997	6743.04	7404.75	22794.8	31193.9	inf
993	1	-1781.88	-1403.75	-378.129	126.302	1947.31	23498.8	30067.7	inf
994	0	-1783.56	-1391.78	-391.783	6922.09	7560.81	22794.8	30851.2	inf
995	1	-1785.51	-1406.32	-379.188	110.573	3774.2	23498.8	29162.2	inf
996	0	-1788.3	-1395.65	-392.648	6169.51	6702.4	21553.9	30590.9	inf
997	1	-1790.2	-1409.8	-380.392	119.427	4076.42	26813.4	31497.4	inf
998	0	-1790.2	-1397.01	-393.192	6247.39	6787	21190.3	32143.7	inf
999	1	-1777.69	-1401.2	-376.492	56.8689	3749.1	18236.1	22417.6	inf
1000	0	-1788.34	-1395.17	-393.172	5609.18	6093.66	19025.6	28860	inf
1001	1	-1785.54	-1403.1	-382.445	70.8447	4447.41	20004.3	25317.8	inf
1002	0	-1784.9	-1396.17	-388.732	5702.97	6031.52	17623	28032.4	inf
1003	1	-1778.47	-1402.81	-375.655	52.0243	4826.86	14690	16995.8	inf
1004	0	-1783.48	-1397.65	-385.831	4627.82	5277.52	13334.3	19991.2	inf
1005	1	-1784.52	-1404.43	-380.091	64.7514	6106.19	18320.9	21153.7	inf
1006	0	-1783.46	-1395.73	-387.727	5550.61	6329.86	15284.9	23977.5	inf
1007	1	-1783.73	-1401.12	-382.611	81.062	6106.19	18320.9	21153.7	inf
1008	0	-1790.1	-1396.03	-394.079	4548.03	6552.37	14563.7	21519.1	inf
1009	1	-1779.69	-1400.5	-379.191	69.0697	6610.32	14885	20479	inf
1010	0	-1789.25	-1393.02	-396.23	3794.14	5941.9	13266.8	20445.7	inf
1011	1	-1782.12	-1403.37	-378.748	69.0697	6244.22	14616.7	20479	inf
1012	0	-1803.23	-1399.03	-404.197	6451.18	8908.86	29336.4	41184.8	inf
1013	1	-1773.96	-1399.65	-374.313	69.0697	5985.06	14885	18139.9	inf
1014	0	-1805.69	-1399.18	-406.513	5425.3	10690.6	22839.2	36861.8	inf
1015	1	-1776.48	-1398.21	-378.263	76.516	6630.3	16192.5	20480	inf
1016	0	-1801.38	-1396.79	-404.597	6706.81	13431.2	22251	34575.4	inf
1017	1	-1780.05	-1399.6	-380.459	96.9925	5319.39	20525.7	25960.6	inf
1018	0	-1805.35	-1401.59	-403.758	7570.84	13431.2	19979	34575.4	inf
1019	1	-1788.94	-1405.22	-383.723	137.567	7549.52	23374.9	30307.6	inf
