Iteration	Posterior	Likelihood	Prior	pop_size[1]	pop_size[2]	pop_size[3]	pop_size[4]	pop_size[5]	pop_size[6]
622	-1786.9	-1394.32	-392.584	184202	357930	22807.1	382127	109567	579033
623	-1783.15	-1391.87	-391.28	315133	338307	20467	382127	109567	324671
624	-1787.13	-1394.98	-392.152	294465	175051	20467	382127	109567	353625
625	-1788.2	-1395.51	-392.69	492515	313367	20467	133306	109567	474535
626	-1787.06	-1394.94	-392.124	492515	298532	20995.1	77457.4	134090	474535
627	-1794.12	-1396.7	-397.419	492515	526548	29002.4	77457.4	304456	123810
628	-1795.93	-1397.11	-398.817	219871	368188	97971.7	214064	61344.1	55126.6
629	-1796.65	-1397.85	-398.799	585455	492274	42922.1	220263	61344.1	178190
630	-1790.82	-1397.77	-393.05	585455	373784	38552.6	222384	68944.9	149865
631	-1790.32	-1401.92	-388.398	542544	348012	38552.6	133968	68944.9	98073.7
632	-1788.57	-1400.44	-388.122	217060	114513	30252.8	83977.9	68944.9	123915
633	-1786.83	-1397.81	-389.027	217060	128719	26782.5	59297.2	68944.9	123915
634	-1790.97	-1397.45	-393.524	217060	191206	49353.3	155059	68944.9	123915
635	-1785.19	-1396.72	-388.469	192677	191206	49353.3	132774	86225.6	138442
636	-1789.27	-1404.99	-384.285	192677	140103	49353.3	181926	19104.9	138442
637	-1792.8	-1402.13	-390.67	118058	479005	49353.3	181926	10122.3	837773
638	-1784.59	-1399.79	-384.805	118058	122271	59258.8	181926	36833.9	538573
639	-1790.72	-1402.95	-387.774	309494	150179	59258.8	244186	36833.9	538573
640	-1787.47	-1398.83	-388.643	309494	150179	148915	253638	13227.1	770542
641	-1796.62	-1400.8	-395.812	347575	98755	172014	245503	12163.2	994965
642	-1785.81	-1400.76	-385.051	347575	25589.3	229273	126424	32472.6	994965
643	-1793.74	-1404.12	-389.625	300063	25506.7	229273	126424	22262.4	796095
644	-1791.59	-1401.78	-389.81	300063	16236.5	416051	359616	49133.4	796095
645	-1791.05	-1394.98	-396.079	272088	51670	174106	359616	49133.4	436714
646	-1793.82	-1395.22	-398.601	328086	51670	276522	298771	78121.1	436714
647	-1795.64	-1393.8	-401.84	328086	55749.5	219268	298771	248480	436714
648	-1796.18	-1393.7	-402.48	826693	55749.5	219268	298771	248480	728899
649	-1790.69	-1397.46	-393.231	326107	55749.5	45771.7	430950	183057	213038
650	-1796.66	-1395.57	-401.094	326107	200319	135831	564791	156270	213038
651	-1800.05	-1397.11	-402.938	492539	287346	92521.4	564791	79920.9	213038
652	-1787.11	-1391.91	-395.197	166675	287346	70637.3	629342	79920.9	202387
653	-1785.94	-1391.22	-394.722	166675	84123.4	70637.3	629342	163828	138097
654	-1791.15	-1394.89	-396.263	358770	84123.4	70637.3	629342	179061	138097
655	-1798.03	-1395.12	-402.914	324919	69378.7	70637.3	913443	127664	155961
656	-1790.7	-1396.03	-394.666	324919	59334.3	125169	913443	127664	233127
657	-1796.77	-1396.37	-400.396	478823	85292.9	132617	842402	104452	320038
658	-1799.65	-1395.49	-404.157	602524	75621.4	137088	606447	133939	320038
659	-1796.38	-1390.49	-405.886	785630	85790.8	88468.6	372684	293335	320038
660	-1793.15	-1390.93	-402.224	785630	93739.3	88468.6	211559	286544	377988
661	-1789.9	-1392.02	-397.881	260754	93739.3	88468.6	185415	270096	494006
662	-1786.37	-1393.35	-393.02	220597	93739.3	130655	147070	246350	494006
663	-1789	-1396.08	-392.921	479571	24069.7	130655	147070	471153	716687
664	-1786.27	-1396.04	-390.235	125002	29486.6	45488.5	79251.4	200129	498923
665	-1778.14	-1392.2	-385.937	179416	45318.9	132939	102820	200129	172247
666	-1779.17	-1391.55	-387.611	94800.1	71177.4	132939	77765.1	96815.1	212340
667	-1779.68	-1393.52	-386.162	191361	199652	60780.5	71815.6	96815.1	308011
668	-1779.92	-1393.43	-386.488	191361	86495.5	175969	48495.3	246428	278405
669	-1785.47	-1393.16	-392.318	494722	136636	39583.4	34695.2	246428	328181
670	-1781.58	-1391.76	-389.821	494722	65044.5	62425.9	34695.2	246428	626691
671	-1788.13	-1393.39	-394.742	370267	65044.5	61289.9	34695.2	246428	739440
672	-1781.22	-1393.37	-387.841	370267	65044.5	131819	47324.2	122035	732158
673	-1794.79	-1396.11	-398.674	410759	65044.5	339448	108708	122035	595937
674	-1792.15	-1397.09	-395.064	991283	65044.5	97588.2	113794	207250	595937
675	-1798.32	-1400.29	-398.027	491103	65044.5	97588.2	293676	207250	595937
676	-1798.06	-1401.32	-396.745	901885	93403.9	97588.2	250845	48906.4	501821
677	-1807.66	-1403.94	-403.719	901885	176483	81371.7	250845	92893.3	374920
678	-1804.64	-1401.26	-403.374	901885	176483	43260.8	300379	117772	351377
679	-1806.06	-1405.54	-400.522	901885	336777	72077.8	321098	83215.4	127453
680	-1806.05	-1409.09	-396.962	780173	79313	127192	549494	27874.2	127453
681	-1791.61	-1400.43	-391.181	780173	79313	96687.3	301275	27874.2	127453
682	-1791.56	-1397.85	-393.704	780173	26007.6	77420.7	301275	62063.1	467960
683	-1789.56	-1396.65	-392.91	462052	26007.6	100642	301275	62063.1	861304
684	-1790.57	-1394.06	-396.506	875036	79931.1	310441	363959	62063.1	725669
685	-1802.87	-1398.86	-404.005	936558	79931.1	131141	491674	128428	725669
686	-1798.89	-1396.26	-402.628	908184	179634	70515.7	455727	128428	385143
687	-1805.72	-1399.36	-406.361	616165	187963	94499.6	455727	122054	205546
688	-1798.47	-1399.31	-399.159	616165	187963	63564.2	206819	122054	472478
689	-1793.82	-1396.4	-397.422	616165	139052	19864.9	205729	122054	472478
690	-1793.69	-1395.96	-397.73	679711	139052	48902.1	169395	110050	326324
691	-1801.38	-1403.09	-398.286	980961	139052	48902.1	169395	110050	326324
692	-1795.88	-1395.97	-399.91	980961	203536	48902.1	91833.5	110050	121793
693	-1796.05	-1397.44	-398.613	980961	203536	48902.1	99529.3	163058	121793
694	-1793.24	-1397.01	-396.229	407123	203536	32593.3	108232	95772.7	121793
695	-1792.46	-1397.49	-394.972	607011	144354	43213.6	122113	168586	121793
696	-1791.34	-1396.45	-394.887	607011	87344.8	43213.6	139517	107430	42172.5
697	-1781.02	-1395.55	-385.472	389940	87344.8	43213.6	79062	134295	134676
698	-1799.77	-1398.19	-401.581	371172	292243	22900.6	44348.1	134295	726894
699	-1791.01	-1398.46	-392.552	371172	867333	26519.6	44348.1	169713	424317
700	-1788.91	-1396.34	-392.572	371172	798754	26519.6	77885.3	112035	356674
701	-1796.47	-1398.47	-398	513108	473748	11706.4	38365.4	112035	578554
702	-1794.6	-1397.47	-397.137	513108	473748	25159.2	406852	163579	578554
703	-1788.65	-1395.22	-393.427	513108	473748	12600.8	406852	125740	578554
704	-1786.42	-1394.26	-392.157	217991	473748	12600.8	84118.6	184162	578554
705	-1787.91	-1398.21	-389.695	133141	649832	30152.7	84118.6	184162	578554
706	-1781.28	-1395.62	-385.668	133141	437451	20585.4	123999	46850.1	578554
707	-1781.59	-1397.11	-384.48	157648	437451	20585.4	213249	46850.1	459428
708	-1787.42	-1397.95	-389.469	146224	437451	8329.39	213249	82392	459428
709	-1773.09	-1393.92	-379.166	47704.4	437451	19998	262401	81504.3	30081.2
710	-1775.15	-1390.94	-384.213	67745.7	266973	19998	76161.6	81504.3	51374.9
711	-1779.58	-1393.22	-386.357	125740	663364	19998	323677	81504.3	123161
712	-1787.71	-1394.03	-393.677	125740	648611	19463.2	296063	292634	275655
713	-1785.82	-1394.97	-390.856	125740	843651	23977.6	318214	47613.5	361323
714	-1777.21	-1392.65	-384.559	124480	793037	21212.9	241682	47613.5	29819.9
715	-1783.22	-1391.89	-391.326	124480	793037	26944.5	305934	185242	29819.9
716	-1779.88	-1392.63	-387.253	41343.6	481050	26944.5	172388	186884	72252.3
717	-1778.14	-1392.96	-385.183	76697	481050	26944.5	146840	120686	72252.3
718	-1770.93	-1389.23	-381.697	76697	481050	26944.5	108586	94243	33084.9
719	-1774.3	-1391.11	-383.185	76697	481050	10102	123421	94243	159198
720	-1775.71	-1392.56	-383.147	126709	481050	15444.2	80311	172788	159198
721	-1780.2	-1396.6	-383.605	226204	481050	15444.2	80311	172788	203819
722	-1777.95	-1395.37	-382.586	226204	481050	7126.5	80311	242042	954741
723	-1778.36	-1395.35	-383.002	226204	481050	7126.5	29918.2	206167	402828
724	-1777.36	-1394.22	-383.148	403469	263173	16453.1	29918.2	206167	402828
725	-1774.83	-1393.37	-381.454	403469	89465.5	6140.87	18102.6	206167	953948
726	-1768.35	-1391.35	-377.008	131149	217709	14249.6	18214.9	141186	676934
727	-1768.14	-1393.29	-374.851	121726	121154	10176.7	38170.2	141186	676934
728	-1772.8	-1394.41	-378.39	121726	121154	17160.5	38170.2	141186	676934
729	-1785.37	-1394.59	-390.787	124492	408201	17160.5	38170.2	141186	676934
730	-1779.18	-1392.66	-386.518	57120.7	408201	17160.5	39411.7	190428	676934
731	-1768.55	-1394.12	-374.428	57120.7	408201	14187.4	52550	190428	676934
732	-1763.48	-1392.55	-370.93	56208.8	408201	14187.4	52550	105454	481173
733	-1768.54	-1392.8	-375.736	56208.8	239224	14187.4	43942.1	105454	481173
734	-1771.03	-1395.67	-375.368	36610.9	160632	14187.4	43942.1	105454	373088
735	-1770.87	-1394.86	-376.018	36610.9	160632	4559.71	30302	105454	227936
736	-1774.62	-1395.95	-378.678	24977.5	357665	24715.1	30302	311995	227936
737	-1773.31	-1397.24	-376.067	171289	357665	9178.86	52449.4	311995	208877
738	-1803.89	-1401.65	-402.24	260384	223861	101995	76489.8	311995	892057
739	-1795.76	-1400.78	-394.98	172051	261826	239242	76489.8	146070	892057
740	-1786.05	-1393.6	-392.452	172051	290386	63938.3	76489.8	146070	892057
741	-1784.46	-1393.97	-390.489	230346	290386	39843.7	78704.9	140856	745112
742	-1798.1	-1399.53	-398.573	230346	290386	76295.1	93440.2	138417	745112
743	-1800.21	-1398.58	-401.635	100084	496116	76295.1	166228	420417	483221
744	-1798.07	-1397.62	-400.459	100084	287798	639688	63914.8	307937	993385
745	-1787.01	-1392.3	-394.705	36456.2	260297	639688	78351.9	307937	993385
746	-1780.14	-1391	-389.139	64944.5	138982	241858	78351.9	110242	993385
747	-1787.97	-1393.56	-394.411	64944.5	191203	241858	344032	144156	993385
748	-1793.25	-1388.6	-404.653	64944.5	658196	241858	126765	150901	993385
749	-1790.77	-1388.46	-402.307	64944.5	658196	166502	126765	173567	993385
750	-1786.17	-1391.82	-394.351	149223	405915	129058	126765	173567	993385
751	-1785.09	-1392.56	-392.527	116821	520297	129058	111733	46146.2	881703
752	-1782.98	-1393.17	-389.81	154432	520297	38454.5	111733	46146.2	251830
753	-1785.01	-1392.63	-392.373	154432	404181	38454.5	111733	213095	251830
754	-1780.87	-1388.14	-392.721	101830	321994	38454.5	111733	236221	155169
755	-1782.72	-1388.32	-394.404	101830	293311	38454.5	196208	236221	801330
756	-1804.56	-1392.04	-412.519	154026	225026	142417	821217	537354	801330
757	-1794.77	-1392.78	-401.992	120702	225026	142417	821217	537354	154809
758	-1796.24	-1393.3	-402.942	120712	70523.2	142417	410066	430216	64463.2
759	-1790.97	-1392.95	-398.02	205962	70523.2	286815	349527	430216	804974
760	-1790.35	-1393.89	-396.463	142295	70523.2	174230	161966	430216	804974
761	-1789.18	-1392.75	-396.426	85244.2	70523.2	206431	356202	430216	804974
762	-1787.47	-1391.11	-396.359	117122	92339.4	392255	356202	200634	726008
763	-1791.33	-1391.76	-399.578	117122	92339.4	164856	356202	200634	726008
764	-1779.06	-1389.39	-389.666	125054	92339.4	164856	356202	207141	853187
765	-1785.56	-1389.6	-395.962	125054	154436	164856	356202	207141	853187
766	-1788.88	-1390.83	-398.042	125054	154436	152419	356202	207141	919219
767	-1797.39	-1394.72	-402.672	125054	154436	133650	356202	360222	919219
768	-1802.89	-1398.87	-404.02	125054	154436	133650	356202	468725	367958
769	-1798.55	-1395.58	-402.962	125054	232608	133650	356202	334627	160086
770	-1806.52	-1398.35	-408.17	125054	86589.8	295824	356202	334627	45940.1
771	-1794.01	-1396.49	-397.515	124130	179982	295824	356202	334627	214439
772	-1796.92	-1397.84	-399.084	89926.7	153716	244679	356202	334627	214439
773	-1801.41	-1399.89	-401.517	89926.7	116017	244679	356202	334627	480611
774	-1809.06	-1397.67	-411.395	390777	236779	767933	227531	334627	49565.3
775	-1796.76	-1394.98	-401.78	389628	236779	254136	256758	73383.5	161481
776	-1797.46	-1393.17	-404.291	471577	125983	254136	339960	36716	161481
777	-1789.47	-1395.42	-394.049	471577	132657	254136	70408.6	119118	232218
778	-1791.27	-1398.37	-392.905	471577	29945.2	81344.3	389500	119118	56071.6
779	-1789.56	-1400.58	-388.978	471577	35630	229330	114882	119118	45978.8
780	-1809.05	-1401.57	-407.476	450056	212897	179328	188106	69214.8	215542
781	-1804.62	-1400.06	-404.558	371536	596431	169437	96288.4	69214.8	780244
782	-1801.65	-1402.24	-399.409	146102	596431	169437	141263	62004.4	402380
783	-1801.65	-1401.05	-400.595	193815	596431	45263.3	132165	191238	402380
784	-1792.64	-1398.92	-393.715	131180	596431	55356	51466.4	88348.4	402380
785	-1786.6	-1395.66	-390.947	57896.6	596431	55356	188738	103552	886161
786	-1788.93	-1397.02	-391.916	57896.6	596431	60649.8	284927	103552	886161
787	-1786.63	-1392.65	-393.984	57896.6	689097	60649.8	285783	81518.2	467298
788	-1792.03	-1395.89	-396.136	57896.6	709595	60649.8	285783	81518.2	467298
789	-1785.38	-1397.23	-388.151	73134.6	629255	48544	103984	48533.9	467298
790	-1798.64	-1399.86	-398.779	73134.6	629255	196100	291877	174914	467298
791	-1802.27	-1400.53	-401.746	73134.6	629255	196100	291877	174914	467298
792	-1797.03	-1399.96	-397.066	73134.6	629255	264957	291877	65052.4	83680.3
793	-1806.58	-1402.55	-404.036	73134.6	629255	157594	291877	252854	179594
794	-1788.45	-1394.52	-393.932	54180	629255	63764.6	301476	111839	179594
795	-1784.17	-1394.66	-389.512	58474.8	205972	63764.6	301476	135197	179594
796	-1789.7	-1397.08	-392.618	70122.9	205972	63764.6	301476	75358.2	138971
797	-1789.78	-1394.87	-394.904	136356	205972	63764.6	280877	75358.2	14611.1
798	-1794.59	-1394.73	-399.858	147147	214729	63764.6	280877	109108	154260
799	-1801.35	-1395.76	-405.589	712024	493668	134793	280877	109108	196151
800	-1803.01	-1394.41	-408.597	579096	164527	37741.9	230553	295132	495495
801	-1797.27	-1396.11	-401.16	579096	154327	83426.5	443798	89106.3	495495
802	-1791.22	-1392.86	-398.36	387826	154327	39752.1	315046	222168	495495
803	-1786.63	-1393.83	-392.792	387826	154327	29114.7	315046	148582	495495
804	-1783.57	-1391.95	-391.62	171248	226213	25911.2	238929	148582	73103.5
805	-1786.05	-1394.37	-391.675	370060	226213	25911.2	238929	148582	305526
806	-1785.57	-1393.7	-391.868	370060	169331	25911.2	564857	113631	582515
807	-1781.8	-1392.35	-389.453	95230.4	169331	22541.4	564857	113631	799372
808	-1789.84	-1394.28	-395.565	95230.4	77954.5	35521.1	613537	246656	799372
809	-1768.31	-1389.62	-378.691	195796	64635.2	15805.1	539566	76212.5	421187
810	-1770.75	-1389.39	-381.364	195796	61560.3	7644.72	636299	73135.6	137336
811	-1769.71	-1392.63	-377.087	126926	194783	11626.7	516792	73135.6	181996
812	-1773.98	-1392.27	-381.713	126926	194783	7395.77	572289	23298	181996
813	-1790.59	-1395.94	-394.648	240845	194783	38849.1	264196	109509	255772
814	-1789.88	-1396.68	-393.202	201938	194783	29936.8	264196	109509	680832
815	-1792.99	-1396.13	-396.861	201938	194783	29220.8	715179	125418	530901
816	-1795.75	-1396.68	-399.061	362423	321726	29220.8	715179	125418	530901
817	-1794.88	-1397.82	-397.066	434607	287548	24323.7	220822	125418	794969
818	-1788.11	-1397.81	-390.299	434607	287548	22513.5	220822	113734	794969
819	-1788.17	-1397.1	-391.07	242851	287548	22513.5	220822	215614	794969
820	-1790.69	-1391.21	-399.479	228192	419471	41974.9	726561	282732	794969
821	-1793.28	-1392.41	-400.87	450024	253633	101447	383095	282732	794969
822	-1778.65	-1388.62	-390.029	114198	253633	101447	374965	106231	794969
823	-1773.88	-1390.25	-383.629	57903.2	107428	101447	225121	106231	794969
824	-1787.56	-1388.1	-399.459	84244.1	83900.8	110240	482078	118346	794969
825	-1769.96	-1387.66	-382.297	80002.5	166095	41035.7	160462	124868	794969
826	-1775	-1387.98	-387.021	54635.3	106905	45820.9	160462	124868	794969
827	-1774.12	-1389.45	-384.67	55087.3	362933	45820.9	160462	124868	851119
828	-1770.17	-1389.04	-381.131	46284	151455	70364.9	160462	105280	787534
829	-1779.54	-1390.66	-388.886	46284	151455	70364.9	140282	103003	304402
830	-1778.43	-1389.37	-389.056	46284	151455	70364.9	140282	103003	269394
831	-1778.74	-1389.85	-388.89	46284	204164	70364.9	140282	103003	675751
832	-1782.87	-1391.1	-391.771	46284	204164	70364.9	101635	308905	675751
833	-1788.58	-1390.19	-398.395	46284	692686	71808.2	101635	374319	710227
834	-1794.77	-1394.28	-400.492	27263.4	692686	177477	184562	581902	710227
835	-1800.78	-1397.66	-403.122	95792.4	692686	177477	227821	581902	609027
836	-1798.19	-1395.01	-403.175	45252.7	982214	200307	272985	581902	609027
837	-1789.89	-1390.99	-398.9	45252.7	634831	200307	272985	303158	882717
838	-1793.27	-1395.2	-398.076	39571.7	634831	200307	272985	268913	800832
839	-1791.72	-1395.19	-396.538	53285.1	688655	210811	272985	268913	800832
840	-1795.68	-1396.64	-399.033	62013.2	402122	190406	272985	162179	497730
841	-1784.27	-1394.28	-389.991	70427.9	402122	86650	194993	101380	497730
842	-1781.84	-1393.43	-388.408	70427.9	402122	86650	194993	115306	436979
843	-1808.5	-1400.82	-407.677	146986	352705	86650	217094	265709	387424
844	-1791.87	-1392.56	-399.31	108378	352705	308544	217094	395854	387424
845	-1789.7	-1394.86	-394.842	63247.2	352705	144345	217094	278253	168752
846	-1787.42	-1395.86	-391.557	63247.2	425882	144345	167522	59769.4	588279
847	-1782.99	-1397.52	-385.471	5870.92	698419	144345	167522	59769.4	841994
848	-1782.99	-1399.09	-383.907	10316.1	698419	574226	67863.1	59769.4	841994
849	-1792.75	-1398.99	-393.765	8096.04	698419	574226	67863.1	47050	841994
850	-1780.89	-1393.51	-387.38	8096.04	263089	574226	67863.1	47050	937422
851	-1777.86	-1393.27	-384.584	9134.6	205295	672534	117476	47050	937422
852	-1780.62	-1398.58	-382.046	5773.28	196875	409737	69824.3	172873	794873
853	-1796.41	-1405.15	-391.256	5773.28	227519	862163	183531	172873	794873
854	-1783.25	-1398.08	-385.172	5773.28	64547.1	408125	183531	154928	794873
855	-1776.51	-1394.39	-382.119	6563.52	129892	408125	120479	154928	562685
856	-1784.26	-1402.22	-382.036	5944.59	105022	425071	120479	154928	562685
857	-1778.89	-1396.87	-382.018	5944.59	79246.2	691636	45416.9	154928	922486
858	-1781.96	-1400.78	-381.181	5944.59	79246.2	860615	45416.9	97372.7	922486
859	-1782.02	-1399.73	-382.288	5097.65	79246.2	860615	33126.7	97372.7	922486
860	-1780.54	-1397.85	-382.692	7781.67	242740	659972	46266.9	210023	922486
861	-1778.6	-1396.4	-382.2	6120.4	242740	375901	60652	167534	922486
862	-1779.57	-1395.89	-383.676	14760.8	95616.1	375901	39496.6	167534	922486
863	-1773.27	-1394.31	-378.956	12605	95616.1	362776	39496.6	167534	922486
864	-1774.35	-1397.16	-377.194	5552.67	95616.1	362776	59994.1	167534	275307
865	-1775.43	-1394.74	-380.683	12558.1	111905	540020	59994.1	167534	326850
866	-1777.28	-1396.51	-380.769	12029.6	111905	540020	21190.3	167534	568389
867	-1775.98	-1395.82	-380.163	17440	111905	601149	21190.3	167534	568389
868	-1763.74	-1395.23	-368.508	17440	111905	601149	21190.3	104331	787359
869	-1767.38	-1394.11	-373.273	6737.76	109420	313775	36138.4	104331	787359
870	-1769.26	-1393.77	-375.491	6737.76	109420	313775	32813.3	104331	323648
871	-1789.08	-1397.68	-391.398	75162.6	109420	313775	30397.1	104331	323648
872	-1785.42	-1395.59	-389.831	31463.5	109420	313775	112309	258788	409654
873	-1781.34	-1393.2	-388.141	13981.4	109420	195383	112309	175992	409654
874	-1778.4	-1396.99	-381.416	16576.5	109420	126054	112309	175992	885901
875	-1782.18	-1395.82	-386.361	15948.1	66818.4	354477	112309	175992	636146
876	-1766.86	-1387.9	-378.965	15948.1	66818.4	164523	112309	175992	811737
877	-1772.69	-1389.15	-383.542	10799.1	147876	228183	115167	145258	811737
878	-1768.19	-1388.61	-379.581	10799.1	47652.8	566472	115167	217881	811737
879	-1775.83	-1392.22	-383.603	8251.7	31808.7	838529	115167	217881	811737
880	-1773.46	-1392.95	-380.506	8251.7	58543.4	521444	115167	273116	607148
881	-1786.94	-1396.54	-390.394	8251.7	133837	742424	115167	171814	274950
882	-1789.88	-1394.91	-394.967	8251.7	226445	742424	121689	376380	323765
883	-1793.69	-1400.47	-393.219	16055.2	202470	583847	124214	57526.4	323765
884	-1787.28	-1397.23	-390.047	16055.2	97394.5	583847	154395	86254.3	323765
885	-1778.89	-1394.2	-384.689	16055.2	103178	248437	247533	77183.8	704739
886	-1776.43	-1391.24	-385.191	30147.8	193233	338547	247533	83498	704739
887	-1780.31	-1394.02	-386.285	30147.8	193233	338547	247533	51613	213960
888	-1780.23	-1396.25	-383.98	27087.3	91975.2	338547	233604	51613	213960
889	-1774.94	-1397.43	-377.507	27087.3	91975.2	98733.1	233604	55842.1	554082
890	-1774.56	-1399.84	-374.725	27087.3	91975.2	23596.2	84715.3	55842.1	877300
891	-1765.11	-1396.79	-368.318	27087.3	96158.3	72300.1	84715.3	119935	877300
892	-1767.64	-1391.99	-375.649	27087.3	44656.9	79394.1	235824	80293.7	877300
893	-1775.09	-1392.43	-382.661	25528	44656.9	79394.1	235824	184010	877300
894	-1776.18	-1392.08	-384.106	25528	29677.2	53261.6	235824	184010	877300
895	-1778.42	-1398.93	-379.491	52302.7	109214	36416.9	235824	184010	877300
896	-1796.15	-1402.03	-394.115	171835	109214	200575	469379	184010	345059
897	-1800.07	-1403.06	-397.004	116336	109214	200575	704479	184010	345059
898	-1798.15	-1400.25	-397.905	116336	86436.7	180143	266311	184010	345059
899	-1782.53	-1395.41	-387.126	49731.1	86436.7	225044	153216	61140.9	441311
900	-1790.89	-1394.57	-396.327	38500.3	126146	220911	133819	252483	441311
901	-1782.96	-1391.19	-391.774	23418.9	43979.5	786885	213140	79547.5	254464
902	-1785.6	-1395.76	-389.837	23418.9	124034	786885	50810.2	79547.5	254464
903	-1775.08	-1394.66	-380.419	18942.1	124034	318103	58488.7	79547.5	241824
904	-1780	-1398.22	-381.779	8526.1	184506	288318	60898.2	47729	241824
905	-1785.57	-1394.46	-391.109	8526.1	367356	288318	126194	47729	241824
906	-1783.9	-1392.51	-391.39	8526.1	367356	288318	237956	160264	194247
907	-1767.4	-1390.17	-377.233	8526.1	90478.3	226877	89918.2	169597	337062
908	-1774.71	-1396.44	-378.275	8526.1	90478.3	127271	30136.9	460542	774950
909	-1775.84	-1395.86	-379.976	8526.1	173561	119063	30136.9	559069	658662
910	-1774.66	-1396.13	-378.53	11485.5	317174	167481	30136.9	69435.5	721781
911	-1773.19	-1395.85	-377.335	11125.7	317174	144962	30136.9	69435.5	898413
912	-1767.32	-1392.72	-374.599	6342.33	258551	144962	30136.9	69435.5	419340
913	-1758.44	-1391.03	-367.404	6342.33	129451	144962	25792.5	69435.5	419340
914	-1764.12	-1390.03	-374.09	6342.33	273315	144962	78087.5	195931	419340
915	-1775.96	-1395.92	-380.036	7592.07	159725	147155	148337	215541	419340
916	-1772.33	-1392.27	-380.061	7592.07	60479	147155	90733.2	215541	419340
917	-1777.88	-1393.55	-384.326	22221.6	60479	249534	35594.6	215541	103154
918	-1781.94	-1393.99	-387.952	22604	74611	249534	35594.6	91574.9	382913
919	-1773.93	-1393.84	-380.095	22604	46678.9	141108	65072.7	370535	382913
920	-1775.51	-1392.86	-382.654	24573.8	46678.9	141108	187637	370535	356527
921	-1773.14	-1392.44	-380.7	24573.8	61335.8	141108	187637	370535	489617
922	-1782.7	-1394.3	-388.402	72292.2	95040.1	111022	187637	245958	911084
923	-1787.13	-1397.31	-389.825	158454	95040.1	46400.6	636183	184989	372136
924	-1787.84	-1402.6	-385.236	158454	95040.1	46400.6	344377	51107.9	299198
925	-1789.88	-1399.14	-390.735	210173	160428	44063.8	411340	51107.9	528022
926	-1798.14	-1400.68	-397.455	200306	160428	89286.5	584021	40417.6	271670
927	-1795	-1408.04	-386.954	137878	185971	31441.9	487937	40417.6	271670
928	-1797.12	-1406.65	-390.476	137878	333196	31441.9	487937	199413	205017
929	-1800.16	-1407.78	-392.38	179088	139805	31441.9	558317	199413	205017
930	-1792.87	-1407.9	-384.972	74826.9	335806	31441.9	113773	121704	205017
931	-1796.92	-1407.92	-389	65714.3	259110	79964.6	113773	368974	63413.1
932	-1784.57	-1397.88	-386.686	65714.3	97410.9	21351.9	113773	368974	35025.8
933	-1783.47	-1396.15	-387.324	113057	97410.9	47388.4	113773	368974	53449.9
934	-1786.18	-1397.47	-388.71	113057	97410.9	14308.6	82831.9	368974	110700
935	-1780.43	-1395.92	-384.51	294038	97410.9	14308.6	163892	219370	125295
936	-1781.04	-1400.41	-380.624	294038	97410.9	25104	70873.2	219370	263950
937	-1779.39	-1400.7	-378.696	166937	87152.7	25104	44267.6	219370	263950
938	-1782.62	-1403.02	-379.6	166937	86009.5	25104	106636	263161	263950
939	-1782.67	-1395.78	-386.885	166937	63321.8	55091.5	106636	263161	112482
940	-1783.53	-1395.82	-387.711	211281	108531	65517.9	106636	176777	406960
941	-1784	-1394.98	-389.024	211281	44126.6	69880.7	353740	142056	406960
942	-1778.89	-1393.14	-385.745	211281	29782	126580	353740	142056	313995
943	-1777.15	-1392.6	-384.546	237204	12130.2	126580	81486.2	399066	519920
944	-1774.52	-1393.31	-381.203	237204	20328.7	126580	80044	174572	113183
945	-1773.22	-1394.3	-378.919	237204	30335.4	59478.6	80044	174572	155837
946	-1778.99	-1397.03	-381.965	237204	15485.5	59478.6	80044	174572	393817
947	-1774.58	-1394.9	-379.675	210565	18939.5	59478.6	144305	132503	132496
948	-1772.15	-1394.05	-378.106	210565	18939.5	52820	144305	141099	594211
949	-1776.49	-1392.53	-383.952	106740	51143.8	57998.6	144305	141099	783983
950	-1767.67	-1392.29	-375.382	257850	27842.7	39627.3	136733	178045	783983
951	-1777.53	-1393.13	-384.396	127476	45252.2	39627.3	61368.9	156775	712848
952	-1776.33	-1391.63	-384.699	127476	17033.8	186779	164689	67480.2	326308
953	-1775.9	-1392.14	-383.762	258357	9577.53	152401	164689	66513.2	185500
954	-1782.6	-1395.08	-387.519	291075	9577.53	112320	164689	66513.2	345322
955	-1783.66	-1393.85	-389.817	189027	17203.1	112320	164689	143834	669254
956	-1789.29	-1394.58	-394.707	284407	6723.41	104464	241552	387540	669254
957	-1767.42	-1390.06	-377.353	479345	6783.3	104464	241552	101199	669254
958	-1773.99	-1389.11	-384.887	395195	6884.12	104464	241552	233285	669254
959	-1779.36	-1389.95	-389.407	395195	7054.42	104464	507550	292354	811808
960	-1779.53	-1390.05	-389.473	331939	10326.5	104464	458625	292354	811808
961	-1773.37	-1391.37	-381.999	331939	10326.5	182356	208100	154153	475541
962	-1774.52	-1389.69	-384.823	109491	12247.8	182356	493625	154153	475541
963	-1777.22	-1394.47	-382.752	109491	12247.8	205471	193582	154153	727250
964	-1772.29	-1394.59	-377.701	109491	3959.62	205471	55917.8	107701	727250
965	-1765.82	-1389.92	-375.892	324255	10401.4	122360	71255	93495.5	727250
966	-1768.98	-1390.8	-378.18	389046	10401.4	122360	49915.5	109915	727250
