Iteration	Posterior	Likelihood	Prior	pop_size[1]	pop_size[2]	pop_size[3]	pop_size[4]	pop_size[5]	pop_size[6]
638	-1807.95	-1408.42	-399.531	407585	163734	95764.7	139547	81329.2	749454
639	-1811.7	-1409.06	-402.638	407585	416085	115370	283948	66689.3	749454
640	-1821.4	-1413.75	-407.655	509013	165522	115370	661981	402126	749454
641	-1819.72	-1411.38	-408.338	583468	151884	169283	661981	402126	737035
642	-1814.95	-1413.89	-401.057	185673	143951	199054	661981	137119	355533
643	-1816.11	-1411.06	-405.043	568341	162823	171407	571812	184854	941945
644	-1813.4	-1407.61	-405.786	311015	162823	171407	484799	80856.8	941945
645	-1806.86	-1406.1	-400.759	270418	162823	171407	517087	103651	941945
646	-1802.7	-1404.66	-398.036	161092	172413	171407	517087	53531.5	941945
647	-1793.8	-1407.39	-386.41	147835	89271.2	171407	99137.4	151877	950975
648	-1805.96	-1407.44	-398.514	320716	89271.2	210440	137966	151877	782917
649	-1802.69	-1406.41	-396.286	279408	180784	210440	63097.4	106076	660317
650	-1812.11	-1413.19	-398.916	279408	295120	210440	63097.4	113117	660317
651	-1804.02	-1408.06	-395.956	138364	130631	276436	105375	161054	660317
652	-1808.94	-1409.07	-399.864	507743	55960.2	268878	105375	161054	660317
653	-1803.14	-1408.8	-394.34	507743	31862.4	167892	105375	89337.5	660317
654	-1806.1	-1416.78	-389.318	332540	87572.8	167892	105375	89337.5	576478
655	-1805.37	-1413.91	-391.466	251822	87572.8	352989	93202.6	89337.5	536150
656	-1810.11	-1414.51	-395.605	458617	87572.8	352989	93202.6	85364.9	536150
657	-1803.71	-1405.42	-398.287	213878	87572.8	239977	81786.6	85364.9	536150
658	-1814.96	-1407.28	-407.687	757238	971406	94868.2	146824	85364.9	839120
659	-1811.87	-1407.18	-404.69	757238	382048	94868.2	143042	354817	844557
660	-1816.46	-1410.29	-406.175	723635	382048	167343	186872	354817	396142
661	-1812.27	-1410.91	-401.365	195682	216440	75578.3	186872	327670	396142
662	-1806.88	-1409.55	-397.324	195682	216440	141975	75030.1	447236	960531
663	-1812.58	-1410.27	-402.303	195682	291537	141975	96290.1	139809	405847
664	-1810.99	-1408.28	-402.716	99694.2	291537	287510	96290.1	572748	358485
665	-1813.23	-1408.78	-404.453	281648	598643	252655	96290.1	572748	199093
666	-1818.27	-1411.95	-406.315	281648	165972	252655	126728	503905	321238
667	-1809.59	-1407.41	-402.184	409400	348157	106988	207288	143340	763042
668	-1813.43	-1407.73	-405.701	409400	348157	37676.1	98969.2	562290	292113
669	-1797.83	-1406.24	-391.594	435371	152822	37676.1	98969.2	175220	100215
670	-1795.29	-1402.32	-392.968	435371	190812	41691.6	74942.8	175220	210790
671	-1791.11	-1403.1	-388.005	79172.1	190812	41691.6	78448.9	175220	669794
672	-1796.95	-1405.61	-391.342	137388	92598.2	111402	104953	446358	881491
673	-1797.13	-1405.47	-391.659	137388	123304	111402	107300	224630	779616
674	-1794.92	-1405.32	-389.608	137388	46743.6	92292.2	142438	131830	779616
675	-1796.65	-1406.51	-390.133	136232	46743.6	92292.2	277615	131830	779616
676	-1786.28	-1404.4	-381.879	95875.9	46743.6	92292.2	114310	131830	779616
677	-1782.44	-1405.61	-376.831	191671	20288.3	92292.2	114310	85063.9	570188
678	-1794.97	-1405.42	-389.553	172929	37028.9	54232.9	166479	80345.6	116245
679	-1792.42	-1409.21	-383.214	137632	37028.9	54232.9	166479	80345.6	624361
680	-1795.56	-1410.97	-384.593	137632	33010.4	54232.9	59817.8	106815	887574
681	-1787.02	-1407.33	-379.69	137632	18410.2	54232.9	59817.8	106815	110446
682	-1790.43	-1400.98	-389.444	471829	18410.2	54232.9	59817.8	111414	200453
683	-1790.85	-1402.14	-388.71	459453	18410.2	70587.5	59817.8	111414	594023
684	-1795.3	-1403.37	-391.929	459453	18410.2	89932.6	169823	185952	594023
685	-1792.02	-1402.7	-389.324	459453	18410.2	53101	137633	182060	594023
686	-1790.8	-1401.4	-389.409	314849	18410.2	52294.6	137633	87069.5	957434
687	-1808.58	-1405.79	-402.787	426912	52516	57686.4	158779	87069.5	308415
688	-1793.04	-1404.19	-388.848	826318	52516	57686.4	134625	87069.5	843262
689	-1790.41	-1404.46	-385.952	615508	52516	25142.2	265783	87069.5	818392
690	-1795.2	-1404.45	-390.751	429775	52516	25142.2	265783	104175	246739
691	-1798.25	-1407.84	-390.411	537476	52516	13764.9	683705	150122	75053.3
692	-1785.86	-1403.36	-382.497	462095	84922	13764.9	301727	97967.8	75053.3
693	-1789.53	-1404.24	-385.295	456919	25664.2	45755.1	168592	97967.8	75053.3
694	-1787.88	-1403.25	-384.628	456919	19624.7	43646	165019	106884	34171.8
695	-1801.79	-1406.03	-395.756	279526	19624.7	276692	207125	145101	19648.5
696	-1797.65	-1405.32	-392.332	282411	19624.7	276692	145819	145101	4602.68
697	-1800.77	-1406.17	-394.601	220209	46744.8	276692	165599	150947	7186.67
698	-1808.86	-1410.74	-398.123	220209	46744.8	276692	323466	150947	7186.67
699	-1818.31	-1418.29	-400.02	220209	121143	276692	246835	154447	20524.3
700	-1820.13	-1417.19	-402.945	220209	136961	152802	694163	129436	75756.4
701	-1797.2	-1406.64	-390.561	242502	136961	51132.7	194939	210565	160395
702	-1800.35	-1401.75	-398.602	232988	156021	51132.7	220946	268934	134432
703	-1804.19	-1403.49	-400.701	229274	156021	103834	79378.2	284090	55450.5
704	-1801.59	-1404.86	-396.731	229274	146279	54098.2	79378.2	284090	55450.5
705	-1796.91	-1402.72	-394.19	219325	62580.8	158870	203078	159927	55450.5
706	-1795.81	-1402.78	-393.03	414227	62580.8	142923	50178.2	159927	55450.5
707	-1797.79	-1408.41	-389.382	478998	62580.8	142923	50178.2	184865	144881
708	-1809.38	-1413.32	-396.059	478998	62580.8	142923	50178.2	184865	71846.5
709	-1803.46	-1402.78	-400.689	478998	71484.3	142923	59797.1	252776	136737
710	-1793.26	-1400.9	-392.357	478998	40460.6	186554	129387	63540.2	109345
711	-1789.94	-1400.55	-389.39	478998	51132.6	186554	129387	63540.2	188284
712	-1787.06	-1401.23	-385.83	274608	13096.3	70355.4	129387	55492.3	461256
713	-1780.65	-1401.49	-379.165	274608	13096.3	136138	129387	55492.3	172102
714	-1779.56	-1401.02	-378.547	354555	13096.3	14221.6	140007	103724	381063
715	-1781.09	-1404.45	-376.643	354555	21707.5	14221.6	179069	103724	718602
716	-1795.39	-1404.66	-390.735	354555	21542.9	29430.8	188853	48493.2	718602
717	-1792.33	-1403.73	-388.598	354555	28834.8	29430.8	188853	68270.7	940436
718	-1796.53	-1406.3	-390.232	946458	28834.8	23468.9	132967	75215.3	955576
719	-1801.85	-1402.75	-399.101	946458	49113.5	104246	159384	215736	955576
720	-1797.51	-1403.78	-393.728	946458	49113.5	52592	356615	99089.6	995751
721	-1793.25	-1403.51	-389.741	946458	107173	26235.3	128376	54445.1	995751
722	-1800.56	-1407.9	-392.663	425862	201392	13300.1	128376	90462.4	995751
723	-1793.29	-1406.58	-386.71	425862	201392	23957.2	138286	140621	912083
724	-1800.34	-1410.14	-390.204	694494	102940	23957.2	138286	71321.3	912083
725	-1795.97	-1407.03	-388.939	968335	109788	32601.2	138286	68672.1	912083
726	-1796.79	-1408.97	-387.821	321398	109788	32601.2	138286	68672.1	912083
727	-1796.93	-1406.29	-390.633	210915	109788	32601.2	138286	52364.7	912083
728	-1799.54	-1406.28	-393.265	210915	109788	20958.9	138286	236769	912083
729	-1802.27	-1410.97	-391.308	836980	94775.1	20958.9	143034	92114.1	912083
730	-1799.24	-1406.86	-392.372	669930	243937	20958.9	137985	164886	912083
731	-1796.27	-1401.65	-394.621	213585	170662	49846.1	124335	115169	707050
732	-1796.86	-1401.43	-395.434	413306	397144	20943.8	382941	115169	707050
733	-1797.87	-1401.5	-396.369	413306	397144	20943.8	336828	115169	707050
734	-1804.98	-1405.29	-399.694	171042	630403	39796.8	614179	115169	213900
735	-1795.41	-1405.09	-390.316	171042	210244	26604.5	136905	109654	475307
736	-1792.94	-1403.43	-389.515	179141	125271	26604.5	214044	109654	475307
737	-1797.65	-1406.26	-391.39	235803	215607	26604.5	310376	145923	634880
738	-1800.84	-1405.8	-395.04	235803	154019	49534.6	310376	145923	634880
739	-1799.9	-1405.33	-394.563	235803	154019	133200	188149	76501.7	568209
740	-1802.44	-1405.74	-396.696	402357	154019	95888.2	188149	76501.7	568209
741	-1803.47	-1407.68	-395.791	402357	156545	122068	79478.5	72620.2	568209
742	-1809.55	-1411.33	-398.217	402357	61959.8	512378	72897.1	64538.8	880662
743	-1798.75	-1409.61	-389.138	632109	61959.8	141501	44991.7	64538.8	880662
744	-1800.36	-1405.94	-394.423	438348	233706	141501	158409	89037.9	880662
745	-1806.75	-1409.26	-397.487	581966	233706	287026	37094.5	89037.9	880662
746	-1797.36	-1409.19	-388.167	125614	166814	187012	78048	86458	81558.2
747	-1800.02	-1408.46	-391.553	231510	242784	177196	67454.2	86458	58267
748	-1802.16	-1411.95	-390.211	231510	347002	55714.2	67454.2	223040	128385
749	-1801.56	-1410.34	-391.225	279505	244940	55714.2	67454.2	58554.9	527623
750	-1798.77	-1408.07	-390.698	279505	406177	55714.2	67454.2	112632	563516
751	-1801.2	-1405.12	-396.082	146771	381198	44920.4	91360.9	178534	563516
752	-1796.24	-1404.33	-391.912	115001	381198	44920.4	174506	134906	160901
753	-1806.59	-1405.65	-400.946	115001	860758	44920.4	102133	355305	160901
754	-1806.57	-1408.23	-398.342	115001	293356	44920.4	102133	355305	38888.8
755	-1804.01	-1408.03	-395.984	105379	293356	44920.4	156899	132520	23208.7
756	-1805.02	-1408.12	-396.899	105379	293356	71656.3	172687	301476	14392.6
757	-1800.93	-1403.7	-397.228	105379	363633	71656.3	318977	388967	14392.6
758	-1797.05	-1404.79	-392.258	21022.7	363633	91299.1	102562	215369	14392.6
759	-1792.24	-1404.64	-387.602	91389.4	924822	42438.4	115972	315912	14392.6
760	-1794.96	-1406.91	-388.053	39266	924822	54178.5	170078	191771	113463
761	-1797.38	-1408.14	-389.241	39266	924822	156352	60633	145636	226550
762	-1809.38	-1413.39	-395.993	35152.4	262223	260889	60633	368556	53165.7
763	-1810.1	-1413.91	-396.195	35152.4	513541	347292	120026	368556	172240
764	-1801.72	-1406.58	-395.144	35152.4	276576	347292	94073.9	368556	738616
765	-1797.93	-1406.47	-391.467	36697	276576	296813	140221	102242	738616
766	-1791.45	-1402.9	-388.547	106293	32609.5	296813	259589	102242	917524
767	-1786.69	-1401	-385.689	51804	50056.3	296813	93385.3	102242	896716
768	-1793.95	-1403.93	-390.014	51804	50776.1	296813	293897	203170	715166
769	-1792.65	-1403.54	-389.116	51804	50776.1	296813	117342	203170	715166
770	-1794.59	-1404.86	-389.733	51804	50776.1	373158	117342	88558.7	750299
771	-1792.95	-1403.02	-389.929	102232	50776.1	352411	117342	88558.7	750299
772	-1795.43	-1404.01	-391.42	42936.6	92527.1	289700	254278	155166	847613
773	-1799.73	-1404.82	-394.902	42936.6	254096	244137	388139	75729.5	847613
774	-1789.93	-1402.13	-387.798	42936.6	95695.5	244137	242756	75729.5	407908
775	-1796.58	-1405.47	-391.109	42936.6	126354	244137	479742	100962	407908
776	-1809.21	-1408.67	-400.545	127970	467813	95626.5	479742	160684	407908
777	-1806.47	-1409.41	-397.067	127970	222508	95626.5	683394	117636	407908
778	-1813.15	-1408.2	-404.947	296378	356002	881744	303252	117636	437299
779	-1811.27	-1409.58	-401.688	156900	110382	236890	311015	86192.2	437299
780	-1807.26	-1406.32	-400.938	184082	209689	829374	311015	86192.2	437299
781	-1809.78	-1408.24	-401.537	184082	209689	813880	150868	77131.7	437299
782	-1807.27	-1406.62	-400.651	184082	209689	813880	150868	110552	296890
783	-1815.29	-1409.59	-405.697	184082	501875	813880	150868	110552	296890
784	-1808.78	-1408.42	-400.365	184082	319772	984104	38370	110552	720551
785	-1794.56	-1404.84	-389.718	56534.1	79036.5	786634	71334.8	110552	720551
786	-1796.18	-1404.65	-391.522	56534.1	79036.5	786634	71334.8	110552	956502
787	-1791.98	-1403.48	-388.5	21349.6	278894	263413	34167.2	197552	956502
788	-1792.78	-1403.87	-388.909	88728.3	190300	593118	81300.1	81727	633981
789	-1802.55	-1409.53	-393.018	16571	391710	593118	81300.1	81727	633981
790	-1796.7	-1410.45	-386.247	19778.8	354830	593118	81300.1	110212	633981
791	-1801.62	-1412.1	-389.52	22812.8	274349	593118	128034	110212	633981
792	-1806.24	-1409.95	-396.29	108929	274349	720613	134376	209330	335354
793	-1808.72	-1408.44	-400.279	108929	927272	720613	134376	94728.9	316292
794	-1810.41	-1409.54	-400.871	108929	311128	720613	316712	158361	316292
795	-1813.21	-1407.34	-405.87	108929	311128	427850	441415	158361	666691
796	-1811.86	-1408.4	-403.456	123904	446148	330630	240121	158361	307055
797	-1813.31	-1410.33	-402.975	123904	446148	526814	120722	158361	850990
798	-1812.97	-1411.03	-401.938	115303	446148	640963	132494	158361	411446
799	-1816.84	-1410.74	-406.101	196416	289482	640963	132494	122956	559304
800	-1809.66	-1413.14	-396.519	85557.8	488893	658133	132494	46218.3	559304
801	-1808.9	-1414.16	-394.741	206100	197410	658133	135406	29892.9	559304
802	-1809.51	-1416.34	-393.17	378518	197410	658133	128300	29892.9	559304
803	-1814.25	-1415.04	-399.216	611152	260100	474665	128300	31544.4	644777
804	-1809.97	-1411.92	-398.049	830955	109344	474665	128300	71108.1	644777
805	-1804.83	-1409.37	-395.452	830955	109344	360586	113597	39727.3	644777
806	-1808.38	-1407.11	-401.27	830955	109344	360586	419311	87782.3	644777
807	-1811.64	-1409.88	-401.766	830955	48371.6	565243	419311	87782.3	644777
808	-1805.97	-1406.6	-399.364	431544	48371.6	365291	419311	87782.3	644777
809	-1801.53	-1407.17	-394.36	572311	48371.6	365291	419311	80318.7	297086
810	-1804.08	-1407.3	-396.776	651813	185150	365291	136367	80318.7	297086
811	-1817.49	-1412.67	-404.823	651813	185150	365291	486389	80318.7	288673
812	-1806.07	-1403.06	-403.009	651813	503571	159714	280163	56043.9	323694
813	-1811.42	-1405.49	-405.931	651813	503571	283003	280163	56043.9	174970
814	-1818.59	-1410.41	-408.178	750662	503571	141890	198083	56043.9	804383
815	-1809.4	-1408.22	-401.177	352889	503571	304891	198083	56043.9	804383
816	-1806.75	-1402.87	-403.883	445442	503571	450474	198083	59498	804383
817	-1804	-1405.73	-398.272	656899	291476	535806	56215.5	112516	161520
818	-1804.67	-1405.34	-399.338	656899	118858	434962	56215.5	58569.7	815055
819	-1801.37	-1404.66	-396.702	656899	118858	434962	18551.2	58569.7	692308
820	-1813.27	-1409.77	-403.503	196463	118858	402391	53468.3	487420	581478
821	-1798.31	-1402.3	-396.009	226539	118858	318329	53468.3	193363	931002
822	-1806.4	-1406.59	-399.807	226539	118858	318329	53468.3	194124	931002
823	-1803.29	-1405.72	-397.573	226539	262134	318329	53468.3	194124	931002
824	-1802.41	-1403.12	-399.292	144082	131417	318329	53468.3	163391	931002
825	-1804.2	-1405.08	-399.121	144082	131417	318329	162315	78713.2	793674
826	-1806.74	-1407.55	-399.191	308499	155380	230212	162315	78713.2	785197
827	-1807.11	-1410.18	-396.938	319657	155380	182221	175974	78713.2	785197
828	-1817.29	-1409.46	-407.834	186448	155380	182221	175974	271833	131422
829	-1809.05	-1407.94	-401.113	283149	155380	182221	170753	271833	194739
830	-1796.61	-1405.1	-391.509	162526	61845.9	182221	273210	271833	825540
831	-1799.13	-1405.79	-393.334	162526	48809.6	182221	273210	271833	375277
832	-1804.16	-1408.45	-395.708	162526	48809.6	182221	476749	85563.3	808132
833	-1790.18	-1405.71	-384.474	55767.1	48809.6	246338	564815	85563.3	726505
834	-1792.5	-1407.2	-385.295	55767.1	48809.6	172211	564815	85563.3	726505
835	-1792.91	-1404.55	-388.365	55767.1	48809.6	117679	776871	120054	726505
836	-1785.8	-1402.28	-383.519	44606.5	48809.6	117679	776871	103464	726505
837	-1794.66	-1401.85	-392.805	127165	48809.6	483231	776871	103464	915178
838	-1794.12	-1402.9	-391.221	64496.9	69241.8	351702	213511	103464	852594
839	-1791.19	-1404.19	-386.994	64496.9	25444.7	347421	805770	116702	852594
840	-1793.92	-1406.71	-387.211	78069.4	42127.5	244890	155493	116702	852594
841	-1801.85	-1408.56	-393.291	202346	42127.5	199562	155493	160712	595450
842	-1793.08	-1406.73	-386.342	57576.7	35893.8	199562	236562	160712	189516
843	-1791.24	-1402.02	-389.217	117405	35893.8	199562	267550	160712	490761
844	-1793.88	-1404.95	-388.926	117405	25145.7	302107	267550	160712	303753
845	-1791.38	-1404.19	-387.193	47827.5	25145.7	129505	308301	84902.9	303753
846	-1798.43	-1408.61	-389.827	88168.4	79097.1	96453.2	201682	84902.9	88495.3
847	-1796.04	-1408.52	-387.519	88168.4	79097.1	96453.2	201682	134285	88495.3
848	-1804.72	-1412.26	-392.465	88168.4	217926	139063	201682	111995	55434.9
849	-1799.54	-1403.04	-396.5	153545	217926	231884	201682	111995	89734.4
850	-1809.13	-1405.59	-403.544	153545	328614	231884	201682	229822	122908
851	-1805.91	-1406.56	-399.355	153545	328614	231884	325728	103482	98326.1
852	-1804.41	-1406.2	-398.21	59850.7	171406	242128	839405	103482	508718
853	-1801.99	-1403.36	-398.631	59850.7	109541	242128	839405	103482	618984
854	-1808.16	-1405.8	-402.358	59850.7	405122	242128	571939	188902	618984
855	-1802.67	-1402.8	-399.872	59850.7	405122	224840	557863	188902	572755
856	-1806.88	-1407.58	-399.297	59850.7	287577	158798	557863	188902	572755
857	-1814.24	-1408.69	-405.549	59850.7	287577	791254	422659	188902	541978
858	-1816.98	-1412.36	-404.618	27201.7	287577	791254	367967	127281	57831.8
859	-1812.91	-1411.61	-401.296	55787.9	287577	791254	384395	127281	524776
860	-1808.33	-1404.62	-403.709	171279	190703	345362	621457	127281	130766
861	-1790.35	-1402.47	-387.885	171279	190703	143691	173883	22576.6	43810.5
862	-1805.58	-1406.01	-399.564	447869	160938	143691	173883	103197	64578.8
863	-1809.6	-1405.97	-403.629	447869	141531	143691	251291	103197	159284
864	-1803.4	-1406.22	-397.182	205186	141531	143691	210369	172905	884876
865	-1804.07	-1407.75	-396.326	322829	104984	137062	210369	262788	768653
866	-1805.71	-1406.35	-399.362	322829	104984	137062	210369	262788	768653
867	-1807.16	-1408.03	-399.13	283729	110365	137062	245615	262788	768653
868	-1810.7	-1407.96	-402.738	283729	72484	138708	245615	262788	768653
869	-1807.7	-1409.36	-398.346	283729	161716	138708	245615	92946.2	672704
870	-1810.25	-1408.22	-402.027	164638	141308	138708	293711	92946.2	672704
871	-1803.85	-1407.02	-396.836	407310	141308	138708	252621	92946.2	151894
872	-1819.48	-1408.35	-411.129	447152	141308	30269.1	252621	843367	758422
873	-1810.69	-1412.39	-398.298	447152	106717	30269.1	216324	277268	780639
874	-1813.57	-1411.49	-402.081	457849	106717	110211	263437	413195	780639
875	-1797.85	-1405.17	-392.679	109415	140014	110211	165509	246039	973424
876	-1797.25	-1406.01	-391.236	243650	151460	95503.8	167343	94281.5	788487
877	-1798.94	-1405.62	-393.317	416819	151460	169911	167343	215930	788487
878	-1805.86	-1404.64	-401.221	416819	151460	339829	302448	126820	247331
879	-1825.49	-1410.1	-415.383	416819	296423	974945	302448	297418	870637
880	-1820.77	-1413.42	-407.35	416819	210517	974945	117276	139934	870637
881	-1802.8	-1409.69	-393.116	159619	56746.2	381978	117276	114732	975249
882	-1796.08	-1405.96	-390.121	159619	79832.7	366743	117276	114732	789071
883	-1810.3	-1407.52	-402.782	159619	173187	366743	117276	114732	472710
884	-1807.41	-1407.29	-400.124	159619	173187	217666	178819	123813	101630
885	-1801.86	-1407.11	-394.751	222313	332364	143354	141933	123813	101994
886	-1802.08	-1403.45	-398.634	327897	450702	85988.2	335751	147635	101994
887	-1806.06	-1405.85	-400.212	327897	200204	211545	221718	224412	101994
888	-1806.57	-1406.55	-400.012	327897	200204	211545	70788.5	224412	12505.2
889	-1801.32	-1402.03	-399.289	261473	157879	190983	46788.6	180839	77503
890	-1796.76	-1398.83	-397.931	261473	157879	208068	210590	180839	88215.7
891	-1797.84	-1401.49	-396.345	261473	157879	208068	210590	180839	88215.7
892	-1807.88	-1406.81	-401.073	261473	172498	400365	130078	180839	88215.7
893	-1814.76	-1414.96	-399.798	261473	172498	428138	189620	78447.1	553463
894	-1817.45	-1412.09	-405.358	729342	172498	300376	189620	102634	112577
895	-1813.5	-1411.58	-401.925	534853	172498	331030	189620	86148.5	65562.1
896	-1806.1	-1407.97	-398.126	288528	172498	709043	45312.5	86148.5	65562.1
897	-1811.39	-1408.35	-403.04	181386	179182	697078	45312.5	219419	526176
898	-1804.56	-1407.07	-397.488	201267	107259	697078	168460	219419	526176
899	-1801.35	-1403.26	-398.09	184903	97187.2	608937	97074	247340	526176
900	-1802.48	-1405.23	-397.248	199896	97187.2	650984	97074	247340	526176
901	-1809.35	-1408.14	-401.204	113447	255189	650984	97074	247340	859412
902	-1811.79	-1409.06	-402.727	132658	349659	819931	85549.2	247340	859412
903	-1802.55	-1404.99	-397.559	167726	251934	819931	85549.2	136111	834357
904	-1801.04	-1403.04	-397.997	167726	251934	256751	85549.2	136111	595042
905	-1807.17	-1405.06	-402.115	167726	251934	508831	254007	163674	595042
906	-1804.8	-1405.24	-399.563	167726	184233	508831	85004	163674	595042
907	-1801.74	-1403.6	-398.137	167726	134622	926654	224457	82704.5	595042
908	-1804.8	-1404.36	-400.432	176745	156042	926654	224457	89555.3	595042
909	-1802.76	-1403.27	-399.485	165925	160240	926654	205468	86136.1	595042
910	-1793.83	-1406.21	-387.624	30210.3	160240	244920	205468	86136.1	242112
911	-1797.49	-1406.18	-391.318	37225	160240	244920	229061	86136.1	431691
912	-1799.42	-1404.51	-394.902	37225	536577	244920	66995.1	86136.1	268007
913	-1799.19	-1405.41	-393.776	45486.7	623031	51971.8	121104	86136.1	442278
914	-1800.68	-1405.86	-394.823	45486.7	623031	137948	122567	86136.1	697632
915	-1805.83	-1410.09	-395.732	45486.7	623031	166773	166900	137812	446644
916	-1797.8	-1406.9	-390.906	46851.8	290532	166773	116317	65801.4	446644
917	-1801.83	-1405.9	-395.93	46851.8	237078	227061	90132.8	65801.4	446644
918	-1801.12	-1405.69	-395.43	64005.1	323619	352470	90132.8	87033.5	446644
919	-1801.61	-1403.61	-397.993	64005.1	323619	309800	152103	87033.5	446644
920	-1804.21	-1404.64	-399.567	22176.2	323619	231009	152103	87033.5	678077
921	-1798.27	-1404.98	-393.285	32672.3	323619	323539	152103	87033.5	678077
922	-1804.12	-1412.94	-391.183	32672.3	323619	158047	152103	91505.1	268129
923	-1796.05	-1401.69	-394.358	56440.4	88572.6	200746	200938	126802	268129
924	-1785.51	-1399.91	-385.597	56440.4	88572.6	71861.5	200938	106319	169972
925	-1784.09	-1399.84	-384.248	56440.4	91527.4	41043.9	200938	383212	226483
926	-1787.04	-1400.66	-386.386	48102.5	91527.4	43781.7	243770	416267	537472
927	-1786.11	-1400.24	-385.873	48102.5	129190	44540	243770	111709	609094
928	-1783.33	-1397.14	-386.182	177249	129190	23217.3	161603	95718.7	379510
929	-1785.94	-1397.57	-388.371	177249	129190	25798.7	161603	95718.7	508580
930	-1794.26	-1399.76	-394.495	148519	129190	25798.7	408520	95718.7	508580
931	-1795.72	-1401.52	-394.199	171386	129190	25798.7	441900	129291	112312
932	-1798.53	-1402.9	-395.628	92436.3	151022	25798.7	232309	129291	112312
933	-1785.24	-1404.07	-381.165	65209	151022	25798.7	232309	129291	387771
934	-1797.29	-1411.43	-385.857	175707	68279.1	58111.7	200054	309664	387771
935	-1806.9	-1410.42	-396.471	175707	41200.8	58111.7	200054	309664	387771
936	-1805.27	-1412.73	-392.542	175707	41200.8	209310	200054	73497.5	387771
937	-1801.96	-1408.23	-393.733	175707	41200.8	209310	557516	73497.5	387771
938	-1806.77	-1410.32	-396.452	171783	41200.8	414862	71974	113924	515809
939	-1804.63	-1411.23	-393.397	171783	41200.8	287289	71974	276709	546562
940	-1802.52	-1407.83	-394.684	111630	39227.1	287289	570454	276709	546562
941	-1792.44	-1403.37	-389.07	99185.9	38023.4	287289	114092	130344	931285
942	-1803.37	-1413.06	-390.307	99185.9	14151.5	165078	91529.2	130344	859578
943	-1799.41	-1410.24	-389.172	111758	24166.6	165078	91529.2	631130	233593
944	-1807.72	-1416.28	-391.434	111758	71974.6	165078	537843	486504	793864
945	-1815.51	-1419.91	-395.603	111758	71974.6	165078	158979	122632	793864
946	-1813.75	-1417.29	-396.458	111758	138906	583419	158979	165284	793864
947	-1811.56	-1408.63	-402.925	111356	138906	737061	158979	308920	734004
948	-1817.79	-1409.66	-408.128	134342	138906	146120	123422	308920	204730
949	-1810.16	-1408.03	-402.133	487773	138906	403820	123422	546423	330207
950	-1807.49	-1406.73	-400.762	314197	67290.8	593688	123422	357085	330207
951	-1809.62	-1409.79	-399.831	314197	67290.8	593688	101507	537112	472459
952	-1796.11	-1407.55	-388.561	153273	34441.2	259115	107106	336367	656845
953	-1810.39	-1411.96	-398.431	217140	75591.3	259115	180963	336367	656845
954	-1800.53	-1411.02	-389.51	217140	75591.3	223491	180963	196219	277104
955	-1812.25	-1413.09	-399.161	217140	68841.8	223491	127785	196219	277104
956	-1800.98	-1409.96	-391.024	384193	20699.4	274330	127785	196219	277104
957	-1799.33	-1410.69	-388.645	139779	37928.5	274330	127785	153700	771752
958	-1801.42	-1410.12	-391.308	425006	35481.5	274330	146610	135187	771752
959	-1799.53	-1407.52	-392.013	106547	41628.5	411746	218756	135187	271476
960	-1798.72	-1409.02	-389.706	106547	13258.8	411746	183014	135187	480663
961	-1805.38	-1411.69	-393.691	106547	51486.2	493243	183014	219651	122935
962	-1806.05	-1409.78	-396.268	123381	23494.2	493243	337248	288462	18589.8
963	-1805.26	-1410.45	-394.804	129968	23921.4	493243	337248	92618.9	93615.3
964	-1795.99	-1409.68	-386.316	129968	10688.8	634035	262896	48871.3	93615.3
965	-1792.65	-1407.3	-385.348	129968	10563.9	343963	174128	48871.3	39438.1
966	-1794.03	-1407.32	-386.708	162785	22249.1	642761	80164.7	70125.1	7847.39
967	-1797.37	-1409.21	-388.162	162785	11753.3	420870	95011	404975	117854
968	-1797.04	-1410.02	-387.02	291434	8680.96	354660	101630	272446	151490
969	-1799.26	-1410.74	-388.518	164152	8680.96	724906	101630	272446	114316
970	-1805.8	-1409.75	-396.041	164152	21119.1	724906	112413	381892	253780
971	-1794.71	-1405.09	-389.621	227477	14786.2	724906	145795	125779	213440
972	-1798.3	-1407.29	-391.002	227477	14786.2	724906	191950	125779	938763
973	-1792.19	-1412.5	-379.695	443429	8957.8	495200	33163.7	101621	420306
974	-1808.59	-1409.81	-398.786	443429	8957.8	835819	164299	101621	99879.1
975	-1807.96	-1408.45	-399.508	626933	16753.6	902663	164299	101621	450733
976	-1808.84	-1407.46	-401.383	192212	38249.4	662233	231211	419457	497969
977	-1806.15	-1406.82	-399.327	192212	74419.3	198447	382088	419457	324401
978	-1812.37	-1410.97	-401.398	316348	59136.3	870686	382088	196342	956508
979	-1803.52	-1405.32	-398.198	316348	59136.3	347358	382088	196342	618051
980	-1808.2	-1410.02	-398.178	306369	59136.3	347358	438208	196342	618051
981	-1802.86	-1407.58	-395.28	306369	36587.2	347358	165319	178152	618051
982	-1805.24	-1407.37	-397.868	195222	79031	347358	386903	141384	618051
983	-1802.97	-1407	-395.969	277517	29033.8	347358	307285	113454	136408
984	-1803.6	-1409.99	-393.608	138232	58434.7	347358	307285	97117.4	608629
985	-1805.69	-1409.67	-396.015	357043	85976.3	347358	307285	97117.4	420540
986	-1822.94	-1415.93	-407.01	183744	282162	347358	271492	207669	81983.7
