Iteration	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]
2171	-1788.9	-1393.01	-395.89	1554.36	4710.03	33561.6	40083.5	inf
2172	-1779.7	-1390.47	-389.236	1343.02	3660.8	33561.6	40083.5	inf
2173	-1789.49	-1391.48	-398.017	1694.82	7917.9	32736.4	41685.9	inf
2174	-1788.58	-1391.29	-397.289	1189.88	6617.95	33664.7	44942.4	inf
2175	-1789.24	-1391.59	-397.651	1094.4	8150.56	39844.3	46478.5	inf
2176	-1790.99	-1392.07	-398.912	1448.6	8755.87	36200.9	43995	inf
2177	-1796.05	-1393.58	-402.472	1532.53	8755.87	35874.8	48474.4	inf
2178	-1798.68	-1391.82	-406.854	2788.79	13565.8	34256.3	51352.8	inf
2179	-1800.76	-1392.96	-407.8	2671.36	9621.09	31719.6	47686.6	inf
2180	-1794.98	-1393.36	-401.614	2120.29	6567.02	26816.7	36118.3	inf
2181	-1808.92	-1398.86	-410.061	3021.8	13461.7	40423.4	49305.3	inf
2182	-1789.31	-1393.18	-396.136	2435.38	5944.21	18318.9	25207.8	inf
2183	-1795.75	-1399.74	-396.011	2117.99	5272.06	17511.6	24588.6	inf
2184	-1791.47	-1400.44	-391.032	2117.99	5242.83	15925.5	24588.6	inf
2185	-1790.3	-1399.11	-391.183	1540.94	8067.57	19297.3	28311.1	inf
2186	-1804.2	-1398.77	-405.433	2549.61	13336.1	25116.6	42250.6	inf
2187	-1800.01	-1395.72	-404.289	2549.61	14461.9	22670.6	42250.6	inf
2188	-1798.68	-1399.31	-399.371	2118.25	13186.2	20713.8	43892	inf
2189	-1789.23	-1392.36	-396.868	2915.44	13433.8	17184.9	38594.1	inf
2190	-1791.63	-1398	-393.636	3535.86	12286.7	14586.6	23680.1	inf
2191	-1791.45	-1391.97	-399.489	4333.31	14325.1	17339.4	28162.6	inf
2192	-1788.82	-1393.23	-395.593	4318.71	11598.9	17339.4	22794.4	inf
2193	-1791.07	-1394.42	-396.647	4577.2	11598.9	18435.3	24336.5	inf
2194	-1797.7	-1394.03	-403.674	5068	11838.7	20790	28558.8	inf
2195	-1793.94	-1394.51	-399.436	3410.34	12785.7	19670.9	35250.6	inf
2196	-1802.24	-1399.36	-402.873	3063.39	12016.2	23007.2	35132.3	inf
2197	-1810.95	-1402.56	-408.389	4162.63	14244.4	26655.7	39087.8	inf
2198	-1804.11	-1400.48	-403.632	8382.27	17061.3	23054.5	32339.6	inf
2199	-1812.1	-1404.52	-407.585	10700.8	24018.9	32269.1	48573.9	inf
2200	-1810.64	-1401.72	-408.923	6976.25	11836.2	29031	46623.1	inf
2201	-1817.1	-1407.54	-409.558	8140.4	14609.2	28149.7	38471.9	inf
2202	-1807.41	-1406.62	-400.792	5583.47	10972.3	15953.4	39806.7	inf
2203	-1802.96	-1403.74	-399.218	6041.76	12395	18181.5	43074	inf
2204	-1800.47	-1398.93	-401.546	6421.69	14859.7	19092.8	45232.9	inf
2205	-1802.8	-1400.64	-402.166	6540.6	15134.9	19446.4	46070.5	inf
2206	-1797.39	-1399.02	-398.366	7556.7	12714	16519.8	38680.4	inf
2207	-1800.94	-1396.63	-404.315	5704.5	13288.5	19966.5	39595.6	inf
2208	-1798.64	-1399.63	-399.011	5595.85	15393.2	20671.8	47655.6	inf
2209	-1800.66	-1399	-401.658	4825.35	12983.6	21844	45350.8	inf
2210	-1801.12	-1401.11	-400.004	11592.9	17925.2	24792.8	45350.8	inf
2211	-1799.32	-1400.87	-398.45	7464.48	13758	22084	42725.4	inf
2212	-1799.94	-1399.96	-399.988	8344.07	12971.6	22455.3	35188	inf
2213	-1804.5	-1400.06	-404.437	4804.74	12534.5	18678.3	45820.2	inf
2214	-1804.68	-1398.11	-406.571	5621.58	16826.7	32775.9	46853.1	inf
2215	-1798.72	-1400.78	-397.936	4733.67	13498.4	23353.7	29694.2	inf
2216	-1796.65	-1401.48	-395.173	2150.98	13454.4	24124.6	30901.1	inf
2217	-1793.01	-1399.26	-393.746	1916.78	9527.99	25519.7	27692.8	inf
2218	-1792.49	-1397.6	-394.891	1722.61	9527.99	25519.7	28661.4	inf
2219	-1794.04	-1398.68	-395.361	2804.71	15066	25519.7	28661.4	inf
2220	-1797.97	-1403.44	-394.529	2804.71	15066	25519.7	27692.8	inf
2221	-1792.49	-1399.1	-393.388	3468.3	14864.4	25519.7	27480	inf
2222	-1790.01	-1400.22	-389.79	4405.44	10259.6	17122.4	19416.3	inf
2223	-1783.26	-1397.72	-385.538	3786.41	11786.8	18048	19416.3	inf
2224	-1780.76	-1393.57	-387.181	6446.72	16417.6	19259.9	20813.9	inf
2225	-1778.15	-1391.61	-386.536	3855.9	16417.6	19259.9	20593.3	inf
2226	-1783.06	-1391.97	-391.089	4225.59	15396.6	19259.9	20593.3	inf
2227	-1782.08	-1392	-390.081	4051.7	8330.6	18467.3	19745.9	inf
2228	-1781.71	-1393.49	-388.216	2752.93	12519	18467.3	19745.9	inf
2229	-1784.98	-1394.17	-390.805	4620.51	14339	18467.3	19745.9	inf
2230	-1787.15	-1396.88	-390.269	4404.77	14573.4	18467.3	19745.9	inf
2231	-1784.46	-1396.66	-387.798	4111.39	12545.3	16636.7	17275.7	inf
2232	-1789.18	-1394.47	-394.715	4209.99	16742.3	22090.9	25747.1	inf
2233	-1788.23	-1391.77	-396.458	4075.57	11713.8	21157.2	25747.1	inf
2234	-1788.13	-1390.93	-397.195	4160.38	11101.2	22877.6	27840.8	inf
2235	-1779.51	-1389.14	-390.366	2895.59	5382.17	20518.1	25046.5	inf
2236	-1784.62	-1389.72	-394.905	2898.09	5922.02	20819.2	24090.6	inf
2237	-1784.3	-1392.31	-391.991	2844.33	5183.07	23938.6	26840.4	inf
2238	-1784.52	-1393.95	-390.568	1863.9	5263.94	23938.6	29254.8	inf
2239	-1783.78	-1394.85	-388.928	1158	5295.79	19222.2	24894.4	inf
2240	-1784.19	-1395.12	-389.079	2486.39	6308.5	22399.1	25161.9	inf
2241	-1791.37	-1395.04	-396.332	3110.46	9487.39	21939	25161.9	inf
2242	-1795.21	-1396.77	-398.442	3110.46	8796.2	21939	25161.9	inf
2243	-1793.89	-1397.08	-396.812	3142.99	4828.76	21939	25161.9	inf
2244	-1787.08	-1396.19	-390.891	2523.43	5273.61	16815.2	26331.2	inf
2245	-1787.09	-1396.13	-390.957	3014.43	7088.09	16562.1	22320.5	inf
2246	-1775.18	-1390.38	-384.795	2853.05	3996.01	16430.4	24806.4	inf
2247	-1780.37	-1391.27	-389.104	3496.73	5009.97	21769.9	28517.6	inf
2248	-1784.1	-1394.61	-389.482	3448.84	5480.67	22401.4	28810	inf
2249	-1785.02	-1396.56	-388.462	4149.79	4674.89	22534.9	31425.8	inf
2250	-1783.2	-1394.59	-388.612	3574.46	4250.64	19268.5	27033.1	inf
2251	-1783.13	-1396.61	-386.518	3569.73	4021.43	19268.5	26729.7	inf
2252	-1787.8	-1400.72	-387.078	3569.73	4021.43	19268.5	27222.2	inf
2253	-1780.56	-1394.79	-385.769	3569.73	4021.43	22290.5	27222.2	inf
2254	-1782.01	-1395.07	-386.938	3569.73	4021.43	22290.5	27222.2	inf
2255	-1778.65	-1390.19	-388.462	3758.12	4209.68	14426.4	28737.6	inf
2256	-1781.72	-1392.58	-389.141	4138.16	4842.11	16636.1	29525.9	inf
2257	-1785.57	-1395.52	-390.051	4138.16	4842.11	17609.9	31842.6	inf
2258	-1784.31	-1396.74	-387.569	3273.01	3829.79	16385.4	25596.3	inf
2259	-1788.37	-1395.37	-392.998	4651.53	5442.81	23286.6	36376.9	inf
2260	-1792.86	-1397.34	-395.513	4651.53	5442.81	18991.5	36030.8	inf
2261	-1783.06	-1391.67	-391.396	4395.81	4938.32	16937.8	30247.9	inf
2262	-1783.73	-1391.34	-392.392	4395.81	4938.32	16937.8	33757.2	inf
2263	-1779.12	-1391.02	-388.109	3698.17	4212.97	17132.5	31981.2	inf
2264	-1775.96	-1390.23	-385.732	3698.17	4355.91	17132.5	23003.1	inf
2265	-1778.36	-1391.38	-386.973	4139.96	5078.75	19179.1	25751	inf
2266	-1779.59	-1390.57	-389.017	3418.5	5062.66	19179.1	25669.4	inf
2267	-1771.76	-1392.52	-379.235	1714.41	2893.51	10565.2	12886.4	inf
2268	-1785.83	-1396.19	-389.639	2762.5	4673.53	17064.8	20813.8	inf
2269	-1791.85	-1397.36	-394.488	1780.32	7346.3	17064.8	20813.8	inf
2270	-1786.77	-1392.08	-394.695	1949.7	5851.89	11803.7	20813.8	inf
2271	-1787.29	-1390.24	-397.052	3616.15	11048.9	13177.5	20813.8	inf
2272	-1792.61	-1393.02	-399.593	4172.17	13310.4	15689.5	29377.9	inf
2273	-1792.84	-1390.95	-401.887	4003.79	13310.4	15689.5	46130.8	inf
2274	-1796.5	-1395.09	-401.414	2544.36	11987.2	14129.8	42913.4	inf
2275	-1793.72	-1394.79	-398.933	5191.52	12254.2	14129.8	35362.3	inf
2276	-1790.43	-1396.17	-394.26	4466.57	10313.3	11790.4	40026.6	inf
2277	-1794.75	-1396.97	-397.787	3284.64	10313.3	11790.4	46923.8	inf
2278	-1786.7	-1397.2	-389.504	3057.42	10814.4	11488.4	41429.7	inf
2279	-1790.11	-1399.56	-390.542	3715.82	10814.4	11488.4	46623.5	inf
2280	-1792.83	-1396.57	-396.265	3668.5	9361.03	11098.3	53331.9	inf
2281	-1788.42	-1393.47	-394.951	3353.31	7443.69	11862.1	43119.8	inf
2282	-1788.08	-1393.15	-394.935	4456.46	7103.46	11458.9	38264.5	inf
2283	-1787.09	-1395.5	-391.592	3499.99	7220.81	9090.32	35611.7	inf
2284	-1781.89	-1389.92	-391.965	3962.92	8399.32	9904.3	42614.2	inf
2285	-1776.57	-1389.24	-387.323	1395.23	7331.29	8644.91	37195.6	inf
2286	-1778.25	-1391.53	-386.72	1004.37	6874.92	8160.22	40409.1	inf
2287	-1782.97	-1395.37	-387.598	2032	6767.83	8160.22	40409.1	inf
2288	-1784.26	-1398.85	-385.409	3039.44	6874.92	7662.88	39004.8	inf
2289	-1783.26	-1399.39	-383.874	1021.8	7791.78	8292.4	41749.8	inf
2290	-1783.33	-1396.66	-386.675	2067.15	7101.51	8292.4	39549.4	inf
2291	-1788.78	-1398.58	-390.201	2575.51	8659.4	10446.7	50908.7	inf
2292	-1782.45	-1393.34	-389.105	2359.74	7933.95	9264.44	46643.8	inf
2293	-1794.25	-1394.94	-399.306	2835.72	8775.52	11155.7	56165.9	inf
2294	-1779.74	-1392.17	-387.568	2290.9	5867.33	7458.75	31520.8	inf
2295	-1798.13	-1392.88	-405.247	3429.14	10090.4	13696.5	57881.4	inf
2296	-1790	-1393.49	-396.511	1739.8	8187.92	16473	42636.9	inf
2297	-1792.89	-1395.59	-397.306	2152.36	7582.34	11898.7	41427.6	inf
2298	-1799.21	-1397.34	-401.865	2391.54	9919.41	38151.2	44410.5	inf
2299	-1802.98	-1401.54	-401.44	2667.39	8218.58	40191.4	47035.6	inf
2300	-1795.21	-1396.77	-398.446	2376.89	7920.22	38047.9	50559.3	inf
2301	-1789.95	-1393.9	-396.054	1988.34	7920.22	40191.4	50559.3	inf
2302	-1783.78	-1390.47	-393.311	1122.93	6911.9	17462.1	24392.7	inf
2303	-1799.89	-1398.93	-400.967	3732.27	14083.5	43389.7	50735.7	inf
2304	-1803.58	-1399.47	-404.111	4049.48	13331.4	43286.5	47210.8	inf
2305	-1798.59	-1398.97	-399.618	1331.32	9308.67	42589.6	48847	inf
2306	-1797	-1399.72	-397.282	1034.27	7551.32	32168.8	39252.7	inf
2307	-1798.38	-1399.99	-398.384	1644.83	13908.2	32777	38639.9	inf
2308	-1800.43	-1400.45	-399.978	804.613	15432.3	41054.7	49165.9	inf
2309	-1791.32	-1396.15	-395.178	502.655	14100.1	28944.7	34282.3	inf
2310	-1786.43	-1393.61	-392.814	908.943	15614.8	31614.7	37859.9	inf
2311	-1787.62	-1393.7	-393.916	940.187	15614.8	30936.8	37859.9	inf
2312	-1786.14	-1393.44	-392.703	1035.35	15935.4	30936.8	34554.6	inf
2313	-1783.71	-1392	-391.714	752.079	17615.5	26747.9	32281.4	inf
2314	-1788.89	-1395.46	-393.437	1066.85	7415.78	34050.4	37721.7	inf
2315	-1784.61	-1390.16	-394.448	787.559	6966.89	33267.4	38253.7	inf
2316	-1790.89	-1394.13	-396.762	787.559	7196.49	33668.9	43696.9	inf
2317	-1790.59	-1393.83	-396.761	923.545	7479.72	39365.3	44103.8	inf
2318	-1793.15	-1394.67	-398.478	627.059	7479.72	40083.7	53084.6	inf
2319	-1794.48	-1393.7	-400.784	923.545	9003.4	37650.6	53084.6	inf
2320	-1801.86	-1396.96	-404.9	923.545	10154.5	32686.3	47551.5	inf
2321	-1788.27	-1394.32	-393.955	748.108	7729.11	22940	35112.8	inf
2322	-1788.35	-1391.82	-396.535	923.288	8183.63	20491.8	32692.9	inf
2323	-1783.13	-1394.91	-388.219	645.001	6551.95	18329.8	26680.7	inf
2324	-1782.32	-1392.2	-390.121	645.001	7132.77	17405.8	26680.7	inf
2325	-1787	-1392.34	-394.668	811.764	12086.6	18617.3	33578.8	inf
2326	-1792.74	-1393.97	-398.775	1255.73	5994.98	27221.9	44290.4	inf
2327	-1786.33	-1393.57	-392.762	989.521	6572.9	15558.7	34901	inf
2328	-1798.64	-1398.59	-400.05	1430.1	12130.6	24716.2	50440.5	inf
2329	-1792.75	-1396.77	-395.982	1180.11	7050.74	14365.9	29317.7	inf
2330	-1783.27	-1394.5	-388.769	917.542	3851.87	14763.9	25238.6	inf
2331	-1782.05	-1396.87	-385.173	1125.14	3837.03	9222.13	25238.6	inf
2332	-1786.19	-1397.29	-388.899	1211.05	4679.05	12011	28928.1	inf
2333	-1787.41	-1396.5	-390.909	2728.8	5489.68	10700.8	18467.5	inf
2334	-1790.02	-1396.9	-393.123	1684.95	5663.74	12477	26644	inf
2335	-1789.77	-1396.77	-392.998	2041.07	4536.07	17490.4	33512	inf
2336	-1784	-1395.74	-388.257	2030.1	3502.8	10209.8	33669.4	inf
2337	-1784.56	-1397.3	-387.258	848.205	3253.84	9249.78	33310.9	inf
2338	-1788.46	-1399.13	-389.329	1284.5	2175.02	12840.5	39001.6	inf
2339	-1787.87	-1397.7	-390.172	746.742	2171.25	11536.8	28698.9	inf
2340	-1786.76	-1394.29	-392.472	1273.12	2817.07	24690.9	33562.7	inf
2341	-1786.38	-1392.98	-393.397	1536.13	3174.03	23223.7	33562.7	inf
2342	-1791.02	-1396.22	-394.805	1140.1	3174.03	22891.3	33562.7	inf
2343	-1789.92	-1395.91	-394.009	841.357	2607.04	13379.2	41852	inf
2344	-1777.68	-1392.66	-385.019	1050.05	1865.81	10632.2	22836.5	inf
2345	-1775.49	-1390.61	-384.884	1050.05	1865.81	17056.2	27666.7	inf
2346	-1778.29	-1392.86	-385.43	1108.49	1799.45	16350.3	28802.9	inf
2347	-1781.13	-1392.13	-389.005	1108.49	2428.16	16068.5	32220.4	inf
2348	-1783.18	-1391.75	-391.435	408.235	2428.16	18272.2	30634.2	inf
2349	-1779.98	-1393.92	-386.058	479.733	1713.14	19095.2	30634.2	inf
2350	-1771.59	-1390.49	-381.098	405.039	1612.61	12218	18431.9	inf
2351	-1781.03	-1393.21	-387.822	862.396	5219.71	11391.9	19066.5	inf
2352	-1779.57	-1394.78	-384.796	922.486	4420.12	9668.47	15227	inf
2353	-1779.44	-1391.96	-387.482	1085.04	4267.55	11210.2	18052.3	inf
2354	-1792.93	-1396.94	-395.992	3389.99	5832.33	14791.8	22231.5	inf
2355	-1799.18	-1395.42	-403.769	4555.69	7317.92	17915.1	26851	inf
2356	-1796.56	-1398.79	-397.77	4606.59	9494.98	17784.8	23733.2	inf
2357	-1786.96	-1393.36	-393.597	3997.15	8316.59	17914	20933.2	inf
2358	-1791.47	-1398.68	-392.786	3879.55	7376.6	18022.1	22281.1	inf
2359	-1786.27	-1394.08	-392.194	4524.18	7376.6	13236.4	21613.2	inf
2360	-1781.88	-1391.76	-390.117	2981.47	4533.35	10376.1	21613.2	inf
2361	-1782.05	-1396.94	-385.115	2599.92	4295.27	8257.85	20478.1	inf
2362	-1787.58	-1395.56	-392.021	2875.96	5128.95	8610.06	22780.7	inf
2363	-1792.2	-1397.81	-394.387	3643.55	7944.48	17474	21456.7	inf
2364	-1797.97	-1395.82	-402.153	3338.47	14971	29611.2	36797.2	inf
2365	-1794.38	-1395.14	-399.239	3338.47	8726.29	21856.2	31951.3	inf
2366	-1798.15	-1396.92	-401.235	4021.05	6413.11	25651.9	36797.2	inf
2367	-1791.53	-1396.42	-395.11	2410.57	6218.79	27566.2	32418	inf
2368	-1789.82	-1396.61	-393.204	3764.57	6690.69	29386.6	32418	inf
2369	-1792.42	-1396.38	-396.039	4422.37	9410.14	27566.2	32418	inf
2370	-1787.72	-1394.58	-393.137	4230.52	9439	22930.3	27184.8	inf
2371	-1790.68	-1394.08	-396.59	5327.56	11886.7	28876.5	34234.3	inf
2372	-1798.74	-1400.13	-398.608	5327.56	15279.7	29830.1	34511.3	inf
2373	-1796.34	-1400.48	-395.863	4317.82	12757.7	25651.7	28680.4	inf
2374	-1794.86	-1401.53	-393.326	4174.44	8270.43	23373.5	27041.5	inf
2375	-1793.21	-1396.01	-397.196	3489.93	7757.35	20583.8	27352.3	inf
2376	-1783.99	-1397.14	-386.851	3427.54	5609.22	17054.2	23009.7	inf
2377	-1777.05	-1392.24	-384.815	2213.52	3627.65	17496.9	22483.7	inf
2378	-1787.99	-1396	-391.991	2476.23	6212.24	28618	32145.4	inf
2379	-1787.61	-1396.91	-390.707	3983.22	6212.24	28618	30665.4	inf
2380	-1796	-1398.24	-397.763	5189.7	8424.9	34756.1	36593.9	inf
2381	-1788.14	-1394.72	-393.422	4279.39	12438.7	30711.3	32371.7	inf
2382	-1790.96	-1395.74	-395.22	5399.07	12632.3	26996.8	28609	inf
2383	-1792.18	-1395.4	-396.784	2882.82	11283.3	26996.8	31564.3	inf
2384	-1795.17	-1398.24	-396.93	2882.82	10616.4	26996.8	31564.3	inf
2385	-1785.95	-1395.72	-390.237	4464.94	8370.24	21567.2	23980	inf
2386	-1780.83	-1393.62	-387.21	5040.6	6997.33	20856.1	21906.6	inf
2387	-1776.68	-1394.29	-382.394	2222.44	5698.24	18184.7	19270.8	inf
2388	-1774.52	-1393.21	-381.302	1711.86	4298.15	15625.7	16839.5	inf
2389	-1781.47	-1393.32	-388.151	2537.76	6959.32	19329.8	21732.9	inf
2390	-1785.55	-1394.68	-390.88	2721.62	4220.63	20484.2	22962.2	inf
2391	-1788.29	-1396.08	-392.211	2721.62	7630.87	20484.2	22708.3	inf
2392	-1790	-1394.72	-395.283	3498.56	9085.71	24136.2	27327.7	inf
2393	-1794.31	-1398.51	-395.798	3911.05	8421.32	23810.4	27327.7	inf
2394	-1793.18	-1397.4	-395.781	3637.84	8539.03	21053	26616.5	inf
2395	-1790.13	-1392.83	-397.303	3817.93	10408.4	22654	27397.4	inf
2396	-1783.17	-1391.1	-392.075	2201.14	8212.94	18407.3	24111.3	inf
2397	-1781.61	-1392.6	-389.006	2106.23	4670.54	15976.3	23437.1	inf
2398	-1785.19	-1388.7	-396.484	2508.03	5471.4	21400.9	31395	inf
2399	-1787.49	-1391.17	-396.321	4350.71	7839.2	19597.4	24938.7	inf
2400	-1784.69	-1389.16	-395.534	2068.88	7190.31	14825.6	25807.9	inf
2401	-1784.77	-1390.68	-394.094	1511.58	7423.49	17063.9	31961.1	inf
2402	-1780.51	-1390.01	-390.493	1412.27	7327.11	9960.02	28752.1	inf
2403	-1778.58	-1387.42	-391.162	1721.72	6204.46	9823.41	31682.4	inf
2404	-1779.47	-1391.65	-387.819	1343.87	6204.46	9823.41	31682.4	inf
2405	-1778.57	-1392.5	-386.065	1195.86	5457.48	8100.18	23876.3	inf
2406	-1794.32	-1393.64	-400.683	2781.18	10160.4	18621	35232.2	inf
2407	-1795.56	-1398.01	-397.549	4395.26	10589.1	15020.9	37615.9	inf
2408	-1791.82	-1393.08	-398.74	3544.17	9956.86	15020.9	30141.7	inf
2409	-1787.76	-1393.09	-394.663	2116.09	8017.6	11640.7	23496	inf
2410	-1787.53	-1393.15	-394.371	3950.98	7694.04	10266.2	22638.2	inf
2411	-1786.83	-1392.05	-394.776	1636.68	7233.94	11281.6	19071.6	inf
2412	-1789.33	-1397.43	-391.898	5438.62	9163.06	12834.3	18663.3	inf
2413	-1785.18	-1394.62	-390.559	5894.51	8294.38	12370	17723.7	inf
2414	-1785.95	-1395.23	-390.721	6565.91	8530.48	12355	20305.6	inf
2415	-1784.52	-1395.62	-388.904	7404.27	8570.72	12969	19132	inf
2416	-1780.68	-1392.7	-387.985	6907.89	8570.72	13594.1	15978.5	inf
2417	-1780.21	-1393.62	-386.599	6933.51	8836.31	12782.7	15024.8	inf
2418	-1781.53	-1394.02	-387.509	4042.43	8836.31	12590	15024.8	inf
2419	-1780.96	-1396.02	-384.939	7291.08	10435.2	12782.7	14462.1	inf
2420	-1788.75	-1400.64	-388.113	8300.18	10817.9	13874.7	15697.6	inf
2421	-1790.21	-1403.1	-387.113	6193.61	9591.18	13826.7	15697.6	inf
2422	-1792.44	-1399.79	-392.655	4050.08	11940.3	17777.3	20490.4	inf
2423	-1790.16	-1396.98	-393.178	5768.44	8237.36	17777.3	20490.4	inf
2424	-1787.85	-1390.23	-397.62	3966.58	7242.27	15583.1	21167.7	inf
2425	-1788.81	-1391.54	-397.272	3439.04	9377.2	15583.1	21167.7	inf
2426	-1787.19	-1390.08	-397.106	2958.13	6878.23	13391.5	18207.6	inf
2427	-1786.52	-1396.69	-389.834	1930.85	10409.6	14107.9	17240.8	inf
2428	-1785.9	-1390.85	-395.049	1959.96	12782.5	15635.3	33397.1	inf
2429	-1796	-1395.51	-400.492	1728.98	19196.1	22483.3	47167.4	inf
2430	-1800.34	-1398.19	-402.154	3149.91	19196.1	22483.3	36113.6	inf
2431	-1793.01	-1396.22	-396.789	2366.96	14424.7	17911.3	27137	inf
2432	-1791.66	-1396.34	-395.318	976.874	14177.8	18963.2	25834.9	inf
2433	-1794.06	-1395.09	-398.973	1546.86	12067.2	16736.4	25834.9	inf
2434	-1797.28	-1394.22	-403.062	6615.63	11508.6	15948.3	25834.9	inf
2435	-1783.65	-1389.92	-393.727	5796.64	11339.8	12252.8	22344	inf
2436	-1785.51	-1389.84	-395.674	8459.72	11508.6	13239.8	28916.5	inf
2437	-1778.49	-1387.06	-391.43	7466.95	10332.5	12077.9	31539.6	inf
2438	-1783.13	-1388.01	-395.124	6381.31	10900.3	11511.1	34574.9	inf
2439	-1785.94	-1389.81	-396.132	8602.87	10340.9	10920.4	32800.5	inf
2440	-1776.51	-1389.39	-387.122	8745.52	9645.01	10185.5	30593.2	inf
2441	-1768.63	-1387.8	-380.837	6107.84	6638.37	7194.16	21608.5	inf
2442	-1776.82	-1393.55	-383.278	7139.17	7592.84	9115.76	25257.2	inf
2443	-1769.63	-1392.77	-376.861	5086.58	5334.32	6428.4	20363.9	inf
2444	-1770.38	-1388.04	-382.338	5038.13	5310.32	7514.17	27412.6	inf
2445	-1769.2	-1388.29	-380.912	5672.83	5970.29	7313.1	36099.8	inf
2446	-1773.11	-1390	-383.113	5672.83	5978.97	7313.1	31801.9	inf
2447	-1770.28	-1391.19	-379.094	5216.75	5498.27	6725.14	27195.9	inf
2448	-1779.74	-1398.48	-381.261	5676.26	5982.58	7317.52	32516.4	inf
2449	-1772.08	-1390.83	-381.25	5676.26	5982.58	7317.52	29120.9	inf
2450	-1776.62	-1388	-388.629	5676.26	5982.93	12274.5	32045.4	inf
2451	-1783.67	-1391.57	-392.105	5449.53	5982.93	13614.5	32045.4	inf
2452	-1782.03	-1392.02	-390.007	5373.6	5973.9	13063.5	24097.5	inf
2453	-1778.57	-1393.16	-385.415	4685.78	5209.25	9686.83	25158.5	inf
2454	-1778.63	-1390.96	-387.671	4726.92	5268.59	9771.88	28189	inf
2455	-1776.98	-1391.39	-385.589	4793.72	5527.78	10894.7	22557.9	inf
2456	-1776.58	-1394.7	-381.884	4726.92	5268.59	9900.24	22557.9	inf
2457	-1774.23	-1394.31	-379.921	4221.47	4705.22	10665	24445.4	inf
2458	-1782.19	-1398.03	-384.159	4221.47	4830.12	13107.3	26193.1	inf
2459	-1780.41	-1400.63	-379.777	3196.27	3968.39	8829.18	20235.4	inf
2460	-1796.31	-1402.25	-394.059	6290.19	7658.57	13119.8	39822.8	inf
2461	-1787.75	-1397.01	-390.736	6290.19	8062.67	12903.5	25854	inf
2462	-1799.06	-1403.75	-395.307	6474.12	9450.55	14226.9	27273.2	inf
2463	-1789.87	-1400.67	-389.196	5470.86	7345.04	12687.9	23350.3	inf
2464	-1782.15	-1394.96	-387.184	6260.13	7345.04	13499.9	31052.7	inf
2465	-1786.16	-1394.95	-391.205	6260.13	7677.81	11954.2	30996.2	inf
2466	-1794.79	-1394.95	-399.837	6278.63	11353.9	19362.6	29839.8	inf
2467	-1790.62	-1394.28	-396.337	6278.63	9654.17	13142.8	25534	inf
2468	-1794.18	-1394.44	-399.733	5873.45	9738.69	18891.9	31132.7	inf
2469	-1802.23	-1397.27	-404.951	8678.33	15066.9	25530	38459.3	inf
2470	-1802.48	-1397.71	-404.764	9262.01	13380	19218	38459.3	inf
2471	-1801.82	-1398.7	-403.116	8819.72	13196	16498.8	37573.1	inf
2472	-1794.28	-1393.55	-400.734	7593.15	11561.1	16875.6	38124.2	inf
2473	-1804.19	-1396.2	-407.992	7268.03	14767.7	19514.1	47680.5	inf
2474	-1805.87	-1398.6	-407.265	5924.94	10348.3	19514.1	57161.4	inf
2475	-1802.06	-1397.64	-404.424	3500.32	9294.86	18105.5	40658.7	inf
2476	-1806.59	-1396.31	-410.28	4862.63	14521.1	27658.7	50042.3	inf
2477	-1809.47	-1398.19	-411.28	2782.23	13898	31178.6	50087.7	inf
2478	-1810.84	-1401.54	-409.302	2103.86	11353.5	25131.5	67076.4	inf
2479	-1788.6	-1395.8	-392.809	1192.08	4363.41	20007.8	35846	inf
2480	-1790.22	-1395.17	-395.051	1192.08	7280.99	20024.3	26041	inf
2481	-1782.49	-1391	-391.492	895.91	4505.85	20024.3	26041	inf
2482	-1784.77	-1392.77	-391.993	2036.79	5945.65	20024.3	26041	inf
2483	-1786.04	-1393.93	-392.117	2658.72	4844.31	20284.1	26447	inf
2484	-1781.91	-1390.97	-390.941	2174.6	4048.36	21656.6	28236.4	inf
2485	-1785.58	-1392.88	-392.701	2838.61	4671.09	21656.6	28236.4	inf
2486	-1787.42	-1391.81	-395.606	2270.13	4734.86	16023.5	30649.2	inf
2487	-1796.07	-1395.37	-400.695	3309.42	6479.63	21991.6	36474.2	inf
2488	-1793.59	-1395.69	-397.904	2782.25	4687.85	16918.7	36474.2	inf
2489	-1790.04	-1396.79	-393.254	2550.68	4539.64	23794	35167.1	inf
2490	-1783.19	-1390.63	-392.563	2324.21	3035.37	21928.1	34344.2	inf
2491	-1782.79	-1392.11	-390.678	1862.44	2938.26	18686.5	31179.3	inf
2492	-1774.24	-1391.23	-383.009	1862.44	2268.64	17571.5	25866.6	inf
2493	-1774.32	-1388.99	-385.329	2191.29	2719.94	16108.1	25423.5	inf
2494	-1775.82	-1391.76	-384.056	1847.6	2268.64	18356.9	22896.4	inf
2495	-1780.97	-1393.51	-387.467	1527.41	2152.97	18418.3	25086.1	inf
2496	-1783.88	-1394.74	-389.145	2088.02	2557.37	25523	32005.9	inf
2497	-1779.03	-1390.28	-388.754	2088.02	2557.37	25387.2	32005.9	inf
2498	-1765.8	-1388.2	-377.603	1442.81	1767.13	17393.2	22115.9	inf
2499	-1768.83	-1389.52	-379.316	1523.94	1866.49	16453.1	23359.4	inf
