Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size[1]	pop_size[2]	pop_size[3]	pop_size[4]	pop_size[5]	pop_size[6]	root_height
308	-1783.24	-1392.61	-390.629	0.0463124	0.654613	0.0235172	0.0846184	0.1906	0.000338572	2298.71	8804.03	10045.1	18309	inf	0.1199539	0.296967	0.265775	0.159668	0.277589	378774	311817	28001.7	104290	48849.9	414856	162929.8
309	-1780.67	-1391.56	-389.11	0.046293	0.65434	0.0235073	0.084583	0.190521	0.000756247	3529.22	8845.71	10187.2	28705.2	inf	0.1199539	0.30528	0.245223	0.164138	0.285359	314677	298963	28001.7	158044	66785.7	350451	147313.5
310	-1780.38	-1389.02	-391.355	0.0488964	0.691137	0.0248293	0.0330013	0.201235	0.000901148	3901.15	9070.42	10890.6	23394.8	inf	0.1199539	0.313407	0.25175	0.139636	0.295207	238722	374862	31030.4	158044	83487.5	210206	157485
311	-1782.12	-1392.27	-389.855	0.0519662	0.734529	0.0171729	0.0350732	0.160283	0.000975428	5879.06	9456.48	10501.1	25706.8	inf	0.1199539	0.313407	0.25175	0.139636	0.295207	444332	394908	23320.4	181300	83487.5	182164	157485
312	-1788.25	-1393.29	-394.965	0.0532433	0.75258	0.017615	0.0117642	0.164222	0.000574923	4942.79	11166.8	12767.1	33394.7	inf	0.1199539	0.313407	0.25175	0.139636	0.295207	318659	467707	33472.4	164342	72917.3	182164	191467.6
313	-1779.46	-1390.92	-388.542	0.0441346	0.623831	0.0322521	0.00975159	0.289554	0.000476567	3748.3	8601.59	9834.31	24541.8	inf	0.29869	0.32442	0.247712	0.137397	0.290471	165824	367269	29328.9	234010	81625	182164	140714.5
314	-1784.08	-1391.25	-392.838	0.0434811	0.614593	0.0463135	0.00960718	0.285266	0.000739233	3923.69	6863.56	9796.03	24541.8	inf	0.29869	0.32442	0.247712	0.137397	0.290471	201403	350664	23358.2	234010	46481.8	148537	101586.2
315	-1783.5	-1391.9	-391.604	0.0456016	0.612723	0.0318711	0.0100757	0.299178	0.000551064	1107.72	7527.23	10018.7	25985.2	inf	0.29869	0.303739	0.255295	0.141602	0.299363	201403	534979	20027.4	234010	66450.5	234755	140872.7
316	-1777.51	-1389.83	-387.676	0.0412563	0.619495	0.0224127	0.0101871	0.306092	0.000557155	1514.41	6212.34	7957.98	24950.9	inf	0.29869	0.336299	0.267196	0.148203	0.248302	201403	396398	34938.9	234010	52388.6	234755	140872.7
317	-1791.87	-1391.94	-399.925	0.0333947	0.773893	0.011453	0.00573297	0.175208	0.000318916	2810.23	11076	14094.2	44190.1	inf	0.29869	0.332324	0.275856	0.146452	0.245367	191398	337345	48083.3	177806	71096.7	164569	249496.9
318	-1786.52	-1390.88	-395.644	0.0280683	0.650457	0.00962625	0.00481856	0.306762	0.000268049	1385.05	8262.06	11811.1	43649.9	inf	0.29869	0.333543	0.276868	0.143323	0.246267	185902	274399	63245.9	190096	94732	146959	158140.4
319	-1787.69	-1393.68	-394.015	0.0552797	0.576358	0.0415766	0.00738229	0.319124	0.000278852	3256.47	7042.75	9732.83	37516.2	inf	0.3948147	0.308598	0.256162	0.132604	0.302635	189199	205002	63245.9	161013	97140.7	203304	262744.7
320	-1784.13	-1391.11	-393.015	0.0362595	0.587654	0.0423914	0.00803293	0.325378	0.000284317	1673.56	5807.2	10754.8	48629.5	inf	0.2489304	0.308598	0.256162	0.132604	0.302635	154839	214493	63245.9	191439	93131.4	203304	234472.4
321	-1785.35	-1388.4	-396.951	0.0275296	0.68693	0.0321852	0.00609892	0.24704	0.000215864	1655.87	5691.67	11121.4	49134.3	inf	0.2489304	0.31276	0.253355	0.134566	0.299319	111942	268103	155892	160226	128693	152729	142700.6
322	-1780.09	-1387.84	-392.246	0.0273678	0.682893	0.0378736	0.00606307	0.245588	0.000214596	944.759	4378.87	9457.15	44185.9	inf	0.4222767	0.31276	0.253355	0.134566	0.299319	137570	291102	155892	142363	129366	136470	135699.5
323	-1781.59	-1389.67	-391.921	0.0164545	0.809344	0.022771	0.00364534	0.147657	0.000129023	1071.36	5103.35	10694	36291.6	inf	0.4222767	0.31276	0.253355	0.134566	0.299319	113539	183145	148696	142363	129366	127903	113416.3
324	-1785.21	-1390.09	-395.122	0.0560316	0.727592	0.043202	0.0124133	0.160322	0.000439354	2646.63	5505.53	14618	36829.1	inf	0.4222767	0.339535	0.243484	0.129323	0.287658	134501	243250	148696	142363	163315	154082	145462.5
325	-1790.02	-1393.82	-396.201	0.0586016	0.760965	0.0451835	0.0129826	0.121808	0.000459506	2646.63	4578.63	11189.8	35950.3	inf	0.4222767	0.339299	0.244011	0.129233	0.287457	120544	288505	161229	129838	174582	166965	119112.2
326	-1791.98	-1396.34	-395.647	0.0582929	0.756956	0.0449455	0.0182733	0.121166	0.000365509	1819.35	5793.76	13904.7	39225.5	inf	0.4559476	0.347117	0.249633	0.140898	0.262353	130099	244804	152566	129838	195176	132331	131182.7
327	-1791.39	-1391.83	-399.567	0.0582929	0.756956	0.0449455	0.0182733	0.121166	0.000365509	1800.35	12487	19054.7	46275.4	inf	0.2909966	0.319716	0.26011	0.146811	0.273363	118786	255596	191703	106321	217191	109064	135580.5
328	-1784.07	-1392.21	-391.858	0.117032	0.715932	0.0425096	0.0143176	0.109864	0.000345699	1916.05	3848.54	11195.6	31144.3	inf	0.2909966	0.319716	0.26011	0.146811	0.273363	141312	243975	251689	106321	137792	125223	112134.1
329	-1798.03	-1395.64	-402.383	0.129164	0.685903	0.0469165	0.0163821	0.121253	0.000381537	2743.65	11456.5	22227.8	35342.9	inf	0.2909966	0.319716	0.26011	0.146811	0.273363	129797	243975	345624	108781	137792	164271	177205.5
330	-1804.18	-1399.27	-404.905	0.187443	0.577819	0.0702126	0.0558621	0.108093	0.000570987	3697.98	12504.8	25731.2	39668.7	inf	0.1170482	0.325458	0.250067	0.146202	0.278273	218329	272764	307490	86555.3	130748	256733	184874
331	-1798.83	-1398.5	-400.329	0.199016	0.613495	0.0594791	0.0126372	0.114767	0.000606241	1651.35	7707.42	25651.4	34216.4	inf	0.1170482	0.325458	0.250067	0.146202	0.278273	136087	425666	509380	109361	123413	332445	191959.7
332	-1801.55	-1401.87	-399.679	0.201594	0.621443	0.0602496	0.0128009	0.103299	0.000614095	2331.24	9795.95	26071.5	30572.9	inf	0.4724986	0.325458	0.250067	0.146202	0.278273	136087	508722	391454	90410.9	128046	308300	174697.6
333	-1801.62	-1399.79	-401.829	0.201712	0.621807	0.060285	0.0122215	0.103359	0.000614455	2071.69	10698.4	21710.3	30443.7	inf	0.4724986	0.316921	0.269739	0.142366	0.270974	164723	720338	219765	94394.6	128046	288017	213925.4
334	-1800.94	-1402.02	-398.917	0.201645	0.6216	0.0602648	0.0122174	0.103325	0.000948408	2049.66	10201.7	18642.5	24269.3	inf	0.4724986	0.316921	0.269739	0.142366	0.270974	277043	884876	195990	131793	99103.1	161690	181373.1
335	-1803.14	-1398.02	-405.122	0.188826	0.582083	0.0564337	0.0249491	0.146832	0.000876534	6489.58	17851.5	21665.9	29380.2	inf	0.4724986	0.316921	0.269739	0.142366	0.270974	337122	968884	195990	126511	99103.1	232903	216807
336	-1801.02	-1397.1	-403.913	0.116746	0.749641	0.0348914	0.0073976	0.090782	0.000541936	6308.14	15845.4	20630.7	39046.7	inf	0.4724986	0.316921	0.269739	0.142366	0.270974	364615	968884	195990	84861.7	99103.1	232903	150606.3
337	-1802.25	-1397.14	-405.116	0.117159	0.752292	0.031187	0.00742376	0.091103	0.00083535	6142.14	14546.3	21828.8	40021.8	inf	0.2202159	0.340681	0.237716	0.145212	0.27639	367320	875072	197189	115813	101432	232903	244369.5
338	-1803.22	-1397.31	-405.916	0.105662	0.678474	0.0281268	0.0205348	0.166449	0.000753382	3134.59	11545.5	22919	37620.6	inf	0.2202159	0.349206	0.234642	0.143335	0.272817	394017	959944	438208	152163	139915	232903	178325
339	-1798.34	-1395.07	-403.268	0.0607346	0.692482	0.055544	0.0209587	0.169885	0.000395511	3890.35	10535.2	22919	34461.8	inf	0.2202159	0.349206	0.234642	0.143335	0.272817	331347	837319	535300	110088	123473	269052	125091.7
340	-1804.89	-1397.53	-407.364	0.0545628	0.622113	0.146205	0.0241424	0.152622	0.000355319	6697.65	15593.5	24820.2	34834.5	inf	0.2518565	0.326991	0.257247	0.150511	0.265251	438200	954728	535300	110088	174129	418309	218102.2
341	-1799.4	-1394.64	-404.765	0.0544051	0.620315	0.0280534	0.0240726	0.272292	0.000862355	6074.83	13902.6	22065.7	34834.5	inf	0.1543815	0.311145	0.244781	0.143217	0.300857	438200	551766	535390	71403.4	182867	418309	209310.4
342	-1795.56	-1393.84	-401.722	0.0544305	0.620604	0.0280665	0.0240839	0.272419	0.000396161	4923.27	9115.98	22205.7	25714.9	inf	0.1543815	0.30601	0.257243	0.140854	0.295893	377923	694793	272792	82354.3	140693	251676	195761.3
343	-1802.28	-1396.42	-405.864	0.040418	0.629801	0.0284824	0.0244408	0.276456	0.000402032	5624.21	11383.5	24458.4	30993.9	inf	0.1269636	0.330541	0.24815	0.135875	0.285434	377923	812706	349947	46693.7	157523	266014	277682.5
344	-1799.01	-1395.41	-403.607	0.041132	0.640927	0.0113193	0.0248725	0.28134	0.000409134	7915.84	13508.4	27786	30993.9	inf	0.1269636	0.330541	0.24815	0.135875	0.285434	369373	681897	392387	46693.7	116728	348866	167100.5
345	-1798.22	-1396.87	-401.356	0.0402887	0.642531	0.0110872	0.0302007	0.275571	0.000320698	4179.86	11853.5	27786	30984	inf	0.4371069	0.331913	0.251148	0.128058	0.288882	393991	691635	299290	46693.7	155478	348866	234363.2
346	-1802.76	-1397.89	-404.871	0.0262882	0.665447	0.0114827	0.0110509	0.285399	0.000332136	4454.33	9975.48	34362.7	40373.5	inf	0.4371069	0.331913	0.251148	0.128058	0.288882	387545	691635	272444	37657	171619	699295	289834.8
347	-1789.31	-1393.26	-396.047	0.0191287	0.751658	0.00835541	0.0127955	0.207672	0.000390348	3345.34	6293.08	21677.9	25469.8	inf	0.4242173	0.303271	0.254205	0.150125	0.292398	387545	340260	260680	54778.9	205509	590204	182843.8
348	-1790.39	-1395.35	-395.04	0.0453275	0.739891	0.00782774	0.0119874	0.194557	0.000409079	4087.28	9247.79	21677.9	25469.8	inf	0.4242173	0.303271	0.254205	0.150125	0.292398	400879	272920	172466	52680.6	150730	902796	182843.8
349	-1786.71	-1393.55	-393.166	0.0495489	0.808799	0.00855675	0.0131038	0.119544	0.000447178	2213.15	5782.3	19495.4	23722.9	inf	0.4242173	0.3382	0.25146	0.143686	0.266654	329137	234164	175136	29018	157958	902796	182843.8
350	-1786.32	-1391.9	-394.423	0.0493223	0.8051	0.0114508	0.0130439	0.120598	0.000485547	3256.88	12736.9	19366	22974.9	inf	0.4242173	0.3382	0.25146	0.143686	0.266654	324042	172965	157398	22751.7	114356	883504	172540.1
351	-1787.58	-1393.04	-394.543	0.0561022	0.798886	0.0119196	0.0129432	0.119667	0.0004818	7683.21	13738.6	18773.9	22272.5	inf	0.2676052	0.3382	0.25146	0.143686	0.266654	275543	204688	175076	32750.3	124220	941720	167265
352	-1786.04	-1393.41	-392.63	0.0790885	0.777062	0.011594	0.0125896	0.119079	0.000586618	5155.28	8293.75	18773.9	22272.5	inf	0.2676052	0.3382	0.25146	0.143686	0.266654	275543	169963	175076	43579.1	90139.2	970062	210423.7
353	-1789.36	-1394.75	-394.602	0.0780533	0.766891	0.0114422	0.0255143	0.11752	0.000578939	5560.82	9225.48	19088	22272.5	inf	0.2676052	0.3382	0.25146	0.143686	0.266654	423349	151372	163204	63799.2	143564	772318	210423.7
354	-1794.6	-1398.53	-396.073	0.109072	0.673914	0.0159894	0.0356538	0.164223	0.0011472	6633.01	9998.01	21101.6	25575.1	inf	0.2676052	0.33477	0.252763	0.144431	0.268036	453386	104421	163204	87069.4	138220	992553	188086.7
355	-1799.09	-1397.64	-401.452	0.114199	0.705594	0.016741	0.00739173	0.154874	0.00120113	7855.01	12240.2	19874.9	34445.9	inf	0.3022295	0.302186	0.265144	0.151505	0.281165	458742	102052	149101	112062	176514	811692	245749
356	-1796.17	-1396.68	-399.486	0.103999	0.642571	0.0152457	0.00673151	0.230359	0.00109384	4722.7	8666.51	20348.1	33919.7	inf	0.4106393	0.302186	0.265144	0.151505	0.281165	423166	97055.9	175613	84819.9	149661	829661	201659.3
357	-1788.77	-1396.26	-392.513	0.104032	0.642776	0.0152506	0.00673365	0.230432	0.000775616	4789.05	8300.49	17995.2	22961.7	inf	0.4106393	0.332109	0.253774	0.145009	0.269109	462459	131008	199325	53292.8	131679	829661	146222.3
358	-1785.94	-1393.95	-391.988	0.115406	0.603719	0.016918	0.00746987	0.255627	0.000860417	5229.99	7211.87	18349.4	24504	inf	0.4106393	0.334061	0.255266	0.139983	0.27069	253663	187704	199325	57747.9	101439	677289	134310.2
359	-1786.85	-1393.65	-393.203	0.114932	0.601235	0.0209624	0.00743914	0.254575	0.000856877	5229.99	8847.85	17942.3	26068.4	inf	0.4661598	0.334061	0.255266	0.139983	0.27069	249351	93786.9	168774	69098.1	139213	605145	135200.3
360	-1784.51	-1390.9	-393.611	0.0631684	0.60718	0.0243462	0.00864	0.29567	0.000995198	4673.91	7834.79	16562.5	26068.4	inf	0.2593823	0.330348	0.252429	0.14856	0.268664	227646	93786.9	268027	59985.8	80957.6	492555	154186.6
361	-1788.9	-1393.34	-395.562	0.114538	0.608453	0.0341617	0.0100761	0.231777	0.000994228	5202.88	8989.38	15002.3	22590.2	inf	0.2593823	0.330348	0.252429	0.14856	0.268664	227646	97549.5	372829	54690.1	132079	440893	154186.6
362	-1792.45	-1393.85	-398.604	0.120262	0.565826	0.0570339	0.0126276	0.24336	0.00089006	3716.59	10064.6	18299.7	25435.3	inf	0.2593823	0.326577	0.249548	0.158278	0.265598	227646	97549.5	372829	62848.5	113719	471586	142783.4
363	-1794.47	-1398.9	-395.574	0.108157	0.441492	0.10776	0.0113566	0.330888	0.000345889	6951.48	10688.3	18299.7	24959.6	inf	0.2593823	0.333265	0.25028	0.143302	0.273152	319435	97549.5	416037	48902.4	152498	362940	167786.6
364	-1797.17	-1397.31	-399.855	0.0196631	0.592568	0.144635	0.0152427	0.227395	0.000495486	11331.3	15762.2	27196.2	31667.8	inf	0.2593823	0.328534	0.260291	0.131793	0.279382	399848	87409.9	392480	63180.7	103976	290060	135965.7
365	-1793.85	-1397.53	-396.316	0.0334445	0.641665	0.156619	0.0162466	0.151488	0.000536539	11141	13721.9	26693.4	31667.8	inf	0.2593823	0.328534	0.260291	0.131793	0.279382	532126	107643	392480	53336.2	134939	272432	207139.8
366	-1796.15	-1397.1	-399.05	0.0202571	0.640688	0.15638	0.013011	0.169128	0.000535722	11343.8	16101	26864.2	31145.4	inf	0.2593823	0.328534	0.260291	0.131793	0.279382	688985	107643	392480	48709.4	174264	263394	134555.8
367	-1789.34	-1395.8	-393.541	0.0149042	0.6451	0.157457	0.0117052	0.170293	0.000539412	7558.71	9453.97	20714.6	23571.8	inf	0.1384635	0.317743	0.264474	0.133911	0.283872	691324	130148	392480	48709.4	166769	400076	151443.1
368	-1799.01	-1399.97	-399.045	0.0149042	0.6451	0.157457	0.0117052	0.170293	0.000539412	10306	12890.1	28243.5	36230.9	inf	0.1338336	0.317743	0.264474	0.133911	0.283872	905947	154777	352772	45517.4	166769	316721	109148.1
369	-1801.29	-1399.09	-402.199	0.0144112	0.656841	0.152249	0.011318	0.16466	0.000521567	8432.25	12890.1	28243.5	36295.7	inf	0.1338336	0.313434	0.260887	0.145657	0.280022	905947	149718	398186	37000.6	162748	448378	154860.7
370	-1794.2	-1398.73	-395.464	0.0374864	0.626128	0.145129	0.0303843	0.15696	0.00391189	6715.78	10883.8	23305.4	25746.1	inf	0.1338336	0.341219	0.250329	0.139763	0.268689	872199	268464	405044	27451.9	164273	521580	131391.4
371	-1795.37	-1400.9	-394.47	0.0404881	0.676264	0.156751	0.0357749	0.0864973	0.00422514	6359.37	7707.47	23501.7	27427.2	inf	0.3171816	0.341219	0.250329	0.139763	0.268689	551654	268464	398890	30718.9	177444	501341	103218.1
372	-1804.16	-1401.31	-402.854	0.0336921	0.681269	0.157911	0.0360397	0.0871376	0.00395046	7223.49	11658.8	34381.9	40089.8	inf	0.3171816	0.321143	0.257958	0.144022	0.276877	446108	196877	539737	29693.2	218823	501341	210054.5
373	-1791.78	-1398.59	-393.195	0.0330844	0.668983	0.155063	0.0450369	0.085566	0.0122672	4822.14	8102.1	23967.2	27178.9	inf	0.3171816	0.325279	0.248402	0.145876	0.280443	371426	153390	536054	17545.4	177489	562646	142406.7
374	-1797.12	-1398.47	-398.652	0.0290324	0.587049	0.136071	0.0295667	0.207516	0.0107648	6375.16	10350.7	32863.9	37326.5	inf	0.2266658	0.325279	0.248402	0.145876	0.280443	245173	153390	472536	16807.1	177489	927088	207797.8
375	-1792.19	-1403.44	-388.748	0.0294654	0.579669	0.134361	0.029195	0.204907	0.0224033	4519.41	6141.09	19998.3	22678.3	inf	0.2266658	0.337415	0.222182	0.166369	0.274034	226990	116657	498125	22003	177489	927088	187002.9
376	-1785.78	-1400.12	-385.661	0.0545879	0.558931	0.129554	0.0517052	0.197576	0.00764609	2415.02	5260.29	13455.5	14864.9	inf	0.2266658	0.334793	0.281909	0.144797	0.238502	223108	97974.5	498125	22078	193601	872233	128436.7
377	-1792.76	-1401.82	-390.939	0.0381283	0.527147	0.183853	0.048765	0.186341	0.0157658	3353.35	5587.34	12864.6	15891.6	inf	0.2266658	0.348745	0.277793	0.138441	0.23502	223108	101182	529537	16182.3	193601	882989	179072
378	-1788.3	-1401.8	-386.505	0.0420327	0.469243	0.20268	0.0537586	0.205423	0.0268632	1509.56	5173.87	13484.6	15164.6	inf	0.2266658	0.348745	0.277793	0.138441	0.23502	167833	106773	425927	17491.3	229087	590323	169419
379	-1786.51	-1401.11	-385.404	0.0412269	0.460246	0.198794	0.0409871	0.201484	0.0572613	1373.82	5682.94	13484.6	15164.6	inf	0.2266658	0.348745	0.277793	0.138441	0.23502	211204	124890	257495	12401	185676	590323	183088
380	-1784.92	-1400.24	-384.672	0.03539	0.520799	0.170649	0.0510494	0.172958	0.0491543	3171.44	5418.89	13076.8	14733.9	inf	0.2266658	0.356963	0.256454	0.146024	0.240559	283021	91953.6	191317	14821.2	265967	827854	174004.7
381	-1800.56	-1407.94	-392.624	0.03539	0.520799	0.170649	0.0510494	0.172958	0.0491543	5661.92	8887.83	16152.4	18367.1	inf	0.2266658	0.377245	0.225314	0.154321	0.24312	283021	101479	138554	16230.9	343713	895678	302967.2
382	-1786.88	-1400.15	-386.733	0.0409935	0.60326	0.072709	0.0257563	0.200344	0.0569372	5911.33	8114.66	12443.7	14149.8	inf	0.2266658	0.362347	0.216416	0.126122	0.295115	271015	92308.2	138554	15077.1	295900	895678	233403.3
383	-1789.46	-1398.34	-391.125	0.0397803	0.585407	0.100152	0.0249941	0.194415	0.0552521	6696.48	9879.89	14876.6	17124.2	inf	0.2266658	0.355685	0.221786	0.132841	0.289689	270918	74470.1	97588.7	13761.3	271779	971358	180456.3
384	-1775.94	-1397.1	-378.839	0.041626	0.575002	0.095967	0.0261538	0.203435	0.0578157	4398.47	6107.88	9386.75	9894.46	inf	0.2266658	0.355685	0.221786	0.132841	0.289689	376730	74470.1	83143.4	13761.3	269150	971358	138374.7
385	-1776.8	-1399.05	-377.754	0.0432544	0.597496	0.110034	0.0271769	0.161961	0.0600775	4737.55	6122.06	9095.4	9894.46	inf	0.2266658	0.355685	0.221786	0.132841	0.289689	376730	88883	83143.4	12200.3	236083	836263	124821.2
386	-1780.78	-1400.9	-379.875	0.0443731	0.61295	0.0870164	0.0278798	0.16615	0.0616313	3616.41	5780.54	9036.23	9830.1	inf	0.2395551	0.370796	0.231209	0.138484	0.259511	406418	81366.1	139554	9007.58	236083	809207	82145.76
387	-1781.15	-1398.7	-382.452	0.0506547	0.599346	0.0198902	0.0350021	0.162462	0.132645	4054.11	6475.65	10548.1	11474.8	inf	0.2395551	0.370448	0.230992	0.138355	0.260205	406418	81366.1	189159	9007.58	259926	722112	103533.1
388	-1784.45	-1393.8	-390.655	0.0270355	0.591452	0.0196282	0.0706635	0.160323	0.130898	4182.31	8239.45	13256.9	14421.6	inf	0.2395551	0.333623	0.244504	0.146447	0.275426	379366	115060	495840	9007.58	278178	754387	130121.1
389	-1783.91	-1396.07	-387.841	0.0301796	0.620708	0.0205991	0.0444318	0.152632	0.131449	4093.46	6899.15	13390.6	14421.6	inf	0.3273315	0.326435	0.260783	0.143292	0.269491	285413	115060	516602	9628.5	322273	754387	178998.6
390	-1782.17	-1394.61	-387.56	0.0174281	0.580216	0.0192553	0.0415333	0.250925	0.0906417	4148.33	6905.18	13390.6	14421.6	inf	0.3366053	0.326435	0.260783	0.143292	0.269491	257484	188927	435644	6878.07	246034	754387	197287.1
391	-1771.51	-1390.79	-380.724	0.0196687	0.596841	0.0217308	0.0372286	0.283184	0.0413472	2705.11	5548.8	13681.6	14421.6	inf	0.3366053	0.331575	0.249142	0.145548	0.273735	295762	91737.4	339656	5112.45	156835	654810	197287.1
392	-1772.56	-1390.22	-382.337	0.0275934	0.556052	0.0202457	0.0506787	0.263831	0.0815999	2611.81	5682.45	14734	15531	inf	0.4882876	0.312194	0.256366	0.149769	0.281672	295762	114219	339656	4284.93	126576	601788	181775.9
393	-1777.92	-1394.96	-382.96	0.0831427	0.553796	0.0230246	0.0435046	0.226483	0.0700487	1489.58	7017.18	13898	14397.1	inf	0.4882876	0.312194	0.256366	0.149769	0.281672	295762	376749	425724	3623.61	92400.4	779203	184422.5
394	-1780.62	-1392.77	-387.847	0.0555866	0.573715	0.0235089	0.0444198	0.231247	0.0715222	3852.92	10416.1	18416.9	19078.3	inf	0.3862252	0.309897	0.243816	0.166687	0.2796	295762	376749	344839	4624.59	137763	804388	192066.4
395	-1785.42	-1395.15	-390.274	0.0555866	0.573715	0.0235089	0.0444198	0.231247	0.0715222	1497.24	7520.23	24355.3	25230	inf	0.518565	0.307354	0.25002	0.16532	0.277306	266204	272930	455864	3978.47	121904	787738	244019.7
396	-1787.21	-1395.02	-392.196	0.0319251	0.498122	0.0330665	0.0484845	0.32526	0.0631414	2288.51	7906.88	25396.3	26308.4	inf	0.2001252	0.307354	0.25002	0.16532	0.277306	315803	272930	915809	5220.86	120594	725558	206469.2
397	-1782.61	-1393.41	-389.2	0.0319251	0.498122	0.0330665	0.0484845	0.32526	0.0631414	1147.49	7151.13	20337.5	21061.1	inf	0.2526951	0.311562	0.253443	0.167583	0.267413	357469	244716	947036	4651.34	110514	629070	196895.5
398	-1781.9	-1394.64	-387.268	0.0881087	0.469213	0.0311474	0.0456706	0.306383	0.0594769	2793.14	8194.76	20492.1	20971.9	inf	0.2379532	0.311562	0.253443	0.167583	0.267413	366811	169604	947036	6292.45	170314	503659	151590.6
399	-1786.83	-1393.79	-393.035	0.0799328	0.549769	0.0282571	0.0749005	0.213183	0.0539578	2335.91	8359.51	29711.3	30546.3	inf	0.2379532	0.323176	0.25792	0.141522	0.277382	478638	178370	850770	6292.45	125605	503659	209752.1
400	-1780.13	-1392.78	-387.349	0.0807087	0.555105	0.0188246	0.0756275	0.215252	0.0544816	1932.37	6559.24	24478.9	25269.3	inf	0.2379532	0.323176	0.25792	0.141522	0.277382	248250	178370	849165	5351.83	125605	614295	169260.3
401	-1782.12	-1393.56	-388.555	0.0675547	0.631658	0.0155475	0.0624621	0.17778	0.0449973	2605.15	7958.13	26925.8	27795.2	inf	0.2379532	0.319328	0.266757	0.139836	0.274079	117692	266135	541877	7514.21	117523	614295	190136.8
402	-1778.79	-1392	-386.782	0.0223795	0.650309	0.0160066	0.0643064	0.188749	0.0582495	2797.67	8546.24	22545.1	23273	inf	0.3764375	0.317642	0.265348	0.144379	0.272631	119811	232885	541877	7514.21	105157	997165	186171.3
403	-1779.09	-1391.12	-387.976	0.0220564	0.64092	0.0157755	0.077815	0.186024	0.0574085	2129.24	12526.1	22826.6	23273	inf	0.3764375	0.316922	0.264747	0.146318	0.272014	94463.9	373087	378204	7895.5	115940	997165	229941
404	-1771.36	-1390.82	-380.538	0.0222514	0.646586	0.015915	0.0785029	0.202312	0.034433	1337.38	10070.1	18351	18685.9	inf	0.3569086	0.328771	0.260154	0.14378	0.267295	92635.6	247609	378204	6429.11	135830	885408	180959.2
405	-1773.75	-1390.42	-383.328	0.00813858	0.655919	0.0161447	0.079636	0.205232	0.03493	1879.48	9548.15	18376	18708.3	inf	0.1970977	0.331993	0.262703	0.13539	0.269914	92635.6	159609	680258	5619.6	131994	301094	157025.9
406	-1781.48	-1395.47	-386.005	0.0178072	0.653482	0.0159161	0.0793402	0.198654	0.0348003	1420.57	5697.04	17951.1	18685.9	inf	0.1031589	0.345701	0.241544	0.131696	0.281059	126191	159609	843327	5695.74	115339	367719	218433.4
407	-1768.18	-1393.34	-374.836	0.021357	0.55032	0.0190889	0.129242	0.238255	0.0417376	1021.39	2320.29	11490.7	11961	inf	0.2611481	0.340743	0.238079	0.14415	0.277028	126191	75446.7	587011	5695.74	162957	350732	157095.4
408	-1771.88	-1394.71	-377.17	0.0174836	0.45051	0.0156268	0.105802	0.346469	0.0641085	1775.18	2949.97	11831.9	12316.3	inf	0.2611481	0.346308	0.241968	0.130172	0.281553	126191	61699.5	704074	5695.74	185327	664680	161761
409	-1770.93	-1394.13	-376.808	0.0167366	0.431263	0.0149592	0.101282	0.37439	0.0613696	2057.54	3103.7	12448.5	12958.1	inf	0.2611481	0.35052	0.240409	0.129333	0.279738	93379	36077.3	294802	5740.46	424594	935375	173455.6
410	-1775.6	-1396.25	-379.353	0.0191927	0.515443	0.0178791	0.121051	0.253085	0.0733486	2010.66	3686.77	12403.9	12958.1	inf	0.2611481	0.339502	0.25372	0.132082	0.274697	90705.6	36077.3	294802	5740.46	260107	436711	197514.9
411	-1766.93	-1391.99	-374.94	0.0106947	0.522597	0.0217172	0.122731	0.256598	0.0656618	1715.4	3277.06	10442.7	11032.6	inf	0.1820821	0.312199	0.264208	0.137542	0.286052	90705.6	36077.3	393710	5740.46	156248	448405	127231.1
412	-1770.7	-1390.17	-380.525	0.0113076	0.540911	0.0192346	0.0878174	0.271304	0.0694251	2702.79	4396.44	12506.9	13213.4	inf	0.3366657	0.320269	0.271037	0.141097	0.267597	177425	83520	494019	5740.46	190315	591805	151880.7
413	-1771.13	-1390.25	-380.881	0.00461586	0.594268	0.021132	0.0964799	0.207231	0.0762733	2702.79	5013	12506.9	13213.4	inf	0.3662374	0.320269	0.271037	0.141097	0.267597	165272	126132	351316	5740.46	132117	419310	151772.5
414	-1770.53	-1392.81	-377.715	0.00635564	0.463083	0.0160436	0.132844	0.276652	0.105022	3574.41	4201.9	12506.9	13189.5	inf	0.3662374	0.320269	0.271037	0.141097	0.267597	303584	80471.4	351316	10692.8	129104	271007	151772.5
415	-1772.16	-1390.79	-381.366	0.00341102	0.569984	0.00969128	0.0802461	0.256561	0.0801063	3034.18	4795.48	13418.8	14151.2	inf	0.3662374	0.320269	0.271037	0.141097	0.267597	211235	80471.4	214636	14002.3	204919	218565	166612
416	-1774.84	-1394.02	-380.821	0.00341102	0.569984	0.00969128	0.0802461	0.256561	0.0801063	2675.65	5638.32	13418.8	14151.2	inf	0.2703943	0.315433	0.280816	0.143613	0.260139	172625	69543.8	282318	10895.9	121321	218565	162710.9
