Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
300	-14503.9	-14524.94	21.04284	0.118308	0.118677	0.115746	0.101599	0.0976633	0.0844408	0.117637	0.0727249	0.0822041	0.169012	0.0679718	0.0684906	0.0726303	0.0977287	0.103156	0.123699	0.149494	0.106813	0.128134	0.0743264	0.0779043	0.0787782	0.146214	0.0127716	0.0227572	0.031104	0.0287322	0.0513878	0.0190375	0.0454293	0.0145572	0.0447229	0.0100976	0.0398602	0.1058	0.0326069	0.0171831	0.0192034	0.0421432	0.0224647	0.0488529	0.0416607	0.0188232	0.232289	0.26943	0.0629474	0.0242913	0.403376	0.00766624	0.243833	0.221102	0.161871	0.373194	3.042549
310	-14508.96	-14530.99	22.02483	0.0963542	0.0933796	0.128919	0.106907	0.105633	0.067617	0.111903	0.0720634	0.0746802	0.181631	0.0881822	0.0706259	0.100504	0.0994702	0.10012	0.101055	0.123265	0.0908655	0.111271	0.0762937	0.0892733	0.087051	0.140446	0.0104483	0.0127047	0.0348373	0.0326422	0.0451626	0.00578251	0.0500232	0.0217149	0.0297154	0.0136155	0.0292639	0.0931365	0.0281753	0.015979	0.0168547	0.0437944	0.0278173	0.0301401	0.0467014	0.038333	0.222789	0.295221	0.0603729	0.0199278	0.386879	0.0148103	0.231259	0.229058	0.153524	0.386159	2.94435
320	-14497.06	-14517.89	20.83599	0.13168	0.107011	0.103837	0.0840278	0.11408	0.0639181	0.129615	0.072832	0.0830025	0.167189	0.0677593	0.0895174	0.0912702	0.0942955	0.104328	0.146444	0.109596	0.114366	0.128669	0.0758728	0.0843941	0.0783162	0.181421	0.016062	0.0178089	0.0359843	0.0453765	0.0353276	0.00762434	0.0460612	0.0116931	0.0382425	0.0262862	0.0216511	0.0685148	0.0345882	0.0211896	0.0293654	0.0448766	0.0287502	0.0391174	0.0485197	0.0227501	0.220082	0.305668	0.0554755	0.0220989	0.382179	0.0144966	0.23336	0.225826	0.151147	0.389667	3.063234
330	-14505.6	-14525.63	20.03636	0.14317	0.114967	0.113912	0.109833	0.105922	0.0865582	0.130473	0.0737933	0.074765	0.207845	0.0726425	0.0746778	0.0912702	0.106086	0.107382	0.121074	0.145557	0.107011	0.121574	0.0822899	0.0926769	0.0922387	0.155966	0.0155048	0.0149272	0.0236082	0.0229521	0.0462471	0.00733377	0.0459949	0.0182886	0.0344537	0.0159675	0.012734	0.0774774	0.0464073	0.026963	0.0172751	0.0518927	0.0243679	0.0499933	0.0398582	0.0192649	0.23333	0.283482	0.0576878	0.0329784	0.379629	0.012893	0.239082	0.231363	0.154853	0.374702	3.143197
340	-14507.15	-14528.86	21.71305	0.115379	0.0928327	0.0926185	0.089881	0.103278	0.0484582	0.115695	0.0649977	0.0772756	0.159197	0.0770353	0.074129	0.111322	0.119939	0.115457	0.117309	0.145997	0.106719	0.110243	0.0761015	0.0861408	0.0942055	0.159073	0.00921097	0.0286471	0.02062	0.0314152	0.029918	0.0114284	0.0502098	0.0125081	0.0318074	0.0212154	0.0170551	0.09329	0.0518105	0.0299817	0.013823	0.0457752	0.0187806	0.0300417	0.0515605	0.0231455	0.238061	0.256705	0.0522387	0.0298633	0.415899	0.00723314	0.234509	0.226937	0.17102	0.367535	2.975528
350	-14507.02	-14528.14	21.11801	0.142211	0.108175	0.117917	0.103388	0.113193	0.0641701	0.104493	0.0712832	0.0886383	0.162998	0.0760233	0.0753284	0.0852612	0.110375	0.115457	0.123619	0.121495	0.112687	0.119521	0.075676	0.0795812	0.0857859	0.159073	0.0210488	0.0277344	0.0234948	0.0236625	0.0262552	0.0106436	0.0441352	0.0161145	0.0634938	0.0233112	0.0215023	0.0751777	0.0434993	0.0199351	0.016755	0.0388803	0.0297795	0.0247151	0.0526728	0.0158706	0.233715	0.254881	0.0635482	0.0293181	0.408306	0.0102318	0.247785	0.223183	0.167578	0.361454	3.035032
360	-14507.2	-14528.97	21.77696	0.136815	0.0878693	0.0826034	0.096667	0.0875694	0.0919692	0.107841	0.0741167	0.0661349	0.179666	0.0725184	0.0841981	0.0958943	0.0979586	0.109901	0.121543	0.144255	0.114355	0.122761	0.0597203	0.0786316	0.0678569	0.146446	0.0165733	0.0236467	0.0246075	0.0279199	0.0375966	0.0167488	0.0410477	0.00882639	0.0478368	0.0215925	0.028852	0.0650477	0.050399	0.0237107	0.0392376	0.0299877	0.0190875	0.047463	0.0403372	0.0313287	0.236364	0.252469	0.0629467	0.0331923	0.404441	0.0105867	0.228235	0.231718	0.164769	0.375277	2.969137
370	-14505.49	-14526.5	21.01243	0.136815	0.10585	0.113566	0.0856752	0.0929862	0.0653017	0.131608	0.0824929	0.0764087	0.182856	0.0726598	0.0666297	0.0958762	0.0878824	0.126392	0.134463	0.14012	0.104073	0.111825	0.0795914	0.0898082	0.0776613	0.142824	0.0182669	0.0192756	0.0411245	0.0245541	0.0339277	0.00813513	0.0519184	0.00822523	0.0297338	0.0213523	0.0289292	0.100336	0.0605606	0.0178333	0.0347156	0.0354005	0.0142634	0.0355725	0.0405405	0.017558	0.240133	0.253707	0.0581707	0.0333551	0.406426	0.00820821	0.228235	0.231718	0.164769	0.375277	3.04559
380	-14507.71	-14528.34	20.63262	0.128365	0.0915572	0.103192	0.108226	0.0981473	0.0950372	0.116532	0.0861004	0.0787531	0.161647	0.0911226	0.0879762	0.0971827	0.115743	0.0988974	0.137248	0.121097	0.0956907	0.106479	0.0756527	0.0969334	0.0963548	0.154612	0.0228821	0.0202953	0.0402409	0.0264595	0.0333834	0.00737108	0.041106	0.016016	0.0361283	0.0176876	0.0185717	0.0793874	0.0410296	0.0292051	0.0156495	0.0610305	0.032671	0.0458261	0.0365367	0.0195471	0.239847	0.253406	0.0581016	0.0252525	0.405942	0.0174507	0.228235	0.231718	0.164769	0.375277	3.083571
390	-14508.76	-14530.62	21.8535	0.131129	0.113709	0.116192	0.0792792	0.0894261	0.0610628	0.125129	0.0861004	0.0984325	0.141131	0.0618413	0.0767425	0.10301	0.093468	0.0925557	0.102805	0.121097	0.113053	0.138105	0.0757341	0.0808658	0.0927378	0.171818	0.0178892	0.0136471	0.0409279	0.0280778	0.0452539	0.00784533	0.0459915	0.0283254	0.0304777	0.0124874	0.0240626	0.0565062	0.0286983	0.0320025	0.0324181	0.0401993	0.0154992	0.0383422	0.0395922	0.0178159	0.23566	0.257357	0.0590075	0.0256193	0.412272	0.0100852	0.23003	0.225677	0.166065	0.378228	2.961483
400	-14503.71	-14524.68	20.97406	0.148054	0.10905	0.101351	0.096831	0.101388	0.074529	0.138024	0.0662115	0.084276	0.15596	0.0774264	0.0666947	0.10301	0.100279	0.108214	0.162426	0.111755	0.0925657	0.103345	0.0783108	0.100105	0.0666494	0.171818	0.0108676	0.0177947	0.0359265	0.0274241	0.0441677	0.0111729	0.0502474	0.0260466	0.0385185	0.0139342	0.0270915	0.0822934	0.0333811	0.028216	0.0277632	0.0438799	0.0108958	0.0330881	0.0432824	0.0251615	0.232266	0.25365	0.0619822	0.0347529	0.406334	0.0110144	0.23003	0.225677	0.166065	0.378228	3.049427
410	-14506.64	-14528.36	21.7242	0.113996	0.0906187	0.109755	0.0920001	0.117503	0.0549618	0.100148	0.077613	0.0702	0.181146	0.0792681	0.0666947	0.0903735	0.0794865	0.123539	0.10762	0.126913	0.102993	0.114159	0.0942199	0.100105	0.101548	0.168042	0.0141486	0.0117684	0.0497451	0.0389627	0.0314203	0.013838	0.0418215	0.0137673	0.0326028	0.0249332	0.0200495	0.0973226	0.0369032	0.0188461	0.0220408	0.0220517	0.0189763	0.0369461	0.0444378	0.0209289	0.232238	0.25362	0.0619749	0.034867	0.406286	0.0110131	0.23003	0.225677	0.166065	0.378228	2.974413
420	-14503.45	-14525.24	21.79228	0.124996	0.104283	0.0864752	0.0920001	0.0958438	0.0675907	0.115187	0.0762248	0.0702	0.183108	0.0645981	0.0810701	0.0903735	0.0967711	0.127892	0.120696	0.14951	0.102359	0.105292	0.0649056	0.0701293	0.0873346	0.171877	0.00716146	0.0116314	0.0294602	0.0321302	0.0467105	0.0107177	0.0395935	0.0232309	0.0310586	0.0182485	0.0218514	0.0867981	0.042729	0.0359659	0.030654	0.01961	0.0218484	0.0413541	0.0443609	0.0237749	0.220185	0.275156	0.0651251	0.0212379	0.40697	0.0113259	0.23365	0.222042	0.17217	0.372138	2.967605
430	-14510.48	-14531.64	21.15431	0.129703	0.0906345	0.0898419	0.0890804	0.113305	0.0686922	0.104292	0.0746313	0.0740157	0.182347	0.0787841	0.0684679	0.084622	0.0803498	0.119465	0.120707	0.123057	0.120396	0.118185	0.0781208	0.0878469	0.0981719	0.157393	0.00565435	0.0290934	0.033796	0.0189457	0.0334416	0.0187606	0.049882	0.00598214	0.0491215	0.0220062	0.0199453	0.0944396	0.074585	0.0367545	0.0282545	0.0363932	0.0274782	0.0315143	0.0367695	0.0264741	0.216848	0.269569	0.0648908	0.0348287	0.398706	0.0151572	0.23365	0.222042	0.17217	0.372138	3.031402
440	-14509.1	-14530.81	21.71196	0.120072	0.110359	0.0898419	0.0875177	0.0929811	0.0892822	0.105935	0.0827256	0.0823384	0.156767	0.0627813	0.0802875	0.0727777	0.113515	0.104535	0.125122	0.131914	0.111455	0.126576	0.0771823	0.0921711	0.0747617	0.16792	0.00567296	0.0192727	0.0375916	0.0246824	0.0270831	0.0316111	0.0546764	0.0113952	0.0351758	0.0258697	0.0298023	0.0881576	0.0443448	0.0232617	0.0157138	0.0314191	0.0230582	0.0362882	0.0322525	0.0194892	0.215965	0.27179	0.0654253	0.0351156	0.40199	0.00971405	0.228281	0.223598	0.173376	0.374745	2.975637
450	-14508.21	-14529.73	21.51866	0.122473	0.0808758	0.0898419	0.108381	0.0924388	0.0651511	0.120608	0.0670702	0.0907498	0.17755	0.0655737	0.0560257	0.114263	0.0813492	0.121001	0.12099	0.121435	0.0968958	0.123225	0.0757505	0.091811	0.0918121	0.173676	0.0147262	0.0152512	0.0265089	0.0296407	0.0331824	0.0195185	0.0506804	0.0165281	0.0639675	0.0317541	0.0197526	0.0882387	0.0464742	0.0344027	0.0232678	0.0373807	0.0140849	0.0262664	0.0288981	0.0254977	0.215659	0.271404	0.0653326	0.0353051	0.402223	0.0100762	0.228281	0.223598	0.173376	0.374745	2.994967
460	-14511.69	-14533.17	21.47859	0.119697	0.106725	0.107848	0.0853695	0.0899898	0.0746535	0.133931	0.0841156	0.0990476	0.179985	0.0717343	0.074496	0.11281	0.0747869	0.109902	0.127651	0.134744	0.104554	0.122827	0.0554941	0.0938874	0.0870884	0.162458	0.0158462	0.0200138	0.0346906	0.0350032	0.0256262	0.0175241	0.0621257	0.0219143	0.0470597	0.0141361	0.0206212	0.0521918	0.0365665	0.0246641	0.0251041	0.0329146	0.013772	0.0217415	0.0371842	0.0264791	0.214937	0.277358	0.065114	0.0334983	0.400877	0.00821551	0.235157	0.221606	0.171831	0.371406	2.998974
470	-14502.49	-14524.53	22.039	0.133199	0.0763883	0.0895346	0.0957515	0.0982519	0.0767388	0.12636	0.0708775	0.0675922	0.192807	0.0690423	0.0655688	0.0861341	0.0940901	0.115036	0.116128	0.104226	0.114711	0.106693	0.0823343	0.0901369	0.0781131	0.162458	0.016959	0.0255968	0.040658	0.0239954	0.0366918	0.010546	0.0460621	0.00885694	0.0477433	0.0142985	0.0211609	0.0938051	0.0350369	0.0263481	0.0248357	0.0517109	0.0195614	0.0279773	0.0323426	0.0265748	0.21164	0.256167	0.0560648	0.0360366	0.431253	0.00883802	0.252518	0.216576	0.167931	0.362976	2.942933
480	-14508.41	-14529.82	21.41348	0.113414	0.109282	0.0931513	0.0907421	0.122093	0.0712198	0.115655	0.0691778	0.092653	0.199559	0.0739964	0.0721616	0.0844742	0.0983687	0.088022	0.129552	0.110309	0.113033	0.109188	0.0920929	0.0838429	0.098997	0.155057	0.0113383	0.0185702	0.0355524	0.0333282	0.0362891	0.0273617	0.0424294	0.0175146	0.042267	0.0218193	0.020951	0.0722887	0.0459847	0.0201045	0.0257596	0.0396323	0.0232122	0.0371809	0.0231758	0.0246858	0.212707	0.257458	0.0563472	0.0256857	0.433425	0.0143778	0.252746	0.21391	0.170039	0.363305	3.005485
490	-14512.41	-14533.14	20.72693	0.109503	0.107306	0.100254	0.103732	0.0995594	0.0779265	0.129642	0.0756805	0.0944514	0.167374	0.0696703	0.0780893	0.102061	0.0983687	0.104301	0.140089	0.12904	0.0888809	0.120701	0.0804462	0.0886554	0.072655	0.155115	0.01871	0.0188377	0.0241075	0.042291	0.0514925	0.0137843	0.0444308	0.0185778	0.0531093	0.0127722	0.0411039	0.0912886	0.0452241	0.0274432	0.0308054	0.0540972	0.0185604	0.0323084	0.0234581	0.0182359	0.213589	0.259767	0.0520976	0.0420798	0.417875	0.0145924	0.257571	0.217994	0.154194	0.37024	3.07414
500	-14507.84	-14527.76	19.91766	0.126009	0.108725	0.0846859	0.107746	0.107253	0.0866021	0.118055	0.0722529	0.091459	0.166254	0.0835366	0.0927734	0.10254	0.104869	0.104301	0.130976	0.121878	0.114984	0.113956	0.0790197	0.0955023	0.0833542	0.165738	0.0171478	0.014651	0.0409675	0.0246635	0.0556989	0.029158	0.0461734	0.0268109	0.0516107	0.0224479	0.0196762	0.0846383	0.0398315	0.0391096	0.0229239	0.0327233	0.015393	0.0354519	0.0381477	0.035373	0.216671	0.260609	0.0522664	0.0422162	0.419229	0.00900865	0.249744	0.241759	0.149508	0.358988	3.155067
510	-14519.48	-14539.94	20.45711	0.126009	0.091469	0.072185	0.12585	0.110638	0.0781819	0.118055	0.0837004	0.0798788	0.160793	0.0692569	0.0769664	0.102555	0.0949724	0.121788	0.135151	0.153329	0.11597	0.113956	0.0873059	0.09953	0.06824	0.189975	0.0101168	0.0231468	0.0232398	0.0290753	0.0283059	0.0235448	0.0520295	0.0163033	0.0314463	0.0349771	0.0283487	0.0921438	0.0263654	0.0201072	0.017521	0.045114	0.0156171	0.0359699	0.0411387	0.0308546	0.223277	0.268555	0.0538461	0.0435034	0.401031	0.00978707	0.249744	0.241759	0.149508	0.358988	3.101122
520	-14506.89	-14528.43	21.5352	0.105437	0.0915912	0.111961	0.0861919	0.113552	0.0902448	0.117395	0.0713799	0.0845106	0.167162	0.0717501	0.0955544	0.0888611	0.10309	0.0994976	0.103795	0.117165	0.104308	0.0993003	0.0869955	0.085857	0.0880342	0.181591	0.00716672	0.0190249	0.0354681	0.0282773	0.0439265	0.0150125	0.0518633	0.017504	0.0406757	0.0159339	0.0161583	0.0876783	0.0394778	0.0213044	0.0387003	0.0452888	0.0223134	0.0347629	0.0319822	0.0155688	0.232998	0.269194	0.0637703	0.017339	0.404738	0.0119606	0.244278	0.236468	0.168121	0.351132	2.993313
530	-14508.36	-14527.94	19.57979	0.107254	0.107055	0.110791	0.0985781	0.113433	0.0807509	0.113277	0.0807334	0.0976691	0.154741	0.0730394	0.0731321	0.117918	0.114742	0.112493	0.129839	0.117165	0.127054	0.112512	0.0885634	0.097396	0.101721	0.191361	0.0098858	0.0172989	0.0386494	0.0275088	0.0402891	0.0229065	0.0421488	0.0166569	0.0459658	0.0345564	0.0264116	0.0911107	0.0369598	0.0208269	0.0346451	0.0529759	0.0167728	0.0268392	0.0430897	0.0221381	0.198474	0.282702	0.0669703	0.0213703	0.425048	0.00543545	0.244278	0.236468	0.168121	0.351132	3.188854
540	-14506.03	-14527.34	21.30814	0.134783	0.0969625	0.0878416	0.0800003	0.0891496	0.0729176	0.114559	0.0665023	0.0898867	0.183348	0.0591436	0.0742259	0.0931565	0.0909717	0.118469	0.129473	0.169736	0.121967	0.112512	0.0725571	0.097396	0.0889467	0.155597	0.0145858	0.0174347	0.0240773	0.0334773	0.0567352	0.00940779	0.0421254	0.0108804	0.034249	0.0286027	0.0161273	0.0898721	0.0378192	0.0164918	0.0191155	0.0430152	0.0269557	0.0292984	0.0480852	0.0175607	0.21195	0.266185	0.0630575	0.0240128	0.424467	0.010328	0.244278	0.236468	0.168121	0.351132	3.016019
550	-14504.33	-14524.53	20.19643	0.127034	0.10253	0.0987081	0.0866448	0.104812	0.0728477	0.125237	0.0691854	0.0740723	0.165514	0.098032	0.0772297	0.105019	0.108395	0.121605	0.129681	0.123896	0.119376	0.112512	0.0812856	0.0885583	0.0754538	0.1475	0.0303493	0.0222207	0.0367616	0.0337774	0.0505465	0.0172348	0.0582822	0.0240047	0.0384346	0.0261211	0.0255449	0.103298	0.0271582	0.0281844	0.019538	0.0671852	0.013007	0.0297887	0.0350084	0.0256151	0.212534	0.266918	0.0632312	0.0198349	0.425636	0.0118461	0.244278	0.236468	0.168121	0.351132	3.12719
560	-14506.23	-14527.89	21.65344	0.128817	0.0828516	0.121191	0.0934347	0.0822249	0.073643	0.128607	0.075759	0.0749718	0.165514	0.0630238	0.0772297	0.0863418	0.0879649	0.0916103	0.130002	0.124506	0.102156	0.104052	0.0845021	0.0751086	0.110012	0.167196	0.0150075	0.0203349	0.0423139	0.0331926	0.0495174	0.0171778	0.0396128	0.0115809	0.0353247	0.0303797	0.0234617	0.0752441	0.0462225	0.0220341	0.0203333	0.0515897	0.0269325	0.0311816	0.0419518	0.0173765	0.218002	0.280543	0.0606583	0.0211164	0.408316	0.0113641	0.244278	0.236468	0.168121	0.351132	2.981489
570	-14509.79	-14530.17	20.37926	0.155578	0.0986088	0.0937607	0.0957692	0.076639	0.0732378	0.118596	0.0673653	0.0884379	0.165514	0.0886043	0.073002	0.100387	0.0872541	0.102243	0.139447	0.140672	0.107372	0.132148	0.0845021	0.100838	0.0784676	0.186488	0.0235657	0.0213754	0.0383625	0.0211408	0.0526685	0.0168654	0.0363991	0.0104154	0.0332132	0.0231562	0.0139133	0.100454	0.0434474	0.0180354	0.049317	0.0450163	0.0267147	0.0287668	0.0396732	0.0114736	0.214481	0.264818	0.0602914	0.0221021	0.427376	0.0109318	0.24653	0.238649	0.160452	0.354369	3.108907
580	-14511.5	-14531.47	19.96491	0.10946	0.0986088	0.108473	0.103114	0.115061	0.07949	0.123986	0.0983286	0.0752229	0.191208	0.0683547	0.0814583	0.101128	0.0919559	0.134373	0.135184	0.150651	0.109578	0.0886127	0.0767778	0.0850501	0.0985953	0.185391	0.0141529	0.0275397	0.0239758	0.0308348	0.0418295	0.0125858	0.0591971	0.0322594	0.032924	0.0267018	0.0180753	0.0717047	0.0356649	0.030165	0.023196	0.0524737	0.0152053	0.0315289	0.0357212	0.0245441	0.225091	0.277918	0.0632739	0.0210825	0.400459	0.0121755	0.250453	0.226534	0.163005	0.360008	3.150342
590	-14505.6	-14526.95	21.35209	0.116258	0.11068	0.116157	0.100085	0.0925169	0.053694	0.111405	0.0769527	0.0770841	0.16359	0.0875832	0.0814583	0.10506	0.0935161	0.106694	0.131024	0.133349	0.106966	0.12229	0.0823328	0.0929533	0.0637849	0.151121	0.00866239	0.0163602	0.0451321	0.0234334	0.0379184	0.0239592	0.0563875	0.0148362	0.0507599	0.0173564	0.0154016	0.0741767	0.0477469	0.0270936	0.0322638	0.0397474	0.0141662	0.0336722	0.0338629	0.0221328	0.224454	0.277132	0.0630949	0.0238523	0.399326	0.012141	0.252179	0.230249	0.155083	0.362489	3.011624
600	-14504.79	-14525.29	20.49958	0.149429	0.0926257	0.114695	0.0920537	0.111347	0.0747977	0.122463	0.0692005	0.0655028	0.169172	0.0838944	0.0685398	0.100379	0.0935161	0.110587	0.13532	0.163809	0.0988819	0.14662	0.0624165	0.077995	0.0902673	0.158461	0.016201	0.0158827	0.0304115	0.020914	0.0459313	0.0163442	0.0505873	0.0129528	0.0395337	0.0212573	0.0211314	0.101525	0.0498461	0.0185351	0.0358224	0.0388852	0.0160213	0.0317212	0.0393054	0.0220921	0.198428	0.289538	0.0638151	0.0320548	0.403884	0.0122796	0.252179	0.230249	0.155083	0.362489	3.096875
610	-14499.85	-14519.61	19.75299	0.139722	0.106558	0.112906	0.0902883	0.10726	0.0786252	0.115806	0.0710817	0.0866295	0.166734	0.0777837	0.0817644	0.114979	0.109699	0.110587	0.13532	0.157645	0.100848	0.122713	0.0770618	0.0931057	0.0999193	0.17098	0.0175572	0.0149524	0.0383662	0.0223252	0.0460716	0.0167488	0.0394919	0.0157191	0.0505408	0.0255451	0.0209537	0.0916547	0.0290367	0.022871	0.0235632	0.0532891	0.0129961	0.0268657	0.0522414	0.0227281	0.203358	0.296731	0.0501065	0.0185141	0.413918	0.0173731	0.254653	0.232508	0.156604	0.356235	3.171534
620	-14508.79	-14529.06	20.26848	0.162742	0.0992078	0.0949669	0.105647	0.094163	0.0786252	0.117943	0.0627902	0.0883917	0.160899	0.0617602	0.0792466	0.0923164	0.139501	0.103083	0.128694	0.121987	0.115762	0.120963	0.0754074	0.0931057	0.0924422	0.156	0.0109196	0.0219207	0.0296011	0.029194	0.0539222	0.0185871	0.0330193	0.0243267	0.0527911	0.0265335	0.0260594	0.0890313	0.0342849	0.0255452	0.0327295	0.0451339	0.0153876	0.0380537	0.0346717	0.0326274	0.210662	0.296761	0.0501115	0.0150202	0.413959	0.0134871	0.249869	0.234	0.157609	0.358521	3.119985
630	-14502.71	-14522.55	19.83499	0.149883	0.104837	0.119425	0.0976927	0.102736	0.0700304	0.117766	0.0842102	0.0782726	0.181906	0.06944	0.0941523	0.0937976	0.0940303	0.141706	0.139723	0.12409	0.114549	0.117668	0.0789404	0.0788956	0.0770328	0.161596	0.0139587	0.0245138	0.042275	0.0216935	0.0443246	0.0196871	0.0324824	0.0172794	0.0496872	0.0251365	0.0284097	0.0779718	0.0320242	0.0345966	0.0280819	0.0428182	0.0192808	0.0380537	0.0519174	0.0267648	0.213176	0.300302	0.0507095	0.0190424	0.403122	0.0136481	0.243519	0.237938	0.153989	0.364554	3.163334
640	-14509.25	-14530.27	21.02067	0.120894	0.108378	0.116078	0.0818765	0.0969228	0.0783152	0.11395	0.0568511	0.0963527	0.181906	0.0712462	0.095839	0.101267	0.1078	0.118655	0.123781	0.114756	0.0937211	0.104094	0.0877934	0.0862494	0.087545	0.172906	0.0256294	0.0110134	0.0310304	0.0276489	0.0376246	0.0174967	0.0496685	0.0141112	0.0389802	0.0199704	0.013306	0.0750385	0.0490773	0.0373014	0.0211498	0.0489058	0.0258008	0.0348363	0.0345663	0.0144331	0.218645	0.295486	0.0540237	0.018737	0.396657	0.0164508	0.250185	0.214549	0.158204	0.377063	3.044766
650	-14506.71	-14528.88	22.17694	0.121467	0.0943595	0.112819	0.0991963	0.10974	0.068094	0.117704	0.0897264	0.0762334	0.155445	0.0794507	0.0771676	0.0866806	0.0887298	0.0835761	0.116851	0.146635	0.111171	0.0913126	0.103021	0.0899359	0.0641751	0.163399	0.0137115	0.0122134	0.0253189	0.033802	0.0429832	0.0162449	0.0388107	0.0220364	0.032787	0.0224244	0.0142479	0.0929549	0.0357908	0.0272679	0.0245629	0.0302751	0.0154269	0.0325331	0.0287561	0.0201009	0.211986	0.286487	0.0523783	0.0256348	0.414117	0.00939709	0.250185	0.214549	0.158204	0.377063	2.929139
660	-14499.72	-14521.93	22.20643	0.131147	0.0845634	0.100291	0.0919821	0.103173	0.0837531	0.106312	0.069099	0.0784245	0.135821	0.0752265	0.0778266	0.0858528	0.0891202	0.120229	0.114777	0.135987	0.101353	0.112695	0.08771	0.0805247	0.0902125	0.142389	0.0114658	0.0119909	0.0341619	0.0263064	0.0525618	0.0197102	0.048149	0.0158437	0.0394468	0.0233092	0.0268646	0.0820589	0.0294479	0.0155446	0.0272007	0.0505485	0.0118838	0.0428619	0.0426003	0.0157634	0.215788	0.273052	0.0533178	0.0267327	0.421545	0.00956563	0.238526	0.217261	0.163304	0.380908	2.92619
670	-14505.6	-14527.36	21.7693	0.123511	0.100737	0.10184	0.0948325	0.102484	0.0825729	0.122385	0.0845899	0.0928746	0.179102	0.0578858	0.0759562	0.0921145	0.0676212	0.0994734	0.114777	0.152683	0.0939713	0.117923	0.0820557	0.103516	0.0902125	0.158345	0.0148956	0.0129244	0.0326108	0.0191692	0.0421927	0.0188399	0.0376719	0.0203953	0.0394257	0.0213879	0.0138361	0.0845729	0.0230026	0.0140717	0.0257559	0.0438079	0.0162883	0.0241688	0.0518026	0.0216187	0.23881	0.257586	0.0502979	0.0363846	0.407898	0.00902384	0.240227	0.21881	0.164469	0.376493	2.969903
680	-14502.69	-14524.65	21.95335	0.115939	0.100737	0.103574	0.108868	0.0855989	0.08409	0.105191	0.0729703	0.0828775	0.17785	0.0683741	0.0845837	0.0921145	0.0774103	0.107461	0.122844	0.114212	0.108125	0.127309	0.0757854	0.0957395	0.0736677	0.158716	0.0223135	0.0181722	0.0359214	0.0188152	0.0330985	0.0185311	0.0387578	0.0161241	0.0410415	0.0129811	0.0222249	0.0928697	0.0323513	0.0276875	0.0197508	0.0493054	0.00937627	0.0238883	0.0465942	0.0276559	0.23804	0.25851	0.0604264	0.0329862	0.406583	0.00345335	0.241753	0.216551	0.169091	0.372605	2.951498
690	-14512.01	-14532.88	20.87621	0.133611	0.105673	0.0881809	0.0989858	0.100207	0.0854925	0.114997	0.0612898	0.0909773	0.202977	0.0802005	0.0847847	0.0883968	0.084384	0.115282	0.125916	0.148323	0.106191	0.121456	0.0757854	0.0832187	0.0842835	0.138189	0.019515	0.028514	0.0263458	0.0495768	0.0385617	0.0102106	0.0479571	0.00753853	0.0433163	0.0346818	0.019744	0.0687178	0.0615155	0.0209182	0.0349191	0.0325848	0.0108788	0.0377759	0.0306873	0.0164517	0.238404	0.258905	0.0605188	0.0190226	0.407204	0.0159449	0.239584	0.218942	0.172213	0.369262	3.059212
700	-14507.16	-14529.06	21.89892	0.162074	0.0988955	0.101773	0.100403	0.0940604	0.0746228	0.114997	0.0569632	0.0907056	0.181696	0.0692145	0.0777834	0.104763	0.0822556	0.102741	0.128562	0.148323	0.100218	0.112752	0.0580773	0.0892999	0.0735385	0.138409	0.010116	0.0222407	0.0376369	0.028835	0.0455688	0.0218458	0.0418437	0.0157619	0.0464111	0.0244327	0.0248283	0.0585122	0.0251215	0.017619	0.0251664	0.0485842	0.00864816	0.0364366	0.030703	0.0245018	0.237529	0.263514	0.0584063	0.0189529	0.405711	0.0158864	0.227086	0.230967	0.172363	0.369583	2.956941
710	-14511.07	-14531.28	20.20862	0.127756	0.0930585	0.126867	0.106208	0.119135	0.0816657	0.130986	0.0722878	0.0834517	0.175901	0.074068	0.089881	0.0800816	0.104459	0.132736	0.108155	0.143357	0.126852	0.117779	0.087558	0.0890861	0.0627122	0.170525	0.0159532	0.0280696	0.0377668	0.0258496	0.0431033	0.016876	0.0435672	0.0119868	0.042783	0.0193925	0.0162499	0.0667538	0.0495891	0.0274604	0.0138667	0.0448184	0.0118893	0.0446725	0.0486204	0.0121365	0.233887	0.264451	0.0520479	0.026518	0.407153	0.0159429	0.227086	0.230967	0.172363	0.369583	3.125971
