Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	lambda	pi[1]	pi[2]	pi[3]	pi[4]	TL
100	-13510.2	-13477.8	-32.4107	0.310083	0.154233	0.212867	0.14583	0.244657	0.146644	0.234836	0.115479	0.202217	0.428384	0.193118	0.160249	0.223099	0.26067	0.266454	0.342139	0.412699	0.294569	0.185172	0.156409	0.18947	0.138861	1.26814	0.0651673	0.0527823	0.022102	0.051076	0.0362843	0.0150841	0.0691179	0.317217	0.0867262	0.139711	0.0816245	0.0376553	0.045057	0.243079	0.0875028	0.126612	0.0379685	0.135463	0.338335	0.102226	0.0471912	0.314279	0.0720793	0.0133074	0.505852	0.0472915	0.1083061	0.344706	0.375393	0.0813133	0.198587	8.377069
110	-13504.2	-13473.4	-30.824	0.31009	0.121723	0.236638	0.133183	0.22809	0.16272	0.277017	0.129549	0.211361	0.428384	0.13125	0.12804	0.271414	0.223235	0.265296	0.365688	0.265966	0.312644	0.22268	0.160188	0.169121	0.168618	1.1576	0.0821802	0.0323594	0.0171678	0.0583783	0.045207	0.0694858	0.0452136	0.347237	0.0730496	0.223479	0.0694088	0.0346364	0.0823248	0.230419	0.0954538	0.0574337	0.0313772	0.166678	0.247154	0.129112	0.0461184	0.317208	0.070448	0.0161517	0.494353	0.0557213	0.1099207	0.346168	0.376985	0.0774176	0.19943	8.218245
120	-13503.4	-13472.1	-31.3168	0.28636	0.124073	0.257737	0.119656	0.25469	0.144544	0.303532	0.134493	0.2326	0.373851	0.140425	0.189964	0.236274	0.2374	0.241004	0.375266	0.323052	0.323034	0.221556	0.126537	0.155063	0.0957587	1.2178	0.0719647	0.0178781	0.0676729	0.0391714	0.04118	0.0895747	0.0677451	0.284858	0.0570243	0.254799	0.0997824	0.0518319	0.0325281	0.265912	0.0885467	0.0678869	0.0400396	0.181854	0.243212	0.0890754	0.0471261	0.329499	0.0693908	0.0192149	0.505154	0.0296147	0.1130337	0.346168	0.376985	0.0774176	0.19943	8.267206
130	-13503.4	-13473.9	-29.5604	0.337107	0.160559	0.209088	0.123469	0.234958	0.186107	0.241959	0.209547	0.165297	0.298199	0.138776	0.186099	0.228988	0.267976	0.308351	0.331572	0.356599	0.277107	0.300849	0.0808287	0.221172	0.0929618	1.16983	0.0554454	0.0376695	0.060539	0.0489056	0.0244547	0.159968	0.105269	0.317649	0.0636592	0.152834	0.0680296	0.0207896	0.0741245	0.243839	0.0379264	0.100025	0.0193391	0.11471	0.140551	0.118364	0.0451566	0.352383	0.0664908	0.00934227	0.469674	0.0569534	0.113747	0.346168	0.376985	0.0774176	0.19943	8.091496
140	-13495.3	-13469.3	-26.0096	0.321759	0.170549	0.229472	0.149269	0.195597	0.13639	0.280192	0.140776	0.165297	0.267475	0.154534	0.156153	0.235256	0.266475	0.287856	0.332784	0.326542	0.231697	0.204783	0.0843909	0.194714	0.0911157	1.0649	0.0763475	0.0442548	0.0791587	0.037922	0.0444836	0.115169	0.093652	0.226927	0.0674159	0.175261	0.116389	0.0202461	0.0534485	0.250426	0.0360602	0.0716419	0.0437403	0.127273	0.241286	0.127798	0.0526487	0.353109	0.06717	0.0104301	0.466248	0.0503942	0.1091708	0.350372	0.36942	0.0783577	0.201851	7.736874
150	-13499.9	-13474.4	-25.513	0.320565	0.142332	0.263649	0.124744	0.212163	0.173385	0.230873	0.117176	0.216004	0.368392	0.116557	0.158936	0.21389	0.270363	0.274102	0.405987	0.28285	0.198136	0.184922	0.101478	0.184142	0.158342	1.0649	0.0825897	0.0584908	0.051109	0.0289638	0.0149479	0.090006	0.08034	0.183645	0.0441586	0.212765	0.0755079	0.0652802	0.0726735	0.186571	0.0288286	0.0524883	0.0257279	0.193659	0.24956	0.106008	0.0524701	0.351912	0.0669422	0.0185025	0.464666	0.0455069	0.1092462	0.346324	0.371721	0.0788459	0.203109	7.687208
160	-13504.4	-13473.7	-30.7189	0.295546	0.167574	0.358296	0.148292	0.236653	0.104269	0.231077	0.199223	0.155859	0.419928	0.140141	0.129264	0.324147	0.260016	0.255736	0.352214	0.306268	0.242554	0.27952	0.11719	0.185488	0.111196	1.12461	0.0943947	0.0950372	0.010576	0.0258929	0.0255247	0.0985117	0.103115	0.231625	0.0542675	0.15297	0.108858	0.0728032	0.119035	0.23048	0.0589736	0.0615826	0.0273316	0.143161	0.271014	0.0760452	0.0515207	0.345544	0.0825773	0.024963	0.481919	0.0134759	0.1245742	0.342961	0.368111	0.0780802	0.210848	8.206264
170	-13496.5	-13469.6	-26.8295	0.327648	0.173892	0.212809	0.108027	0.222626	0.0951476	0.273404	0.137624	0.196403	0.315732	0.124022	0.161252	0.254168	0.216885	0.271583	0.344329	0.353533	0.289847	0.326263	0.179313	0.152429	0.133991	1.03003	0.0815437	0.0802631	0.0425166	0.022217	0.0165462	0.0764187	0.111521	0.21079	0.0596762	0.152956	0.068487	0.0410994	0.108715	0.186706	0.0427074	0.0992217	0.0438233	0.154258	0.232719	0.0838276	0.0506345	0.3396	0.0811569	0.0191513	0.478336	0.031121	0.1281472	0.342961	0.368111	0.0780802	0.210848	7.816973
180	-13494.9	-13467.6	-27.2773	0.264375	0.178534	0.224874	0.113277	0.306134	0.17664	0.236901	0.181992	0.154561	0.25571	0.0910843	0.196907	0.254987	0.243122	0.186504	0.413089	0.297599	0.262508	0.286883	0.112333	0.188962	0.106123	1.05003	0.0447508	0.0682513	0.0272423	0.0291002	0.0202344	0.0928845	0.10457	0.27325	0.0735329	0.160907	0.089989	0.0738209	0.0868779	0.200048	0.0492678	0.0514688	0.0319494	0.188201	0.292695	0.120364	0.0507188	0.340166	0.0812919	0.0191831	0.479132	0.0295084	0.1203831	0.342961	0.368111	0.0780802	0.210848	7.862529
190	-13499.4	-13472.6	-26.7597	0.398717	0.134795	0.207004	0.123331	0.24843	0.155265	0.215362	0.209028	0.158447	0.376706	0.164088	0.155014	0.257461	0.303083	0.188198	0.364441	0.266402	0.298763	0.191804	0.135034	0.169034	0.113642	1.07311	0.0245239	0.0744988	0.0360306	0.0600058	0.0194833	0.138636	0.0681832	0.263766	0.0522022	0.133473	0.0517911	0.0867133	0.0552528	0.200714	0.0460263	0.0240364	0.0333003	0.120453	0.273321	0.142536	0.0522319	0.338036	0.0656536	0.00380038	0.479345	0.0609331	0.1070491	0.342961	0.368111	0.0780802	0.210848	7.812101
200	-13492.1	-13459.5	-32.6088	0.319209	0.162555	0.206794	0.112079	0.316842	0.154841	0.240588	0.143597	0.199914	0.379882	0.167416	0.204019	0.295704	0.279648	0.233847	0.302464	0.266284	0.190904	0.268075	0.11739	0.209965	0.144652	1.39546	0.0470265	0.0596454	0.0833405	0.0581809	0.019432	0.119447	0.0703891	0.286596	0.0561652	0.163028	0.0508277	0.0537861	0.0635463	0.238512	0.0723461	0.0594818	0.0102346	0.170325	0.261045	0.141688	0.0518182	0.353621	0.0651335	0.00845606	0.475548	0.0454232	0.1054219	0.342961	0.368111	0.0780802	0.210848	8.397174
210	-13500.6	-13472.7	-27.9787	0.319209	0.115226	0.265966	0.128861	0.240216	0.0878465	0.17553	0.177382	0.152303	0.394562	0.150486	0.202041	0.218173	0.367161	0.291373	0.242498	0.31234	0.214703	0.268075	0.107255	0.211862	0.1423	1.1887	0.047418	0.108947	0.0506764	0.0403083	0.00410966	0.0748004	0.100347	0.22827	0.0288966	0.127215	0.0703182	0.0750666	0.0998658	0.21691	0.0553595	0.0862854	0.0133823	0.135274	0.299057	0.0978724	0.0505622	0.35891	0.0632748	0.0114543	0.479216	0.0365828	0.102491	0.335856	0.367892	0.0855294	0.210722	7.93445
220	-13495.6	-13468	-27.5824	0.31095	0.179732	0.231509	0.116593	0.267262	0.180444	0.256637	0.134594	0.161345	0.380356	0.152217	0.0970475	0.230781	0.256695	0.225016	0.292953	0.303363	0.259125	0.214124	0.125924	0.174001	0.137365	1.19158	0.0168746	0.0937306	0.0289725	0.0623882	0.00526565	0.111349	0.0764971	0.276415	0.0541187	0.162678	0.0785563	0.0410487	0.058428	0.237056	0.0627974	0.0483421	0.0196086	0.145303	0.241714	0.193742	0.0502134	0.356434	0.0628383	0.0134473	0.475911	0.0411562	0.1057662	0.338718	0.371028	0.0777355	0.212518	7.894501
230	-13496.4	-13467.3	-29.065	0.267877	0.151666	0.229281	0.206158	0.219952	0.140158	0.254818	0.139467	0.163111	0.449501	0.133271	0.113516	0.293359	0.215903	0.221207	0.245366	0.355667	0.210864	0.259516	0.144253	0.215317	0.120614	1.17861	0.0741033	0.0592023	0.104546	0.0517487	0.0247218	0.0829426	0.081064	0.213191	0.105273	0.190607	0.0984208	0.0273878	0.0706723	0.246598	0.0504389	0.0289865	0.0245477	0.200768	0.27016	0.107868	0.0503775	0.329509	0.0869229	0.00943307	0.477465	0.0462922	0.1063921	0.321177	0.379663	0.0816965	0.217464	8.042698
240	-13494.6	-13461.3	-33.2379	0.334252	0.112339	0.221649	0.130176	0.252706	0.180428	0.237979	0.135308	0.187047	0.486752	0.139268	0.146074	0.278077	0.238904	0.271079	0.35897	0.332029	0.298039	0.327385	0.148597	0.194395	0.0988487	1.19641	0.0797123	0.102229	0.100035	0.0716984	0.0329494	0.10328	0.0935133	0.20509	0.0928188	0.127837	0.0876692	0.0353747	0.117674	0.188564	0.116662	0.0640018	0.0157983	0.171678	0.227765	0.118258	0.0500011	0.352196	0.0728288	0.0155237	0.469306	0.040144	0.113025	0.321177	0.379663	0.0816965	0.217464	8.459323
250	-13490.4	-13461.5	-28.9302	0.297359	0.187739	0.258504	0.170002	0.237217	0.127564	0.212139	0.144462	0.187047	0.444632	0.12734	0.145333	0.265258	0.216704	0.248637	0.354773	0.323644	0.29909	0.296459	0.157166	0.208768	0.0890063	1.06898	0.0224693	0.103231	0.0131696	0.0621924	0.0269296	0.104978	0.0805265	0.256667	0.0670913	0.158851	0.0785134	0.0112007	0.0523693	0.251112	0.0899208	0.043626	0.0246424	0.161043	0.193039	0.158362	0.0563545	0.347182	0.0732023	0.0182191	0.471713	0.0333291	0.1209811	0.33393	0.378083	0.0784637	0.209524	8.027757
260	-13493.6	-13469.1	-24.5096	0.317856	0.18998	0.238276	0.105698	0.264304	0.15326	0.192651	0.152563	0.20417	0.381676	0.146797	0.172443	0.282577	0.239584	0.225389	0.347804	0.399685	0.252017	0.24115	0.106705	0.133456	0.13478	0.970714	0.0510166	0.116855	0.046656	0.0241214	0.047747	0.101398	0.040502	0.235081	0.0521619	0.180187	0.0571185	0.00362602	0.0999456	0.191029	0.0525885	0.0261484	0.0386605	0.0915953	0.176644	0.0986861	0.0573415	0.353262	0.0742671	0.0131939	0.469974	0.0319608	0.1249329	0.325635	0.382791	0.0794408	0.212133	7.585303
270	-13486.8	-13462.9	-23.9215	0.294396	0.147869	0.212301	0.154942	0.249934	0.139245	0.181999	0.148003	0.156135	0.316901	0.139521	0.126199	0.222132	0.208702	0.220645	0.358426	0.329312	0.284933	0.212133	0.124381	0.194319	0.0987987	1.14383	0.0374332	0.106499	0.0540325	0.0362024	0.0578885	0.142295	0.0923767	0.209738	0.0522738	0.114786	0.110685	0.00773987	0.068791	0.149101	0.0607521	0.0621366	0.0453719	0.0905813	0.266304	0.0974528	0.057844	0.356358	0.0749179	0.00660946	0.460237	0.0440335	0.1148679	0.324652	0.381634	0.0822217	0.211492	7.527495
280	-13495.8	-13466.3	-29.5361	0.280412	0.134987	0.178465	0.185236	0.218573	0.173126	0.238726	0.12412	0.192599	0.3466	0.139521	0.163722	0.219213	0.266322	0.268586	0.313837	0.329312	0.324198	0.253743	0.139439	0.125209	0.140323	1.16225	0.0527418	0.143063	0.0638733	0.0456569	0.0438589	0.0982738	0.0628564	0.219253	0.152559	0.180838	0.0724633	0.0227499	0.0932797	0.241911	0.0740904	0.0393442	0.0504193	0.150351	0.251325	0.109774	0.0539782	0.355718	0.0747833	0.0256955	0.45941	0.0304151	0.1323806	0.332343	0.372808	0.0783454	0.216503	8.087202
290	-13496.7	-13467.7	-28.932	0.343618	0.122186	0.192496	0.159938	0.267167	0.131056	0.199422	0.223741	0.146003	0.284166	0.118082	0.184998	0.195569	0.215179	0.268586	0.432146	0.310582	0.281954	0.279538	0.11276	0.175766	0.0941711	1.17269	0.0606944	0.113559	0.0828508	0.0248606	0.0397019	0.0965112	0.0896119	0.203997	0.149781	0.154455	0.0602899	0.0200837	0.0891843	0.1609	0.0725652	0.0479603	0.0768132	0.133371	0.319401	0.119193	0.0534217	0.35205	0.0820078	0.0254305	0.454674	0.0324165	0.1243144	0.332343	0.372808	0.0783454	0.216503	8.027598
300	-13490.7	-13459.5	-31.2087	0.29524	0.184529	0.235734	0.123033	0.251216	0.139977	0.216781	0.134962	0.220251	0.431245	0.114216	0.172421	0.275469	0.272718	0.234815	0.323866	0.358509	0.253162	0.282772	0.124293	0.202142	0.131131	1.29427	0.0888687	0.0537438	0.0675744	0.025907	0.019171	0.102959	0.0539792	0.200969	0.0287024	0.202099	0.10348	0.0228384	0.0476869	0.284968	0.056718	0.0568246	0.0358434	0.133371	0.279132	0.118228	0.0524606	0.355068	0.0663488	0.0259753	0.464413	0.0357344	0.1189236	0.332343	0.372808	0.0783454	0.216503	8.255814
310	-13499.8	-13468.1	-31.7065	0.317823	0.141758	0.200864	0.150437	0.238516	0.167087	0.237082	0.132814	0.227974	0.383836	0.126881	0.235569	0.259892	0.326603	0.316656	0.277087	0.320995	0.298381	0.251843	0.149321	0.175712	0.107599	1.14445	0.0608557	0.101806	0.121072	0.0151671	0.0436014	0.0967781	0.109783	0.275885	0.0500871	0.172059	0.0950843	0.00935204	0.050468	0.294942	0.0717015	0.0603889	0.013115	0.138198	0.221086	0.11587	0.055761	0.313699	0.0705229	0.00932379	0.504582	0.0461113	0.110069	0.332343	0.372808	0.0783454	0.216503	8.306477
