Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
5290	-13397.1	-13352.6	-44.4732	0.5842697	0.281936	0.128889	0.255769	0.173358	0.231273	0.182538	0.315483	0.182478	0.220829	0.36066	0.11697	0.179034	0.316346	0.286458	0.205182	0.378264	0.328628	0.307475	0.27392	0.0926977	0.206611	0.0829622	0.596824	0.220033	0.123622	0.0304655	0.0187342	0.0773466	0.0440499	0.0638947	0.0296319	0.208783	0.182577	0.0700387	0.0831338	0.156889	0.109851	0.0933062	0.0347263	0.0298332	0.17071	0.0428505	0.257023	0.0243817	0.411246	0.051628	0.0285066	0.437394	0.0468438	0.3106089	0.343424	0.377866	0.0599483	0.218762	0.0498807	0.303415	0.873077	2.77363	7.752084
5300	-13395.5	-13350.1	-45.3912	0.6188405	0.302601	0.132049	0.194692	0.206824	0.260139	0.157809	0.30133	0.132436	0.198236	0.411595	0.103592	0.198541	0.251014	0.235642	0.205182	0.403504	0.355428	0.258079	0.276415	0.123199	0.250038	0.0870961	0.575224	0.163014	0.250643	0.0157453	0.0536109	0.0376527	0.0998607	0.0638947	0.0357025	0.172878	0.286586	0.104933	0.0966424	0.0796595	0.0620674	0.0938958	0.0546831	0.0769661	0.139309	0.0448595	0.290614	0.0268897	0.361464	0.057341	0.0191607	0.498174	0.0369706	0.3378819	0.350927	0.368173	0.0687306	0.21217	0.0570157	0.322584	0.890635	2.72977	7.843887
5310	-13391.8	-13354.7	-37.1203	0.7132738	0.303947	0.113788	0.215246	0.200425	0.246047	0.148106	0.265844	0.176653	0.148792	0.355781	0.0902165	0.102676	0.221818	0.226454	0.212472	0.312462	0.258769	0.20591	0.255989	0.147055	0.147414	0.121585	0.544988	0.255207	0.10855	0.0192619	0.0442677	0.0230373	0.0524198	0.0556218	0.0351196	0.177517	0.240418	0.168996	0.0852173	0.0623171	0.0732266	0.074018	0.0250946	0.0788917	0.182046	0.0296797	0.203449	0.0253067	0.399778	0.0438588	0.0178772	0.462223	0.0509565	0.3632693	0.375088	0.3609	0.0651593	0.198852	0.0770255	0.369726	0.92969	2.62356	7.016797
5320	-13406.1	-13359	-47.1128	0.8245051	0.336973	0.272429	0.194128	0.170653	0.219704	0.170276	0.250762	0.219684	0.18733	0.362463	0.168803	0.165916	0.219785	0.304089	0.223811	0.417399	0.323686	0.204796	0.227002	0.143046	0.205757	0.0864025	0.556121	0.288612	0.143271	0.0240878	0.0688026	0.0768356	0.0741673	0.0806376	0.0179201	0.177117	0.401817	0.122675	0.0637162	0.0596279	0.0688292	0.10393	0.0196966	0.10621	0.105734	0.0680096	0.313336	0.0208677	0.363689	0.0563873	0.0467599	0.472697	0.0395996	0.3634037	0.374384	0.346707	0.0696918	0.209218	0.100761	0.416816	0.96352	2.5189	8.016046
5330	-13396.4	-13355.2	-41.1619	0.6420114	0.336973	0.226834	0.20587	0.142338	0.287135	0.134912	0.314094	0.154453	0.162232	0.364877	0.154532	0.152963	0.238719	0.298013	0.269929	0.378191	0.229813	0.252327	0.194786	0.104298	0.205757	0.111917	0.541921	0.262338	0.063402	0.050702	0.0290203	0.0704821	0.087502	0.0467173	0.0433326	0.177335	0.247549	0.0844655	0.0662364	0.0672366	0.0669733	0.0724354	0.023853	0.0820757	0.144116	0.0470406	0.225253	0.0279166	0.353598	0.0493345	0.0246827	0.501284	0.043184	0.3292934	0.339212	0.385651	0.0679791	0.207157	0.0618726	0.334835	0.901327	2.70197	7.420951
5340	-13397.9	-13358.5	-39.4119	0.8579225	0.345835	0.147479	0.170743	0.148167	0.269181	0.122388	0.251592	0.147593	0.115642	0.340285	0.108196	0.128513	0.247873	0.260502	0.297999	0.364939	0.332835	0.278898	0.210028	0.123193	0.160545	0.112127	0.557035	0.22546	0.128869	0.0462395	0.0656814	0.0485083	0.0595189	0.0935374	0.0614749	0.163179	0.160971	0.148676	0.0866188	0.0498748	0.051932	0.0891637	0.0460152	0.06733	0.109086	0.0477508	0.254477	0.0335936	0.366977	0.0687665	0.0195983	0.469231	0.0418331	0.3660034	0.333	0.380935	0.0709306	0.215134	0.107811	0.429449	0.971797	2.49094	7.245952
5350	-13395.9	-13358.4	-37.4805	0.8028337	0.333674	0.226269	0.171805	0.151166	0.174827	0.193003	0.251373	0.176406	0.125795	0.350767	0.126944	0.141152	0.240095	0.275198	0.201057	0.293597	0.258522	0.284343	0.209746	0.123685	0.20646	0.055509	0.580899	0.263007	0.124014	0.0462395	0.0656814	0.0541948	0.10898	0.0740902	0.0102998	0.198858	0.213017	0.068361	0.08027	0.0860801	0.0260585	0.1038	0.0236485	0.0920548	0.121378	0.0210131	0.119478	0.0297471	0.305851	0.0587589	0.0182826	0.545399	0.0419622	0.3873917	0.360524	0.365505	0.0694362	0.204534	0.0961616	0.408272	0.957737	2.53783	7.052817
5360	-13400.8	-13361	-39.8723	0.776257	0.322304	0.203616	0.224006	0.126399	0.308188	0.193611	0.304778	0.12414	0.153645	0.348591	0.191553	0.128586	0.235314	0.270079	0.230453	0.316107	0.279626	0.234615	0.275109	0.101059	0.210678	0.126821	0.569422	0.209388	0.0575064	0.0462395	0.0733091	0.0848923	0.0715165	0.0297262	0.042464	0.154197	0.27784	0.111362	0.0756626	0.0434626	0.0633415	0.0993909	0.0602748	0.0528349	0.117774	0.0109041	0.131218	0.0285356	0.34679	0.0488497	0.0287709	0.514948	0.0321054	0.366141	0.374994	0.347547	0.0786098	0.198849	0.0904974	0.397396	0.950152	2.56195	7.292
5370	-13398.7	-13360.8	-37.9738	0.7354592	0.368255	0.155203	0.243624	0.190532	0.23445	0.168208	0.238402	0.177842	0.1543	0.316631	0.103332	0.131839	0.247349	0.251202	0.219586	0.337304	0.398852	0.231594	0.30815	0.106294	0.135881	0.136496	0.474182	0.215512	0.122242	0.0318623	0.0569183	0.0145648	0.121441	0.0958847	0.00943549	0.111046	0.178695	0.10035	0.102586	0.0888652	0.0359482	0.0498742	0.0278628	0.0761473	0.144892	0.012185	0.176324	0.0316486	0.335708	0.0520275	0.0265746	0.507951	0.0460903	0.3336358	0.367909	0.351647	0.0651988	0.215245	0.0817727	0.379791	0.937332	2.6011	7.102146
5380	-13400.4	-13361.5	-38.9101	0.8662011	0.294275	0.187505	0.216566	0.1096	0.232149	0.146854	0.254576	0.124291	0.188477	0.373076	0.149742	0.153186	0.194161	0.314785	0.246011	0.301086	0.323196	0.255343	0.209038	0.106988	0.183909	0.0967827	0.485058	0.254447	0.135928	0.00519658	0.037059	0.0379679	0.080222	0.0814599	0.00554008	0.124953	0.172005	0.122012	0.146201	0.0939358	0.0179842	0.0595108	0.0648615	0.0926795	0.156605	0.0574364	0.303118	0.0355606	0.340134	0.041551	0.0256257	0.510163	0.0469663	0.3981475	0.37369	0.359932	0.0643432	0.202035	0.109548	0.432482	0.973736	2.48423	7.195778
5390	-13385.6	-13354.9	-30.7238	0.7225747	0.315317	0.121388	0.194894	0.171965	0.212925	0.137139	0.187442	0.123305	0.176195	0.30496	0.123637	0.117429	0.231875	0.231866	0.20665	0.252071	0.263943	0.212595	0.219841	0.084946	0.154554	0.0942224	0.427226	0.22248	0.124883	0.0083248	0.049513	0.0563735	0.0443634	0.11422	0.0202329	0.106707	0.182016	0.0715531	0.0696318	0.0976359	0.02541	0.079959	0.0413869	0.0710776	0.156605	0.0717904	0.196598	0.032172	0.326807	0.0467015	0.0250693	0.511918	0.0573327	0.3665167	0.36482	0.353218	0.0670991	0.214863	0.0790153	0.37399	0.932955	2.61404	6.377145
5400	-13395.8	-13361.2	-34.606	0.9065262	0.352107	0.21886	0.192107	0.151451	0.198642	0.172048	0.228238	0.113665	0.202766	0.431679	0.119503	0.155594	0.188804	0.272021	0.143835	0.284129	0.223611	0.234066	0.228229	0.0553231	0.150555	0.112964	0.535483	0.193852	0.0816343	0.024503	0.0690808	0.0350643	0.0729589	0.0370669	0.0220351	0.141409	0.141826	0.112732	0.10591	0.0657587	0.0650507	0.0949284	0.0413869	0.0678747	0.179192	0.0193819	0.228037	0.0401027	0.380604	0.0452398	0.0129368	0.459199	0.0619178	0.3703001	0.36138	0.358671	0.0713633	0.208586	0.117947	0.446733	0.982603	2.45272	6.765365
5410	-13396.6	-13359	-37.5869	0.7186153	0.324213	0.125122	0.22622	0.0633784	0.217382	0.184187	0.277764	0.143125	0.175333	0.348471	0.135133	0.109698	0.190335	0.255235	0.195227	0.314871	0.270667	0.227139	0.260122	0.0602276	0.178852	0.104068	0.539392	0.295689	0.110342	0.0451286	0.0141218	0.0348648	0.0992049	0.0496078	0.0819206	0.196164	0.249718	0.153561	0.0702	0.032315	0.0515258	0.0918321	0.0518292	0.094052	0.1632	0.0200664	0.231952	0.0344155	0.396135	0.0490302	0.0217624	0.454378	0.0442794	0.3526092	0.357224	0.367452	0.069458	0.205866	0.0781681	0.372182	0.931576	2.61807	7.063458
5420	-13393.6	-13350.6	-43.0358	0.7060208	0.320739	0.196616	0.175593	0.171793	0.191781	0.186831	0.285414	0.203933	0.133891	0.420695	0.194405	0.127594	0.271605	0.273941	0.246231	0.445563	0.42323	0.244693	0.226117	0.12577	0.145141	0.144716	0.470148	0.222072	0.0883184	0.0273106	0.00674666	0.0647408	0.0560512	0.0628497	0.0269458	0.191658	0.249718	0.0727638	0.0714461	0.0588667	0.0851246	0.0589871	0.0802336	0.0543911	0.176037	0.0435215	0.284119	0.0224845	0.41569	0.0431007	0.0387632	0.412904	0.0670578	0.3531697	0.35657	0.3694	0.0635308	0.210499	0.0754748	0.366357	0.927079	2.63109	7.608342
5430	-13397.1	-13354.1	-43.0693	0.7309284	0.342228	0.210423	0.236151	0.180565	0.20149	0.20068	0.259457	0.181414	0.16692	0.358619	0.153058	0.13512	0.247961	0.157201	0.277248	0.358782	0.316297	0.276355	0.285808	0.0798395	0.200622	0.110894	0.58877	0.154437	0.114748	0.030138	0.0482038	0.0488202	0.0744924	0.070061	0.0458598	0.140665	0.243597	0.0878325	0.0991989	0.0697929	0.0772944	0.0857906	0.0612079	0.0820011	0.211129	0.055006	0.285511	0.0281463	0.322091	0.0419629	0.0204853	0.529899	0.0574148	0.3403014	0.378571	0.349106	0.0694959	0.202827	0.080803	0.377765	0.935812	2.60562	7.611691
5440	-13403.2	-13357.1	-46.1054	0.676661	0.355667	0.207943	0.247913	0.100084	0.223524	0.173558	0.281072	0.181414	0.139334	0.402625	0.164054	0.157182	0.260578	0.18243	0.230153	0.452863	0.380733	0.322602	0.26107	0.0845388	0.202373	0.114266	0.568976	0.294894	0.125391	0.0103746	0.0132565	0.0873565	0.10883	0.0945818	0.0193632	0.170716	0.198051	0.175157	0.101079	0.0539696	0.0849269	0.0769752	0.0641874	0.0784183	0.188103	0.0124755	0.26225	0.0232746	0.364279	0.0563329	0.027524	0.472932	0.0556572	0.3347093	0.358448	0.368166	0.0618195	0.211566	0.0692116	0.352307	0.915903	2.66258	7.915308
5450	-13395.2	-13355.2	-40.0739	0.6826065	0.268451	0.210848	0.201439	0.132305	0.243208	0.150207	0.289922	0.181414	0.162856	0.369754	0.13798	0.20481	0.213545	0.305423	0.206025	0.372695	0.321232	0.208853	0.263175	0.0892117	0.1434	0.137655	0.438241	0.235661	0.131992	0.0231958	0.0247821	0.0237882	0.0739713	0.0844577	0.0349905	0.161755	0.286414	0.0865577	0.102899	0.122906	0.053016	0.105088	0.0580022	0.0743757	0.159366	0.0358888	0.180397	0.0283245	0.379442	0.0459461	0.0315609	0.458305	0.0564214	0.3338678	0.364667	0.369317	0.0701031	0.195912	0.0704775	0.355207	0.918248	2.65607	7.312155
5460	-13394.3	-13356	-38.2221	0.5847581	0.312331	0.167797	0.198544	0.160367	0.266739	0.173637	0.249455	0.169583	0.169787	0.372497	0.117173	0.130954	0.256555	0.282534	0.232147	0.309053	0.273753	0.198092	0.321912	0.0766231	0.176786	0.0861459	0.546606	0.190797	0.0458948	0.0603898	0.0307058	0.0717341	0.0713132	0.0486626	0.00599262	0.158135	0.195526	0.136795	0.126591	0.0486106	0.0535973	0.0685786	0.0420081	0.0730674	0.155694	0.0358888	0.257918	0.025294	0.344067	0.0604892	0.0220734	0.483858	0.0642181	0.3422216	0.354059	0.378481	0.0659241	0.201536	0.0499804	0.303693	0.873339	2.77299	7.126973
5470	-13396	-13359.3	-36.7272	0.754556	0.273934	0.15845	0.145438	0.135128	0.25571	0.184307	0.228963	0.143637	0.206275	0.319642	0.0920879	0.149271	0.294789	0.271905	0.172714	0.315024	0.247433	0.200193	0.196924	0.0822396	0.193549	0.12937	0.555488	0.22578	0.069024	0.0436644	0.0418283	0.0384065	0.0951233	0.070877	0.00137505	0.207212	0.276015	0.112511	0.0522377	0.0616097	0.0798102	0.0906165	0.0182693	0.0717014	0.148429	0.0472928	0.273231	0.0257817	0.421596	0.04929	0.0183899	0.440214	0.0447284	0.3520894	0.347467	0.381455	0.0627138	0.208364	0.0858592	0.388174	0.943521	2.58245	6.977486
5480	-13387.1	-13351.5	-35.6137	0.8075504	0.274677	0.174331	0.155777	0.162706	0.226502	0.151775	0.26686	0.143651	0.131155	0.332518	0.0889312	0.181175	0.230499	0.229725	0.236531	0.33341	0.302724	0.228892	0.219243	0.106453	0.163155	0.0862521	0.538443	0.182954	0.0705584	0.0114758	0.0425851	0.0526018	0.0828049	0.0705824	0.0137828	0.170284	0.217501	0.168005	0.0452213	0.0431556	0.0488456	0.106608	0.0133285	0.0768949	0.130082	0.0294336	0.324044	0.0288536	0.350548	0.0554374	0.0325413	0.477794	0.0548258	0.3681264	0.372009	0.348043	0.0699985	0.209949	0.0971644	0.410156	0.959025	2.53365	6.866135
5490	-13389.3	-13351.5	-37.81	0.8505278	0.328382	0.149992	0.16449	0.148897	0.20717	0.181232	0.18839	0.165628	0.206897	0.324429	0.156226	0.124004	0.268794	0.244339	0.236073	0.353356	0.336144	0.269479	0.20456	0.0975493	0.152428	0.112763	0.525992	0.222596	0.0412948	0.0434427	0.0328116	0.0701242	0.0759491	0.0765504	0.0436543	0.170284	0.263301	0.0890505	0.0916031	0.0480477	0.107736	0.0571809	0.0540508	0.0610667	0.141123	0.0204254	0.228261	0.0307975	0.367497	0.0517742	0.0299709	0.488351	0.0316097	0.3779779	0.36571	0.357477	0.068958	0.207855	0.106256	0.426708	0.970029	2.49701	7.085767
5500	-13388.7	-13354.6	-34.0471	0.8650029	0.31233	0.149256	0.17352	0.0870566	0.223422	0.126918	0.254721	0.170646	0.170317	0.295934	0.143863	0.118289	0.215711	0.248025	0.219287	0.348584	0.28909	0.188995	0.249568	0.12507	0.170334	0.112763	0.528423	0.212377	0.0483723	0.0131868	0.028562	0.0147822	0.0684122	0.046285	0.0533789	0.122874	0.200445	0.118974	0.110847	0.0444566	0.0594416	0.0557031	0.0788506	0.0502769	0.20245	0.0204019	0.23727	0.0288152	0.368153	0.0515492	0.0173608	0.455087	0.0790345	0.373652	0.36356	0.36111	0.0707815	0.204548	0.109297	0.432045	0.973458	2.4852	6.709471
5510	-13399.4	-13366	-33.4898	0.7854516	0.366158	0.108214	0.129708	0.143371	0.266135	0.145509	0.248984	0.124441	0.156747	0.347452	0.0876472	0.173521	0.180231	0.214384	0.18446	0.30034	0.245961	0.189751	0.229311	0.113329	0.163274	0.128721	0.450897	0.212377	0.0580536	0.0731196	0.0156415	0.0715916	0.0855385	0.0909673	0.0330612	0.122878	0.255549	0.122174	0.102045	0.137412	0.0472652	0.0320213	0.0107764	0.0780038	0.139246	0.0505989	0.216873	0.0322405	0.383914	0.0516778	0.0313594	0.449531	0.0512773	0.3920731	0.333962	0.379801	0.0628196	0.223418	0.0924594	0.40121	0.952841	2.55349	6.65374
5520	-13404.4	-13366.6	-37.8441	0.8617573	0.261543	0.149741	0.208549	0.159881	0.28949	0.14832	0.243729	0.0970671	0.154663	0.44488	0.131004	0.124741	0.173741	0.319646	0.209517	0.38384	0.294751	0.332581	0.244771	0.12425	0.192123	0.102452	0.470773	0.155771	0.0728593	0.0302345	0.0322325	0.0972249	0.0715535	0.0703293	0.0712555	0.133141	0.212775	0.162264	0.0532442	0.0945882	0.0520169	0.0572288	0.0153409	0.0604675	0.118238	0.0142036	0.252153	0.0313836	0.390044	0.048024	0.0280871	0.462492	0.03997	0.3809395	0.353965	0.36421	0.0659756	0.21585	0.108616	0.430859	0.9727	2.48782	7.089175
5530	-13395.1	-13349.5	-45.6381	0.7015954	0.374369	0.19689	0.181381	0.169537	0.28949	0.186516	0.283731	0.176782	0.188374	0.430696	0.124698	0.139267	0.216424	0.279954	0.258332	0.279487	0.350192	0.305153	0.265932	0.10857	0.189328	0.113	0.655421	0.223791	0.131933	0.0320627	0.0677738	0.0413584	0.0397335	0.0820155	0.0449524	0.208647	0.320311	0.0959403	0.0745405	0.0437847	0.0802917	0.0593379	0.0146432	0.0440387	0.156551	0.0692045	0.274141	0.0276718	0.397533	0.0361938	0.0282502	0.466615	0.0437358	0.356222	0.35795	0.364721	0.065305	0.212024	0.0745291	0.364282	0.925458	2.63573	7.868577
5540	-13396.1	-13354.9	-41.2327	0.796322	0.290982	0.208887	0.193022	0.134521	0.185763	0.127199	0.259205	0.200137	0.154653	0.370905	0.13521	0.195998	0.297427	0.178786	0.186	0.381193	0.350192	0.213824	0.24254	0.0965296	0.155048	0.102895	0.625999	0.268961	0.118266	0.0299111	0.0534113	0.0603809	0.0369762	0.0941606	0.0291672	0.206169	0.244476	0.139593	0.0681676	0.0524209	0.0985118	0.0770836	0.021954	0.0622976	0.201346	0.0434907	0.234372	0.0272574	0.411116	0.0420563	0.0297161	0.433529	0.0563249	0.3739991	0.357372	0.370219	0.0631214	0.209287	0.0947758	0.405649	0.955931	2.54364	7.428031
5550	-13391.7	-13353.1	-38.6005	0.7655956	0.313558	0.150301	0.202512	0.128447	0.191265	0.218449	0.243591	0.178974	0.15252	0.291398	0.110768	0.150254	0.223448	0.237375	0.220156	0.40612	0.283315	0.239563	0.272585	0.0878725	0.184799	0.1058	0.588075	0.162598	0.0583787	0.0564947	0.0687028	0.0310255	0.0750183	0.0833246	0.0213835	0.184512	0.156813	0.134967	0.0748881	0.0746807	0.0501835	0.0770836	0.0540233	0.0951233	0.0976363	0.0545736	0.372257	0.0264407	0.368366	0.0539105	0.0338793	0.465596	0.0518071	0.355686	0.350604	0.368538	0.0637128	0.217146	0.0882198	0.392905	0.946946	2.57193	7.164813
5560	-13390	-13352.6	-37.3999	0.9260108	0.306743	0.142148	0.206251	0.148033	0.299403	0.102328	0.27868	0.143875	0.205519	0.448608	0.143648	0.120074	0.244619	0.242053	0.224641	0.334857	0.275559	0.190749	0.224312	0.116408	0.154136	0.150969	0.457227	0.301543	0.118334	0.0232565	0.0243595	0.0456087	0.0507757	0.0666239	0.0221775	0.172907	0.224621	0.115337	0.0259503	0.0591969	0.0517951	0.0738425	0.0222061	0.06463	0.149691	0.0570656	0.213997	0.0297909	0.366591	0.0597687	0.0204024	0.47339	0.0500573	0.3989364	0.348653	0.368402	0.0682973	0.214648	0.121965	0.453324	0.98657	2.43814	7.044754
5570	-13401.2	-13365.4	-35.7932	0.8428096	0.305878	0.189958	0.211507	0.142207	0.196923	0.167739	0.209589	0.161318	0.125909	0.342831	0.107763	0.109101	0.266899	0.216938	0.219603	0.2578	0.30097	0.21069	0.202901	0.105289	0.162143	0.142863	0.697455	0.209565	0.131915	0.0120394	0.0740547	0.0217235	0.0492402	0.102379	0.00831721	0.195544	0.153842	0.106791	0.020185	0.0547438	0.0457582	0.0788394	0.0147919	0.0255822	0.238707	0.0527645	0.233029	0.0293226	0.333876	0.0593465	0.0212982	0.512414	0.043743	0.3916274	0.360928	0.365022	0.0632639	0.210786	0.10463	0.423815	0.968146	2.50341	6.884087
5580	-13395.1	-13352.9	-42.2117	0.644755	0.330578	0.166917	0.225388	0.129682	0.224215	0.170331	0.227191	0.13538	0.145967	0.335313	0.121522	0.158499	0.202638	0.259569	0.233025	0.421346	0.339204	0.186361	0.350923	0.124818	0.168049	0.140535	0.620368	0.254912	0.149084	0.00848886	0.0286642	0.00465759	0.0747203	0.0880044	0.0198646	0.169481	0.245234	0.11962	0.0706321	0.10757	0.0358399	0.0719958	0.0480004	0.08133	0.263611	0.0807291	0.185674	0.0253191	0.391068	0.0454896	0.0202191	0.46793	0.0499741	0.3536509	0.361582	0.358069	0.0689322	0.211417	0.0624507	0.336255	0.90254	2.69875	7.525934
5590	-13397.7	-13355.9	-41.7873	0.7824605	0.299826	0.178177	0.173305	0.137303	0.193206	0.15894	0.25408	0.209732	0.143135	0.346317	0.11487	0.193143	0.255776	0.20772	0.198276	0.38003	0.305716	0.286903	0.271238	0.114027	0.200323	0.146947	0.587269	0.176128	0.149084	0.0103278	0.0479146	0.00395855	0.040669	0.0688716	0.049169	0.283919	0.248389	0.130061	0.0590186	0.0531181	0.0437713	0.0839778	0.034803	0.0783849	0.214763	0.0469714	0.303936	0.020579	0.399878	0.0505654	0.0240128	0.445936	0.0590288	0.3807574	0.359059	0.363165	0.0632729	0.214503	0.0918214	0.399975	0.951974	2.55623	7.483493
5600	-13407	-13358.4	-48.6087	0.6147212	0.344692	0.150922	0.2316	0.180665	0.211263	0.336929	0.38119	0.177758	0.159961	0.397141	0.154201	0.139263	0.29671	0.218615	0.210076	0.432272	0.321555	0.256581	0.258452	0.12908	0.255342	0.139169	0.518562	0.374464	0.0817106	0.0337323	0.0654629	0.0114114	0.0676163	0.0768013	0.0296086	0.219856	0.211827	0.14069	0.0571968	0.114177	0.0962314	0.0484731	0.0657439	0.0665158	0.227088	0.031372	0.243656	0.0243791	0.361505	0.0482066	0.019001	0.48545	0.061458	0.3446967	0.375941	0.359196	0.063922	0.200941	0.0561578	0.320357	0.888647	2.73484	8.165632
5610	-13397.3	-13351.5	-45.794	0.6054242	0.317676	0.135643	0.231269	0.143044	0.189601	0.146334	0.31614	0.163085	0.164689	0.426565	0.14166	0.152019	0.222073	0.314008	0.224872	0.369865	0.332135	0.242119	0.257883	0.110415	0.207797	0.121134	0.620586	0.343806	0.125803	0.0508753	0.0358785	0.00351567	0.0371044	0.0845113	0.0261826	0.269956	0.305599	0.138781	0.0734269	0.0682701	0.0937312	0.064013	0.0622547	0.0783238	0.157991	0.0775416	0.235989	0.0239474	0.385759	0.0565364	0.0256304	0.461532	0.046595	0.3568156	0.336501	0.377321	0.0666655	0.219513	0.0542287	0.315274	0.884061	2.74644	7.884165
5620	-13390.1	-13352.2	-37.9243	0.8175947	0.346433	0.205479	0.250644	0.163129	0.231716	0.185072	0.289574	0.163085	0.133977	0.405897	0.123051	0.159968	0.252682	0.204366	0.206318	0.352518	0.313329	0.178117	0.23504	0.0762538	0.156093	0.112418	0.564957	0.199562	0.123099	0.00558803	0.00644787	0.0239721	0.027338	0.0748427	0.0388199	0.17045	0.190978	0.111121	0.0769166	0.0769826	0.0614464	0.0583339	0.0659951	0.0789938	0.175009	0.0533772	0.167807	0.0372846	0.380795	0.0492734	0.0298324	0.458048	0.0447668	0.3542155	0.346348	0.364153	0.0719727	0.217526	0.0992968	0.414122	0.961713	2.52487	7.097196
5630	-13398.3	-13360.8	-37.4958	0.9268543	0.35838	0.215858	0.18718	0.111689	0.186295	0.130094	0.227878	0.15579	0.135012	0.428525	0.109643	0.137663	0.252682	0.219187	0.253509	0.408123	0.307042	0.169035	0.252486	0.0789245	0.18489	0.0971826	0.514297	0.22705	0.0557594	0.0210255	0.0429205	0.0591389	0.0860034	0.0257378	0.0291419	0.181246	0.211822	0.0783989	0.0769166	0.0302636	0.117854	0.0569596	0.0727231	0.0583932	0.177584	0.0328195	0.291224	0.0287931	0.351381	0.0576234	0.0282117	0.469973	0.0640183	0.3622035	0.361735	0.358273	0.0738219	0.20617	0.122138	0.453605	0.986737	2.43752	7.054345
5640	-13401.8	-13367.5	-34.2877	0.8114876	0.357965	0.148713	0.208951	0.0813028	0.213041	0.1448	0.239077	0.151554	0.152515	0.348391	0.0929662	0.180251	0.253154	0.172406	0.235634	0.292563	0.283612	0.195269	0.197494	0.135246	0.139821	0.109683	0.581307	0.233761	0.0461815	0.0329575	0.00672726	0.0591389	0.055525	0.0236067	0.0952649	0.172972	0.136609	0.0694534	0.0678419	0.135594	0.0550936	0.0448529	0.0448287	0.0602404	0.188754	0.085186	0.203231	0.0315782	0.410264	0.0594431	0.0236532	0.43171	0.043351	0.3654086	0.354997	0.364343	0.0645591	0.216102	0.0980008	0.411718	0.960088	2.53019	6.733538
5650	-13388.9	-13358.9	-30.0091	0.7935107	0.292111	0.121274	0.208086	0.140976	0.210041	0.148161	0.204918	0.154621	0.12887	0.348111	0.116442	0.12888	0.257852	0.196738	0.231913	0.295492	0.274161	0.169746	0.334998	0.0874386	0.165714	0.108667	0.431205	0.165754	0.0738657	0.00437268	0.0405774	0.0282835	0.0277673	0.0683093	0.0138254	0.166017	0.142902	0.0896566	0.0611338	0.0434923	0.0206573	0.0448529	0.0298522	0.0490835	0.144435	0.0758581	0.258563	0.031222	0.396706	0.0559165	0.0323456	0.448016	0.0357939	0.3682143	0.368076	0.353678	0.0697288	0.208517	0.0941771	0.404508	0.95514	2.54617	6.305674
5660	-13388.9	-13352	-36.8792	0.8597537	0.324002	0.139096	0.196812	0.184664	0.203399	0.189157	0.199076	0.17775	0.220563	0.320894	0.142396	0.0901182	0.284175	0.287023	0.253875	0.368419	0.334752	0.222826	0.259231	0.0811502	0.142652	0.0754234	0.465997	0.183986	0.115915	0.0248125	0.0461673	0.0918669	0.064092	0.0581287	0.0156649	0.190538	0.189783	0.0958568	0.0788595	0.0543214	0.0495218	0.11701	0.0216943	0.0445905	0.11522	0.0441613	0.227044	0.0283552	0.345757	0.0518784	0.027801	0.506439	0.0397696	0.3847282	0.360593	0.364658	0.0686922	0.206057	0.108196	0.430123	0.97223	2.48945	6.992682
5670	-13392.2	-13354.6	-37.6863	0.7728274	0.313363	0.162111	0.217796	0.112432	0.218015	0.127346	0.282807	0.20709	0.149173	0.353814	0.0840841	0.172349	0.203182	0.257037	0.179787	0.326517	0.222389	0.199209	0.231618	0.0944281	0.217051	0.0981578	0.522233	0.239469	0.111686	0.0205247	0.0183634	0.0512225	0.0663908	0.0690704	0.0809527	0.206668	0.204309	0.0848595	0.0606062	0.0692298	0.0618053	0.0897172	0.041847	0.121022	0.203348	0.0608155	0.259503	0.0261362	0.367768	0.0500339	0.0245254	0.475387	0.0561491	0.371097	0.375983	0.357698	0.0636035	0.202715	0.089765	0.39596	0.949132	2.56514	7.0734
5680	-13390.3	-13354.8	-35.4844	0.8459674	0.27431	0.177391	0.218442	0.112846	0.203634	0.116272	0.2482	0.178919	0.143315	0.366967	0.133836	0.143051	0.253121	0.27426	0.261961	0.365255	0.311058	0.163809	0.251287	0.0965539	0.160707	0.104501	0.531127	0.222625	0.100361	0.0243278	0.00785445	0.0512225	0.0637872	0.0810509	0.0094815	0.139114	0.210871	0.112296	0.132075	0.0690986	0.0755754	0.0449231	0.0189072	0.0264307	0.167476	0.0303808	0.174526	0.0284166	0.370257	0.0557016	0.0291587	0.468501	0.0479657	0.3735469	0.378989	0.354889	0.0596135	0.206509	0.105296	0.425003	0.968921	2.50078	6.853209
