Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
910	-13384.3	-13354.3	-29.9779	0.8203545	0.273548	0.157241	0.15568	0.132058	0.202375	0.142485	0.244335	0.128197	0.129573	0.345039	0.127061	0.130897	0.185368	0.25065	0.192608	0.324443	0.276735	0.188244	0.230917	0.0942497	0.185283	0.0880597	0.435866	0.22517	0.0765256	0.0341036	0.0739363	0.0172698	0.0293998	0.0389876	0.052006	0.107386	0.217238	0.140077	0.0690083	0.0305372	0.0966127	0.0480025	0.0203952	0.0700938	0.116085	0.00400796	0.214806	0.0337117	0.322657	0.0636948	0.0198001	0.517705	0.0424309	0.3691687	0.371514	0.359932	0.0728635	0.19569	0.099882	0.415202	0.962439	2.52248	6.30256
920	-13394.4	-13356.9	-37.4931	0.6892936	0.323141	0.164377	0.18334	0.0924867	0.214032	0.132773	0.24523	0.217814	0.175455	0.35977	0.129784	0.147519	0.191878	0.302998	0.229078	0.346003	0.322333	0.208615	0.286526	0.109666	0.222665	0.138152	0.475708	0.199534	0.0677573	0.0777202	0.0417182	0.0416087	0.0420225	0.0867706	0.0561188	0.133903	0.285106	0.0829333	0.116874	0.0359413	0.0506448	0.0531794	0.0309812	0.0707799	0.158453	0.00258814	0.200093	0.0238877	0.375395	0.0570933	0.0182617	0.477589	0.0477732	0.3556399	0.355245	0.375074	0.0640729	0.205608	0.071903	0.358435	0.920835	2.64883	7.054071
930	-13396.3	-13360.8	-35.5776	0.7797791	0.263098	0.116692	0.18334	0.128616	0.23425	0.111578	0.175432	0.165902	0.175455	0.30423	0.145596	0.163035	0.234983	0.245553	0.224161	0.301767	0.301533	0.258028	0.213868	0.107237	0.190344	0.0843821	0.534021	0.197192	0.138503	0.0414242	0.0137409	0.0342	0.109011	0.123921	0.0709799	0.199747	0.199414	0.0873366	0.0936524	0.0591665	0.0318318	0.10668	0.0357404	0.0449702	0.15827	0.0185207	0.235129	0.0281046	0.391824	0.0608174	0.0264936	0.448271	0.0444896	0.3841957	0.352116	0.366739	0.0663315	0.214814	0.0912492	0.398864	0.951191	2.5587	6.862529
940	-13392.9	-13355.7	-37.2041	0.8815023	0.313682	0.149773	0.226057	0.129896	0.214853	0.186305	0.251376	0.143495	0.185163	0.3669	0.081738	0.14222	0.213262	0.21663	0.183955	0.407745	0.275454	0.1998	0.260198	0.118619	0.217544	0.111407	0.453048	0.19988	0.0976641	0.0484376	0.0241114	0.0655843	0.0590296	0.0609522	0.0863092	0.193309	0.238449	0.123118	0.0897679	0.00128978	0.0572906	0.0807217	0.0343798	0.0726681	0.133319	0.0180125	0.291757	0.029515	0.408222	0.0590882	0.020019	0.435525	0.0476304	0.3574254	0.350995	0.360901	0.0668844	0.22122	0.112747	0.43799	0.97721	2.47205	7.025172
950	-13394.1	-13352.3	-41.7863	0.605942	0.342102	0.191619	0.159707	0.147621	0.274344	0.129176	0.236029	0.204156	0.156398	0.398057	0.13423	0.159907	0.213262	0.313303	0.176099	0.435708	0.350257	0.194582	0.254108	0.102902	0.20029	0.130273	0.571296	0.23454	0.14445	0.0308643	0.0472926	0.0195272	0.083096	0.0647532	0.0475183	0.1829	0.289518	0.127882	0.0744432	0.00928314	0.08191	0.0427707	0.0409693	0.0373	0.154218	0.034204	0.26053	0.0291383	0.403011	0.0458145	0.0291664	0.455539	0.0373303	0.3482056	0.350995	0.360901	0.0668844	0.22122	0.0543359	0.315559	0.88432	2.74578	7.483396
960	-13394.7	-13350	-44.7463	0.6365315	0.344155	0.184197	0.210577	0.184806	0.295315	0.159937	0.269732	0.158893	0.201192	0.433577	0.155505	0.146151	0.292147	0.259905	0.287857	0.367476	0.266034	0.275392	0.238992	0.107846	0.188982	0.141478	0.578433	0.251934	0.100373	0.0358406	0.0891923	0.0377828	0.0693444	0.0529032	0.0377219	0.1829	0.267253	0.100067	0.079981	0.0178798	0.0769908	0.0710528	0.0381995	0.0977368	0.15761	0.00921433	0.256838	0.0282533	0.360768	0.0598136	0.0234163	0.488596	0.0391526	0.3393221	0.3493	0.358909	0.0717923	0.219999	0.0607195	0.33198	0.89887	2.70843	7.779392
970	-13390	-13349.2	-40.733	0.7291438	0.289736	0.169455	0.232698	0.130548	0.171255	0.190068	0.260985	0.223505	0.138637	0.38954	0.125305	0.148462	0.263929	0.249557	0.245168	0.368707	0.312771	0.216719	0.232372	0.0918818	0.179371	0.0986874	0.614494	0.19676	0.134377	0.0343322	0.0396922	0.0402262	0.0705065	0.0742817	0.0526694	0.180579	0.236461	0.0673694	0.0964771	0.0428892	0.0334112	0.0762115	0.0774198	0.0931268	0.199428	0.031158	0.256838	0.0262206	0.355394	0.0599321	0.0253012	0.489564	0.0435884	0.3865352	0.359464	0.363021	0.0726149	0.204901	0.0804211	0.376962	0.935207	2.60741	7.378066
980	-13390	-13348.7	-41.251	0.7043032	0.344751	0.149506	0.166277	0.129713	0.236942	0.153294	0.261828	0.197966	0.173684	0.401085	0.109051	0.18764	0.250211	0.22209	0.23999	0.333868	0.297395	0.270298	0.23492	0.100134	0.204565	0.144195	0.632793	0.208211	0.0746331	0.0460495	0.0364386	0.0160407	0.0336622	0.0621279	0.0956372	0.180579	0.205964	0.106003	0.0964771	0.0265023	0.0808422	0.0732288	0.0441253	0.123121	0.169551	0.0316892	0.276782	0.0274432	0.371386	0.0579072	0.0244658	0.475256	0.0435416	0.3530789	0.36299	0.366582	0.0635172	0.206911	0.0751077	0.365554	0.926453	2.63289	7.429862
990	-13395.9	-13355.8	-40.1401	0.8560129	0.320083	0.187899	0.229194	0.14428	0.223708	0.127255	0.350322	0.180219	0.132329	0.305684	0.146617	0.165621	0.257351	0.280161	0.197515	0.359152	0.272497	0.302454	0.227916	0.0903538	0.162924	0.079393	0.542214	0.230911	0.118642	0.0583542	0.018977	0.0230739	0.0745493	0.0602424	0.0403721	0.197161	0.278593	0.084395	0.0537318	0.055492	0.0907648	0.0854098	0.0698786	0.115814	0.125006	0.0210193	0.231249	0.0266786	0.387977	0.0562072	0.022202	0.462016	0.0449192	0.3933804	0.362756	0.366275	0.0662668	0.204703	0.10741	0.428744	0.971344	2.4925	7.31878
1000	-13396.7	-13359.9	-36.7968	0.6350202	0.362543	0.149306	0.160421	0.1322	0.219091	0.139798	0.21748	0.193391	0.123152	0.427998	0.134153	0.113735	0.271476	0.270413	0.235124	0.301126	0.339007	0.229659	0.229504	0.108529	0.135382	0.121189	0.443041	0.270257	0.0958319	0.0528504	0.0302576	0.0422154	0.0706641	0.050786	0.0655876	0.151	0.235215	0.0798734	0.127614	0.0654252	0.0935614	0.047265	0.015824	0.0790748	0.120861	0.001677	0.230883	0.0270639	0.39358	0.0570189	0.0238487	0.446843	0.0516456	0.3505574	0.336861	0.378657	0.068507	0.215975	0.060402	0.331188	0.898185	2.71023	6.984446
1010	-13398.1	-13357.7	-40.3969	0.806029	0.35966	0.164618	0.185165	0.193904	0.229633	0.13561	0.297794	0.185035	0.136335	0.35046	0.113387	0.175972	0.245961	0.259575	0.200374	0.314062	0.311425	0.2302	0.244636	0.0876592	0.224877	0.0837443	0.712113	0.219825	0.0611325	0.0716536	0.0208152	0.0523388	0.0444617	0.0748455	0.0452894	0.134124	0.170918	0.0691828	0.140592	0.0202699	0.0492045	0.116864	0.0450286	0.0999336	0.15662	0.00380685	0.305351	0.0304053	0.378179	0.0587607	0.018698	0.459105	0.0548514	0.3764612	0.341253	0.377234	0.0683855	0.213127	0.096841	0.40955	0.958612	2.535	7.344455
1020	-13393.5	-13357.7	-35.7543	0.7822408	0.223234	0.118244	0.151134	0.118413	0.207885	0.142139	0.253927	0.119421	0.158696	0.43966	0.104436	0.175328	0.225393	0.24567	0.191557	0.314429	0.305522	0.24277	0.244636	0.0787239	0.168325	0.100076	0.484424	0.224358	0.0941716	0.0551282	0.0446369	0.046661	0.0838078	0.0630751	0.0963463	0.179585	0.250274	0.142453	0.118921	0.0405878	0.0396744	0.0564095	0.00451966	0.0397695	0.145501	0.00578194	0.334496	0.0302731	0.386356	0.0585052	0.0312376	0.45711	0.0365185	0.3609576	0.34032	0.378465	0.0673927	0.213822	0.0917745	0.399885	0.95191	2.55643	6.8802
1030	-13391.6	-13358.2	-33.4459	0.8247127	0.265998	0.157759	0.155395	0.110627	0.206852	0.196389	0.268232	0.147688	0.101321	0.421792	0.0909652	0.116668	0.194843	0.224893	0.249219	0.271618	0.258104	0.239686	0.226701	0.0906416	0.132701	0.0935182	0.506983	0.209198	0.0707308	0.0428065	0.0514717	0.0158863	0.0736866	0.0789203	0.0697839	0.192293	0.258083	0.131147	0.0465704	0.0174199	0.0550362	0.0619286	0.0629804	0.0606751	0.196956	0.00685766	0.21833	0.0252932	0.411931	0.0609795	0.025572	0.430657	0.0455678	0.3844245	0.364282	0.362316	0.0665769	0.206825	0.100805	0.416896	0.963574	2.51872	6.649356
1040	-13392.5	-13355.2	-37.2802	0.8268957	0.327092	0.192331	0.192123	0.179742	0.205409	0.189484	0.228354	0.130242	0.17125	0.36217	0.14275	0.124631	0.210073	0.224893	0.242946	0.296786	0.251118	0.204791	0.290302	0.111102	0.148292	0.138691	0.513827	0.217029	0.112963	0.0443325	0.0636414	0.00483283	0.0870767	0.117991	0.034201	0.17564	0.169802	0.0802609	0.0899856	0.0174199	0.0855664	0.102951	0.044004	0.0859593	0.172587	0.00177582	0.246366	0.0226693	0.369199	0.0594201	0.024535	0.46241	0.0617667	0.393646	0.36715	0.365169	0.0629811	0.2047	0.101268	0.417741	0.964137	2.51685	7.032785
1050	-13393.2	-13346.6	-46.6626	0.6599505	0.329727	0.219248	0.213159	0.127136	0.253583	0.146272	0.296021	0.18243	0.168062	0.514464	0.146625	0.166098	0.293223	0.283965	0.266861	0.392624	0.299594	0.284456	0.255431	0.113345	0.200954	0.0753855	0.558941	0.303476	0.0771216	0.063827	0.0458366	0.0294971	0.0806271	0.117991	0.0405826	0.155639	0.239627	0.11672	0.0921715	0.0506322	0.0917899	0.0569994	0.0363842	0.0619006	0.24497	0.0312578	0.246366	0.023194	0.377619	0.0542427	0.0219865	0.47499	0.0479679	0.3437953	0.352112	0.368412	0.0635405	0.215935	0.065663	0.344004	0.909072	2.68126	7.971023
1060	-13402.5	-13361.1	-41.3586	0.569732	0.329727	0.20351	0.231271	0.201425	0.162918	0.166001	0.249012	0.181825	0.150527	0.423684	0.140001	0.141088	0.282762	0.222379	0.203988	0.211708	0.257484	0.218928	0.258613	0.122175	0.207996	0.122902	0.550355	0.246921	0.151826	0.0367832	0.209185	0.0205371	0.0552089	0.0508091	0.0862255	0.221122	0.239627	0.116659	0.0499846	0.0190155	0.0403394	0.0907565	0.0693639	0.0871637	0.212914	0.00948225	0.186424	0.0220958	0.379993	0.0607463	0.0186477	0.469514	0.0490031	0.331018	0.353154	0.375832	0.063965	0.207049	0.0469315	0.295023	0.865055	2.79299	7.440626
1070	-13406.6	-13361.9	-44.7638	0.7811087	0.321253	0.156341	0.257169	0.137033	0.340546	0.179833	0.212141	0.190699	0.121809	0.394704	0.138618	0.15679	0.301102	0.349402	0.246843	0.368233	0.38177	0.253071	0.282984	0.11874	0.136037	0.098766	0.555862	0.226156	0.217186	0.0428096	0.0742408	0.0196684	0.0729014	0.131462	0.0309616	0.19388	0.260301	0.077046	0.0560398	0.0132183	0.0497246	0.0949716	0.0331293	0.0965171	0.151458	0.0390521	0.200671	0.0227673	0.361393	0.0594484	0.0156718	0.485372	0.0553473	0.3645786	0.355608	0.36364	0.0716349	0.209117	0.091533	0.399416	0.95158	2.55747	7.78114
1080	-13391.6	-13353.3	-38.2536	0.6858712	0.298906	0.180999	0.152443	0.176768	0.256749	0.118242	0.221333	0.183381	0.175431	0.42443	0.131295	0.124228	0.285554	0.243237	0.26612	0.357162	0.275439	0.240689	0.21907	0.0712008	0.146323	0.0828699	0.548873	0.177094	0.103053	0.0632279	0.0834802	0.00901196	0.0616698	0.075875	0.0712278	0.16529	0.269684	0.069578	0.0713283	0.0193287	0.0450528	0.112565	0.0239426	0.0774829	0.169779	0.0317873	0.248927	0.0236132	0.406389	0.0586018	0.0288509	0.447421	0.0351235	0.3496298	0.360898	0.369049	0.0637077	0.206346	0.0711732	0.356787	0.919518	2.65252	7.130127
1090	-13395.5	-13356	-39.4578	0.84765	0.35802	0.178837	0.182182	0.166743	0.200197	0.160282	0.223847	0.1599	0.132131	0.298722	0.11321	0.142012	0.270822	0.307097	0.169922	0.367989	0.413154	0.192152	0.225978	0.0768301	0.165955	0.131676	0.540794	0.265711	0.103053	0.0110765	0.057446	0.0191641	0.0900212	0.0965777	0.0712278	0.16529	0.267085	0.125879	0.0691733	0.0322025	0.0685762	0.0662704	0.020976	0.0813504	0.210402	0.0173724	0.23324	0.0243909	0.385223	0.056284	0.0188104	0.462222	0.053069	0.3957304	0.365742	0.364172	0.0609709	0.209116	0.10565	0.425633	0.969331	2.49939	7.250548
1100	-13400.4	-13358.8	-41.5787	0.7810153	0.330155	0.273219	0.194838	0.181756	0.17264	0.164943	0.270314	0.163263	0.13731	0.328254	0.0962393	0.151887	0.299449	0.213878	0.207666	0.40481	0.325328	0.227625	0.267279	0.0820905	0.184596	0.0877671	0.611793	0.182754	0.221429	0.0536988	0.0351861	0.0548842	0.0721567	0.0732292	0.0801263	0.149657	0.242772	0.141253	0.0918822	0.0259881	0.0310186	0.0587482	0.0161248	0.0753554	0.121587	0.0252225	0.332459	0.0219131	0.429822	0.0433285	0.0400978	0.415268	0.0495709	0.3846444	0.373198	0.356653	0.0638003	0.206349	0.091513	0.399377	0.951552	2.55756	7.462633
1110	-13417.7	-13371.9	-45.8164	0.799568	0.393065	0.19678	0.231128	0.108504	0.225976	0.182049	0.347547	0.144556	0.131041	0.431868	0.169655	0.160183	0.204795	0.219714	0.209354	0.397408	0.366779	0.197997	0.221363	0.0983554	0.159074	0.128705	0.588497	0.269613	0.153591	0.0100991	0.000542139	0.0637021	0.121653	0.0872774	0.0227376	0.191966	0.2603	0.111019	0.11853	0.017051	0.0644313	0.0519234	0.0306485	0.0760543	0.271523	0.0261689	0.423178	0.0306277	0.405763	0.038804	0.0165087	0.45854	0.0497562	0.3942986	0.367411	0.361408	0.0620815	0.2091	0.0954668	0.40696	0.956835	2.54074	7.886401
1120	-13396.3	-13357.2	-39.1441	0.7808759	0.332896	0.18183	0.264586	0.165064	0.180861	0.16801	0.340803	0.211199	0.216771	0.299518	0.0962665	0.196023	0.180905	0.299194	0.144095	0.359759	0.27199	0.200719	0.277764	0.0977662	0.178488	0.120429	0.474086	0.239675	0.096255	0.0623234	0.0145335	0.0333958	0.0701668	0.0276219	0.04796	0.218347	0.2603	0.147317	0.0661855	0.00523105	0.094361	0.0871482	0.0331549	0.08753	0.15037	0.0134439	0.204829	0.031242	0.363326	0.0497125	0.0217628	0.477142	0.0568147	0.3537169	0.355538	0.364489	0.0711225	0.208851	0.0914833	0.399319	0.951512	2.55769	7.219172
1130	-13397	-13364.5	-32.5291	0.6929244	0.275517	0.13292	0.221901	0.0984506	0.182041	0.128286	0.226519	0.170341	0.153406	0.35896	0.11701	0.141249	0.196496	0.230458	0.189667	0.329702	0.27199	0.218036	0.209845	0.0949962	0.0946483	0.0823167	0.395584	0.212249	0.104156	0.0578647	0.0301393	0.0489733	0.0706215	0.0725322	0.0919728	0.214378	0.159812	0.0929883	0.0522344	0.0108457	0.0834666	0.105386	0.0573331	0.100678	0.170142	0.0454758	0.256085	0.0308126	0.349039	0.047617	0.0309952	0.484718	0.0568181	0.3172461	0.354872	0.367538	0.0709892	0.2066	0.0726776	0.360173	0.922218	2.64493	6.557674
1140	-13385.8	-13357.1	-28.6738	0.9611919	0.233562	0.13292	0.160303	0.0928107	0.222489	0.127864	0.233312	0.170629	0.110071	0.243812	0.125118	0.0963129	0.188409	0.177496	0.205586	0.307598	0.276039	0.196752	0.201842	0.136414	0.156856	0.0929029	0.458267	0.253891	0.123092	0.0503663	0.0615967	0.0494123	0.0442308	0.0757751	0.0536524	0.138583	0.245287	0.0804749	0.0827256	0.073172	0.0389794	0.056334	0.0323133	0.0622349	0.136476	0.0117989	0.154385	0.0331381	0.365604	0.0507569	0.022499	0.475091	0.0529108	0.3778218	0.369307	0.353805	0.068562	0.208326	0.129147	0.464768	0.99326	2.41283	6.172142
1150	-13388.1	-13356.8	-31.2356	0.9309969	0.315386	0.143537	0.146181	0.151747	0.187815	0.176588	0.252794	0.119533	0.191037	0.337141	0.111066	0.158659	0.186099	0.209303	0.15941	0.290876	0.287616	0.183514	0.208915	0.059347	0.143504	0.139949	0.441166	0.194375	0.1359	0.0226288	0.0439384	0.0397515	0.0965494	0.0204105	0.085529	0.200359	0.204902	0.124087	0.104727	0.0355634	0.0608126	0.0527308	0.0110689	0.0727691	0.120949	0.0365075	0.163589	0.0347312	0.351694	0.0507911	0.021643	0.48655	0.0545906	0.4178522	0.367065	0.355062	0.0688057	0.209067	0.122988	0.454981	0.987554	2.43448	6.42833
1160	-13394.4	-13359.4	-35.0437	0.9466117	0.327005	0.159374	0.145186	0.110252	0.226805	0.132123	0.327517	0.119923	0.173037	0.310204	0.100384	0.16407	0.264994	0.237564	0.209805	0.337991	0.305313	0.149847	0.218034	0.104756	0.145035	0.113357	0.477872	0.27594	0.139524	0.0312008	0.0686631	0.0513665	0.0404391	0.0476639	0.0371611	0.131347	0.238099	0.11974	0.0598245	0.0175979	0.0621766	0.131146	0.0103025	0.0563151	0.146217	0.0215	0.262463	0.0357894	0.327498	0.0530627	0.0290224	0.497757	0.0568705	0.3680712	0.358784	0.355766	0.0735811	0.211869	0.126182	0.460095	0.990558	2.42317	6.809135
1170	-13397.7	-13365.9	-31.7829	1.021289	0.339034	0.118238	0.163941	0.169675	0.186049	0.153482	0.264012	0.212861	0.149464	0.331441	0.105747	0.114596	0.174007	0.199586	0.120988	0.337991	0.307445	0.226798	0.25889	0.0602735	0.16484	0.126451	0.466119	0.182572	0.134413	0.0462228	0.0594917	0.0113036	0.0444694	0.0480681	0.0535477	0.141352	0.178786	0.0817358	0.058777	0.0251582	0.0894148	0.0513545	0.00597089	0.126216	0.140201	0.0402578	0.211811	0.0325311	0.324218	0.0588526	0.0330903	0.509504	0.0418047	0.3762797	0.369497	0.34805	0.0757781	0.206675	0.141182	0.483059	1.00344	2.37232	6.483052
1180	-13394.4	-13366	-28.4334	0.8317553	0.272449	0.187777	0.197608	0.159115	0.172936	0.158827	0.258143	0.115001	0.126519	0.34366	0.115398	0.12205	0.160263	0.258715	0.186416	0.285151	0.247448	0.21875	0.242249	0.0894924	0.1859	0.068445	0.374294	0.165561	0.125688	0.017993	0.0517952	0.0123051	0.0562489	0.0831405	0.0447945	0.159639	0.13738	0.0617216	0.0514513	0.00696275	0.0222979	0.0921134	0.0360305	0.0730219	0.116548	0.0513146	0.235495	0.0301861	0.342548	0.0588406	0.0202188	0.5094	0.0388065	0.3574124	0.372736	0.345449	0.0766835	0.205131	0.102296	0.419611	0.96538	2.51271	6.148108
1190	-13392.7	-13360	-32.6808	0.7410258	0.319711	0.127994	0.18097	0.153125	0.203527	0.108921	0.235563	0.184016	0.176486	0.393505	0.0985852	0.197516	0.200378	0.169565	0.193864	0.298878	0.316865	0.199443	0.233471	0.0748287	0.137802	0.0874366	0.473738	0.205117	0.0783119	0.0303891	0.0070654	0.0255764	0.039013	0.078564	0.0446455	0.172876	0.146076	0.114426	0.044583	0.0273073	0.0918161	0.0919767	0.0772546	0.0913259	0.171919	0.035758	0.232653	0.0295335	0.354107	0.0575686	0.0177488	0.480097	0.0609455	0.3574124	0.365392	0.355029	0.0757777	0.203802	0.0829641	0.382261	0.939172	2.5956	6.572844
1200	-13390.3	-13359.4	-30.8329	0.9197479	0.261842	0.18063	0.177526	0.142335	0.228271	0.158282	0.190312	0.161192	0.102287	0.372857	0.135561	0.142444	0.248016	0.199889	0.18861	0.277992	0.318204	0.185023	0.251909	0.0934693	0.184421	0.0904049	0.448112	0.189374	0.0865919	0.0352366	0.0796819	0.0738841	0.0402555	0.0873668	0.0512924	0.140177	0.221657	0.0834087	0.0742508	0.00388926	0.0323564	0.0767873	0.00114733	0.0601659	0.110671	0.0503115	0.149953	0.029956	0.304974	0.0645818	0.0149488	0.538982	0.0465572	0.3685527	0.361816	0.351554	0.0862076	0.200423	0.120676	0.451226	0.985316	2.44278	6.388052
1210	-13394.7	-13361.7	-33.0384	0.8087279	0.340812	0.152649	0.181236	0.158725	0.263299	0.12238	0.219555	0.131734	0.138659	0.253432	0.112685	0.122748	0.207964	0.187884	0.169431	0.267282	0.288538	0.193415	0.2844	0.0729751	0.164555	0.0961581	0.537674	0.210459	0.1295	0.045343	0.0560101	0.0738841	0.0451322	0.0992803	0.0692366	0.183933	0.192604	0.111089	0.057946	0.0100581	0.037896	0.0772834	0.0832105	0.107287	0.183298	0.0288263	0.138144	0.0299519	0.288506	0.0629142	0.0173297	0.538909	0.0623892	0.3763608	0.355924	0.353665	0.0848038	0.205607	0.0974146	0.410624	0.959344	2.53262	6.60861
1220	-13390.2	-13357.4	-32.8771	0.9407124	0.28635	0.172448	0.181236	0.154545	0.217796	0.11654	0.27272	0.206601	0.172659	0.274311	0.097078	0.129649	0.22155	0.251135	0.209922	0.314804	0.297177	0.206449	0.212947	0.101798	0.178144	0.0900172	0.506735	0.176955	0.127592	0.0585769	0.0608091	0.0460727	0.0461323	0.0566128	0.058602	0.119093	0.216392	0.0549615	0.0787168	0.0047432	0.0391462	0.102845	0.0163275	0.0279081	0.125208	0.0171455	0.286021	0.0305285	0.272758	0.059627	0.0294359	0.565	0.0426508	0.3794959	0.36623	0.351434	0.0827251	0.199611	0.124978	0.458176	0.989437	2.42741	6.592471
1230	-13390.9	-13363.6	-27.2448	0.909194	0.258495	0.161242	0.152124	0.153292	0.170854	0.197961	0.196925	0.124389	0.16236	0.302706	0.102853	0.115194	0.214309	0.221003	0.224316	0.270219	0.239189	0.148145	0.235524	0.0643688	0.151126	0.130098	0.462143	0.198783	0.100409	0.0264509	0.0337011	0.0617754	0.031497	0.0494033	0.0701344	0.113272	0.135127	0.091246	0.0432572	0.0119717	0.0365976	0.108148	0.0498789	0.045839	0.116836	0.0359678	0.210112	0.031426	0.314382	0.0687263	0.018348	0.521866	0.0452518	0.4295274	0.349241	0.35449	0.0806657	0.215604	0.118498	0.447647	0.983158	2.4507	6.029241
1240	-13394.3	-13356.2	-38.0755	0.9115829	0.383321	0.198006	0.196006	0.150801	0.203348	0.180491	0.250281	0.105334	0.171209	0.434856	0.126673	0.153436	0.213049	0.204688	0.196761	0.369901	0.283744	0.243408	0.262587	0.0832964	0.147525	0.112242	0.512854	0.299045	0.0746252	0.0323805	0.0933951	0.0253978	0.0439456	0.100774	0.0431525	0.17046	0.233912	0.0741499	0.0971895	0.00142293	0.0707088	0.093057	0.00937672	0.0831566	0.134681	0.0771081	0.170563	0.036727	0.31684	0.0646005	0.0258771	0.531524	0.0244307	0.3790016	0.346641	0.355567	0.0800652	0.217727	0.118992	0.448462	0.983652	2.44889	7.112315
1250	-13387.3	-13351.1	-36.2151	0.8894148	0.362771	0.158433	0.221198	0.150836	0.225784	0.16146	0.253068	0.191429	0.194824	0.352204	0.116797	0.151924	0.261781	0.210441	0.232239	0.29628	0.260985	0.243294	0.262587	0.0826941	0.181784	0.142723	0.448754	0.186624	0.0900625	0.0269949	0.0212733	0.11693	0.066573	0.0683807	0.0601289	0.167995	0.161029	0.0839266	0.056251	0.00361021	0.0351573	0.0475109	0.0439402	0.0774458	0.174053	0.016351	0.257749	0.032196	0.33951	0.0606007	0.0264134	0.494957	0.0463228	0.3698937	0.337667	0.380096	0.0701461	0.21209	0.114396	0.440789	0.978953	2.46586	6.926277
1260	-13395.6	-13356	-39.6314	0.7860138	0.296357	0.189926	0.213327	0.147785	0.300599	0.100287	0.217417	0.179086	0.160375	0.343607	0.131777	0.153964	0.23217	0.274554	0.234399	0.316037	0.281413	0.196847	0.293366	0.103771	0.170967	0.0994183	0.529958	0.172075	0.115051	0.0269935	0.0944141	0.060697	0.0465361	0.10014	0.0328436	0.181496	0.300693	0.0896293	0.100463	0.0231563	0.0739321	0.125952	0.00903359	0.0900748	0.135783	0.027326	0.294212	0.031373	0.368529	0.04639	0.0248262	0.488669	0.0402126	0.3529227	0.346853	0.364005	0.0650164	0.224126	0.0925793	0.401442	0.953003	2.55298	7.267909
1270	-13407.3	-13368.1	-39.1075	0.7824036	0.249939	0.116181	0.2033	0.168895	0.237773	0.159213	0.240795	0.141955	0.186634	0.314366	0.0999818	0.17023	0.214022	0.282153	0.243731	0.261142	0.317772	0.226527	0.253287	0.0957198	0.182545	0.0770892	0.489809	0.230592	0.157089	0.0416242	0.0944141	0.0322398	0.109197	0.073843	0.0528345	0.155477	0.34188	0.166546	0.120715	0.0571882	0.0705584	0.0961649	0.0067094	0.0325615	0.179294	0.00260766	0.260921	0.0304625	0.432045	0.0509886	0.0248313	0.390827	0.0708464	0.348922	0.349531	0.381835	0.0636787	0.204955	0.0918092	0.399952	0.951957	2.55628	7.215517
1280	-13404.6	-13359.7	-44.9755	0.7384252	0.328677	0.212233	0.198125	0.163279	0.255307	0.137786	0.267445	0.157804	0.204426	0.369009	0.213569	0.192812	0.224248	0.258504	0.233824	0.29627	0.317509	0.217448	0.286896	0.0904849	0.20642	0.105501	0.639862	0.308663	0.124003	0.0343825	0.0944141	0.028451	0.0450169	0.102614	0.0568273	0.210095	0.250518	0.103481	0.0898332	0.0956405	0.069817	0.0784346	0.00953703	0.0840827	0.14664	0.0847396	0.207691	0.0292702	0.300311	0.0489929	0.0189577	0.527395	0.0750736	0.348922	0.3578	0.362414	0.0767928	0.202994	0.0824075	0.38111	0.938316	2.59817	7.802319
1290	-13401.4	-13360.9	-40.5072	0.7696596	0.322543	0.145388	0.206497	0.139674	0.204131	0.20894	0.23975	0.196444	0.142807	0.355538	0.128971	0.187984	0.16646	0.243439	0.159168	0.272925	0.317509	0.298412	0.263594	0.0978766	0.14741	0.120979	0.603154	0.187505	0.108788	0.0482624	0.134275	0.0161759	0.0497884	0.0150075	0.0955561	0.268693	0.26603	0.140006	0.0840857	0.0221334	0.0790962	0.0863888	0.0172175	0.0997074	0.161767	0.0281657	0.277239	0.0289374	0.314953	0.054063	0.0152586	0.528344	0.0584442	0.3754109	0.362785	0.357579	0.0777633	0.201873	0.0890883	0.394626	0.94818	2.56811	7.355483
1300	-13394.3	-13354.5	-39.723	0.7453795	0.294085	0.137219	0.222746	0.123341	0.182911	0.174693	0.260929	0.135274	0.146727	0.366828	0.130647	0.134608	0.213537	0.235891	0.213514	0.345818	0.248269	0.244292	0.316207	0.064215	0.173507	0.124371	0.657597	0.206824	0.0895628	0.0216524	0.110435	0.00906186	0.0610766	0.110323	0.0911162	0.182601	0.381259	0.0692416	0.0710002	0.0143619	0.0727975	0.0794366	0.0566523	0.0625228	0.185275	0.0303538	0.224286	0.0285941	0.363604	0.0502454	0.0198043	0.493705	0.044047	0.3709413	0.371719	0.356755	0.0701184	0.201407	0.0838959	0.384177	0.94059	2.59134	7.277066
