Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
2030	-13392.6	-13355.7	-36.9343	0.8067207	0.327363	0.182898	0.209565	0.134546	0.245478	0.16415	0.292486	0.142332	0.160789	0.324408	0.134673	0.140046	0.225945	0.20519	0.192151	0.317882	0.365506	0.206746	0.221305	0.126361	0.145779	0.0901728	0.616842	0.0836246	0.0879659	0.0408725	0.0664171	0.0387195	0.0767452	0.117195	0.0180143	0.145106	0.0184464	0.229097	0.137538	0.0521481	0.0879277	0.0923116	0.178139	0.045941	0.0503173	0.0228829	0.236169	0.0401719	0.361696	0.0450498	0.0213765	0.482019	0.0496871	0.3091502	0.357555	0.355069	0.0754387	0.211937	0.096988	0.409826	0.9588	2.53439	6.998192
2040	-13389.9	-13352.7	-37.1977	0.7396743	0.258379	0.11503	0.156709	0.173351	0.267978	0.171111	0.214965	0.167923	0.163988	0.386388	0.128391	0.125264	0.209569	0.255057	0.177115	0.376345	0.270176	0.2381	0.252367	0.0807965	0.1456	0.0844681	0.525364	0.109683	0.134897	0.0396084	0.0980946	0.0259897	0.133831	0.0625996	0.01434	0.148243	0.0139207	0.284446	0.129879	0.0629683	0.101787	0.0969441	0.202095	0.069509	0.0216902	0.0767226	0.25285	0.0384985	0.375841	0.0435676	0.0274235	0.461138	0.0535316	0.365717	0.348155	0.366573	0.0690063	0.216265	0.0826749	0.381663	0.938728	2.59693	7.024534
2050	-13390.6	-13352.7	-37.889	0.8608618	0.34898	0.146154	0.18603	0.129136	0.265976	0.123865	0.315727	0.153739	0.136426	0.386388	0.122323	0.167603	0.192964	0.292243	0.192578	0.302634	0.307577	0.245059	0.252893	0.100849	0.189416	0.0872139	0.498358	0.0762025	0.0761717	0.0390063	0.101895	0.0483536	0.0965178	0.0921267	0.00750516	0.166525	0.0205575	0.266064	0.169528	0.0659823	0.0591991	0.0764028	0.228413	0.0808085	0.0177531	0.0162035	0.244319	0.0310522	0.432305	0.0368375	0.034409	0.413259	0.0521377	0.3881014	0.336783	0.383408	0.0648582	0.214951	0.108428	0.43053	0.97249	2.48855	7.093669
2060	-13398.2	-13359.2	-38.9776	0.8744176	0.432162	0.133642	0.206761	0.140269	0.171794	0.174291	0.364013	0.14395	0.141818	0.356111	0.100111	0.120562	0.22899	0.222733	0.227527	0.286555	0.347017	0.245059	0.254874	0.0965759	0.157709	0.0746482	0.656652	0.0753929	0.152551	0.0465787	0.0425866	0.0627945	0.13223	0.0591443	0.0488383	0.167592	0.0511808	0.217013	0.102237	0.0648663	0.0789798	0.072033	0.194167	0.030856	0.0311245	0.0723061	0.21623	0.0343984	0.387566	0.0479336	0.0215996	0.44727	0.0612332	0.366787	0.332139	0.379741	0.0676834	0.220437	0.111268	0.435455	0.975619	2.47766	7.202525
2070	-13395.2	-13356	-39.1454	0.8750919	0.380136	0.186587	0.212164	0.0886026	0.185106	0.174423	0.325757	0.171683	0.173029	0.359931	0.179927	0.117005	0.219081	0.230857	0.194518	0.409958	0.339489	0.20676	0.309781	0.0777982	0.197502	0.131738	0.462486	0.0675301	0.069974	0.0267604	0.086306	0.0720788	0.118254	0.0505551	0.0453184	0.153102	0.0368608	0.128619	0.188108	0.0709596	0.0838469	0.067625	0.179597	0.094889	0.0200437	0.0242048	0.30035	0.0313902	0.329906	0.05597	0.0324716	0.520811	0.0294513	0.3967066	0.3546	0.359086	0.0689557	0.217359	0.111409	0.435697	0.975772	2.47712	7.219304
2080	-13395	-13355.8	-39.1805	0.7132558	0.311699	0.140995	0.17834	0.139328	0.204269	0.147325	0.217484	0.136559	0.211624	0.320771	0.127134	0.18948	0.243313	0.219708	0.238978	0.35548	0.325081	0.209148	0.349125	0.0473343	0.154599	0.125657	0.475036	0.130443	0.113914	0.0680561	0.0959873	0.027232	0.0820088	0.0331213	0.0453184	0.196001	0.0169831	0.172226	0.173366	0.1076	0.0894657	0.105716	0.285673	0.0648265	0.0323665	0.0632005	0.250846	0.0253619	0.36983	0.0474921	0.0188717	0.475706	0.0627376	0.3658121	0.373548	0.35591	0.0672648	0.203276	0.0770217	0.369718	0.929683	2.62358	7.22282
2090	-13390.7	-13349.5	-41.2156	0.6794413	0.35554	0.121103	0.157722	0.164151	0.175398	0.252737	0.353467	0.191442	0.162224	0.311258	0.151843	0.151416	0.245273	0.252345	0.212823	0.365262	0.308604	0.240196	0.266177	0.11507	0.207005	0.110236	0.575928	0.0959444	0.130913	0.0312267	0.0703691	0.0658069	0.132992	0.0676782	0.00928616	0.192538	0.0316595	0.231474	0.172213	0.0792752	0.0858853	0.0438717	0.126084	0.073066	0.0171708	0.0485949	0.273055	0.0261357	0.318284	0.0496457	0.0220854	0.520284	0.0635652	0.3571917	0.366862	0.363122	0.0639876	0.206028	0.0698034	0.353666	0.917005	2.65953	7.426323
2100	-13398.6	-13353.8	-44.8362	0.7818019	0.383447	0.161854	0.207633	0.159496	0.175767	0.269135	0.260051	0.195675	0.151357	0.46338	0.142441	0.127083	0.27275	0.250812	0.241384	0.367184	0.300626	0.269392	0.230568	0.13899	0.136535	0.127738	0.471341	0.0522802	0.069112	0.107962	0.100419	0.0470012	0.149119	0.102387	0.0110242	0.213484	0.0522598	0.339757	0.16594	0.038148	0.102096	0.087346	0.272973	0.0528006	0.0170982	0.0661198	0.236422	0.0267089	0.331772	0.0560726	0.0255215	0.529915	0.03001	0.3625633	0.365082	0.355357	0.068422	0.211138	0.0916809	0.399703	0.951782	2.55683	7.788389
2110	-13395.7	-13359.1	-36.6387	0.7863571	0.288639	0.16764	0.178753	0.125084	0.291017	0.109049	0.289691	0.169688	0.139747	0.352491	0.0969712	0.109791	0.231336	0.273341	0.221787	0.379579	0.327357	0.244987	0.259965	0.105564	0.185589	0.0697227	0.538026	0.0620547	0.112088	0.0293552	0.0628021	0.0690141	0.081264	0.0498645	0.0877676	0.118816	0.0190611	0.179485	0.164317	0.085719	0.0580587	0.0219996	0.21133	0.0272483	0.0407649	0.0248185	0.306989	0.0294939	0.310497	0.0626689	0.0140742	0.542094	0.041172	0.3424867	0.359535	0.348662	0.0785504	0.213252	0.0926525	0.401583	0.953102	2.55266	6.968631
2120	-13388.1	-13350.3	-37.8021	0.902054	0.281844	0.17859	0.166795	0.118205	0.23675	0.174417	0.215929	0.143648	0.173154	0.325205	0.107482	0.123449	0.210936	0.249402	0.195445	0.304761	0.338287	0.24389	0.244856	0.120513	0.2106	0.107432	0.586336	0.0466004	0.0951693	0.0257729	0.0661269	0.0571407	0.108917	0.072232	0.0230124	0.147608	0.0383831	0.237438	0.153257	0.0861186	0.043375	0.0765987	0.264095	0.0599807	0.0214194	0.0748033	0.329004	0.0352598	0.305336	0.058428	0.0114295	0.526823	0.0627234	0.3639682	0.342576	0.37485	0.0715239	0.21105	0.117021	0.445194	0.981665	2.45612	7.084979
2130	-13399.8	-13362.3	-37.538	0.817368	0.321102	0.177581	0.188211	0.184767	0.271551	0.11292	0.223369	0.136074	0.191805	0.32586	0.103065	0.180986	0.292613	0.23707	0.162783	0.372673	0.281278	0.24389	0.308321	0.0919319	0.197249	0.106084	0.415843	0.0462332	0.189573	0.0659423	0.0462033	0.0434012	0.0807962	0.10555	0.0137767	0.208334	0.010485	0.221728	0.129904	0.0549954	0.103054	0.0672793	0.230133	0.0298577	0.0343146	0.0341415	0.215839	0.0367994	0.316908	0.0415091	0.0356219	0.522313	0.0468492	0.3860819	0.361995	0.351839	0.0728287	0.213338	0.0992488	0.414034	0.961654	2.52506	7.058567
2140	-13387.7	-13349.7	-37.9202	0.7986989	0.331248	0.159201	0.174743	0.129212	0.261405	0.142066	0.250402	0.148358	0.136025	0.347055	0.119009	0.148679	0.243021	0.271437	0.20396	0.311836	0.288495	0.246938	0.237033	0.0911522	0.172217	0.110214	0.467814	0.0818522	0.109086	0.0981177	0.0462033	0.117859	0.139837	0.0157784	0.0506447	0.20121	0.0313359	0.207672	0.159453	0.043527	0.0619137	0.0850874	0.256337	0.0798356	0.0049754	0.0990916	0.215451	0.0306016	0.371291	0.0519733	0.0247044	0.475867	0.045562	0.3985649	0.362715	0.358853	0.0665183	0.211913	0.0952818	0.40661	0.956594	2.54151	7.096787
2150	-13394.2	-13358.7	-35.4658	0.8368617	0.302968	0.104607	0.16832	0.14897	0.229528	0.179207	0.266069	0.148069	0.173915	0.346442	0.16963	0.1061	0.240763	0.233079	0.228157	0.357038	0.240576	0.225808	0.249558	0.0885991	0.145457	0.0892697	0.468805	0.0598147	0.0826434	0.0476296	0.0462033	0.0732242	0.111717	0.0466421	0.034285	0.176322	0.0397796	0.173149	0.198904	0.0847185	0.0485209	0.0828791	0.257885	0.0472668	0.0209146	0.0838712	0.224043	0.0263274	0.378032	0.0430242	0.0307195	0.455739	0.0661582	0.4015091	0.372028	0.361288	0.0609736	0.205711	0.103375	0.421562	0.966668	2.5084	6.85135
2160	-13399.7	-13355.8	-43.8457	0.8905194	0.403745	0.168962	0.263074	0.159809	0.252748	0.150226	0.26948	0.137398	0.159323	0.413386	0.125142	0.121878	0.187202	0.288632	0.209792	0.393358	0.336313	0.226699	0.292434	0.0927795	0.139952	0.190967	0.525036	0.0989854	0.188949	0.0525008	0.0694416	0.0847154	0.121363	0.067637	0.0545676	0.181907	0.0322775	0.171382	0.179204	0.0383544	0.0624657	0.107646	0.280837	0.069459	0.00558021	0.0808393	0.232885	0.0265838	0.368528	0.0468958	0.0190379	0.4738	0.0651548	0.377387	0.364069	0.368664	0.062114	0.205153	0.114626	0.441177	0.979194	2.465	7.689332
2170	-13397.3	-13354.1	-43.2499	0.6239379	0.276327	0.152945	0.223976	0.153358	0.226645	0.205066	0.254672	0.213693	0.12059	0.321334	0.141267	0.165132	0.303453	0.286226	0.259028	0.493494	0.317739	0.277954	0.301492	0.148121	0.178576	0.119756	0.520826	0.100496	0.11899	0.0712951	0.0627271	0.0478932	0.140586	0.0583087	0.0260851	0.241933	0.0203552	0.181409	0.117835	0.0815067	0.0558681	0.0564009	0.187633	0.0926538	0.00470308	0.0316801	0.269728	0.0329409	0.368506	0.0482053	0.0242749	0.473981	0.0520918	0.3394751	0.349829	0.363971	0.0701644	0.216035	0.0580798	0.325319	0.893057	2.72354	7.629759
2180	-13391.8	-13351.7	-40.0992	0.8456806	0.355742	0.160643	0.159647	0.182663	0.179553	0.141633	0.221469	0.186062	0.17171	0.410176	0.145707	0.136547	0.232549	0.230497	0.189209	0.412946	0.313645	0.201149	0.29597	0.0630312	0.185882	0.0897423	0.583226	0.0569545	0.154992	0.0612225	0.0733418	0.0679726	0.0994465	0.10152	0.0568114	0.163958	0.0136599	0.218785	0.116409	0.107434	0.0691006	0.0379175	0.278273	0.0247806	0.0139098	0.0336446	0.315156	0.0274554	0.345254	0.0528862	0.0225021	0.505137	0.0467651	0.3882785	0.360956	0.36237	0.0722433	0.204431	0.105235	0.424895	0.968851	2.50102	7.314688
2190	-13404.4	-13361.3	-43.0967	0.7514633	0.325601	0.183798	0.183763	0.132558	0.262418	0.252126	0.307565	0.160123	0.17171	0.355386	0.186522	0.148967	0.224356	0.369343	0.195765	0.322811	0.307492	0.211551	0.296357	0.0790663	0.181088	0.0832594	0.689112	0.0763414	0.129695	0.0401696	0.0733418	0.0544118	0.137069	0.108944	0.0521988	0.138844	0.0122913	0.248381	0.163757	0.0281589	0.0962227	0.12126	0.172771	0.0368452	0.0559956	0.0184195	0.218584	0.0286576	0.359733	0.0444096	0.0312865	0.503319	0.0325941	0.3456104	0.381157	0.360499	0.0618148	0.196529	0.0851976	0.386833	0.942542	2.58543	7.614438
2200	-13402.5	-13361.3	-41.2725	0.729716	0.294467	0.213969	0.20001	0.152909	0.251403	0.230225	0.290072	0.128269	0.194579	0.290484	0.197735	0.0967299	0.213409	0.224794	0.306908	0.352637	0.327497	0.221699	0.221769	0.0968678	0.141156	0.106769	0.503384	0.0575295	0.185347	0.0378844	0.0842776	0.0547245	0.120547	0.0732692	0.00400671	0.138247	0.00507765	0.268836	0.171821	0.112003	0.0462852	0.132032	0.299602	0.0650795	0.0434356	0.0587444	0.215518	0.0287661	0.33359	0.0542718	0.0284033	0.506672	0.0482962	0.3787538	0.368327	0.360403	0.0660768	0.205193	0.0805435	0.37722	0.935401	2.60684	7.43201
2210	-13394.1	-13351.1	-43.0833	0.66281	0.328107	0.210964	0.237634	0.221337	0.24633	0.149107	0.263794	0.176383	0.175048	0.414467	0.114876	0.164575	0.286548	0.284241	0.306908	0.401621	0.300205	0.240314	0.293583	0.108069	0.121834	0.0604779	0.650396	0.0691026	0.12424	0.0323691	0.054886	0.0754062	0.0881094	0.0589803	0.037309	0.153699	0.0127842	0.267793	0.16397	0.0718278	0.0954172	0.049915	0.244391	0.0246057	0.0384118	0.000320406	0.192742	0.0261164	0.381976	0.0491422	0.0290708	0.475753	0.0379414	0.3638418	0.35619	0.35944	0.0639293	0.220441	0.0662691	0.345441	0.910267	2.67802	7.613097
2220	-13400.5	-13354.5	-46.0648	0.7002933	0.40333	0.247033	0.195421	0.11398	0.295705	0.190544	0.269604	0.172572	0.171957	0.444049	0.136859	0.186256	0.316824	0.22416	0.255607	0.369919	0.321891	0.187446	0.255722	0.0848989	0.169504	0.155208	0.549369	0.116261	0.101787	0.0518902	0.0313473	0.0570259	0.132284	0.0804247	0.0183484	0.15685	0.0485818	0.255993	0.156803	0.0688477	0.0688599	0.155671	0.214844	0.125603	0.0272745	0.0243876	0.300297	0.0275688	0.365875	0.0397163	0.028327	0.486797	0.051716	0.3802983	0.374084	0.356318	0.065556	0.204042	0.0742509	0.363669	0.924977	2.6371	7.91124
2230	-13389.2	-13355.3	-33.8958	0.7589991	0.292448	0.184261	0.17751	0.138601	0.249731	0.171843	0.251686	0.232116	0.119349	0.37002	0.130722	0.140355	0.231722	0.211639	0.175698	0.316625	0.294906	0.188672	0.227193	0.111219	0.177868	0.0969029	0.415828	0.0829315	0.0537856	0.0438821	0.0589905	0.0544152	0.147664	0.0748097	0.0383037	0.111437	0.0297157	0.157652	0.170127	0.0505123	0.0612689	0.0407745	0.232732	0.0237012	0.0354694	0.0974821	0.221772	0.0385625	0.357469	0.0522634	0.0266609	0.475207	0.0498374	0.3468762	0.360181	0.357842	0.0707087	0.211268	0.0868095	0.390088	0.944913	2.57819	6.694343
2240	-13394.3	-13349.3	-44.9295	0.6684475	0.326222	0.150536	0.196883	0.184609	0.237962	0.177433	0.325173	0.176421	0.172081	0.389434	0.123525	0.141275	0.237877	0.273664	0.319309	0.36256	0.247967	0.205986	0.25132	0.108772	0.187342	0.0971341	0.708264	0.108288	0.0986976	0.0478532	0.0350258	0.0376701	0.156148	0.106089	0.0413048	0.225173	0.041249	0.203996	0.0978944	0.087109	0.0923301	0.0905432	0.232728	0.0977659	0.0423096	0.110583	0.243203	0.0215322	0.3391	0.0597008	0.0250134	0.517099	0.0375546	0.3426419	0.362198	0.364825	0.0692228	0.203754	0.0674656	0.348254	0.91259	2.67169	7.797711
2250	-13400.1	-13353.1	-46.9672	0.7740915	0.363258	0.185562	0.265086	0.116778	0.226565	0.227272	0.274743	0.195562	0.122474	0.468215	0.130573	0.159285	0.326534	0.300168	0.217541	0.385567	0.375621	0.205032	0.25132	0.156289	0.212059	0.137617	0.551481	0.108288	0.113867	0.032333	0.0234599	0.0588614	0.140682	0.128422	0.0143614	0.14456	0.0141407	0.28971	0.120556	0.0843231	0.144031	0.0599798	0.232728	0.0849909	0.00270811	0.0799844	0.268892	0.0234864	0.411374	0.0496585	0.0265005	0.453477	0.0355034	0.377606	0.377335	0.351825	0.0653138	0.205526	0.090035	0.39649	0.949509	2.56397	8.001483
2260	-13398.8	-13356.9	-41.8836	0.7610621	0.412194	0.218518	0.23491	0.144355	0.283206	0.191432	0.247241	0.160974	0.160307	0.38355	0.1592	0.156467	0.223002	0.242635	0.250665	0.378337	0.339902	0.254519	0.222751	0.119877	0.186532	0.0985207	0.548001	0.0921987	0.105591	0.00503501	0.0892222	0.0733869	0.0418647	0.0556834	0.0813967	0.177484	0.0141407	0.211748	0.119284	0.090959	0.0592202	0.0812499	0.184797	0.0568448	0.00444345	0.0490822	0.282396	0.0222281	0.343117	0.0589081	0.0251283	0.499024	0.0515942	0.3707132	0.371218	0.353931	0.0653067	0.209544	0.0872506	0.390972	0.945553	2.57622	7.493122
2270	-13400	-13353	-47.0333	0.6001121	0.39959	0.131767	0.231718	0.151961	0.234789	0.197598	0.351913	0.168958	0.19113	0.459337	0.10215	0.154985	0.251347	0.323911	0.239266	0.421413	0.322324	0.19454	0.240063	0.10169	0.182234	0.169854	0.548001	0.165597	0.0998342	0.0802124	0.0455896	0.0639208	0.106463	0.0939565	0.0122401	0.173379	0.0153055	0.248951	0.154594	0.110268	0.0507858	0.0637729	0.243757	0.0550763	0.0602575	0.0812991	0.312299	0.0308686	0.333929	0.0470894	0.0168895	0.519611	0.0516122	0.3494811	0.346806	0.372135	0.0732551	0.207804	0.0531312	0.312334	0.881376	2.75316	8.008099
2280	-13397.7	-13364.5	-33.1366	0.6221029	0.307124	0.117669	0.199914	0.154481	0.191262	0.162241	0.239133	0.136124	0.172584	0.25976	0.113298	0.146948	0.208908	0.209065	0.21392	0.389966	0.238866	0.189461	0.271361	0.0703984	0.168538	0.108795	0.367208	0.150317	0.128851	0.0625379	0.047277	0.071833	0.124077	0.0761998	0.144003	0.163972	0.00184152	0.165914	0.109709	0.0439517	0.0511351	0.0610869	0.214001	0.0446264	0.0353495	0.0467872	0.237931	0.0305395	0.313705	0.0574016	0.0119589	0.531396	0.0549988	0.3490763	0.365895	0.363798	0.0683542	0.201952	0.0576964	0.324337	0.892189	2.72578	6.618423
2290	-13401.9	-13357	-44.8072	0.6737116	0.415918	0.196882	0.20555	0.163519	0.263957	0.157924	0.246853	0.179088	0.179166	0.372945	0.199323	0.173977	0.271581	0.261097	0.286292	0.483626	0.288317	0.194918	0.289778	0.103548	0.215091	0.138581	0.52718	0.0577456	0.0976031	0.0593232	0.0801428	0.071833	0.140825	0.126911	0.0450951	0.193449	0.00718262	0.111764	0.158883	0.0262148	0.0543637	0.0665911	0.255279	0.119407	0.0459846	0.00423311	0.247542	0.0266251	0.332556	0.051953	0.0127009	0.525603	0.0505623	0.366709	0.364186	0.36158	0.0691921	0.205042	0.0685843	0.350858	0.914723	2.66583	7.785484
2300	-13397	-13357.3	-39.6564	0.7698044	0.272917	0.157421	0.217196	0.16093	0.254673	0.160662	0.250924	0.177612	0.125122	0.455023	0.137682	0.0867139	0.242621	0.29266	0.201298	0.46143	0.241462	0.260733	0.27253	0.0927745	0.17539	0.132422	0.487859	0.0743239	0.183846	0.0229736	0.0566221	0.0612965	0.133821	0.070787	0.00591544	0.170851	0.0265905	0.309345	0.197945	0.0583113	0.0685686	0.0421887	0.152118	0.0365904	0.0271738	0.00938647	0.243691	0.0364964	0.31425	0.0472625	0.0178669	0.533678	0.0504459	0.3533764	0.349253	0.364754	0.0744544	0.211539	0.0891192	0.394687	0.948224	2.56797	7.2704
2310	-13387	-13350.3	-36.7902	0.8458747	0.399604	0.141236	0.193557	0.12589	0.206312	0.146637	0.230396	0.138664	0.182048	0.374807	0.122253	0.121198	0.216787	0.218753	0.234075	0.310171	0.24946	0.233577	0.262287	0.102333	0.179233	0.0957626	0.599727	0.0458286	0.0898005	0.0474197	0.0763062	0.0507866	0.117121	0.0720836	0.052477	0.1485	0.0376871	0.275113	0.124439	0.0691631	0.086109	0.0504484	0.260904	0.0890438	0.0138529	0.0336089	0.158329	0.0266638	0.331498	0.0481768	0.0274923	0.500219	0.0659508	0.3807082	0.369946	0.350098	0.0714122	0.208544	0.105276	0.424968	0.968898	2.50086	6.983788
2320	-13394.7	-13361.4	-33.315	0.8917417	0.269102	0.143418	0.170586	0.148657	0.211166	0.153279	0.255225	0.0933154	0.213995	0.394381	0.172321	0.0697435	0.290637	0.235452	0.190705	0.277692	0.26515	0.205649	0.256986	0.0693025	0.188607	0.0928708	0.403408	0.0663212	0.128173	0.0477323	0.0539961	0.0671908	0.0660856	0.0501124	0.0634308	0.202492	0.0391575	0.264063	0.124439	0.0583979	0.0681814	0.0674046	0.181425	0.027091	0.0362305	0.0539046	0.198789	0.0321937	0.331172	0.0497574	0.0219564	0.497577	0.0673427	0.4022567	0.374945	0.354829	0.0700624	0.200163	0.11488	0.441606	0.979459	2.46405	6.636267
2330	-13398.9	-13361.9	-37.0615	0.7644894	0.34315	0.142604	0.195312	0.149058	0.233489	0.140718	0.233807	0.205659	0.13928	0.338084	0.147374	0.115604	0.21759	0.283735	0.245385	0.321657	0.256835	0.265355	0.197937	0.11837	0.169302	0.140562	0.480723	0.0896578	0.105578	0.0713209	0.117088	0.0415901	0.109647	0.0773272	0.0907935	0.0951124	0.0391575	0.158177	0.195641	0.0216028	0.0723723	0.0813087	0.218858	0.0127688	0.012237	0.0397936	0.279287	0.0311308	0.363839	0.0588646	0.0250612	0.485299	0.0358061	0.3718968	0.352827	0.366682	0.0702164	0.210275	0.0879834	0.392434	0.946608	2.57297	7.010912
2340	-13395.7	-13354.3	-41.3952	1.009841	0.342025	0.150319	0.254196	0.13277	0.2124	0.160549	0.259513	0.164929	0.170683	0.462572	0.114149	0.167944	0.201025	0.315172	0.190442	0.407393	0.295033	0.252587	0.245332	0.0994628	0.22271	0.110266	0.532563	0.0767252	0.14975	0.0324661	0.0681807	0.0603614	0.110535	0.101568	0.0364643	0.181822	0.044335	0.270581	0.18434	0.0302535	0.0635199	0.0908731	0.202817	0.0141405	0.00867496	0.0230343	0.229808	0.0273586	0.440537	0.0451865	0.0257928	0.40593	0.055195	0.3910766	0.348756	0.375822	0.0645502	0.210872	0.138913	0.47969	1.00161	2.37979	7.444286
2350	-13388	-13354.7	-33.3151	0.7872259	0.275368	0.150319	0.168512	0.13653	0.234156	0.113714	0.238961	0.173066	0.179033	0.357327	0.0980086	0.161309	0.205354	0.22535	0.213218	0.291787	0.345131	0.206078	0.250902	0.0994628	0.148587	0.114526	0.488677	0.0484621	0.117164	0.0334028	0.0762524	0.034394	0.117846	0.105218	0.0622563	0.179454	0.0183517	0.199468	0.119428	0.0513149	0.0635199	0.0423184	0.114679	0.0506535	0.0337194	0.0599346	0.233067	0.0301265	0.408939	0.0470806	0.0245554	0.435768	0.0535298	0.365576	0.348801	0.364291	0.0651757	0.221732	0.0928378	0.40194	0.953352	2.55187	6.636279
2360	-13392.9	-13359.9	-33.006	0.8938115	0.287569	0.187609	0.184535	0.170093	0.19349	0.163264	0.238961	0.118537	0.147884	0.279962	0.12582	0.114851	0.192293	0.259546	0.204444	0.358482	0.217849	0.237306	0.232021	0.100724	0.135513	0.107815	0.462324	0.033313	0.137098	0.0288152	0.0550116	0.0766743	0.118473	0.123064	0.0541991	0.119309	0.00930251	0.272504	0.119428	0.0793634	0.0790308	0.0879142	0.17163	0.0114399	0.0251607	0.0906408	0.192106	0.0318758	0.467195	0.0404868	0.0316384	0.377277	0.0515274	0.377045	0.362761	0.361322	0.0601376	0.215779	0.11531	0.442331	0.979907	2.46245	6.605368
2370	-13385.8	-13355.3	-30.4579	0.7966108	0.283089	0.0806134	0.183064	0.170093	0.178936	0.118018	0.245266	0.115921	0.156658	0.319172	0.0985502	0.166541	0.220191	0.21969	0.138495	0.368493	0.265232	0.217528	0.239298	0.101653	0.119946	0.13938	0.447048	0.0847381	0.101158	0.0362164	0.0666443	0.0889343	0.0969902	0.0679718	0.0306526	0.141312	0.00399146	0.196631	0.145633	0.076439	0.0483227	0.0419948	0.223016	0.0109994	0.0414948	0.0457801	0.208755	0.0277221	0.427618	0.0514562	0.0366193	0.40456	0.052024	0.3819376	0.355398	0.365827	0.0633242	0.215451	0.0948374	0.405766	0.956011	2.54339	6.350551
2380	-13388	-13352.1	-35.9149	0.7852899	0.319365	0.132781	0.198217	0.155703	0.224869	0.147956	0.264421	0.180728	0.150672	0.307522	0.112349	0.16357	0.240345	0.212814	0.194793	0.319755	0.318213	0.208967	0.223769	0.0784253	0.230567	0.153118	0.533986	0.096819	0.0987736	0.0223283	0.0447179	0.134562	0.0757948	0.0538278	0.0717039	0.0990735	0.0187684	0.207082	0.145633	0.0817374	0.0682518	0.0640309	0.223016	0.0488141	0.00377592	0.0110702	0.253575	0.0302275	0.420781	0.0511626	0.0339989	0.42311	0.0407201	0.3670754	0.340111	0.378256	0.0608382	0.220795	0.0924249	0.401143	0.952794	2.55364	6.89626
2390	-13408.3	-13372.3	-36.0063	0.7712476	0.357833	0.119595	0.232811	0.166628	0.22807	0.149857	0.233597	0.102187	0.168904	0.340734	0.146025	0.175277	0.290231	0.216957	0.178989	0.333264	0.291039	0.186049	0.205618	0.11988	0.114714	0.144431	0.481995	0.114447	0.0733765	0.0879861	0.0308642	0.0576702	0.122615	0.040596	0.062358	0.130961	0.0287576	0.142787	0.152607	0.0552439	0.0519622	0.0945187	0.318279	0.0542885	0.00827595	0.0132837	0.27983	0.0253623	0.453416	0.0443605	0.0283717	0.359323	0.0891661	0.4043465	0.340518	0.379599	0.0599685	0.219914	0.0894275	0.395295	0.948658	2.56662	6.905396
2400	-13390.8	-13349.2	-41.6167	0.6781081	0.371456	0.185822	0.205739	0.166357	0.224839	0.159356	0.255167	0.202544	0.15153	0.402166	0.117989	0.149068	0.277639	0.269127	0.249389	0.370191	0.306654	0.252344	0.302239	0.0642206	0.148394	0.144431	0.498794	0.0675142	0.0705945	0.0433861	0.0597773	0.0485126	0.0849795	0.123223	0.020567	0.178776	0.0121272	0.301287	0.200856	0.056306	0.055133	0.0683276	0.231871	0.0877636	0.0248994	0.0315914	0.223487	0.0268235	0.456804	0.0390203	0.0360096	0.386058	0.0552848	0.349956	0.350324	0.370375	0.0636265	0.215674	0.0695196	0.353015	0.916478	2.66099	7.466438
2410	-13395.8	-13356.4	-39.418	0.5994128	0.338712	0.216276	0.1993	0.112858	0.212338	0.165442	0.290452	0.173405	0.213185	0.346537	0.141206	0.156804	0.279024	0.291574	0.223292	0.291148	0.315025	0.222816	0.222268	0.108484	0.152147	0.103414	0.545279	0.0599115	0.103301	0.0424302	0.0703188	0.0551624	0.109425	0.0657403	0.080701	0.162749	0.0209932	0.138962	0.154474	0.0729903	0.0788798	0.112427	0.203944	0.0612709	0.00490328	0.0204539	0.306539	0.0285516	0.382169	0.0420886	0.0248781	0.460654	0.061658	0.3920033	0.356548	0.378438	0.0591556	0.205858	0.052987	0.311946	0.881019	2.75405	7.246562
2420	-13397.9	-13361.3	-36.6124	0.7141093	0.2692	0.196671	0.160569	0.133893	0.201856	0.128401	0.357931	0.11424	0.130884	0.459801	0.147208	0.136265	0.231118	0.297616	0.182052	0.290189	0.279479	0.234361	0.222268	0.115774	0.20117	0.105566	0.511044	0.0737709	0.140006	0.0357014	0.0452129	0.0698058	0.100828	0.0593189	0.00853197	0.125662	0.0335514	0.334991	0.150277	0.07339	0.0466778	0.0330415	0.185267	0.0295211	0.0447863	0.0289344	0.23917	0.0245835	0.362451	0.0504464	0.0329597	0.468282	0.061277	0.363158	0.371317	0.361944	0.0669872	0.199752	0.0772042	0.370112	0.929987	2.6227	6.966001
