Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	lambda	pi[1]	pi[2]	pi[3]	pi[4]	TL
6310	-13512.4	-13480.2	-32.2682	0.292011	0.139059	0.198686	0.158091	0.180718	0.177515	0.226252	0.113728	0.222776	0.451139	0.137074	0.154564	0.27313	0.18149	0.262491	0.261241	0.38747	0.234959	0.265767	0.179316	0.17748	0.0700465	1.22186	0.0967556	0.258789	0.0853634	0.311829	0.208254	0.0910399	0.0463665	0.108379	0.120456	0.0773225	0.0355699	0.010954	0.0362319	0.149039	0.106341	0.164098	0.00854803	0.306876	0.079862	0.0944622	0.0486734	0.322824	0.0754258	0.00733376	0.476834	0.0689093	0.102546	0.32886	0.373978	0.0821015	0.21506	8.363395
6320	-13503.5	-13475.1	-28.4686	0.218785	0.15389	0.232178	0.187843	0.232852	0.176623	0.233412	0.153098	0.236709	0.394805	0.174732	0.157954	0.231232	0.267574	0.256473	0.286306	0.363834	0.287506	0.252413	0.095135	0.183718	0.101034	1.03504	0.0888396	0.260739	0.0990014	0.266941	0.231287	0.0603972	0.0173389	0.0831748	0.0640739	0.0156238	0.0183198	0.0319279	0.0357868	0.114958	0.0890219	0.172877	0.0324445	0.287157	0.0800586	0.0199448	0.0479689	0.293106	0.0865568	0.0117309	0.525761	0.0348762	0.1063236	0.340175	0.368684	0.0879836	0.203157	7.983063
6330	-13498.1	-13471.7	-26.4664	0.252904	0.17441	0.220357	0.211769	0.213893	0.111809	0.276425	0.146479	0.160426	0.377895	0.133184	0.152265	0.226508	0.206837	0.210054	0.34213	0.30791	0.244135	0.277785	0.124776	0.20198	0.106684	1.08782	0.150146	0.242424	0.0733093	0.285284	0.185494	0.0617813	0.0320513	0.0570459	0.0496861	0.0578806	0.0374242	0.0206093	0.0180267	0.0759053	0.0463356	0.171131	0.0995554	0.176785	0.0772269	0.0962352	0.0488136	0.362464	0.0770344	0.00210841	0.462859	0.04672	0.1070295	0.335896	0.360158	0.0906412	0.213305	7.78277
6340	-13498.5	-13465.9	-32.5623	0.335513	0.176234	0.192046	0.20146	0.266696	0.180314	0.319837	0.145967	0.19385	0.397017	0.114922	0.166246	0.270588	0.241313	0.316391	0.387539	0.332856	0.254876	0.319646	0.120972	0.176925	0.104046	1.13182	0.12456	0.273891	0.089958	0.219136	0.158037	0.0959983	0.00375093	0.0869325	0.0608892	0.0799447	0.0492535	0.0669289	0.0201212	0.16074	0.0463356	0.166467	0.0503388	0.16806	0.0484335	0.0748641	0.0512323	0.300767	0.076799	0.0182079	0.515726	0.0372679	0.113426	0.320032	0.377084	0.0855928	0.217291	8.391721
6350	-13516.1	-13486.5	-29.6289	0.228124	0.160718	0.242826	0.151256	0.248343	0.111985	0.274204	0.143276	0.144935	0.520939	0.162958	0.151297	0.270588	0.262165	0.319955	0.352485	0.326355	0.220114	0.261494	0.19792	0.176505	0.106192	1.05868	0.163559	0.232825	0.0472816	0.212488	0.114239	0.0781117	0.0348617	0.100177	0.0186511	0.142723	0.0314489	0.0548779	0.00682248	0.095867	0.0606258	0.0995781	0.0470398	0.308669	0.106497	0.0489069	0.0465544	0.297163	0.0823184	0.00735391	0.510084	0.0565257	0.1115283	0.33268	0.364572	0.0891952	0.213553	8.098567
6360	-13495	-13466	-28.9917	0.34799	0.132293	0.259975	0.151256	0.233887	0.141122	0.247777	0.15805	0.15109	0.432279	0.134816	0.183305	0.240313	0.333905	0.259017	0.322836	0.284928	0.276256	0.193854	0.115183	0.214806	0.0941418	1.29726	0.107992	0.196663	0.0574623	0.222903	0.152892	0.0861724	0.011895	0.0708385	0.0407824	0.0884542	0.0217163	0.0183526	0.0380482	0.114382	0.0562196	0.100048	0.0836209	0.212036	0.0608735	0.0863467	0.0457513	0.350195	0.0769347	0.012542	0.477395	0.0371816	0.1196397	0.350069	0.370151	0.0814063	0.198374	8.034036
6370	-13507.8	-13468.6	-39.2513	0.410028	0.138623	0.241082	0.195631	0.270703	0.111163	0.236816	0.15805	0.297356	0.424854	0.146836	0.152579	0.292082	0.259176	0.266984	0.367085	0.358719	0.281893	0.344807	0.138	0.194462	0.0995422	1.52375	0.136167	0.319256	0.0779287	0.248837	0.15052	0.0843528	0.00961225	0.136725	0.0926733	0.0870295	0.00490879	0.0147606	0.013169	0.160374	0.0729595	0.153273	0.0930648	0.195057	0.0636199	0.0369013	0.0496743	0.334308	0.0834441	0.0083869	0.492571	0.0316156	0.1055721	0.311894	0.382281	0.0901037	0.215721	9.06141
6380	-13500.2	-13466.9	-33.3745	0.326359	0.161427	0.213582	0.114621	0.236695	0.125029	0.188808	0.214103	0.220583	0.462538	0.0995271	0.19107	0.231869	0.23575	0.241691	0.460644	0.295427	0.259187	0.272617	0.143496	0.245977	0.145094	1.22645	0.117271	0.278657	0.0779287	0.22303	0.15942	0.0953232	0.0682863	0.109684	0.0784708	0.0808029	0.022507	0.00969443	0.0364624	0.0973659	0.0782479	0.194874	0.0796499	0.232758	0.0511173	0.0684542	0.0485789	0.332634	0.0705583	0.0132152	0.48171	0.0533039	0.117383	0.330156	0.374891	0.0841475	0.210806	8.472545
6390	-13493.1	-13462	-31.1729	0.352197	0.10733	0.217516	0.11704	0.290248	0.126942	0.258078	0.112908	0.184822	0.496367	0.152325	0.192254	0.201306	0.284251	0.247004	0.323939	0.298848	0.264155	0.276816	0.104901	0.170303	0.151684	1.22326	0.146326	0.234105	0.114242	0.26856	0.134248	0.0474171	0.0725964	0.100685	0.0430253	0.123312	0.0406198	0.0119484	0.0586027	0.134915	0.0573319	0.134671	0.0598515	0.193724	0.0554258	0.0661397	0.0479104	0.325515	0.0890856	0.0146796	0.493773	0.0290369	0.1188098	0.338417	0.372102	0.0787464	0.210735	8.252245
6400	-13498.8	-13467	-31.7288	0.337226	0.164121	0.274439	0.100914	0.219643	0.173259	0.313722	0.163148	0.170527	0.441045	0.1492	0.165492	0.275096	0.222793	0.237187	0.35541	0.315928	0.281448	0.239237	0.0960487	0.155627	0.125608	1.2995	0.117187	0.181253	0.0995971	0.307218	0.140013	0.077524	0.0571448	0.0941094	0.0101871	0.135201	0.106605	0.00556366	0.0386276	0.0506923	0.0177155	0.132235	0.0587158	0.2452	0.0710073	0.0879392	0.0469895	0.383813	0.0663824	0.0119409	0.457228	0.0336454	0.09354632	0.34045	0.370452	0.0737691	0.215328	8.310354
6410	-13494.4	-13463.1	-31.2687	0.28407	0.160845	0.274439	0.15525	0.223071	0.164614	0.313543	0.172884	0.185932	0.408781	0.158383	0.165492	0.243508	0.225678	0.203218	0.423747	0.349195	0.244534	0.24004	0.127559	0.186642	0.14031	1.22408	0.114233	0.308231	0.142113	0.233134	0.126299	0.0772324	0.00884894	0.0792787	0.0276527	0.0528328	0.0823771	0.0254484	0.0466534	0.0721493	0.0573116	0.127729	0.0311959	0.216281	0.0719473	0.0862345	0.0488147	0.380847	0.0702527	0.00800001	0.43911	0.0529748	0.1069742	0.328553	0.386961	0.07799	0.206497	8.263004
6420	-13497.8	-13468.2	-29.6222	0.317343	0.212635	0.213116	0.193307	0.243816	0.116791	0.309297	0.139127	0.198707	0.328656	0.119864	0.193312	0.257483	0.218766	0.238015	0.384837	0.281949	0.255561	0.231423	0.121955	0.171751	0.126083	1.16809	0.12077	0.237519	0.110719	0.244115	0.159175	0.0780586	0.0214981	0.0422524	0.0849064	0.0949882	0.122931	0.00199196	0.0596872	0.0632259	0.0838763	0.133627	0.0767331	0.19578	0.0646339	0.0597006	0.0456066	0.343998	0.0724295	0.00405403	0.455942	0.0779702	0.109716	0.333383	0.376009	0.0756953	0.214912	8.098078
6430	-13494.4	-13463.5	-30.8487	0.308028	0.14934	0.230167	0.088753	0.257974	0.154487	0.215388	0.139127	0.209878	0.341088	0.131105	0.157899	0.220888	0.289346	0.26239	0.357335	0.351414	0.288348	0.269591	0.137189	0.206745	0.13899	1.11077	0.143704	0.238528	0.0882643	0.296585	0.188404	0.103776	0.0782862	0.0711131	0.057945	0.0680187	0.0364824	0.034765	0.0391178	0.109032	0.0337762	0.186834	0.0547541	0.218557	0.0472863	0.10835	0.0511713	0.374135	0.0720163	0.0127135	0.457368	0.032596	0.118924	0.331622	0.388534	0.0743257	0.205518	8.219813
6440	-13492.1	-13466.6	-25.4461	0.307228	0.177278	0.257581	0.140597	0.25831	0.103825	0.21494	0.155843	0.153964	0.359553	0.119096	0.131322	0.248645	0.212167	0.23411	0.354438	0.341572	0.212179	0.248472	0.137189	0.202221	0.0874701	1.08912	0.114628	0.206963	0.0959054	0.274004	0.17195	0.0757836	0.0221326	0.104437	0.0740127	0.131408	0.090125	0.00109733	0.0305588	0.027711	0.0564406	0.0956135	0.0547541	0.203678	0.0556996	0.0453799	0.0494357	0.353837	0.0890778	0.0165103	0.464589	0.0265511	0.1204064	0.323817	0.377782	0.0817569	0.216644	7.679399
6450	-13490.4	-13463.7	-26.7091	0.34077	0.144733	0.189984	0.140597	0.269224	0.143051	0.256483	0.158938	0.15254	0.331171	0.126073	0.132876	0.21439	0.273171	0.24345	0.422355	0.284322	0.328403	0.239599	0.128971	0.176206	0.114909	1.11277	0.0755877	0.230504	0.0909716	0.312204	0.192339	0.0877111	0.0302326	0.0852952	0.0525375	0.061075	0.0160894	0.014436	0.0423495	0.106843	0.0251572	0.14879	0.0462287	0.149189	0.084329	0.0300532	0.0545074	0.317544	0.084274	0.0106511	0.496484	0.0365394	0.108332	0.326465	0.376442	0.0906064	0.206486	7.806909
6460	-13497.2	-13462.4	-34.8356	0.309132	0.193556	0.273417	0.153893	0.220528	0.133326	0.261308	0.142423	0.203472	0.493337	0.181483	0.155926	0.193801	0.29351	0.239232	0.250445	0.387765	0.304288	0.239599	0.134971	0.204553	0.150874	1.402	0.106403	0.20441	0.0940615	0.269618	0.16768	0.0725829	0.0170271	0.0684195	0.0515605	0.0718865	0.0745813	0.0440638	0.0275275	0.0847532	0.066148	0.135938	0.105748	0.283467	0.0903812	0.0603331	0.0559576	0.330728	0.0728622	0.00230031	0.498082	0.04007	0.1095986	0.319799	0.376702	0.0926594	0.210839	8.619429
6470	-13497	-13472.9	-24.0563	0.302956	0.118733	0.205776	0.150568	0.21166	0.123158	0.265727	0.131776	0.222102	0.373916	0.138897	0.184786	0.274179	0.232191	0.23513	0.34388	0.337089	0.188756	0.216466	0.101877	0.202422	0.0963909	1.0946	0.0664519	0.269677	0.0436697	0.262226	0.167505	0.0639067	0.0179536	0.0432195	0.0229576	0.0717917	0.0253815	0.0583896	0.0617737	0.0753814	0.0205284	0.117725	0.0624777	0.213662	0.0566255	0.0662367	0.0629402	0.325062	0.0715976	0.00531106	0.494673	0.0404161	0.1189264	0.332977	0.352122	0.0950858	0.219816	7.540575
6480	-13485.5	-13461.4	-24.0556	0.293598	0.204182	0.207941	0.132703	0.204472	0.132587	0.25074	0.126904	0.170406	0.306476	0.118226	0.160673	0.214697	0.220666	0.23513	0.290628	0.297777	0.282419	0.269161	0.145939	0.228997	0.152701	1.17488	0.0756578	0.208416	0.0632045	0.195008	0.136077	0.0779468	0.027614	0.0704806	0.0719302	0.0834441	0.058584	0.00891247	0.0295839	0.0596106	0.0501838	0.120962	0.0677097	0.173716	0.0566255	0.0831492	0.064356	0.32886	0.0751817	0.00910776	0.472541	0.0499538	0.1167723	0.326619	0.371265	0.0899983	0.212118	7.540718
6490	-13501.3	-13470.4	-30.8591	0.343685	0.146607	0.253431	0.122861	0.238991	0.186807	0.229032	0.165022	0.186493	0.40171	0.156646	0.187317	0.209771	0.252894	0.218787	0.370104	0.409772	0.285339	0.23841	0.126688	0.152817	0.112895	1.22614	0.118559	0.282093	0.0869401	0.243775	0.184943	0.110592	0.0193102	0.0421882	0.0417557	0.0945034	0.0373861	0.0227689	0.00361046	0.06787	0.0156176	0.171047	0.0590004	0.213096	0.096705	0.0860579	0.0583635	0.312755	0.0706836	0.00251076	0.514806	0.0408812	0.1270756	0.315363	0.370671	0.0964372	0.217529	8.220037
6500	-13495.8	-13470.9	-24.8829	0.283375	0.192038	0.267619	0.10372	0.251828	0.109012	0.279477	0.10573	0.19237	0.375823	0.18483	0.128101	0.239051	0.232971	0.288101	0.339994	0.345468	0.256335	0.234294	0.116799	0.170597	0.127333	0.982324	0.0860513	0.297319	0.0540083	0.211398	0.131208	0.0766725	0.0663941	0.0572717	0.0417557	0.059028	0.0197608	0.0226209	0.0442544	0.075337	0.0420246	0.130159	0.092659	0.223996	0.0411683	0.0419553	0.0621914	0.327423	0.0781391	0.00833305	0.469842	0.0540719	0.1288919	0.308955	0.372604	0.0911676	0.227273	7.62223
6510	-13503.2	-13477	-26.203	0.287884	0.182767	0.178857	0.147482	0.271712	0.138847	0.221803	0.144806	0.169238	0.374832	0.183679	0.140649	0.18923	0.18076	0.226608	0.403991	0.3221	0.256522	0.330767	0.0738972	0.178763	0.170243	1.0075	0.121846	0.201226	0.112687	0.152061	0.146869	0.0763986	0.0588352	0.0610249	0.0653341	0.113928	0.0327047	0.0287954	0.0414395	0.105791	0.0470087	0.134014	0.0831969	0.299104	0.038258	0.0514188	0.0599838	0.32931	0.0727553	0.0102676	0.472473	0.0552102	0.1224928	0.345583	0.355358	0.0873974	0.211662	7.754881
6520	-13493.4	-13460.9	-32.5048	0.28018	0.211172	0.250722	0.147824	0.23773	0.103748	0.215366	0.154976	0.157249	0.374856	0.195416	0.128072	0.230469	0.222692	0.226608	0.391288	0.361025	0.294537	0.291465	0.102291	0.173481	0.150643	1.31767	0.136159	0.311573	0.0857393	0.236348	0.228615	0.0731929	0.0237484	0.0779193	0.0197696	0.096237	0.0514751	0.0309143	0.0414395	0.148485	0.0479534	0.144276	0.0530626	0.228639	0.0619644	0.0696668	0.0551799	0.338118	0.077059	0.0136619	0.485787	0.0301946	0.1065709	0.328063	0.36455	0.0913859	0.216001	8.386658
6530	-13499.7	-13478	-21.7549	0.292413	0.102235	0.200729	0.144256	0.223921	0.153977	0.224469	0.187984	0.165035	0.332506	0.134505	0.130196	0.239738	0.227738	0.227031	0.384797	0.307615	0.201526	0.251819	0.129264	0.240749	0.106552	1.00091	0.107927	0.213274	0.0454088	0.260511	0.160148	0.0360794	0.00419709	0.0899245	0.0440149	0.0915296	0.0143417	0.0113301	0.0937793	0.0840347	0.0384352	0.156565	0.00447651	0.167963	0.0442141	0.0327529	0.0546317	0.319816	0.0895885	0.00968039	0.48096	0.0453231	0.1144644	0.311291	0.38599	0.086877	0.215843	7.310876
6540	-13496	-13471.3	-24.6173	0.314609	0.151032	0.194607	0.128736	0.264148	0.120066	0.173731	0.158395	0.192975	0.296983	0.131237	0.162187	0.245957	0.220281	0.208898	0.361654	0.428187	0.314744	0.269785	0.124727	0.213695	0.145331	1.04081	0.0680504	0.190794	0.0693688	0.254221	0.208232	0.0320762	0.0166654	0.0427438	0.0374978	0.0662636	0.0163601	0.0313888	0.0781414	0.114751	0.0531976	0.125175	0.0132492	0.177178	0.0551413	0.0827916	0.0609577	0.328136	0.0868138	0.00999351	0.477554	0.0365449	0.1250173	0.322675	0.377034	0.0955875	0.204704	7.596065
6550	-13492.4	-13464.8	-27.6424	0.286584	0.18344	0.177266	0.161523	0.337935	0.119653	0.193756	0.148494	0.177493	0.333045	0.183696	0.15516	0.286893	0.196421	0.254368	0.354797	0.345809	0.278225	0.295727	0.130919	0.184424	0.10801	1.08398	0.0912683	0.286516	0.130205	0.258037	0.13473	0.0786753	0.0120898	0.0868061	0.0511292	0.104194	0.00664554	0.0156519	0.0651245	0.0627171	0.0578543	0.140653	0.0412216	0.171083	0.0739433	0.0524082	0.0599636	0.308283	0.0781258	0.0147367	0.495402	0.0434889	0.1250173	0.324996	0.370279	0.0923787	0.212346	7.898575
6560	-13506.6	-13480.8	-25.7994	0.308038	0.174793	0.263871	0.164812	0.241308	0.141995	0.172851	0.11204	0.171483	0.430021	0.144505	0.187286	0.19782	0.180615	0.418212	0.368839	0.325419	0.250802	0.249499	0.0895205	0.178369	0.0930645	0.993937	0.0680187	0.275521	0.0881041	0.231163	0.1308	0.0533444	0.0439136	0.0739972	0.0307897	0.104517	0.0517261	0.00458097	0.0651245	0.0910064	0.0613922	0.12745	0.0379136	0.196961	0.0687345	0.0499714	0.0577222	0.259606	0.087268	0.0139789	0.553262	0.0281628	0.1264147	0.320993	0.358347	0.10701	0.213649	7.714131
6570	-13504.9	-13476.4	-28.501	0.331231	0.181861	0.223214	0.153331	0.254836	0.176737	0.261308	0.109161	0.192718	0.34062	0.213717	0.117374	0.246005	0.27552	0.214881	0.393977	0.355259	0.244087	0.255441	0.143482	0.204664	0.14649	1.06296	0.071987	0.251783	0.142037	0.199697	0.146333	0.094041	0.0235718	0.050644	0.0716341	0.0940287	0.0355605	0.0470084	0.0381778	0.100763	0.070121	0.114936	0.060022	0.165811	0.070689	0.0383549	0.0583492	0.312529	0.0843196	0.0130909	0.483997	0.047714	0.1086348	0.290389	0.398049	0.0916773	0.219884	7.986069
6580	-13502.2	-13477.9	-24.2837	0.248715	0.225183	0.195361	0.1666	0.24851	0.168341	0.19114	0.147728	0.229965	0.308027	0.149267	0.207034	0.246005	0.224332	0.239411	0.402188	0.313188	0.273711	0.248496	0.120346	0.194069	0.0964016	0.878358	0.117729	0.200372	0.0642936	0.210112	0.158723	0.0859337	0.0596929	0.0128654	0.0529564	0.0814414	0.014185	0.0277638	0.0226233	0.159925	0.0284996	0.118611	0.0306972	0.281254	0.0208905	0.0921453	0.0598715	0.365293	0.0761751	0.00381346	0.45701	0.0378368	0.1211103	0.309141	0.381063	0.0825059	0.22729	7.563093
6590	-13493.7	-13466.5	-27.2273	0.312097	0.210671	0.228347	0.142118	0.298855	0.141685	0.281867	0.194146	0.148946	0.353195	0.164635	0.165015	0.229356	0.271495	0.234545	0.311851	0.330998	0.277553	0.20215	0.127145	0.187978	0.117106	1.09714	0.118908	0.213859	0.064851	0.209479	0.147081	0.0712134	0.0276552	0.0788	0.0133633	0.0496331	0.0626588	0.022096	0.039269	0.152235	0.0409125	0.115358	0.063397	0.243506	0.0130853	0.0818682	0.0517343	0.356341	0.0768236	0.00513402	0.464633	0.0453339	0.1144405	0.317861	0.381353	0.08311	0.217677	7.858123
6600	-13497.6	-13469.6	-28.0164	0.271967	0.128544	0.214354	0.147576	0.281915	0.179398	0.254828	0.169845	0.220622	0.292027	0.0956832	0.16833	0.240478	0.349952	0.27613	0.409628	0.286591	0.252367	0.299785	0.113846	0.159096	0.14691	1.06298	0.108617	0.272268	0.05231	0.172933	0.15903	0.0659155	0.0427029	0.0526921	0.077383	0.0871609	0.0506118	0.0606417	0.0459292	0.106228	0.0521183	0.11303	0.050292	0.219197	0.049213	0.0740744	0.0534122	0.33147	0.0785774	0.00536168	0.490283	0.0408958	0.1326751	0.338129	0.373065	0.0802293	0.208577	7.935202
6610	-13502.5	-13472.9	-29.5612	0.279326	0.191721	0.198181	0.106698	0.312582	0.172896	0.250589	0.136175	0.173945	0.323309	0.193455	0.160638	0.212963	0.28472	0.217688	0.342171	0.365093	0.309504	0.302843	0.0931169	0.196122	0.149894	0.999806	0.151679	0.244157	0.0716483	0.295295	0.158237	0.0881333	0.0693842	0.0477882	0.0485135	0.149697	0.0440317	0.0297514	0.0807747	0.0851395	0.0650701	0.114929	0.0339471	0.247122	0.0670029	0.0256319	0.0562342	0.344863	0.0645008	0.00172321	0.480447	0.0522323	0.115796	0.321694	0.377632	0.0839656	0.216708	8.091371
6620	-13499.1	-13470.6	-28.5207	0.330975	0.13543	0.263288	0.106698	0.220981	0.149813	0.21254	0.133209	0.207849	0.432219	0.158894	0.212486	0.216126	0.242959	0.275393	0.288117	0.317483	0.254362	0.310122	0.116284	0.196746	0.115224	1.14602	0.0854417	0.202158	0.0984767	0.258174	0.158061	0.0603789	0.04587	0.0890425	0.0497297	0.0987526	0.0334085	0.0114283	0.0675206	0.0936747	0.033926	0.159926	0.0184026	0.167933	0.126244	0.0836242	0.0543654	0.388067	0.0657979	0.000579315	0.436237	0.0549532	0.1352151	0.333507	0.367268	0.0798464	0.219378	7.985386
6630	-13496.5	-13463	-33.5526	0.333873	0.125761	0.233935	0.124433	0.264289	0.157527	0.294785	0.186894	0.2132	0.390896	0.137897	0.153196	0.269712	0.228399	0.289708	0.379725	0.37567	0.218454	0.281692	0.14723	0.1916	0.149511	1.15323	0.1132	0.288682	0.104333	0.229812	0.214033	0.0883515	0.0356754	0.128323	0.0567851	0.0749097	0.0800436	0.0318487	0.0378943	0.137198	0.0557855	0.0957461	0.0229114	0.267064	0.0725789	0.0536904	0.0533839	0.333632	0.0628978	0.00051991	0.482241	0.0673256	0.1161182	0.324969	0.379896	0.080383	0.214752	8.490484
6640	-13497.1	-13470.9	-26.2527	0.344785	0.142999	0.217071	0.16339	0.225519	0.18351	0.254534	0.130037	0.208338	0.258213	0.137041	0.153404	0.259821	0.243824	0.262212	0.414796	0.311981	0.254694	0.277483	0.13748	0.233985	0.123332	1.01199	0.124961	0.169132	0.0749651	0.225544	0.135497	0.0447196	0.0231781	0.0710054	0.0816704	0.0851892	0.072728	0.0345596	0.0471471	0.0836725	0.0781953	0.0942322	0.0848113	0.197483	0.0332274	0.0463028	0.0544801	0.38364	0.0716993	0.000290391	0.42292	0.0669708	0.1344724	0.332519	0.368845	0.0741009	0.224535	7.758656
6650	-13493.2	-13463.7	-29.569	0.329317	0.166468	0.197625	0.120852	0.175528	0.180525	0.243979	0.171452	0.219132	0.342783	0.130894	0.191856	0.222769	0.241079	0.226412	0.396696	0.338852	0.251837	0.228654	0.0947727	0.190731	0.123332	1.16647	0.130959	0.227431	0.0461931	0.275652	0.194432	0.106007	0.0482779	0.0526557	0.0661923	0.0851892	0.0844466	0.0345596	0.0237915	0.110758	0.0150195	0.176193	0.102977	0.204389	0.0972364	0.0563372	0.0565136	0.377892	0.0740055	0.0094814	0.429686	0.0524216	0.1302096	0.318256	0.382	0.0811843	0.218559	8.09071
6660	-13490.6	-13464.2	-26.4542	0.277166	0.16725	0.236753	0.142463	0.296402	0.170375	0.243979	0.184788	0.178152	0.327755	0.12827	0.158526	0.275669	0.244379	0.251911	0.398539	0.296862	0.271612	0.198836	0.151442	0.177143	0.128616	1.04767	0.119796	0.252209	0.0511078	0.235613	0.153019	0.0943754	0.0598849	0.0422646	0.0620278	0.0735372	0.0587401	0.0136658	0.0310686	0.0723551	0.0139586	0.0980589	0.068099	0.20016	0.0665488	0.0587987	0.05567	0.375416	0.0668825	0.00546307	0.434524	0.0620445	0.1240997	0.315564	0.380405	0.0814445	0.222586	7.779845
6670	-13500.8	-13473.2	-27.5771	0.278388	0.129216	0.226858	0.160151	0.245454	0.142003	0.210366	0.164811	0.182144	0.396757	0.143013	0.175761	0.267603	0.282619	0.255095	0.436437	0.350518	0.288468	0.207706	0.129953	0.227726	0.167109	0.914719	0.0953969	0.179734	0.0425712	0.258902	0.151814	0.0822357	0.0561301	0.101211	0.053626	0.0978855	0.0817738	0.0350866	0.0502055	0.12386	0.0606853	0.110512	0.0518091	0.201375	0.0301434	0.0432483	0.0517104	0.384839	0.0752491	0.00991935	0.417522	0.06076	0.1346693	0.338385	0.378008	0.0708115	0.212795	7.891081
6680	-13505.5	-13479.6	-25.98	0.389125	0.173127	0.244341	0.13214	0.24835	0.124336	0.210425	0.0966417	0.210657	0.311514	0.193171	0.129814	0.238182	0.221025	0.17568	0.400713	0.289515	0.291583	0.268175	0.120075	0.224819	0.157633	1.0092	0.10977	0.240968	0.0932896	0.188366	0.077863	0.0684549	0.0502252	0.0431214	0.0422837	0.131856	0.0478082	0.0082908	0.0720438	0.108617	0.0761713	0.114406	0.0629709	0.203385	0.0326255	0.100681	0.0474297	0.406282	0.0717272	0.0108853	0.408241	0.0554348	0.1139183	0.319281	0.386507	0.0681159	0.226095	7.733439
6690	-13493.6	-13463.2	-30.4257	0.357802	0.179566	0.229726	0.119439	0.22913	0.128244	0.197751	0.15202	0.223427	0.358721	0.155389	0.163572	0.19127	0.231752	0.241862	0.428553	0.355566	0.251323	0.206266	0.164572	0.173322	0.119608	1.18036	0.115179	0.26702	0.130077	0.198614	0.215058	0.0875851	0.0655286	0.0447519	0.0705273	0.101257	0.075332	0.0452923	0.0243566	0.110066	0.0236769	0.12189	0.0854219	0.209734	0.0469958	0.100681	0.0493365	0.37051	0.0692628	0.00859298	0.454684	0.0476139	0.1112471	0.323946	0.380079	0.0766642	0.21931	8.178282
6700	-13497.8	-13470.1	-27.6676	0.274303	0.184993	0.227542	0.103549	0.232494	0.176848	0.176172	0.201587	0.196854	0.274882	0.172433	0.142814	0.255679	0.221577	0.274595	0.371173	0.331732	0.277959	0.297431	0.117832	0.21942	0.0966545	1.10215	0.0816372	0.222288	0.0469204	0.24556	0.175108	0.0875851	0.0324991	0.0517699	0.106016	0.0652911	0.0718221	0.0182715	0.0163607	0.052733	0.0472729	0.14527	0.111614	0.289646	0.0633671	0.040573	0.0614067	0.344095	0.0737549	0.0081815	0.468052	0.0445097	0.1131585	0.336062	0.365322	0.08424	0.214377	7.902278
6710	-13498.2	-13470.1	-28.1025	0.254259	0.219765	0.187813	0.131231	0.26408	0.168729	0.234933	0.155329	0.137602	0.295951	0.130853	0.197239	0.255679	0.261958	0.254808	0.349134	0.324498	0.242277	0.250076	0.127669	0.170297	0.159184	1.12975	0.126642	0.314153	0.0655145	0.216917	0.208702	0.0576837	0.0114529	0.0927544	0.106016	0.0659546	0.0776887	0.0373687	0.0847322	0.0458147	0.0710333	0.081301	0.0694556	0.185179	0.0635406	0.0606602	0.0506033	0.346634	0.084645	0.00890628	0.471505	0.0377065	0.1140687	0.332305	0.371056	0.0814726	0.215167	7.94568
6720	-13494.8	-13464.9	-29.9076	0.273683	0.15777	0.21168	0.158108	0.295358	0.167301	0.22583	0.163824	0.163743	0.346897	0.167707	0.144379	0.255757	0.231328	0.270043	0.375482	0.299143	0.249194	0.247396	0.116807	0.165687	0.115274	1.392	0.128337	0.262744	0.0960131	0.177317	0.187388	0.0786875	0.00824029	0.0702447	0.0403227	0.0870312	0.0266126	0.0626386	0.063821	0.110187	0.0531072	0.072137	0.0613848	0.217623	0.0860033	0.0403674	0.0494958	0.329536	0.0830263	0.00853121	0.473881	0.0555293	0.1299567	0.329751	0.381179	0.0819431	0.207127	8.124601
6730	-13508.1	-13484.5	-23.6839	0.260612	0.103188	0.214753	0.14927	0.209197	0.139724	0.21554	0.124083	0.188035	0.324089	0.108494	0.120704	0.267571	0.279354	0.246707	0.299229	0.373195	0.238961	0.290459	0.116807	0.204173	0.149075	1.06022	0.1097	0.261511	0.0809765	0.26986	0.173714	0.083437	0.043939	0.0671751	0.0384188	0.0265055	0.0155232	0.0559134	0.0097831	0.107982	0.0453396	0.151779	0.0510027	0.132378	0.0800899	0.0167479	0.0593406	0.31863	0.0938612	0.00721809	0.478781	0.0421689	0.09999655	0.31216	0.374671	0.0962216	0.216947	7.505219
