Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
3718	0	-5396.39	-5419.71	23.3203	0.0842166	0.0463265	0.0648591	0.0312421	0.0812981	0.0460412	0.10193	0.0647957	0.0838233	0.0999161	0.0384018	0.0195125	0.108769	0.0519469	0.0494685	0.0899219	0.0934412	0.0622969	0.0539525	0.0269266	0.0297266	0.0464301	0.128556	0.0292179	0.042096	0.0350431	0.0165942	0.0545234	0.0165747	0.0342734	0.035652	0.0481585	0.0187755	0.0296763	0.0174559	0.0111607	0.0304657	0.0794696	0.0264566	0.00625384	0.0512988	0.0252436	0.0446876	2.156876
3719	1	-5397.05	-5418.21	21.1658	0.106198	0.0452959	0.130395	0.0572873	0.0895573	0.0762232	0.0737271	0.044278	0.116725	0.0823416	0.0307976	0.0311306	0.12738	0.0754156	0.0977663	0.0564653	0.112986	0.0571489	0.0892199	0.0593223	0.0552969	0.0325247	0.133249	0.0202319	0.012798	0.0386162	0.023715	0.0559109	0.0449415	0.0899934	0.013729	0.0102392	0.0196258	0.0116416	0.00940938	0.0259288	0.041358	0.010965	0.0587519	0.0414865	0.0248978	0.0129216	0.0244303	2.372323
3720	0	-5390.98	-5413.36	22.3874	0.10464	0.074566	0.0857004	0.0543716	0.0963376	0.0769984	0.0987425	0.0378187	0.128018	0.0561623	0.033464	0.0610169	0.074435	0.0371224	0.0650844	0.0708015	0.0844454	0.0349614	0.049111	0.0433727	0.0234705	0.0331221	0.162207	0.0495385	0.0125926	0.0411735	0.014488	0.0471073	0.0411571	0.0407161	0.0124437	0.0247226	0.0254304	0.0215548	0.0306399	0.0195011	0.0224168	0.0600081	0.0248669	0.025909	0.0502455	0.0251696	0.0745181	2.25017
3721	1	-5395.65	-5416.56	20.9134	0.119775	0.0656838	0.141705	0.0583314	0.0746011	0.0858971	0.102866	0.0542365	0.0772894	0.115615	0.0219989	0.0329322	0.107568	0.0552262	0.0973735	0.060007	0.0536777	0.0590715	0.0663811	0.0471048	0.0273837	0.0410873	0.14964	0.0405491	0.0231857	0.0366365	0.0372568	0.0820113	0.0545915	0.0496174	0.018427	0.0123806	0.0447305	0.0154067	0.0225125	0.0522443	0.0286108	0.00850349	0.040069	0.0646488	0.0284983	0.00570872	0.0165242	2.397566
3722	0	-5387.91	-5410.55	22.6376	0.0988828	0.0709961	0.11143	0.0645105	0.0858688	0.0612949	0.0844789	0.0633444	0.0766969	0.0755726	0.0301352	0.0218635	0.0806239	0.0630186	0.0477124	0.0684566	0.0828177	0.0672146	0.0757396	0.0252559	0.0247156	0.0251345	0.125039	0.0512904	0.0232855	0.0373468	0.0134122	0.0855081	0.0437689	0.0199604	0.0188441	0.0417225	0.0224361	0.0150695	0.0177665	0.0149382	0.0550379	0.0600081	0.0358404	0.0125189	0.0395908	0.00718852	0.0788098	2.225146
3723	1	-5386.9	-5409.26	22.3604	0.0956572	0.0451866	0.0823017	0.0541477	0.101016	0.0610553	0.101511	0.0558476	0.069341	0.0743538	0.0249967	0.0249462	0.0869943	0.0701997	0.061883	0.0800945	0.0889916	0.059925	0.0747457	0.0660714	0.0303293	0.0123894	0.196188	0.0225019	0.0208213	0.0249661	0.0238733	0.0500341	0.0302529	0.0677609	0.0204624	0.0179035	0.0280177	0.0230529	0.0325392	0.0440882	0.0200648	0.0205046	0.0855384	0.0408187	0.0252981	0.0151357	0.0210651	2.252872
3724	0	-5388.53	-5410.58	22.0553	0.0941953	0.044319	0.078496	0.0504323	0.0849891	0.0688851	0.0892744	0.0674256	0.0922611	0.073436	0.0400905	0.0260605	0.0847005	0.0618583	0.0678503	0.0775663	0.110518	0.0708671	0.0549365	0.0438533	0.0130072	0.0595292	0.154503	0.0366786	0.0468126	0.0346277	0.00916015	0.0346981	0.0620555	0.0333323	0.0258781	0.0417225	0.0224881	0.00760048	0.0208086	0.0118825	0.0420191	0.0545683	0.0115836	0.0196013	0.0473058	0.0320554	0.0794488	2.283382
3725	1	-5394.89	-5417.85	22.9542	0.084398	0.0496739	0.11098	0.056534	0.0697879	0.038968	0.0695402	0.0635438	0.0920334	0.0793192	0.0431851	0.0181875	0.0894723	0.05297	0.0491408	0.073905	0.0959842	0.067164	0.0649972	0.0232462	0.0515685	0.019794	0.115981	0.0347705	0.0208213	0.0346614	0.0436743	0.0814222	0.0384007	0.0223842	0.0232513	0.0266829	0.0560416	0.026596	0.0387284	0.0192015	0.031953	0.0218616	0.0535116	0.0414651	0.0331214	0.0312428	0.0333216	2.193488
3726	0	-5393.81	-5414.32	20.518	0.120763	0.0790657	0.0985107	0.074763	0.0872392	0.0839571	0.123052	0.0514592	0.113273	0.105131	0.0331253	0.0414028	0.0922398	0.0460567	0.0879757	0.0856407	0.0798962	0.0368919	0.0616247	0.0281781	0.0381423	0.0424646	0.112873	0.0439366	0.0178759	0.0336768	0.0265997	0.041367	0.0450208	0.0157817	0.030769	0.0265344	0.0175385	0.0138457	0.0215588	0.0228666	0.0305137	0.0983121	0.02034	0.0361205	0.0714299	0.0132306	0.0860668	2.437111
3727	1	-5391.54	-5413.22	21.6731	0.117093	0.0792384	0.0772981	0.0485382	0.0640417	0.0722137	0.10204	0.0459197	0.109921	0.0663465	0.037051	0.0253009	0.122277	0.0981379	0.115417	0.0766294	0.0856654	0.0630774	0.0513926	0.0457763	0.0343071	0.0218681	0.118544	0.0381185	0.0174875	0.0167557	0.0407812	0.0377441	0.0660292	0.0621561	0.0238292	0.0295501	0.0289093	0.026596	0.0102158	0.0253583	0.0157354	0.0230927	0.0599638	0.0475425	0.0324724	0.0362528	0.00490844	2.321594
3728	0	-5387.27	-5411.38	24.1075	0.0891827	0.0379127	0.0834701	0.0919823	0.0579044	0.0480673	0.0819128	0.0624403	0.0903373	0.0556734	0.0384256	0.0339123	0.0670634	0.0544345	0.0807785	0.061726	0.0739903	0.0651622	0.0515589	0.0464964	0.0399157	0.0157546	0.127649	0.0561	0.0263463	0.0291414	0.0187377	0.0259089	0.0259533	0.0318505	0.0167555	0.0292184	0.012538	0.0332834	0.01485	0.0194428	0.033245	0.088835	0.0137435	0.00598003	0.0747706	0.0214138	0.0442921	2.078157
3729	1	-5389.62	-5412.83	23.2078	0.0940709	0.0530393	0.0813222	0.0739309	0.0660002	0.0792176	0.0507719	0.0630587	0.0962353	0.0829416	0.0158859	0.0274901	0.0715419	0.0526851	0.104496	0.0719428	0.0928912	0.0461337	0.0626275	0.0457763	0.0247229	0.0302026	0.144217	0.0273812	0.0187309	0.0100375	0.0316107	0.0666486	0.0278732	0.0387233	0.0289092	0.0250363	0.0348455	0.014559	0.0185571	0.0533272	0.0181767	0.0255829	0.0645679	0.0517001	0.034053	0.0133162	0.0332906	2.168129
3730	0	-5389.99	-5411.21	21.2241	0.102297	0.0513453	0.0820697	0.0540845	0.0745072	0.0865477	0.0788843	0.0432054	0.097506	0.0822821	0.0268012	0.0159884	0.105933	0.0581366	0.0871901	0.0505244	0.0947356	0.0521036	0.0921644	0.0290463	0.0248855	0.0146104	0.183574	0.0528091	0.0330368	0.0479293	0.0262964	0.0352515	0.0583341	0.0396844	0.0247547	0.0464235	0.0204418	0.0167614	0.0160914	0.0223329	0.0424597	0.0501585	0.0355914	0.0366915	0.0937621	0.0369137	0.0423477	2.366495
3731	1	-5391.68	-5414.44	22.7548	0.111121	0.0503484	0.104601	0.0536728	0.0875331	0.0695722	0.0842709	0.0428613	0.0774428	0.0783219	0.0230317	0.0410672	0.10015	0.0699864	0.0463154	0.0646456	0.0771678	0.0647882	0.0370984	0.0350003	0.0248149	0.0222344	0.131755	0.0131895	0.00703699	0.0366275	0.0333851	0.0703537	0.0655126	0.0689533	0.0331472	0.0154281	0.0459934	0.0306866	0.0227835	0.0520706	0.0181907	0.0323659	0.0507099	0.0310145	0.0505984	0.0116286	0.0259546	2.213431
3732	0	-5387.07	-5409.53	22.4627	0.0980401	0.0528501	0.0914847	0.0558634	0.0743411	0.055943	0.0677026	0.0590966	0.0783642	0.0897137	0.0262988	0.0347814	0.0927272	0.0721914	0.0848336	0.0661011	0.115351	0.0761178	0.0599603	0.0365915	0.0306113	0.0139953	0.179754	0.0462976	0.0161084	0.0428875	0.0128601	0.030328	0.0523774	0.0314903	0.0239598	0.0350937	0.0229821	0.0260226	0.00830319	0.0191723	0.0122309	0.0934901	0.0162452	0.0113414	0.046099	0.0253987	0.0572323	2.242634
3733	1	-5385.93	-5408.76	22.8253	0.0831963	0.0676143	0.0996126	0.0503861	0.0690679	0.0582648	0.0780875	0.0424962	0.129703	0.0719978	0.0236832	0.0243966	0.0856373	0.0735774	0.068728	0.0654489	0.0709094	0.0421158	0.0501662	0.0264319	0.0257305	0.0314813	0.125313	0.0588876	0.0121853	0.0235792	0.0383427	0.0532226	0.0575049	0.0443218	0.0185984	0.0291542	0.0423319	0.01498	0.0320104	0.0591893	0.0258195	0.0183826	0.0864983	0.0374908	0.0411085	0.0344858	0.0142404	2.206381
3734	0	-5390.46	-5412.69	22.2321	0.137517	0.0598429	0.0941293	0.0687187	0.0634142	0.0687103	0.0546978	0.0308661	0.106324	0.107307	0.029924	0.0341488	0.0829251	0.0586807	0.0887691	0.0658073	0.130386	0.0423126	0.0638901	0.0488414	0.0297264	0.0322274	0.135375	0.0493563	0.0356272	0.0241223	0.0232575	0.0474771	0.0253086	0.0372491	0.0314303	0.0192103	0.0261027	0.0250327	0.0169544	0.0205784	0.0443231	0.0608596	0.031755	0.00195117	0.0509126	0.00980362	0.0498457	2.265699
3735	1	-5388.59	-5410.17	21.5866	0.104871	0.0560882	0.103311	0.063994	0.0903056	0.0636122	0.0696797	0.0649803	0.100864	0.0724355	0.0299616	0.0259648	0.0878481	0.0558079	0.0852645	0.0849791	0.104192	0.0877295	0.0769534	0.0184638	0.0420948	0.0582551	0.153207	0.0255641	0.0235693	0.0198133	0.0268013	0.0788364	0.0511817	0.0354662	0.0420468	0.0164658	0.0361116	0.0131337	0.0153072	0.0248437	0.0496798	0.0133615	0.0498035	0.033884	0.0399938	0.00873155	0.0247943	2.330253
3736	0	-5393.99	-5415.22	21.2341	0.1387	0.0747995	0.0875003	0.0562896	0.0490561	0.0621069	0.107094	0.0752302	0.0812431	0.0794691	0.0470733	0.0549455	0.102301	0.0719702	0.0863606	0.0815445	0.097922	0.0686916	0.0505828	0.0369231	0.02817	0.0334426	0.130815	0.0742385	0.0150666	0.0346864	0.00732812	0.0186599	0.0458881	0.0406955	0.0254884	0.0313775	0.0266747	0.0124054	0.0226383	0.0149631	0.0455381	0.0664962	0.00703565	0.00970722	0.0940894	0.0257442	0.0445469	2.3655
3737	1	-5390.55	-5413.18	22.6318	0.108345	0.0668035	0.11859	0.0488031	0.0920487	0.0559314	0.109983	0.0329129	0.117038	0.0899876	0.0362446	0.0185771	0.105867	0.0551186	0.0889652	0.0469734	0.108031	0.0506825	0.0533332	0.0193899	0.02672	0.0199904	0.14444	0.0265783	0.0288586	0.0123055	0.036675	0.0482612	0.0436951	0.044728	0.0162911	0.012835	0.032707	0.0267137	0.00469462	0.0557923	0.0308092	0.00675721	0.0518989	0.0398	0.0302484	0.0235263	0.0377742	2.225725
3738	0	-5390.51	-5412.95	22.4361	0.129329	0.0575235	0.0673687	0.0644293	0.0664497	0.0852559	0.0733319	0.0686222	0.109989	0.0838376	0.0194666	0.0300579	0.0702906	0.0356714	0.0880601	0.0635487	0.097922	0.0822819	0.0547669	0.0375707	0.0481978	0.0241716	0.146953	0.0676568	0.0406663	0.0200285	0.0184961	0.0582437	0.0268948	0.0474279	0.0148204	0.0209699	0.0237544	0.0241807	0.0112073	0.0217074	0.0532959	0.0623948	0.0146156	0.00547429	0.0539645	0.0239458	0.0304608	2.245303
3739	1	-5398.55	-5419.81	21.258	0.103788	0.0379374	0.0833725	0.0576617	0.0932522	0.0535995	0.0816262	0.0611138	0.0899707	0.14186	0.0305457	0.0516116	0.113101	0.0946337	0.105314	0.070399	0.090133	0.0793376	0.0746187	0.0271649	0.0482701	0.0233335	0.11403	0.0247977	0.0200055	0.0312996	0.0244859	0.0358439	0.0487412	0.0541932	0.031074	0.00652876	0.0475482	0.0227056	0.0212262	0.0507066	0.0338381	0.0181949	0.0597015	0.0533553	0.0398898	0.00413551	0.00815722	2.363104
3740	0	-5387.66	-5410.06	22.3998	0.114387	0.0453333	0.0695682	0.0699199	0.0589441	0.045008	0.0929252	0.0407767	0.12088	0.0834978	0.0391318	0.0434693	0.0558429	0.0710407	0.0881207	0.0670394	0.0890546	0.069865	0.0486936	0.0561016	0.0209149	0.0241716	0.141491	0.0875305	0.029337	0.040501	0.019859	0.0454907	0.0281752	0.0187734	0.0195474	0.0320061	0.00883913	0.0225926	0.0110752	0.0230369	0.0407067	0.0796245	0.0131805	0.032968	0.0646339	0.0163035	0.0585692	2.248928
3741	1	-5391.78	-5415.28	23.5051	0.0967523	0.0753914	0.1011	0.0706459	0.111426	0.0552897	0.0687057	0.0561878	0.0895016	0.0837237	0.0377329	0.019334	0.0759702	0.0567828	0.0523451	0.0653639	0.106673	0.0498562	0.0624499	0.022337	0.0284673	0.0376633	0.11998	0.0247977	0.0121091	0.0162083	0.0523708	0.0458425	0.0580228	0.0643984	0.0077554	0.025711	0.0293703	0.0401015	0.00709418	0.0321403	0.0167406	0.00779969	0.0726044	0.0405149	0.0326151	0.00164953	0.00687691	2.138403
3742	0	-5390.11	-5411.77	21.6631	0.11882	0.0612863	0.0996974	0.0596289	0.0800417	0.0534017	0.123065	0.0543108	0.118831	0.108951	0.0316338	0.0255471	0.0797782	0.0473569	0.0825311	0.0689615	0.082103	0.0419277	0.0762102	0.0280593	0.0442564	0.0115236	0.141355	0.0720159	0.0357509	0.0144785	0.0230845	0.0328181	0.0281752	0.0213022	0.0163333	0.0333279	0.00859305	0.0324606	0.0408327	0.0312277	0.042094	0.0768376	0.0333157	0.012896	0.0406671	0.0110937	0.0760141	2.322596
3743	1	-5382.63	-5405.22	22.5898	0.0762118	0.0684426	0.0958798	0.0560327	0.0615713	0.077372	0.0765524	0.0515357	0.0846313	0.094526	0.0249267	0.0293888	0.0885507	0.0455479	0.0681046	0.0633947	0.100027	0.0838424	0.0854956	0.0469863	0.0309213	0.0163632	0.1388	0.043775	0.0106417	0.0350425	0.0403862	0.0347195	0.0425505	0.0592957	0.0257562	0.0236891	0.0409553	0.0164252	0.0164442	0.0512302	0.0195173	0.0118206	0.0879253	0.0342359	0.0329047	0.0258946	0.0116112	2.229925
3744	0	-5391.07	-5414.08	23.0118	0.109725	0.0560926	0.0724054	0.0648208	0.0794917	0.054975	0.0630382	0.0523932	0.122279	0.0871077	0.0364424	0.0362482	0.0751408	0.0458628	0.0787078	0.0737287	0.0735682	0.0792649	0.0392878	0.0434993	0.0298807	0.0189124	0.161104	0.060493	0.0157981	0.0246462	0.00897511	0.0437271	0.0440826	0.0273204	0.0176301	0.0203357	0.0147373	0.0470234	0.0119286	0.0353027	0.0392995	0.0697144	0.011591	0.00748827	0.0525761	0.0132894	0.0677875	2.187723
3745	1	-5385.65	-5407.78	22.1246	0.0951694	0.0547585	0.100449	0.0902155	0.0773616	0.0462759	0.073306	0.0473664	0.12801	0.0908168	0.0219682	0.0264897	0.0541629	0.0647087	0.096553	0.0690061	0.0873288	0.0598841	0.0582224	0.0328703	0.0371896	0.0156631	0.12285	0.0387319	0.0190069	0.0314053	0.0442305	0.0511553	0.0471518	0.067955	0.0191113	0.0192161	0.0349727	0.0224382	0.0136721	0.0503758	0.0339707	0.0344651	0.0720972	0.0459346	0.0417187	0.0184322	0.0197844	2.276451
3746	0	-5389.08	-5410.36	21.2807	0.133259	0.0810441	0.0976581	0.0709502	0.0715399	0.0640918	0.107138	0.0523932	0.0864621	0.113407	0.0164414	0.0392879	0.0857887	0.0846993	0.055502	0.0561248	0.10727	0.0778816	0.087299	0.0250447	0.0387598	0.0245439	0.135414	0.0614991	0.0192991	0.0403285	0.0129871	0.0406355	0.0215654	0.0321137	0.0226261	0.0428341	0.0165872	0.00772567	0.0127135	0.0107008	0.0392995	0.0818019	0.0335732	0.0171974	0.0525761	0.0241282	0.0586469	2.360839
3747	1	-5384.46	-5407.73	23.2788	0.0685757	0.0439619	0.0971585	0.071408	0.0701489	0.0628105	0.0791165	0.0545725	0.119503	0.0859106	0.0248884	0.0177808	0.0649401	0.0799165	0.074569	0.086823	0.0974399	0.0546868	0.051846	0.0284886	0.0167518	0.0194898	0.15945	0.0234292	0.0161038	0.0246311	0.0358768	0.0415404	0.0728374	0.067955	0.0186409	0.0207313	0.038293	0.010284	0.0216411	0.044515	0.0260788	0.00986202	0.0611829	0.0208962	0.0253478	0.0188005	0.032144	2.161027
3748	0	-5390.35	-5412.85	22.5012	0.0895544	0.0579025	0.0811445	0.0729572	0.097249	0.0508401	0.0890854	0.0428105	0.084644	0.113407	0.0321669	0.0111991	0.0773775	0.0640541	0.0555903	0.0719685	0.0806414	0.0480839	0.0502981	0.0305128	0.0203476	0.0418698	0.141619	0.070992	0.0415023	0.0348302	0.0380058	0.0460494	0.0330605	0.0188886	0.0322289	0.0308371	0.0258182	0.0295882	0.0185229	0.0145054	0.0474368	0.0579544	0.0213205	0.0181322	0.0427265	0.0263225	0.0847406	2.238786
3749	1	-5391.26	-5413.77	22.5124	0.10691	0.0610172	0.0743111	0.0415362	0.0919664	0.056228	0.0731313	0.0315859	0.105783	0.0703396	0.0296173	0.0173598	0.0782573	0.0680241	0.0793259	0.0652722	0.088715	0.0886055	0.0676753	0.0292834	0.0324409	0.0446279	0.116877	0.0454521	0.0166136	0.0168715	0.0425286	0.0258719	0.0737834	0.105282	0.0209478	0.0236762	0.0471811	0.022896	0.00841512	0.0414475	0.0307397	0.00455077	0.0709518	0.0413276	0.0265286	0.0181309	0.0355863	2.237672
3750	0	-5386.29	-5409.23	22.9476	0.118031	0.0630237	0.0917888	0.0484693	0.076761	0.0389675	0.125526	0.0635012	0.0868965	0.0744502	0.0142861	0.0220682	0.0715791	0.0765295	0.072209	0.069064	0.105215	0.0489611	0.0578047	0.0250093	0.0175164	0.00940923	0.130581	0.0383049	0.0241934	0.0297012	0.0105131	0.0477529	0.0279474	0.0317541	0.0359801	0.0275671	0.0162838	0.035714	0.0332313	0.0341972	0.0309287	0.0752602	0.0267333	0.0181322	0.047118	0.0336316	0.0615565	2.194148
3751	1	-5394.8	-5414.91	20.109	0.147348	0.0715779	0.0844078	0.0538712	0.0990829	0.0466464	0.0706751	0.0514279	0.140407	0.0836567	0.0529618	0.0248069	0.0798161	0.0511813	0.0913688	0.102975	0.0982061	0.0831924	0.0701183	0.0373661	0.0215437	0.0335074	0.151745	0.0393444	0.0192213	0.0213131	0.0313894	0.0758574	0.039377	0.0764115	0.0323795	0.0210259	0.0399067	0.022896	0.0275909	0.0336407	0.03439	0.0132962	0.0487657	0.0404899	0.0612075	0.0304745	0.0211394	2.478007
3752	0	-5384.62	-5407.27	22.6493	0.119743	0.0636102	0.0917888	0.0281983	0.078448	0.0599134	0.087913	0.0369682	0.10792	0.0799935	0.0590427	0.0295686	0.0907685	0.0632192	0.0781496	0.0718349	0.0851547	0.0776814	0.0466881	0.0419059	0.0141176	0.0281059	0.153795	0.0311183	0.0297613	0.0399418	0.0184853	0.0439072	0.0374859	0.0319368	0.0177788	0.0277177	0.0229383	0.0256221	0.0319098	0.0185416	0.0432279	0.0617194	0.0131414	0.0222252	0.0545901	0.016538	0.0408643	2.223981
3753	1	-5379.34	-5402.49	23.1428	0.103088	0.0552634	0.0896609	0.0536577	0.093717	0.0331093	0.0700596	0.0442058	0.0925827	0.0803398	0.0185991	0.0400089	0.0827916	0.0569374	0.0843284	0.0780569	0.0878817	0.0578097	0.0691158	0.034564	0.0441725	0.0335074	0.142203	0.0352944	0.0176667	0.0137315	0.0352849	0.0665026	0.0349265	0.0665251	0.0152069	0.0210259	0.0277888	0.0279086	0.0198674	0.0265226	0.0288189	0.0121232	0.0695296	0.0455537	0.042823	0.00518352	0.0166845	2.174629
3754	0	-5394.53	-5417.24	22.7063	0.0961788	0.0711216	0.0899515	0.0399607	0.0729024	0.0492373	0.0983221	0.0678561	0.0927255	0.062744	0.0166953	0.0484094	0.105646	0.0723816	0.0860356	0.0708733	0.0840262	0.0886803	0.0507808	0.0298242	0.0459316	0.0182246	0.132413	0.034976	0.0338224	0.0278415	0.00616667	0.052071	0.0550516	0.0339824	0.0337818	0.0161581	0.0249805	0.0130318	0.0176068	0.0173437	0.0660573	0.0504553	0.0231678	0.0289168	0.0383011	0.00463981	0.0490029	2.218278
3755	1	-5395.23	-5416.62	21.389	0.135354	0.0523904	0.104423	0.0445917	0.110309	0.0375497	0.0885824	0.0336111	0.112015	0.0856052	0.0272231	0.0228317	0.0696712	0.0630428	0.106957	0.0337513	0.0859987	0.050211	0.103275	0.0328448	0.0302303	0.0394889	0.130818	0.0411057	0.0465069	0.0117486	0.051262	0.056541	0.0579843	0.0520187	0.0262822	0.0345296	0.0444045	0.0134405	0.0165758	0.0432115	0.0286519	0.0133109	0.0850425	0.0419988	0.0451844	0.0117098	0.027721	2.350006
3756	0	-5387.28	-5410.2	22.9273	0.114514	0.0338529	0.0811487	0.0803558	0.0718125	0.0684612	0.0856378	0.0475022	0.096325	0.0930012	0.022983	0.0440634	0.126535	0.0543581	0.0702062	0.0815771	0.0740576	0.0642308	0.079815	0.0187201	0.026318	0.0364334	0.144729	0.0395419	0.0194959	0.0456043	0.0116325	0.0443006	0.0269146	0.0317293	0.0387712	0.0319683	0.00940568	0.0241072	0.0107489	0.0239983	0.0232935	0.0493554	0.0158645	0.0136147	0.0685106	0.00876196	0.0419214	2.196178
3757	1	-5389.15	-5412.08	22.9324	0.0960213	0.0742102	0.0823445	0.0407967	0.0733506	0.0668009	0.0969549	0.0331171	0.105167	0.0889782	0.026766	0.0257747	0.0748342	0.0526091	0.121548	0.0494839	0.0873304	0.050211	0.0627293	0.0206472	0.0156949	0.0151	0.132223	0.0292397	0.0471732	0.0279632	0.0431978	0.0484292	0.047536	0.0938748	0.0138522	0.011323	0.0421838	0.0137398	0.0159824	0.0365815	0.0278762	0.0114009	0.0976242	0.0353009	0.0271689	0.0139019	0.0186281	2.195671
3758	0	-5394	-5416.12	22.1244	0.137242	0.0617439	0.116564	0.0656697	0.106523	0.038287	0.0739701	0.0497316	0.11044	0.0652223	0.0273352	0.0366497	0.0607366	0.0442833	0.0744437	0.0554721	0.10075	0.0387731	0.0891152	0.0243943	0.0285874	0.0265502	0.104328	0.0477083	0.0312024	0.0285034	0.0308314	0.0592044	0.0527759	0.0187239	0.0387712	0.0306484	0.0187211	0.00696472	0.0130022	0.0257558	0.0532934	0.0838806	0.013966	0.0178993	0.0771498	0.0234579	0.0671935	2.276465
3759	1	-5392.87	-5415	22.1349	0.119159	0.0757861	0.0887336	0.0561738	0.0657193	0.0662633	0.0730953	0.0368349	0.113757	0.107409	0.0302702	0.0161828	0.103383	0.0526548	0.0730485	0.0658317	0.10082	0.0493576	0.0714945	0.0364832	0.0502083	0.0197114	0.154023	0.051457	0.0337013	0.0242408	0.0325853	0.0603869	0.0440615	0.0236875	0.0247264	0.00961875	0.0349764	0.0301889	0.0148672	0.0367651	0.0302435	0.0133718	0.0579779	0.0390421	0.0611082	0.0181088	0.00790363	2.275419
3760	0	-5388.19	-5410.33	22.1376	0.131011	0.0477911	0.0951876	0.0435912	0.0683569	0.0830724	0.0947815	0.0513607	0.0918455	0.097383	0.0151676	0.0259513	0.069169	0.0664072	0.0796656	0.0540196	0.0950404	0.0709693	0.0710394	0.0354255	0.0387905	0.0237962	0.159771	0.0615341	0.0162902	0.0216586	0.021699	0.0507893	0.0459079	0.0567835	0.0332966	0.0216638	0.0241333	0.00702838	0.00692379	0.0182353	0.0556131	0.0539137	0.0285986	0.0128389	0.0381749	0.0160229	0.074452	2.275151
3761	1	-5390.36	-5413.04	22.6766	0.107001	0.0723462	0.0990109	0.0489463	0.0427158	0.0872536	0.0896566	0.0438726	0.0993296	0.129227	0.0383293	0.0242107	0.0738189	0.0526548	0.0648884	0.0597275	0.0648334	0.0892334	0.0617787	0.0647216	0.0212551	0.054013	0.150783	0.0267569	0.0138561	0.012655	0.029051	0.0440862	0.0527063	0.0647183	0.0230228	0.00981351	0.0389165	0.0101602	0.0179267	0.0387108	0.0300759	0.00800676	0.0504821	0.0277555	0.0392521	0.0167066	0.0269791	2.221245
3762	0	-5394.77	-5417.51	22.7436	0.0859517	0.0623421	0.0796775	0.0617509	0.0786893	0.0431979	0.1104	0.0537386	0.124014	0.0698051	0.0134275	0.0259513	0.0719657	0.0538369	0.0790432	0.0968318	0.0940707	0.0585906	0.0490403	0.0274026	0.0363913	0.0167384	0.153552	0.0684701	0.0130485	0.0435356	0.0111538	0.0684441	0.0704499	0.024618	0.0415909	0.0207871	0.00354144	0.0198665	0.00908784	0.0185985	0.0528608	0.0844525	0.0169513	0.0125507	0.042369	0.0140431	0.0317175	2.214547
3763	1	-5392.81	-5415.86	23.042	0.116347	0.0469332	0.100684	0.0692407	0.085071	0.0468202	0.0664419	0.0394747	0.0970887	0.0719632	0.0256713	0.0539824	0.0750363	0.055713	0.0598421	0.0484769	0.102878	0.0827463	0.0413516	0.0319806	0.0278374	0.0392225	0.152621	0.026369	0.0255802	0.0125349	0.028398	0.0523979	0.0534748	0.0835265	0.0215559	0.0359974	0.0387384	0.0118428	0.0179267	0.0132471	0.0227285	0.0233428	0.0983983	0.0209705	0.0261984	0.00657213	0.027486	2.18471
3764	0	-5388.51	-5410.47	21.9652	0.106426	0.0529502	0.0700431	0.066752	0.0776359	0.0521189	0.0795007	0.0506364	0.0696832	0.0727917	0.0470671	0.0224316	0.0926631	0.0687891	0.0805435	0.0663933	0.116298	0.0837302	0.043504	0.0467189	0.0209425	0.0388407	0.171704	0.0684701	0.0257019	0.0351161	0.00521592	0.0322173	0.0208899	0.0481349	0.0301653	0.0250552	0.00607107	0.0206062	0.0255269	0.0127273	0.0439321	0.0937666	0.0193025	0.0233309	0.0682235	0.0224878	0.0672816	2.292387
3765	1	-5382.65	-5406.67	24.0151	0.0846949	0.0427742	0.0872281	0.0478787	0.0686236	0.0468373	0.0791623	0.0577464	0.103189	0.0717671	0.0185743	0.0389316	0.0536754	0.0396866	0.0801335	0.0828389	0.0701695	0.0620495	0.0677555	0.0360618	0.0487151	0.0271599	0.128149	0.0276892	0.0192637	0.0335016	0.0350587	0.0520729	0.0469782	0.0556305	0.0254329	0.0184398	0.0387384	0.0104335	0.0190947	0.0318897	0.0227285	0.00664232	0.0719481	0.040722	0.0524801	0.0257156	0.00913421	2.087397
3766	0	-5394.57	-5418.12	23.553	0.103276	0.0582228	0.0996283	0.0597122	0.0625789	0.0687448	0.0671845	0.0592428	0.0814235	0.0737907	0.0229667	0.0216253	0.0808179	0.0342568	0.0829125	0.0868697	0.140879	0.0512258	0.0670685	0.0226072	0.0354304	0.0192496	0.103307	0.0235043	0.00880095	0.0354079	0.0267258	0.0595763	0.02761	0.033778	0.033319	0.0585924	0.0165649	0.0138439	0.00740972	0.0207398	0.0331352	0.0523098	0.0103143	0.011178	0.0661485	0.0448306	0.0467967	2.133607
