Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
1068	0	-5390.78	-5412.51	21.7333	0.0953746	0.0679145	0.109229	0.0422262	0.105076	0.0595914	0.0820063	0.0738832	0.0649163	0.0781299	0.0124095	0.0298827	0.0801804	0.084562	0.0606612	0.0758652	0.0781309	0.0780127	0.0999293	0.0317682	0.0213321	0.0408163	0.156294	0.035789	0.0081111	0.0530713	0.0277828	0.0134164	0.037936	0.0201378	0.0150667	0.0234274	0.0381657	0.0458995	0.0216562	0.0150358	0.0394058	0.0614059	0.0198012	0.0365914	0.0673541	0.041838	0.0654944	2.315579
1069	1	-5387.02	-5407.13	20.1085	0.0975379	0.0802263	0.116828	0.0637289	0.0993909	0.075835	0.0985731	0.0605602	0.0868718	0.0870631	0.0540366	0.0384077	0.0975115	0.0690897	0.103398	0.075121	0.0826631	0.0606125	0.0868966	0.0534575	0.0482083	0.0319104	0.139292	0.0394449	0.0160296	0.0209401	0.0331851	0.0482803	0.061281	0.0517044	0.0141873	0.0293038	0.0130661	0.0479246	0.0254157	0.0198107	0.0229494	0.0389978	0.0569345	0.046601	0.043727	0.0173508	0.0237057	2.47806
1070	0	-5386.03	-5408.83	22.8048	0.107826	0.0801392	0.0982947	0.0444462	0.0869063	0.0446394	0.0734193	0.0582287	0.0793785	0.0889837	0.0368842	0.0191025	0.0995985	0.0440018	0.0853668	0.0929411	0.0961018	0.0395814	0.0603602	0.0496329	0.0253485	0.018918	0.159759	0.0495183	0.0111685	0.0423873	0.0399733	0.0271797	0.0430079	0.00783819	0.00850855	0.0139248	0.0409612	0.0203377	0.0172353	0.0155644	0.0182053	0.060099	0.0204363	0.0312364	0.0685788	0.0357034	0.0467073	2.208431
1071	1	-5388.71	-5412.16	23.4479	0.0966842	0.0559122	0.0924023	0.0509649	0.0641255	0.0810097	0.100229	0.0434771	0.0844796	0.0893295	0.0266861	0.0217044	0.0728319	0.0642631	0.0749941	0.0388015	0.0973453	0.0336834	0.0697282	0.0375908	0.0228196	0.0350979	0.139292	0.026079	0.0296715	0.0213844	0.0181826	0.0553217	0.0752514	0.0512822	0.00881888	0.037159	0.0142529	0.0394949	0.0226679	0.00947567	0.0207931	0.0329305	0.0712329	0.0451792	0.0275326	0.0205136	0.0234469	2.144123
1072	0	-5388.33	-5410.16	21.8348	0.10603	0.0670543	0.0797726	0.0506181	0.101426	0.0516916	0.0741836	0.045553	0.113277	0.0889837	0.0516665	0.0325217	0.0844487	0.0671734	0.0480059	0.0697798	0.089558	0.0658819	0.0734185	0.0374628	0.0167775	0.0187823	0.159394	0.0479136	0.0210142	0.0595992	0.0280662	0.0147202	0.0326265	0.00510539	0.0279576	0.0247677	0.0516172	0.0251338	0.0227695	0.0487254	0.0257046	0.0838701	0.0375804	0.0128073	0.0648847	0.0230212	0.0540776	2.305425
1073	1	-5391.53	-5414.55	23.0128	0.100955	0.0598711	0.0862329	0.0504475	0.0979433	0.0672808	0.0615629	0.0366856	0.108441	0.088303	0.0338445	0.0366932	0.0897986	0.0697303	0.0652165	0.0543272	0.0973453	0.0661421	0.0489408	0.0174197	0.0208973	0.0199873	0.139107	0.020402	0.0190819	0.0163097	0.0377302	0.0919192	0.0302767	0.0693973	0.017266	0.0230347	0.0324636	0.0265633	0.0106046	0.0284215	0.0238062	0.0345868	0.0464215	0.0285692	0.0515346	0.033475	0.0285884	2.187625
1074	0	-5390.04	-5412.98	22.9366	0.100611	0.0375119	0.103121	0.0574348	0.0728613	0.0752818	0.0843838	0.0320136	0.0736331	0.086566	0.0219584	0.0249563	0.0884416	0.050688	0.0800133	0.0827731	0.10509	0.0603086	0.0741366	0.0446644	0.0274708	0.0306154	0.101101	0.0828749	0.0273803	0.0340982	0.0450014	0.0183954	0.0334335	0.0192323	0.0240498	0.0164959	0.0789768	0.0179333	0.0130621	0.024284	0.0343904	0.0696158	0.015483	0.0185107	0.0441839	0.0316779	0.0305281	2.195244
1075	1	-5386.84	-5409.55	22.7125	0.0931906	0.0645546	0.0826001	0.0461684	0.0790321	0.0588331	0.101403	0.0608999	0.121844	0.077161	0.0579564	0.0373473	0.0857273	0.0528541	0.0770974	0.0726587	0.122006	0.0553069	0.0527933	0.0211037	0.0338569	0.0302598	0.116157	0.0266685	0.00762226	0.00934445	0.0359274	0.0521623	0.0433696	0.059352	0.0288934	0.0198617	0.0236061	0.0308878	0.0137321	0.0136587	0.0302097	0.0287448	0.087298	0.0354985	0.0281514	0.0325564	0.00930011	2.217658
1076	0	-5395.45	-5418.62	23.1762	0.119693	0.05991	0.0555603	0.0574348	0.0571081	0.0600491	0.102387	0.0508208	0.10056	0.094902	0.0305913	0.046621	0.115453	0.0491827	0.102378	0.0507172	0.0735639	0.0496879	0.0758061	0.0242998	0.0149351	0.0265925	0.11495	0.0527624	0.0315642	0.0246579	0.0279639	0.0200177	0.0433656	0.00491342	0.031231	0.0266036	0.0515824	0.0177712	0.0371588	0.0193117	0.0382713	0.0445778	0.0362357	0.00864396	0.0609149	0.0251683	0.0353724	2.171293
1077	1	-5387.63	-5410.05	22.4251	0.111247	0.0730873	0.0714172	0.0385629	0.0577763	0.0514542	0.0704447	0.0569608	0.111229	0.0951101	0.0298183	0.0297054	0.104338	0.0560399	0.132786	0.0881972	0.085469	0.0476938	0.0466685	0.0295122	0.0292315	0.0168238	0.133248	0.0304372	0.0109329	0.0165299	0.0386694	0.0596329	0.0490412	0.0709883	0.0235233	0.0203122	0.0183342	0.0508239	0.0203955	0.0145904	0.0140333	0.0370203	0.0950278	0.0488289	0.0171282	0.023438	0.0198917	2.246401
1078	0	-5390.27	-5411.14	20.8696	0.109303	0.0817141	0.0892412	0.0572256	0.0922187	0.0558247	0.135035	0.0312437	0.102748	0.086174	0.0302619	0.0489119	0.0923579	0.05559	0.0730986	0.0559629	0.104148	0.0743345	0.0647808	0.0488434	0.0354628	0.0200887	0.168749	0.0326191	0.0324626	0.040378	0.025148	0.0168397	0.0291638	0.00847628	0.031231	0.0279654	0.0573921	0.0439527	0.0140769	0.0173886	0.0465825	0.0786444	0.0088403	0.0286959	0.0540089	0.0236028	0.0711567	2.401944
1079	1	-5387.7	-5409.81	22.1087	0.103214	0.0764796	0.102454	0.058893	0.079829	0.0832063	0.122671	0.0433658	0.0812149	0.0851151	0.0381295	0.0297294	0.0962518	0.0304071	0.0977972	0.0724126	0.0807281	0.051316	0.0477372	0.0332671	0.0249509	0.0315108	0.119777	0.0200374	0.0301553	0.0171768	0.0386694	0.0644494	0.0490412	0.0709883	0.0114565	0.0210221	0.00981486	0.0680917	0.0312319	0.0138403	0.0242748	0.0398908	0.0610182	0.0397941	0.0452015	0.0162843	0.0151431	2.27804
1080	0	-5384.44	-5406.18	21.7412	0.104007	0.0638743	0.100833	0.044324	0.0648411	0.0558247	0.0987508	0.0284605	0.127737	0.0723935	0.0315117	0.0277639	0.0830656	0.0608802	0.070029	0.0741429	0.0944215	0.0555205	0.0779905	0.0338873	0.02724	0.040225	0.148904	0.0585653	0.0179058	0.0318703	0.0553948	0.0243954	0.0352207	0.0327013	0.0270744	0.0162193	0.0304662	0.0505142	0.0156496	0.027764	0.0391011	0.070002	0.0428071	0.0092564	0.0671265	0.0167859	0.0593424	2.314791
1081	1	-5389.53	-5410.68	21.1513	0.0916881	0.0679865	0.0511027	0.0509774	0.079829	0.0655538	0.0678808	0.0687785	0.114669	0.112983	0.0281091	0.0449801	0.0877308	0.053682	0.0944259	0.0772393	0.106774	0.0673956	0.0635454	0.0364517	0.0410935	0.042682	0.157469	0.0282843	0.0408011	0.0193748	0.0386694	0.0640067	0.0405851	0.0879526	0.00802099	0.0383331	0.0277519	0.0319809	0.0191403	0.0138403	0.0306687	0.033225	0.07696	0.0285955	0.048225	0.0153948	0.00894039	2.373779
1082	0	-5381.12	-5404.65	23.5388	0.116391	0.0559735	0.0877093	0.044324	0.0801894	0.0556764	0.101111	0.048696	0.0968638	0.0818712	0.0269699	0.0290187	0.0690025	0.0550614	0.0880021	0.0570637	0.0830022	0.0466043	0.0785889	0.0236769	0.0261073	0.0363458	0.138214	0.03892	0.005921	0.0453946	0.0293709	0.00648843	0.032237	0.0252675	0.0217875	0.0365134	0.0293793	0.033515	0.0278708	0.0221497	0.0482705	0.0629494	0.00909258	0.0174784	0.03997	0.0283597	0.0476311	2.135031
1083	1	-5391.18	-5414.77	23.5958	0.103112	0.0492613	0.0961664	0.0581763	0.079829	0.0632027	0.0871972	0.0472305	0.0803007	0.0761624	0.0274842	0.029697	0.0953003	0.0386208	0.0970911	0.0499671	0.0794153	0.0681979	0.0566987	0.0234247	0.0272786	0.0357804	0.130882	0.0459175	0.0261447	0.0193748	0.0456668	0.0475615	0.0479216	0.051369	0.0454157	0.0241544	0.0139152	0.0396929	0.0371948	0.0194655	0.0232369	0.00852076	0.0597606	0.016932	0.0323443	0.00821355	0.0160468	2.129326
1084	0	-5403.48	-5426.74	23.2669	0.114976	0.0463785	0.0822943	0.0526375	0.101892	0.0467627	0.0408431	0.0284869	0.110082	0.110005	0.0291696	0.0354829	0.106054	0.0381719	0.0817651	0.0662075	0.0853751	0.0553631	0.0528829	0.020605	0.0451372	0.0289396	0.118725	0.0638465	0.0246389	0.0401102	0.0172399	0.0224815	0.0434856	0.0323625	0.0272802	0.012451	0.024004	0.0387177	0.0186735	0.017232	0.0352909	0.0473466	0.0153409	0.0215656	0.0475143	0.0284036	0.0859967	2.16222
1085	1	-5394.02	-5415.33	21.317	0.102535	0.0712296	0.104364	0.0700231	0.0719298	0.0528293	0.103445	0.0520568	0.114095	0.0594057	0.0202589	0.0362582	0.106818	0.0562862	0.091026	0.0541096	0.100238	0.0662804	0.0925723	0.0259343	0.0348379	0.0406754	0.139739	0.0374084	0.0274981	0.0263824	0.034654	0.0486662	0.0478958	0.0638636	0.0216002	0.0399935	0.017977	0.0399542	0.0101501	0.0163091	0.0452273	0.00919126	0.0780291	0.0254914	0.0581295	0.0295277	0.01231	2.357206
1086	0	-5387.5	-5408.68	21.1811	0.107114	0.0508492	0.100693	0.041966	0.0599698	0.0607452	0.101005	0.0588414	0.110082	0.084377	0.0224949	0.0304745	0.0701336	0.0726583	0.0831421	0.0995984	0.110692	0.0634856	0.0701916	0.0458802	0.0137519	0.0220607	0.168225	0.0524009	0.0265679	0.0365622	0.0354029	0.0278543	0.0342043	0.0262857	0.0494394	0.0295067	0.0511903	0.0270626	0.0244378	0.0198272	0.0234757	0.0540852	0.0294632	0.0155013	0.0486298	0.0264145	0.0840573	2.370801
1087	1	-5387.46	-5410.49	23.033	0.111672	0.0795191	0.0760195	0.0333692	0.0719298	0.037515	0.0960179	0.0385982	0.103451	0.0991574	0.0323705	0.0378851	0.0843037	0.0789353	0.0708985	0.0663752	0.0787146	0.0440687	0.0657389	0.0236027	0.0105819	0.0229981	0.141236	0.0502713	0.0106301	0.0293953	0.0353699	0.0377069	0.0528069	0.0722145	0.0144913	0.0201133	0.0113309	0.039243	0.0220896	0.00931656	0.0337501	0.0402939	0.0597035	0.0623338	0.0542535	0.00669802	0.0186366	2.185607
1088	0	-5395.88	-5417.65	21.7668	0.0862584	0.0658218	0.116544	0.0382324	0.101322	0.0527548	0.0865025	0.0425566	0.108478	0.110277	0.0390567	0.012036	0.0874248	0.0658355	0.0658825	0.0831819	0.129739	0.0955038	0.0520817	0.0297171	0.0358103	0.0245693	0.183464	0.0545934	0.00991223	0.018202	0.0421818	0.019887	0.0414808	0.00696907	0.0190826	0.0142933	0.0178067	0.0177179	0.0108006	0.0108251	0.0643427	0.0626481	0.0239389	0.0244847	0.0670756	0.0288458	0.0440872	2.312224
1089	1	-5387.87	-5408.76	20.8879	0.105571	0.0613073	0.0816164	0.0755973	0.0953032	0.0409503	0.0731884	0.046077	0.133731	0.100362	0.0339379	0.0326273	0.113994	0.0544822	0.100588	0.0613417	0.114331	0.0577051	0.0584274	0.0273742	0.0226975	0.0279802	0.141236	0.0225396	0.0385164	0.0171205	0.0429525	0.0803342	0.0411841	0.0602762	0.00853554	0.0310328	0.0181476	0.0356427	0.0332189	0.0151315	0.0389031	0.057767	0.0764651	0.0566395	0.0377337	0.0150946	0.0124565	2.400118
1090	0	-5384.1	-5406.62	22.5129	0.0858348	0.0621323	0.0620582	0.0584226	0.0644161	0.0651194	0.0865445	0.0474744	0.0864274	0.0693317	0.0390567	0.0348308	0.068966	0.0864797	0.096705	0.0755254	0.11009	0.065815	0.0638994	0.0297171	0.0257115	0.0230725	0.141774	0.0779156	0.0160778	0.0530462	0.0421818	0.0187065	0.0414808	0.0119535	0.0182816	0.0201819	0.0392271	0.0326244	0.0245923	0.0171043	0.07255	0.0533164	0.0220107	0.0170981	0.0644777	0.0167668	0.0286215	2.23762
1091	1	-5385.89	-5409.48	23.5933	0.102919	0.0445424	0.100846	0.0420792	0.063231	0.0832595	0.0729743	0.0464977	0.101539	0.0853703	0.0281236	0.0495951	0.0900532	0.0489155	0.0688878	0.0828351	0.109963	0.0353538	0.0597362	0.0260033	0.0267794	0.0379512	0.137407	0.0348029	0.0140068	0.0315497	0.0315554	0.0572831	0.0367188	0.0520461	0.00499119	0.0244398	0.0273954	0.0355986	0.017987	0.0155679	0.0129544	0.0375874	0.0425824	0.0229317	0.0459149	0.0254272	0.0133731	2.129576
1092	0	-5391.36	-5411.48	20.1152	0.1229	0.0577874	0.115952	0.0735047	0.0638529	0.0704199	0.0776653	0.0454756	0.118869	0.0873059	0.0378219	0.0177584	0.0852141	0.0599375	0.0748754	0.0655157	0.11009	0.0723414	0.0846558	0.0313309	0.0250349	0.0333586	0.137724	0.0563007	0.0171978	0.0414793	0.0457203	0.0363127	0.0469941	0.0119535	0.0225013	0.0320439	0.0703096	0.020415	0.0305861	0.0174977	0.0446248	0.0622243	0.0220107	0.026386	0.127246	0.0265183	0.049669	2.477383
1093	1	-5394.2	-5415.02	20.8197	0.105686	0.064842	0.0794419	0.0673088	0.111379	0.0617224	0.0459625	0.0453917	0.0912914	0.0987859	0.0253098	0.0352844	0.0993594	0.0731702	0.0911778	0.0729329	0.109438	0.0539006	0.0670926	0.0494417	0.0251226	0.0179131	0.184957	0.0635848	0.0250777	0.026284	0.0539796	0.0661517	0.0490374	0.0474044	0.0396748	0.0170644	0.0139286	0.0289667	0.0244318	0.00526322	0.0401073	0.0432811	0.0787487	0.0389862	0.0290578	0.0243587	0.0146395	2.40694
1094	0	-5392.51	-5415.34	22.835	0.1229	0.024677	0.070283	0.0467586	0.0638936	0.0637142	0.0760457	0.0518365	0.110046	0.0873059	0.0159507	0.0189872	0.0961361	0.0584096	0.0857593	0.0659135	0.0744214	0.0616027	0.0551634	0.027435	0.0339428	0.0328721	0.154292	0.0563007	0.0213203	0.03084	0.0250992	0.0281766	0.0493052	0.0199157	0.0328881	0.00876736	0.0613752	0.0474141	0.0217286	0.0174977	0.0281627	0.0418556	0.0662555	0.0134581	0.0767043	0.0244493	0.0355512	2.205412
1095	1	-5394.84	-5417.58	22.7439	0.129409	0.0414886	0.0696941	0.0387561	0.0576693	0.0425751	0.0874603	0.0453917	0.118084	0.0834207	0.0434927	0.0127973	0.109532	0.0660969	0.0632835	0.0827764	0.117108	0.0462928	0.0538048	0.0248505	0.0321064	0.0490787	0.12815	0.0333053	0.0161506	0.0172167	0.0192829	0.0604765	0.0648221	0.0502022	0.0204084	0.0314861	0.0192947	0.0499624	0.0181834	0.000957499	0.0406023	0.0448853	0.0620194	0.0429395	0.0360408	0.00448478	0.0384822	2.214522
1096	0	-5391.81	-5414.5	22.6917	0.0906294	0.0639841	0.0917306	0.0371575	0.056343	0.0828122	0.0741143	0.0573655	0.10499	0.0873059	0.0373021	0.0196065	0.0711194	0.0451955	0.0681023	0.0822378	0.128952	0.0504807	0.0531529	0.0614018	0.0238851	0.0442183	0.0977086	0.0426391	0.0187243	0.0179775	0.0305029	0.020227	0.0503718	0.0232826	0.0140614	0.0205313	0.0411867	0.0384962	0.041859	0.0207794	0.0455347	0.0823647	0.0163493	0.00455665	0.0578451	0.0270797	0.075571	2.219737
1097	1	-5393.07	-5416.26	23.1845	0.0787237	0.0595516	0.0834403	0.0560896	0.0797532	0.08584	0.0820515	0.0673401	0.0962879	0.0782512	0.0316692	0.0358681	0.0904677	0.0548807	0.076543	0.043186	0.0727751	0.0707883	0.058812	0.05771	0.0377678	0.0309791	0.155739	0.0357635	0.0150742	0.0123737	0.0349054	0.0500029	0.0332158	0.0617938	0.0165489	0.0158117	0.0252581	0.0450879	0.00216891	0.0011028	0.0218589	0.0382333	0.0687317	0.0350976	0.0459976	0.0140651	0.0128514	2.170458
1098	0	-5385.6	-5408.02	22.4189	0.105694	0.0514096	0.110416	0.0641954	0.0513906	0.0521677	0.0828912	0.0351546	0.0795222	0.0951574	0.0221071	0.0225387	0.098083	0.0561278	0.104535	0.06274	0.096598	0.057072	0.0757287	0.0440765	0.0274428	0.0177503	0.137687	0.0499878	0.0132897	0.0337376	0.0360913	0.016848	0.0470157	0.0406277	0.0153849	0.0285249	0.037955	0.0518147	0.0170423	0.0117504	0.0565971	0.0656388	0.0163435	0.0175004	0.0606457	0.0396556	0.040076	2.247013
1099	1	-5405.78	-5427.61	21.8248	0.0933693	0.0749083	0.080552	0.0490385	0.106655	0.0601609	0.0868643	0.0607167	0.0923479	0.103492	0.049356	0.0213655	0.0832593	0.0555259	0.0464124	0.0898248	0.0449655	0.0637878	0.0778373	0.0591068	0.0280882	0.0425558	0.13774	0.0274656	0.0160939	0.0462174	0.0636466	0.0566714	0.0769104	0.0661237	0.00785864	0.0387176	0.0267967	0.0356187	0.0272245	0.00397384	0.010322	0.03949	0.0594015	0.0418188	0.0159095	0.00802321	0.0302101	2.306424
1100	0	-5381.91	-5404.57	22.6538	0.0796827	0.0632493	0.0797837	0.0421726	0.0626418	0.0907471	0.0907968	0.0357099	0.102288	0.0923551	0.0408593	0.0410262	0.0763122	0.0590198	0.0760878	0.0624628	0.0645965	0.0581998	0.0726999	0.041813	0.026773	0.020629	0.135144	0.0441755	0.0233216	0.0334063	0.0360913	0.0173932	0.0410947	0.0154561	0.0141073	0.0454307	0.052539	0.0328659	0.0222811	0.0198027	0.0305998	0.0604327	0.0214283	0.0141602	0.077274	0.0400829	0.0665296	2.223523
1101	1	-5385.22	-5407.8	22.5841	0.100391	0.0642728	0.104652	0.063596	0.0676267	0.0599611	0.113849	0.0599777	0.0803734	0.0697157	0.0135399	0.0471191	0.0755742	0.0520679	0.0749392	0.0554298	0.0801937	0.0482747	0.0676579	0.0366937	0.0280882	0.0210045	0.176313	0.0330204	0.0264137	0.0241289	0.0327552	0.0612922	0.0667682	0.061714	0.0297652	0.00929918	0.011935	0.0461974	0.0361773	0.00971168	0.0256259	0.0485178	0.0465043	0.0306896	0.0458799	0.00722195	0.0155735	2.230502
1102	0	-5392.5	-5414.61	22.1107	0.0634795	0.0442791	0.0875847	0.0703644	0.0699148	0.111377	0.096796	0.0258553	0.0949151	0.0835191	0.0545779	0.0306088	0.0992737	0.0653948	0.0694792	0.0891443	0.0702291	0.0638983	0.0646467	0.0445629	0.0422629	0.0185308	0.134226	0.0719917	0.0126256	0.0390541	0.0504075	0.0221222	0.0356434	0.0100364	0.0107488	0.0342601	0.0448054	0.0440053	0.0177342	0.0198027	0.0290114	0.0582279	0.031331	0.0245565	0.0551882	0.0280056	0.0433589	2.277838
1103	1	-5391.76	-5414.99	23.2324	0.0901013	0.0628838	0.110148	0.0628095	0.0612191	0.0387461	0.090624	0.0694698	0.0999535	0.0582541	0.0323102	0.0207805	0.0755742	0.0454766	0.070014	0.0538954	0.134523	0.0412127	0.0560534	0.0411384	0.0280271	0.0311976	0.114721	0.0186028	0.0351788	0.0140356	0.0470942	0.0483456	0.0414479	0.0664702	0.0233028	0.0109601	0.0218504	0.0188807	0.0406814	0.0142403	0.0241582	0.0376038	0.0721896	0.0528402	0.0647025	0.0124248	0.0115232	2.165666
1104	0	-5381.91	-5404.71	22.8018	0.0840155	0.0455476	0.0950199	0.0541319	0.0822517	0.0611106	0.0782391	0.0587558	0.0824241	0.115181	0.0333849	0.0206907	0.103753	0.0674467	0.0746916	0.0583688	0.096682	0.0771777	0.0614994	0.0377815	0.0368068	0.0242286	0.147721	0.0538255	0.0111845	0.0329572	0.0335779	0.0163942	0.0424259	0.0185378	0.00941711	0.0252209	0.0416795	0.0417231	0.0127329	0.0191049	0.0226096	0.0452708	0.0349399	0.00459222	0.0837152	0.0213635	0.0405496	2.208732
1105	1	-5391.21	-5413.77	22.5623	0.0943037	0.0484557	0.123776	0.0692948	0.0601927	0.0363949	0.0911942	0.0546966	0.116821	0.103097	0.0228229	0.0441599	0.0601021	0.053156	0.0889352	0.0839562	0.072411	0.0609525	0.0783453	0.0334602	0.0364693	0.0146379	0.123863	0.0206379	0.013921	0.0191328	0.0231652	0.0575226	0.0503946	0.0459981	0.0151019	0.0233682	0.0202464	0.056562	0.0403474	0.0196543	0.0204459	0.045594	0.07187	0.0241479	0.0528239	0.00766916	0.032581	2.232683
1106	0	-5388.73	-5411.31	22.5785	0.104415	0.0570911	0.0881303	0.0526768	0.100987	0.0490983	0.113658	0.0674583	0.0928723	0.0896441	0.0431946	0.0218932	0.0935165	0.0491442	0.06765	0.0996009	0.096682	0.0573199	0.0628492	0.0281079	0.016534	0.0172736	0.119261	0.0657321	0.00262302	0.0366204	0.0437612	0.0118441	0.0372545	0.0190484	0.0303636	0.0230628	0.0473894	0.0372588	0.00851954	0.00975469	0.0301194	0.0541058	0.0225158	0.0195161	0.0624138	0.0402129	0.0398853	2.23106
1107	1	-5392.22	-5413.71	21.4979	0.0860946	0.032996	0.0809931	0.0646289	0.0633399	0.0593559	0.0896995	0.0709036	0.094001	0.0935032	0.0303421	0.0225867	0.101475	0.0565589	0.0985515	0.0755119	0.102052	0.0653828	0.0807692	0.059093	0.0171318	0.0381768	0.116042	0.0244842	0.0382051	0.0237817	0.0368723	0.0703756	0.0327508	0.0826983	0.0479682	0.0391452	0.0184668	0.0543201	0.0223114	0.0249655	0.0261262	0.0227716	0.0556218	0.0416751	0.0352626	0.0231248	0.0190033	2.339119
1108	0	-5389.74	-5410.64	20.9025	0.0936348	0.0475976	0.106016	0.0416484	0.0864449	0.0512716	0.136457	0.04221	0.111039	0.105397	0.0289543	0.0311691	0.0926246	0.072073	0.0817535	0.054878	0.111221	0.0645238	0.0776503	0.0451727	0.0351185	0.0418498	0.146785	0.0695936	0.025838	0.0467855	0.0341617	0.0268476	0.0297638	0.0126058	0.0354527	0.0152579	0.0646581	0.0364789	0.0172482	0.017957	0.0393299	0.0282628	0.0207309	0.0195288	0.0754284	0.0254633	0.0517751	2.398659
1109	1	-5383.72	-5406.08	22.3606	0.103906	0.0639808	0.0908425	0.0582948	0.0495377	0.0553746	0.0896995	0.0624308	0.0917629	0.0743507	0.0227876	0.0341021	0.0646414	0.0477632	0.0856449	0.059322	0.115509	0.0448186	0.052667	0.0409236	0.0284431	0.039035	0.181422	0.0210109	0.015353	0.0249486	0.0463851	0.0530708	0.0561016	0.0466844	0.0251617	0.0206245	0.0180848	0.0340867	0.0296036	0.0249655	0.0155106	0.05056	0.0747458	0.0518007	0.0390686	0.0216182	0.0262037	2.252849
1110	0	-5389.32	-5412.88	23.5593	0.0935558	0.068889	0.104914	0.0742458	0.0507162	0.0352437	0.0926529	0.0479549	0.0876674	0.0716261	0.0273414	0.0258814	0.0784946	0.0450712	0.0913072	0.0548851	0.0694867	0.0614912	0.0644184	0.0362408	0.0343532	0.0401468	0.170461	0.0524963	0.022057	0.0484479	0.0341617	0.0212998	0.0430363	0.0120811	0.0347572	0.0172304	0.0349866	0.038957	0.0176448	0.0120536	0.0117183	0.0339326	0.0264594	0.00739982	0.0620995	0.0255212	0.0495871	2.132973
1111	1	-5385.1	-5406.97	21.8705	0.0835746	0.0876367	0.0943783	0.0479623	0.080262	0.0542092	0.0903024	0.0546003	0.118432	0.114043	0.0316388	0.0266295	0.106687	0.0578016	0.0730855	0.0750819	0.0960501	0.0601216	0.051662	0.03218	0.023063	0.035482	0.178695	0.048826	0.014708	0.0083033	0.0463851	0.0650202	0.0303686	0.0769552	0.0187815	0.0234307	0.0155724	0.0337319	0.0289561	0.00661989	0.0218235	0.0398219	0.0822988	0.027814	0.0199404	0.0132294	0.00569529	2.301861
1112	0	-5394.81	-5416.7	21.8869	0.103917	0.0547657	0.085928	0.0729327	0.107666	0.0335423	0.0679452	0.031616	0.0997201	0.0893271	0.0244522	0.0303886	0.0677486	0.0867216	0.0661982	0.0624777	0.119424	0.0440792	0.0640683	0.0430278	0.0332037	0.0258939	0.149097	0.0533141	0.024211	0.0484479	0.0511726	0.0179208	0.0241045	0.0274953	0.0369475	0.0168731	0.0409066	0.0532949	0.00820467	0.0298281	0.053465	0.102899	0.02718	0.0136656	0.0465521	0.023317	0.0362732	2.300214
1113	1	-5393.01	-5415.52	22.5186	0.0813397	0.0598098	0.0805397	0.0561302	0.0546182	0.0411652	0.0886718	0.0358071	0.118432	0.0905442	0.0366299	0.025812	0.0826376	0.051147	0.128623	0.0824258	0.107133	0.0575401	0.0399617	0.0295148	0.0351835	0.0413	0.137053	0.0366485	0.0147594	0.0453083	0.0580319	0.065806	0.0321894	0.0644863	0.0128011	0.0259321	0.0108696	0.0353236	0.0223193	0.00904236	0.0432775	0.0404858	0.0590748	0.041957	0.0267449	0.0101153	0.0198602	2.237052
1114	0	-5387.56	-5409.35	21.7853	0.114822	0.0591959	0.0840526	0.0708676	0.0832853	0.0712237	0.0847348	0.0628994	0.114102	0.0866344	0.0416192	0.0271327	0.0883024	0.0900219	0.0896433	0.0756123	0.111308	0.0447792	0.0519035	0.0253867	0.0332119	0.039698	0.147307	0.0598078	0.0030533	0.0330171	0.048591	0.010071	0.0356607	0.0118866	0.00808096	0.0119718	0.0511284	0.032162	0.0160769	0.0216421	0.0291915	0.0686461	0.0164517	0.0192239	0.051728	0.0462289	0.0380163	2.310379
1115	1	-5387.34	-5409.75	22.4054	0.0653663	0.0802666	0.0624529	0.0639035	0.0639366	0.037149	0.0909528	0.0450614	0.100154	0.109537	0.0269755	0.0316264	0.0924225	0.0631181	0.082433	0.0762387	0.0935873	0.061149	0.0528275	0.0387159	0.0218972	0.0373655	0.137053	0.0315129	0.0203093	0.021113	0.0393515	0.0864778	0.0396103	0.0653584	0.0245058	0.033182	0.0115764	0.0386348	0.0212654	0.012205	0.0466541	0.0413124	0.0703246	0.0404675	0.0311059	0.0188265	0.0203805	2.248364
1116	0	-5397.81	-5420.07	22.254	0.114822	0.0629191	0.0673686	0.047686	0.0820347	0.0597863	0.114453	0.0492842	0.0706378	0.091286	0.0507771	0.0390481	0.0716727	0.0421282	0.0650564	0.0598855	0.105216	0.0596242	0.0753657	0.0434257	0.0204756	0.00969168	0.173666	0.0629637	0.0194698	0.0267765	0.0316826	0.0501228	0.0363749	0.0069546	0.00337522	0.0434153	0.0287089	0.0166961	0.0149849	0.0225884	0.0406062	0.0567824	0.0475667	0.0178182	0.0579781	0.0418378	0.0604923	2.263505
