Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
3160	-15811.2	-15824.8	13.6672	0.110692	0.091762	0.0878228	0.106523	0.0983889	0.0852334	0.128379	0.0715173	0.0828714	0.162245	0.0748848	0.0727699	0.0915766	0.070847	0.104112	0.142858	0.145611	0.106067	0.139356	0.0769259	0.0937617	0.0763953	0.145406	0.043011	0.0733014	0.019317	0.0331638	0.0906753	0.0349044	0.0261266	0.0402325	0.0350073	0.0172349	0.0371035	0.0327587	0.0412248	0.0302603	0.0327625	0.0187732	0.0262414	0.0506287	0.0368726	0.0365831	3.122188
3170	-15804.4	-15817	12.5897	0.0995142	0.121907	0.089791	0.106523	0.090726	0.0983187	0.111876	0.0783038	0.0939539	0.186031	0.0976541	0.0948144	0.107572	0.0834257	0.11279	0.141936	0.131054	0.101376	0.13952	0.0769259	0.0830372	0.0770683	0.18703	0.0462337	0.0469245	0.0139541	0.0331357	0.0705116	0.0257369	0.0279539	0.0480022	0.0293341	0.0184922	0.0346107	0.0370007	0.0468499	0.0269961	0.0360652	0.0350918	0.0248592	0.0471565	0.0349087	0.0349777	3.229943
3180	-15801.3	-15814.1	12.786	0.133181	0.0959908	0.0866221	0.1051	0.119673	0.0867181	0.127683	0.0586218	0.0971311	0.175973	0.0660435	0.0802064	0.0843863	0.0961731	0.109578	0.126915	0.107327	0.105524	0.136716	0.087232	0.0918412	0.102614	0.156158	0.0496369	0.0516172	0.0231163	0.0153607	0.0778533	0.023718	0.0419851	0.0506556	0.0384908	0.0326418	0.0456936	0.0425764	0.0545376	0.0150359	0.0362648	0.0271371	0.0283735	0.0391174	0.0442898	0.0347921	3.210303
3190	-15802.3	-15815.9	13.6626	0.132197	0.0808282	0.0860132	0.109391	0.11862	0.0919852	0.108373	0.0713915	0.0919948	0.149556	0.0621774	0.0996711	0.0968909	0.0990023	0.109578	0.111696	0.117802	0.120741	0.127137	0.0685883	0.0783061	0.0804966	0.179008	0.0501218	0.0457756	0.0182853	0.0289608	0.0842725	0.0207389	0.053992	0.0408904	0.0308035	0.0208711	0.043949	0.0340004	0.0602272	0.0319664	0.032098	0.0257754	0.0208309	0.0408707	0.0244444	0.0223304	3.122649
3200	-15797.9	-15810.8	12.8987	0.114491	0.0973873	0.0895989	0.0988814	0.104297	0.08196	0.130119	0.0890599	0.0946042	0.19852	0.0835287	0.0800713	0.0968909	0.114468	0.106268	0.117459	0.105997	0.112783	0.119172	0.0888039	0.0760497	0.0774491	0.13705	0.0628298	0.0404859	0.0263527	0.027459	0.0782621	0.0274526	0.0354312	0.0486276	0.0243514	0.0302761	0.0560139	0.0329608	0.0560672	0.032526	0.0329599	0.0451751	0.021899	0.0367029	0.0434458	0.0248498	3.199038
3210	-15795.8	-15808.8	12.9228	0.11206	0.0973873	0.0960605	0.116184	0.109339	0.0890874	0.136023	0.0809256	0.102135	0.180045	0.0835287	0.087316	0.0830222	0.0863969	0.0995269	0.109133	0.121668	0.109695	0.141491	0.0663364	0.0959713	0.0921309	0.15074	0.0615598	0.0375665	0.0220052	0.0242773	0.084891	0.0217286	0.0378257	0.0544474	0.0209796	0.0207395	0.0570451	0.0367277	0.0518708	0.0255138	0.0248169	0.0384404	0.0285343	0.029122	0.0385014	0.0338357	3.196632
3220	-15807.2	-15819.7	12.5792	0.13256	0.107117	0.0975921	0.100922	0.132574	0.0844777	0.136372	0.0746685	0.0913997	0.163838	0.0608695	0.0768429	0.0855319	0.0715196	0.109742	0.129276	0.131195	0.133463	0.131564	0.0795855	0.0781364	0.0784369	0.150261	0.0657657	0.0456129	0.0286065	0.0337916	0.0611937	0.0264995	0.0294026	0.0544735	0.0182165	0.0272837	0.0562842	0.05678	0.0443329	0.0161014	0.0431746	0.0381331	0.0363013	0.0358952	0.0493173	0.0258751	3.230987
3230	-15809.5	-15822.3	12.7985	0.118802	0.0793339	0.0835836	0.0908733	0.140651	0.057828	0.11953	0.0807456	0.0953465	0.168826	0.064728	0.0839107	0.106255	0.111367	0.117186	0.128447	0.119628	0.130752	0.110761	0.0765432	0.08959	0.0983258	0.150261	0.0475384	0.0423288	0.0397972	0.0367427	0.0707876	0.0226788	0.0293146	0.0564185	0.0270134	0.0170348	0.0421155	0.0338716	0.0674097	0.0292401	0.0337353	0.0404894	0.0473612	0.0290419	0.0398862	0.0329788	3.209059
3240	-15803.9	-15816.2	12.2788	0.118216	0.0992562	0.101495	0.115261	0.0994511	0.0795299	0.137332	0.0674199	0.0907698	0.178775	0.0887916	0.0851294	0.0943544	0.119846	0.105122	0.131468	0.119628	0.129177	0.126328	0.0691141	0.0763038	0.0920892	0.189985	0.0586686	0.0371278	0.0323252	0.0200373	0.0719536	0.0263157	0.0560768	0.0471109	0.015779	0.0337394	0.0568463	0.028184	0.0522246	0.0257823	0.0428799	0.0347986	0.0232384	0.0366228	0.0204349	0.0260422	3.26103
3250	-15811.4	-15825.2	13.7739	0.125611	0.108	0.0707937	0.108213	0.0985363	0.0707275	0.105388	0.0778478	0.111991	0.145799	0.0687895	0.081825	0.104742	0.0971168	0.0998032	0.137606	0.141302	0.111026	0.121698	0.0691141	0.0783772	0.0875245	0.178723	0.0408832	0.0343296	0.027751	0.0368125	0.0679629	0.046194	0.0363664	0.0307609	0.0171657	0.0234873	0.0566945	0.0280181	0.0476705	0.0397729	0.0267123	0.049749	0.0199975	0.0255392	0.0270684	0.0280292	3.111517
3260	-15809	-15821.9	12.8266	0.115861	0.0799519	0.113495	0.103579	0.126518	0.0699233	0.102813	0.0806587	0.0898081	0.162828	0.0689044	0.0758489	0.0968026	0.080107	0.118135	0.151718	0.117639	0.111026	0.136542	0.0910173	0.0854439	0.0948496	0.181629	0.0448338	0.0400576	0.0393289	0.0347067	0.0717614	0.0370133	0.0547797	0.0326315	0.0155463	0.0297865	0.0464481	0.0306594	0.0311824	0.0263326	0.0260918	0.0397415	0.0397455	0.056418	0.0330401	0.0210492	3.206252
3270	-15812.7	-15824.4	11.7878	0.121157	0.112236	0.0891737	0.0875159	0.134925	0.0977963	0.132684	0.0723802	0.0931204	0.16288	0.0712733	0.103872	0.0968026	0.0947254	0.102357	0.151805	0.12092	0.123067	0.112274	0.0862018	0.116175	0.088217	0.193313	0.0560063	0.0535152	0.0160839	0.0194285	0.0790201	0.0272413	0.0365161	0.0401284	0.0126082	0.0360749	0.0574362	0.0296219	0.0481178	0.0349582	0.0298483	0.0553432	0.0264421	0.0363994	0.0360661	0.0144003	3.310129
3280	-15800.1	-15813.5	13.4697	0.135863	0.099076	0.0883279	0.0958452	0.113025	0.0888701	0.119891	0.0821292	0.108537	0.162641	0.0845207	0.0769163	0.0905043	0.0915303	0.111075	0.131141	0.110112	0.131182	0.1038	0.0656556	0.0684784	0.088217	0.193682	0.0513747	0.0399352	0.0184045	0.0367814	0.0702692	0.0350705	0.0315388	0.0488781	0.0180679	0.028194	0.0457036	0.0245153	0.0349395	0.0270152	0.0316772	0.0399778	0.0316241	0.0338966	0.0278284	0.0252231	3.141934
3290	-15805.1	-15817.1	11.9675	0.132838	0.112004	0.0903554	0.119568	0.120693	0.0885139	0.141946	0.0977521	0.104281	0.164888	0.0747709	0.0738286	0.0956777	0.101435	0.11318	0.107955	0.117625	0.118754	0.145526	0.0873093	0.0865958	0.0784481	0.154641	0.0604136	0.0456911	0.0380517	0.018395	0.0697242	0.0251897	0.0423	0.0501918	0.0336931	0.0365087	0.0361822	0.0347977	0.0436013	0.0304488	0.0369939	0.0291191	0.0227747	0.0523948	0.0294632	0.0276369	3.292157
3300	-15802.1	-15814.6	12.5318	0.122254	0.0910295	0.103077	0.0924445	0.0939361	0.0896257	0.126789	0.0741632	0.104281	0.166744	0.0789534	0.0903829	0.0926648	0.0939901	0.118829	0.125495	0.133295	0.127034	0.124158	0.0796125	0.101521	0.0850337	0.201867	0.0649537	0.0443626	0.0383701	0.0271404	0.0822546	0.0276155	0.0276359	0.0270167	0.0158558	0.0287614	0.0326524	0.0399139	0.0399933	0.0273616	0.0316414	0.0323183	0.0218956	0.0419292	0.0292951	0.037577	3.235725
3310	-15801.7	-15813.7	12.0647	0.133356	0.0898452	0.115537	0.0985582	0.10465	0.0907548	0.126789	0.0709232	0.10343	0.168857	0.0909916	0.103999	0.113352	0.098702	0.0949779	0.12277	0.131488	0.120127	0.110533	0.100039	0.0963969	0.0695707	0.19295	0.0663582	0.0538792	0.0308281	0.0253711	0.0608124	0.0229994	0.0367825	0.052112	0.0229137	0.0269194	0.0479594	0.0441346	0.0361958	0.0313156	0.0316655	0.0292669	0.0304794	0.0394417	0.0274441	0.0169627	3.282439
3320	-15811.4	-15823.9	12.5081	0.129071	0.0949841	0.110921	0.105273	0.0995546	0.0666288	0.162468	0.0739801	0.115672	0.168857	0.0705304	0.0947715	0.103874	0.100236	0.0962727	0.131804	0.123061	0.112017	0.13556	0.0669602	0.0896952	0.0706193	0.164654	0.0508628	0.0340527	0.0284444	0.0526709	0.0812065	0.0380486	0.0444697	0.0447609	0.0182813	0.0344167	0.0593897	0.0369119	0.051475	0.0232257	0.0235173	0.0241602	0.0200717	0.0230004	0.0488895	0.0127767	3.238097
3330	-15800.8	-15814	13.2043	0.139649	0.0949841	0.100619	0.0938532	0.114397	0.0675409	0.130002	0.0877836	0.11428	0.185067	0.0725316	0.0970376	0.0970264	0.0938497	0.0924918	0.13059	0.11614	0.119183	0.0994223	0.0746057	0.0849619	0.0943902	0.162956	0.0456582	0.0421229	0.029573	0.0326266	0.0716201	0.040159	0.0372764	0.0529261	0.0153135	0.0266555	0.0384249	0.036025	0.0409177	0.0258346	0.0178071	0.0241561	0.0259086	0.0370139	0.0447263	0.020372	3.168479
3340	-15807.5	-15820.5	13.0241	0.128173	0.0907197	0.0946157	0.0979235	0.112935	0.0600142	0.141463	0.071791	0.0977228	0.133493	0.101099	0.0913128	0.0827777	0.0826215	0.0925065	0.128499	0.109137	0.120535	0.119508	0.0911328	0.0966871	0.083861	0.179111	0.0585489	0.0306559	0.0168494	0.0334229	0.0716201	0.0308307	0.0330702	0.0498535	0.0297359	0.0427356	0.05634	0.0460538	0.0484066	0.0167085	0.0384341	0.0363228	0.0317731	0.0440771	0.0353309	0.0280847	3.186494
3350	-15807.8	-15819.3	11.4811	0.140425	0.111013	0.096565	0.108783	0.114242	0.0825444	0.152136	0.0724569	0.106285	0.156077	0.111417	0.0779851	0.103443	0.0812678	0.117718	0.141121	0.136421	0.109842	0.107582	0.0967843	0.0914408	0.0785648	0.198628	0.0419196	0.0592478	0.0267745	0.0364018	0.0754704	0.0279077	0.0307192	0.050558	0.0220856	0.0157893	0.0599927	0.0418193	0.0663943	0.0233695	0.0343531	0.0240247	0.0253759	0.032933	0.0346438	0.018278	3.340801
3360	-15801.9	-15814.6	12.6775	0.124351	0.0953445	0.113527	0.0951325	0.106029	0.0857058	0.123472	0.0887013	0.0936386	0.185303	0.0779437	0.0727363	0.120595	0.0761126	0.131495	0.126429	0.151026	0.119286	0.123217	0.0857046	0.0922789	0.0894459	0.176443	0.0391275	0.0418476	0.0343214	0.0282802	0.0903899	0.0296451	0.0420314	0.0347898	0.00758456	0.0246744	0.0431106	0.0277655	0.0328405	0.0207451	0.0285347	0.0331578	0.0232125	0.0297806	0.0402853	0.015114	3.221155
3370	-15805.8	-15818.6	12.7854	0.115223	0.107641	0.107027	0.0679898	0.0956284	0.0895279	0.129385	0.0770512	0.106123	0.158924	0.0727405	0.0890461	0.09275	0.111279	0.101405	0.13419	0.124606	0.0966988	0.122848	0.0727603	0.0865406	0.0895263	0.178753	0.0604204	0.0496488	0.0281381	0.0240224	0.0991566	0.0245714	0.0421994	0.0332443	0.00758456	0.0427663	0.0608314	0.0396826	0.0423162	0.0178934	0.0283701	0.0390717	0.0338981	0.0413243	0.045994	0.0215736	3.210372
3380	-15798.4	-15810.8	12.3975	0.115223	0.111641	0.0838498	0.102678	0.108148	0.0889743	0.136104	0.075126	0.102623	0.164134	0.0944021	0.0840669	0.1174	0.0900071	0.109346	0.123772	0.133593	0.122908	0.117078	0.0961455	0.0919567	0.0860666	0.163207	0.0444904	0.0445181	0.0349091	0.0262636	0.111826	0.0317759	0.0294758	0.0398878	0.0124716	0.0224962	0.0472134	0.037855	0.0538785	0.0143259	0.0279263	0.0242367	0.0261004	0.0382008	0.0334202	0.0294385	3.249161
3390	-15814.8	-15828.5	13.6775	0.11797	0.123976	0.0856791	0.099432	0.120156	0.0989718	0.108394	0.0760218	0.0857316	0.164134	0.062694	0.0731766	0.113667	0.0878468	0.0963401	0.108279	0.160764	0.0941267	0.10515	0.0659663	0.0945397	0.0917177	0.167733	0.0587089	0.0417477	0.0165753	0.0349618	0.0746811	0.0474499	0.0452449	0.0477059	0.0108253	0.0130324	0.0419362	0.0366089	0.0293431	0.032187	0.024832	0.0282676	0.0202372	0.0458968	0.0450334	0.0234136	3.121155
3400	-15808.9	-15821.1	12.201	0.148035	0.123012	0.117816	0.0989885	0.13165	0.0763267	0.152574	0.0589043	0.105764	0.152344	0.0637913	0.0828311	0.0917103	0.107005	0.107967	0.119176	0.134258	0.116225	0.10845	0.0998159	0.110134	0.0736739	0.18458	0.0508059	0.0434285	0.0232272	0.036772	0.0646217	0.0196433	0.0350371	0.051282	0.0135199	0.0198766	0.0485882	0.0318102	0.0517975	0.0170436	0.0395619	0.0246887	0.0239434	0.0314381	0.0549974	0.021692	3.268807
3410	-15814.5	-15826.9	12.4183	0.138214	0.122123	0.103573	0.0687078	0.12412	0.101592	0.113816	0.0908203	0.0872967	0.177097	0.0891069	0.0672852	0.0981031	0.0966427	0.113925	0.132351	0.130351	0.136547	0.1105	0.0788767	0.0914421	0.0852837	0.157105	0.0753997	0.0417703	0.0474881	0.0426536	0.067562	0.0306742	0.0419541	0.0435541	0.0176101	0.0226177	0.0375469	0.0276699	0.052592	0.0106317	0.0279052	0.0186384	0.0308014	0.0248759	0.0439737	0.0262779	3.247076
3420	-15805.1	-15817.7	12.5999	0.118952	0.0841745	0.10099	0.0960185	0.0995637	0.0901362	0.14402	0.0942944	0.0908087	0.170386	0.093256	0.104048	0.0788716	0.0896979	0.119254	0.136652	0.120359	0.119281	0.13252	0.0821872	0.0793904	0.0932411	0.171736	0.0577968	0.0607925	0.0275454	0.0315721	0.0871869	0.0235255	0.042674	0.0450752	0.0114331	0.0344569	0.036745	0.0406402	0.0388843	0.0209743	0.0282811	0.0108003	0.0240636	0.041759	0.0353557	0.0195146	3.228914
3430	-15807.7	-15820.1	12.3539	0.130292	0.0964919	0.0892961	0.113176	0.0873605	0.0922108	0.158809	0.0821516	0.104879	0.156839	0.0682923	0.0686335	0.117026	0.0832481	0.109864	0.123105	0.141002	0.111029	0.136047	0.0839746	0.10208	0.104159	0.149612	0.0356712	0.0635661	0.0228278	0.0331639	0.0770096	0.024066	0.0305663	0.0497387	0.01047	0.0320367	0.0584325	0.0398137	0.0459028	0.0346225	0.0310033	0.0304865	0.0330779	0.0417094	0.0260643	0.0237129	3.25352
3440	-15800.4	-15813.7	13.2743	0.121375	0.10779	0.0935117	0.0985396	0.108059	0.100603	0.126542	0.0747516	0.102096	0.150662	0.0622046	0.0851477	0.110736	0.0937231	0.102136	0.130555	0.13627	0.125931	0.118779	0.0801176	0.077558	0.0800135	0.151445	0.0658206	0.0388951	0.027464	0.0372261	0.0880182	0.0220328	0.0398761	0.0619298	0.0217607	0.022134	0.0523134	0.0304938	0.0437264	0.0150223	0.0269859	0.019981	0.0276853	0.0231679	0.0470778	0.0113204	3.161478
3450	-15805.4	-15818	12.5832	0.135099	0.0990172	0.0874592	0.0892905	0.116537	0.0789321	0.126542	0.0748457	0.106785	0.154936	0.0653128	0.0793527	0.10377	0.10471	0.103512	0.137798	0.129087	0.119913	0.147444	0.0739543	0.0863861	0.0766485	0.189219	0.0555626	0.0607267	0.0340608	0.0317998	0.0929813	0.0302507	0.0534047	0.0513205	0.0163975	0.0271659	0.0500152	0.0380321	0.0392493	0.0169131	0.0378858	0.0252737	0.0267522	0.0261212	0.0208814	0.00924427	3.230591
3460	-15807.8	-15822	14.1561	0.127577	0.135792	0.086674	0.109481	0.0852012	0.0778294	0.10182	0.0683222	0.0972205	0.146106	0.0807958	0.0807081	0.0890606	0.0954337	0.108591	0.108171	0.141759	0.111806	0.135798	0.0790727	0.0860662	0.0646928	0.169927	0.0513061	0.0354116	0.0288127	0.0352023	0.0802734	0.0295406	0.0285546	0.0459778	0.0244308	0.0322956	0.0457748	0.0370207	0.0443231	0.0257317	0.0211977	0.0379271	0.0222792	0.0270451	0.0247978	0.00749735	3.073303
3470	-15807.8	-15821.4	13.5601	0.11644	0.0937922	0.0838815	0.103808	0.103208	0.0900444	0.11833	0.0731568	0.0869961	0.163072	0.0717725	0.078416	0.0994563	0.086751	0.103992	0.135555	0.112878	0.0892245	0.118456	0.0903104	0.0695185	0.0602573	0.208965	0.0502007	0.0497988	0.0467025	0.0281304	0.0828621	0.0240645	0.0335576	0.0443965	0.0284402	0.0245741	0.0534914	0.0553892	0.0505414	0.0276378	0.0212871	0.0340696	0.0296778	0.0298704	0.0407415	0.0191808	3.132897
3480	-15811.7	-15824	12.3228	0.127219	0.0965723	0.0991631	0.0785111	0.108451	0.0830617	0.124693	0.0803487	0.12226	0.17546	0.0733131	0.0915916	0.0994563	0.0866641	0.103098	0.12996	0.141479	0.118647	0.133255	0.0683982	0.0666643	0.0744013	0.178594	0.048701	0.0388015	0.0374315	0.0291197	0.0766374	0.0380912	0.037925	0.0337956	0.017735	0.024464	0.0610664	0.0590949	0.041559	0.031352	0.0189388	0.0517918	0.0401118	0.0457698	0.0448012	0.0181778	3.256627
3490	-15797.3	-15810.5	13.1566	0.120622	0.119047	0.0899451	0.110415	0.122285	0.0654641	0.122479	0.0787585	0.086872	0.164751	0.0707213	0.0735444	0.105609	0.108838	0.118807	0.12256	0.11348	0.126156	0.12115	0.0897068	0.0801279	0.0748567	0.17153	0.0594307	0.0476339	0.0249281	0.0355482	0.0581749	0.037907	0.0355844	0.04879	0.0127463	0.0206143	0.0451358	0.0493384	0.0434433	0.0250401	0.0217505	0.0276282	0.027491	0.0353629	0.0413518	0.0176184	3.173245
3500	-15799.7	-15812.9	13.1959	0.136326	0.0967932	0.092655	0.0970509	0.122285	0.0905653	0.131539	0.0805643	0.0944532	0.142924	0.0640433	0.0735444	0.101939	0.0937484	0.110253	0.11654	0.1339	0.108771	0.124631	0.0812964	0.0791637	0.0828707	0.17153	0.0401338	0.0515735	0.0282753	0.0331635	0.0886744	0.0238769	0.0189933	0.0368569	0.0164364	0.0257984	0.05172	0.0377146	0.0596611	0.0332685	0.0273014	0.025729	0.0319314	0.043198	0.0413404	0.0262828	3.169317
3510	-15799.1	-15811.4	12.3081	0.141284	0.108747	0.100039	0.115975	0.0937837	0.0868718	0.125686	0.0843073	0.0944532	0.176973	0.0722947	0.0699591	0.109776	0.0921946	0.110253	0.117293	0.137704	0.131399	0.126493	0.0678402	0.101842	0.0791307	0.182352	0.0458661	0.0394922	0.0319381	0.0294373	0.0938125	0.0306032	0.020647	0.0415772	0.0157329	0.0238998	0.056596	0.0388216	0.0529742	0.0172542	0.0338552	0.0273305	0.0253096	0.0453575	0.0435942	0.0173436	3.258094
3520	-15800.3	-15813.2	12.8814	0.120001	0.108747	0.106334	0.127031	0.111689	0.0948233	0.133315	0.0857487	0.0944532	0.15137	0.0973485	0.082284	0.0886931	0.100631	0.100961	0.117629	0.119467	0.100352	0.133485	0.0683271	0.0780532	0.0885042	0.159124	0.0454133	0.0374901	0.0294604	0.0489793	0.079224	0.0273716	0.0468336	0.0431651	0.0156759	0.0237375	0.0444548	0.0437049	0.0432046	0.0256287	0.0249953	0.0201632	0.0220605	0.0339299	0.0508097	0.0260961	3.200769
3530	-15808.4	-15820.8	12.453	0.122486	0.106545	0.104772	0.103342	0.128288	0.0845394	0.100519	0.0839664	0.0948869	0.162995	0.0877375	0.08761	0.106247	0.106809	0.113089	0.133432	0.110773	0.100577	0.0915487	0.0989514	0.0874374	0.0888242	0.167698	0.053881	0.0607627	0.0333606	0.034773	0.061606	0.0328981	0.0311599	0.0554743	0.00745718	0.0280225	0.0651029	0.0357579	0.0595632	0.0100053	0.0396178	0.0207179	0.0357104	0.0483288	0.0374924	0.0188407	3.243605
3540	-15814	-15826.1	12.0873	0.122486	0.089787	0.104772	0.115756	0.110139	0.111314	0.140816	0.0699243	0.0708993	0.144435	0.0840504	0.0673358	0.108562	0.0950152	0.115506	0.153631	0.11728	0.100886	0.126373	0.0848037	0.0922583	0.0833585	0.202649	0.0547197	0.0439303	0.0350501	0.0433196	0.0619816	0.0306877	0.0418347	0.0393015	0.0175801	0.0338422	0.0722377	0.0450752	0.0593065	0.0160229	0.0293487	0.0227993	0.0294819	0.043638	0.0309822	0.0170031	3.280179
3550	-15804.2	-15816.6	12.4116	0.10871	0.0963217	0.11151	0.0810866	0.128484	0.0818318	0.12796	0.0791416	0.106438	0.198164	0.0888124	0.0822051	0.109615	0.0819022	0.119483	0.150356	0.125205	0.101538	0.127013	0.0644921	0.0889343	0.0894796	0.152473	0.0451224	0.0527571	0.0186624	0.0343384	0.0978997	0.0254793	0.0310381	0.0581239	0.0129785	0.0230852	0.0551095	0.0467694	0.0354869	0.0205637	0.0301808	0.0256358	0.0285775	0.0286213	0.0566198	0.0195435	3.247749
3560	-15799.1	-15812.8	13.6661	0.132116	0.0941322	0.0831057	0.0924274	0.0948307	0.0974465	0.122602	0.0833851	0.0821949	0.161014	0.0905174	0.0743656	0.109738	0.0856182	0.106181	0.126633	0.129732	0.10509	0.1201	0.0600081	0.100157	0.0951387	0.179886	0.0588297	0.0388913	0.038786	0.0291459	0.0751084	0.0374607	0.0289299	0.0436679	0.0224563	0.0183289	0.0466007	0.0311796	0.0440938	0.0207226	0.0227913	0.0292463	0.0298293	0.0313684	0.0322863	0.016158	3.122302
3570	-15811.8	-15824.8	13.0396	0.125632	0.108036	0.101931	0.0799726	0.0952282	0.0823623	0.135025	0.0762307	0.0726766	0.161014	0.0679192	0.0807497	0.110633	0.0955574	0.0933356	0.156221	0.135547	0.138908	0.126873	0.0803497	0.079253	0.0806311	0.17597	0.0510549	0.0537747	0.0188171	0.0291264	0.0575813	0.0334499	0.0418023	0.0492049	0.0270706	0.0256086	0.0471895	0.0341689	0.0365244	0.0301321	0.0331524	0.035251	0.0248074	0.0286027	0.0413467	0.0262239	3.184947
3580	-15802.4	-15815	12.6087	0.110238	0.102212	0.0913725	0.103703	0.103917	0.108859	0.124436	0.086023	0.0866466	0.175772	0.0979701	0.0887744	0.0937246	0.0955897	0.103052	0.136153	0.109236	0.114761	0.127873	0.0848884	0.0791798	0.0806311	0.16899	0.0587542	0.0511814	0.0401453	0.0401956	0.0900523	0.0247801	0.0519823	0.0381933	0.0107946	0.0303036	0.0578705	0.0351369	0.0366884	0.0274007	0.0170638	0.0320145	0.0207454	0.0397514	0.0390129	0.0119652	3.228035
3590	-15815.7	-15828.2	12.5111	0.118333	0.108729	0.0761842	0.135853	0.133749	0.0835188	0.12799	0.0823252	0.0910026	0.158304	0.0901578	0.108559	0.0805623	0.111231	0.112078	0.129927	0.108674	0.122633	0.118234	0.0759609	0.100746	0.0753629	0.148757	0.0498759	0.0445625	0.0266437	0.0512705	0.0726781	0.0276814	0.0387925	0.0286845	0.0146904	0.0177013	0.0485924	0.0361842	0.0568838	0.0310791	0.0261769	0.039372	0.036466	0.0491243	0.0280181	0.0144468	3.237796
3600	-15808.2	-15821	12.8277	0.109106	0.0951147	0.100779	0.103975	0.116138	0.0958086	0.100084	0.0685572	0.0952397	0.133602	0.0753357	0.114241	0.10129	0.114214	0.127599	0.120984	0.148185	0.105471	0.116103	0.0869819	0.0883813	0.089066	0.176515	0.0398984	0.0527814	0.0261285	0.0364	0.069319	0.0307456	0.0385745	0.0423909	0.0162081	0.0240852	0.0553809	0.0338866	0.0427837	0.0144381	0.0304956	0.0238875	0.0239374	0.0391184	0.0605973	0.0223157	3.206143
3610	-15802.1	-15814.5	12.3724	0.141625	0.103092	0.0896531	0.0956161	0.108953	0.0772986	0.123227	0.0645289	0.118535	0.154493	0.0832908	0.0835821	0.107296	0.10443	0.120746	0.1218	0.127382	0.115849	0.128398	0.071883	0.0975001	0.0983096	0.152222	0.0440523	0.0473665	0.0544734	0.0431343	0.0945208	0.0311019	0.0334067	0.0423909	0.0176416	0.0240852	0.063983	0.0394728	0.0445288	0.0141512	0.0175448	0.025579	0.0262481	0.0290632	0.0468415	0.0223715	3.25167
3620	-15796.9	-15809.8	12.9365	0.115305	0.0917545	0.105808	0.120689	0.104427	0.0749992	0.131287	0.0857888	0.0961916	0.165843	0.0778984	0.092307	0.101293	0.106099	0.118494	0.127469	0.127382	0.113021	0.129495	0.0857633	0.0930528	0.0831425	0.132354	0.0374108	0.0522398	0.0276186	0.029124	0.0775593	0.0285943	0.0438019	0.0508788	0.023161	0.0231325	0.0422839	0.0394728	0.0453119	0.0152717	0.0315113	0.0350872	0.0146132	0.0351967	0.043485	0.0196443	3.195262
3630	-15803.9	-15817	13.0747	0.148031	0.0796468	0.104091	0.120689	0.106384	0.0749992	0.121471	0.0729676	0.110076	0.157085	0.0778984	0.0844968	0.08899	0.0887217	0.0928536	0.150054	0.120833	0.122484	0.120456	0.0774646	0.108862	0.0771186	0.17618	0.0516644	0.0468125	0.0323961	0.0400496	0.0719577	0.0412094	0.0390259	0.0405262	0.00740204	0.0352213	0.0456053	0.0366374	0.0433083	0.0110047	0.0362171	0.0269871	0.0188419	0.0322169	0.0287029	0.0137946	3.181434
3640	-15808.7	-15822.1	13.3752	0.141736	0.105835	0.078389	0.0938437	0.100566	0.0992507	0.125571	0.0849317	0.0840632	0.158846	0.0733563	0.0885693	0.0904798	0.1018	0.0952296	0.14101	0.118317	0.103297	0.0962041	0.0970768	0.07153	0.0903255	0.1959	0.0552206	0.0392058	0.0183874	0.0272244	0.0906583	0.0254184	0.0183015	0.0485983	0.0152318	0.0325507	0.0536496	0.0404438	0.0566837	0.0113272	0.0332563	0.0328839	0.0259367	0.0373247	0.0290818	0.0238729	3.151386
3650	-15804.7	-15817.1	12.4085	0.116787	0.0916626	0.107009	0.113562	0.104045	0.0889761	0.121346	0.0990885	0.0935636	0.166422	0.0752663	0.095789	0.115328	0.102575	0.0937153	0.12316	0.137355	0.129212	0.116945	0.0954438	0.0866397	0.0934386	0.163716	0.0521827	0.0566816	0.0247539	0.0434844	0.0994386	0.020932	0.0383054	0.0343088	0.0116128	0.0302202	0.0311543	0.0263936	0.0434352	0.0126133	0.0243537	0.0327692	0.0234669	0.0451276	0.0435135	0.0222628	3.248056
