Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	lambda	pi[1]	pi[2]	pi[3]	pi[4]	TL
3520	-13519.5	-13497.2	-22.3648	0.2658	0.159582	0.228857	0.156382	0.332361	0.0890578	0.153141	0.167281	0.177944	0.318298	0.163465	0.143886	0.173149	0.236261	0.211567	0.365885	0.300084	0.254911	0.299082	0.0921103	0.185544	0.0892554	1.00203	0.133017	0.0685689	0.0503448	0.0250921	0.201158	0.0814432	0.0795469	0.202964	0.0210795	0.106979	0.0451872	0.0855529	0.0972092	0.0584268	0.209226	0.0761089	0.0821977	0.00415202	0.13255	0.0463835	0.0426998	0.333387	0.0895514	0.0410266	0.493335	3.4674e-65	0.101917	0.339753	0.379901	0.0747865	0.20556	7.373118
3530	-13503.8	-13470.3	-33.4695	0.380671	0.160361	0.200803	0.148941	0.364559	0.111413	0.232547	0.179649	0.242364	0.535293	0.132096	0.210859	0.248645	0.238193	0.211729	0.361638	0.355711	0.229815	0.294291	0.121116	0.170229	0.149352	1.15733	0.245537	0.0477202	0.103307	0.0654682	0.159499	0.0585322	0.035308	0.241227	0.0219656	0.12063	0.00316804	0.0739638	0.0508313	0.0540401	0.2554	0.0988563	0.092472	0.0244168	0.246608	0.0463835	0.0429164	0.332468	0.0957666	0.0205453	0.508304	1.31917e-65	0.1084671	0.337691	0.374081	0.083577	0.204651	8.482939
3540	-13506.5	-13474.9	-31.5586	0.321892	0.163523	0.2467	0.175143	0.337588	0.0905026	0.256754	0.138104	0.17905	0.463012	0.115046	0.188128	0.258359	0.210721	0.201603	0.345181	0.389127	0.215788	0.221851	0.138425	0.231496	0.146954	1.22829	0.148466	0.0721417	0.0382866	0.0782957	0.162219	0.113785	0.0500737	0.355473	0.026413	0.101781	0.0140494	0.048878	0.0411922	0.0419354	0.247041	0.115427	0.106128	0.0497704	0.184155	0.0334632	0.0487955	0.317749	0.0962093	0.0234553	0.513791	1.47711e-65	0.1047865	0.333996	0.359384	0.0898344	0.216786	8.292213
3550	-13510.1	-13481.5	-28.5905	0.377494	0.168054	0.261996	0.152023	0.253193	0.164861	0.235223	0.166737	0.19182	0.321681	0.156815	0.215572	0.154104	0.217586	0.237285	0.337109	0.335476	0.297654	0.234406	0.0925075	0.20403	0.0777823	1.08704	0.171662	0.107782	0.0944366	0.1093	0.111102	0.0580951	0.0285147	0.235902	0.0371599	0.128452	0.00618281	0.0624259	0.0550329	0.057272	0.216106	0.0953705	0.183241	0.0117965	0.251168	0.0334632	0.0444726	0.35198	0.100492	0.029649	0.473406	1.10707e-65	0.1097647	0.312504	0.382734	0.0868774	0.217885	7.994911
3560	-13504.3	-13476.2	-28.1253	0.300592	0.148218	0.210456	0.138494	0.297428	0.122746	0.249511	0.151091	0.197031	0.359863	0.137659	0.204757	0.21788	0.271112	0.290702	0.43011	0.272313	0.242233	0.225114	0.125363	0.164548	0.106565	1.27479	0.138134	0.0268339	0.0971237	0.0588366	0.159067	0.108309	0.0825928	0.209489	0.0265656	0.128452	0.0127027	0.0305491	0.0494047	0.0690407	0.192845	0.0644168	0.114943	0.00946736	0.187438	0.0426512	0.0530186	0.348789	0.0984454	0.0250364	0.47471	8.94693e-66	0.1192637	0.334586	0.366801	0.0838804	0.214732	7.947433
3570	-13507.4	-13479	-28.3728	0.305469	0.215085	0.226214	0.139753	0.292367	0.157195	0.248584	0.120785	0.201751	0.291071	0.129252	0.210081	0.300458	0.282592	0.270032	0.354376	0.282823	0.281918	0.264249	0.116896	0.202778	0.174905	1.2065	0.174572	0.0458601	0.0678333	0.0190218	0.0946986	0.0407246	0.0295607	0.242644	0.0328783	0.128452	0.00313376	0.0300046	0.0604642	0.0750316	0.230421	0.104543	0.0995688	0.0448195	0.15219	0.0215227	0.0515228	0.352274	0.0955675	0.0219884	0.478648	6.13629e-66	0.1103913	0.322911	0.376838	0.0874874	0.212764	7.973076
3580	-13514	-13481.8	-32.2157	0.300826	0.188101	0.245375	0.191624	0.380669	0.123311	0.248584	0.159767	0.177688	0.409428	0.142226	0.200361	0.207639	0.220688	0.218514	0.354741	0.282858	0.273817	0.296508	0.0989587	0.18019	0.108189	1.24559	0.130496	0.113734	0.149959	0.0586176	0.144966	0.0694861	0.0445244	0.259871	0.0312637	0.129566	0.00498167	0.00655666	0.0469906	0.0940617	0.223823	0.0944628	0.170008	0.0539205	0.22333	0.0515476	0.0580001	0.320171	0.0798544	0.0261775	0.515797	6.42363e-66	0.1058306	0.337054	0.350838	0.0927785	0.21933	8.357819
3590	-13503.6	-13476.4	-27.2275	0.322549	0.128235	0.189659	0.163082	0.17236	0.191958	0.246347	0.148811	0.154071	0.393318	0.0913028	0.196739	0.227119	0.228435	0.241955	0.393124	0.287681	0.271545	0.231611	0.110898	0.19663	0.135995	1.19307	0.137394	0.0814307	0.0772828	0.0489992	0.145332	0.0555445	0.0972637	0.285988	0.0232094	0.161761	0.000219357	0.00173305	0.0450009	0.0587602	0.220912	0.127635	0.0866766	0.0381415	0.212345	0.036286	0.0469705	0.357701	0.0818418	0.024806	0.488681	5.52406e-66	0.1117346	0.358444	0.362474	0.0784454	0.200636	7.858414
3600	-13502.7	-13471.1	-31.5586	0.280084	0.156832	0.215474	0.133569	0.282472	0.176585	0.23617	0.140268	0.253285	0.40696	0.114979	0.193144	0.269125	0.237219	0.233556	0.351091	0.375306	0.271545	0.260597	0.137406	0.215543	0.117356	1.14178	0.152185	0.0984292	0.0503336	0.0681163	0.178032	0.0846293	0.0654543	0.28731	0.0317575	0.15346	0.0251702	0.0013578	0.134942	0.0332413	0.225884	0.0627639	0.108966	0.064581	0.212345	0.0522316	0.0494104	0.398312	0.08252	0.0233523	0.446405	3.10416e-66	0.1116119	0.336953	0.374049	0.0735181	0.21548	8.291533
3610	-13517.3	-13485.4	-31.9203	0.269698	0.195746	0.217476	0.124412	0.289442	0.198446	0.230201	0.10496	0.248171	0.413994	0.195411	0.153509	0.243349	0.262541	0.229124	0.387415	0.362793	0.248018	0.318963	0.144594	0.253153	0.186598	1.12768	0.150411	0.106734	0.098195	0.0284233	0.174421	0.0482521	0.0138592	0.24373	0.0320974	0.118648	0.0489579	0.044641	0.0502847	0.0348862	0.18703	0.105201	0.159348	0.0807267	0.187684	0.00847978	0.0466837	0.410859	0.0862002	0.0200748	0.436182	2.68686e-66	0.1115631	0.322337	0.380651	0.0832336	0.213778	8.327703
3620	-13500.8	-13470	-30.8061	0.341292	0.188914	0.230109	0.159068	0.222578	0.144313	0.196978	0.126604	0.19192	0.413762	0.154858	0.20978	0.220241	0.223444	0.200788	0.313806	0.328102	0.324066	0.259206	0.104277	0.175635	0.119032	1.15147	0.2244	0.0936444	0.097538	0.0759417	0.160331	0.113455	0.105423	0.26521	0.0343428	0.107367	0.00299065	0.0311765	0.0724405	0.0645046	0.250045	0.0912843	0.101419	0.0759189	0.223606	0.0238933	0.0465645	0.379839	0.091377	0.0365479	0.445672	2.62274e-66	0.1226547	0.32275	0.390215	0.0725675	0.214468	8.215174
3630	-13514.6	-13479.7	-34.8975	0.326829	0.176771	0.24973	0.184801	0.217661	0.160424	0.209204	0.170334	0.166041	0.419602	0.143933	0.196156	0.261466	0.28597	0.288293	0.34308	0.306902	0.28922	0.260566	0.120263	0.263956	0.134237	1.17872	0.151286	0.197004	0.155823	0.0942551	0.180897	0.114245	0.0461557	0.239554	0.0126076	0.0810356	0.000986524	0.0709807	0.085956	0.0954877	0.333375	0.0769928	0.100075	0.0470769	0.163646	0.0232671	0.0464426	0.374437	0.094286	0.026937	0.457897	2.10629e-66	0.1172205	0.321799	0.369766	0.0834094	0.225026	8.624859
3640	-13500.3	-13474	-26.3517	0.308385	0.208269	0.183139	0.127442	0.220512	0.134364	0.181891	0.153441	0.185515	0.37357	0.141825	0.131924	0.233968	0.221805	0.251195	0.340528	0.361966	0.214323	0.241036	0.128744	0.175272	0.147586	1.08212	0.14451	0.125215	0.0597942	0.0566705	0.179359	0.0500693	0.0376321	0.216493	0.0336613	0.111919	0.0599883	0.010135	0.100517	0.0894175	0.230573	0.0495615	0.10274	0.0470769	0.29716	0.0196287	0.0507943	0.375848	0.0863071	0.0195254	0.467525	1.9036e-66	0.1105969	0.318556	0.384014	0.0841909	0.213239	7.770943
3650	-13508.1	-13483	-25.1415	0.315688	0.154795	0.191212	0.120231	0.253803	0.19684	0.261273	0.158649	0.192765	0.438186	0.118537	0.229673	0.24966	0.197686	0.22468	0.272218	0.26445	0.227379	0.249974	0.11991	0.170663	0.112759	1.10522	0.14184	0.0508003	0.118368	0.019617	0.126082	0.0563989	0.0432951	0.274905	0.0421992	0.118092	0.0666402	0.00633382	0.0445463	0.0946603	0.178203	0.0454186	0.0907679	0.0519409	0.196994	0.0545981	0.0562455	0.353633	0.0947003	0.0340087	0.461412	1.36518e-66	0.1303153	0.319946	0.369609	0.0846036	0.225842	7.647952
3660	-13498.3	-13469.4	-28.8624	0.331352	0.145249	0.246829	0.136191	0.265096	0.186107	0.220752	0.164015	0.196422	0.405247	0.131768	0.182629	0.274617	0.225016	0.212397	0.29497	0.311009	0.2714	0.251559	0.123286	0.184403	0.156593	1.04059	0.122093	0.12502	0.15256	0.0509749	0.146799	0.0613123	0.0395388	0.25183	0.0160482	0.119664	0.0337954	0.0161104	0.114194	0.0557339	0.2323	0.0800334	0.108082	0.0728745	0.187708	0.0769498	0.0556833	0.354261	0.0885658	0.0293509	0.472139	1.30934e-66	0.1194848	0.326614	0.369374	0.0850896	0.218923	8.021123
3670	-13504.6	-13473.8	-30.828	0.283795	0.117526	0.265978	0.159931	0.231635	0.224091	0.272763	0.124296	0.169484	0.283264	0.158128	0.139405	0.296393	0.230815	0.216851	0.362647	0.352828	0.243667	0.259579	0.1429	0.166018	0.142194	1.25072	0.170418	0.0937126	0.127121	0.0431959	0.142196	0.134494	0.0603879	0.31456	0.0275887	0.0964936	0.0367808	0.0712059	0.0328886	0.0587632	0.26137	0.0672451	0.116569	0.0768949	0.15885	0.0327372	0.0522135	0.36153	0.0853567	0.0235613	0.477338	7.22209e-67	0.1125696	0.328642	0.374335	0.0840051	0.213018	8.218379
3680	-13516.3	-13478.9	-37.3864	0.274197	0.108443	0.294752	0.183828	0.361719	0.149663	0.277886	0.167974	0.17508	0.430019	0.158128	0.185831	0.324712	0.25775	0.346084	0.354152	0.349135	0.301236	0.255132	0.134175	0.177802	0.10615	1.21175	0.183142	0.0967138	0.108977	0.0384541	0.143	0.146685	0.0415829	0.327833	0.00698785	0.107569	0.0570271	0.0374875	0.0656173	0.0486775	0.261213	0.109234	0.148462	0.11196	0.22757	0.0191301	0.0511846	0.363113	0.0858125	0.0276161	0.472274	3.9299e-67	0.1255138	0.315886	0.375465	0.0835729	0.225077	8.872923
3690	-13500.7	-13471.7	-28.9835	0.280514	0.129164	0.211422	0.118107	0.274123	0.174501	0.184892	0.143518	0.168269	0.384312	0.157777	0.204214	0.312047	0.257148	0.201363	0.307715	0.366782	0.209074	0.234708	0.139129	0.195593	0.11834	1.12852	0.217644	0.0784976	0.0512122	0.0973028	0.141188	0.058339	0.0724296	0.273783	0.0216604	0.114447	0.0570271	0.0690617	0.0641632	0.0336076	0.237054	0.0587271	0.0879721	0.154682	0.191977	0.0517536	0.0508456	0.339263	0.0837208	0.0286563	0.497514	4.10143e-67	0.1141554	0.333804	0.374446	0.0816823	0.210067	8.033768
3700	-13508.7	-13482	-26.7041	0.320059	0.152214	0.204716	0.202231	0.256293	0.104171	0.217398	0.146937	0.179184	0.435014	0.164829	0.156983	0.259474	0.249844	0.290886	0.306069	0.266042	0.241953	0.239102	0.109325	0.183508	0.112171	1.01633	0.1673	0.0981938	0.118205	0.0543155	0.145923	0.0408278	0.0581084	0.162457	0.0259399	0.121783	0.013167	0.0282978	0.0650565	0.105153	0.29787	0.092339	0.114418	0.0420452	0.198994	0.0421581	0.0574842	0.2874	0.0801419	0.0282034	0.546771	2.5285e-67	0.09951513	0.330174	0.366979	0.096029	0.206818	7.807288
3710	-13512	-13482.5	-29.4881	0.322963	0.166599	0.200428	0.130841	0.255423	0.141199	0.185855	0.0763539	0.229107	0.348568	0.129913	0.141301	0.353971	0.223774	0.249337	0.334158	0.34656	0.236762	0.265218	0.111047	0.193726	0.123022	1.19651	0.217444	0.113756	0.11742	0.0401132	0.128863	0.0721933	0.0920015	0.283864	0.0260755	0.107877	0.0479157	0.0567254	0.0309506	0.0836077	0.22543	0.0593061	0.146457	0.0425193	0.223102	0.00623745	0.0607123	0.275584	0.0810655	0.0268096	0.555828	2.49092e-67	0.1114616	0.324892	0.381183	0.0956676	0.198257	8.084492
3720	-13506.1	-13479.9	-26.1885	0.340013	0.150351	0.215714	0.115338	0.220393	0.107063	0.240486	0.155345	0.192034	0.385199	0.156615	0.162023	0.22269	0.190857	0.238749	0.376824	0.295527	0.243671	0.241662	0.0895914	0.206128	0.186466	1.02144	0.180299	0.106312	0.0542758	0.0743327	0.105209	0.0489017	0.0756548	0.235177	0.0307738	0.130308	0.035824	0.0488973	0.0846291	0.0569149	0.273706	0.0761537	0.0978906	0.0403644	0.223102	0.0196081	0.0543734	0.319125	0.0962932	0.016128	0.51408	8.45175e-68	0.1317901	0.318053	0.387388	0.0979462	0.196613	7.752509
3730	-13510	-13483.1	-26.9328	0.276788	0.150351	0.20889	0.194006	0.216924	0.149119	0.220584	0.126051	0.185264	0.354269	0.150415	0.15001	0.290311	0.287586	0.186969	0.344861	0.261388	0.256937	0.236349	0.134124	0.180916	0.188959	1.09931	0.172725	0.0741407	0.0958789	0.0467374	0.140138	0.0371125	0.0849332	0.230137	0.059715	0.0927846	0.0106503	0.103844	0.0765534	0.0704884	0.273959	0.0587323	0.0638407	0.0335767	0.210358	0.0407033	0.0475326	0.332121	0.105642	0.0172727	0.497433	6.17724e-68	0.1271904	0.320277	0.382047	0.0939505	0.203725	7.827395
3740	-13509.7	-13481.2	-28.5787	0.299437	0.155667	0.252414	0.103759	0.255037	0.195023	0.284145	0.135592	0.158431	0.361314	0.163886	0.176843	0.278492	0.189541	0.169302	0.385281	0.376281	0.246817	0.26499	0.0703164	0.180049	0.12773	1.13721	0.183073	0.108227	0.0828884	0.0554998	0.158364	0.0687685	0.0746392	0.295477	0.0229988	0.125143	0.0475253	0.0376472	0.0270815	0.0459436	0.296392	0.0533198	0.0764978	0.0331043	0.195074	0.038157	0.0501907	0.298057	0.0903134	0.0278146	0.533625	5.2454e-68	0.1133319	0.324905	0.365726	0.0917241	0.217645	7.993375
3750	-13511	-13484	-27.0296	0.308475	0.159519	0.158364	0.075509	0.247051	0.181772	0.209958	0.16775	0.169695	0.374112	0.187148	0.17444	0.27856	0.220571	0.251427	0.317586	0.256955	0.234558	0.275204	0.112702	0.2238	0.147317	1.36689	0.183723	0.0742441	0.0713598	0.0600892	0.119446	0.0383702	0.0478198	0.308153	0.0414565	0.083157	0.0588244	0.015708	0.0450249	0.0425424	0.221358	0.0487974	0.0721395	0.0553184	0.135218	0.0170678	0.0584207	0.33072	0.0981799	0.0235831	0.489096	3.96052e-68	0.1061298	0.317437	0.373321	0.0998921	0.20935	7.839177
3760	-13502.2	-13477.3	-24.9824	0.310493	0.187844	0.189575	0.129997	0.256028	0.128629	0.209298	0.157121	0.254034	0.423559	0.144747	0.14113	0.242988	0.231953	0.264394	0.414864	0.311496	0.198547	0.20992	0.137042	0.1499	0.120269	1.0405	0.164144	0.0548118	0.0662261	0.0722598	0.106671	0.071407	0.0326224	0.187074	0.0314452	0.0791118	0.00526321	0.0297983	0.0373139	0.0707094	0.229519	0.0966056	0.0373406	0.0878359	0.277392	0.0416179	0.0550519	0.312784	0.0873692	0.0282013	0.516594	2.68815e-68	0.1158093	0.331012	0.374314	0.0876912	0.206982	7.633495
3770	-13509.2	-13480.5	-28.6396	0.289649	0.0982234	0.220915	0.141431	0.245751	0.125547	0.189874	0.120777	0.190199	0.428464	0.170223	0.152297	0.219082	0.263696	0.222399	0.406454	0.259669	0.236625	0.270736	0.114082	0.153532	0.121322	1.39435	0.133774	0.0977435	0.070392	0.0299132	0.115407	0.142786	0.0212282	0.354115	0.0412829	0.136003	0.0389926	0.0392066	0.0173264	0.0717986	0.192453	0.117238	0.0667522	0.0695567	0.195112	0.0143369	0.0579783	0.383233	0.0791434	0.0152999	0.464345	2.00764e-68	0.1007915	0.324711	0.369579	0.0819266	0.223783	8.000711
3780	-13507.1	-13473.6	-33.5768	0.270223	0.139982	0.236449	0.173843	0.25776	0.165164	0.273849	0.136921	0.272701	0.481292	0.11221	0.207358	0.250638	0.265893	0.304028	0.409313	0.341213	0.272303	0.219026	0.119407	0.203361	0.143552	1.25838	0.170515	0.0600289	0.0917409	0.0558107	0.142957	0.0794859	0.00458759	0.221059	0.053391	0.137813	0.021729	0.0751098	0.055375	0.0418487	0.215819	0.0672951	0.0794881	0.0777504	0.288933	0.0363945	0.0580328	0.383629	0.0895312	0.0162128	0.452595	1.86342e-68	0.125148	0.318264	0.376611	0.0784779	0.226646	8.492003
3790	-13506.3	-13474	-32.304	0.338501	0.175644	0.229594	0.132046	0.181762	0.165164	0.271831	0.129645	0.199868	0.410166	0.0863268	0.201778	0.254859	0.279757	0.260807	0.391042	0.350657	0.220716	0.1977	0.12944	0.18444	0.163913	1.35257	0.222165	0.125536	0.062538	0.0868936	0.14505	0.0770187	0.0274146	0.253746	0.0128467	0.117374	0.0367429	0.0239344	0.0544497	0.0779198	0.263067	0.069629	0.109405	0.0747737	0.196184	0.0203601	0.0561872	0.407606	0.0735702	0.0168332	0.445803	1.68676e-68	0.1195311	0.320826	0.375694	0.0760471	0.227433	8.365276
3800	-13500.7	-13471.9	-28.8726	0.316009	0.144786	0.213817	0.147369	0.269212	0.1244	0.234588	0.132239	0.210578	0.321739	0.142927	0.160191	0.254237	0.270875	0.19215	0.355602	0.28555	0.275082	0.264113	0.12944	0.17972	0.144907	1.21246	0.1449	0.113462	0.13477	0.0305996	0.15015	0.0977379	0.100702	0.253746	0.0338294	0.103756	0.031603	0.0627679	0.103606	0.0400618	0.285684	0.0401225	0.08413	0.0317691	0.175183	0.0223374	0.0483665	0.418861	0.0772164	0.021492	0.434064	1.39254e-68	0.1118249	0.322641	0.389945	0.0773212	0.210092	8.022906
3810	-13510.1	-13483.8	-26.355	0.341073	0.152601	0.224845	0.105258	0.271033	0.113415	0.238672	0.158164	0.202125	0.333437	0.106171	0.185874	0.254237	0.213223	0.296467	0.341369	0.26119	0.241319	0.281043	0.100916	0.15336	0.151146	1.21803	0.198771	0.0638684	0.0647501	0.043821	0.193389	0.0916715	0.0104435	0.233252	0.0228793	0.0724906	0.012643	0.029161	0.0646628	0.0268376	0.214697	0.0756591	0.0779308	0.0493406	0.233435	0.0444031	0.0472746	0.389761	0.103329	0.0274508	0.432185	1.6176e-68	0.1326177	0.312279	0.385306	0.0871651	0.215251	7.769075
3820	-13513.9	-13479.8	-34.1245	0.230748	0.183067	0.257588	0.158432	0.322961	0.139675	0.230535	0.162284	0.202125	0.316144	0.181825	0.127212	0.349922	0.224421	0.229665	0.387077	0.353263	0.254291	0.285052	0.103982	0.252471	0.091096	1.29664	0.173106	0.114091	0.0564468	0.106844	0.193504	0.0493622	0.0755608	0.302618	0.0288199	0.10453	0.0507063	0.0226687	0.0772744	0.102872	0.202881	0.0510602	0.106214	0.0869236	0.270835	0.0318912	0.0494321	0.350721	0.0867689	0.0205667	0.492511	1.31639e-68	0.1059227	0.310602	0.386711	0.0855534	0.217133	8.548689
3830	-13508.6	-13478.7	-29.9561	0.290783	0.160598	0.198846	0.143244	0.290838	0.0865731	0.204303	0.178436	0.179018	0.362833	0.15496	0.140171	0.258734	0.227682	0.240731	0.30241	0.327083	0.323028	0.263436	0.0862166	0.204206	0.122207	1.1985	0.219094	0.0750663	0.0697437	0.0830483	0.12549	0.128388	0.0620168	0.335845	0.0056221	0.137518	0.0387499	0.030718	0.117279	0.0481205	0.233094	0.052566	0.0923666	0.0626946	0.198504	0.0710969	0.0407088	0.340675	0.0902657	0.0283705	0.49998	1.18449e-68	0.1059227	0.337762	0.381638	0.0747142	0.205887	8.131851
3840	-13511.5	-13473.6	-37.8589	0.392656	0.15921	0.210672	0.190354	0.283195	0.131249	0.253827	0.132469	0.18828	0.389809	0.145483	0.193503	0.247153	0.28138	0.304922	0.350111	0.402042	0.376395	0.231306	0.117279	0.198118	0.157344	1.37791	0.223723	0.0792661	0.0911516	0.100591	0.209722	0.0550682	0.0157308	0.223752	0.0643675	0.127925	0.0111295	0.089962	0.0714124	0.0990315	0.245842	0.0696125	0.0657283	0.0793506	0.240183	0.0455548	0.0443219	0.346931	0.0782152	0.0270615	0.50347	8.14707e-69	0.08954014	0.323182	0.383418	0.07854	0.21486	8.923768
3850	-13504.6	-13473.6	-30.9354	0.28158	0.180008	0.223062	0.162944	0.227208	0.145448	0.224916	0.148271	0.197738	0.415344	0.149532	0.165771	0.246078	0.255126	0.224319	0.312031	0.248113	0.320784	0.227187	0.12783	0.140131	0.1136	1.1618	0.117778	0.121795	0.100957	0.0898556	0.145989	0.078939	0.0064711	0.346871	0.0558085	0.126932	0.0351822	0.13855	0.0843644	0.0623215	0.203823	0.0963715	0.0922723	0.153055	0.247141	0.0273183	0.0458854	0.358335	0.0936095	0.0231408	0.479029	9.12957e-69	0.09760658	0.324302	0.379364	0.0825075	0.213827	8.230611
3860	-13518.3	-13480.2	-38.1071	0.326031	0.155774	0.247657	0.142262	0.310254	0.148075	0.196491	0.18482	0.167358	0.392624	0.127121	0.222523	0.407923	0.280192	0.216809	0.375552	0.249047	0.280484	0.267714	0.15437	0.257329	0.0761723	1.42565	0.153263	0.193834	0.0967333	0.0610994	0.156447	0.0686217	0.0113639	0.27879	0.0372067	0.137302	0.0375965	0.0230221	0.120669	0.0681934	0.272159	0.0963715	0.155773	0.0858228	0.269908	0.0110031	0.0474859	0.325468	0.0822559	0.0299821	0.514808	8.15217e-69	0.1013496	0.317256	0.380597	0.0852339	0.216913	8.947409
3870	-13504.6	-13474.5	-30.0374	0.316306	0.175864	0.198849	0.13643	0.293207	0.103444	0.249345	0.154183	0.18747	0.435058	0.100571	0.199727	0.288659	0.221073	0.304907	0.43081	0.348208	0.261033	0.229668	0.120122	0.180748	0.0998979	1.08761	0.201726	0.0977816	0.0995391	0.0359466	0.156424	0.0670322	0.0274337	0.185186	0.0347725	0.0983225	0.0314169	0.0384999	0.04084	0.0626601	0.237063	0.0965551	0.176	0.0937935	0.222177	0.0130362	0.0413424	0.346001	0.0973375	0.0328398	0.48248	5.8452e-69	0.1118564	0.325818	0.380104	0.0823656	0.211713	8.13939
3880	-13504.6	-13469.1	-35.5518	0.295437	0.129381	0.210122	0.124027	0.184638	0.153537	0.211571	0.154183	0.19605	0.477593	0.127904	0.211151	0.186553	0.253016	0.269787	0.327982	0.415433	0.283975	0.284843	0.152705	0.183685	0.123731	1.2727	0.215261	0.0908996	0.0995391	0.0878679	0.183619	0.0821867	0.0241192	0.292844	0.0407703	0.143268	0.0822744	0.126988	0.0528457	0.0471361	0.28786	0.073657	0.0915283	0.0503904	0.332355	0.0568349	0.04153	0.352313	0.0845721	0.0301803	0.491404	6.37263e-69	0.09758072	0.329022	0.378705	0.0773531	0.21492	8.692253
3890	-13501.9	-13472.1	-29.7428	0.358955	0.154728	0.199893	0.140804	0.241912	0.165982	0.22831	0.193527	0.147341	0.443007	0.14056	0.145655	0.297471	0.218353	0.240007	0.359995	0.282296	0.254324	0.22182	0.1783	0.160253	0.110137	1.27558	0.186551	0.0518529	0.0595885	0.0373839	0.139533	0.0625406	0.036233	0.249274	0.0502665	0.0966985	0.0489654	0.0589257	0.103001	0.0400898	0.24257	0.0751179	0.130396	0.0570662	0.198903	0.0262906	0.0476392	0.35927	0.101358	0.0268961	0.464837	7.2576e-69	0.1065567	0.31433	0.387912	0.0812776	0.21648	8.110459
3900	-13498.5	-13472.6	-25.8172	0.277978	0.127082	0.232317	0.175709	0.221468	0.165273	0.247003	0.156856	0.170498	0.374383	0.131799	0.188416	0.25213	0.258589	0.24984	0.275193	0.322226	0.273995	0.278872	0.0895315	0.144849	0.122421	1.08043	0.165959	0.0666908	0.0887648	0.0835649	0.131503	0.050648	0.0329251	0.256788	0.0169281	0.0966985	0.0323728	0.0664023	0.0255151	0.0799669	0.22228	0.0935556	0.0869176	0.0509297	0.198903	0.0512563	0.0593524	0.360503	0.0894254	0.0339625	0.456757	5.34216e-69	0.1312811	0.326206	0.378496	0.0838111	0.211486	7.715425
3910	-13499.6	-13472.7	-26.8377	0.248487	0.152773	0.221928	0.14118	0.238015	0.111609	0.264502	0.148176	0.198976	0.36707	0.133636	0.191368	0.234495	0.189261	0.213741	0.352685	0.311305	0.242525	0.241187	0.134838	0.209284	0.161251	1.22309	0.207706	0.0914167	0.0503839	0.050239	0.182846	0.0812081	0.00143673	0.205996	0.0039696	0.0932199	0.0472515	0.064375	0.0401182	0.0689553	0.241175	0.0478609	0.0957365	0.0411171	0.210167	0.0611644	0.0590214	0.385622	0.0827184	0.0246293	0.448009	4.12037e-69	0.128785	0.327811	0.369585	0.0793394	0.223264	7.817727
3920	-13508.4	-13476.8	-31.6169	0.348261	0.166375	0.237367	0.154722	0.24367	0.142426	0.21863	0.0973639	0.202862	0.453664	0.139108	0.159037	0.226724	0.234711	0.268243	0.405016	0.382298	0.267616	0.287148	0.171478	0.187129	0.161875	1.15959	0.188522	0.143487	0.0225148	0.0450763	0.164057	0.0453609	0.0204956	0.260283	0.00265004	0.106417	0.021567	0.0720847	0.102898	0.0893418	0.267099	0.0714638	0.0997114	0.0202759	0.210167	0.0292634	0.0486478	0.394136	0.0695924	0.0298106	0.457813	3.41587e-69	0.1047441	0.333012	0.368115	0.0763912	0.222481	8.298053
3930	-13512.8	-13485.9	-26.8795	0.291378	0.18116	0.246923	0.135783	0.25348	0.122762	0.237078	0.118904	0.184156	0.326607	0.0997268	0.185082	0.219151	0.276411	0.213057	0.434902	0.367353	0.215885	0.3351	0.130264	0.21631	0.131223	1.07776	0.109975	0.066063	0.0936392	0.0450763	0.151505	0.0784945	0.0291395	0.256814	0.000132809	0.092134	0.00691825	0.0802251	0.0783272	0.0328377	0.244317	0.107084	0.1004	0.02162	0.203698	0.0229743	0.0596073	0.384444	0.0693725	0.0267822	0.459794	2.78515e-69	0.1295005	0.340072	0.353278	0.0875416	0.219109	7.821832
3940	-13512.1	-13480.8	-31.2896	0.331045	0.173314	0.241265	0.100724	0.320549	0.0945675	0.227213	0.149623	0.17232	0.376308	0.11717	0.198644	0.262837	0.223918	0.237634	0.405029	0.467081	0.241322	0.252089	0.178744	0.183389	0.155085	1.07776	0.117692	0.0852166	0.109902	0.0505095	0.17628	0.0808665	0.0734882	0.300514	0.00116228	0.125499	0.00901203	0.0558278	0.0799441	0.108316	0.263307	0.0700229	0.134068	0.0134363	0.216441	0.00565457	0.0568505	0.358993	0.0753434	0.0230223	0.48579	2.49264e-69	0.1100234	0.338207	0.358335	0.0872273	0.216231	8.264792
