Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	lambda	pi[1]	pi[2]	pi[3]	pi[4]	TL
2981	1	-13494.3	-13472	-22.2946	0.30477	0.183725	0.18347	0.194488	0.200138	0.118676	0.168842	0.121435	0.155206	0.362303	0.149255	0.146455	0.265179	0.190917	0.223289	0.37715	0.298612	0.23655	0.288043	0.117704	0.197947	0.117566	0.941283	0.0574088	0.240015	0.108689	0.233402	0.193663	0.0531852	0.00804678	0.0668693	0.0351684	0.0529918	0.0770335	0.0305196	0.0430612	0.10079	0.0594949	0.106914	0.0512069	0.206573	0.0429152	0.0544166	0.0519845	0.376225	0.0875823	0.0111832	0.434922	0.0381031	0.1092981	0.324649	0.377915	0.0740051	0.223431	7.365366
2982	0	-13500.5	-13477.7	-22.8473	0.368882	0.173806	0.20376	0.119261	0.196746	0.149693	0.197208	0.134342	0.256326	0.321177	0.143678	0.156685	0.254564	0.188827	0.202763	0.406222	0.287085	0.23852	0.219663	0.131715	0.186073	0.0841945	1.07141	0.155167	0.0778287	0.0865045	0.0509616	0.0278671	0.0100224	0.0478469	0.246498	0.0458841	0.0816774	0.0922747	0.0140715	0.0418922	0.0198477	0.210264	0.0746522	0.03497	0.0712573	0.21553	0.121706	0.0579361	0.297264	0.0927589	0.0330689	0.518972	1.01799e-100	0.1223948	0.319488	0.376119	0.0972837	0.20711	7.419322
2983	1	-13495.2	-13465.9	-29.2596	0.269811	0.169886	0.260783	0.121636	0.216032	0.165396	0.291414	0.134009	0.205054	0.331067	0.186315	0.134261	0.278358	0.22273	0.245068	0.395149	0.347717	0.256185	0.239413	0.156557	0.188371	0.156606	1.10365	0.100872	0.186242	0.116631	0.295909	0.154995	0.0443314	0.0531191	0.0693069	0.028353	0.109332	0.082863	0.0305196	0.031258	0.0955838	0.0530986	0.138434	0.0299064	0.25855	0.05601	0.0508462	0.0455467	0.353	0.0938159	0.0197966	0.457493	0.0303482	0.1115676	0.333466	0.372434	0.0754386	0.218661	8.061632
2984	0	-13507.2	-13478.4	-28.7089	0.305245	0.187659	0.233219	0.185682	0.20019	0.144059	0.236595	0.182427	0.185925	0.445565	0.141792	0.156114	0.254564	0.187317	0.235877	0.305765	0.296343	0.230502	0.245644	0.153722	0.148382	0.165857	1.09128	0.157438	0.077958	0.13228	0.0731558	0.0558594	0.0444735	0.0450719	0.294835	0.0810405	0.0952301	0.0571165	0.0432101	0.095835	0.00566686	0.209985	0.0470577	0.15489	0.0543295	0.18829	0.170891	0.0465299	0.302037	0.097997	0.0273294	0.526107	1.03807e-100	0.1339021	0.333055	0.360414	0.0908319	0.215699	8.004338
2985	1	-13494.3	-13468.1	-26.1624	0.272313	0.154987	0.218334	0.140971	0.154493	0.164377	0.222951	0.127687	0.17726	0.396355	0.168341	0.177191	0.252517	0.20355	0.233582	0.29161	0.315412	0.22448	0.260132	0.108247	0.183774	0.14617	1.19438	0.112676	0.18502	0.0865448	0.235686	0.114911	0.0666585	0.0338146	0.0535142	5.10528e-05	0.125921	0.0261602	0.0238084	0.039069	0.0968441	0.116376	0.171601	0.0845174	0.226791	0.066703	0.0969825	0.0479465	0.34838	0.0701741	0.0147541	0.479139	0.0396066	0.1031072	0.357244	0.36471	0.0819968	0.196049	7.75276
2986	0	-13512.1	-13475.8	-36.3284	0.302173	0.232403	0.240313	0.13369	0.303435	0.136267	0.210899	0.191647	0.231935	0.400554	0.201	0.183661	0.253906	0.22205	0.291599	0.339924	0.369675	0.230502	0.315012	0.103402	0.156754	0.170332	1.24202	0.202644	0.0910349	0.0979564	0.049705	0.0225247	0.0607975	0.106114	0.269077	0.0833828	0.144472	0.0463727	0.0181233	0.117633	0.0363024	0.275231	0.0540476	0.114182	0.0547254	0.286908	0.173449	0.0391939	0.334022	0.0915354	0.0311393	0.50411	1.03267e-100	0.1183395	0.350945	0.365875	0.0869078	0.196272	8.767839
2987	1	-13490.4	-13467.4	-23.0061	0.270501	0.184768	0.229181	0.137229	0.266573	0.0967764	0.225512	0.108429	0.19897	0.336145	0.089533	0.215923	0.23689	0.19207	0.257179	0.263971	0.296892	0.244004	0.235564	0.151746	0.208909	0.0958788	1.01121	0.123682	0.20454	0.0938779	0.258842	0.159615	0.0800752	0.0394979	0.0657988	0.0150579	0.109035	0.076965	0.0107784	0.0291989	0.0692697	0.0541315	0.112925	0.0652012	0.183828	0.0474186	0.0825923	0.0502584	0.315997	0.084506	0.0115528	0.497096	0.0405902	0.1125963	0.348771	0.372374	0.0821177	0.196737	7.436187
2988	0	-13508.2	-13477.2	-31.0075	0.269734	0.118842	0.204708	0.130083	0.310993	0.142468	0.185419	0.18281	0.175532	0.423851	0.120032	0.155245	0.246914	0.252105	0.217868	0.391699	0.343685	0.276266	0.246046	0.142469	0.164173	0.138067	1.1733	0.24799	0.0910349	0.120926	0.0616701	0.0385956	0.0231443	0.0586626	0.344216	0.063303	0.0822551	0.111129	0.051592	0.0585243	0.00976969	0.174507	0.0821684	0.150523	0.0174043	0.248338	0.187886	0.0479408	0.323291	0.0775644	0.033058	0.518146	1.06634e-100	0.1163982	0.353419	0.35508	0.0867651	0.204736	8.235944
2989	1	-13502.1	-13470.4	-31.6857	0.365251	0.154334	0.229181	0.0691429	0.264464	0.120682	0.244926	0.159483	0.216656	0.368758	0.130857	0.197676	0.368297	0.342448	0.227844	0.281208	0.32352	0.286987	0.260821	0.150779	0.196897	0.0908816	1.05562	0.131727	0.23209	0.0679955	0.297441	0.14097	0.0850649	0.0370112	0.0714016	0.076445	0.0892998	0.076965	0.0147315	0.0457144	0.0771131	0.0989802	0.168603	0.0573425	0.290114	0.0832618	0.0551493	0.0419424	0.356095	0.0763717	0.0175608	0.484359	0.0236705	0.1127266	0.350497	0.374216	0.0727295	0.202558	8.304134
2990	0	-13506.7	-13474.8	-31.9045	0.296411	0.180703	0.199844	0.142074	0.358529	0.110062	0.238911	0.16089	0.206119	0.397637	0.138794	0.172127	0.296528	0.243618	0.282038	0.365101	0.401792	0.277244	0.243997	0.141814	0.247081	0.103381	1.18279	0.162832	0.0937439	0.097899	0.0663453	0.0716661	0.00998388	0.0471021	0.329631	0.0294102	0.126163	0.0334887	0.0655848	0.0538831	0.00339131	0.151172	0.0981601	0.0929392	0.0376572	0.201032	0.166628	0.0453796	0.31811	0.0943903	0.029332	0.512788	1.00908e-100	0.1108519	0.319058	0.38968	0.0837596	0.207502	8.326197
2991	1	-13504.5	-13472.7	-31.8429	0.323749	0.239133	0.2388	0.175243	0.244763	0.166856	0.154098	0.13451	0.188946	0.340368	0.163434	0.175882	0.24999	0.232251	0.321798	0.422339	0.286303	0.266709	0.261992	0.112731	0.209004	0.10458	1.27819	0.131727	0.15812	0.14163	0.264916	0.203665	0.092869	0.0383449	0.0522983	0.0251405	0.0738281	0.0760289	0.0209786	0.0125926	0.158715	0.0479098	0.107634	0.0531117	0.256646	0.0536093	0.0591584	0.0419946	0.35508	0.0714022	0.0223873	0.47492	0.0342161	0.105373	0.344592	0.362296	0.0751641	0.217948	8.320589
2992	0	-13522.5	-13492	-30.5537	0.296622	0.149596	0.198586	0.079522	0.291902	0.0948663	0.24979	0.143579	0.249956	0.514892	0.13716	0.157533	0.209524	0.234854	0.168121	0.449307	0.366017	0.216141	0.312463	0.129629	0.206553	0.126553	1.14764	0.147582	0.123498	0.0860465	0.0638504	0.0320993	0.0675746	0.0230697	0.223289	0.025943	0.145623	0.0513316	0.0532031	0.0525048	0.00246023	0.291316	0.103743	0.15843	0.0353595	0.201918	0.170957	0.0542309	0.349825	0.0676976	0.0248061	0.50344	1.0792e-100	0.1159929	0.338765	0.367008	0.0853757	0.208851	8.190606
2993	1	-13488.7	-13458.4	-30.2816	0.345986	0.185232	0.217775	0.147292	0.310084	0.145086	0.198645	0.130927	0.188417	0.402044	0.103385	0.182352	0.267447	0.211574	0.207496	0.426287	0.311575	0.284683	0.279293	0.140179	0.190043	0.134801	1.1933	0.0884012	0.236054	0.13152	0.286277	0.171055	0.0830545	0.0343825	0.077857	0.00114371	0.112338	0.018364	0.0132948	0.042477	0.123013	0.0504425	0.11414	0.048462	0.175504	0.0655934	0.085621	0.0457386	0.354687	0.0917674	0.011096	0.463234	0.0334779	0.1209758	0.320885	0.390772	0.082503	0.20584	8.162899
2994	0	-13500.2	-13471.8	-28.3811	0.2619	0.162155	0.227066	0.175915	0.249104	0.118461	0.200851	0.125556	0.164582	0.356752	0.142998	0.163536	0.230871	0.21419	0.262529	0.441133	0.283632	0.264777	0.248953	0.119781	0.21957	0.134677	1.19603	0.143247	0.0878999	0.0838439	0.032122	0.0639397	0.0453205	0.0424845	0.255783	0.0465089	0.11692	0.0449763	0.0416214	0.13423	0.00511594	0.311203	0.0802226	0.0873343	0.0543151	0.199194	0.132959	0.0591534	0.347695	0.0689464	0.0220759	0.50213	1.07639e-100	0.1067763	0.330713	0.359874	0.0888896	0.220523	7.974263
2995	1	-13500.3	-13470.2	-30.1052	0.275217	0.193978	0.18803	0.143723	0.253539	0.137418	0.194029	0.168657	0.201574	0.509482	0.129271	0.233631	0.231233	0.187847	0.239615	0.453507	0.329543	0.254654	0.284689	0.140228	0.162039	0.135442	1.0689	0.11439	0.34585	0.0952615	0.255774	0.132962	0.0897967	0.0528868	0.038566	0.0013343	0.0698746	0.0597085	0.0325905	0.0516233	0.138948	0.039302	0.166427	0.0527487	0.18391	0.0169057	0.0909581	0.0566809	0.326861	0.0835026	0.00540138	0.489514	0.03804	0.1128111	0.336722	0.369335	0.0860599	0.207883	8.146069
2996	0	-13506.1	-13480.6	-25.5732	0.266195	0.121689	0.176684	0.141907	0.290673	0.10703	0.270747	0.0750871	0.257155	0.350392	0.126929	0.18622	0.204257	0.195992	0.243319	0.366032	0.402095	0.199103	0.251595	0.180984	0.183406	0.114461	1.00664	0.175877	0.113368	0.0973937	0.0763079	0.0435387	0.0453205	0.0602358	0.261414	0.0634469	0.109919	0.0629496	0.0256904	0.0564517	0.0230966	0.20534	0.0896491	0.0786585	0.0581608	0.196023	0.129933	0.0539302	0.335251	0.0933333	0.0186588	0.498826	1.03508e-100	0.1279186	0.327909	0.383276	0.0840574	0.204757	7.691364
2997	1	-13500.8	-13475.3	-25.4781	0.287315	0.181101	0.149833	0.160528	0.184528	0.156675	0.230662	0.134941	0.15116	0.303495	0.147735	0.135554	0.22553	0.181735	0.224855	0.358732	0.355096	0.237067	0.261323	0.120776	0.199541	0.108203	1.21294	0.127752	0.1827	0.115429	0.236627	0.136594	0.0555812	0.0184314	0.0454127	0.0490642	0.0931719	0.0267849	0.0177181	0.104093	0.147744	0.0308266	0.169799	0.0509925	0.239463	0.0321222	0.0942867	0.0508569	0.328411	0.0941062	0.00668603	0.486674	0.0332661	0.1072439	0.338409	0.366733	0.0823275	0.21253	7.683922
2998	0	-13512.5	-13486.9	-25.5558	0.365123	0.222552	0.232045	0.0846877	0.198866	0.157747	0.285618	0.126083	0.206973	0.342642	0.165663	0.143936	0.300409	0.176701	0.193264	0.309503	0.25062	0.236343	0.217316	0.13511	0.171253	0.0937092	1.04937	0.197588	0.0680088	0.0765173	0.0482914	0.0383157	0.101279	0.0234334	0.240638	0.0462873	0.0775387	0.0498225	0.0430663	0.0879378	0.0238234	0.19184	0.100738	0.126078	0.0267539	0.271496	0.185549	0.0545817	0.317038	0.0997998	0.0292871	0.499293	1.06104e-100	0.1187666	0.309713	0.375445	0.0889429	0.225899	7.690532
2999	1	-13501.7	-13470.1	-31.6602	0.43522	0.204754	0.268827	0.16204	0.226337	0.168128	0.226007	0.1612	0.186699	0.413796	0.0970648	0.181814	0.228511	0.236939	0.215094	0.4602	0.304114	0.263707	0.274822	0.0997275	0.164117	0.0777573	1.278	0.110608	0.207859	0.0726284	0.256937	0.217158	0.11113	0.00572696	0.0694188	0.00382758	0.0652596	0.0234733	0.0194293	0.0761978	0.121939	0.0470715	0.185498	0.0426499	0.177187	0.0620135	0.0905035	0.0451455	0.307636	0.0995252	0.00923388	0.499021	0.0394384	0.1146223	0.319332	0.379322	0.0902522	0.211094	8.301388
3000	0	-13494.6	-13472.8	-21.7895	0.275881	0.153954	0.177162	0.123634	0.222618	0.12002	0.254021	0.127017	0.182654	0.28056	0.122803	0.158175	0.199613	0.250951	0.182379	0.36125	0.367245	0.21736	0.242321	0.117329	0.192234	0.109537	1.0484	0.118096	0.0724097	0.115684	0.0426427	0.0463867	0.0721659	0.107376	0.237848	0.0644468	0.100468	0.0491821	0.0481742	0.055824	0.012537	0.166236	0.0868673	0.0908571	0.0257239	0.199887	0.114318	0.0606435	0.344255	0.090795	0.0271447	0.477162	1.00854e-100	0.1152942	0.315042	0.377273	0.0911457	0.21654	7.314253
3001	1	-13490.8	-13462.3	-28.5	0.349239	0.188675	0.233623	0.119545	0.177602	0.169203	0.231624	0.137878	0.175875	0.386666	0.176757	0.129221	0.230617	0.216154	0.281902	0.328273	0.292103	0.305904	0.246701	0.126165	0.184204	0.0815579	1.09642	0.114798	0.2599	0.117301	0.245039	0.178689	0.113258	0.0363466	0.0966226	0.0472408	0.0661362	0.138921	0.0194293	0.0389291	0.0390444	0.0695511	0.149272	0.0687719	0.182716	0.0756475	0.0620664	0.0522333	0.322382	0.0656449	0.0089767	0.50581	0.0449529	0.1123798	0.33682	0.365079	0.0827856	0.215315	7.985591
3002	0	-13502.7	-13476.8	-25.9391	0.272249	0.153954	0.213837	0.152124	0.336224	0.0998675	0.247391	0.0962926	0.232864	0.332321	0.124739	0.167233	0.199613	0.180372	0.209327	0.39224	0.296184	0.244676	0.181125	0.141819	0.182033	0.0912718	1.04528	0.172502	0.142593	0.0767736	0.0500619	0.0412598	0.0295578	0.067162	0.25701	0.0748728	0.126324	0.0685236	0.0507142	0.082305	0.0164692	0.316626	0.0993356	0.118044	0.0181532	0.186655	0.141071	0.0467695	0.325137	0.093508	0.0296394	0.504946	1.07526e-100	0.1169174	0.32537	0.376491	0.0916441	0.206495	7.729049
3003	1	-13499.1	-13469.6	-29.5225	0.3357	0.12975	0.233623	0.157586	0.30697	0.115086	0.137845	0.190004	0.164451	0.411603	0.155692	0.191407	0.314742	0.204507	0.28844	0.368949	0.313137	0.280497	0.236703	0.102565	0.196715	0.124612	1.08086	0.119953	0.225422	0.118085	0.256621	0.168072	0.0755784	0.028812	0.0604094	0.0585128	0.0334127	0.0995124	0.0795893	0.0399894	0.0655903	0.0258013	0.148185	0.0560435	0.280333	0.0421833	0.0633533	0.0555607	0.343816	0.0717036	0.00622358	0.47803	0.0446655	0.1218762	0.331932	0.374002	0.0820824	0.211984	8.0869
3004	0	-13502.5	-13475.5	-26.9995	0.290377	0.128514	0.192061	0.151969	0.219216	0.176694	0.218415	0.15866	0.229302	0.355432	0.17518	0.167233	0.294099	0.213515	0.255308	0.38245	0.317702	0.306957	0.265624	0.124801	0.13367	0.118802	1.17129	0.143296	0.0554111	0.063323	0.0777487	0.0450476	0.0107496	0.0194426	0.194466	0.0720159	0.0734616	0.0663503	0.0177763	0.0851461	0.0212987	0.202907	0.0968237	0.152343	0.0325684	0.2162	0.141071	0.0505576	0.358125	0.0860038	0.0388084	0.466505	1.00007e-100	0.1206691	0.333539	0.369772	0.08706	0.209628	7.834716
3005	1	-13503.6	-13470.6	-33.0172	0.290673	0.228372	0.268494	0.152968	0.280686	0.20188	0.181464	0.212719	0.183907	0.35856	0.138587	0.217207	0.239646	0.244208	0.251252	0.328341	0.336494	0.272088	0.298792	0.153619	0.204885	0.149473	1.33077	0.116063	0.248469	0.081118	0.237299	0.208309	0.0577318	0.0290851	0.0409759	0.0789235	0.0934929	0.0884149	0.0111194	0.036551	0.0259325	0.0386266	0.129903	0.0231899	0.200617	0.0751059	0.0876448	0.0542456	0.344041	0.0746997	0.00832845	0.472091	0.0465936	0.148958	0.322557	0.382627	0.0842245	0.210592	8.433654
3006	0	-13507.9	-13479.5	-28.309	0.373131	0.139004	0.215409	0.132296	0.217428	0.120185	0.257295	0.121877	0.171588	0.288355	0.150633	0.175034	0.24913	0.204707	0.333795	0.386665	0.332145	0.263212	0.265531	0.105744	0.244042	0.0895045	1.10856	0.134936	0.0787133	0.0674208	0.0718831	0.0344118	0.0291993	0.111513	0.284393	0.0743364	0.0981349	0.0975072	0.00427612	0.0717849	0.0282859	0.225559	0.119319	0.113755	0.0653599	0.167565	0.142006	0.0459997	0.421765	0.0812568	0.033054	0.417924	1.06179e-100	0.1209942	0.328328	0.384138	0.0738848	0.21365	7.965629
3007	1	-13494.9	-13463.2	-31.6516	0.260675	0.144513	0.227911	0.108392	0.291928	0.108594	0.229788	0.0968163	0.17961	0.411646	0.131369	0.136054	0.239646	0.279376	0.236701	0.396725	0.374935	0.268395	0.206657	0.169543	0.235087	0.142394	1.31989	0.145022	0.309263	0.119371	0.216729	0.169786	0.0606496	0.071494	0.0525902	0.0569687	0.0512864	0.0862882	0.00787437	0.0462251	0.0806434	0.0434258	0.158105	0.0353357	0.249514	0.056652	0.0869637	0.0507433	0.35991	0.0671778	0.0146607	0.475263	0.0322454	0.1116559	0.335585	0.375193	0.0754994	0.213723	8.300829
3008	0	-13512.1	-13486.2	-25.8529	0.315334	0.13491	0.217663	0.153408	0.227899	0.168459	0.267762	0.113671	0.209212	0.292127	0.152092	0.130195	0.231781	0.135915	0.32506	0.277306	0.292483	0.263353	0.261975	0.120752	0.206401	0.120585	0.986984	0.226026	0.064091	0.12529	0.0680758	0.0388872	0.0293497	0.116772	0.280111	0.0506416	0.0981349	0.123412	0.0277733	0.0401888	0.012673	0.205494	0.115575	0.0828466	0.0736281	0.202665	0.132671	0.0566935	0.357284	0.0923468	0.0218353	0.47184	1.08737e-100	0.1249071	0.310773	0.387196	0.0834552	0.218576	7.719628
3009	1	-13489.1	-13463.1	-25.9725	0.323742	0.124919	0.248948	0.0921572	0.251045	0.134683	0.161941	0.148413	0.159746	0.451607	0.116725	0.161738	0.251372	0.216999	0.175853	0.277236	0.290716	0.248271	0.234851	0.158299	0.172346	0.139272	1.15926	0.136088	0.187146	0.114915	0.230156	0.224454	0.0828998	0.0379823	0.0702737	0.05637	0.0963909	0.0344687	0.0136663	0.0414238	0.115255	0.0575004	0.138227	0.0652165	0.231828	0.0225469	0.0763534	0.0524889	0.371635	0.0742507	0.00900422	0.451142	0.0414792	0.1078825	0.323845	0.383035	0.07619	0.21693	7.733297
3010	0	-13499.4	-13473	-26.3414	0.31823	0.179757	0.197765	0.146343	0.220484	0.154461	0.265452	0.107449	0.204536	0.32621	0.174793	0.139377	0.231857	0.203282	0.270284	0.376282	0.289818	0.256502	0.247251	0.127573	0.185698	0.135543	0.97625	0.125585	0.112896	0.0989908	0.068949	0.0616709	0.0407257	0.0982723	0.226496	0.0510078	0.117499	0.0792144	0.00205876	0.057216	0.00268064	0.261104	0.093297	0.0596272	0.0694401	0.214997	0.192284	0.0557726	0.373655	0.0857324	0.0187483	0.466092	1.1377e-100	0.1176588	0.298886	0.394181	0.0870514	0.219881	7.769209
3011	1	-13499.8	-13467.9	-31.8791	0.405444	0.133559	0.204104	0.129095	0.252175	0.113105	0.238827	0.108458	0.198468	0.428339	0.170931	0.149303	0.271743	0.267368	0.263367	0.314588	0.327392	0.298722	0.246884	0.126608	0.190034	0.101357	1.29586	0.137429	0.190904	0.0990418	0.188823	0.184697	0.135566	0.0379823	0.0731241	0.0994063	0.0795343	0.0500137	0.0354551	0.0398126	0.0293715	0.0336141	0.181247	0.0570867	0.266209	0.0645539	0.103856	0.0529799	0.350337	0.0769934	0.0112826	0.467037	0.0413701	0.1128698	0.318556	0.373885	0.0763988	0.23116	8.323456
3012	0	-13501.4	-13475.7	-25.7489	0.257874	0.167884	0.224183	0.121541	0.237926	0.133727	0.195532	0.144872	0.188872	0.346064	0.158455	0.186712	0.219905	0.192331	0.227303	0.33313	0.308842	0.256502	0.234603	0.134601	0.186285	0.111619	1.10058	0.140964	0.0902838	0.0859566	0.068949	0.0148848	0.0268351	0.0421186	0.289734	0.0752249	0.0862515	0.0810469	0.0157405	0.0670587	0.00812659	0.212736	0.106412	0.0636936	0.0790336	0.266575	0.218005	0.0601793	0.328281	0.0926707	0.0242663	0.494602	1.1656e-100	0.1275569	0.312229	0.369674	0.0890463	0.22905	7.70897
3013	1	-13493.3	-13465.9	-27.3329	0.344399	0.141536	0.216614	0.112221	0.194799	0.158747	0.177832	0.113493	0.184892	0.45908	0.128226	0.136036	0.278315	0.236142	0.298381	0.382457	0.272586	0.247877	0.314255	0.135988	0.159797	0.144254	1.14162	0.122439	0.233253	0.0746493	0.232833	0.130769	0.106198	0.0297154	0.0731241	0.0575708	0.0960072	0.05088	0.0714822	0.0439508	0.0627391	0.0787225	0.120564	0.0366872	0.189672	0.0301835	0.0480119	0.0527149	0.350816	0.0750716	0.0201804	0.464701	0.0365166	0.1112522	0.324702	0.374911	0.0808969	0.219491	7.868996
3014	0	-13494.3	-13466	-28.3441	0.352222	0.186184	0.23621	0.131365	0.220752	0.171796	0.267294	0.117699	0.222519	0.303344	0.140656	0.183227	0.246344	0.205773	0.217067	0.383182	0.296886	0.256502	0.280968	0.11022	0.212615	0.129348	1.1187	0.161587	0.0791899	0.0996411	0.0873054	0.0193592	0.0112364	0.083176	0.20982	0.0752249	0.0920284	0.0901565	0.0500816	0.0857948	0.0495901	0.280828	0.0813612	0.0428208	0.0378106	0.221036	0.120477	0.0544806	0.352179	0.0851402	0.0227711	0.485429	1.01415e-100	0.1185831	0.313477	0.381212	0.0901585	0.215153	7.969389
3015	1	-13494.7	-13464.9	-29.8738	0.373757	0.145828	0.206069	0.132846	0.277636	0.119905	0.176853	0.120326	0.237999	0.415503	0.182218	0.134443	0.234507	0.223339	0.215977	0.365156	0.243658	0.255761	0.219208	0.171968	0.233392	0.120078	1.28426	0.080052	0.249969	0.116654	0.237786	0.14979	0.106198	0.0278039	0.0843643	0.0108254	0.107085	0.0914983	0.010122	0.0353302	0.106032	0.0420127	0.166503	0.0799088	0.16327	0.0957348	0.0716087	0.0509555	0.362233	0.0721404	0.016322	0.458509	0.039841	0.1097874	0.329447	0.375708	0.079519	0.215325	8.123236
3016	0	-13504	-13471.4	-32.6607	0.378005	0.129404	0.247713	0.193061	0.294969	0.101337	0.266742	0.130855	0.18669	0.426049	0.146761	0.177763	0.289791	0.238579	0.203871	0.372331	0.33769	0.256081	0.285	0.155683	0.160492	0.131255	1.13372	0.172779	0.0871068	0.1202	0.0286913	0.0219531	0.0205844	0.121563	0.271255	0.0425281	0.135314	0.0706172	0.0632007	0.125459	0.0612158	0.19574	0.08965	0.0652956	0.0284668	0.221036	0.214523	0.057392	0.335455	0.0932754	0.0256965	0.488181	1.02878e-100	0.1188343	0.318152	0.37281	0.0872095	0.221828	8.401017
3017	1	-13491.4	-13464	-27.3684	0.250591	0.130941	0.236322	0.128474	0.20306	0.177312	0.225518	0.156031	0.150874	0.387144	0.124936	0.21086	0.20268	0.223963	0.213621	0.323013	0.256912	0.245387	0.285595	0.138315	0.209252	0.13577	1.15057	0.18168	0.212394	0.129957	0.198699	0.210617	0.0811919	0.0381238	0.0722626	0.0219482	0.0696665	0.0923742	0.0149143	0.0761745	0.0680686	0.0589608	0.165297	0.0585914	0.240969	0.0387395	0.0730303	0.0565449	0.35621	0.0697336	0.00594891	0.466101	0.0454616	0.1287296	0.335248	0.367184	0.0835742	0.213994	7.8708
3018	0	-13511.5	-13479.1	-32.4914	0.306319	0.170891	0.221317	0.117184	0.34296	0.148548	0.255029	0.130855	0.150953	0.426049	0.138539	0.188088	0.211919	0.315668	0.23537	0.39336	0.317578	0.264122	0.260491	0.0880319	0.148713	0.141866	1.3813	0.172821	0.0739437	0.0568237	0.111591	0.0175337	0.0379758	0.0903221	0.305031	0.10251	0.0898345	0.0899154	0.0967875	0.0572284	0.0576254	0.159048	0.0581215	0.0437811	0.0431762	0.280982	0.0853282	0.0545035	0.327591	0.0710431	0.0223334	0.524529	1.08979e-100	0.1044073	0.336346	0.364495	0.0859076	0.213251	8.385537
3019	1	-13499.7	-13471.1	-28.6039	0.299164	0.119611	0.239157	0.104322	0.193823	0.208113	0.223894	0.142626	0.19705	0.407483	0.175215	0.176939	0.264832	0.288642	0.274311	0.338163	0.311446	0.297139	0.303421	0.111966	0.205018	0.0831795	1.05093	0.111054	0.207508	0.0482534	0.281726	0.179766	0.0836173	0.0377444	0.0672142	0.0317967	0.0723223	0.113416	0.00482977	0.0439032	0.102212	0.0944985	0.172882	0.0641434	0.174088	0.0361614	0.0522488	0.0536738	0.365444	0.0725242	0.00992211	0.44382	0.0546155	0.1139255	0.355922	0.362447	0.0799503	0.201681	7.995832
3020	0	-13508.7	-13478	-30.743	0.316293	0.135308	0.238154	0.149608	0.376906	0.110726	0.273937	0.146229	0.193457	0.35144	0.134901	0.173172	0.193859	0.249112	0.267178	0.328438	0.420192	0.293447	0.235768	0.122303	0.192843	0.125554	1.06249	0.140221	0.105901	0.109477	0.129486	0.0510393	0.0358901	0.119457	0.270385	0.0599247	0.126358	0.0565619	0.101148	0.0194562	0.0449651	0.201018	0.0739999	0.0700541	0.0609384	0.179439	0.16271	0.0488459	0.334618	0.086352	0.0288397	0.501344	1.02601e-100	0.113961	0.327979	0.380148	0.0793763	0.212497	8.209741
3021	1	-13491.1	-13462.4	-28.7141	0.330196	0.141381	0.252963	0.120793	0.229542	0.119679	0.263051	0.206052	0.19063	0.383696	0.0893885	0.228108	0.251954	0.27841	0.185959	0.338163	0.337906	0.248217	0.228809	0.130364	0.21335	0.13421	1.18531	0.0946526	0.237574	0.0547139	0.218674	0.178548	0.0558167	0.0377444	0.0831888	0.0358182	0.0780998	0.0392591	0.0105172	0.048203	0.148536	0.0623898	0.125911	0.0260867	0.261637	0.0401236	0.081232	0.0540593	0.314507	0.0753432	0.0103229	0.500483	0.0452845	0.1139255	0.343297	0.368294	0.0855186	0.20289	8.006855
3022	0	-13507.5	-13480.8	-26.7511	0.375001	0.130296	0.195764	0.105691	0.213194	0.183651	0.215983	0.134826	0.222097	0.352998	0.114664	0.185317	0.295805	0.239142	0.167078	0.441527	0.282627	0.261661	0.281804	0.167983	0.18688	0.108228	1.04004	0.132356	0.089752	0.0984054	0.0289642	0.0363094	0.0659698	0.0754527	0.301467	0.0419628	0.130669	0.0812459	0.0227462	0.0659848	0.0281157	0.26125	0.071008	0.0653069	0.0248181	0.132922	0.153495	0.0509708	0.370433	0.0944133	0.0273261	0.456857	1.09169e-100	0.1148292	0.319492	0.375574	0.0848126	0.220121	7.81046
3023	1	-13492.3	-13465.3	-27.061	0.257068	0.129793	0.188967	0.144983	0.255718	0.131823	0.226033	0.161138	0.175533	0.316442	0.142415	0.211061	0.27951	0.228317	0.200386	0.341061	0.349144	0.27221	0.213703	0.1009	0.167925	0.144664	1.16214	0.119636	0.219538	0.0614342	0.234971	0.169818	0.0542036	0.0371794	0.0582165	0.0562174	0.114077	0.0126958	0.0251421	0.0756817	0.166851	0.0588477	0.1638	0.0594522	0.231293	0.0482969	0.0747328	0.0558636	0.35527	0.0743089	0.00569035	0.467934	0.0409327	0.09916358	0.325363	0.367767	0.0821818	0.224689	7.843021
