Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	lambda	pi[1]	pi[2]	pi[3]	pi[4]	TL
1045	1	-13493.3	-13464.7	-28.6077	0.340109	0.140182	0.222111	0.191561	0.21858	0.18398	0.20109	0.135015	0.157361	0.357922	0.119	0.146159	0.249852	0.200785	0.250648	0.354854	0.312351	0.294885	0.25187	0.153113	0.151662	0.104136	1.2442	0.112695	0.26428	0.0661769	0.222588	0.218738	0.128364	0.0161199	0.0779973	0.0285848	0.0620343	0.0711735	0.0121581	0.0670247	0.0787277	0.04875	0.167094	0.0580454	0.206776	0.0399163	0.0683677	0.0511777	0.404716	0.083592	0.0208912	0.41613	0.0234931	0.1057274	0.317673	0.382637	0.0767513	0.222939	7.997034
1046	0	-13502.2	-13473.9	-28.3232	0.283003	0.163665	0.22119	0.137535	0.276408	0.078175	0.25432	0.184156	0.235724	0.407326	0.14442	0.169098	0.247436	0.213084	0.267477	0.382442	0.373198	0.262379	0.287588	0.177268	0.219736	0.105705	1.06247	0.156207	0.0403255	0.075258	0.030936	0.165181	0.0432105	0.0808577	0.220987	0.0141259	0.103582	0.021226	0.0451672	0.0981003	0.0419402	0.216771	0.0913909	0.110814	0.0297373	0.20808	0.0189163	0.0565548	0.379665	0.0939259	0.0215266	0.448328	2.7051e-86	0.1253591	0.311039	0.376537	0.083464	0.228959	7.966615
1047	1	-13503.7	-13471.4	-32.3231	0.298569	0.199703	0.200994	0.151829	0.238281	0.140065	0.209238	0.155664	0.21451	0.41212	0.128248	0.17169	0.250925	0.302179	0.223427	0.388252	0.305135	0.38545	0.257488	0.0996804	0.150199	0.0985985	1.22891	0.0993941	0.238093	0.104337	0.235913	0.133105	0.0636951	0.0427363	0.0630077	0.0767425	0.129504	0.0496871	0.0449963	0.0360429	0.19307	0.030398	0.136164	0.109323	0.237451	0.0672835	0.0661096	0.0465904	0.386748	0.0714543	0.0207844	0.446947	0.0274763	0.1093434	0.329085	0.371971	0.0718721	0.227072	8.368207
1048	0	-13506.5	-13480.7	-25.7509	0.313037	0.157676	0.241963	0.12555	0.217062	0.13478	0.223525	0.172824	0.207134	0.317848	0.215889	0.108901	0.269906	0.232566	0.264374	0.2627	0.338148	0.286617	0.269282	0.136311	0.211014	0.119394	0.975644	0.168071	0.0360011	0.108155	0.0128874	0.131808	0.0737374	0.0344532	0.2524	0.0137922	0.103509	0.00994449	0.0806824	0.0658845	0.0724181	0.202061	0.0609317	0.106325	0.0966436	0.227047	0.0508045	0.0483071	0.39621	0.0866986	0.0270054	0.441778	1.80399e-86	0.1222924	0.321383	0.382323	0.0792304	0.217063	7.709698
1049	1	-13491.5	-13464	-27.5163	0.269503	0.147671	0.201206	0.130926	0.222826	0.0922796	0.244361	0.159262	0.1595	0.41212	0.170442	0.168334	0.211861	0.2577	0.21525	0.365405	0.369383	0.290755	0.21191	0.167083	0.174865	0.134556	1.08335	0.0977872	0.279725	0.057505	0.282968	0.114818	0.0760759	0.0396386	0.0766513	0.0384352	0.0923277	0.00734794	0.00881023	0.0360429	0.153095	0.0272894	0.173543	0.0666435	0.237792	0.0975389	0.0625539	0.0548865	0.347897	0.0757716	0.0102801	0.478061	0.0331037	0.1132534	0.334678	0.372785	0.0771344	0.215403	7.887134
1050	0	-13508.2	-13478.3	-29.9823	0.28668	0.225842	0.245785	0.155126	0.247676	0.163046	0.238198	0.130458	0.261427	0.371366	0.10128	0.166119	0.252367	0.180718	0.278772	0.352109	0.371711	0.273194	0.207738	0.105669	0.211408	0.164509	1.21382	0.17497	0.0825713	0.0843713	0.0817503	0.115456	0.0274684	0.0404294	0.229165	0.0108638	0.107496	0.00483919	0.0417702	0.0736782	0.054624	0.279046	0.0597808	0.0974949	0.0383185	0.269057	0.055367	0.0473027	0.412681	0.0770811	0.0276139	0.435321	1.40444e-86	0.1152924	0.312615	0.38531	0.0781968	0.223879	8.133538
1051	1	-13500.9	-13465.8	-35.1225	0.291129	0.222924	0.255857	0.098051	0.296995	0.112755	0.221423	0.139195	0.218	0.419724	0.124806	0.151469	0.268933	0.243186	0.259694	0.382525	0.369383	0.279934	0.331516	0.153309	0.18453	0.129151	1.20219	0.112828	0.341747	0.0624844	0.314923	0.203859	0.0521886	0.0310738	0.0501124	0.085263	0.0736289	0.045515	0.021841	0.0327009	0.153412	0.0128449	0.181949	0.0741561	0.288936	0.0629358	0.0898733	0.0399805	0.356276	0.0768461	0.0073116	0.479831	0.0397544	0.1013924	0.332247	0.380854	0.0789676	0.207932	8.648945
1052	0	-13507.2	-13479.5	-27.6641	0.332266	0.145018	0.217185	0.129827	0.234612	0.159059	0.233953	0.160339	0.222679	0.28296	0.119349	0.183834	0.173418	0.168801	0.236175	0.409545	0.305949	0.244137	0.246309	0.108482	0.229396	0.133058	1.22624	0.134241	0.0355551	0.0642141	0.11147	0.16152	0.0591268	0.0675594	0.280183	0.0111174	0.128723	0.0219127	0.0421236	0.0431797	0.067887	0.231395	0.0700419	0.114214	0.0928992	0.191737	0.0683263	0.046663	0.381022	0.0846934	0.0326844	0.454937	1.3613e-86	0.1322307	0.326011	0.380173	0.0742022	0.219614	7.900016
1053	1	-13505.6	-13473.8	-31.8325	0.341174	0.11716	0.220532	0.191405	0.290202	0.157439	0.235345	0.177688	0.19229	0.435413	0.182845	0.115585	0.285426	0.202983	0.253339	0.379732	0.331438	0.279706	0.2722	0.1331	0.157947	0.157471	1.1425	0.0998255	0.267119	0.0677978	0.314923	0.191249	0.0662433	0.0104452	0.0611953	0.073398	0.0753275	0.0638663	0.00988311	0.0245864	0.144594	0.0840362	0.0671956	0.0792192	0.225435	0.0266955	0.113715	0.040434	0.319957	0.0867926	0.0249042	0.491703	0.036209	0.1041279	0.334986	0.379048	0.0793547	0.206611	8.319668
1054	0	-13509.6	-13474.8	-34.74	0.29574	0.160965	0.159409	0.131201	0.222296	0.185707	0.302346	0.142453	0.234223	0.410983	0.137704	0.21229	0.275086	0.279575	0.297915	0.425179	0.372549	0.286218	0.261598	0.158397	0.212268	0.11952	1.23155	0.142728	0.0495662	0.0879548	0.0746592	0.175999	0.0626062	0.0504087	0.307912	0.0448708	0.0739029	0.0412293	0.0520836	0.0926609	0.0648547	0.231395	0.0295778	0.158395	0.00924695	0.265578	0.0787071	0.0482733	0.387922	0.0774177	0.027215	0.459172	1.3791e-86	0.1132517	0.328168	0.386214	0.0725387	0.21308	8.609503
1055	1	-13497.5	-13468.3	-29.2057	0.235988	0.137115	0.207068	0.183747	0.32935	0.141278	0.28348	0.145378	0.209276	0.3722	0.134017	0.223577	0.234603	0.192508	0.231192	0.375675	0.309139	0.274673	0.2722	0.110124	0.165903	0.120755	1.09328	0.106052	0.287877	0.0878215	0.30337	0.181322	0.0940507	0.00585974	0.107825	0.0226391	0.0609613	0.0384497	0.00736177	0.041629	0.107228	0.0840362	0.135194	0.0843384	0.172315	0.0810494	0.0639319	0.048749	0.311971	0.0817045	0.0107053	0.513338	0.0335321	0.1157495	0.327987	0.375072	0.0886408	0.208299	8.055832
1056	0	-13502	-13471	-30.9516	0.288719	0.140457	0.262983	0.145801	0.251719	0.187248	0.250274	0.142453	0.175546	0.434863	0.131638	0.184563	0.267902	0.239882	0.212526	0.437912	0.330267	0.262056	0.202658	0.128212	0.228468	0.116805	1.12927	0.209756	0.10781	0.0651151	0.0665824	0.149356	0.0998593	0.0282462	0.266796	0.0223556	0.0892203	0.0277089	0.0345369	0.0801417	0.053943	0.30009	0.0696053	0.104283	0.0248052	0.212918	0.0641697	0.0566478	0.318137	0.0766939	0.0359284	0.512593	9.6053e-87	0.1247871	0.338804	0.364395	0.0873659	0.209435	8.229515
1057	1	-13499.5	-13471.2	-28.3034	0.284259	0.15184	0.279523	0.152771	0.275459	0.166835	0.241259	0.120823	0.226508	0.304962	0.145935	0.167783	0.242129	0.202923	0.326807	0.326278	0.26207	0.253492	0.2722	0.1295	0.236961	0.113895	1.19839	0.091733	0.186415	0.0514062	0.183471	0.161958	0.0658265	0.0510955	0.0700028	0.0391049	0.116718	0.0663796	0.0108618	0.0573855	0.104872	0.0727812	0.14822	0.0664915	0.235802	0.0578945	0.0445723	0.0507673	0.325947	0.0940468	0.0207648	0.486882	0.0215919	0.1157495	0.325518	0.372077	0.0955462	0.206859	7.965597
1058	0	-13506.4	-13480	-26.3177	0.287512	0.141022	0.210782	0.162459	0.253834	0.163471	0.246017	0.147303	0.183612	0.349335	0.0812213	0.22419	0.211454	0.3265	0.228818	0.340448	0.330267	0.278351	0.236357	0.129398	0.130473	0.147072	1.19497	0.161222	0.0606838	0.0353265	0.0422188	0.101838	0.10329	0.0513919	0.210526	0.0325676	0.0900149	0.00975726	0.0780476	0.0763611	0.0536766	0.287946	0.063376	0.09984	0.00104369	0.17773	0.0249651	0.0546244	0.316988	0.0924037	0.0149211	0.521063	9.17173e-87	0.1191314	0.334194	0.360593	0.0891051	0.216108	7.766695
1059	1	-13488.5	-13462.3	-26.137	0.314647	0.15184	0.208539	0.183853	0.238535	0.139496	0.213311	0.140072	0.220009	0.483495	0.140764	0.150436	0.242129	0.233005	0.222652	0.282624	0.322123	0.226438	0.261059	0.141317	0.211113	0.109326	1.03443	0.113907	0.2627	0.0968573	0.303339	0.128819	0.0732235	0.0290144	0.0665229	0.0483601	0.0783215	0.0603552	0.0371892	0.0206783	0.0924431	0.0647193	0.125038	0.0448422	0.147897	0.033475	0.0501831	0.0476757	0.338333	0.0883424	0.0165568	0.479914	0.0291781	0.1143883	0.33397	0.374864	0.0817023	0.209464	7.749099
1060	0	-13512.8	-13479.8	-32.9598	0.269697	0.158572	0.174855	0.15413	0.29277	0.157185	0.167302	0.206149	0.163479	0.478548	0.183075	0.22419	0.23143	0.265484	0.259066	0.404411	0.291583	0.278769	0.257927	0.185219	0.216743	0.0923179	1.25431	0.144378	0.0914939	0.0662037	0.0740469	0.131085	0.0933999	0.0918711	0.312783	0.0379643	0.0927076	0.00750534	0.0399393	0.0839428	0.0466344	0.197033	0.114548	0.1245	0.000174852	0.239257	0.0746989	0.0514331	0.325124	0.0822096	0.0363369	0.504897	6.35201e-87	0.1144148	0.330481	0.37109	0.0881165	0.210312	8.431374
1061	1	-13502.2	-13469.3	-32.9131	0.37223	0.198699	0.199505	0.104295	0.233272	0.137298	0.231345	0.152763	0.167117	0.462101	0.117353	0.19952	0.223959	0.204646	0.205687	0.365887	0.384851	0.291104	0.245118	0.129226	0.188304	0.14604	1.18958	0.156642	0.276318	0.104199	0.222845	0.272663	0.0594545	0.0691896	0.0389726	0.0868619	0.0762744	0.00830524	0.0594707	0.0700924	0.106257	0.0600335	0.152349	0.0828261	0.226233	0.0634728	0.0844749	0.0467115	0.32736	0.083149	0.0162219	0.474633	0.0519251	0.1130872	0.332749	0.377551	0.0759652	0.213735	8.426835
1062	0	-13508.7	-13473.9	-34.8004	0.261711	0.210291	0.201537	0.146571	0.265136	0.189231	0.255429	0.172325	0.204244	0.377437	0.138541	0.170942	0.278662	0.294035	0.180642	0.451724	0.368324	0.249915	0.278512	0.104749	0.20597	0.13982	1.18272	0.199513	0.0914939	0.0542252	0.0497141	0.0738121	0.0795708	0.089828	0.332545	0.0574459	0.123443	0.0621004	0.108557	0.0940727	0.0868903	0.28651	0.0598763	0.124106	0.00140724	0.255312	0.0580508	0.0524349	0.329022	0.0772895	0.0303042	0.51095	2.26769e-87	0.09937697	0.319752	0.380923	0.0841844	0.215141	8.61694
1063	1	-13495.7	-13462.4	-33.2991	0.376731	0.144274	0.276768	0.163204	0.238398	0.161615	0.28051	0.149669	0.179157	0.390993	0.127056	0.158075	0.279684	0.270251	0.285469	0.293051	0.351471	0.295682	0.224516	0.154682	0.215321	0.118016	1.22801	0.0848448	0.284014	0.0621592	0.324477	0.122746	0.0665935	0.0192767	0.0640093	0.082947	0.125275	0.0712317	0.0197967	0.0692751	0.089956	0.0636823	0.149947	0.0462026	0.24175	0.0848505	0.0308026	0.0443874	0.333113	0.0798278	0.0215833	0.497305	0.0237826	0.1030141	0.33875	0.373234	0.0771184	0.210897	8.466441
1064	0	-13516.3	-13490.2	-26.0537	0.313971	0.172638	0.169149	0.151041	0.185074	0.190442	0.240253	0.108282	0.21415	0.326443	0.122147	0.157578	0.196897	0.202301	0.251944	0.360051	0.399396	0.298782	0.286039	0.127097	0.197231	0.0920412	1.05965	0.18778	0.0660993	0.0403688	0.0497141	0.0795341	0.0750243	0.0493003	0.202424	0.0444396	0.147548	0.0477833	0.0159105	0.0675241	0.0508376	0.29803	0.116118	0.11605	0.0112923	0.220321	0.0335044	0.0519374	0.410421	0.0794617	0.0195508	0.43863	9.08364e-88	0.1000043	0.315098	0.390013	0.0754271	0.219462	7.742204
1065	1	-13488	-13460.4	-27.5901	0.354164	0.156489	0.207623	0.144347	0.245678	0.19033	0.221808	0.152033	0.156613	0.390519	0.120498	0.153368	0.271879	0.241972	0.246945	0.281903	0.266839	0.251614	0.256148	0.107627	0.149837	0.1206	1.1324	0.0796911	0.213996	0.108727	0.28553	0.154643	0.107567	0.0328477	0.0573843	0.0942276	0.117933	0.0183165	0.0132576	0.0314595	0.0809071	0.0883237	0.181659	0.0850855	0.191269	0.0591177	0.0720479	0.0528587	0.339761	0.0876847	0.0202721	0.48511	0.0143136	0.1061394	0.326109	0.37515	0.0850004	0.213741	7.895225
1066	0	-13507.3	-13478.2	-29.1524	0.207009	0.140403	0.245896	0.13633	0.31556	0.153388	0.198417	0.152367	0.205161	0.402749	0.124137	0.214953	0.263191	0.223901	0.243097	0.360051	0.335325	0.273703	0.220767	0.131957	0.19379	0.151356	1.16861	0.222858	0.0660993	0.0299751	0.0648203	0.099222	0.0398332	0.0658078	0.335421	0.0345532	0.114586	0.0521946	0.0415406	0.0370432	0.0938171	0.195952	0.0959455	0.134679	0.00937274	0.232548	0.0232425	0.0511675	0.344016	0.0915126	0.0241611	0.489142	9.86985e-88	0.1044899	0.320636	0.37925	0.0864976	0.213617	8.051624
1067	1	-13500.7	-13468	-32.6423	0.360051	0.168889	0.271462	0.109373	0.30988	0.0960197	0.221808	0.113068	0.231062	0.384022	0.170618	0.174598	0.189403	0.238698	0.265875	0.300203	0.365185	0.281716	0.225737	0.146987	0.170135	0.100017	1.1578	0.0790899	0.334934	0.110327	0.302344	0.231976	0.0976628	0.0474132	0.068951	0.097591	0.128882	0.037466	0.0431112	0.033604	0.0910781	0.0819267	0.17281	0.0780979	0.204847	0.0575344	0.0482577	0.0493898	0.344218	0.0809828	0.0114334	0.479265	0.0347112	0.1054903	0.329881	0.359691	0.0940584	0.21637	8.400513
1068	0	-13498.3	-13474.8	-23.506	0.301208	0.143915	0.225137	0.156412	0.243324	0.128531	0.187916	0.125609	0.210084	0.280164	0.109859	0.210831	0.247128	0.220351	0.174366	0.376742	0.337556	0.234593	0.232573	0.113779	0.165499	0.139407	1.02353	0.187955	0.133766	0.0759653	0.0817026	0.11142	0.053753	0.0502489	0.242769	0.0585349	0.108941	0.0521946	0.0159927	0.0457999	0.0540845	0.176036	0.0485728	0.11997	0.0875967	0.1573	0.0350158	0.056324	0.349989	0.0831256	0.0291706	0.481391	7.29508e-88	0.113016	0.323524	0.373969	0.0884857	0.214021	7.486129
1069	1	-13493.6	-13469	-24.6122	0.314066	0.140361	0.219803	0.126286	0.259758	0.0806652	0.248365	0.10383	0.188812	0.354867	0.150443	0.12095	0.201892	0.209379	0.216058	0.277554	0.33696	0.239259	0.215332	0.134228	0.153927	0.120148	1.24667	0.0741395	0.274707	0.0577474	0.293007	0.16254	0.062998	0.0141575	0.0741651	0.0735932	0.0606562	0.0301988	0.00621383	0.0218073	0.135005	0.0418927	0.127788	0.0701476	0.176676	0.0709172	0.10861	0.0545605	0.362323	0.0788162	0.0137702	0.453454	0.0370765	0.1147545	0.349445	0.356576	0.0834068	0.210572	7.596583
1070	0	-13510	-13479.7	-30.311	0.302414	0.177554	0.266209	0.167933	0.188511	0.216794	0.188021	0.150083	0.194403	0.353354	0.130708	0.179933	0.241301	0.217636	0.18996	0.353426	0.341043	0.327972	0.217093	0.150107	0.268049	0.139873	1.09739	0.187955	0.0631949	0.0836188	0.0577079	0.156568	0.0551991	0.0520674	0.253698	0.0201428	0.171535	0.0738699	0.0706023	0.0433832	0.0585934	0.250055	0.0618077	0.10731	0.0673256	0.216203	0.0545217	0.0521615	0.426633	0.0724519	0.0223022	0.426451	6.57703e-88	0.1280115	0.317593	0.390651	0.073411	0.218345	8.165131
1071	1	-13493	-13468.4	-24.5845	0.357874	0.143778	0.204113	0.14136	0.222683	0.131097	0.19867	0.140006	0.214862	0.406366	0.0918749	0.157132	0.246727	0.271102	0.197167	0.272582	0.335294	0.263254	0.222461	0.123618	0.191225	0.123121	0.919241	0.107425	0.258981	0.0529244	0.269993	0.14186	0.0734713	0.0602197	0.0400977	0.0929777	0.0606562	0.000922659	0.00385899	0.0241534	0.138183	0.0418927	0.22047	0.0784318	0.244577	0.0514376	0.0557103	0.0542102	0.343408	0.0755635	0.0139432	0.479972	0.0329032	0.1143156	0.336111	0.367273	0.0827744	0.213841	7.59385
1072	0	-13507.4	-13478.7	-28.7212	0.294439	0.187776	0.248184	0.167554	0.313547	0.154202	0.20028	0.179439	0.129877	0.394978	0.134886	0.227828	0.245741	0.263933	0.315488	0.353846	0.312727	0.241923	0.263396	0.09283	0.180191	0.178748	1.02232	0.183091	0.0830804	0.0696723	0.0771549	0.139623	0.02962	0.0447642	0.228559	0.0120079	0.0973316	0.059844	0.0653565	0.0562887	0.0248709	0.207573	0.0619148	0.111806	0.0114747	0.287214	0.0506155	0.0568648	0.39146	0.0763516	0.031323	0.444	6.83559e-88	0.1295777	0.33364	0.377935	0.0756281	0.212796	8.005996
1073	1	-13493.3	-13466.7	-26.5621	0.374531	0.140906	0.218329	0.111679	0.223007	0.124989	0.185828	0.143354	0.182681	0.464815	0.108441	0.137752	0.269059	0.22563	0.227682	0.308103	0.327697	0.244831	0.252612	0.114425	0.216061	0.12496	1.08937	0.0914914	0.233951	0.0573148	0.264068	0.122777	0.0829651	0.0449098	0.100708	0.0772321	0.132008	0.0133804	0.00356303	0.0636839	0.153743	0.0367774	0.140582	0.0480999	0.187011	0.062472	0.0577785	0.0468673	0.338422	0.0921957	0.0106812	0.462909	0.0489244	0.1177776	0.328756	0.367942	0.0890704	0.214231	7.791261
1074	0	-13508.7	-13477.5	-31.2536	0.266746	0.160656	0.212337	0.149435	0.24676	0.181235	0.181079	0.183104	0.213201	0.394978	0.183778	0.150571	0.284216	0.262063	0.236998	0.28189	0.400943	0.29694	0.258627	0.134262	0.196802	0.145876	1.11456	0.232911	0.0906944	0.0615384	0.0563422	0.15072	0.109538	0.162696	0.229993	0.0181538	0.0973316	0.0247682	0.0548274	0.0562887	0.0497592	0.245803	0.0531681	0.106581	0.00305239	0.268014	0.0510803	0.0483394	0.378465	0.0719471	0.0240716	0.477177	5.47497e-88	0.1188044	0.33074	0.376463	0.0826285	0.210168	8.260315
1075	1	-13500.3	-13470.8	-29.5122	0.383818	0.175375	0.219176	0.154213	0.280886	0.134271	0.215675	0.176475	0.156372	0.412868	0.174988	0.183213	0.242978	0.221415	0.203032	0.338048	0.399291	0.276562	0.28067	0.127543	0.180353	0.133351	1.24483	0.0862969	0.269993	0.0800404	0.198429	0.153578	0.0702723	0.034525	0.0522867	0.066378	0.0480342	0.0166603	0.0144559	0.0392666	0.113973	0.018348	0.186906	0.0188742	0.197904	0.0701	0.0338742	0.0500918	0.341852	0.0881056	0.0180814	0.494294	0.00757446	0.1245559	0.350931	0.35872	0.0864318	0.203918	8.085601
1076	0	-13503.5	-13467.6	-35.9398	0.362761	0.14251	0.269021	0.180568	0.252603	0.135866	0.231611	0.174594	0.181585	0.442499	0.194693	0.140082	0.279897	0.255731	0.228866	0.42501	0.288509	0.240317	0.274778	0.141041	0.205802	0.157566	1.24676	0.183788	0.087897	0.127815	0.0658037	0.241119	0.0485403	0.0431461	0.336776	0.0362525	0.169196	0.017106	0.0871328	0.0608281	0.0623738	0.272078	0.0491092	0.0683034	0.0253136	0.268014	0.0269133	0.0450636	0.320876	0.0899419	0.022696	0.521423	4.14067e-88	0.1063517	0.333041	0.363609	0.0872215	0.216128	8.730177
1077	1	-13496	-13472.2	-23.749	0.271176	0.201008	0.22577	0.0706438	0.226272	0.140741	0.211046	0.130509	0.194608	0.416246	0.124849	0.167216	0.222306	0.224192	0.234673	0.280924	0.261969	0.261291	0.268413	0.10428	0.174022	0.143736	1.11053	0.112579	0.164016	0.101817	0.212892	0.17891	0.06567	0.034525	0.0522867	0.0478896	0.0842908	0.0714254	0.0177055	0.0614815	0.0826238	0.0678966	0.0795789	0.0607832	0.190913	0.0666992	0.0891666	0.055437	0.335986	0.0827469	0.0229097	0.491695	0.0112256	0.1216373	0.337779	0.359648	0.0903399	0.212233	7.509566
1078	0	-13507.3	-13477.3	-29.9627	0.243723	0.124001	0.18941	0.10949	0.246891	0.135866	0.222038	0.175259	0.186601	0.460661	0.143019	0.162585	0.266438	0.21648	0.280258	0.407874	0.267063	0.251428	0.228806	0.14436	0.237531	0.152097	1.2129	0.142027	0.116362	0.0324123	0.0492831	0.105375	0.0777258	0.119705	0.301612	0.0632361	0.108396	0.0771057	0.0274649	0.0496965	0.0446794	0.232581	0.0972222	0.112902	0.0353315	0.243962	0.0310026	0.0461585	0.356143	0.0804195	0.0271648	0.490114	4.25585e-88	0.102451	0.341387	0.360244	0.0876334	0.210736	8.132863
1079	1	-13500.7	-13474.3	-26.3531	0.295327	0.198841	0.213291	0.134842	0.217744	0.213867	0.245105	0.137171	0.251637	0.402437	0.154247	0.119964	0.188052	0.199439	0.209846	0.31326	0.274217	0.323811	0.259684	0.124484	0.178642	0.126003	1.10231	0.101982	0.259851	0.0880868	0.192307	0.22939	0.0480719	0.0239997	0.0778264	0.0419358	0.037423	0.0253336	0.0368808	0.0264252	0.0753316	0.0633389	0.141645	0.0532384	0.225902	0.0727849	0.0638391	0.0611768	0.33707	0.0659373	0.0219851	0.493282	0.0205491	0.1233163	0.342936	0.357663	0.0840454	0.215356	7.769816
1080	0	-13503.5	-13477.7	-25.8151	0.278462	0.1772	0.212031	0.158603	0.198154	0.107955	0.186566	0.135994	0.164766	0.346144	0.130727	0.146037	0.285029	0.20328	0.196039	0.37418	0.308564	0.261716	0.205751	0.105197	0.214944	0.169022	1.05272	0.194732	0.116362	0.113081	0.0796802	0.177533	0.0720452	0.0193557	0.2294	0.0348372	0.114248	0.0586339	0.0850107	0.0614496	0.0606889	0.279145	0.0514506	0.0896331	0.0590501	0.179507	0.0221419	0.0483427	0.352974	0.0941294	0.0284959	0.476058	1.7747e-88	0.1127838	0.333454	0.379343	0.0810398	0.206164	7.717064
1081	1	-13496.8	-13468.7	-28.1642	0.276475	0.159062	0.216401	0.158365	0.246896	0.1383	0.240621	0.174702	0.171628	0.403642	0.149831	0.155845	0.223214	0.254981	0.22561	0.31326	0.262895	0.293298	0.231901	0.159474	0.160822	0.0728876	1.22447	0.0827689	0.219272	0.0562884	0.219962	0.184204	0.083058	0.0620915	0.102751	0.0148474	0.0753729	0.0498828	0.0233669	0.0252797	0.124801	0.07139	0.200479	0.0646612	0.250822	0.0412601	0.0861648	0.0609588	0.356481	0.0669963	0.00986285	0.479546	0.0261544	0.09947313	0.331809	0.365562	0.083654	0.218975	7.953303
1082	0	-13501.2	-13474.8	-26.4265	0.318639	0.171427	0.230092	0.141619	0.277368	0.12729	0.222973	0.125427	0.22784	0.36957	0.149166	0.145954	0.216706	0.304789	0.193115	0.384577	0.294318	0.290526	0.247456	0.135725	0.182061	0.0785726	0.991376	0.155641	0.0815154	0.0444866	0.0866243	0.189722	0.0697674	0.0337018	0.230143	0.0495102	0.120535	0.0365428	0.0850107	0.0660563	0.0229681	0.305527	0.0584348	0.0671951	0.00692541	0.207017	0.0341714	0.0449322	0.368291	0.0928498	0.0322307	0.461696	1.49987e-88	0.1139675	0.328853	0.384565	0.0807726	0.20581	7.778083
1083	1	-13491.5	-13464.3	-27.1632	0.34252	0.148483	0.258303	0.113783	0.257672	0.1383	0.203802	0.134214	0.186239	0.42964	0.138763	0.158966	0.20515	0.249371	0.288958	0.359595	0.325228	0.202011	0.245513	0.122472	0.185013	0.138536	1.08143	0.0977342	0.295633	0.0853095	0.206994	0.133616	0.0743041	0.0336579	0.0837653	0.0283994	0.0959699	0.0128118	0.0154888	0.0468611	0.164183	0.0874464	0.174535	0.0244413	0.184471	0.0404185	0.0523985	0.0592194	0.322734	0.0814212	0.00806154	0.494262	0.0343027	0.1075599	0.337403	0.36292	0.0903572	0.209319	7.852397
1084	0	-13505.1	-13474.4	-30.6373	0.271389	0.184061	0.229721	0.155084	0.231587	0.22199	0.24864	0.16459	0.159684	0.389776	0.0939526	0.17061	0.247811	0.208627	0.223035	0.39999	0.28985	0.333614	0.334677	0.104213	0.182061	0.131356	1.04064	0.136359	0.117391	0.089679	0.0812142	0.194423	0.0741627	0.0169526	0.274546	0.0375214	0.116333	0.03027	0.0981419	0.0731989	0.0944195	0.207055	0.0980838	0.0911105	0.0529231	0.278753	0.018565	0.0474303	0.348573	0.0888753	0.024048	0.491074	1.08363e-88	0.1249928	0.330738	0.374434	0.0847029	0.210125	8.198065
1085	1	-13501.2	-13478.8	-22.3424	0.23476	0.127166	0.152267	0.115171	0.187111	0.114027	0.184766	0.109354	0.206733	0.402737	0.103958	0.179065	0.223756	0.201157	0.198193	0.336824	0.334977	0.246087	0.297442	0.110052	0.239657	0.135278	1.14729	0.113213	0.207312	0.0635647	0.195855	0.12239	0.0735764	0.00990932	0.0837534	0.0310402	0.0914807	0.0342168	0.0358279	0.0258029	0.133466	0.0493946	0.121442	0.0649258	0.206881	0.0767289	0.041804	0.0564587	0.308836	0.0924392	0.016354	0.496624	0.0292875	0.1066194	0.310293	0.38137	0.0937381	0.2146	7.370412
1086	0	-13500.6	-13465.9	-34.6808	0.294607	0.190248	0.260338	0.187484	0.232227	0.17444	0.250548	0.144205	0.186476	0.423474	0.198311	0.171415	0.285717	0.290424	0.290099	0.356842	0.307074	0.280329	0.289421	0.121082	0.230513	0.109204	1.21006	0.21052	0.0954293	0.107656	0.0581654	0.166127	0.0503572	0.0570747	0.248237	0.0483204	0.141396	0.0471662	0.0332584	0.0595673	0.063173	0.263355	0.0757826	0.105763	0.0562369	0.214744	0.0159472	0.0393452	0.323262	0.0987054	0.0386115	0.500076	8.44193e-89	0.1210487	0.344378	0.367775	0.0781764	0.209671	8.602811
1087	1	-13488.1	-13462	-26.1202	0.306671	0.156299	0.208129	0.163837	0.252393	0.113304	0.225448	0.19457	0.182625	0.395217	0.111392	0.212739	0.195335	0.247643	0.208653	0.315617	0.317783	0.282314	0.208696	0.150001	0.178761	0.10574	1.12048	0.110692	0.245201	0.13072	0.187859	0.132689	0.0628953	0.0279963	0.0632236	0.0327873	0.0977367	0.047969	0.0307539	0.0223855	0.172632	0.0427735	0.169111	0.0415002	0.192638	0.0285598	0.0533911	0.0569443	0.334157	0.0816387	0.0141825	0.479889	0.0331883	0.1169739	0.322576	0.379634	0.0837215	0.214068	7.74716
