Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
5650	-3292.891	-3302.964	10.07277	2.06931	0.1579013	0.0462575	0.0293228	0.0494678	0.0339478	0.0516028	0.0450938	0.0295528	0.0855496	0.0168981	0.0287346	0.03334	0.0459122	0.0468414	0.0300858	0.05676758	0.1090423	0.0117667	0.491003	0.00615298	0.00737411	0.465902	0.0178016	4.967863	0.06315915	-2.86879	8.41886e-05	0.0135395	0.265508	3.72087	0.292026	0.309134	0.130392	0.268447	0.1722014	0.3667749
5660	-3294.419	-3300.61	6.191056	2.06931	0.1579943	0.0362349	0.0304458	0.049578	0.0222377	0.0424099	0.0465141	0.030426	0.197156	0.0318079	0.0705219	0.0360786	0.0293968	0.0550744	0.0277379	0.0614219	-0.05113166	0.00950302	0.472521	0.00563509	0.00753924	0.490561	0.0142404	5.592394	0.1355709	-2.789989	8.4624e-05	0.0135743	0.265785	3.72056	0.266506	0.312457	0.138995	0.282042	0.08443927	1.605544
5670	-3298.927	-3305.145	6.217472	1.915026	0.1428418	0.0647056	0.0623596	0.0536969	0.0254449	0.041824	0.0521249	0.0319177	0.140104	0.022008	0.101128	0.0377889	0.0427009	0.028739	0.172221	0.0544996	0.02553564	0.0103662	0.447238	0.0092589	0.00542144	0.524563	0.00315216	5.207635	0.01068853	-2.909562	3.34386e-05	0.00855078	0.220142	3.77127	0.284278	0.307482	0.146052	0.262188	0.03622417	0.2950662
5680	-3296.565	-3300.179	3.614081	2.012987	0.1586551	0.0948637	0.0470555	0.0705105	0.0223428	0.0345487	0.0440092	0.0711088	0.140496	0.0272182	0.108612	0.0391746	0.0706535	0.0775682	0.17117	0.05195227	-0.1891009	0.00991337	0.471023	0.00522409	0.0032164	0.505852	0.00477155	3.398537	0.2239355	-2.95743	8.7765e-05	0.0138226	0.26775	3.71834	0.298132	0.292342	0.143204	0.266322	0.03483459	6.428538
5690	-3297.791	-3303.784	5.993087	2.002249	0.1871881	0.0613178	0.0371879	0.0891747	0.0643833	0.0360416	0.0386247	0.082759	0.117936	0.0164503	0.057842	0.0316838	0.0845693	0.0831503	0.142193	0.06355683	-0.05994362	0.0107569	0.44884	0.00523756	0.00348318	0.527571	0.00411124	4.061881	0.07716529	-2.755821	0.000331116	0.0267266	0.349402	3.62354	0.27198	0.307056	0.139529	0.281435	0.01722167	4.48071
5700	-3289.252	-3297.319	8.067427	1.972063	0.1885617	0.0368236	0.0320226	0.0631126	0.0300217	0.0428182	0.043118	0.0544462	0.100942	0.0289456	0.0251996	0.033461	0.216127	0.0812699	0.0531556	0.04524859	-0.007789689	0.012241	0.502911	0.00900822	0.00342373	0.468741	0.0036747	4.732727	0.02668235	-3.095584	0.000349404	0.0274483	0.353152	3.61905	0.291128	0.310956	0.132724	0.265192	0.01889266	1.412313
5710	-3301.245	-3306.38	5.134622	2.088399	0.1904843	0.0303549	0.0346794	0.0576403	0.0277514	0.0555031	0.0537066	0.0639165	0.172253	0.017629	0.0444282	0.0363053	0.0597796	0.0630352	0.0673433	0.07029487	0.009302634	0.0165513	0.416967	0.0015475	0.000506394	0.553118	0.01131	5.366891	0.06317123	-2.655056	0.000376218	0.0284726	0.35837	3.61278	0.273391	0.325792	0.162914	0.237903	0.07247386	0.8716415
5720	-3293.924	-3295.785	1.861752	1.975693	0.201791	0.0191518	0.0390847	0.0796932	0.0473764	0.034942	0.0354949	0.0899085	0.148381	0.0262494	0.0399333	0.0213437	0.202196	0.111772	0.14225	0.06163079	-0.01021069	0.0129262	0.463181	0.00614909	0.00561195	0.498438	0.0136944	4.446307	0.02373013	-2.786594	0.000564768	0.034815	0.388316	3.5763	0.301557	0.298266	0.136059	0.264118	0.01351943	1.755261
5730	-3294.937	-3298.956	4.018252	1.856393	0.1717873	0.0361149	0.0313464	0.0568138	0.0212805	0.0461912	0.0444759	0.074753	0.130094	0.0308986	0.0874289	0.0909699	0.0201913	0.0919311	0.0576396	0.06695492	0.1447302	0.00729807	0.546856	0.000713006	0.00977605	0.422007	0.0133497	5.223766	0.06570834	-2.703736	0.000170836	0.0192464	0.306164	3.67442	0.308393	0.295812	0.137451	0.258344	0.2104385	0.3122448
5740	-3301.243	-3302.622	1.379023	1.884265	0.1563104	0.109587	0.0441713	0.0617089	0.0389849	0.0385371	0.0381743	0.064272	0.130388	0.0271805	0.0822034	0.0208903	0.0244716	0.0711323	0.02393	0.06999204	-0.429957	0.00867604	0.540662	0.000865917	0.00662696	0.43889	0.00427872	3.937865	0.4835032	-2.659374	7.70106e-05	0.0129525	0.260767	3.7262	0.316161	0.322063	0.113342	0.248434	0.05354621	9.029644
5750	-3296.896	-3299.356	2.459825	1.861346	0.2225984	0.0713294	0.0310904	0.0499641	0.0398365	0.0385371	0.0660712	0.13112	0.110536	0.0210319	0.288643	0.0547158	0.0335724	0.0351888	0.0517426	0.07303615	-0.08164525	0.00693341	0.49819	0.0107039	0.00868668	0.466318	0.0091677	4.117513	0.1089354	-2.616801	0.00107052	0.0477446	0.440036	3.51115	0.294404	0.306512	0.130375	0.268709	0.0272902	3.991742
5760	-3290.508	-3298.893	8.384434	1.857601	0.2202523	0.0489959	0.0253431	0.0666149	0.0559111	0.0373764	0.0546338	0.187421	0.122816	0.0269973	0.0488347	0.0628967	0.0696641	0.0405369	0.0359656	0.05726231	-0.03384464	0.0102002	0.479985	0.0128801	0.0125823	0.475541	0.0088108	3.739142	0.07784095	-2.860113	0.00100211	0.0462148	0.434425	3.51836	0.301239	0.297071	0.130753	0.270937	0.04399631	1.769261
5770	-3292.376	-3300.145	7.768974	2.162979	0.2106067	0.0830696	0.0297776	0.0764714	0.0427123	0.0548091	0.0659806	0.112863	0.145633	0.0419361	0.0457893	0.0241467	0.0919161	0.0620655	0.0438903	0.0568216	-0.02649898	0.0119888	0.585675	0.0044464	0.0025105	0.389202	0.00617741	4.310081	0.04949386	-2.867839	0.000752065	0.0401098	0.410769	3.54837	0.2952	0.297539	0.133873	0.273387	0.02299488	2.152386
5780	-3310.777	-3305.468	-5.308818	2.23026	0.1342663	0.0479344	0.0270583	0.0928473	0.072924	0.031332	0.0662494	0.25297	0.148309	0.0620472	0.212678	0.0203322	0.0462843	0.0605116	0.0282104	0.07455187	-0.09590957	0.0118964	0.54135	0.00200979	0.000981073	0.437212	0.00655054	6.262343	0.2842512	-2.59626	1.80141e-05	0.00628289	0.194034	3.79967	0.303096	0.282398	0.138905	0.275601	0.1883416	1.509232
5790	-3297.131	-3302.041	4.91007	1.944483	0.1567208	0.0710313	0.0158368	0.0902819	0.0203153	0.0767068	0.0662494	0.0401991	0.0540099	0.0480749	0.058023	0.0492491	0.0981344	0.0619143	0.0805377	0.05269468	0.1923017	0.0118251	0.476296	0.00147763	0.00266081	0.502071	0.00566962	9.619739	0.03853819	-2.943241	7.88152e-05	0.0131026	0.261992	3.72483	0.305327	0.273854	0.142035	0.278784	0.2308398	0.1669477
5800	-3292	-3304.259	12.25955	2.234872	0.2453578	0.0489374	0.0284579	0.0765306	0.0265295	0.048938	0.0646099	0.0463469	0.0637964	0.03716	0.0315154	0.0342548	0.0534769	0.0804279	0.0696499	0.04993399	0.02563701	0.0203751	0.480739	0.00553332	0.00628246	0.484906	0.00216397	5.051185	0.003926439	-2.997053	0.00190242	0.0633585	0.491593	3.44315	0.299343	0.298881	0.121728	0.280049	0.02956345	0.132814
5810	-3293.107	-3299.345	6.237967	2.446285	0.1676099	0.0387787	0.0200067	0.0875994	0.027002	0.085138	0.0740609	0.0332702	0.132009	0.0410824	0.0426706	0.0147082	0.013314	0.0834866	0.015264	0.03683975	-0.1212482	0.0112271	0.427155	0.0101831	0.00613692	0.54505	0.000247241	4.851367	0.1409181	-3.301178	0.000139796	0.0174217	0.294084	3.68835	0.306362	0.307122	0.13875	0.247765	0.01966994	7.164136
5820	-3294.075	-3302.162	8.086407	2.439892	0.1788556	0.0387787	0.0361446	0.0939468	0.019393	0.048566	0.033477	0.0353269	0.105489	0.0252694	0.031442	0.017431	0.0789628	0.103848	0.026143	0.04115451	-0.03460104	0.0108974	0.489402	0.00755711	0.00605911	0.485072	0.0010118	5.50824	0.111788	-3.190422	0.000234771	0.0225365	0.326274	3.65095	0.282455	0.304063	0.13432	0.279162	0.07718699	1.448276
5830	-3292.748	-3299.19	6.442334	2.08564	0.1913272	0.104173	0.0438321	0.0475122	0.0168823	0.0342058	0.0494057	0.0402305	0.0846958	0.0395816	0.0322343	0.0119906	0.0291414	0.0767511	0.0557555	0.04072177	0.2399204	0.011785	0.586827	0.00334553	0.00780742	0.389356	0.000878523	5.907915	0.1138864	-3.200992	0.000388429	0.0289267	0.360646	3.61004	0.281478	0.317112	0.139442	0.261968	0.3538068	0.3218887
5840	-3291.708	-3300.416	8.708949	2.469502	0.1865821	0.104173	0.0372926	0.0469108	0.0314378	0.0283817	0.0408997	0.0327177	0.0392005	0.0163677	0.0348722	0.0385113	0.0508242	0.0606239	0.0446897	0.03142437	0.1240539	0.0177418	0.520642	0.00151954	0.00513147	0.454558	0.000407353	8.48542	0.0956132	-3.460172	0.000323274	0.026411	0.347742	3.62552	0.304119	0.281994	0.13076	0.283128	0.2196671	0.435264
5850	-3294.42	-3306.179	11.75896	2.469502	0.1865683	0.0277774	0.024358	0.032328	0.0296626	0.0218802	0.0395965	0.0209112	0.0189298	0.0284417	0.0551445	0.0893936	0.0220219	0.0258689	0.0716589	0.03050132	-0.08054473	0.0226009	0.430159	0.00101726	0.00930609	0.536108	0.000808295	12.55999	0.08230357	-3.489985	0.000323097	0.0264038	0.347704	3.62557	0.302344	0.291502	0.148715	0.257439	0.00175884	46.79422
5860	-3286.082	-3296.2	10.11737	2.382132	0.1892567	0.0474037	0.0245269	0.0450969	0.0167101	0.0288672	0.0361333	0.0451229	0.044631	0.03223	0.0693284	0.0260876	0.0873228	0.0518669	0.0355007	0.03423264	-0.3552437	0.0215598	0.535913	0.00421236	0.00467675	0.428496	0.00514201	6.890162	0.3700957	-3.374576	0.000358931	0.0278167	0.355042	3.61678	0.287317	0.316111	0.12578	0.270791	0.01485193	24.91903
5870	-3288.716	-3296.416	7.700089	2.382132	0.1744422	0.0426381	0.0388117	0.0563157	0.0273828	0.0263428	0.0306179	0.0455374	0.0364782	0.0267534	0.021443	0.037664	0.0873228	0.0559008	0.0104249	0.03839226	-0.1930141	0.0121891	0.578541	0.00324753	0.00496646	0.396732	0.00432413	18.53211	0.3379396	-3.259899	0.000193088	0.0204528	0.313768	3.66559	0.30831	0.295812	0.127985	0.267893	0.1449255	2.331816
5880	-3285.488	-3300.434	14.94594	2.426032	0.2101617	0.0419162	0.0235248	0.0372902	0.0262772	0.0285934	0.0298713	0.0455374	0.0409372	0.0205972	0.0310885	0.0263114	0.0438505	0.033152	0.0136531	0.03839226	0.07524918	0.0218004	0.449195	0.00350672	0.00431472	0.505434	0.0157491	6.364093	0.09774391	-3.259899	0.0007417	0.0398358	0.409655	3.54977	0.311021	0.274913	0.15172	0.262346	0.1729931	0.5650163
5890	-3289.859	-3303.118	13.25856	2.273664	0.2441396	0.0275543	0.0172081	0.049865	0.0361848	0.019331	0.0409875	0.027869	0.0178249	0.0245665	0.029068	0.0260047	0.0321725	0.0513202	0.0161655	0.02178931	-0.2499604	0.0206971	0.492969	0.00545565	0.00812763	0.466451	0.00629966	13.41067	0.3517876	-3.826336	0.00184979	0.0624915	0.488963	3.4467	0.285079	0.29811	0.122719	0.294091	0.1018273	3.454749
5900	-3293.161	-3300.727	7.566489	2.94337	0.2118724	0.0388109	0.011619	0.075577	0.0221123	0.0281515	0.0474923	0.0425545	0.0340706	0.0163196	0.0846571	0.0112391	0.0379859	0.0472538	0.0634983	0.0301694	-0.1804868	0.0200926	0.469356	0.00805621	0.00883799	0.482677	0.0109803	6.434176	0.2854152	-3.500927	0.0007821	0.0408931	0.413927	3.5444	0.305809	0.296325	0.129483	0.268384	0.1049283	2.720096
5910	-3291.663	-3299.214	7.550983	2.94337	0.1886583	0.068968	0.0172008	0.0592036	0.01331	0.0384627	0.0389385	0.0452162	0.0382233	0.01971	0.0420226	0.0748656	0.0908567	0.0287949	0.0416731	0.04588703	-0.2279046	0.0184835	0.487629	0.00128055	0.0115958	0.4749	0.00611055	9.500644	0.2310214	-3.081573	0.000350716	0.0274993	0.353415	3.61874	0.284805	0.311683	0.144002	0.25951	0.003116779	74.12183
5920	-3290.769	-3305.294	14.52529	3.424354	0.2320859	0.0340602	0.0207654	0.0493049	0.0166056	0.0242886	0.0387366	0.0368742	0.0781657	0.014859	0.0139143	0.0222798	0.0195669	0.0170421	0.0493535	0.02741622	0.1852533	0.0138361	0.550269	0.00301608	0.0153361	0.395869	0.0216737	5.681022	0.03198791	-3.59662	0.0013793	0.0540934	0.462155	3.48237	0.266289	0.312189	0.129577	0.291945	0.2172412	0.1472461
5930	-3282.494	-3297.361	14.86706	3.470229	0.1792406	0.0353513	0.0203561	0.0383405	0.0176715	0.0215335	0.0164152	0.0447387	0.0600455	0.00852875	0.0204453	0.00883852	0.0394733	0.0207375	0.0247963	0.01897254	-0.07552334	0.0126867	0.528287	0.00174786	0.0112476	0.43092	0.015111	7.843159	0.08880054	-3.964762	0.000238699	0.0227228	0.327356	3.64968	0.308969	0.29361	0.128206	0.269216	0.0132772	6.688197
5940	-3294.295	-3305.928	11.63293	3.523422	0.1864904	0.0679988	0.0204808	0.0236792	0.0164599	0.0242976	0.0312276	0.0223875	0.0485495	0.0110385	0.0604317	0.0417637	0.0148267	0.0225981	0.0282168	0.03978636	-0.006554452	0.017568	0.524958	0.00159284	0.0151822	0.428205	0.0124938	8.293289	0.03162606	-3.224231	0.000322099	0.0263634	0.347491	3.62582	0.304293	0.290626	0.140568	0.264513	0.02507161	1.261429
5950	-3290.693	-3302.935	12.24275	3.523422	0.1842229	0.0107686	0.0265109	0.0455406	0.0292648	0.0174746	0.015628	0.034845	0.0574196	0.0164464	0.0464592	0.0238611	0.0344234	0.026594	0.0112636	0.03084532	-0.02706604	0.0147293	0.501774	0.0010265	0.0150661	0.451923	0.0154802	14.83914	0.03187362	-3.47877	0.000294028	0.0251981	0.341246	3.63326	0.291023	0.313596	0.128389	0.266992	0.004807581	6.629866
5960	-3293.303	-3306.958	13.65492	4.532389	0.1637639	0.00987725	0.01102	0.0287078	0.0322456	0.0153623	0.0161127	0.0467815	0.03525	0.00731238	0.00583541	0.0234261	0.0155003	0.0194622	0.00438521	0.01983724	0.121891	0.0194168	0.48431	0.00337489	0.021257	0.462426	0.00921492	18.75265	0.02673914	-3.920194	0.00011518	0.015823	0.282843	3.70122	0.291124	0.304099	0.137767	0.26701	0.1486301	0.1799039
5970	-3289.38	-3302.936	13.55655	4.339877	0.1917746	0.00839017	0.010469	0.0240737	0.0230074	0.018158	0.0271021	0.0279665	0.0497814	0.0123746	0.0155308	0.0313076	0.0662887	0.0271145	0.0229328	0.02291132	0.05426631	0.0130067	0.520186	0.00991482	0.00752789	0.438842	0.0105231	14.63387	0.02087975	-3.776124	0.000395027	0.0291691	0.361851	3.60858	0.268933	0.327325	0.125887	0.277855	0.07514606	0.2778555
5980	-3289.294	-3302.149	12.85577	4.339877	0.1831857	0.0213984	0.0167341	0.0310242	0.016034	0.0154079	0.0158584	0.0408452	0.0418914	0.0103383	0.0463314	0.0248503	0.0679017	0.0251751	0.0113983	0.02172101	-0.03973996	0.00660454	0.470362	0.00256823	0.0350769	0.485241	0.000147063	12.71623	0.08200394	-3.829475	0.000281806	0.0246732	0.338374	3.63667	0.314948	0.306188	0.134659	0.244205	0.04226398	1.94028
5990	-3280.117	-3297.556	17.43939	3.999378	0.1725721	0.0204354	0.0153955	0.0273872	0.0206373	0.0149432	0.0220205	0.0367581	0.0418914	0.0163335	0.0394105	0.0159327	0.00999995	0.0218439	0.0139326	0.0243536	-0.05084281	0.00626265	0.552024	0.00495027	0.0200697	0.413476	0.00321787	12.40961	0.07233552	-3.715076	0.000177202	0.0195993	0.308418	3.67181	0.298685	0.294833	0.13254	0.273942	0.02149272	3.365583
6000	-3287.426	-3298.976	11.55043	3.999378	0.1459331	0.042355	0.0103373	0.0279598	0.0246247	0.0137573	0.0309599	0.0414848	0.0517319	0.0110331	0.0464586	0.0195559	0.0120832	0.030641	0.0121901	0.03012823	0.1035249	0.00807646	0.523569	0.00372809	0.0165958	0.445909	0.00212205	13.0791	0.05017668	-3.502293	4.10515e-05	0.00947041	0.229527	3.76096	0.294952	0.307697	0.127236	0.270115	0.1537016	0.3264552
6010	-3286.239	-3299.367	13.12817	4.053753	0.2215797	0.0312928	0.0155951	0.0656547	0.0276686	0.0199809	0.0237247	0.0346283	0.0137434	0.0101902	0.0335586	0.0161768	0.0120832	0.0529158	0.050112	0.02269728	0.07240106	0.0196139	0.520774	0.00145491	0.0165072	0.438316	0.00333313	10.63876	0.02896397	-3.78551	0.00104044	0.0470783	0.437607	3.51427	0.28348	0.30867	0.129314	0.278536	0.101365	0.2857393
6020	-3286.939	-3299.557	12.61708	4.074813	0.1703557	0.0455238	0.0210367	0.0434125	0.0268264	0.0197725	0.0300519	0.0368764	0.0232926	0.0142289	0.0116568	0.0125536	0.0192936	0.0884909	0.0334427	0.0216333	-0.0528793	0.0181584	0.521643	0.00208201	0.0144314	0.439048	0.00463693	11.58382	0.05717211	-3.833522	0.000159668	0.0186108	0.30204	3.67919	0.287371	0.305517	0.135917	0.271195	0.004292813	13.3181
6030	-3300.076	-3308.097	8.020752	4.020831	0.1676646	0.0462658	0.01363	0.0356508	0.0203208	0.0140585	0.017207	0.00958731	0.00575365	0.0222952	0.0334122	0.0350729	0.0348334	0.114022	0.0348915	0.0243235	0.01688754	0.0207346	0.55533	0.00164684	0.00177937	0.405337	0.0151723	16.24441	0.0648446	-3.716312	0.000140172	0.017445	0.294243	3.68817	0.302215	0.302665	0.137809	0.257311	0.08173214	0.7933795
6040	-3291.396	-3303.062	11.66662	3.603453	0.2149777	0.0543114	0.0222353	0.041506	0.016519	0.0246883	0.0293256	0.0138603	0.00676547	0.0211034	0.0365429	0.0394189	0.0286996	0.0304792	0.0362334	0.02424037	0.01962879	0.0162621	0.447147	0.00471868	0.000950793	0.519945	0.0109763	18.10602	0.01087825	-3.719736	0.000859282	0.0428382	0.421607	3.5347	0.298943	0.313105	0.123542	0.264411	0.03050704	0.3565817
6050	-3285.166	-3300.49	15.32342	3.435148	0.2162781	0.0190243	0.0149852	0.0315769	0.00735424	0.0242503	0.027006	0.019063	0.00915418	0.0110422	0.0251156	0.0423792	0.0433626	0.020352	0.0164956	0.02424037	0.1056112	0.0196562	0.439398	0.00507814	0.00063521	0.510404	0.0248278	17.86416	0.02223217	-3.719736	0.000893104	0.0436623	0.424794	3.53065	0.303944	0.297514	0.137738	0.260804	0.1278434	0.1739016
6060	-3286.649	-3300.115	13.46584	3.298967	0.1320235	0.0205045	0.0209019	0.0322215	0.0315275	0.0248934	0.0316484	0.0425199	0.00967094	0.0104175	0.0115248	0.0262547	0.0372302	0.0237922	0.0082971	0.02424037	-0.1290385	0.016979	0.538015	0.00241844	0.00276744	0.43667	0.00315014	40.64205	0.1789645	-3.719736	1.51212e-05	0.00575792	0.187208	3.80702	0.307776	0.295585	0.135736	0.260902	0.04992601	3.584595
6070	-3284.939	-3300.476	15.53754	3.298967	0.1737853	0.0142345	0.0177879	0.033835	0.00482822	0.0285247	0.0379191	0.0337529	0.0135483	0.021564	0.0186108	0.00921923	0.0165457	0.0149073	0.0232315	0.01839076	0.007340961	0.00679819	0.558416	0.0115201	0.00514899	0.416915	0.00120136	23.93164	0.08803248	-3.995907	0.000187391	0.0201509	0.311892	3.66777	0.279948	0.303377	0.144475	0.2722	0.09537344	0.9230293
6080	-3288.551	-3300.13	11.57879	3.213736	0.1670051	0.0446513	0.0154268	0.0498815	0.0195605	0.0319896	0.04132	0.0362447	0.0317164	0.0162753	0.0242042	0.0734664	0.0300404	0.0247113	0.0466514	0.03129989	0.2697969	0.0070763	0.545094	0.00491393	0.00794185	0.433971	0.00100231	12.38714	0.01918592	-3.464141	0.000135682	0.0171651	0.292324	3.69038	0.302037	0.294433	0.147422	0.256108	0.2889828	0.06639122
6090	-3282.265	-3298.141	15.87653	2.975791	0.215882	0.0243015	0.0158512	0.0421261	0.00926801	0.0261884	0.0285142	0.0215649	0.0328675	0.0192508	0.0163907	0.00651459	0.0146592	0.0260074	0.0232334	0.02044978	-0.02172384	0.0197235	0.536178	0.00459134	0.00164355	0.433858	0.00400542	10.08621	0.2177947	-3.889783	0.000882707	0.0434107	0.423825	3.53188	0.298208	0.30979	0.128044	0.263957	0.1960708	1.110796
6100	-3287.57	-3300.223	12.65218	3.27643	0.1720878	0.0155603	0.0204151	0.0328323	0.01044	0.03592	0.0287416	0.0228632	0.0510324	0.0191032	0.0515108	0.00581645	0.0257765	0.0187742	0.0223098	0.02066182	0.07406251	0.0194966	0.537902	0.00100834	0.0038851	0.428867	0.00884141	13.79124	0.1065171	-3.879468	0.000173253	0.0193811	0.307028	3.67342	0.297498	0.301829	0.147509	0.253164	0.1805796	0.5898622
6110	-3285.922	-3300.756	14.83463	3.117235	0.1907461	0.0128272	0.0214692	0.0444037	0.00989649	0.0267277	0.0220685	0.0280886	0.0332981	0.0184069	0.0252589	0.0128235	0.0389933	0.0157285	0.0205156	0.01643787	0.04600365	0.0185617	0.487582	0.00590255	0.00445132	0.470979	0.0125235	15.36213	0.06378436	-4.108168	0.000379979	0.0286133	0.359077	3.61193	0.32475	0.293142	0.12573	0.256378	0.109788	0.5809774
6120	-3292.536	-3306.862	14.32573	3.574331	0.1799064	0.0147323	0.0238965	0.0222867	0.0214643	0.0238423	0.0182758	0.032589	0.0416273	0.00868405	0.0621626	0.016375	0.0284215	0.00947352	0.0134197	0.01704257	-0.1013534	0.0140545	0.515387	0.0138139	0.0042594	0.446787	0.00569825	16.32804	0.1332506	-4.072041	0.000245607	0.0230467	0.329226	3.64748	0.27596	0.322507	0.140164	0.261369	0.0318972	4.177502
6130	-3286.58	-3297.704	11.1238	3.574331	0.1516736	0.0166758	0.0127026	0.0420545	0.0240268	0.0193031	0.0271122	0.0317974	0.0146226	0.0128098	0.021201	0.00513589	0.025528	0.0147038	0.0326691	0.01567406	-0.3149266	0.0185107	0.494575	0.00191649	0.00254865	0.473523	0.00892688	19.90787	0.4102566	-4.155748	5.87625e-05	0.0113217	0.246869	3.74175	0.28606	0.31059	0.133755	0.269594	0.09533001	4.303541
6140	-3284.99	-3301.499	16.50887	3.574331	0.1817965	0.0211231	0.0215411	0.0321931	0.0160361	0.0191706	0.0211626	0.031877	0.0283122	0.0117961	0.0200109	0.0203732	0.0244505	0.0105646	0.0192077	0.01929446	-0.08180553	0.0134153	0.494383	0.00355	0.00409735	0.47334	0.0112144	24.11508	0.2057565	-3.947937	0.000266022	0.0239779	0.33451	3.64125	0.299174	0.282734	0.125979	0.292113	0.123951	1.659983
6150	-3288.005	-3300.806	12.80106	4.37341	0.1701571	0.0178404	0.0186521	0.0419295	0.0206487	0.0184054	0.0382579	0.0355611	0.0229199	0.0108233	0.0238398	0.0106701	0.0160716	0.00708744	0.0227086	0.01371865	-0.1034361	0.0133799	0.493078	0.00733623	0.00739072	0.47209	0.0067256	23.55543	0.1556717	-4.288999	0.000158163	0.0185235	0.301467	3.67985	0.271538	0.318254	0.148566	0.261642	0.05223555	2.980186
6160	-3284.938	-3302.093	17.15495	4.68877	0.1570423	0.0198792	0.0150357	0.0326982	0.0149061	0.0196537	0.0382579	0.0308431	0.013846	0.00798768	0.0114017	0.00531691	0.0106127	0.0147401	0.0172754	0.01443977	0.1132553	0.0142838	0.496873	0.00313585	0.00639655	0.477342	0.00196883	29.84075	0.04706226	-4.237769	8.02514e-05	0.0132208	0.26295	3.72375	0.298712	0.326689	0.124764	0.249836	0.1603176	0.2935565
6170	-3289.301	-3303.385	14.08423	4.68877	0.1826555	0.0123056	0.0152048	0.0513611	0.0137609	0.0199112	0.0339386	0.0343376	0.00869514	0.0123337	0.0147871	0.0234871	0.00795539	0.0171463	0.0372897	0.01784015	-0.12334	0.0140622	0.372354	0.00128032	0.00507905	0.59426	0.0129638	31.33208	0.1490231	-4.026304	0.000275703	0.0244067	0.336901	3.63842	0.320159	0.280162	0.139945	0.259735	0.02568311	5.802376
6180	-3296.712	-3307.662	10.95028	4.798363	0.1392171	0.0158564	0.0202034	0.0256281	0.013423	0.0322213	0.0321374	0.0359432	0.00329237	0.00460845	0.0299407	0.0131431	0.0145904	0.014942	0.0213548	0.01983131	-0.0635838	0.0110321	0.617467	0.000810291	0.0035137	0.366514	0.000663604	48.39458	0.07742132	-3.920493	2.59864e-05	0.0075415	0.209113	3.78332	0.278308	0.315171	0.126806	0.279715	0.01383752	5.59503
6190	-3284.107	-3302.572	18.46485	4.798363	0.2006987	0.0123471	0.0110348	0.0341308	0.0243532	0.0288116	0.026163	0.0152931	0.00671011	0.0138314	0.0066533	0.0114661	0.0190548	0.00839379	0.00767303	0.01480572	-0.1021618	0.0177019	0.421083	0.00364081	0.0041408	0.549254	0.00417924	47.67483	0.1312725	-4.212742	0.000544122	0.0341795	0.385479	3.5798	0.293599	0.30269	0.139586	0.264125	0.02911076	4.509417
6200	-3280.072	-3298.108	18.0365	4.588075	0.1858171	0.0110417	0.0118126	0.0556474	0.0132706	0.0286795	0.0313841	0.0114993	0.0093789	0.0147999	0.00899215	0.0110194	0.0177192	0.0106977	0.0114873	0.01266063	-0.149972	0.0192578	0.473081	0.00409456	0.0104514	0.489135	0.00398028	33.45139	0.1658091	-4.369258	0.000313568	0.0260149	0.345641	3.62803	0.297035	0.31088	0.131417	0.260669	0.01583714	10.46964
6210	-3283.551	-3297.703	14.15173	5.084152	0.1856655	0.0159195	0.0100019	0.0576117	0.00370212	0.0218589	0.0415193	0.0238848	0.00925776	0.0125965	0.0152188	0.0113892	0.0191052	0.0068778	0.00941966	0.01281519	-0.08644136	0.0115136	0.569185	0.0061239	0.0124394	0.392453	0.00828579	36.88233	0.09317476	-4.357124	0.00031167	0.0259367	0.345224	3.62853	0.282104	0.315122	0.120275	0.282499	0.006733402	13.83769
6220	-3289.892	-3300.648	10.75571	4.155767	0.2052491	0.0111103	0.0152801	0.0523876	0.012585	0.0226752	0.0543055	0.0216127	0.00616926	0.0146685	0.00918998	0.013566	0.0258646	0.00585327	0.0195351	0.01980516	-0.2039202	0.0160195	0.462787	0.00389941	0.0174038	0.495671	0.00421966	35.93868	0.3365331	-3.921813	0.000633783	0.0368576	0.397218	3.56529	0.299351	0.298186	0.145265	0.257199	0.1326129	2.53771
6230	-3285.076	-3301.676	16.60008	4.155767	0.1785979	0.0150203	0.0129393	0.0414948	0.012585	0.0166825	0.0558965	0.013562	0.0270283	0.011184	0.00841354	0.0104893	0.0216751	0.0126339	0.0153356	0.01551976	0.1393784	0.01591	0.475043	0.00403272	0.0107733	0.492285	0.00195627	18.6734	0.03534381	-4.165641	0.000232169	0.0224122	0.325548	3.65181	0.306285	0.300514	0.15082	0.242381	0.1747222	0.2022857
