Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
5390	-3286.301	-3301.96	15.65916	2.589647	0.211474	0.0353222	0.0184073	0.0332105	0.00990077	0.0240879	0.0565723	0.00854068	0.0144109	0.0299507	0.0194692	0.0221265	0.0192503	0.0207656	0.0176394	0.01884227	-0.2983789	0.0236702	0.447662	0.00968188	0.00887135	0.505	0.00511451	16.99685	0.3547354	-3.971653	0.000772559	0.040646	0.412935	3.54565	0.290786	0.292809	0.151254	0.265151	0.05635655	6.294484
5400	-3286.886	-3300.321	13.43482	2.589647	0.1690945	0.0202858	0.0255495	0.0561099	0.0132261	0.0182546	0.0626861	0.0087117	0.0284803	0.018643	0.025096	0.01542	0.029055	0.0246973	0.0191888	0.02412774	0.03839695	0.0187993	0.60392	0.00348709	0.00409759	0.353844	0.0158515	23.12192	0.1467253	-3.724393	0.000150292	0.0180597	0.298393	3.6834	0.319652	0.292195	0.120688	0.267465	0.1851223	0.792586
5410	-3291.034	-3306.674	15.63976	2.589647	0.1507604	0.0241024	0.0290127	0.0404441	0.0177564	0.0151541	0.0441404	0.0245534	0.0438292	0.0348201	0.0281541	0.018411	0.0139837	0.0291821	0.0191888	0.02333991	-0.159085	0.010416	0.524732	0.00229871	0.00681546	0.433774	0.0219638	17.85573	0.1841103	-3.757591	5.56051e-05	0.0110148	0.244119	3.74481	0.335956	0.286781	0.125181	0.252083	0.02502524	7.356984
5420	-3288.903	-3303.682	14.77877	2.579229	0.2233722	0.0313829	0.0205111	0.0341402	0.0132652	0.0303605	0.0567498	0.0357793	0.0190306	0.0160893	0.0284318	0.0183331	0.0228637	0.0247215	0.0159635	0.02697481	-0.311571	0.0137534	0.438395	0.0104421	0.00407715	0.525412	0.00792022	10.20634	0.3628822	-3.612852	0.00109377	0.0482529	0.441874	3.50878	0.317397	0.266055	0.142723	0.273825	0.05131127	7.072174
5430	-3283.021	-3296.953	13.93223	2.556159	0.1883315	0.0375446	0.034314	0.0410795	0.0137682	0.0307325	0.0553395	0.0107336	0.0228493	0.0243101	0.016562	0.0187168	0.0202225	0.0134811	0.0202208	0.02484711	-0.1876924	0.0113548	0.588729	0.00482634	0.00267088	0.389011	0.00340757	26.82126	0.2709753	-3.695014	0.000346288	0.0273267	0.352525	3.6198	0.295097	0.295581	0.125101	0.284221	0.0832829	3.253673
5440	-3288.555	-3300.845	12.29038	2.44729	0.1412515	0.0381596	0.0238113	0.0498105	0.0140647	0.0213129	0.0625021	0.00970417	0.0122108	0.0155424	0.0307766	0.0270877	0.0139185	0.00816747	0.0185649	0.0243232	0.08251666	0.0144093	0.662919	0.00284673	0.00256673	0.316808	0.00045007	26.33653	0.04727421	-3.716325	2.99847e-05	0.00809882	0.215306	3.77657	0.273352	0.318253	0.124435	0.28396	0.1297909	0.3642337
5450	-3283.613	-3298.1	14.48654	2.44729	0.1775517	0.0205842	0.0297171	0.034926	0.00863825	0.0196845	0.0570408	0.0112752	0.0122108	0.0169743	0.036237	0.0130469	0.0292831	0.0124483	0.0225036	0.02187173	0.1388017	0.0182834	0.496215	0.00208896	0.00532565	0.477591	0.000496335	25.93292	0.06160879	-3.822561	0.000221822	0.0219108	0.322597	3.65527	0.288211	0.300288	0.142297	0.269203	0.2004105	0.307413
5460	-3282.048	-3297.133	15.08452	2.44729	0.1612555	0.0389838	0.0243674	0.0380265	0.00952057	0.0154764	0.0382157	0.0169755	0.0163485	0.018458	0.0140286	0.0132978	0.0567595	0.0110391	0.0121455	0.02097861	-0.1754506	0.0189999	0.531634	0.00049383	0.00379212	0.444221	0.000858941	29.22864	0.1876107	-3.864252	0.000101006	0.014823	0.275454	3.70962	0.303275	0.288747	0.1384	0.269578	0.01216003	15.42846
5470	-3283.642	-3296.168	12.52617	2.7698	0.1750813	0.0214194	0.0263587	0.027701	0.0158352	0.0403257	0.0432774	0.0176692	0.033414	0.018458	0.0450521	0.0337049	0.0368203	0.0237108	0.0287606	0.02097689	-0.05603343	0.0185009	0.528019	0.00326362	0.00726115	0.4412	0.00175469	17.80902	0.05645841	-3.864334	0.000198753	0.0207485	0.31559	3.66346	0.292363	0.289872	0.147959	0.269806	0.0004249813	132.8492
5480	-3291.99	-3301.873	9.882552	2.7698	0.2393983	0.0251707	0.0267474	0.0220933	0.0299327	0.0428682	0.0420946	0.00640152	0.0245361	0.0297026	0.0325127	0.00666651	0.0562118	0.0110255	0.0197883	0.02684126	-0.1151467	0.0151531	0.494654	0.00377329	0.0180481	0.465027	0.00334433	24.53255	0.2043076	-3.617815	0.00165394	0.0591477	0.478588	3.46061	0.313217	0.284929	0.147348	0.254506	0.0891609	2.291448
5490	-3288.011	-3300.488	12.47698	2.544961	0.1701212	0.0285165	0.0244442	0.0422254	0.0312151	0.0134081	0.0647457	0.0164357	0.0319683	0.0297026	0.0179874	0.0128288	0.00759752	0.0255366	0.0197883	0.03039212	0.1503637	0.00927251	0.508378	0.00379709	0.00682006	0.471223	0.000508987	20.11811	0.02943766	-3.493572	0.000157892	0.0185078	0.301363	3.67997	0.309743	0.301457	0.140618	0.248182	0.1798014	0.1637232
5500	-3290.147	-3298.058	7.910955	2.526076	0.1778043	0.0297717	0.026534	0.0351163	0.0139487	0.0162293	0.0526103	0.0343993	0.0307507	0.0183582	0.0573015	0.036166	0.0332316	0.0217866	0.0215902	0.03322059	-0.4108482	0.01539	0.504075	0.00828147	0.0115087	0.460513	0.000231804	16.03702	0.5683136	-3.404586	0.000224288	0.0220314	0.32331	3.65443	0.272048	0.316164	0.137531	0.274257	0.1574654	3.609132
5510	-3293.661	-3305.113	11.45269	2.308432	0.2042797	0.0360782	0.0293595	0.034353	0.011901	0.0271145	0.0645383	0.0116535	0.0413044	0.0158243	0.0391863	0.0588389	0.0349619	0.0238058	0.0199386	0.0298828	-0.05547686	0.0325597	0.592456	0.00876839	0.00508871	0.360936	0.000190536	19.14368	0.152025	-3.510472	0.000613869	0.0362804	0.394735	3.56837	0.280195	0.303271	0.140374	0.276159	0.09654812	1.574603
5520	-3297.248	-3308.818	11.56996	2.174973	0.1570272	0.0487596	0.0195743	0.0373583	0.00950326	0.0416301	0.0650012	0.0230933	0.0272708	0.0168722	0.0333512	0.00952338	0.0262101	0.0374227	0.0261542	0.02913908	0.05506147	0.0274798	0.466631	0.00208349	0.00189991	0.501455	0.000450419	16.56952	0.09016819	-3.535675	8.01836e-05	0.0132152	0.262905	3.7238	0.278538	0.300588	0.153155	0.267719	0.1452297	0.6208662
5530	-3290.4	-3299.954	9.553916	2.524406	0.1986643	0.0364356	0.0216355	0.0414159	0.0121785	0.0148038	0.0390071	0.0153289	0.0205316	0.0134705	0.0594519	0.0177324	0.0172647	0.00907557	0.0420613	0.03603564	-0.0781536	0.0169266	0.518653	0.0102253	0.00200502	0.441481	0.010709	15.01511	0.09286067	-3.323247	0.000507102	0.0330085	0.380163	3.58632	0.288012	0.28201	0.150695	0.279282	0.01470707	6.314017
5540	-3291.268	-3304.466	13.19824	2.524406	0.2234497	0.030251	0.0215967	0.026265	0.0123866	0.0194178	0.0445824	0.00634527	0.0320061	0.0344854	0.032612	0.0284926	0.0380681	0.0166884	0.0357851	0.0266967	-0.03372502	0.0177453	0.417271	0.0140888	0.00373734	0.533995	0.0131631	13.70981	0.1773679	-3.623215	0.00109611	0.0483038	0.442058	3.50854	0.290518	0.304693	0.133296	0.271493	0.1436429	1.234784
5550	-3286.464	-3299.949	13.48491	2.569198	0.1934906	0.0286771	0.0229021	0.0242819	0.00793506	0.0368294	0.042677	0.0108794	0.032916	0.0258397	0.035252	0.0231486	0.0636028	0.0282154	0.0357851	0.02842201	-0.1888876	0.0186441	0.410334	0.00689753	0.01277	0.544312	0.00704261	12.11688	0.1957867	-3.560592	0.000421083	0.0301066	0.366456	3.60302	0.286912	0.304274	0.141087	0.267728	0.006899109	28.37855
5560	-3293.532	-3301.512	7.97969	2.501805	0.1875648	0.0240521	0.0244901	0.0666954	0.0127449	0.0215361	0.0859991	0.0633978	0.057042	0.0368993	0.0376874	0.0666874	0.0256469	0.0110505	0.0368204	0.03309589	-0.06613741	0.0184032	0.417915	0.00236268	0.00465431	0.55437	0.00229464	10.55782	0.09514072	-3.408346	0.00033606	0.0269237	0.350432	3.62231	0.290528	0.301244	0.141552	0.266676	0.02900331	3.28034
5570	-3294.026	-3306.378	12.35187	2.815767	0.2072977	0.0388539	0.0237723	0.0506027	0.0160673	0.0160513	0.0973642	0.064626	0.0721571	0.0252441	0.036437	0.0222755	0.0228031	0.0364856	0.0489561	0.03228125	-0.01359086	0.0164291	0.409878	0.00572318	0.0165468	0.539037	0.0123864	5.875728	0.02377374	-3.433269	0.000677347	0.0380888	0.402434	3.5588	0.314877	0.280617	0.131175	0.273331	0.01018289	2.334676
5580	-3294.589	-3305.918	11.32923	2.192065	0.2610684	0.0499223	0.030223	0.0691923	0.0250346	0.0285138	0.0898092	0.0373743	0.05284	0.0130558	0.0307152	0.0281332	0.0159864	0.0154629	0.0315194	0.03706019	0.2507161	0.0153772	0.504934	0.00622219	0.0261821	0.442999	0.0042863	6.476299	0.05100627	-3.295212	0.00266824	0.0747917	0.524253	3.39829	0.276791	0.301146	0.143366	0.278696	0.3017224	0.1690504
5590	-3286.258	-3297.402	11.14405	2.192065	0.1890882	0.0343325	0.0223794	0.0639598	0.0402136	0.03112	0.0841384	0.0233787	0.0533496	0.0251443	0.0387666	0.0213055	0.0184749	0.0606223	0.0643948	0.03241851	0.1623204	0.00949321	0.4759	0.00399949	0.0284746	0.481216	0.000916544	7.765782	0.01003527	-3.429026	0.000356604	0.0277272	0.354585	3.61733	0.304667	0.291676	0.132703	0.270954	0.1723557	0.0582242
5600	-3285.736	-3295.816	10.0796	2.441403	0.1782251	0.0333853	0.0265461	0.0469434	0.0118767	0.0154173	0.0767167	0.0417318	0.0512095	0.0255461	0.0230955	0.0467816	0.0282169	0.0523209	0.0744192	0.03541173	0.1763008	0.0106958	0.58663	0.00493007	0.00908504	0.387008	0.00165051	9.314628	0.02516009	-3.340712	0.000228442	0.0222329	0.324498	3.65304	0.299418	0.307404	0.136067	0.257111	0.2014609	0.1248882
5610	-3289.816	-3299.499	9.682951	2.381106	0.1361384	0.0244477	0.0345022	0.0348664	0.0168531	0.0201925	0.058132	0.0355487	0.084827	0.0249017	0.0506821	0.0342063	0.0181752	0.033786	0.0564584	0.03299328	0.2108554	0.0158843	0.490713	0.00140128	0.0035312	0.485233	0.0032371	11.34234	0.1356995	-3.411451	2.07564e-05	0.00674264	0.199736	3.7935	0.293846	0.31789	0.136156	0.252109	0.346555	0.3915671
5620	-3292.745	-3302.915	10.16982	2.594659	0.1852992	0.0179598	0.0432235	0.0525232	0.0171325	0.0394879	0.0733475	0.0531373	0.0494336	0.0272635	0.034105	0.0452201	0.0411891	0.0733727	0.0403364	0.05008284	0.132572	0.0179465	0.480114	0.00142893	0.0251901	0.474753	0.000567416	6.95151	0.01983887	-2.994077	0.000307119	0.0257483	0.344216	3.62973	0.278718	0.317927	0.137857	0.265498	0.1524109	0.130167
5630	-3299.888	-3306.537	6.649554	2.786293	0.1860907	0.0435847	0.0152674	0.050175	0.0209817	0.0303063	0.101883	0.106609	0.0770297	0.0505145	0.0379927	0.0209726	0.0247844	0.0709694	0.0721091	0.05138316	0.1387189	0.0194691	0.449858	0.00179832	0.00554734	0.515032	0.0082955	5.390224	0.02670622	-2.968445	0.000317014	0.0261563	0.346393	3.62713	0.283782	0.29585	0.143326	0.277042	0.1654251	0.16144
5640	-3290.083	-3298.324	8.240961	2.045664	0.1786448	0.0475201	0.0306545	0.0552977	0.0217588	0.014089	0.063508	0.048291	0.0963082	0.0394089	0.0381766	0.0491283	0.0714041	0.0804904	0.0467149	0.04539577	-0.3204128	0.015163	0.499351	0.0014128	0.00879121	0.469549	0.00573264	6.058718	0.3286828	-3.092336	0.000232641	0.0224347	0.32568	3.65165	0.298459	0.297618	0.131825	0.272098	0.008270059	39.74371
5650	-3291.665	-3297.228	5.563054	2.342533	0.1713559	0.0414006	0.0237342	0.0665728	0.00976162	0.0245143	0.1039	0.0299521	0.0621602	0.0212711	0.0317537	0.0660092	0.0242943	0.0394736	0.0486362	0.04379879	0.1241093	0.00834375	0.505878	0.0110355	0.0123963	0.460413	0.00193335	8.538787	0.2016366	-3.128149	0.000167411	0.0190538	0.304924	3.67586	0.302276	0.293644	0.146864	0.257216	0.3257459	0.6189996
5660	-3289.496	-3297.315	7.818577	1.899528	0.1819021	0.041045	0.0378841	0.0469643	0.0305662	0.0463917	0.0581526	0.0412042	0.0844389	0.0349081	0.0651868	0.0966911	0.0304668	0.0570892	0.0429803	0.05975886	0.2503925	0.00773271	0.499735	0.0098238	0.0103055	0.469577	0.00282557	9.822553	0.03397119	-2.817438	0.000267199	0.0240304	0.334805	3.6409	0.292249	0.290945	0.144341	0.272465	0.2843637	0.1194639
5670	-3294.48	-3300.988	6.50829	1.932998	0.1758459	0.0297874	0.0264446	0.0431302	0.0258947	0.0153743	0.0672224	0.0141132	0.04287	0.0393763	0.0398222	0.0500009	0.0439918	0.107173	0.0578587	0.03090429	-0.2004881	0.00900618	0.582035	0.00482608	0.00463296	0.397065	0.00243497	11.4567	0.3439739	-3.47686	0.000205692	0.021105	0.317764	3.66093	0.304717	0.276061	0.129292	0.289929	0.1434858	2.397268
5680	-3293.574	-3298.696	5.122645	2.937969	0.1973795	0.0348868	0.0127272	0.0470232	0.0152476	0.0332757	0.046873	0.0112262	0.050794	0.0347993	0.0201275	0.0241249	0.0156929	0.120922	0.0114508	0.03096222	0.007147585	0.01672	0.513619	0.00306353	0.00827459	0.457344	0.000979038	22.16125	0.3073451	-3.474988	0.000484668	0.0322775	0.376784	3.59045	0.291004	0.296084	0.12868	0.284232	0.3144927	0.9772726
5690	-3293.56	-3300.035	6.474556	2.978161	0.2072578	0.0338328	0.0186204	0.0466893	0.0330068	0.0335642	0.0568416	0.0194623	0.0705986	0.0188925	0.0229461	0.0811682	0.0213596	0.0801047	0.012588	0.03691621	0.2764598	0.0230478	0.410118	0.0042703	0.00616373	0.556074	0.000326332	17.46936	0.135891	-3.299105	0.000676478	0.0380646	0.402333	3.55893	0.297631	0.27815	0.144213	0.280006	0.4123509	0.329552
5700	-3292.543	-3302.061	9.517162	2.222819	0.2064306	0.0364374	0.0474646	0.0861956	0.0324738	0.03219	0.0603815	0.0234348	0.0735492	0.0296465	0.0396794	0.0514488	0.0215518	0.0472222	0.0436114	0.03684015	0.2676857	0.00869176	0.498687	0.00615899	0.00806857	0.477841	0.000552755	8.953759	0.06629917	-3.301167	0.00065866	0.0375658	0.400232	3.56154	0.293007	0.295436	0.143175	0.268382	0.3339849	0.1985095
5710	-3288.577	-3298.678	10.10057	1.941622	0.2416677	0.027344	0.0363486	0.0627591	0.0182718	0.0828997	0.074121	0.0383286	0.0269802	0.0269686	0.0204036	0.0520019	0.0318387	0.0108401	0.0451124	0.0353238	0.1112062	0.0177492	0.53777	0.00676018	0.00212179	0.426738	0.0088608	7.492105	0.07991802	-3.343198	0.00174591	0.060742	0.483581	3.45393	0.299184	0.296683	0.129127	0.275006	0.1911243	0.4181469
5720	-3284.926	-3295.206	10.27986	1.941622	0.1940573	0.0448269	0.0370707	0.0499557	0.0473814	0.0698701	0.0688966	0.0523148	0.0367084	0.0241396	0.0963536	0.0337735	0.0395523	0.0434181	0.0535595	0.04393044	0.121823	0.0140514	0.540013	0.00670529	0.0147816	0.419427	0.00502181	7.233092	0.02159969	-3.125148	0.000429952	0.030419	0.367971	3.60118	0.288899	0.295875	0.129296	0.28593	0.1434227	0.1506017
5730	-3289.977	-3298.418	8.441668	1.964521	0.1785295	0.0597612	0.0396101	0.0410915	0.0309942	0.0657389	0.0857188	0.0491761	0.0552593	0.0264309	0.0499696	0.0389193	0.0548121	0.0525055	0.0250863	0.03721203	-0.4312646	0.021355	0.545981	0.000602909	0.00536644	0.415243	0.0114514	8.815547	0.4384844	-3.291123	0.000231481	0.0223792	0.325355	3.65203	0.294853	0.292396	0.14216	0.270591	0.007219806	60.73354
5740	-3291.489	-3300.651	9.162195	1.893085	0.2154732	0.03927	0.0436709	0.0634329	0.0531372	0.0301171	0.0881982	0.0295222	0.0384693	0.0239935	0.0248493	0.107251	0.0124361	0.0393523	0.0305094	0.03384046	0.1053403	0.0181779	0.603511	0.00401024	0.00177193	0.361327	0.0112019	8.604728	0.01761943	-3.386098	0.000872064	0.0431516	0.422823	3.53315	0.283646	0.302511	0.141798	0.272045	0.1229598	0.1432943
5750	-3292.182	-3298.434	6.251333	1.998161	0.1601306	0.0441989	0.0366321	0.0697722	0.0307064	0.107151	0.0881982	0.0613001	0.102575	0.0207132	0.0257057	0.0460217	0.0442323	0.0189052	0.0634353	0.05138766	0.1602995	0.018084	0.444492	0.00289374	0.00156923	0.531155	0.00180645	8.041956	0.01428455	-2.968357	9.51025e-05	0.0143857	0.272126	3.71339	0.317662	0.294827	0.136889	0.250622	0.1745841	0.08182047
5760	-3290.174	-3297.771	7.596808	1.928986	0.1713477	0.0547715	0.0418426	0.0876634	0.0243398	0.0674939	0.11558	0.115948	0.0675853	0.0244809	0.0380257	0.0476959	0.0267879	0.0454213	0.0617453	0.0501784	0.1034084	0.0216005	0.378918	0.000931697	0.00526148	0.589867	0.00342118	4.296973	0.09009493	-2.992171	0.000167346	0.0190501	0.3049	3.67588	0.29665	0.296262	0.145168	0.26192	0.1935033	0.4655988
5770	-3296.895	-3301.244	4.349223	1.842581	0.1921897	0.0387945	0.0354348	0.0638289	0.0738638	0.0318441	0.0902917	0.0991013	0.0933744	0.032541	0.0491753	0.0239754	0.0250358	0.140398	0.125835	0.05756627	-0.2498014	0.0181291	0.48465	0.000574574	0.00846007	0.484819	0.00336641	3.481	0.3329937	-2.854818	0.00040122	0.0293947	0.362968	3.60724	0.310248	0.29819	0.135499	0.256063	0.08319229	4.002698
5780	-3305.935	-3302.509	-3.425435	1.957274	0.2057929	0.03736	0.0354569	0.0873909	0.0548683	0.0933946	0.106107	0.112887	0.105349	0.0177277	0.0297939	0.178896	0.0735222	0.209687	0.126726	0.05603016	-0.3239494	0.0143983	0.523423	0.00148084	0.0152847	0.433489	0.0119243	3.817232	0.3279482	-2.881865	0.000645149	0.0371828	0.398607	3.56357	0.304896	0.271733	0.144774	0.278597	0.003998757	82.01253
5790	-3296.419	-3302.627	6.207982	1.957274	0.2647842	0.0276176	0.0358949	0.113423	0.0377725	0.0636746	0.15971	0.0434156	0.0635794	0.0316235	0.0209696	0.0509108	0.0349851	0.129343	0.0569324	0.05034486	0.02910609	0.0215013	0.4805	0.00787436	0.00962955	0.474719	0.00577675	5.383377	0.04421499	-2.988859	0.00287355	0.0775555	0.531644	3.38793	0.318927	0.271514	0.136423	0.273136	0.07332108	0.6030324
5800	-3297.91	-3297.64	-0.2698237	1.946148	0.1495542	0.0358294	0.0479909	0.0581983	0.0480932	0.154189	0.0713586	0.0376175	0.123423	0.0165494	0.0503492	0.0824364	0.0197908	0.088385	0.16538	0.07325261	0.09225943	0.00659985	0.570966	0.00357659	0.0103804	0.408214	0.000263329	6.600521	0.05678995	-2.613841	5.16396e-05	0.0106165	0.240481	3.74885	0.314182	0.293811	0.132073	0.259934	0.1490494	0.3810143
5810	-3287.308	-3296.382	9.073635	1.900058	0.1878442	0.0567967	0.0351315	0.0481674	0.025085	0.0341278	0.120997	0.0246676	0.0784484	0.0354667	0.0319844	0.0321593	0.0290051	0.0707483	0.0339103	0.04093275	0.08088693	0.00982515	0.547214	0.00794401	0.0110743	0.423059	0.000882767	11.24223	0.02483036	-3.195825	0.000339761	0.0270703	0.351195	3.62139	0.29049	0.295019	0.147323	0.267169	0.1057173	0.2348751
5820	-3292.827	-3300.914	8.08639	2.110641	0.1850358	0.0568697	0.042573	0.0598682	0.0214966	0.0341278	0.0862855	0.0366494	0.0775766	0.0263962	0.0206676	0.0528354	0.00996348	0.0744046	0.0261273	0.03690545	0.1767437	0.00689128	0.463799	0.00376571	0.0231087	0.492812	0.00962396	8.810768	0.01696071	-3.299396	0.000303877	0.0256132	0.34349	3.63059	0.305893	0.301623	0.136081	0.256403	0.1937044	0.08755977
5830	-3293.596	-3299.12	5.523972	1.890444	0.1627737	0.0422541	0.0489882	0.0595648	0.0299836	0.0442184	0.112582	0.0327725	0.099389	0.0423311	0.0695468	0.0498253	0.0125533	0.0921261	0.0938162	0.04825106	0.1137844	0.0148096	0.523728	0.00344707	0.0107869	0.436897	0.010331	7.064332	0.004566983	-3.031337	0.000109415	0.0154242	0.279931	3.70454	0.306587	0.282152	0.129434	0.281828	0.1183514	0.03858833
5840	-3289.364	-3299.537	10.17209	1.890444	0.2267636	0.041757	0.0283967	0.0845259	0.0232443	0.03751	0.10969	0.0853504	0.0613826	0.0207005	0.0455988	0.0251327	0.0329837	0.0386782	0.0137584	0.04825106	0.04259201	0.0140881	0.451703	0.00558038	0.0104479	0.51124	0.00694041	4.797682	0.01252901	-3.031337	0.00119964	0.0505008	0.449858	3.49844	0.321062	0.29669	0.117047	0.265201	0.05512101	0.2273
5850	-3292.044	-3300.727	8.682098	2.118568	0.1736264	0.0429321	0.0323639	0.0700299	0.024612	0.030082	0.0897372	0.0757559	0.0480083	0.0150798	0.0193334	0.0813655	0.0493715	0.0386782	0.0333789	0.02766841	0.01670513	0.0192573	0.555086	0.00458114	0.0142815	0.400538	0.00625577	5.042147	0.006535438	-3.587464	0.000186032	0.0200783	0.311438	3.6683	0.290894	0.323763	0.137648	0.247695	0.02324057	0.2812082
5860	-3294.247	-3304.27	10.02264	1.954389	0.183485	0.0374854	0.0300325	0.0618108	0.0363098	0.0317277	0.0794484	0.073748	0.0535452	0.0311331	0.0452066	0.0222655	0.01785	0.0426997	0.0238774	0.05307567	-0.1334529	0.00877166	0.531084	0.00502104	0.0280498	0.423829	0.00324428	5.316924	0.1941025	-2.936037	0.000285293	0.0248241	0.339203	3.63569	0.30038	0.306537	0.116631	0.276452	0.06064967	3.200389
5870	-3294.087	-3300.559	6.471339	1.850755	0.1595354	0.029864	0.0500436	0.0614952	0.0185147	0.0487119	0.0980132	0.130351	0.0510436	0.0327737	0.0279172	0.0304129	0.0128104	0.0617173	0.0260986	0.02917738	0.1501608	0.0072319	0.610123	0.00664027	0.0188462	0.355654	0.00150529	3.999617	0.09296416	-3.534361	9.20882e-05	0.0141571	0.270363	3.71539	0.308986	0.311862	0.109752	0.269399	0.243125	0.3823719
5880	-3293.028	-3298.736	5.708032	1.910817	0.189765	0.032793	0.0443627	0.0570786	0.0313374	0.0805089	0.123078	0.0798293	0.0516839	0.0353096	0.0417286	0.0174293	0.0122889	0.0296113	0.0739963	0.05354907	0.1465914	0.0123351	0.585666	0.00655127	0.00681428	0.381071	0.00756222	6.028175	0.05101999	-2.927157	0.000366017	0.0280874	0.356422	3.61512	0.29464	0.310731	0.129107	0.265522	0.1976114	0.2581835
5890	-3299.486	-3304.376	4.890378	1.95788	0.1781853	0.0368379	0.049418	0.0612109	0.0227559	0.0229814	0.156032	0.112966	0.034603	0.0261454	0.0640449	0.015901	0.020091	0.0186735	0.0369929	0.04335511	0.1195253	0.00448514	0.513168	0.0107749	0.0111717	0.453059	0.00734047	7.975244	0.116768	-3.138331	0.000228047	0.0222138	0.324385	3.65317	0.29847	0.322045	0.126455	0.25303	0.2362933	0.4941655
5900	-3297.694	-3302.104	4.410396	2.082354	0.1372435	0.0477554	0.0293304	0.0599812	0.0368412	0.0254209	0.137525	0.0737291	0.0311281	0.0319724	0.0476975	0.0193706	0.0691224	0.0207738	0.0515551	0.0472519	0.002348698	0.00478482	0.526173	0.00619333	0.00467973	0.447677	0.0104927	11.65265	0.2100307	-3.052262	2.25263e-05	0.00702325	0.203102	3.78985	0.273345	0.304152	0.138133	0.284369	0.2123794	0.988941
5910	-3299.601	-3301.519	1.918324	2.082354	0.1356757	0.067176	0.0260837	0.115563	0.0176491	0.0247742	0.218476	0.0490479	0.031268	0.0305665	0.0374888	0.0309377	0.0214304	0.0301434	0.00983388	0.02933719	0.02854196	0.00752607	0.594391	0.00321661	0.00658655	0.379534	0.00874514	12.00388	0.01605461	-3.528899	2.00493e-05	0.00662717	0.198326	3.79503	0.291507	0.302845	0.122279	0.283369	0.04459657	0.3599965
5920	-3292.734	-3297.988	5.253851	2.082354	0.1545234	0.0571128	0.0327413	0.0811696	0.0226759	0.0397872	0.115877	0.0383575	0.0210019	0.0226198	0.0338574	0.0296068	0.019624	0.0169536	0.0430599	0.04927214	-0.1145846	0.00979791	0.602474	0.00231484	0.0139259	0.360065	0.011422	14.07999	0.2038838	-3.010396	6.95217e-05	0.0123097	0.255424	3.7322	0.294765	0.300295	0.132028	0.272912	0.08929929	2.283152
5930	-3293.574	-3301.561	7.987131	2.082354	0.1387398	0.0659036	0.0302882	0.0555772	0.0271854	0.0259031	0.1119	0.0522397	0.0286605	0.0255791	0.0492497	0.0174361	0.0418837	0.0184852	0.0593886	0.04096855	-0.02083344	0.0167233	0.46075	0.00122494	0.00395829	0.510932	0.00641115	11.86468	0.09355977	-3.194951	2.51131e-05	0.00741415	0.20766	3.7849	0.293402	0.295773	0.152469	0.258356	0.07272634	1.286463
5940	-3298.11	-3302.017	3.907284	2.082354	0.1647315	0.0444997	0.0394763	0.0343682	0.0895221	0.0827153	0.0738732	0.0496067	0.0304555	0.0281777	0.0417361	0.0460726	0.0548269	0.0213475	0.0324438	0.05487414	0.3050454	0.00880359	0.518914	0.00247818	0.0110444	0.453009	0.00575153	11.03514	0.1296924	-2.902713	0.000121035	0.0162178	0.285681	3.69798	0.275501	0.312718	0.130623	0.281158	0.4347378	0.2983232
5950	-3293.764	-3301.997	8.232688	2.082354	0.1829402	0.0224308	0.0372643	0.0341586	0.102544	0.0590864	0.0575211	0.0286662	0.0203192	0.0364506	0.0516398	0.0337011	0.0659044	0.0280717	0.0150323	0.0336726	0.1586294	0.0130725	0.459583	0.0113841	0.00722704	0.505459	0.00327458	14.63323	0.04395064	-3.391071	0.000278967	0.0245496	0.337692	3.63748	0.310489	0.288536	0.134552	0.266423	0.20258	0.2169545
5960	-3290.832	-3301.634	10.80223	2.082354	0.1889486	0.0246375	0.0508626	0.044787	0.0458257	0.0609915	0.0640129	0.0204534	0.043667	0.0303708	0.0230231	0.0351512	0.0277094	0.0281955	0.0224517	0.02905124	-0.03986968	0.0183139	0.428362	0.00780869	0.0100607	0.534373	0.00108166	13.68244	0.1733997	-3.538694	0.000354684	0.0276531	0.354205	3.61779	0.291216	0.293165	0.14691	0.26871	0.13353	1.298582
5970	-3295.065	-3306.266	11.20056	1.846872	0.2166697	0.0262948	0.0456792	0.0591627	0.015877	0.0536865	0.0790912	0.025799	0.027292	0.0191959	0.0365986	0.0168887	0.0129271	0.0260693	0.0178804	0.02566868	0.3656139	0.0165842	0.450244	0.00940053	0.00538331	0.516351	0.0020368	15.60825	0.04281885	-3.662484	0.000903465	0.0439116	0.42575	3.52944	0.281699	0.284695	0.15913	0.274476	0.4084327	0.104837
